Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,303.524994,,-237.033997,,66.490997,,-32.469002,,,,,34.021999,-0.191,,0.0,,0.0,,0.191,33.830999,-12.948,,20.882999,0.0,,,20.882999,0.27,21.153,0.0,,21.153,21.153,,41.396999,0.51,0.51,0.51,41.396999,0.51,0.51,0.51,
12/31/1996,201.833,,-188.294,,13.539,,-31.417,,,,,-17.878,4.62,-1.042,0.0,-1.042,0.0,,-3.578,-13.258,6.655,,-6.603,0.0,,,-6.603,0.894,-5.709,0.0,0.0,-5.709,-5.709,,41.296126,-0.14,-0.14,-0.14,41.296126,-0.14,-0.14,-0.14,
03/31/1997,222.283997,,-194.214996,,28.069,,-31.388,,,,,-3.319,-0.918,,0.0,,0.0,,0.918,-4.237,1.009,,-3.228,0.0,,,-3.228,0.333,-2.895,0.0,,-2.895,-2.895,,41.436001,-0.07,-0.07,-0.07,41.436001,-0.07,-0.07,-0.07,
06/30/1997,245.779999,,-214.947998,,30.832001,,-32.646999,,,,,-1.815,8.182,,1.256,,0.0,,-9.438,6.367,-3.257,,3.11,0.0,,,3.11,1.109,4.219,0.0,,4.219,4.219,,41.338001,0.1,0.1,0.1,41.523998,0.1,0.1,0.1,
09/30/1997,260.026001,,-223.856003,,36.169998,,-34.354,,,,,1.816,-5.749,,5.265,,0.0,,0.484,-3.933,0.085,,-3.848,0.0,,,-3.848,1.883,-1.965,0.0,,-1.965,-1.965,,41.361,-0.05,-0.05,-0.05,41.361,-0.05,-0.05,-0.05,
12/31/1997,258.582977,,-228.895004,,29.687973,,-36.782997,,,,,-7.095024,4.048,,8.222,,0.0,,-12.27,-3.047024,-0.606,,-3.653024,0.0,,,-3.653024,-0.219,-3.872024,0.0,,-3.872024,-3.872024,,41.359001,-0.09,-0.09,-0.09,41.359001,-0.09,-0.09,-0.09,
03/31/1998,235.242996,,-211.475006,,23.76799,,-38.533001,,,,,-14.765,-27.912001,,8.278,,0.0,,19.634001,-42.677001,10.559,,-32.118,0.0,,,-32.118001,1.28,-30.837999,0.0,,-30.837999,-30.837999,,40.897999,-0.75,-0.75,-0.55,40.897999,-0.75,-0.75,-0.55,
06/30/1998,202.153,,-205.964996,,-3.811996,,-36.604,,,,,-40.416,-147.084007,,8.986,,0.0,,138.098007,-187.500008,36.935001,,-150.565002,0.0,,,-150.565006,1.92,-148.645004,0.0,,-148.645004,-148.645004,,40.511002,-3.67,-3.67,-1.07,40.511002,-3.67,-3.67,-1.07,
09/30/1998,167.684998,,-195.779999,,-28.095001,,-36.858002,,,,,-64.953003,-23.446,,11.931,,0.0,,11.515,-88.399003,17.642,,-70.757004,0.0,,,-70.757003,5.807,-64.949997,0.0,,-64.949997,-64.949997,,40.507999,-1.6,-1.6,-1.6,40.507999,-1.6,-1.6,-1.6,
12/31/1998,153.835007,,-177.524994,,-23.689987,,-43.111,,,,,-66.801003,-31.333999,,16.636999,,0.0,,14.697,-98.135001,24.257999,,-73.876999,0.0,,,-73.877002,1.978,-71.899002,0.0,,-71.899002,-71.899002,,40.486,-1.78,-1.78,-1.65,40.486,-1.78,-1.78,-1.65,
03/31/1999,159.8,,-173.616,,-13.816,,-37.736,,,,,-51.552,-20.938,17.017,17.459,-0.442,0.0,,3.921,-72.49,21.049,,-51.441,0.0,,,-51.441,1.187,-50.254,0.0,0.0,-50.254,-50.254,,42.196538,-1.19,-1.19,-1.19,42.196538,-1.19,-1.19,-1.19,
06/30/1999,168.042999,,-170.009003,,-1.966003,,-37.002998,,,,,-38.969002,-17.427,,15.696,-0.291,0.0,,2.022,-56.396002,16.277,,-40.118999,0.0,,,-40.119001,0.807,-39.312,0.0,0.0,-39.312,-39.312,,67.266998,-0.58,-0.58,-0.58,67.266998,-0.58,-0.58,-0.58,
09/30/1999,182.781,,-177.859,,4.922,,-36.685,,,,,-31.763,-17.928,15.449,15.899,-0.45,0.0,,2.479,-49.691,14.585,,-35.106,0.0,,,-35.106,1.389,-33.717,0.0,0.0,-33.717,-33.717,,69.521389,-0.48,-0.48,-0.48,69.521389,-0.48,-0.48,-0.48,
12/31/1999,182.970001,,-182.445007,,0.524994,,-37.208,,,,,-36.682999,-7.047,,17.0,-0.803,0.0,,-9.15,-43.729999,14.01,,-29.719999,0.0,,,-29.719998,1.522,-28.198,0.0,0.0,-28.198,-28.198,,69.533997,-0.41,-0.41,-0.49,69.533997,-0.41,-0.41,-0.49,
03/31/2000,193.089005,,-179.085007,,14.003998,,-34.981998,,,,,-20.978001,-16.899001,,17.481001,-0.376,0.0,,-0.206,-37.877002,9.937,,-27.940001,0.0,,,-27.940001,0.601,-27.339001,0.0,0.0,-27.339001,-27.339001,,69.552002,-0.39,-0.39,-0.39,69.552002,-0.39,-0.39,-0.39,
06/30/2000,200.516,,-174.628,,25.888,,-35.331,,,,,-9.443,-12.567,17.017,18.333,-1.316,0.0,,-4.45,-22.01,6.426,,-15.584,,,,-15.584,0.074,-15.51,0.0,0.0,-15.51,-15.51,,69.6109,-0.22,-0.22,-0.22,69.6109,-0.22,-0.22,-0.22,
09/30/2000,222.800003,,-185.610992,,37.189011,,-34.209,,,,,2.98,-8.703,,19.086,-0.42,0.0,,-9.963,-5.723,3.367,,-2.356,0.0,,,-2.356,0.075,-2.281,0.0,0.0,-2.281,-2.281,,69.612,-0.03,-0.03,-0.03,69.612,-0.03,-0.03,-0.03,
12/31/2000,255.231995,,-203.337997,,51.893997,,-36.814999,,,,,15.079,-12.631999,,23.900999,-2.726,0.0,,-8.543,2.447001,1.283,,3.73,0.0,,,3.730001,-1.99,1.74,0.0,0.0,1.74,1.74,,69.612,0.02,0.02,0.02,69.653,0.02,0.02,0.02,
03/31/2001,219.834,,-192.068,,27.766,0.0,-34.361,19.269,,,15.092,-6.595,-21.893,21.129,22.963,-1.834,0.0,,1.013,-28.488,10.92,,-17.568,0.0,,,-17.568,0.001,-17.567,0.0,0.0,-17.567,-17.567,,69.6129,-0.25,-0.25,-0.25,69.6129,-0.25,-0.25,-0.25,
06/30/2001,156.857,,-173.629,,-16.772,0.0,-34.736,,18.615,,16.121,-51.508,-39.507,19.973,22.054,-2.081,0.0,,19.751,-91.015,-269.002,,-360.017,0.0,,,-360.017,4.695,-355.322,0.0,0.0,-355.322,-355.322,,69.6129,-5.1,-5.1,-4.89,69.6129,-5.1,-5.1,-4.89,
09/30/2001,120.744003,,-155.472,,-34.727997,,-32.692001,,,,,-67.419998,-22.519,,22.902,-1.996,0.0,,1.613,-89.938999,18.701,,-71.237999,0.0,,,-71.237998,3.796,-67.442001,0.0,0.0,-67.442001,-67.442001,,69.612999,-0.97,-0.97,-0.97,69.612999,-0.97,-0.97,-0.97,
12/31/2001,120.417999,,-148.171997,,-27.753998,,-33.615002,,,,,-61.368999,-27.254,,14.129,-2.378,0.0,,15.503,-88.622999,-1.547,,-90.169998,0.0,,,-90.169999,12.079,-78.091003,-4.247,0.0,-82.338004,-82.338004,,69.612999,-1.18,-1.18,-1.04,69.612999,-1.18,-1.18,-1.04,
03/31/2002,136.651001,,-114.984001,,21.667,,-24.243999,,,,,-2.577,-5.858,,5.055,-1.988,0.0,,2.791,-8.435,-1.454,,-9.889,0.0,,,-9.889,-0.308,-10.197,-7.927,0.0,-18.124,-18.124,,69.657997,-0.26,-0.26,-0.24,69.657997,-0.26,-0.26,-0.24,
06/30/2002,174.270996,,-129.404007,,44.866989,,-24.191999,,,,,20.674999,1.431,,5.889,-0.824,0.0,,-6.496,22.105999,-6.413,,15.693,0.0,,,15.692999,-1.549,14.144,-8.166,0.0,5.978,5.978,,69.906998,0.09,0.09,0.13,205.932999,0.07,0.07,0.09,
09/30/2002,190.264008,,-137.417007,,52.847,,-22.778,,,,,30.069,-66.471,,58.25,-1.86,0.0,,10.081,-36.401999,-5.368,,-41.77,0.0,,,-41.77,-2.982,-44.751999,-0.934,0.0,-45.685999,-45.685999,,182.742996,-0.25,-0.25,-0.22,182.742996,-0.25,-0.25,-0.22,
12/31/2002,185.994003,,-131.917007,,54.076996,,-21.995001,,,,,32.082001,11.454999,,4.162,-2.164,0.0,,-13.453,43.537,-3.477,,40.060001,0.0,,,40.06,-4.325,35.735001,0.0,0.0,35.735001,35.735001,,194.973007,0.18,0.18,0.15,208.649002,0.17,0.17,0.14,
03/31/2003,188.345,,-134.143,,54.202,0.0,-21.484,14.094,,,7.39,32.718,-2.323,2.016,4.007,-1.991,,,0.307,30.395,-8.213,,22.182,,,,22.182,-2.442,19.74,,0.0,19.74,19.74,,195.448914,0.1,0.1,0.1,210.663215,0.09,0.09,0.09,
06/30/2003,191.828995,,-136.205002,,55.623993,,-21.921,,,,,33.702999,2.533,,3.303,-1.916,0.0,,-3.92,36.235999,-7.763,,28.473,0.0,,,28.472999,-1.197,27.275999,0.0,0.0,27.275999,27.275999,,200.638,0.14,0.14,0.14,217.710999,0.13,0.13,0.13,
09/30/2003,195.897003,,-137.378006,,58.518997,,-22.018999,,,,,36.5,13.753,,2.665,-1.87,-11.709,,-2.839,50.253,-12.166,,38.087002,0.0,,,38.086999,-2.89,35.196999,0.0,0.0,35.196999,35.196999,,206.516998,0.17,0.17,0.17,223.772003,0.16,0.16,0.16,
12/31/2003,205.029007,,-140.617996,,64.411011,,-24.712999,,,,,39.698002,5.54,,2.956,-1.513,0.0,,-6.983,45.238002,-8.722,,36.515999,0.0,,,36.516002,-2.112,34.403999,0.0,0.0,34.403999,34.403999,,206.983994,0.17,0.17,0.17,222.979996,0.15,0.15,0.15,
03/31/2004,228.759995,,-155.417007,,73.342987,,-26.101,,,,,47.242001,4.775,,3.319,-1.549,0.0,,-6.545,52.017,-13.434,,38.583,0.0,,,38.583,-2.677,35.905998,0.0,0.0,35.905998,35.905998,,207.192001,0.17,0.17,0.17,222.132004,0.16,0.16,0.16,
06/30/2004,255.539001,,-168.380005,,87.158997,,-27.110001,,,,,60.049,-9.074,,3.557,-1.464,7.47,,-0.489,50.975,12.581,,63.556,0.0,,,63.556,-2.955,60.601002,0.0,0.0,60.601002,60.601002,,207.727997,0.29,0.29,0.29,220.953003,0.27,0.27,0.27,
09/30/2004,275.28299,,-164.537003,,110.745987,,-27.181,,,,,83.565002,-0.4,,3.408,-0.975,0.441,,-2.474,83.165002,-20.791,,62.374001,0.0,,,62.374002,-2.654,59.720001,0.0,0.0,59.720001,59.720001,,207.830002,0.29,0.29,0.29,220.369995,0.27,0.27,0.27,
12/31/2004,268.376,,-170.209,,98.167,,-29.531,,,,,68.636,-57.979,,3.228,-1.015,-6.004,,61.77,10.657,61.763,,72.42,0.0,,,72.42,-2.446,69.974,0.0,0.0,69.974,69.974,,207.713837,0.34,0.34,0.4,221.047965,0.32,0.32,0.38,
03/31/2005,250.939,,-169.664,,81.275,,-27.19,,,,,54.085,-0.803,1.2,1.911,-0.711,0.0,,-0.397,53.282,3.838,,57.12,0.0,,,57.12,-0.082,57.038,0.0,0.0,57.038,57.038,,208.826451,0.27,0.27,0.16,223.934369,0.25,0.25,0.14,
06/30/2005,272.256,,-182.952,,89.304,,-27.323,,,,,61.981,-1.267,0.946,1.937,-0.991,0.836,,-0.515,60.714,-18.35,,42.364,0.0,,,42.364,-1.887,40.477,0.0,0.0,40.477,40.477,,209.20627,0.19,0.19,0.19,224.681998,0.18,0.18,0.18,
09/30/2005,280.743,,-195.497,,85.246,,-25.8,,,,,59.446,-1.516,0.821,1.703,-0.882,-1.083,,1.778,57.93,45.107,,103.037,0.0,,,103.037,-1.412,101.625,0.0,0.0,101.625,101.625,,214.706291,0.47,0.47,0.29,227.148309,0.45,0.45,0.27,
12/31/2005,303.441,,-192.748,,110.693,,-29.212,,,,,81.481,-1.032,0.033,1.705,-1.572,0.688,,0.211,80.449,-27.787,,52.662,0.0,,,52.662,-2.449,50.213,0.0,0.0,50.213,50.213,,213.51311,0.24,0.24,0.24,228.284715,0.22,0.22,0.22,
03/31/2006,341.549,,-208.868,,132.681,,-31.009,,,,,101.672,1.468,-0.608,0.982,-1.59,0.0,,-0.86,103.14,-34.802,,68.338,0.0,,,68.338,-0.995,67.343,0.0,0.0,67.343,67.343,,221.695347,0.3,0.3,0.3,229.114697,0.29,0.29,0.29,
06/30/2006,370.54,,-210.078,,160.462,,-33.161,,,,,127.301,1.676,-1.817,0.831,-2.648,0.741,,-0.6,128.977,-45.651,,83.326,0.0,,,83.326,-1.378,81.948,0.0,0.0,81.948,81.948,,222.022288,0.37,0.37,0.37,229.776631,0.36,0.36,0.36,
09/30/2006,407.949,,-215.441,,192.508,,-31.846,,,,,160.662,1.146,-4.028,0.199,-4.227,0.667,,2.215,161.808,-68.329,,93.479,0.0,,,93.479,-2.432,91.047,0.0,0.0,91.047,91.047,,222.058257,0.41,0.41,0.41,229.713394,0.4,0.4,0.4,
12/31/2006,420.546,,-217.25,,203.296,,-34.655,,,,,168.641,27.92,-5.791,0.416,-6.207,0.016,,-22.145,196.561,-66.051,,130.51,0.0,,,130.51,-1.56,128.95,0.0,0.0,128.95,128.95,,222.728419,0.58,0.58,0.58,230.330246,0.56,0.56,0.56,
03/31/2007,440.4,,-217.9,,222.5,,-34.8,,,,,187.7,7.2,-8.1,0.3,-8.4,0.0,,0.9,194.9,-58.8,,136.1,0.0,,,136.1,-1.4,134.7,0.0,0.0,134.7,134.7,,224.0,0.6,0.6,0.6,231.6,0.58,0.58,0.58,
06/30/2007,472.7,,-227.1,,245.6,,-38.3,,,,,207.3,16.5,-10.2,0.3,-10.5,0.0,,-6.3,223.8,-58.9,,164.9,0.0,,,164.9,-1.3,163.6,0.0,0.0,163.6,163.6,,225.0,0.73,0.73,0.73,232.5,0.7,0.7,0.7,
09/30/2007,472.8,,-234.0,,238.8,,-38.7,,,,,200.1,20.8,-11.6,0.5,-12.1,0.0,,-9.2,220.9,-69.7,,151.2,0.0,,,151.2,0.3,151.5,0.0,0.0,151.5,151.5,,225.0,0.67,0.67,0.67,232.3,0.65,0.65,0.65,
12/31/2007,535.9,,-242.3,,293.6,,-38.8,,,,,254.8,215.4,-13.7,0.3,-14.0,0.0,,-201.7,470.2,-94.8,,375.4,0.0,,,375.4,1.0,376.4,0.0,0.0,376.4,376.4,,228.2,1.65,1.65,1.65,232.5,1.62,1.62,1.62,
03/31/2008,501.4,,-242.1,,259.3,,-40.9,,,,,218.4,-198.4,-12.5,0.3,-12.8,0.0,,210.9,20.0,-60.7,,-40.7,0.0,,,-40.7,-1.1,-41.8,0.0,0.0,-41.8,-41.8,,228.5,-0.18,-0.18,-0.18,228.5,-0.18,-0.18,-0.18,
06/30/2008,531.4,,-248.6,,282.8,,-40.3,,,,,242.5,-3.8,-11.0,0.3,-11.3,0.0,,14.8,238.7,-61.2,,177.5,0.0,,,177.5,-1.4,176.1,0.0,0.0,176.1,176.1,,228.3,0.77,0.77,0.77,230.7,0.76,0.76,0.76,
09/30/2008,546.0,,-276.3,,269.7,,-42.2,,,,,227.5,-5.8,-10.4,0.8,-11.2,0.0,,16.2,221.7,-38.1,,183.6,0.0,,,183.6,-0.8,182.8,0.0,0.0,182.8,182.8,9.0,226.3,0.81,0.81,0.85,227.6,0.8,0.8,0.84,
12/31/2008,425.7,,-232.7,,193.0,0.0,-27.5,,17.3,,10.2,165.5,-60.9,-10.7,0.4,-11.1,,,71.6,104.6,-35.4,,68.500001,,,,69.2,1.1,70.3,0.0,0.0,70.3,70.3,,224.5,0.31,0.31,0.31,225.1,0.31,0.31,0.31,
03/31/2009,214.0,214.0,-194.3,194.3,19.7,0.0,-46.1,29.8,29.8,9.6,6.7,-26.4,8.7,-11.4,0.3,-11.7,,,2.7,-17.7,18.9,,1.2,0.0,0.0,0.0,1.2,0.8,2.0,0.0,0.0,2.0,8.825,6.825,223.6,0.01,0.01,0.039468,224.0,0.01,0.01,0.039468,
06/30/2009,282.9,282.9,-248.0,248.0,34.9,0.0,-58.0,42.5,42.5,9.9,5.6,-23.1,16.3,-5.6,0.2,-5.8,,-3.3,-10.7,-6.8,9.7,,-0.4,0.0,0.0,0.0,-0.4,1.8,1.4,0.0,0.0,1.4,5.04,3.64,223.5,0.01,0.01,0.02255,224.0,0.01,0.01,0.02255,
09/30/2009,310.0,310.0,-289.5,289.5,20.5,0.0,-87.2,37.2,37.2,10.3,39.7,-66.7,-2.0,-4.5,0.4,-4.9,,-2.5,6.5,-68.7,6.3,,-64.9,0.0,0.0,0.0,-64.9,0.3,-64.6,0.0,0.0,-64.6,-40.16,24.44,223.6,-0.29,-0.29,-0.179606,223.6,-0.29,-0.29,-0.180698,
12/31/2009,356.7,356.7,-303.7,303.7,53.0,0.0,-64.0,52.4,52.4,10.6,1.0,-11.0,4.0,-1.0,3.1,-4.1,,-6.0,-3.0,-7.0,7.3,,-5.7,0.0,0.0,0.0,-5.7,-1.4,-7.1,0.0,0.0,-7.1,-4.24,2.86,225.3,-0.03,-0.03,-0.018819,225.3,-0.03,-0.03,-0.018819,
03/31/2010,437.7,437.7,-378.4,378.4,59.3,0.0,-74.6,62.2,62.2,11.1,1.3,-15.3,-15.7,9.8,12.1,-2.3,,7.3,5.9,-31.0,14.6,,-9.1,0.0,0.0,0.0,-9.1,-0.5,-9.6,0.0,0.0,-9.6,-7.78,1.82,226.8,-0.04,-0.04,-0.034303,226.8,-0.04,-0.04,-0.034303,
06/30/2010,448.3,448.3,-371.4,371.4,76.9,0.0,-73.6,72.6,72.6,11.5,-10.5,3.3,-4.0,4.2,6.0,-1.8,,0.0,-0.2,-0.7,16.1,,15.4,0.0,0.0,0.0,15.4,-1.6,13.8,0.0,0.0,13.8,5.935,-7.865,226.8,0.06,0.06,0.026168,228.0,0.06,0.06,0.025504,
09/30/2010,503.1,503.1,-418.2,418.2,84.9,0.0,-75.0,59.4,59.4,14.0,1.6,9.9,-5.0,4.4,5.1,-0.7,,-0.1,0.6,4.9,13.6,,18.4,0.0,0.0,0.0,18.4,-0.8,17.6,,0.0,17.6,28.65,11.05,226.8,0.08,0.08,0.126323,227.6,0.08,0.08,0.126323,
12/31/2010,850.1,850.1,-734.1,734.1,116.0,0.0,-92.8,72.8,72.8,19.0,1.0,23.2,-8.9,5.1,5.8,-0.7,,0.0,3.8,14.3,9.0,-9.0,23.3,0.0,0.0,0.0,23.3,-10.7,12.6,0.0,0.0,12.6,13.25,0.65,227.0,0.05,0.05,0.05837,230.8,0.05,0.05,0.052816,
03/31/2011,735.9,735.9,-621.9,621.9,114.0,0.0,-114.2,93.0,93.0,21.0,0.2,-0.2,-6.1,8.1,9.0,-0.9,,1.3,-2.0,-6.3,14.3,,9.3,0.0,0.0,0.0,9.3,-13.8,-4.5,0.0,0.0,-4.5,11.653,16.153,228.9,-0.02,-0.02,0.050909,228.9,-0.02,-0.02,0.050568,
06/30/2011,745.6,745.6,-564.5,564.5,181.1,0.0,-129.4,94.0,94.0,21.8,13.6,51.7,-5.0,20.3,21.2,-0.9,,2.0,-15.3,46.7,-0.9,,47.8,0.0,0.0,0.0,47.8,-0.5,47.3,0.0,0.0,47.3,58.935,11.635,229.8,0.21,0.21,0.256462,230.9,0.21,0.21,0.256462,
09/30/2011,516.2,516.2,-457.6,457.6,58.6,0.0,-162.4,83.8,83.8,22.3,56.3,-103.8,-32.8,19.4,20.7,-1.3,,1.2,13.4,-136.6,43.2,,-92.2,0.0,0.0,0.0,-92.2,-2.2,-94.4,0.0,0.0,-94.4,-40.405,53.995,230.3,-0.41,-0.41,-0.175445,230.3,-0.41,-0.41,-0.175545,
12/31/2011,717.8,717.8,-776.6,776.6,-58.8,0.0,-1189.4,82.0,82.0,22.4,1085.0,-1248.2,-39.7,24.9,26.3,-1.4,,-67.3,14.8,-1287.9,-129.7,129.7,-1484.9,0.0,0.0,0.0,-1484.9,0.5,-1484.4,0.0,0.0,-1484.4,-604.22,880.18,230.4,-6.44,-6.44,-2.622483,230.4,-6.44,-6.44,-2.622483,
03/31/2012,519.2,519.2,-469.1,469.1,50.1,0.0,-104.3,83.2,83.2,20.1,1.0,-54.2,-27.1,26.9,27.7,-0.8,,-1.2,0.2,-81.3,-17.0,,-99.5,0.0,0.0,0.0,-99.5,0.9,-98.6,0.0,0.0,-98.6,-98.145,0.455,230.7,-0.43,-0.43,-0.425423,230.7,-0.43,-0.43,-0.428028,
06/30/2012,808.4,808.4,-718.0,718.0,90.4,0.0,-105.7,86.2,86.2,18.3,1.2,-15.3,-45.8,43.5,44.6,-1.1,,-0.6,2.3,-61.1,-14.2,,-75.9,0.0,0.0,0.0,-75.9,-1.3,-77.2,0.0,0.0,-77.2,-70.05,7.15,230.8,-0.33,-0.33,-0.30351,230.8,-0.33,-0.33,-0.30351,
09/30/2012,601.6,601.6,-514.7,514.7,86.9,0.0,-28.0,68.9,68.9,17.4,-58.3,58.9,-24.7,27.1,28.0,-0.9,,0.9,-2.4,34.2,3.3,,38.4,0.0,0.0,0.0,38.4,-1.4,37.0,0.0,0.0,37.0,8.335,-28.665,230.9,0.16,0.16,0.036098,232.0,0.16,0.16,0.036098,
12/31/2012,600.7,600.7,-492.5,492.5,108.2,0.0,-40.4,67.7,67.7,16.0,-43.3,67.8,-41.1,34.2,35.0,-0.8,,-1.4,6.9,26.7,-37.0,,-11.7,0.0,0.0,0.0,-11.7,-0.1,-11.8,0.0,-0.7,-12.5,-36.355,-23.855,230.9,-0.05,-0.05,-0.157449,230.9,-0.05,-0.05,-0.157449,
03/31/2013,443.6,443.6,-393.9,393.9,49.7,0.0,-83.2,70.3,70.3,17.4,-4.5,-33.5,-48.1,47.0,47.5,-0.5,,-0.3,1.1,-81.6,-19.5,,-101.4,0.0,0.0,0.0,-101.4,12.0,-89.4,0.0,0.0,-89.4,-92.325,-2.925,231.3,-0.4,-0.4,-0.399157,231.3,-0.4,-0.4,-0.412646,
06/30/2013,401.3,401.3,-352.1,352.1,49.2,0.0,-95.8,78.8,78.8,18.1,-1.1,-46.6,-36.2,33.8,34.6,-0.8,,0.0,2.4,-82.8,-13.6,,-96.4,0.0,0.0,0.0,-96.4,-6.5,-102.9,0.0,0.0,-102.9,-103.615,-0.715,231.7,-0.45,-0.45,-0.447195,231.7,-0.45,-0.45,-0.453086,
09/30/2013,611.5,611.5,-550.9,550.9,60.6,0.0,-109.7,91.1,91.1,18.6,0.0,-49.1,-50.0,44.5,45.2,-0.7,,4.1,5.5,-99.1,-17.1,,-112.1,0.0,0.0,0.0,-112.1,4.1,-108.0,0.0,0.0,-108.0,-108.0,0.0,236.9,-0.47,-0.47,-0.47,236.9,-0.47,-0.47,-0.47,
12/31/2013,551.2,551.2,-565.4,565.4,-14.2,0.0,-170.2,121.4,121.4,17.0,31.8,-184.4,-143.9,57.4,61.9,-4.5,,1.9,86.5,-328.3,22.4,,-304.0,0.0,0.0,0.0,-304.0,17.6,-286.4,0.0,0.0,-286.4,-204.565,81.835,266.7,-1.07,-1.07,-0.767023,266.7,-1.07,-1.07,-0.767023,
