Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2010,23.376,23.058,0.318,-5.408,5.408,17.968,0.0,-21.015,14.054,6.589,0.372,0.0,-3.047,0.088,,,,0.001,,-0.089,-2.959,-0.242,-3.201,0.0,0.0,0.0,-3.201,0.0,-3.201,0.0,0.0,-3.201,-3.34205,-0.14105,37.156,-0.09,-0.09,-0.089946,37.156,-0.09,-0.09,-0.093796,
12/31/2010,27.244,26.915,0.329,-5.437,5.437,21.807,0.0,-22.479,15.592,6.592,0.295,0.0,-0.672,0.034,,,,-0.004,,-0.03,-0.638,-0.164,-0.802,0.0,0.0,0.0,-0.802,0.0,-0.802,0.0,0.0,-0.802,-0.802,0.0,37.195,-0.02,-0.02,-0.02,37.195,-0.02,-0.02,-0.02,
03/31/2011,28.529,28.103,0.426,-5.848,5.848,22.681,0.0,-24.092,16.888,6.843,0.361,0.0,-1.411,-0.118,,,,-0.008,,0.126,-1.529,-0.243,-1.772,0.0,0.0,0.0,-1.772,0.0,-1.772,0.0,0.0,-1.772,-1.772,0.0,37.231,-0.05,-0.05,-0.05,37.231,-0.05,-0.05,-0.05,
06/30/2011,27.355,27.166,0.189,-5.891,5.891,21.464,0.0,-25.885,18.176,7.324,0.385,0.0,-4.421,-0.077,,,,-0.004,,0.081,-4.498,-0.096,-4.594,0.0,0.0,0.0,-4.594,0.0,-4.594,0.0,0.0,-4.594,-4.594,0.0,38.268,-0.12,-0.12,-0.12,38.268,-0.12,-0.12,-0.12,
09/30/2011,29.478,29.151,0.327,-5.551,5.551,23.927,0.0,-23.161,16.323,6.459,0.379,0.0,0.766,0.06,,,,0.006,,-0.066,0.826,-0.225,0.601,0.0,0.0,0.0,0.601,0.0,0.601,0.0,0.0,0.601,0.601,0.0,38.256,0.02,0.02,0.02,39.366,0.02,0.02,0.02,
12/31/2011,32.198,31.732,0.466,-6.279,6.279,25.919,0.0,-23.686,17.184,6.14,0.362,0.0,2.233,1.054,,,,0.002,,-1.056,3.287,-0.366,2.921,0.0,0.0,0.0,2.921,0.0,2.921,0.0,0.0,2.921,2.25995,-0.66105,38.498,0.08,0.08,0.058703,40.27,0.07,0.07,0.053585,
03/31/2012,37.344,37.237,0.107,-6.786,6.786,30.558,0.0,-27.616,20.028,7.236,0.352,0.0,2.942,-0.014,,,,-0.001,,0.015,2.928,-0.361,2.567,0.0,0.0,0.0,2.567,,2.567,,0.0,2.567,2.567,0.0,38.84,0.07,0.07,0.07,41.251,0.06,0.06,0.06,
06/30/2012,38.783,38.647,0.136,-7.446,7.446,31.337,0.0,-27.776,20.953,6.712,0.111,0.0,3.561,-0.006,,,,0.002,,0.004,3.555,-0.436,3.119,0.0,0.0,0.0,3.119,0.0,3.119,0.0,0.0,3.119,3.119,0.0,39.144,0.08,0.08,0.08,41.549,0.08,0.08,0.08,
09/30/2012,37.417,37.319,0.098,-7.194,7.194,30.223,0.0,-24.291,18.437,5.854,,0.0,5.932,-0.008,,,,-0.001,,0.009,5.924,-0.455,5.469,0.0,0.0,0.0,5.469,0.0,5.469,0.0,0.0,5.469,5.469,0.0,39.431,0.14,0.14,0.14,41.722,0.13,0.13,0.13,
12/31/2012,38.25,38.112,0.138,-8.13,8.13,30.12,0.0,-27.202,20.943,6.259,,0.0,2.918,0.325,,,,-0.001,,-0.324,3.243,-0.559,2.684,0.0,0.0,0.0,2.684,0.0,2.684,0.0,0.0,2.684,3.334,0.65,39.417,0.07,0.07,0.084583,40.865,0.07,0.07,0.084583,
03/31/2013,43.674,43.536,0.138,-8.826,8.826,34.848,0.0,-30.716,23.894,6.822,,0.0,4.132,0.008,,,,0.007,,-0.015,4.14,-0.398,3.742,0.0,0.0,0.0,3.742,0.0,3.742,,0.0,3.742,5.107,1.365,38.445,0.1,0.1,0.132839,39.824,0.09,0.09,0.124276,
06/30/2013,42.67,42.609,0.061,-8.723,8.723,33.947,0.0,-35.254,27.967,7.287,,0.0,-1.307,-0.005,,,,-0.016,,0.021,-1.312,-0.411,-1.723,0.0,0.0,0.0,-1.723,0.0,-1.723,0.0,0.0,-1.723,-0.033,1.69,38.678,-0.04,-0.04,-0.000853,38.678,-0.04,-0.04,-0.000853,
09/30/2013,44.345,44.288,0.057,-9.027,9.027,35.318,0.0,-33.92,26.199,7.721,,0.0,1.398,0.031,,,,-0.025,,-0.006,1.429,-0.37,1.059,0.0,0.0,0.0,1.059,0.0,1.059,0.0,0.0,1.059,2.164,1.105,39.26,0.03,0.03,0.05512,41.337,0.03,0.03,0.05512,
12/31/2013,46.195,46.141,0.054,-9.458,9.458,36.737,0.0,-32.143,24.364,7.779,,0.0,4.594,0.057,,,,-0.037,,-0.02,4.651,-0.258,4.393,0.0,0.0,0.0,4.393,0.0,4.393,0.0,0.0,4.393,4.848,0.455,39.592,0.11,0.11,0.122449,41.726,0.11,0.11,0.120904,
03/31/2014,50.433,50.242,0.191,-10.114,10.114,40.319,0.0,-36.641,28.721,7.92,,0.0,3.678,0.084,,,,-0.04,,-0.044,3.762,-0.14,3.622,0.0,0.0,0.0,3.622,,3.622,,0.0,3.622,4.402,0.78,39.81,0.09,0.09,0.110575,42.125,0.09,0.09,0.108516,
06/30/2014,48.811,48.66,0.151,-9.689,9.689,39.122,0.0,-40.66,31.598,9.062,,0.0,-1.538,0.055,,,,-0.044,,-0.011,-1.483,-0.226,-1.709,0.0,0.0,0.0,-1.709,0.0,-1.709,0.0,0.0,-1.709,-0.669,1.04,40.062,-0.04,-0.04,-0.016699,40.062,-0.04,-0.04,-0.016699,
09/30/2014,51.938,51.774,0.164,-9.612,9.612,42.326,0.0,-38.148,29.455,8.693,,0.0,4.178,-0.003,,,,-0.036,,0.039,4.175,-0.336,3.839,0.0,0.0,0.0,3.839,0.0,3.839,0.0,0.0,3.839,4.554,0.715,40.448,0.09,0.09,0.112589,42.239,0.09,0.09,0.106927,
12/31/2014,62.005,61.966,0.039,-9.838,9.838,52.167,0.0,-38.504,30.139,8.365,,0.0,13.663,0.038,,,,-0.048,,0.01,13.701,-1.017,12.684,0.0,0.0,0.0,12.684,0.0,12.684,0.0,0.0,12.684,12.684,0.0,40.856,0.31,0.31,0.31,42.884,0.3,0.3,0.3,
03/31/2015,67.557,67.55,0.007,-10.806,10.806,56.751,0.0,-44.388,34.535,9.853,,0.0,12.363,0.009,,,,-0.068,,0.059,12.372,86.502,98.874,0.0,0.0,0.0,98.874,0.0,98.874,0.0,0.0,98.874,12.374,-86.5,41.168,2.4,2.4,0.300573,44.049,2.24,2.24,0.276278,
06/30/2015,73.432,73.426,0.006,-10.868,10.868,62.564,0.0,-47.533,37.323,10.21,,0.0,15.031,0.116,,,,-0.063,,-0.053,15.147,-6.288,8.859,0.0,0.0,0.0,8.859,0.0,8.859,0.0,0.0,8.859,8.859,0.0,41.696,0.21,0.21,0.21,44.41,0.2,0.2,0.2,
09/30/2015,76.359,76.354,0.005,-12.144,12.144,64.215,0.0,-51.398,39.829,11.569,,0.0,12.817,0.149,,,,-0.062,,-0.087,12.966,-5.231,7.735,0.0,0.0,0.0,7.735,0.0,7.735,0.0,0.0,7.735,7.735,0.0,42.228,0.18,0.18,0.18,44.922,0.17,0.17,0.17,
12/31/2015,85.795,85.789,0.006,-12.744,12.744,73.051,0.0,-55.608,41.853,13.755,,0.0,17.443,0.055,,,,-0.084,,0.029,17.498,-6.943,10.555,0.0,0.0,0.0,10.555,0.0,10.555,0.0,0.0,10.555,10.555,0.0,42.427,0.25,0.25,0.25,44.949,0.23,0.23,0.23,
03/31/2016,93.957,93.951,0.006,-14.663,14.663,79.294,0.0,-59.481,45.256,14.225,,0.0,19.813,0.414,,,,-0.186,,-0.228,20.227,-9.229,10.998,0.0,0.0,0.0,10.998,0.0,10.998,0.0,0.0,10.998,10.998,0.0,42.463,0.26,0.26,0.26,45.112,0.24,0.24,0.24,
06/30/2016,102.995,102.308,0.687,-15.07,15.07,87.925,0.0,-66.692,51.032,15.66,,0.0,21.233,0.192,,,,-0.269,,0.077,21.425,-8.515,12.91,0.0,0.0,0.0,12.91,0.0,12.91,0.0,0.0,12.91,12.91,0.0,42.811,0.3,0.3,0.3,45.178,0.29,0.29,0.29,
09/30/2016,102.955,102.37,0.585,-17.309,17.309,85.646,0.0,-71.138,53.086,18.052,,0.0,14.508,0.228,,,,-0.342,,0.114,14.736,-5.861,8.875,0.0,0.0,0.0,8.875,0.0,8.875,0.0,0.0,8.875,8.875,0.0,43.129,0.21,0.21,0.21,44.58,0.2,0.2,0.2,
12/31/2016,114.674,114.026,0.648,-18.987,18.987,95.687,0.0,-70.284,53.935,16.349,,0.0,25.403,0.423,,,,-0.457,,0.034,25.826,-10.394,15.432,0.0,0.0,0.0,15.432,0.0,15.432,0.0,0.0,15.432,15.432,0.0,43.431,0.36,0.36,0.36,44.77,0.34,0.34,0.34,
03/31/2017,124.68,124.654,0.026,-19.261,19.261,105.419,0.0,-76.425,60.1,16.325,,0.0,28.994,0.362,,,,-0.486,,0.124,29.356,-14.457,14.899,0.0,0.0,0.0,14.899,0.0,14.899,0.0,0.0,14.899,17.999,3.1,43.579,0.34,0.34,0.41302,44.924,0.33,0.33,0.399005,
06/30/2017,132.468,132.431,0.037,-21.862,21.862,110.606,0.0,-77.528,60.597,16.931,,0.0,33.078,0.714,,,,-0.635,,-0.079,33.792,3.582,37.374,0.0,0.0,0.0,37.374,0.0,37.374,0.0,0.0,37.374,37.374,0.0,43.895,0.85,0.85,0.85,45.608,0.82,0.82,0.82,
09/30/2017,132.823,132.782,0.041,-21.627,21.627,111.196,0.0,-79.47,60.08,19.39,,0.0,31.726,0.758,,,,-0.781,,0.023,32.484,-7.981,24.503,0.0,0.0,0.0,24.503,0.0,24.503,0.0,0.0,24.503,24.503,0.0,44.141,0.56,0.56,0.56,45.698,0.54,0.54,0.54,
12/31/2017,154.022,153.989,0.033,-24.994,24.994,129.028,0.0,-84.262,66.556,17.706,,0.0,44.766,0.888,,,,-0.969,,0.081,45.654,-32.208,13.446,0.0,0.0,0.0,13.446,0.0,13.446,0.0,0.0,13.446,-8.511,-21.957,44.247,0.3,0.3,-0.192352,45.869,0.29,0.29,-0.192352,
03/31/2018,174.436,174.42,0.016,-30.098,30.098,144.338,0.0,-96.771,75.501,21.27,,0.0,47.567,0.94,,,,-1.303,,0.363,48.507,-11.66,36.847,0.0,0.0,0.0,36.847,0.0,36.847,0.0,0.0,36.847,36.847,0.0,44.32,0.83,0.83,0.83,46.141,0.8,0.8,0.8,
06/30/2018,180.01,180.01,,-30.85,30.85,149.16,0.0,-102.412,81.139,21.273,,0.0,46.748,1.739,,,,-1.551,,-0.188,48.487,41.579,90.066,0.0,0.0,0.0,90.066,0.0,90.066,0.0,0.0,90.066,90.066,0.0,44.546,2.02,2.02,2.02,46.169,1.95,1.95,1.95,
09/30/2018,181.778,181.778,,-29.846,29.846,151.932,0.0,-101.612,78.895,22.717,,0.0,50.32,1.513,,,,-1.671,,0.158,51.833,-1.706,50.127,0.0,0.0,0.0,50.127,0.0,50.127,0.0,0.0,50.127,50.127,0.0,44.961,1.11,1.11,1.11,46.153,1.09,1.09,1.09,
12/31/2018,200.563,200.563,,-34.023,34.023,166.54,0.0,-104.185,80.22,23.965,,0.0,62.355,2.155,,,,-2.175,,0.02,64.51,-19.648,44.862,0.0,0.0,0.0,44.862,0.0,44.862,0.0,0.0,44.862,44.862,0.0,45.046,1.0,1.0,1.0,46.136,0.97,0.97,0.97,
03/31/2019,207.081,207.081,,-34.848,34.848,172.233,0.0,-106.844,81.296,25.548,,0.0,65.389,33.141,,,,-2.769,,-30.372,98.53,-24.569,73.961,0.0,0.0,0.0,73.961,0.0,73.961,0.0,0.0,73.961,50.325,-23.636,45.091,1.64,1.64,1.116076,46.173,1.6,1.6,1.088099,
06/30/2019,207.666,207.666,,-37.073,37.073,170.593,0.0,-109.868,86.078,23.79,,0.0,60.725,42.413,,,,-3.049,,-39.364,103.138,-14.215,88.923,0.0,0.0,0.0,88.923,0.0,88.923,0.0,0.0,88.923,58.925,-29.998,45.215,1.97,1.97,1.303218,46.092,1.93,1.93,1.279171,
09/30/2019,204.974,204.974,,-34.867,34.867,170.107,0.0,-109.925,85.956,23.969,,0.0,60.182,-42.824,,,,-2.932,,45.756,17.358,-4.287,13.071,0.0,0.0,0.0,13.071,0.0,13.071,0.0,0.0,13.071,47.579,34.508,45.319,0.29,0.29,1.049869,45.912,0.28,0.28,1.031612,
12/31/2019,221.584,221.584,,-39.996,39.996,181.588,0.0,-111.329,85.674,25.655,,0.0,70.259,26.757,,,,-3.086,,-23.671,97.016,-27.799,69.217,0.0,0.0,0.0,69.217,0.0,69.217,0.0,0.0,69.217,51.442,-17.775,45.14,1.53,1.53,1.13961,45.695,1.51,1.51,1.121008,
03/31/2020,206.658,206.658,,-39.369,39.369,167.289,0.0,-109.237,83.891,25.346,,0.0,58.052,-18.739,,,,-3.1,,21.839,39.313,-7.515,31.798,0.0,0.0,0.0,31.798,0.0,31.798,0.0,0.0,31.798,45.393,13.595,45.04,0.71,0.71,1.007837,45.575,0.7,0.7,0.9983,
06/30/2020,164.85,164.85,,-35.983,35.983,128.867,0.0,-94.801,68.444,26.357,,0.0,34.066,27.01,,,,-2.397,,-24.613,61.076,-16.488,44.588,0.0,0.0,0.0,44.588,0.0,44.588,0.0,0.0,44.588,27.28679,-17.30121,45.01,0.99,0.99,0.606238,45.549,0.98,0.98,0.600163,
09/30/2020,203.0,,,,,160.39842,,,,,,,47.671,,,,,,,,56.686,,44.08,,,,,,44.08,,,44.08,42.313,,,1.03,1.03,0.917,,1.03,1.03,0.917,
12/31/2020,235.125,,,,,189.84697875,,,,,,,67.171,,,,,,,,76.186,,58.3,,,,,,58.3,,,58.3,55.238,,,1.278,1.278,1.206,,1.278,1.278,1.206,
