Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,154.09,,,-27.002,,127.088,,-96.383,,,,,,,30.705,4.345,-14.978,0.712,-15.69,0.0,10.633,35.05,-15.427,19.623,0.0,,,19.623,1.444,21.067,0.0,0.0,21.067,21.067,,1057.116,0.02,0.02,0.0275,1114.928,0.02,0.02,0.0275,
06/30/2001,180.905,,,-32.872,,148.033,,-112.579,,,,,,,35.454,9.188,-10.147,0.959,-11.106,0.0,0.959,44.642,-21.276,23.366,0.0,,,23.366,1.242,24.608,0.0,0.0,24.608,24.608,,1068.3,0.0225,0.0225,0.0225,1134.328,0.0225,0.0225,0.0225,
09/30/2001,194.425,,,-34.953,,159.472,,-126.823,,,,,,,32.649,2.52,0.458,0.458,,0.0,-2.978,35.169,-19.268,15.901,0.0,,,15.901,2.937,18.838,0.0,0.0,18.838,18.838,6.324,1084.944,0.0175,0.0175,0.0225,1129.268,0.0175,0.0175,0.0225,
12/31/2001,219.401001,,,-39.988998,,179.412003,,-137.794006,,,,,,,41.618,6.464,,0.722,,0.0,-7.186,48.082,-24.038,24.044001,0.0,,,24.044,1.891,25.934999,0.0,0.0,25.934999,25.934999,,1098.395996,0.0225,0.0225,0.035,1134.255981,0.0225,0.0225,0.035,
03/31/2002,245.106,,,-41.277,,203.829,,-133.113,,,,,,,70.716,5.521,0.685,0.685,,0.0,-6.206,76.237,-29.411,46.826,0.0,,,46.826,0.758,47.584,0.0,0.0,47.584,47.584,1.181,1113.328,0.0425,0.0425,0.045,1139.564,0.0425,0.0425,0.045,
06/30/2002,266.287,,,-44.561,,221.726,,-142.285,,,,,,,79.441,8.303,0.698,0.698,,0.0,-9.001,87.744,-33.286,54.458,0.0,,,54.458,-0.15,54.308,0.0,0.0,54.308,54.308,,1122.828,0.0475,0.0475,0.0475,1141.664,0.0475,0.0475,0.0475,
09/30/2002,288.779,,,-45.374,,243.405,,-153.288,,,,,,,90.117,6.079,0.05,0.05,,0.0,-6.129,96.196,-34.314,61.882,0.0,,,61.882,-0.879,61.003,0.0,0.0,61.003,61.003,2.6,1129.068,0.055,0.055,0.0575,1146.364,0.0525,0.0525,0.055,
12/31/2002,413.928,,,-82.664,,331.264,,-217.341,172.078,,,,,45.263,113.923,24.033,0.059,0.059,,0.0,-24.092,137.956,-48.935,89.021,0.0,,,89.021,-2.025,86.996,0.0,0.0,86.996,86.996,,1234.576,0.07,0.07,0.07,1257.58,0.07,0.07,0.07,
03/31/2003,476.492,,,-92.098,,384.394,,-236.25,,,,,,,148.144,7.443,0.031,0.031,,0.0,-7.474,155.587,-49.018,106.569,0.0,,,106.569,-2.378,104.191,0.0,0.0,104.191,104.191,0.23,1254.632,0.0825,0.0825,0.0825,1285.036,0.08,0.08,0.08,
06/30/2003,509.269,,,-99.15,,410.119,,-258.071,,,,,,,152.048,-19.093,0.037,0.037,,0.0,19.056,132.955,-39.543,93.412,0.0,,,93.412,-1.544,91.868,0.0,0.0,91.868,91.868,29.965,2546.72,0.035,0.035,0.045,2624.588,0.035,0.035,0.045,
09/30/2003,530.942,,,-109.353,,421.589,,-265.717,,,,,,,155.872,5.539,2.267,2.267,,0.0,-7.806,161.411,-51.137,110.274,5.413,,,104.861,-1.611,103.25,0.0,0.0,103.25,103.25,,1285.458,0.08,0.085,0.085,1324.462,0.08,0.085,0.085,
12/31/2003,648.393005,,,-115.425003,,532.968002,,-329.794006,,,,,,,203.173996,10.209,,1.979,,0.0,-12.188,213.382996,-68.875999,144.507004,0.0,,,144.506997,-2.045,142.462006,0.0,0.0,142.462006,142.462006,,1293.63794,0.11,0.11,0.12,1332.329956,0.105,0.105,0.12,
03/31/2004,756.239,,,-134.358,,621.881,,-355.133,,,,,,,266.748,21.168,2.331,2.331,,0.0,-23.499,287.916,-85.756,202.16,0.0,,,202.16,-2.06,200.1,0.0,0.0,200.1,200.1,,1305.002,0.155,0.155,0.155,1347.596,0.15,0.15,0.15,
06/30/2004,773.412,,,-162.3,,611.112,,-357.254,,,,,,,253.858,20.396,2.047,2.047,,,-22.443,274.254,-81.598,192.656,,,,192.656,-2.261,190.395,0.0,0.0,190.395,190.395,,1316.138,0.145,0.145,0.145,1364.842,0.14,0.14,0.14,
09/30/2004,805.876,,,-157.121,,648.755,,-394.842,,,,,,,253.913,10.927,2.236,2.236,,0.0,-13.163,264.84,-80.749,184.091,0.0,,,184.091,-1.742,182.349,0.0,0.0,182.349,182.349,,1323.144,0.14,0.14,0.14,1369.954,0.135,0.135,0.135,
12/31/2004,935.782,,,-176.405,,759.377,,-474.654,,,,,,,284.723,16.497,,2.265,,0.0,-18.762,301.22,-95.782,205.438,0.0,,,205.438,-0.059,205.379,0.0,0.0,205.379,205.379,,1333.486,0.155,0.155,0.17,1385.694,0.15,0.15,0.165,
03/31/2005,1031.724,,,-186.369,,845.355,,-509.781,,,,,,,335.574,20.683,1.72,1.72,,0.0,-22.403,356.257,-99.948,256.309,0.0,,,256.309,-0.018,256.291,0.0,0.0,256.291,256.291,19.247,1343.442,0.19,0.19,0.21,1382.15,0.19,0.19,0.2,
06/30/2005,1086.303,,,-191.84,,894.463,,-515.477,,,,,,,378.986,32.12,0.405,0.405,,0.0,-32.525,411.106,-119.518,291.588,0.0,,,291.588,-0.028,291.56,0.0,0.0,291.56,291.56,15.676,1351.375,0.22,0.22,0.23,1379.088,0.21,0.21,0.22,
09/30/2005,1105.515,,,-200.375,,905.14,,-548.404,,,,,,,356.736,30.226,0.431,0.431,,0.0,-30.657,386.962,-131.989,254.973,0.0,,,254.973,-0.002,254.971,0.0,0.0,254.971,254.971,25.186,1357.239,0.19,0.19,0.02,1387.038,0.18,0.18,0.02,
12/31/2005,1328.859,,,-239.52,,1089.339,,-718.928,,,,,,,370.411,24.641,,0.922,,0.0,-25.563,395.052,-115.83,279.222,0.0,,,279.222,-0.001,279.221,0.0,0.0,279.221,279.221,,1394.566,0.2,0.2,0.24,1426.475,0.2,0.2,0.24,
03/31/2006,1390.419,,,-283.597,,1106.822,0.0,-784.198,618.236,388.684,,,,165.962,322.624,25.012,,0.747,,0.0,-25.759,347.636,-99.354,248.282,,,,248.282,0.0,248.282,0.0,0.0,248.282,248.282,,1406.309,0.18,0.18,0.24,1437.581,0.17,0.17,0.24,
06/30/2006,1410.784,,,-296.883,,1113.901,,-802.487,620.923,384.347,,,,181.564,311.414,24.7,-25.629,0.929,,,0.929,336.114,-86.12,249.994,,,,249.994,-0.001,249.993,,,249.993,249.993,,1411.925,0.18,0.18,0.21,1435.757,0.17,0.17,0.2,
09/30/2006,1448.637,,,-315.717,,1132.92,0.0,-793.887,622.008,394.82,,,,171.879,339.033,40.678,-41.231,0.553,-41.784,,0.553,379.711,-98.814,280.897,,,,280.897,-0.001,280.896,0.0,0.0,280.896,280.896,,1406.382,0.2,0.2,0.2,1426.112,0.2,0.2,0.2,
12/31/2006,1719.901,,,-356.317,,1363.584,,-913.699,737.053,461.329,,,,176.646,449.885,33.713,-37.4,3.687,-41.087,,3.687,483.598,-137.13,346.468,,,,346.468,-0.001,346.467,,,346.467,346.467,,1380.577,0.25,0.25,0.25,1402.749,0.25,0.25,0.25,
03/31/2007,1768.074,,,-393.689,,1374.385,0.0,-906.558,721.611,443.252,,,,184.947,467.827,25.478,,4.542,,0.0,-30.02,493.305,-116.129,377.176,,,,377.176,0.0,377.176,0.0,0.0,377.176,377.176,,1366.915,0.28,0.28,0.31,1384.287,0.27,0.27,0.3,
06/30/2007,1834.429,,,-416.789,,1417.64,,-960.734,761.246,477.768,,,,199.488,456.906,31.233,-33.967,2.734,-36.701,,2.734,488.139,-112.315,375.824,,,,375.824,,375.824,,,375.824,375.824,,1361.046,0.28,0.28,0.31,1378.697,0.27,0.27,0.3,
09/30/2007,1889.22,,,-446.521,,1442.699,,-989.454,772.687,485.24,,,,216.767,453.245,-1355.303,-38.363,2.728,,,1393.666,-902.058,-33.577,-935.635,,,,-935.635,,-935.635,,,-935.635,-935.635,,1354.786,-0.69,-0.69,0.37,1354.786,-0.69,-0.69,0.37,
12/31/2007,2180.606,,,-559.286,,1621.32,,-995.18,825.864,519.133,,,,169.316,626.14,45.325,-51.921,6.596,-58.517,0.0,6.596,671.465,-140.579,530.886,0.0,,,530.886,0.0,530.886,0.0,0.0,530.886,530.886,,1352.077,0.39,0.39,0.42,1368.067,0.39,0.39,0.42,
03/31/2008,2192.223,,,-525.412,,1666.811,0.0,-1114.034,882.44,527.178,,,,231.594,552.777,26.744,-29.61,2.866,-32.476,,2.866,579.521,-119.803,459.718,0.0,,,459.718,0.0,459.718,0.0,0.0,459.718,459.718,0.0,1333.791,0.34,0.34,0.34,1343.989,0.34,0.34,0.34,
06/30/2008,2195.661,,,-562.103,,1633.558,0.0,-1088.191,846.482,512.787,,,,241.709,545.367,22.766,-23.385,0.619,-24.004,,0.619,568.133,-107.788,460.345,0.0,,,460.345,0.0,460.345,0.0,0.0,460.345,460.345,0.0,1312.007,0.35,0.35,0.35,1325.136,0.35,0.35,0.35,
09/30/2008,2117.531,,,-560.963,,1556.568,0.0,-1032.493,788.931,457.216,,,,243.562,524.075,38.567,-38.567,,,,0.0,562.642,-70.423,492.219,0.0,,,492.219,0.0,492.219,0.0,0.0,492.219,492.219,,1288.937,0.38,0.38,0.41,1297.484,0.38,0.38,0.41,
12/31/2008,2035.846,,,-579.591,,1456.255,,-953.673,623.441,418.361,,,86.581,243.651,502.582,-29.314,-24.368,4.563,-28.931,,53.682,473.268,-106.076,367.192,,,,367.192,,367.192,,,367.192,367.192,,1279.536,0.29,0.29,0.37,1284.279,0.29,0.29,0.37,
03/31/2009,2020.586,2020.586,,-573.386,573.386,1447.2,0.0,-1024.436,671.607,403.316,268.291,201.516,81.234,70.079,422.764,18.092,,,,,-18.092,440.856,-83.743,357.113,0.0,0.0,0.0,357.113,0.0,357.113,0.0,0.0,357.113,361.890494,4.777494,1283.81,0.28,0.28,0.281888,1287.814,0.28,0.28,0.281888,
06/30/2009,2097.992,2097.992,,-591.773,591.773,1506.219,0.0,-1094.53,721.998,464.5,257.498,198.403,92.681,81.448,411.689,-4.529,,,,,4.529,407.16,-79.818,327.342,0.0,0.0,0.0,327.342,0.0,327.342,0.0,0.0,327.342,341.353663,14.011663,1288.815,0.25,0.25,0.264859,1300.434,0.25,0.25,0.260775,
09/30/2009,2237.852,2237.852,,-643.908,643.908,1593.944,0.0,-1151.003,763.638,491.461,272.177,205.207,96.682,85.476,442.941,-4.606,,,,,4.606,438.335,-88.599,349.736,0.0,0.0,0.0,349.736,0.0,349.736,0.0,0.0,349.736,359.728098,9.992098,1293.511,0.27,0.27,0.278102,1311.274,0.27,0.27,0.27762,
12/31/2009,2370.932,2370.932,,-670.695,670.695,1700.237,0.0,-1520.865,1146.823,526.4,620.423,197.944,112.228,63.87,179.372,1413.428,,,,,-1413.428,1592.8,-237.894,1354.906,0.0,0.0,0.0,1354.906,0.0,1354.906,0.0,0.0,1354.906,292.768106,-1062.137894,1295.541,1.05,1.05,0.225981,1322.686,1.02,1.02,0.216984,
03/31/2010,2196.057,2196.057,,-606.555,606.555,1589.502,0.0,-1100.893,722.904,446.161,276.743,210.139,106.029,61.821,488.609,6.046,,,,,-6.046,494.655,-97.002,397.653,0.0,0.0,0.0,397.653,0.0,397.653,0.0,0.0,397.653,410.419164,12.766164,1301.248,0.31,0.31,0.315404,1326.021,0.3,0.3,0.309627,
06/30/2010,2215.379,2215.379,,-615.371,615.371,1600.008,0.0,-1115.443,740.336,478.236,262.1,225.317,92.032,57.758,484.565,14.821,,,,,-14.821,499.386,-87.194,412.192,0.0,0.0,0.0,412.192,0.0,412.192,0.0,0.0,412.192,418.323749,6.131749,1310.042,0.31,0.31,0.319321,1329.618,0.31,0.31,0.314612,
09/30/2010,2249.488,2249.488,,-640.268,640.268,1609.22,0.0,-1119.044,745.315,483.653,261.662,226.803,97.964,48.962,490.176,26.825,,,,,-26.825,517.001,-85.072,431.929,0.0,0.0,0.0,431.929,0.0,431.929,0.0,0.0,431.929,427.456126,-4.472874,1308.888,0.33,0.33,0.32658,1328.415,0.33,0.33,0.32658,
12/31/2010,2495.35,2495.35,,-702.473,702.473,1792.877,0.0,-1202.656,817.643,538.765,278.878,246.175,96.215,42.623,590.221,-2.816,,,,,2.816,587.405,-28.218,559.187,0.0,0.0,0.0,559.187,0.0,559.187,0.0,0.0,559.187,559.969926,0.782926,1302.239,0.43,0.43,0.430005,1325.659,0.42,0.42,0.420591,
03/31/2011,2546.0,2546.0,,-729.0,729.0,1817.0,0.0,-1252.0,826.0,533.0,293.0,275.0,107.0,44.0,565.0,3.0,,,,,-3.0,568.0,-92.0,476.0,0.0,0.0,0.0,476.0,0.0,476.0,0.0,0.0,476.0,476.0,0.0,1297.0,0.37,0.37,0.37,1320.0,0.36,0.36,0.36,
06/30/2011,2760.0,2760.0,,-773.0,773.0,1987.0,0.0,-1468.0,1000.0,608.0,392.0,297.0,118.0,53.0,519.0,-228.0,,,,,228.0,291.0,-8.0,283.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,0.0,283.0,490.568465,207.568465,1297.0,0.22,0.22,0.378233,1315.0,0.22,0.22,0.377847,
09/30/2011,2966.0,2966.0,,-920.0,920.0,2046.0,0.0,-1509.0,959.0,623.0,336.0,319.0,146.0,85.0,537.0,79.0,,,,,-79.0,616.0,-125.0,491.0,0.0,0.0,0.0,491.0,0.0,491.0,0.0,0.0,491.0,447.553876,-43.446124,1290.0,0.38,0.38,0.346941,1309.0,0.37,0.37,0.33681,
12/31/2011,3380.01,3380.01,,-1034.432,1034.432,2345.578,0.0,-1592.463,1017.809,671.822,345.987,344.25,145.015,85.389,753.115,1682.086,,,,,-1682.086,2435.201,-455.589,1979.612,0.0,0.0,0.0,1979.612,0.0,1979.612,0.0,0.0,1979.612,613.442204,-1366.169796,1288.525,1.54,1.54,0.476081,1308.467,1.51,1.51,0.4659,
03/31/2012,3277.0,3277.0,,-983.0,983.0,2294.0,0.0,-1641.0,1049.0,677.0,372.0,374.0,134.0,84.0,653.0,31.0,,,,,-31.0,684.0,-114.0,570.0,0.0,0.0,0.0,570.0,0.0,570.0,0.0,0.0,570.0,572.075893,2.075893,1288.0,0.44,0.44,0.444158,1308.0,0.44,0.44,0.441587,
06/30/2012,3398.0,3398.0,,-987.0,987.0,2411.0,0.0,-1716.0,1107.0,717.0,390.0,394.0,131.0,84.0,695.0,156.0,,,,,-156.0,851.0,-159.0,692.0,0.0,0.0,0.0,692.0,0.0,692.0,0.0,0.0,692.0,650.862385,-41.137615,1291.0,0.54,0.54,0.504154,1309.0,0.53,0.53,0.498573,
09/30/2012,3404.0,3404.0,,-1022.0,1022.0,2382.0,0.0,-1715.0,1095.0,726.0,369.0,389.0,148.0,83.0,667.0,5.0,,,,,-5.0,672.0,-75.0,597.0,0.0,0.0,0.0,597.0,0.0,597.0,0.0,0.0,597.0,595.90991,-1.09009,1292.0,0.46,0.46,0.461231,1314.0,0.45,0.45,0.44917,
12/31/2012,3992.0,3992.0,,-1223.0,1223.0,2769.0,0.0,-1895.0,1228.0,793.0,435.0,416.0,168.0,83.0,874.0,3.0,,,,,-3.0,877.0,-126.0,751.0,0.0,0.0,0.0,751.0,0.0,751.0,0.0,0.0,751.0,771.544747,20.544747,1294.0,0.58,0.58,0.596248,1318.0,0.57,0.57,0.585588,
03/31/2013,3748.0,3748.0,,-1152.0,1152.0,2596.0,0.0,-1796.0,1105.0,697.0,408.0,434.0,175.0,82.0,800.0,9.0,,,,,-9.0,809.0,-132.0,677.0,0.0,0.0,0.0,677.0,0.0,677.0,0.0,0.0,677.0,674.261261,-2.738739,1295.0,0.52,0.52,0.520665,1319.0,0.51,0.51,0.507924,
06/30/2013,3877.0,3877.0,,-1211.0,1211.0,2666.0,0.0,-1916.0,1190.0,771.0,419.0,451.0,193.0,82.0,750.0,6.0,,,,,-6.0,756.0,-116.0,640.0,0.0,0.0,0.0,640.0,0.0,640.0,0.0,0.0,640.0,636.51341,-3.48659,1297.0,0.49,0.49,0.490758,1313.0,0.49,0.49,0.487345,
09/30/2013,3892.0,3892.0,,-1224.0,1224.0,2668.0,0.0,-1869.0,1170.0,755.0,415.0,433.0,185.0,81.0,799.0,74.0,,,,,-74.0,873.0,-184.0,689.0,0.0,0.0,0.0,689.0,0.0,689.0,0.0,0.0,689.0,620.90184,-68.09816,1295.0,0.53,0.53,0.479461,1310.0,0.53,0.53,0.478017,
12/31/2013,4530.0,4530.0,,-1449.0,1449.0,3081.0,0.0,-2059.0,1298.0,837.0,461.0,450.0,238.0,73.0,1022.0,6.0,,,,,-6.0,1028.0,-178.0,850.0,0.0,0.0,0.0,850.0,0.0,850.0,0.0,0.0,850.0,855.046512,5.046512,1295.0,0.66,0.66,0.660268,1310.0,0.65,0.65,0.653852,
03/31/2014,4262.0,4262.0,,-1351.0,1351.0,2911.0,0.0,-2033.0,1270.0,805.0,465.0,480.0,204.0,79.0,878.0,-5.0,,,,,5.0,873.0,-3199.0,-2326.0,0.0,0.0,0.0,-2326.0,0.0,-2326.0,0.0,0.0,-2326.0,637.645298,2963.645298,1276.0,-1.82,-1.82,0.499722,1276.0,-1.82,-1.82,0.499722,
06/30/2014,4103.0,4103.0,,-1181.0,1181.0,2922.0,0.0,-2068.0,1333.0,885.0,448.0,468.0,229.0,38.0,854.0,10.0,,,,,-10.0,864.0,-144.0,720.0,44.0,44.0,0.0,676.0,0.0,676.0,0.0,0.0,676.0,720.0,0.0,1258.0,0.54,0.57,0.57,1267.0,0.53,0.57,0.57,
09/30/2014,2150.0,2150.0,,-413.0,413.0,1737.0,0.0,-1141.0,827.0,624.0,203.0,246.0,58.0,10.0,596.0,17.0,,,,,-17.0,613.0,-104.0,509.0,-164.0,-164.0,0.0,673.0,0.0,673.0,0.0,0.0,673.0,509.0,0.0,1242.0,0.54,0.41,0.41,1251.0,0.54,0.41,0.41,
12/31/2014,2323.0,2323.0,,-442.0,442.0,1881.0,0.0,-1150.0,838.0,627.0,211.0,236.0,66.0,10.0,731.0,7.0,,,,,-7.0,738.0,-9.0,729.0,-294.0,-294.0,0.0,1023.0,0.0,1023.0,0.0,0.0,1023.0,735.554548,6.554548,1230.0,0.83,0.59,0.598012,1241.0,0.82,0.59,0.595282,
03/31/2015,2061.0,2061.0,,-411.0,411.0,1650.0,0.0,-1121.0,821.0,519.0,302.0,221.0,69.0,10.0,529.0,10.0,,,,,-10.0,539.0,-90.0,449.0,-177.0,-177.0,0.0,626.0,0.0,626.0,0.0,0.0,626.0,504.502564,55.502564,1216.0,0.51,0.37,0.414887,1229.0,0.51,0.37,0.414887,
06/30/2015,2110.0,2110.0,,-434.0,434.0,1676.0,0.0,-1248.0,941.0,588.0,353.0,232.0,65.0,10.0,428.0,124.0,,,,,-124.0,552.0,-122.0,430.0,347.0,347.0,0.0,83.0,0.0,83.0,0.0,0.0,83.0,380.7,-49.3,1217.0,0.07,0.35,0.312818,1225.0,0.07,0.35,0.309755,
09/30/2015,2099.0,2099.0,,-433.0,433.0,1666.0,0.0,-1088.0,772.0,565.0,207.0,241.0,65.0,10.0,578.0,87.0,,,,,-87.0,665.0,-120.0,545.0,6.0,6.0,0.0,539.0,0.0,539.0,0.0,0.0,539.0,-335.0,-880.0,1210.0,0.45,0.45,-0.27686,1223.0,0.45,0.45,-0.27686,
12/31/2015,2322.0,2322.0,,-493.0,493.0,1829.0,0.0,-1167.0,855.0,595.0,260.0,229.0,72.0,11.0,662.0,-12.0,,,,,12.0,650.0,-127.0,523.0,46.0,46.0,0.0,477.0,0.0,477.0,0.0,0.0,477.0,547.167883,24.167883,1191.0,0.4,0.44,0.459419,1204.0,0.39,0.43,0.450073,
03/31/2016,2137.0,2137.0,,-477.0,477.0,1660.0,0.0,-1046.0,747.0,538.0,209.0,239.0,52.0,8.0,614.0,-23.0,,,,,23.0,591.0,-109.0,482.0,0.0,0.0,0.0,482.0,0.0,482.0,0.0,0.0,482.0,481.32,-0.68,1159.0,0.42,0.42,0.415289,1170.0,0.41,0.41,0.409419,
06/30/2016,2230.0,2230.0,,-493.0,493.0,1737.0,0.0,-1206.0,840.0,622.0,218.0,295.0,64.0,7.0,531.0,-8.0,,,,,8.0,523.0,-86.0,437.0,2.0,2.0,0.0,435.0,0.0,435.0,0.0,0.0,435.0,402.879536,-34.120464,1144.0,0.38,0.38,0.352167,1149.0,0.38,0.38,0.350304,
09/30/2016,2217.0,2217.0,,-498.0,498.0,1719.0,0.0,-1177.0,824.0,600.0,224.0,288.0,56.0,9.0,542.0,-9.0,,,,,9.0,533.0,-115.0,418.0,5.0,5.0,0.0,413.0,0.0,413.0,0.0,0.0,413.0,418.0,0.0,1126.0,0.37,0.37,0.37,1139.0,0.36,0.36,0.36,
12/31/2016,2395.0,2395.0,,-539.0,539.0,1856.0,0.0,-1218.0,857.0,608.0,249.0,292.0,59.0,10.0,638.0,1366.0,,,,,-1366.0,2004.0,3944.0,5948.0,12.0,12.0,0.0,5936.0,0.0,5936.0,0.0,0.0,5936.0,543.768212,-5404.231788,1106.0,5.37,5.38,0.491653,1119.0,5.3,5.31,0.480481,
03/31/2017,2303.0,2303.0,,-514.0,514.0,1789.0,0.0,-1242.0,893.0,648.0,245.0,278.0,62.0,9.0,547.0,11.0,,,,,-11.0,558.0,477.0,1035.0,0.0,0.0,0.0,1035.0,0.0,1035.0,0.0,0.0,1035.0,321.142857,-713.857143,1083.0,0.96,0.96,0.296531,1102.0,0.94,0.94,0.292217,
06/30/2017,2419.0,2419.0,,-560.0,560.0,1859.0,0.0,-1379.0,994.0,727.0,267.0,313.0,63.0,9.0,480.0,-18.0,,,,,18.0,462.0,-433.0,29.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,26.012821,-2.987179,1076.0,0.03,0.03,0.024175,1091.0,0.03,0.03,0.024175,
09/30/2017,2498.0,2498.0,,-557.0,557.0,1941.0,0.0,-1367.0,973.0,719.0,254.0,316.0,68.0,10.0,574.0,120.0,,,,,-120.0,694.0,-174.0,520.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0,0.0,520.0,473.03125,-46.96875,1062.0,0.49,0.49,0.445415,1078.0,0.48,0.48,0.43643,
12/31/2017,2707.0,2707.0,,-590.0,590.0,2117.0,0.0,-1454.0,1048.0,784.0,264.0,317.0,79.0,10.0,663.0,-102.0,,,,,102.0,561.0,-3158.0,-2597.0,4.0,4.0,0.0,-2601.0,0.0,-2601.0,0.0,0.0,-2601.0,566.365854,3163.365854,1035.0,-2.51,-2.51,0.547213,1035.0,-2.51,-2.51,0.546392,
