Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2000,456.88501,162.705994,,,,38.563999,,,,0.0,255.615005,-81.425003,53.962999,36.238998,17.724001,27.462,,375.460007,-345.636993,17.153999,24.525,8.235,295.722992,29.823,-12.199,,,0.466,,13.232,11.164,-0.431,2.499,-0.567,17.624,-3.105,14.519,0.0,,,14.519,0.0,14.519,-1.652,,12.867,12.867,,26.407,0.49,0.49,0.49,26.407,0.49,0.49,0.49,
12/31/2000,719.412964,157.126022,,,,105.766022,,,,0.0,456.521057,-130.39798,50.834005,35.028008,15.805998,79.564003,,589.014984,-563.499084,17.996998,20.395002,7.790001,517.317078,25.516001,-16.187999,,,0.479,,14.365998,10.970999,-0.391,3.786,2.301001,9.328002,5.866,15.194003,0.0,,,15.194002,0.0,15.194003,-1.655,,13.539003,13.539003,,26.413,0.51,0.51,0.51,26.413,0.51,0.51,0.51,
03/31/2001,997.434998,164.552002,,,,162.507004,,,,0.0,670.375977,-184.658005,56.046,33.701,22.344999,128.612,,812.776993,-775.995972,15.193,19.197001,8.956,732.650024,36.780998,-10.511,,,0.406,,14.353,10.954,-0.474,3.873,-3.436,26.269999,-1.063,25.207001,0.0,,,25.206999,0.0,25.207001,-1.654,,23.553001,23.553001,,26.455999,0.89,0.89,0.89,26.455999,0.89,0.89,0.89,
06/30/2001,577.167,155.899,,,,51.581,,,,0.0,369.687,-81.681,48.967,27.106,21.861,32.714,,495.486,-476.328,19.296,20.33,8.989,427.713,19.158,-10.441,,,0.48,,13.443,11.249,-0.518,2.712,-2.522,8.717,4.601,13.318,0.0,,,13.318,0.0,13.318,-1.653,,11.665,11.665,,28.573,0.41,0.41,0.41,28.573,0.41,0.41,0.41,
09/30/2001,517.099976,186.100006,,,,35.299999,,,,0.0,295.700012,-366.0,366.0,366.0,,,,151.099976,-114.099998,,21.200001,8.6,84.300003,37.0,-7.4,,,0.0,,14.0,14.0,0.0,0.0,-6.6,29.6,-6.1,23.5,0.0,,,23.5,0.0,23.5,-1.7,,21.8,21.8,,28.719999,0.76,0.76,0.76,28.719999,0.76,0.76,0.76,
12/31/2001,583.833,174.828,,,,72.976,,,,0.0,336.029,-96.842,96.842,96.842,,,,486.991,-472.612,,25.842,9.68,437.09,14.379,10.065,,,0.0,,13.998,13.998,0.0,0.0,-24.063,24.444,-2.244,22.2,0.0,,,22.2,0.0,22.2,-1.642,,20.558,20.558,,29.2,0.7,0.7,0.7,29.2,0.7,0.7,0.7,
03/31/2002,397.1,278.7,,,,,,,,,118.4,-210.6,210.6,210.6,,,,186.5,-141.4,,26.1,10.1,105.2,45.1,-9.2,,,,,14.9,14.0,,0.9,-5.7,35.9,-7.0,28.9,,,,28.9,,28.9,-0.8,,28.1,28.1,,31.4,0.89,0.89,0.89,31.6,0.89,0.89,0.89,
06/30/2002,331.899994,174.0,,,,57.799999,,,,0.0,100.099998,-165.899994,165.899994,165.899994,,,,166.0,-144.399994,,22.6,9.8,112.0,21.6,3.200001,,,0.0,,14.9,14.0,0.0,0.9,-18.1,24.800001,-2.2,22.6,0.0,,,22.600001,0.0,22.6,-0.8,,21.8,21.8,,31.700001,0.68,0.68,0.68,31.700001,0.68,0.68,0.68,
09/30/2002,377.1,247.7,,,,,,,,,129.4,-189.8,189.8,189.8,,,,187.3,-137.7,,23.8,10.0,103.9,49.6,-4.2,,,,,15.2,15.2,,,-11.0,45.4,-14.1,31.3,,,,31.3,,31.3,-0.8,,30.5,30.5,,31.9,0.96,0.96,0.96,32.1,0.95,0.95,0.95,
12/31/2002,355.0,4.9,,,,310.7,,,,0.0,39.4,-192.4,192.4,192.4,,,,162.6,-123.7,,22.3,10.0,91.4,38.9,4.0,,,0.0,,10.8,12.6,0.0,,-14.8,42.9,-5.4,35.7,6.0,,,31.5,0.1,29.8,-1.7,0.0,28.1,28.1,,31.8,0.91,0.91,0.91,32.6,0.91,0.91,0.91,
03/31/2003,1281.800049,192.0,,,,169.899994,,,,0.0,919.900024,-1072.5,1072.5,1072.5,,,,209.300049,-157.600006,,25.299999,10.8,121.5,51.700001,-8.9,,,,,15.4,14.5,,0.9,-6.5,42.800001,-8.2,34.599998,1.9,,,32.700001,1.1,33.799999,-0.8,,32.999999,32.999999,,32.099998,1.03,1.09,1.09,32.353001,1.02,1.08,1.08,
06/30/2003,971.900024,188.800003,,,,72.0,,,,0.0,711.099976,-801.299988,801.299988,801.299988,,,,170.600037,-160.100006,,26.700001,10.8,122.599998,10.5,-6.3,,,0.0,,13.8,13.8,0.0,0.0,-7.5,4.2,3.9,8.1,5.8,,,2.3,1.2,3.5,-0.8,,2.7,2.7,,32.400002,0.08,0.26,0.23,32.700001,0.08,0.26,0.23,
09/30/2003,989.400024,220.5,,,,49.0,,,,0.0,719.900024,-793.200012,793.200012,793.200012,,,,196.200012,-143.800003,,28.6,11.0,104.199997,52.400002,-5.2,,,0.0,,14.0,14.0,0.0,0.0,-8.8,47.200002,-16.0,31.200001,-1.6,,,32.800002,2.0,34.799999,-0.7,,34.099999,34.099999,,32.599998,1.05,1.0,0.96,32.900002,1.04,0.99,0.95,
12/31/2003,1121.2,291.5,,,,,,,,0.0,829.7,-922.3,922.3,922.3,,,,198.9,-188.8,,58.7,11.3,118.8,10.1,32.2,,,0.0,,13.8,13.8,0.0,0.0,-46.0,42.3,-11.2,31.1,6.7,,,24.4,1.3,25.7,-0.8,,24.9,24.9,,34.5,0.72,0.92,0.89,34.8,0.72,0.91,0.88,
03/31/2004,1373.3,217.2,,,,169.5,,,,0.0,986.6,-1139.2,1139.2,1139.2,,0.0,,234.1,-163.1,,25.7,11.8,125.6,71.0,-8.7,,,0.0,,13.5,13.5,0.0,0.0,-4.8,62.3,-15.9,46.4,3.0,,,43.4,0.0,43.4,-0.8,,42.6,42.6,,37.1,1.15,1.23,1.23,37.3,1.15,1.23,1.23,
06/30/2004,1045.9,206.3,,,,69.5,,,,0.0,770.1,-858.1,858.1,858.1,,,,187.8,-170.3,,26.6,11.5,132.2,17.5,-6.9,,,0.0,,13.0,13.0,0.0,0.0,-6.1,10.6,-1.0,9.6,5.3,,,4.3,1.1,5.4,-0.8,,4.6,4.6,,37.3,0.12,0.27,0.27,37.5,0.12,0.26,0.26,
09/30/2004,1091.900024,233.600006,,,,45.5,,,,0.0,812.799988,-881.799988,881.799988,881.799988,,,,210.100037,-161.5,,26.1,11.5,123.900002,48.599998,-5.0,,,0.0,,14.9,14.9,0.0,0.0,-9.9,43.599998,-9.3,34.299999,0.0,,,34.299998,1.2,35.5,-0.7,0.0,34.8,34.8,,37.400002,0.93,0.93,0.93,37.599998,0.93,0.93,0.93,
12/31/2004,1412.4,239.5,,,,136.4,,,,0.0,1036.5,-1186.4,1186.4,1186.4,,,,226.0,-1834.0,,28.6,11.3,143.5,42.6,15.6,,,0.0,,15.6,15.6,0.0,0.0,-31.2,58.2,-0.8,57.4,0.0,,,57.4,1.1,58.5,-0.8,0.0,57.7,57.7,,37.5,1.54,1.54,1.54,37.8,1.53,1.53,1.53,
03/31/2005,1486.900024,236.300003,,,,174.600006,,,,0.0,1076.0,-1219.5,1219.5,1219.5,0.0,0.0,,267.400024,-174.5,,29.200001,12.0,133.300003,92.900002,-8.500001,,,0.0,,16.200001,16.200001,0.0,0.0,-7.7,84.400001,-18.700001,65.699997,0.0,,,65.7,1.0,66.699997,-0.8,,65.899997,65.899997,,37.799999,1.74,1.74,1.74,38.099998,1.73,1.73,1.73,
06/30/2005,1314.5,231.800003,,,,89.599998,,,,,993.099976,-1096.800049,1096.800049,1096.800049,,,,217.699951,-212.300003,,66.599998,11.9,133.800003,5.4,30.3,,,,,15.2,15.2,,,-45.5,35.7,-7.5,28.200001,4.7,,,23.5,1.2,24.700001,-0.8,,23.900001,23.900001,,38.0,0.63,0.75,0.75,38.400002,0.62,0.74,0.74,
