Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2016,4597.4,157.2,157.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3634.3,2.4,3634.3,3791.5,201.0,571.5,-370.5,0.0,,604.9,442.2,442.2,0.0,160.3,805.9,,164.5,,164.5,0.0,0.0,0.0,0.0,,3634.3,0.0,0.0,3634.2,3798.8,915.2,915.2,0.0,0.0,,99.0,0.0,99.0,,0.0,1014.2,4813.0,0.000713,1204.799287,0.6,1204.199287,-111.7,-1252.6,-56.1,-215.6,0.0,-215.6,4597.4,
03/31/2017,4437.5,127.4,127.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3492.9,0.2,3492.9,3620.3,204.8,,,0.0,,612.4,442.2,442.2,0.0,170.0,817.2,,150.9,,150.9,0.0,0.0,,,,3492.9,,,3492.9,3643.8,913.4,913.4,,,,79.6,,79.6,,0.0,993.0,4636.8,0.000713,1208.799287,0.6,1208.199287,-73.7,-1283.5,-50.9,-199.3,0.0,-199.3,4437.5,
06/30/2017,4410.4,145.1,145.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3388.7,,3388.7,3533.8,212.1,,,0.0,,664.5,442.2,442.2,0.0,222.3,876.6,,224.9,,224.9,0.0,0.0,,,,3388.7,,,3388.7,3613.6,911.7,911.7,,,,77.3,,77.3,,0.0,989.0,4602.6,0.000713,1212.299287,0.6,1211.699287,-68.4,-1282.6,-53.5,-192.2,0.0,-192.2,4410.4,
09/30/2017,4546.1,170.4,170.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499.5,1.5,3499.5,3669.9,215.0,,,0.0,,661.2,442.2,442.2,0.0,217.5,876.2,,236.5,,236.5,0.0,0.0,,,,3499.5,,,3499.5,3736.0,909.9,909.9,,,,84.2,,84.2,,0.0,994.1,4730.1,183.9,1031.9,0.6,1031.3,-66.1,-1282.9,-50.8,-184.0,0.0,-184.0,4546.1,
12/31/2017,4772.5,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.9,0.2,3756.9,3946.9,214.9,620.7,-405.8,0.0,,610.7,442.2,442.2,0.0,168.3,825.6,,255.5,,255.5,0.0,0.0,0.0,0.0,,3756.9,0.0,,3755.9,4012.4,908.1,908.1,0.0,0.0,,97.3,0.0,97.3,,0.0,1005.4,5017.8,0.000713,1219.299287,0.6,1218.699287,-65.5,-1336.1,-63.0,-245.3,0.0,-245.3,4772.5,
03/31/2018,4509.2,199.7,199.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3483.3,0.8,3483.3,3683.0,206.3,,,0.0,,619.9,442.2,442.2,0.0,176.9,826.2,,258.0,,258.0,0.0,0.0,,,,3483.3,,,3482.5,3741.3,906.3,906.3,,,,94.3,,94.3,,0.0,1000.6,4741.9,183.9,1040.2,0.6,1039.6,-29.4,-1367.8,-59.6,-232.7,0.0,-232.7,4509.2,
06/30/2018,4526.8,200.4,200.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516.6,,3516.6,3717.0,200.8,,,0.0,,609.0,442.2,442.2,0.0,166.8,809.8,,252.7,,252.7,0.0,0.0,,,,3516.6,,,3516.6,3769.3,904.6,904.6,,,,89.5,,89.5,,0.0,994.1,4763.4,183.9,1042.5,0.6,1041.9,-28.9,-1365.9,-68.2,-236.6,0.0,-236.6,4526.8,
09/30/2018,4523.7,208.8,208.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3522.2,0.7,3522.2,3731.0,201.1,,,0.0,,591.6,442.2,442.2,0.0,148.7,792.7,,268.4,,268.4,0.0,0.0,,,,3522.2,,,3522.2,3790.6,902.8,902.8,,,,86.5,,86.5,,0.0,989.3,4779.9,183.9,1045.0,0.6,1044.4,-28.9,-1386.9,-69.3,-256.2,0.0,-256.2,4523.7,
12/31/2018,4296.1,145.5,145.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373.8,0.0,3373.8,3519.3,193.9,637.0,-443.1,0.0,,582.9,442.2,442.2,0.0,140.7,776.8,,213.5,,213.5,0.0,0.0,0.0,0.0,,3373.8,0.0,,3372.6,3587.3,901.0,901.0,0.0,0.0,,76.6,0.0,76.6,,0.0,977.6,4564.9,0.000713,1231.299287,0.6,1230.699287,-29.0,-1403.6,-67.5,-268.8,0.0,-268.8,4296.1,
03/31/2019,4365.3,129.9,129.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.3,1.2,3416.3,3546.2,237.2,,,0.0,,581.9,442.2,442.2,0.0,138.5,819.1,,260.2,,260.2,53.0,0.0,53.0,,53.0,3363.3,,,3362.1,3676.5,899.2,899.2,,,,71.9,,71.9,,0.0,971.1,4647.6,183.9,1050.0,0.6,1049.4,-20.0,-1411.5,-84.7,-282.3,0.0,-282.3,4365.3,
06/30/2019,4383.6,133.5,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443.1,,3442.9,3576.6,230.1,,,0.0,,576.9,442.2,442.2,0.0,134.7,807.0,,263.0,,263.0,49.7,0.0,49.7,,49.7,3393.4,,,3392.3,3706.1,842.1,842.1,,,,72.1,,72.1,,0.0,914.2,4620.3,183.9,1094.2,0.6,1093.6,-19.2,-1439.4,-56.2,-236.7,0.0,-236.7,4383.6,
09/30/2019,4238.0,119.1,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.7,,3323.6,3444.8,221.3,,,0.0,,571.9,442.2,442.2,0.0,129.7,793.2,,243.2,,243.2,45.6,0.0,45.6,,45.6,3280.1,,,3280.1,3568.9,846.4,846.4,0.0,,0.0,71.7,,71.7,,0.0,918.1,4487.0,183.9,1095.8,0.6,1095.2,-18.8,-1447.7,-62.2,-249.0,0.0,-249.0,4238.0,
12/31/2019,4185.0,1137.2,146.8,990.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246.6,0.0,2246.4,3383.8,226.1,721.0,-494.9,0.0,,575.1,442.2,442.2,0.0,132.9,801.2,,260.6,,260.6,54.2,0.0,54.2,0.0,54.2,3182.8,0.0,0.0,3182.0,3497.6,850.3,850.3,0.0,0.0,0.0,77.5,0.0,77.5,,0.0,927.8,4425.4,183.9,1117.6,0.7,1116.9,-18.3,-1460.1,-63.5,-240.4,0.0,-240.4,4185.0,
03/31/2020,3895.7,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.5,4.3,2944.5,3075.5,169.6,,,0.0,,650.6,442.2,442.2,0.0,204.1,820.2,,264.6,,264.6,,,,,,2944.5,,,2939.2,3209.1,877.5,877.5,,,,76.8,,76.8,,0.0,954.3,4163.4,183.9,1119.5,0.7,1118.8,-12.3,-1488.5,-70.3,-267.7,0.0,-267.7,3895.7,
06/30/2020,4417.8,130.6,130.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3501.5,1.3,3499.9,3632.1,158.2,,,0.0,,627.5,442.2,442.2,0.0,184.0,785.7,,252.9,,252.9,0.0,,,,,3501.5,,,3501.5,3754.4,855.6,855.6,,,,76.3,,76.3,,0.0,931.9,4686.3,183.9,1121.0,0.7,1120.3,-11.3,-1494.1,-68.0,-268.5,0.0,-268.5,4417.8,
