Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1995,62.890999,,,-14.271,,,48.619999,,-46.577999,,,,2.042,-0.568,,0.435,,0.0,0.133,1.474,-0.56,0.914,0.0,,,0.914,0.0,0.914,0.0,,0.914,0.914,,95.066153,0.009657,0.009657,,95.066153,0.009657,0.009657,0.009657,
12/31/1995,67.072998,,,-15.269,,,51.803998,,-51.025002,,,,0.779,-0.527,,0.506,,0.0,0.021,0.252,-0.096,0.156,0.0,,,0.156,0.0,0.156,0.0,,0.156,0.156,,95.066153,0.001756,0.001756,,95.066153,0.001756,0.001756,0.001756,
03/31/1996,68.262001,,,-56.421001,,,11.841,,-10.145,,,,1.696,-0.636,,0.546,,0.0,0.09,1.06,-0.403,0.657,0.0,,,0.657,0.0,0.657,0.0,,0.657,0.657,,95.066153,0.007023,0.007023,0.007023,95.066153,0.007023,0.007023,0.007023,
06/30/1996,74.862,,,-60.611,,,14.250999,,-10.858,,,,3.393,-0.743,,0.649,,0.0,0.094,2.65,-1.007,1.643,0.0,,,1.643,0.0,1.643,0.0,,1.643,1.643,,95.066153,0.017558,0.017558,0.017558,95.066153,0.017558,0.017558,0.017558,
09/30/1996,77.278999,,,-62.118,,,15.160999,,-10.652,,,,4.509,-0.994,,0.851,,0.0,0.143,3.515,-1.335,2.18,0.0,,,2.18,0.0,2.18,0.0,,2.18,2.18,,95.066153,0.022826,0.022826,0.022826,95.066153,0.022826,0.022826,0.022826,
12/31/1996,72.602997,,,-59.028,,,13.574997,,-10.223,,,,3.352,-0.667,,0.857,,0.0,-0.19,2.685,-1.021,1.664,0.0,,,1.664,0.0,1.664,0.0,,1.664,1.664,,95.066153,0.017558,0.017558,0.017558,95.066153,0.017558,0.017558,0.017558,
03/31/1997,73.591003,,,-60.015999,,,13.575005,,-10.361,,,,3.214,-0.94,,0.868,,0.0,0.072,2.274,-0.875,1.399,0.0,,,1.399,0.0,1.399,0.0,,1.399,1.399,,94.758612,0.014925,0.014925,0.014925,94.758612,0.014925,0.014925,0.014925,
06/30/1997,84.489998,,,-66.165001,,,18.324997,,-12.264,,,,6.061,-0.933,,0.854,,0.0,0.079,5.128,-1.975,3.153,0.0,,,3.153,0.0,3.153,0.0,,3.153,3.153,,94.633308,0.033361,0.033361,0.033361,94.701658,0.033361,0.033361,0.033361,
09/30/1997,88.275002,,,-69.912003,,,18.362999,,-11.861,,,,6.502,-1.05,,0.932,,0.0,0.118,5.452,-2.099,3.353,0.0,,,3.353,0.0,3.353,0.0,,3.353,3.353,,94.633308,0.035117,0.035117,0.035117,94.815567,0.035117,0.035117,0.035117,
12/31/1997,82.487999,,,-60.408001,,,22.079998,,-17.846001,,,,4.234,-0.897,,0.893,,0.0,0.004,3.337,-1.204,2.133,0.0,,,2.133,0.0,2.133,0.0,,2.133,2.133,,94.656099,0.022826,0.022826,0.022826,94.678878,0.022826,0.022826,0.022826,
03/31/1998,88.694,,,-71.625999,,,17.068001,,-12.979,,,,4.089,-1.004,,0.913,,0.0,0.091,3.085,-1.172,1.913,0.0,,,1.913,0.0,1.913,0.0,,1.913,1.913,,94.667483,0.020192,0.020192,0.020192,94.838346,0.020192,0.020192,0.020192,
06/30/1998,95.639999,,,-75.464996,,,20.175003,,-13.397,,,,6.778,-1.045,,0.96,,0.0,0.085,5.733,-2.179,3.554,0.0,,,3.554,0.0,3.554,0.0,,3.554,3.554,,94.678878,0.03775,0.03775,0.03775,94.872521,0.03775,0.03775,0.03775,
09/30/1998,99.265999,,,-78.209999,,,21.056,,-14.321,,,,6.735,-1.216,,1.129,,0.0,0.087,5.519,-2.097,3.422,0.0,,,3.422,0.0,3.422,0.0,,3.422,3.422,,94.678878,0.035995,0.035995,0.035995,94.781392,0.035995,0.035995,0.035995,
12/31/1998,99.477997,,,-80.093002,,,19.384995,,-14.41,,,,4.975,-1.377,,1.329,,0.0,0.048,3.598,-1.367,2.231,0.0,,,2.231,0.0,2.231,0.0,,2.231,2.231,,94.678878,0.023704,0.023704,0.023704,94.735833,0.023704,0.023704,0.023704,
03/31/1999,99.346001,,,-80.375999,,,18.970001,,-13.482,,,,5.488,-1.506,1.261,1.261,,0.0,0.245,3.982,-1.513,2.469,0.0,,,2.469,0.0,2.469,0.0,,2.469,2.469,,94.678878,0.026337,0.026337,0.026337,94.713042,0.026337,0.026337,0.026337,
06/30/1999,106.195,,,-84.473,,,21.722,,-14.019,,,,7.703,-0.825,0.829,0.829,,0.0,-0.004,6.878,-2.614,4.264,0.0,,,4.264,0.0,4.264,0.0,,4.264,4.264,,94.678878,0.044774,0.044774,0.044774,94.713042,0.044774,0.044774,0.044774,
09/30/1999,108.527,,,-86.510002,,,22.016998,,-14.16,,,,7.857,-1.052,1.087,1.087,,0.0,-0.035,6.805,-2.586,4.219,0.0,,,4.219,0.0,4.219,0.0,,4.219,4.219,,94.690262,0.044774,0.044774,0.044774,94.747217,0.044774,0.044774,0.044774,
12/31/1999,112.317001,,,-91.418999,,,20.898003,,-13.89,,,,7.008,-4.393,0.9,,,0.0,3.493,2.615,-2.343,3.449,0.0,,,0.272,0.0,3.449,0.0,,3.449,3.449,,94.690262,0.035995,0.035995,0.035995,94.724437,0.035995,0.035995,0.035995,
03/31/2000,112.799004,,,-93.355003,,,19.444,,-14.721,,,,4.723,-0.908,0.899,0.899,,0.0,0.009,3.815,-1.488,2.327,0.0,,,2.327,0.0,2.327,0.0,0.0,2.327,2.327,,94.690262,0.024582,0.024582,0.024582,94.735833,0.024582,0.024582,0.024582,
06/30/2000,120.143997,,,-95.638,,,24.505997,,-15.891,,,,8.615,-1.113,1.033,1.033,,0.0,0.08,7.502,-2.926,4.576,0.0,,,4.576,0.0,4.576,0.0,0.0,4.576,4.576,,94.690262,0.048285,0.048285,0.048285,94.690262,0.048285,0.048285,0.048285,
09/30/2000,122.385002,,,-98.82,,,23.565002,,-15.305,,,,8.26,-1.223,1.273,1.273,,0.0,-0.05,7.037,-2.744,4.293,0.0,,,4.293,0.0,4.293,0.0,0.0,4.293,4.293,,94.690262,0.045652,0.045652,0.045652,94.690262,0.045652,0.045652,0.045652,
12/31/2000,120.475,,,-99.162,,,21.313,,-16.158,,,,5.155,-4.261,1.192,,,0.0,3.069,0.894,-1.599,2.5,0.0,,,-0.705,0.0,2.5,0.0,0.0,2.5,2.5,,94.682976,0.026337,0.026337,0.026337,94.690266,0.026337,0.026337,0.026337,
03/31/2001,120.269997,,,-100.667,,,19.602997,,-16.398001,,,,3.205,-1.564,1.494,1.494,,0.0,0.07,1.641,-0.64,1.001,0.0,,,1.001,0.0,1.001,0.0,0.0,1.001,1.001,,94.690262,0.010535,0.010535,0.010535,94.690262,0.010535,0.010535,0.010535,
06/30/2001,128.604996,,,-105.804001,,,22.800995,,-16.764,,,,6.037,-0.96,1.532,1.532,,0.0,-0.572,5.077,-1.98,3.097,0.0,,,3.097,0.0,3.097,0.0,0.0,3.097,3.097,,94.690262,0.032483,0.032483,0.032483,94.690262,0.032483,0.032483,0.032483,
09/30/2001,128.960007,,,-103.733002,,,25.227005,,-17.546,,,,7.681,-1.682,1.415,1.415,,0.0,0.267,5.999,-2.34,3.659,0.0,,,3.659,0.0,3.659,0.0,0.0,3.659,3.659,,94.690262,0.038628,0.038628,0.038628,94.713042,0.038628,0.038628,0.038628,
12/31/2001,124.403999,,,-102.885002,,,21.518997,,-13.717,,,,7.802,-1.002,,1.458,,0.0,-0.456,6.8,-2.652,4.148,0.0,,,4.148,0.0,4.148,0.0,0.0,4.148,4.148,,94.690262,0.043896,0.043896,0.02546,94.724437,0.043896,0.043896,0.02546,
03/31/2002,127.147003,,,-104.231003,,,22.916,,-17.836,,,,5.08,-1.404,1.321,1.321,,0.0,0.083,3.676,-1.434,2.242,0.0,,,2.242,0.0,2.242,0.0,0.0,2.242,2.242,,94.690262,0.023704,0.023704,0.023704,94.747217,0.023704,0.023704,0.023704,
06/30/2002,139.669006,,,-111.672997,,,27.99601,,-19.318001,,,,8.678,-1.529,1.459,1.459,,0.0,0.07,7.149,-2.788,4.361,0.0,,,4.361,0.0,4.361,0.0,0.0,4.361,4.361,,94.735833,0.045652,0.045652,0.045652,94.781392,0.045652,0.045652,0.045652,
09/30/2002,149.931,,,-118.383,,,31.548,,-19.443,,,,12.105,-1.621,1.499,1.499,,0.0,0.122,10.484,-4.088,6.396,0.0,,,6.396,0.0,6.396,0.0,0.0,6.396,6.396,,94.742082,0.067599,0.067599,0.067599,94.798101,0.067599,0.067599,0.067599,
12/31/2002,149.712,,,-112.796,,,36.916,,-26.493,,,,10.423,-1.467,1.457,1.457,,0.0,0.01,8.956,-3.493,5.463,0.0,,,5.463,0.0,5.463,0.0,0.0,5.463,5.463,,109.170028,0.050041,0.050041,0.050041,109.170028,0.050041,0.050041,0.050041,
03/31/2003,152.865005,,,-123.603996,,,29.261009,,-20.594999,,,,8.666,-1.647,1.433,1.433,,0.0,0.214,7.019,-2.772,4.247,0.0,,,4.247,0.0,4.247,0.0,0.0,4.247,4.247,,121.686042,0.035117,0.035117,0.035117,121.856906,0.035117,0.035117,0.035117,
06/30/2003,163.817001,,,-130.595001,,,33.222,,-21.031,,,,12.191,-1.432,1.564,1.564,,0.0,-0.132,10.759,-4.25,6.509,0.0,,,6.509,0.0,6.509,0.0,0.0,6.509,6.509,,121.818936,0.053992,0.053992,0.053992,121.963225,0.053992,0.053992,0.053992,
09/30/2003,176.873,,,-138.606,,,38.267,,-21.489,,,,16.778,-1.71,1.531,1.531,,0.0,0.179,15.068,-5.952,9.116,0.0,,,9.116,0.0,9.116,0.0,0.0,9.116,9.116,,121.905863,0.075062,0.075062,0.075062,122.038025,0.075062,0.075062,0.075062,
12/31/2003,173.975998,,,-135.399002,,,38.576996,,-24.996,,,,13.581,-1.13,,1.583,,0.0,-0.453,12.451,-4.723,7.728,0.0,,,7.728,0.0,7.728,0.0,0.0,7.728,7.728,,121.948031,0.06321,0.06321,0.06321,122.061933,0.06321,0.06321,0.06321,
03/31/2004,182.768997,,,-146.162003,,,36.606995,,-25.705999,,,,10.901,-1.537,1.37,1.37,,0.0,0.167,9.364,-3.652,5.712,0.0,,,5.712,0.0,5.712,0.0,0.0,5.712,5.712,,121.948031,0.047407,0.047407,0.047407,122.061933,0.047407,0.047407,0.047407,
06/30/2004,202.128998,,,-157.977005,,,44.151993,,-25.250999,,,,18.900999,-1.604,1.393,,,,0.211,17.296999,-6.836,10.461,,,,10.460999,,10.461,,,10.461,10.461,,121.973885,0.084938,0.084938,0.084938,122.068185,0.084938,0.084938,0.084938,
09/30/2004,215.117,,,-168.344,,,46.773,,-25.256,,,,21.517,-1.387,,1.29,,0.0,0.097,20.13,-7.915,12.215,0.0,,,12.215,0.0,12.215,0.0,0.0,12.215,12.215,,124.5375,0.098765,0.098765,0.098765,124.6185,0.098765,0.098765,0.098765,
12/31/2004,224.036,,,-178.749,,,45.287,,-25.998,,,,19.289,-1.493,,1.22,,0.0,0.273,17.796,-7.192,10.604,0.0,,,10.604,0.0,10.604,0.0,0.0,10.604,10.604,,125.77275,0.082963,0.082963,0.082963,125.828438,0.082963,0.082963,0.082963,
03/31/2005,236.77,,,-190.571,,,46.199,,-28.963,,,,17.236,-1.586,1.433,1.433,,0.0,0.153,15.65,-6.307,9.343,0.408,,,8.935,0.0,8.935,0.0,0.0,8.935,8.935,,125.779007,0.071111,0.073086,0.073086,125.82864,0.071111,0.073086,0.073086,
06/30/2005,264.346,,,-205.654,,,58.692,,-33.427,,,,25.265,-1.955,1.705,1.705,,0.0,0.25,23.31,-9.394,13.916,0.0,,,13.916,0.0,13.916,0.0,0.0,13.916,13.916,,125.779002,0.110617,0.110617,0.110617,125.827172,0.110617,0.110617,0.110617,
09/30/2005,275.076,,,-216.215,,,58.861,,-30.092,,,,28.769,-2.078,1.767,1.767,,0.0,0.311,26.691,-10.756,15.935,0.0,,,15.935,0.0,15.935,0.0,0.0,15.935,15.935,,125.790145,0.12642,0.12642,0.12642,125.796529,0.12642,0.12642,0.12642,
12/31/2005,285.211,,,-231.86,,,53.351,,-27.036,,,,26.315,-1.695,1.622,1.622,,0.0,0.073,24.62,-9.931,14.689,0.0,,,14.689,0.0,14.689,0.0,0.0,14.689,14.689,,125.836875,0.115556,0.115556,0.139259,125.836875,0.115556,0.115556,0.139259,
03/31/2006,291.631,,,-233.925,,,57.706,,-34.124,,,,23.582,-1.882,1.611,1.611,,0.0,0.271,21.7,-8.68,13.02,0.0,,,13.02,0.0,13.02,0.0,0.0,13.02,13.02,,125.835778,0.103704,0.103704,0.103704,125.835778,0.103704,0.103704,0.103704,
06/30/2006,330.812,,,-255.951,,,74.861,,-36.259,,,,38.602,-2.593,2.417,2.417,,0.0,0.176,36.009,-14.404,21.605,0.0,,,21.605,0.0,21.605,0.0,0.0,21.605,21.605,,125.835778,0.171852,0.171852,0.171852,125.835778,0.171852,0.171852,0.171852,
09/30/2006,337.569,,,-267.589,,,69.98,,-33.304,,,,36.676,-3.475,3.067,4.014,-0.947,0.0,0.408,33.201,-13.098,20.103,0.0,,,20.103,0.0,20.103,0.0,0.0,20.103,20.103,,125.835778,0.16,0.16,0.16,125.835778,0.16,0.16,0.16,
12/31/2006,319.419,,,-261.428,,,57.991,,-26.366,,,,31.625,-3.192,2.301,3.111,-0.81,0.0,0.891,28.433,-10.592,17.841,0.0,,,17.841,0.0,17.841,0.0,0.0,17.841,17.841,,125.836875,0.142222,0.142222,0.142222,125.836875,0.142222,0.142222,0.142222,
03/31/2007,319.942,,,-256.686,,,63.256,,-38.212,,,,25.044,-3.274,3.023,3.75,-0.727,0.0,0.251,21.77,-8.199,13.571,0.0,,,13.571,0.0,13.571,0.0,0.0,13.571,13.571,,125.835778,0.106667,0.106667,0.106667,125.835778,0.106667,0.106667,0.106667,
06/30/2007,359.617,,,-291.191,,,68.426,,-27.776,,,,40.65,-3.395,3.404,3.666,-0.262,0.0,-0.009,37.255,-14.716,22.539,0.0,,,22.539,0.0,22.539,0.0,0.0,22.539,22.539,,125.835778,0.177778,0.177778,0.177778,125.835778,0.177778,0.177778,0.177778,
09/30/2007,363.298,,,-293.842,,,69.456,,-35.439,,,,34.017,-2.728,3.354,3.544,-0.19,0.0,-0.626,31.289,-11.279,20.01,0.0,,,20.01,0.0,20.01,0.0,0.0,20.01,20.01,,125.835778,0.16,0.16,0.16,125.835778,0.16,0.16,0.16,
12/31/2007,358.685,,,-304.633,,,54.052,,-23.826,,,,30.226,-4.745,2.852,3.179,-0.327,0.0,1.893,25.481,-9.769,15.712,0.0,,,15.712,0.0,15.712,0.0,0.0,15.712,15.712,,125.836875,0.124444,0.124444,0.124444,125.836875,0.124444,0.124444,0.124444,
03/31/2008,368.174,,,-310.409,,,57.765,,-36.919,,,,20.846,-3.815,3.143,3.424,-0.281,0.0,0.672,17.031,-6.642,10.389,0.0,,,10.389,0.0,10.389,0.0,0.0,10.389,10.389,,125.835778,0.082963,0.082963,0.082963,125.835778,0.082963,0.082963,0.082963,
06/30/2008,417.84,,,-336.353,,,81.487,,-38.497,,,,42.99,-3.84,3.389,3.584,-0.195,0.0,0.451,39.15,-15.269,23.881,0.0,,,23.881,0.0,23.881,0.0,0.0,23.881,23.881,,125.835778,0.18963,0.18963,0.18963,125.835778,0.18963,0.18963,0.18963,
09/30/2008,415.874,,,-333.183,,,82.691,,-40.254,,,,42.437,-4.144,3.354,3.584,-0.23,0.0,0.79,38.293,-14.934,23.359,0.0,,,23.359,0.0,23.359,0.0,0.0,23.359,23.359,0.0,125.835778,0.186667,0.186667,0.186667,125.835778,0.186667,0.186667,0.186667,
12/31/2008,335.836,,,-274.523,,,61.313,,-38.516,,,,22.797,-4.605,2.836,3.126,-0.29,0.0,1.769,18.192,-7.144,11.048,0.0,,,11.048,0.0,11.048,0.0,0.0,11.048,11.048,,125.836875,0.088889,0.088889,0.088889,125.836875,0.088889,0.088889,0.088889,
03/31/2009,295.143,270.646,24.497,-251.67,228.671,22.999,43.473,0.0,-33.412,9.321,9.321,24.091,10.061,-3.512,3.228,3.254,-0.026,,0.284,6.549,-2.576,3.973,0.0,0.0,0.0,3.973,0.0,3.973,0.0,0.0,3.973,3.973,0.0,125.835778,0.032593,0.032593,0.032593,125.835778,0.032593,0.032593,0.032593,
06/30/2009,316.175,288.668,27.507,-261.113,237.165,23.948,55.062,0.0,-33.608,9.089,9.089,24.519,21.454,-3.569,3.316,3.33,-0.014,,0.253,17.885,-7.163,10.722,0.0,0.0,0.0,10.722,0.0,10.722,0.0,0.0,10.722,10.722,0.0,125.835778,0.085926,0.085926,0.085926,125.835778,0.085926,0.085926,0.085926,
09/30/2009,322.763,289.518,33.245,-268.459,244.423,24.036,54.304,0.0,-34.349,9.62,9.62,24.729,19.955,-2.72,3.109,3.109,0.0,,-0.389,17.235,-6.74,10.495,0.0,0.0,0.0,10.495,0.0,10.495,0.0,0.0,10.495,10.495,0.0,125.835778,0.082963,0.082963,0.082963,125.835778,0.082963,0.082963,0.082963,
12/31/2009,310.924,276.653,34.271,-260.951,237.15,23.801,49.973,0.0,-31.052,8.333,8.333,22.719,18.921,-3.425,3.345,3.348,-0.003,,0.08,15.496,-5.815,9.681,0.0,0.0,0.0,9.681,0.0,9.681,0.0,0.0,9.681,9.681,0.0,125.836875,0.077037,0.077037,0.077037,125.836875,0.077037,0.077037,0.077037,
03/31/2010,317.795,280.931,36.864,-267.718,246.167,21.551,50.077,0.0,-33.702,9.985,9.985,23.717,16.375,-3.539,3.466,3.518,-0.052,,0.073,12.836,-5.135,7.701,0.0,0.0,0.0,7.701,0.0,7.701,0.0,0.0,7.701,7.701,0.0,125.835778,0.062222,0.062222,0.062222,125.835778,0.062222,0.062222,0.062222,
06/30/2010,368.25,322.219,46.031,-292.156,272.603,19.553,76.094,0.0,-36.083,10.443,10.443,25.64,40.011,-4.157,3.128,3.181,-0.053,,1.029,35.854,-14.341,21.513,0.0,0.0,0.0,21.513,0.0,21.513,0.0,0.0,21.513,21.513,0.0,125.835778,0.171852,0.171852,0.171852,125.835778,0.171852,0.171852,0.171852,
09/30/2010,395.981,348.463,47.518,-314.267,294.871,19.396,81.714,0.0,-38.33,11.136,11.136,27.194,43.384,-2.749,2.927,2.964,-0.037,,-0.178,40.635,-16.254,24.381,0.0,0.0,0.0,24.381,0.0,24.381,0.0,0.0,24.381,24.381,0.0,125.835714,0.195556,0.195556,0.195556,125.835714,0.195556,0.195556,0.195556,
12/31/2010,398.972,347.222,51.75,-324.651,304.789,19.862,74.321,0.0,-36.352,10.429,10.429,25.923,37.969,-2.868,2.944,2.95,-0.006,,-0.076,35.101,-13.045,22.056,0.0,0.0,0.0,22.056,0.0,22.056,0.0,0.0,22.056,22.056,0.0,125.83575,0.173333,0.173333,0.173333,125.83575,0.173333,0.173333,0.173333,
03/31/2011,422.679,357.164,65.515,-342.929,321.808,21.121,79.75,0.0,-41.829,11.566,11.566,30.263,37.921,-2.439,3.857,3.876,-0.019,,-1.418,35.482,-13.909,21.573,0.0,0.0,0.0,21.573,0.0,21.573,0.0,0.0,21.573,20.533,-1.04,126.575932,0.168889,0.168889,0.162219,126.575932,0.168889,0.168889,0.160672,
06/30/2011,480.255,397.651,82.604,-372.364,350.351,22.013,107.891,0.0,-43.246,13.201,13.201,30.045,64.645,-3.812,3.45,3.464,-0.014,,0.362,60.833,-21.45,39.383,0.0,0.0,0.0,39.383,0.0,39.383,0.0,0.0,39.383,39.383,0.0,129.247479,0.306667,0.306667,0.306667,129.247479,0.306667,0.306667,0.306667,
09/30/2011,494.475,412.392,82.083,-382.014,358.618,23.396,112.461,0.0,-44.267,12.648,12.648,31.619,68.194,-5.072,3.394,3.397,-0.003,,1.678,63.122,-24.491,38.631,0.0,0.0,0.0,38.631,0.0,38.631,0.0,0.0,38.631,38.631,0.0,129.247479,0.297778,0.297778,0.297778,129.247479,0.297778,0.297778,0.297778,
12/31/2011,485.132,406.597,78.535,-381.724,357.434,24.29,103.408,0.0,-40.096,12.485,12.485,27.611,63.312,-2.665,3.186,3.33,-0.144,,-0.521,60.647,-20.764,39.883,0.0,0.0,0.0,39.883,0.0,39.883,0.0,0.0,39.883,39.883,0.0,129.24675,0.306667,0.306667,0.306667,129.24675,0.306667,0.306667,0.306667,
