Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,2.473,,,,,,,-11.1,,,,-8.627,1.159,,0.119,,0.0,,-1.278,-7.468,0.0,,,,-7.468,0.0,,,-7.468,0.0,-7.468,0.0,,-7.468,-7.468,,34.664001,-0.215,-0.215,-0.215,34.664001,-0.215,-0.215,-0.215,
06/30/1996,3.116,,,,,,,-11.368,,,,-8.252,-14.073,,0.103,,0.0,,13.97,-22.325,0.0,,,,-22.325001,0.0,,,-22.325,0.0,-22.325001,0.0,,-22.325001,-22.325001,,34.796001,-0.64,-0.64,-0.21,34.796001,-0.64,-0.64,-0.21,
09/30/1996,2.93,,,,,,,-10.357,,,,-7.427,1.081,,0.109,,0.0,,-1.19,-6.346,0.0,,,,-6.346,0.0,,,-6.346,0.0,-6.346,0.0,,-6.346,-6.346,,38.728001,-0.165,-0.165,-0.165,38.728001,-0.165,-0.165,-0.165,
12/31/1996,4.822,,,,,,,-10.316,,,,-5.494,1.628,0.131,0.131,,0.0,,-1.759,-3.866,0.0,,,,-3.866,0.0,,,-3.866,0.0,-3.866,0.0,,-3.866,-3.866,,42.133998,-0.09,-0.09,-0.09,42.133998,-0.09,-0.09,-0.09,
03/31/1997,4.66,,,,,,,-12.532,,,,-7.872,2.106,,0.152,,0.0,,-2.258,-5.766,0.0,,,,-5.766,0.0,,,-5.766,0.0,-5.766,0.0,,-5.766,-5.766,,43.950001,-0.13,-0.13,-0.13,43.950001,-0.13,-0.13,-0.13,
06/30/1997,8.32,,,,,,,-13.422,,,,-5.102,3.69,,0.145,,0.0,,-3.835,-1.412,0.0,,,,-1.412,0.0,,,-1.412,0.0,-1.412,0.0,,-1.412,-1.412,,49.444,-0.03,-0.03,-0.03,49.444,-0.03,-0.03,-0.03,
09/30/1997,9.739,,,,,,,-19.261999,,,,-9.523,3.667,,0.141,,0.0,,-3.808,-5.856,0.0,,,,-5.856,0.0,,,-5.856,0.0,-5.856,0.0,,-5.856,-5.856,,50.237999,-0.115,-0.115,-0.115,50.237999,-0.115,-0.115,-0.115,
12/31/1997,7.207,,,,,,,-17.837999,,,,-10.631,3.834,0.138,0.138,,0.0,,-3.972,-6.797,0.0,,,,-6.797,0.0,,,-6.797,0.0,-6.797,0.0,,-6.797,-6.797,,50.394002,-0.135,-0.135,-0.135,50.394002,-0.135,-0.135,-0.135,
03/31/1998,3.173,,,,,,,-15.435,,,,-12.262,3.848,,0.148,,0.0,,-3.996,-8.414,0.0,,,,-8.414,0.0,,,-8.414,0.0,-8.414,0.0,,-8.414,-8.414,,50.5,-0.165,-0.165,-0.165,50.5,-0.165,-0.165,-0.165,
06/30/1998,3.247,,,,,,,-16.795,,,,-13.548,3.746,,0.159,,0.0,,-3.905,-9.802,0.0,,,,-9.802,0.0,,,-9.802,0.0,-9.802,0.0,,-9.802,-9.802,,50.577999,-0.195,-0.195,-0.195,50.577999,-0.195,-0.195,-0.195,
09/30/1998,14.633,,,,,,,-20.513,,,,-5.88,3.607,,0.177,,0.0,,-3.784,-2.273,0.0,,,,-2.273,0.0,,,-2.273,0.0,-2.273,0.0,,-2.273,-2.273,,50.616001,-0.045,-0.045,-0.045,50.616001,-0.045,-0.045,-0.045,
12/31/1998,8.002,,,,,,,-24.059999,,,,-16.058001,3.461,,0.197,,0.0,,-3.658,-12.597001,0.0,,,,-12.597,0.0,,,-12.597001,0.0,-12.597,0.0,,-12.597,-12.597,,50.694,-0.25,-0.25,-0.25,50.694,-0.25,-0.25,-0.25,
03/31/1999,3.963,,,0.0,,3.963,,-24.377,,,,-20.414,2.86,-2.982,0.0,-2.982,0.0,,0.122,-17.554,0.0,,,,-17.554,0.0,,,-17.554,0.0,-17.554,0.0,0.0,-17.554,-17.554,,50.778,-0.345,-0.345,-0.345,50.778,-0.345,-0.345,-0.345,
06/30/1999,12.516,,,-1.199,,11.317,,-24.495,,,,-13.178,2.337,-2.64,0.0,-2.64,0.0,,0.303,-10.841,0.0,,,,-10.841,0.0,,,-10.841,0.0,-10.841,0.0,0.0,-10.841,-10.841,,101.92,-0.105,-0.105,-0.105,101.92,-0.105,-0.105,-0.105,
09/30/1999,7.225,,,-0.727,,6.498,,-22.836,,,,-16.338,2.052,-2.181,0.155,-2.336,0.0,,0.129,-14.286,0.0,,,,-14.286,0.0,,,-14.286,0.0,-14.286,0.0,0.0,-14.286,-14.286,,102.208,-0.14,-0.14,-0.14,102.208,-0.14,-0.14,-0.14,
12/31/1999,26.856,,,-19.124,,7.732,,-8.478,,,,-0.746,2.461,0.143,0.143,,0.0,,-2.604,1.715,0.0,,,,1.715,0.0,,,1.715,0.0,1.715,0.0,0.0,1.715,1.715,,51.296,0.035,0.035,0.035,53.522,0.03,0.03,0.03,
03/31/2000,8.132,,,-0.872,,7.26,,-25.181,6.577,,18.604,-17.921,2.371,-3.541,0.891,-4.432,0.0,-0.019,1.189,-15.55,0.0,,,,-15.55,3.161,,,-18.711,0.0,-18.711,0.0,0.0,-18.711,-18.711,,103.856,-0.18,-0.15,-0.15,103.856,-0.18,-0.15,-0.15,
06/30/2000,27.023,,,-1.1,,25.923,,-26.286,,,,-0.363,2.965,-6.56,2.503,-9.063,0.0,,3.595,2.602,0.0,,,,2.602,0.0,,,2.602,0.0,2.602,0.0,0.0,2.602,2.602,,105.272,0.025,0.025,0.025,117.892,0.02,0.02,0.02,
09/30/2000,13.866,,,-1.147,,12.719,,-27.891,,,,-15.172,-9.686,-5.106,2.136,-7.242,0.0,,14.792,-24.858,0.0,,,,-24.858,0.0,,,-24.858,0.0,-24.858,0.0,0.0,-24.858,-24.858,,53.843,-0.46,-0.46,-0.19,53.843,-0.46,-0.46,-0.19,
12/31/2000,25.684,,,-26.108,,-0.424,,-8.465,,,,-8.889,6.776,,,,0.0,,-6.776,-2.113,0.0,,,,-2.113,0.0,,,-2.113,0.0,-2.113,0.0,0.0,-2.113,-2.113,,58.867,-0.04,-0.04,-0.04,58.867,-0.04,-0.04,-0.04,
03/31/2001,19.057,,,-0.837,,18.22,,-33.615,7.496,,26.119,-15.395,6.525,-6.525,4.774,-11.299,0.0,,0.0,-8.87,0.0,,,,-8.87,0.0,,,-8.87,0.0,-8.87,0.0,0.0,-8.87,-8.87,,60.011,-0.15,-0.15,-0.15,60.011,-0.15,-0.15,-0.15,
06/30/2001,21.443,,,-0.921,,20.522,,-37.97,,,,-17.448,5.341,-5.667,4.774,-10.441,0.0,,0.326,-12.107,0.0,,,,-12.107,0.0,,,-12.107,0.0,-12.107,0.0,0.0,-12.107,-12.107,2.658,60.337,-0.2,-0.2,-0.16,60.337,-0.2,-0.2,-0.16,
09/30/2001,40.368,,,-10.663,,29.705,,-50.107,,,,-20.402,-8.827,-7.296,4.927,-12.223,0.0,,16.123,-29.229,0.0,,,,-29.229,-17.749,,,-11.48,0.0,-11.48,0.0,0.0,-11.48,-11.48,15.751,74.682,-0.15,-0.39,-0.39,74.682,-0.15,-0.39,-0.39,
12/31/2001,51.525,,,-9.67,,41.855,,-55.018,,,,-13.163,-5.28,-6.327,4.843,-11.17,0.0,,11.607,-18.443,0.0,,,,-13.6,-10.34,,,-8.103,0.0,-3.26,0.0,,-3.26,-3.26,2.361,74.926,-0.04,-0.18,-0.15,74.926,-0.04,-0.18,-0.15,
03/31/2002,21.821,,,-46.772,,-24.951,,-8.544,,,,-33.495,4.002,-4.008,4.45,-8.458,0.0,,0.006,-29.493,0.0,,,,-29.493,-7.426,,,-22.067,0.0,-22.067,0.0,0.0,-22.067,-22.067,,75.161,-0.29,-0.39,-0.39,75.161,-0.29,-0.39,-0.39,
06/30/2002,23.542,,,-46.588,,-23.046,,-11.437,,,,-34.483,3.01,-3.034,4.433,-7.467,0.0,,0.024,-31.473,0.0,,,,-31.473,-10.454,,,-21.019,0.0,-21.019,0.0,0.0,-21.019,-21.019,,75.66,-0.28,-0.42,-0.42,75.66,-0.28,-0.42,-0.42,
09/30/2002,34.276,,,-6.577,,27.699,,-63.55,,,,-35.851,2.399,-2.399,4.412,-6.811,,,0.0,-33.452,,,,,-33.452,0.0,,,,0.0,-33.452,0.0,,-33.452,-33.452,,75.979,-0.44,-0.44,-0.44,75.979,-0.44,-0.44,-0.44,
12/31/2002,26.135,,,-58.087,,-31.952,,-9.848,,,,-41.8,1.588,-1.596,4.39,-5.986,0.0,,0.008,-40.212,0.0,,,,-40.212,-8.129,,,-32.083,0.0,-32.083,0.0,0.0,-32.083,-32.083,,76.287,-0.42,-0.53,-0.53,76.287,-0.42,-0.53,-0.53,
03/31/2003,15.989,,,-0.652,,15.337,,-61.114,,,,-45.777,-2.494,-1.405,4.363,-5.768,0.0,,3.899,-48.271,0.0,,,,-48.271,-68.882,,,20.611,0.0,20.611,0.0,0.0,20.611,20.611,3.899,76.411,0.27,0.27,-0.63,76.411,0.27,0.27,-0.63,
06/30/2003,15.952,,,-0.668,,15.284,,-59.767,,,,-44.483,-45.052,0.921,4.342,-3.421,0.0,,44.131,-89.535,0.0,,,,-89.535,0.393,,,-89.928,0.0,-89.928,0.0,0.0,-89.928,-89.928,44.131,76.764,-1.17,-1.16,-1.16,76.764,-1.17,-1.16,-1.16,
09/30/2003,15.823,,,-0.797,,15.026,,-59.063,,,,-44.037,-43.564,1.17,4.334,-3.164,0.0,,42.394,-87.601,0.0,,,,-87.601,-1.18,,,-86.421,0.0,-86.421,0.0,0.0,-86.421,-86.421,42.394,77.067,-1.12,-1.14,-1.14,77.067,-1.12,-1.14,-1.14,
12/31/2003,21.377,,,-49.309,,-27.932,,-10.474,,,,-38.406,-2.6,1.2,4.259,-3.059,0.0,,1.4,-41.006,0.0,,,,-41.006,0.023,,,-41.029,0.0,-41.029,0.0,0.0,-41.029,-41.029,1.4,77.758,-0.53,-0.53,-0.51,77.758,-0.53,-0.53,-0.51,
03/31/2004,17.513,,,-0.846,,16.667,,-51.397,,,,-34.73,-5.708,1.437,4.427,-2.99,0.0,,4.271,-40.438,0.0,,,,-40.438,0.0,,,-40.438,0.0,-40.438,0.0,0.0,-40.438,-40.438,4.271,78.094,-0.52,-0.52,-0.52,78.094,-0.52,-0.52,-0.52,
06/30/2004,18.541,,,-48.778,,-30.237,,-10.16,,,,-40.397,-3.872,2.035,4.581,-2.546,0.0,,1.837,-44.269,0.0,,,,-44.269,0.0,,,-44.269,0.0,-44.269,0.0,0.0,-44.269,-44.269,1.837,78.807,-0.56,-0.56,-0.54,78.807,-0.56,-0.56,-0.54,
09/30/2004,26.828,,,-1.466,,25.362,,-59.39,,,,-34.028,-4.743,2.189,4.634,-2.445,0.0,,2.554,-38.771,0.0,,,,-38.771,0.0,,,-38.771,0.0,-38.771,0.0,0.0,-38.771,-38.771,2.554,78.742,-0.49,-0.49,-0.49,78.742,-0.49,-0.49,-0.49,
12/31/2004,39.835,,,-2.009,,37.826,,-65.904,,,,-28.078,-14.691,,4.675,-2.342,0.0,,12.358,-42.769,0.0,,,,-42.769,0.0,,,-42.769,0.0,-42.769,0.0,0.0,-42.769,-42.769,,79.073,-0.55,-0.55,-0.38,79.073,-0.55,-0.55,-0.38,
03/31/2005,28.606,,,-59.465,,-30.859,,-9.627,,,,-40.486,-4.234,2.32,4.639,-2.319,0.0,,1.914,-44.72,0.0,,,,-44.72,0.0,,,-44.72,0.0,-44.72,0.0,0.0,-44.72,-44.72,1.914,79.428,-0.56,-0.56,-0.54,79.428,-0.56,-0.56,-0.54,
06/30/2005,32.321,,,-61.846,,-29.525,,-10.814,,,,-40.339,-0.649,2.392,4.639,-2.247,,,-1.743,-40.988,,,,,-40.988,0.0,,,,0.0,-40.988,0.0,,-40.988,-40.988,-1.743,82.274,-0.5,-0.5,-0.52,82.274,-0.5,-0.5,-0.52,
09/30/2005,36.207,,,-66.386,,-30.179,,-10.738,,,,-40.917,-38.661,0.772,4.505,-3.733,0.0,,37.889,-79.578,0.0,,,,-79.578,0.0,,,-79.578,0.0,-79.578,0.0,0.0,-79.578,-79.578,37.889,94.59,-0.84,-0.84,-0.84,94.59,-0.84,-0.84,-0.84,
12/31/2005,63.756,,,-70.941,,-7.185,,-12.811,,,,-19.996,-18.135,,3.543,-3.695,0.0,,18.287,-38.131,0.0,,,,-38.131,0.0,,,-38.131,0.0,-38.131,0.0,0.0,-38.131,-38.131,,100.54,-0.38,-0.38,-0.12,100.54,-0.38,-0.38,-0.12,
03/31/2006,39.087,,,-78.197,,-39.11,,-12.879,,,,-51.989,0.856,-1.623,2.357,-3.98,0.0,,0.767,-51.133,0.0,,,,-51.133,-1.046,,,-50.087,0.0,-50.087,0.0,0.0,-50.087,-50.087,0.767,107.44,-0.47,-0.47,-0.48,107.44,-0.47,-0.47,-0.48,
06/30/2006,29.726,,,-94.135,,-64.409,,-14.37,,,,-78.779,1.121,-1.564,2.357,-3.921,0.0,,0.443,-77.658,0.0,,,,-77.658,0.0,,,-77.658,0.0,-77.658,0.0,0.0,-77.658,-77.658,0.443,108.523,-0.72,-0.72,-0.72,108.523,-0.72,-0.72,-0.72,
09/30/2006,53.289,,,-99.228,,-45.939,,-14.773,,,,-60.712,8.91,-3.563,1.767,-5.33,0.0,,-5.347,-51.802,0.0,,,,-51.802,0.0,,,-51.802,0.0,-51.802,0.0,0.0,-51.802,-51.802,-0.196,112.803,-0.46,-0.46,-0.46,112.803,-0.46,-0.46,-0.46,
12/31/2006,94.254,,,-3.177,,91.077,,-124.984,,,,-33.907,6.563,-8.32,1.474,-9.794,0.0,,1.757,-27.344,0.0,,,,-27.344,0.0,,,-27.344,0.0,-27.344,0.0,0.0,-27.344,-27.344,1.756,123.942,-0.22,-0.22,-0.21,123.942,-0.22,-0.22,-0.21,
03/31/2007,68.81,,,-3.269,,65.541,,-149.115,,,,-83.574,2.846,-7.901,1.221,-9.122,0.0,,5.055,-80.728,0.0,,,,-80.728,0.0,,,-80.728,0.0,-80.728,0.0,0.0,-80.728,-80.728,5.055,125.756,-0.64,-0.64,-0.6,125.756,-0.64,-0.64,-0.6,
06/30/2007,38.196,,,-3.401,,34.795,,-159.509,,,,-124.714,6.947,-7.853,0.57,-8.423,0.0,,0.906,-117.767,0.0,,,,-117.767,0.0,,,-117.767,0.0,-117.767,0.0,0.0,-117.767,-117.767,0.906,129.269,-0.91,-0.91,-0.9,129.269,-0.91,-0.91,-0.9,
09/30/2007,41.014,,,-3.562,,37.452,,-150.365,,,,-112.913,5.88,-6.762,0.494,-7.256,0.0,,0.882,-107.033,0.0,,,,-107.033,0.0,,,-107.033,0.0,-107.033,0.0,0.0,-107.033,-107.033,0.882,130.006,-0.82,-0.82,-0.81,130.006,-0.82,-0.82,-0.81,
12/31/2007,50.992,,,-3.672,,47.32,,-138.792,,,,-91.472,5.721,-5.997,,-5.997,0.0,,0.276,-85.751,0.0,,,,-85.751,0.0,,,-85.751,0.0,-85.751,0.0,0.0,-85.751,-85.751,0.276,130.741,-0.66,-0.66,-0.66,130.741,-0.66,-0.66,-0.66,
03/31/2008,41.675,,,-3.576,,38.099,,-136.205,,,,-98.106,1.952,-2.582,1.914,-4.496,0.0,,0.63,-96.154,0.0,,,,-96.154,0.0,,,-96.154,0.0,-96.154,0.0,0.0,-96.154,-96.154,0.63,134.471,-0.72,-0.72,-0.72,134.471,-0.72,-0.72,-0.72,
06/30/2008,69.409,,,-3.701,,65.708,,-156.021,,,,-90.313,-1.008,-0.16,3.833,-3.993,0.0,,1.168,-91.321,0.0,,,,-91.321,0.0,,,-91.321,0.0,-91.321,0.0,0.0,-91.321,-91.321,1.168,138.725,-0.66,-0.66,-0.65,138.725,-0.66,-0.66,-0.65,
09/30/2008,31.609,,,-4.194,,27.415,,-157.158,,,,-129.743,-0.301,-0.584,3.812,-4.396,0.0,,0.885,-130.044,0.0,,,,-130.044,0.0,,,-130.044,0.0,-130.044,0.0,0.0,-130.044,-130.044,0.885,140.109,-0.93,-0.93,-0.92,140.109,-0.93,-0.93,-0.92,
12/31/2008,32.811,,,-4.215,,28.596,,-168.818,,,,-140.222,-2.11,-3.443,,-3.443,0.0,,5.553,-142.332,0.0,,,,-142.332,0.0,,,-142.332,0.0,-142.332,0.0,0.0,-142.332,-142.332,1.641,148.783,-0.96,-0.96,-0.95,148.783,-0.96,-0.96,-0.95,
03/31/2009,23.979,,23.979,-3.576,3.576,20.403,0.0,-182.296,28.52,143.581,10.195,-161.893,-0.779,0.779,3.378,-2.599,,,0.0,-162.672,,,,,-162.672,0.0,0.0,0.0,-162.672,,-162.672,0.0,0.0,-162.672,-152.477,10.195,155.86,-1.04,-1.04,-0.978295,155.86,-1.04,-1.04,-0.978295,
06/30/2009,19.064,,19.064,-3.267,3.267,15.797,0.0,-172.964,32.526,139.331,1.107,-157.167,-14.13,1.836,3.325,-1.489,0.0,,12.294,-171.297,0.0,0.0,0.0,0.0,-171.297,0.0,0.0,0.0,-171.297,0.0,-171.297,0.0,0.0,-171.297,-157.896,13.401,172.563,-0.99,-0.99,-0.915005,172.563,-0.99,-0.99,-0.915005,
09/30/2009,24.957,,24.957,-3.712,3.712,21.245,0.0,-169.478,36.572,132.132,0.774,-148.233,-1.332,1.332,1.927,-0.595,0.0,,0.0,-149.565,0.0,0.0,0.0,0.0,-149.565,0.0,0.0,0.0,-149.565,0.0,-149.565,0.0,0.0,-149.565,-148.791,0.774,178.735,-0.84,-0.84,-0.832467,178.735,-0.84,-0.84,-0.83567,
12/31/2009,33.889,,33.889,-3.647,3.647,30.242,0.0,-176.961,32.574,135.23,9.157,-146.719,-11.925,4.235,4.562,-0.327,,,7.69,-158.644,0.0,,,,-158.644,0.0,0.0,0.0,-158.644,0.0,-158.644,0.0,0.0,-158.644,-144.66845,13.97555,185.492,-0.86,-0.86,-0.779917,185.492,-0.86,-0.86,-0.784657,
03/31/2010,22.429,,22.429,-3.367,3.367,19.062,0.0,-179.344,35.552,143.012,0.78,-160.282,-4.989,3.5,3.955,-0.455,,,1.489,-165.271,0.0,,,,-165.271,0.0,0.0,0.0,-165.271,0.0,-165.271,0.0,0.0,-165.271,-163.52315,1.74785,198.935,-0.83,-0.83,-0.821993,198.935,-0.83,-0.83,-0.821993,
06/30/2010,31.622,0.0,31.622,-3.086,3.086,28.536,0.0,-198.109,40.915,155.082,2.112,-169.573,-30.433,3.199,3.683,-0.484,0.0,0.0,27.234,-200.006,0.0,0.0,0.0,0.0,-200.006,0.0,0.0,0.0,-200.006,0.0,-200.006,0.0,0.0,-200.006,-180.1919,19.8141,200.397,-1.0,-1.0,-0.899175,200.397,-1.0,-1.0,-0.901126,
09/30/2010,23.795,0.0,23.795,-3.228,3.228,20.567,0.0,-220.155,48.855,170.434,0.866,-199.588,-9.369,3.458,3.951,-0.493,0.0,0.0,5.911,-208.957,0.0,0.0,0.0,0.0,-208.957,0.0,0.0,0.0,-208.957,0.0,-208.957,0.0,0.0,-208.957,-204.24885,4.70815,200.887,-1.04,-1.04,-1.016735,200.887,-1.04,-1.04,-1.016735,
12/31/2010,65.524,0.0,65.524,-3.049,3.049,62.475,0.0,-229.109,62.478,168.888,-2.257,-166.634,-13.758,7.163,7.686,-0.523,,,6.595,-180.392,0.0,,,,-180.392,0.0,0.0,0.0,-180.392,0.0,-180.392,0.0,0.0,-180.392,-178.36225,2.02975,201.355,-0.9,-0.9,-0.88581,201.355,-0.9,-0.9,-0.88992,
