Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1994,1144.800049,-921.799988,223.000061,-77.099998,145.899994,-60.400002,0.0,11.4,96.899992,-40.799999,56.099998,0.0,0.0,56.099998,0.0,56.099998,,56.099993,,0.38,0.38,148.600006,,,,,
09/30/1994,1124.199951,-907.099976,217.099976,-80.400002,136.699997,-60.299999,0.0,9.4,85.799997,-34.700001,51.099998,0.0,0.0,51.099998,0.0,51.099998,,51.099997,,0.34,0.34,149.100006,,,,,
12/31/1994,1168.400024,-917.5,250.900024,-112.099998,138.800003,-66.099998,0.0,22.1,94.800005,-41.599998,53.200001,0.0,0.0,53.200001,0.0,53.200001,,53.200007,0.36,0.36,0.36,149.100006,0.36,0.36,0.36,149.100006,
03/31/1995,1232.099976,-969.700012,262.399963,-85.699997,176.699997,-60.799999,0.0,22.9,138.799997,-54.700001,84.099998,0.0,0.0,84.099998,0.0,84.099998,,84.099997,,0.56,0.56,149.199997,,,,,
06/30/1995,1283.300049,-1055.400024,227.900024,-66.900002,161.0,-62.599998,0.0,13.9,112.300001,-44.799999,67.5,0.0,0.0,67.5,0.0,67.5,,67.500002,,0.45,0.45,149.5,,,,,
09/30/1995,1133.699951,-902.299988,231.399963,-72.800003,158.600006,-57.900002,0.0,22.299999,123.000004,-49.400002,73.599998,0.0,0.0,73.599998,0.0,73.599998,,73.600002,,0.49,0.49,149.899994,,,,,
12/31/1995,1318.400024,-1081.199951,237.200073,-64.800003,172.399994,-60.200001,0.0,15.1,127.299993,-48.900002,78.400002,0.0,0.0,78.400002,0.0,78.400002,,78.399991,0.52,0.52,0.52,150.100006,0.52,0.52,0.52,150.100006,
03/31/1996,1691.900024,-1228.699951,463.200073,-250.0,213.199997,-58.299999,0.0,8.8,163.699998,-61.900002,101.800003,0.0,0.0,101.800003,0.0,101.800003,,101.799996,0.68,0.68,0.68,150.5,,,,,
06/30/1996,1436.099976,-1187.099976,249.0,-79.199997,169.800003,-55.799999,0.0,14.3,128.300004,-48.5,79.800003,0.0,0.0,79.800003,0.0,79.800003,,79.800004,0.53,0.53,0.53,150.800003,,,,,
09/30/1996,1832.0,-1586.900024,245.099976,-75.900002,169.199997,-57.099998,0.0,27.299999,139.399998,-51.099998,88.300003,0.0,-2.2,86.099998,0.0,86.099998,,86.099999,0.57,0.57,0.57,151.0,,,,,
12/31/1996,2556.100098,-1645.0,911.100098,-705.299988,205.800003,-54.200001,0.0,6.3,157.900002,-60.5,97.400002,-16.7,-4.0,76.699997,0.0,76.699997,,93.400002,0.62,0.62,0.51,151.100006,,,,,
03/31/1997,2643.0,-2129.5,513.5,-244.0,269.5,-50.5,0.0,14.5,233.5,-86.699997,146.800003,0.0,-10.5,136.300003,0.0,136.300003,8.0,144.300003,0.93,0.9,0.9,151.300003,,,,,
06/30/1997,,,,,,,,,,,,,,,,,,,0.57,,,,0.57,,,,
