Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Stock-Based Compensation,Other Non - Cash Adjusted,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2014,-6.364,82.926,4.72,14.898,-25.303,-85.147,11.659,48.185,-83.605,,-83.605,,-192.674,0.0,0.0,0.0,-96.305,,,,,,-96.369,-96.369,,,0.0,0.0,0.0,0.0,0.0,245.24,-4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-230.076,480.166,,46.202,94.334,22.168,
12/31/2014,-198.551,19.717,5.65,30.458,-157.306,-0.396,4.844,-161.754,-97.07,,-97.07,,-363.263,0.0,0.0,0.0,115.064,115.064,0.0,,,,-478.327,-478.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.216,-4.855,0.0,,,,,3.271,3.271,0.0,1348.226,4.574,,789.402,104.703,25.342,
03/31/2015,-19.181,47.699,5.689,16.618,35.445,0.0,6.14,29.305,-124.632,,-124.632,0.0,-1367.878,0.0,0.0,0.0,44.894,53.072,-8.178,,,,-1412.772,-1412.772,,,0.0,0.0,0.0,0.0,0.0,-97.099,-4.823,0.0,0.0,0.0,0.0,0.0,4.596,4.596,0.0,-96.872,0.0,,-1484.158,17.811,25.368,
06/30/2015,-64.707,91.016,7.482,15.558,-12.448,-76.874,5.07,59.356,-166.315,,-166.315,0.0,588.064,0.0,0.0,0.0,14.574,32.633,-18.059,,,,573.49,573.49,,,0.0,0.0,0.0,0.0,0.0,-120.116,-4.87,0.0,0.0,0.0,0.0,0.0,1.178,1.178,0.0,-116.32,-0.104,,403.241,73.661,27.421,
09/30/2015,-44.944,45.724,7.057,27.497,19.53,0.0,5.213,14.317,-144.752,,-144.752,0.0,-1495.418,0.0,0.0,0.0,7.692,31.517,-23.825,,,,-1484.905,-1484.905,0.0,0.0,0.0,0.0,0.0,0.0,-18.205,1543.296,-4.913,1303.491,,,,,0.319,0.319,0.0,244.399,0.0,0.0,2.934,79.642,27.128,
12/31/2015,37.629,89.845,5.282,30.382,-240.002,-58.484,5.175,-186.693,152.122,,152.122,0.0,427.723,0.0,0.0,0.0,14.043,28.093,-14.05,,,,417.914,417.914,0.0,0.0,0.0,0.0,0.0,0.0,-4.234,669.07,-4.989,-224.611,,,,,0.047,0.047,0.0,900.856,-2.233,0.0,1134.422,9.433,31.646,
03/31/2016,-49.912,65.915,6.666,32.602,45.093,0.0,6.216,38.877,-200.188,,-200.188,0.0,-1461.21,0.0,0.0,0.0,13.004,25.094,-12.09,,,,-1470.804,-1470.804,0.0,0.0,0.0,0.0,0.0,0.0,-3.41,33.383,-5.139,6.049,,,,,0.0,0.0,0.0,33.723,-1.25,0.0,-1477.739,56.077,32.766,
06/30/2016,-59.009,57.205,5.084,41.793,34.836,,6.332,28.504,-197.927,,-197.927,,-125.917,0.0,,0.0,13.018,24.29,-11.272,,,,-133.976,-133.976,,,0.0,0.0,0.0,0.0,-4.959,289.361,-5.243,-47.449,,,,,0.0,0.0,0.0,342.633,-0.58,,104.435,93.01,42.399,
09/30/2016,-32.912,56.965,10.216,41.784,42.824,0.0,5.402,37.422,-184.701,,-184.701,0.0,-1500.424,0.0,0.0,0.0,9.271,26.676,-17.405,,,,-1506.224,-1506.224,0.0,0.0,0.0,0.0,0.0,0.0,-3.471,1945.359,-5.316,889.209,,,,,0.0,0.0,0.0,1062.437,-0.971,0.0,412.023,52.045,44.647,
12/31/2016,-57.19,70.242,6.842,43.226,-194.361,-0.23,4.994,-199.125,16.861,,16.861,0.0,-221.312,0.0,0.0,0.0,12.53,27.53,-15.0,,,,-245.682,-245.682,0.0,0.0,0.0,0.0,0.0,0.0,11.84,768.094,-5.506,240.022,,,,,0.0,0.0,0.0,534.317,-0.739,0.0,489.592,70.503,50.042,
03/31/2017,-9.249,94.943,7.413,25.296,65.557,,9.425,56.132,-202.458,,-202.458,0.0,-1382.467,0.0,0.0,0.0,1.621,20.102,-18.481,,,,-1384.088,-1384.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.928,-5.575,668.11,,,,,0.0,0.0,0.0,-70.069,-1.538,0.0,-800.788,1.394,54.648,
06/30/2017,-100.381,70.617,8.134,50.215,56.071,,6.075,49.996,-285.418,,-285.418,,20.588,0.0,0.0,0.0,0.138,21.781,-21.643,,,,20.45,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.705,-3.974,33.567,,,,,-165.0,0.0,-165.0,424.256,-0.144,0.0,208.912,137.601,66.953,
09/30/2017,-17.391,76.371,8.45,54.93,48.329,,6.273,42.056,-205.471,,-205.471,0.0,-1450.606,0.0,0.0,0.0,6.883,22.328,-15.445,,,,-1457.489,-1457.489,,,0.0,0.0,0.0,0.0,0.0,1401.752,-3.028,165.462,,,,,0.0,0.0,0.0,1239.974,-0.656,,-66.245,76.34,69.887,
12/31/2017,-44.138,47.003,8.202,55.324,-155.369,,6.126,-161.495,0.702,,0.702,0.0,-347.665,0.0,0.0,0.0,2.221,24.979,-22.758,,,,-349.886,-349.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.589,-3.137,235.083,,,,,-1.057,0.0,-1.057,481.643,1.057,0.0,321.786,65.542,77.529,
03/31/2018,-14.158,126.254,9.381,53.931,52.395,,14.745,37.65,-256.119,,-256.119,0.0,-1540.966,0.0,0.0,0.0,22.455,22.455,0.0,0.0,0.0,0.0,-1563.421,-1563.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.682,-3.397,467.601,,,,,0.0,0.0,0.0,1011.541,-1.063,0.0,-80.442,0.904,94.737,
06/30/2018,-65.336,109.832,9.616,63.267,49.628,,5.516,44.112,-297.679,,-297.679,0.0,-48.016,0.0,0.0,0.0,63.868,66.782,-2.914,,,,-111.884,-111.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.067,-3.92,471.082,,,,,0.0,0.0,0.0,248.937,-0.032,0.0,602.715,106.479,113.135,
09/30/2018,-12.906,103.878,10.592,70.047,48.546,,5.567,42.979,-245.969,,-245.969,0.0,-1626.279,0.0,0.0,0.0,15.098,20.098,-5.0,,,,-1641.377,-1641.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.449,-4.124,313.039,,,,,0.0,0.0,0.0,1126.534,0.0,0.0,-203.736,48.691,119.926,
12/31/2018,-10.341,147.512,11.04,57.619,-83.949,,5.696,-89.645,-142.563,,-142.563,0.0,-39.602,0.0,0.0,0.0,15.259,23.221,-7.962,,,,-54.861,-54.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.126,-4.199,-249.335,,,,,0.0,0.0,0.0,1030.663,-0.003,,727.183,58.551,144.661,
03/31/2019,16.715,158.189,10.791,63.79,64.161,0.0,13.891,50.27,-280.216,,-280.216,0.0,-1193.677,0.0,0.0,0.0,-17.326,16.157,-33.483,,,,-1176.351,-1176.351,,,0.0,0.0,0.0,0.0,0.0,804.876,-17.488,190.175,,,,,-60.0,0.0,-60.0,693.254,-1.065,,-372.086,3.659,147.235,
06/30/2019,-79.759,150.277,11.28,93.375,27.592,,5.582,22.01,-362.283,,-362.283,0.0,150.228,0.0,0.0,0.0,-111.006,15.828,-126.834,,,,261.234,261.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.677,-17.135,384.654,,,,,-60.12,0.0,-60.12,1452.329,-0.051,0.0,1830.146,127.659,176.043,
09/30/2019,-14.357,128.458,12.971,99.526,37.463,0.0,5.368,32.095,-292.775,,-292.775,0.0,-1541.809,0.0,0.0,0.0,-113.784,31.771,-145.555,,,,-1428.025,-1428.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.665,-16.814,35.503,,,,,-37.477,0.0,-37.477,1429.453,0.0,0.0,-145.501,52.967,166.321,
12/31/2019,61.76,141.352,13.65,97.558,-112.003,0.0,5.759,-117.762,-78.797,,-78.797,0.0,278.544,0.0,0.0,0.0,-20.514,30.028,-50.542,,,,299.058,299.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.002,-16.514,-258.4,,,,,-9.604,0.0,-9.604,1670.52,0.0,,1726.306,16.654,176.419,
03/31/2020,144.414,362.173,22.425,61.258,-144.443,-237.744,13.61,79.691,-156.999,,-156.999,0.0,2118.222,0.0,0.0,0.0,-32.602,30.15,-62.752,,,,2150.824,2150.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-501.028,-16.059,63.216,,,,,-558.167,0.0,-558.167,13.165,-3.183,0.0,1761.608,0.74,151.017,
06/30/2020,-291.77,-85.211,15.497,351.887,-112.056,-2.532,7.399,-116.923,-461.887,,-461.887,0.0,-1041.201,0.0,,0.0,-1401.101,92.231,-1493.332,,,,342.978,342.978,,,0.0,0.0,0.0,0.0,16.922,-1130.455,-13.727,-260.506,,,,,0.0,0.0,0.0,-856.154,-0.068,,-2463.426,22.905,153.102,
