Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/03/1992,423.584015,,-370.026001,,53.558014,,-21.160999,,,,32.396999,-2.17,,2.17,,,,0.0,30.226999,-9.8,20.427,0.0,,,20.426999,,20.427,0.0,,20.427,20.427,,346.440002,0.05875,0.05875,,346.440002,0.05875,0.05875,0.05875,
12/31/1992,418.089996,,-359.457001,,58.632996,,-18.837,,,,39.796001,-2.548,,3.845,,0.0,,-1.297,37.248001,-12.1,25.148001,0.0,,,25.148001,0.0,25.148001,0.0,,25.148001,25.148001,,351.135986,0.0725,0.0725,,351.135986,0.0725,0.0725,0.0725,
04/03/1993,489.778992,,-433.708008,,56.070984,,-21.083,,,,34.987999,-2.743,,2.743,,0.0,,0.0,32.244999,-10.5,21.745001,0.0,,,21.744999,0.0,21.745001,0.0,,21.745001,21.745001,,347.175995,0.0625,0.0625,,347.175995,0.0625,0.0625,0.0625,
07/03/1993,564.932007,,-491.719208,,73.212799,,-23.056612,,,,50.155998,-3.339281,,3.339281,,0.0,,0.0,46.816717,-16.4,30.417,0.0,,,30.416718,0.0,30.417,0.0,,30.417,30.417,,347.572906,0.0875,0.0875,,347.572906,0.0875,0.0875,0.0875,
10/02/1993,587.280029,,-506.196991,,81.083038,,-24.732,,,,56.351002,-3.644,,3.644,,0.0,,0.0,52.707002,-17.9,34.806999,0.0,,,34.807002,0.0,34.806999,0.0,,34.806999,34.806999,,347.808014,0.1,0.1,,347.808014,0.1,0.1,0.1,
12/31/1993,611.74646,,-534.222778,,77.523682,,-18.711388,,,,58.812267,-3.471719,,4.589719,,0.0,,-1.118,55.340549,-18.799999,36.540001,0.0,,,36.540549,0.0,36.540001,0.0,,36.540001,36.540001,,347.984009,0.105,0.105,,347.984009,0.105,0.105,0.105,
03/31/1994,649.701233,,-567.309021,,82.392212,,-24.843,,,,57.549,-3.869,,3.869,,0.0,,0.0,53.68,-18.799999,34.880001,0.0,,,34.880001,0.0,34.880001,0.0,,34.880001,34.880001,,348.424011,0.1,0.1,,348.424011,0.1,0.1,0.1,
07/02/1994,740.101013,,-629.028015,,111.072998,,-30.514999,,,,80.557999,-4.178,,4.178,,0.0,,0.0,76.379999,-26.700001,49.68,0.0,,,49.679998,0.0,49.68,0.0,,49.68,49.68,,348.615997,0.1425,0.1425,,348.615997,0.1425,0.1425,0.1425,
10/01/1994,786.424988,,-647.794983,,138.630005,,-35.609001,,,,103.021004,-3.397,,3.397,,0.0,,0.0,99.624004,-35.099998,64.524002,0.0,,,64.524005,0.0,64.524002,0.0,,64.524002,64.524002,,348.731995,0.185,0.185,,348.731995,0.185,0.185,0.185,
12/31/1994,799.368774,,-647.627991,,151.740784,,-22.421,,,,129.320007,-2.071,,3.148,,0.0,,-1.077,127.249007,-49.700001,77.549004,0.0,,,77.549007,0.0,77.549004,0.0,,77.549004,77.549004,,348.884003,0.2225,0.2225,,348.884003,0.2225,0.2225,0.2225,
04/01/1995,841.734985,,-701.987,,139.747986,,-33.707001,,,,106.041,-1.233,,1.233,,0.0,,0.0,104.808,-37.5,67.307999,0.0,,,67.308,0.0,67.307999,0.0,,67.307999,67.307999,,349.455994,0.1925,0.1925,,349.455994,0.1925,0.1925,0.1925,
07/01/1995,880.151978,,-735.088013,,145.063965,,-35.819,,,,109.245003,-0.411,,0.411,,0.0,,0.0,108.834003,-38.900002,69.933998,0.0,,,69.934001,0.0,69.933998,0.0,,69.933998,69.933998,,349.687988,0.2,0.2,,349.687988,0.2,0.2,0.2,
09/30/1995,860.544983,,-729.947998,,130.596985,,-33.526001,,,,97.070999,0.932,,,,0.0,,-0.932,98.002999,-35.0,63.002998,0.0,,,63.002999,0.0,63.002998,0.0,,63.002998,63.002998,,349.820007,0.18,0.18,,349.820007,0.18,0.18,0.18,
12/31/1995,879.614014,,-733.14502,,146.468994,,-27.625,,,,118.844002,1.845,,7.633,,0.0,,-9.478,120.689002,-46.400002,74.289001,0.0,,,74.289,0.0,74.289001,0.0,,74.289001,74.289001,,347.104004,0.2125,0.2125,,347.104004,0.2125,0.2125,0.2125,
03/30/1996,876.112976,,-766.609009,,109.503967,,-28.981001,,,,80.523003,0.961,,,,0.0,,-0.961,81.484003,-28.9,52.584,0.0,,,52.584003,0.0,52.584,0.0,,52.584,52.584,,350.544006,0.15,0.15,0.15,350.544006,0.15,0.15,0.15,
06/29/1996,911.096985,,-793.335022,,117.761963,,-31.912001,,,,85.849998,-0.107,,0.107,,0.0,,0.0,85.742998,-30.5,55.243,0.0,,,55.242998,0.0,55.243,0.0,,55.243,55.243,,350.727997,0.1575,0.1575,0.1575,350.727997,0.1575,0.1575,0.1575,
09/28/1996,937.447998,,-814.987,,122.460999,,-32.540001,,,,89.920998,-0.234,,0.234,,0.0,,0.0,89.686998,-31.799999,57.887001,0.0,,,57.886998,0.0,57.887001,0.0,,57.887001,57.887001,,350.812012,0.165,0.165,0.165,350.812012,0.165,0.165,0.165,
12/31/1996,922.372009,,-764.22699,,158.145019,,-26.954,,,,131.190994,-0.336,,,,0.0,,0.336,130.854994,-48.400002,82.455002,0.0,,,82.454992,0.0,82.455002,0.0,,82.455002,82.455002,,350.799988,0.235,0.235,0.235,350.799988,0.235,0.235,0.235,
04/05/1997,1010.48999,,-874.090027,,136.399963,,-34.141998,,,,102.258003,-0.646,,,,0.0,,0.646,101.612003,-36.599998,65.012001,0.0,,,65.012005,0.0,65.012001,0.0,,65.012001,65.012001,,351.312012,0.185,0.185,0.185,351.515991,0.185,0.185,0.185,
07/05/1997,1035.090942,,-882.241028,,152.849915,,-38.091999,,,,114.758003,-0.763,,,,0.0,,0.763,113.995003,-41.0,72.995003,0.0,,,72.995003,0.0,72.995003,0.0,,72.995003,72.995003,,351.444,0.2075,0.2075,0.2075,351.444,0.2075,0.2075,0.2075,
10/04/1997,1101.620972,,-936.249023,,165.371948,,-40.542,,,,124.830002,0.154,,,,0.0,,-0.154,124.984002,-45.0,79.984001,0.0,,,79.984002,0.0,79.984001,0.0,,79.984001,79.984001,,351.575989,0.2275,0.2275,0.2275,351.575989,0.2275,0.2275,0.2275,
12/31/1997,1037.296021,,-886.361023,,150.934998,,-32.633999,,,,118.301003,1.29,,,,0.0,,-1.29,119.591003,-43.099998,76.490997,0.0,,,76.491005,0.0,76.490997,0.0,,76.490997,76.490997,,351.600008,0.2175,0.217499,0.2175,351.600008,0.2175,0.2175,0.2175,
04/04/1998,1138.862061,,-999.505981,,139.356079,,-38.868,,,,100.487999,1.35,,,,0.0,,-1.35,101.837999,-36.700001,65.138,0.0,,,65.137998,0.0,65.138,0.0,,65.138,65.138,,352.079987,0.185,0.185,0.185,352.14801,0.185,0.185,0.185,
07/04/1998,1128.349976,,-976.304016,,152.045959,,-40.082001,,,,111.963997,0.762,,,,0.0,,-0.762,112.725997,-40.5,72.225998,0.0,,,72.225997,0.0,72.225998,0.0,,72.225998,72.225998,,352.256012,0.205,0.205,0.205,352.256012,0.205,0.205,0.205,
10/03/1998,1010.960999,,-869.453003,,141.507996,,-40.632,,,,100.875999,0.95,,,,0.0,,-0.95,101.825999,-36.700001,65.125999,0.0,,,65.125999,0.0,65.125999,0.0,,65.125999,65.125999,,351.660004,0.185,0.185,0.185,351.660004,0.185,0.185,0.185,
12/31/1998,873.059021,,-746.52002,,126.539001,,-28.391001,,,,98.148003,0.771,,,,0.0,,-0.771,98.919003,-37.700001,61.219002,0.0,,,61.219002,0.0,61.219002,0.0,,61.219002,61.219002,,349.760008,0.175,0.175,0.175,349.760008,0.175,0.175,0.175,
04/03/1999,893.823,,-818.907,,74.916,,-31.387,,,,43.529,0.444,-0.443637,,,0.0,,-0.000363,43.973,-15.8,28.173,0.0,,,28.173,0.0,28.173,0.0,,28.173,28.173,,349.236,0.08,0.08,0.08,349.328,0.08,0.08,0.08,
07/03/1999,997.166,,-884.369,,112.797,,-33.666,,,,79.131,0.016,-0.015747,,,0.0,,-0.000253,79.147,-28.5,50.647,0.0,,,50.647,0.0,50.647,0.0,,50.647,50.647,,349.152,0.145,0.145,0.145,349.38,0.145,0.145,0.145,
10/02/1999,1026.688,,-876.328,,150.36,,-45.643,,,,104.717,1.745,-1.745072,,,0.0,,7.2e-05,106.462,-38.3,68.162,0.0,,,68.162,0.0,68.162,0.0,,68.162,68.162,,349.156,0.195,0.195,0.195,349.292,0.195,0.195,0.195,
12/31/1999,1091.669,,-900.875,,190.794,,-44.078,,,,146.716,2.891,,,,0.0,,-2.891,149.607,-52.0,97.607,0.0,,,97.607,0.0,97.607,0.0,,97.607,97.607,,348.392,0.28,0.28,0.28,348.392,0.28,0.28,0.28,
04/01/2000,1199.635,,-1031.75,,167.885,,-44.315,,,,123.57,2.72,-2.720474,,,0.0,,0.000474,126.29,-44.8,81.49,0.0,,,81.49,0.0,81.49,0.0,0.0,81.49,81.49,,346.288,0.235,0.235,0.235,346.492,0.235,0.235,0.235,
07/01/2000,1213.945,,-1037.071,,176.874,,-49.192,,,,127.682,-0.878,0.878166,,,0.0,,-0.000166,126.804,-45.0,81.804,0.0,,,81.804,0.0,81.804,0.0,0.0,81.804,81.804,,332.608,0.245,0.245,0.245,332.64,0.245,0.245,0.245,
09/30/2000,1163.088,,-1008.734,,154.354,,-47.951,,,,106.403,-1.209,1.208757,,,0.0,,0.000243,105.194,-37.4,67.794,0.0,,,67.794,0.0,67.794,0.0,0.0,67.794,67.794,,318.744,0.2125,0.2125,0.2125,318.744,0.2125,0.2125,0.2125,
12/31/2000,1009.478,,-847.923,,161.555,,-41.717,,,,119.838,0.182,,,,0.0,,-0.182,120.02,-40.2,79.82,0.0,,,79.82,0.0,79.82,0.0,0.0,79.82,79.82,,310.528,0.2575,0.2575,0.2575,310.528,0.2575,0.2575,0.2575,
03/31/2001,1028.018,,-943.772,,84.246,,-34.68,,,,49.566,0.773,-0.773544,,,0.0,,0.000544,50.339,-17.6,32.739,0.0,,,32.739,0.0,32.739,0.0,0.0,32.739,32.739,,310.348,0.105,0.105,0.105,310.348,0.105,0.105,0.105,
06/30/2001,1078.575,,-978.563,,100.012,,-45.54,,,,54.472,-3.179,3.178618,,,0.0,,0.000382,51.293,-18.0,33.293,0.0,,,33.293,0.0,33.293,0.0,0.0,33.293,33.293,,310.7,0.1075,0.1075,0.1075,310.7,0.1075,0.1075,0.1075,
09/29/2001,1053.088039,,-978.176197,,74.911842,0.0,-41.575307,41.575307,,0.0,33.336535,-1.973258,1.973258,,,,,0.0,31.363277,-10.9,20.463277,,,,20.463277,,20.463277,0.0,0.0,20.463277,20.463277,,311.099152,0.065,0.065,0.065,311.381672,0.065,0.065,0.065,
12/31/2001,1174.025715,,-1013.767174,,160.258541,0.0,-28.870181,,,,131.38836,-85.014469,2.146725,2.146725,,0.0,,82.867744,46.373891,-19.908,26.46573,0.0,,,26.465891,,26.46573,0.0,0.0,26.46573,26.46573,,311.17816,0.08505,0.08505,0.08505,312.102232,0.084798,0.084798,0.084798,
03/30/2002,1080.636981,,-979.737617,,100.899364,0.0,-37.273774,37.273774,,0.0,63.62559,-32.662295,2.912045,,,,,29.75025,30.963295,-10.701,20.262295,,,,20.262295,,20.262295,0.0,0.0,20.262295,20.262295,,311.671456,0.065,0.065,0.065,312.515096,0.065,0.065,0.065,
06/29/2002,1198.032206,,-1069.64586,,128.386346,0.0,-41.20652,41.20652,,0.0,87.179826,2.427476,3.003764,,,,,-5.43124,89.607302,-29.859,59.748302,,,,59.748302,,59.748302,0.0,0.0,59.748302,59.748302,,312.339516,0.1925,0.1925,0.1925,313.433744,0.19,0.19,0.19,
09/28/2002,1228.529423,,-1106.599016,,121.930407,0.0,-47.673315,47.673315,,0.0,74.257092,-14.665292,2.660282,,,,,12.00501,59.5918,-20.413,39.1788,,,,39.1788,,39.1788,0.0,0.0,39.1788,39.1788,,312.688252,0.125,0.125,0.125,313.230068,0.125,0.125,0.125,
12/31/2002,1466.294537,,-1295.61833,,170.676207,,-49.435347,,,,121.24086,-73.177242,5.709934,5.709934,,0.0,,67.467308,48.063618,-5.173,30.886015,0.0,,,42.890618,12.005,42.891015,0.0,0.0,42.891015,42.891015,,312.704,0.1375,0.1375,0.135,312.808,0.1375,0.0985,0.135,
04/05/2003,1480.270996,,-1406.425049,,73.845947,,-40.191002,,,,33.654999,-4.766,,7.067,,0.0,,-2.301,28.888999,-4.868,24.021,0.0,,,24.020999,-6.239,17.782,0.0,0.0,17.782,17.782,,312.727996,0.0575,0.0575,0.0525,312.787996,0.0575,0.0575,0.0525,
07/05/2003,1520.461,,-1454.146,,66.315,,-45.938,,,,20.377,-6.547,6.547,6.547,,0.0,,0.0,13.83,-1.059,12.771,0.0,,,12.771,-4.346,8.425,0.0,0.0,8.425,8.425,,312.772,0.0275,0.0275,0.0275,313.264,0.0275,0.0275,0.0275,
10/04/2003,1604.011,,-1532.857,,71.154,,-44.497,,,,26.657,-1.535,6.369,6.369,,0.0,,-4.834,25.122,-2.902,22.22,0.0,,,22.22,-6.198,16.022,0.0,0.0,16.022,16.022,,312.976,0.05,0.05,0.0375,313.492,0.05,0.05,0.0375,
12/31/2003,1661.080471,,-1603.11915,,57.961321,,-34.743033,,,,23.218234,-2.11909,2.11909,2.11909,,0.0,,5.279549,15.819595,4.733,3.769223,0.0,,,20.552595,16.783,20.552223,0.0,0.0,20.552223,20.552223,27.046725,313.812,0.065,0.065,0.0525,314.648,0.065,0.065,0.0525,
04/03/2004,2286.416,,-2016.369,,270.047,,-77.399,,,,192.648,-15.864,6.662,,,,,9.202,176.784,-63.546,113.238,,,,113.238,,113.238,0.0,0.0,113.238,113.238,,314.992,0.36,0.36,0.36,316.744,0.3575,0.3575,0.3575,
07/03/2004,2761.822,,-2233.916,,527.906,0.0,-110.006,110.006,,0.0,417.9,-21.604,6.116,,,,,15.488,396.296,-144.854,251.442,,,,251.442,,251.442,0.0,0.0,251.442,251.442,,316.024,0.795,0.795,0.795,317.744,0.7925,0.7925,0.7925,
10/02/2004,3239.592,,-2433.518,,806.074,0.0,-131.573,131.573,,0.0,674.501,-39.114,5.053,,,,,34.061,635.387,-220.0,415.387,,,,415.387,,415.387,0.0,0.0,415.387,415.387,,317.592,1.307926,1.307926,1.307926,320.458,1.296229,1.296229,1.296229,
12/31/2004,3088.998047,,-2445.062012,,643.936035,,-96.052002,,,,547.877014,-4.521,,4.521,,0.0,,0.0,543.356014,-181.391006,361.964996,0.0,,,361.965008,-20.547001,341.417999,0.0,-0.007,341.410999,341.410999,,318.536011,1.07,1.07,1.07,321.553986,1.06,1.06,1.06,
04/02/2005,3322.621,,-2620.628,,701.993,,-125.429,,,,576.564,5.067,4.133,,,0.0,,-9.2,581.631,-195.8,385.831,0.0,,,385.831,-31.165,354.666,0.0,0.0,354.666,354.666,,319.416,1.11,1.11,1.09,322.492,1.1,1.1,1.08,
07/02/2005,3145.003,,-2520.092,,624.911,,-102.619,,,,522.292,-2.341,2.341,,,0.0,,0.0,519.951,-176.729,343.222,0.0,,,343.222,-20.515,322.707,0.0,0.0,322.707,322.707,,316.0,1.02,1.02,1.02,318.634,1.015,1.015,1.015,
10/01/2005,3025.911,,-2445.676,,580.235,0.0,-107.73,107.73,,0.0,472.505,-25.837,0.922,9.122,-8.2,0.0,,24.915,446.668,-154.791,291.877,0.0,,,291.877,,291.877,0.0,0.0,291.877,291.877,,311.665,0.94,0.94,0.94,314.471,0.93,0.93,0.93,
12/31/2005,3207.464,,-2509.4,,698.064,,-147.382,,,,550.682,3.195,,3.279,-24.2,0.0,,17.726,553.877,-178.764,375.113,0.0,,,375.113,-34.079,341.034,0.0,0.0,341.034,341.034,,309.882,1.1,1.1,1.1,312.866,1.09,1.09,1.09,
04/01/2006,3545.097,,-2778.171,,766.926,,-143.2,,,,623.726,5.732,-5.732,9.726,-15.458,,,0.0,629.458,-209.569,419.889,0.0,,,419.889,-39.858,380.031,0.0,0.0,380.031,380.031,,310.626,1.22,1.22,1.22,313.748,1.21,1.21,1.21,
07/01/2006,3806.35,,-2929.795,,876.555,,-146.602,,,,729.953,9.588,-9.588,10.204,-19.792,,,0.0,739.541,-240.48,499.061,,,,499.061,-49.05,450.011,,,450.011,450.011,,310.243,1.45,1.45,1.45,312.955,1.44,1.44,1.44,
09/30/2006,3931.233,,-2920.782,,1010.451,,-160.464,,,,849.987,10.433,-10.433,10.166,-20.599,0.0,,0.0,860.42,-280.124,580.296,0.0,,,580.296,-58.66,521.636,0.0,,521.636,521.636,,304.835,1.71,1.71,1.71,307.553,1.7,1.7,1.7,
12/31/2006,3468.59,,-2655.858,,812.732,0.0,-142.207,142.207,,0.0,670.525,-59.941,-11.612,,,0.0,,71.553,610.584,-205.48,405.104,0.0,,,405.104,,405.104,0.0,0.0,405.104,405.104,,300.741,1.35,1.35,1.35,303.405,1.34,1.34,1.34,
03/31/2007,3768.885,,-2991.598,,777.287,,-136.21,,,,641.077,9.162,-9.162,10.491,-19.653,,,0.0,650.239,-208.638,441.601,0.0,,,441.601,-60.572,381.029,0.0,0.0,381.029,381.029,,301.034,1.27,1.27,1.27,303.482,1.26,1.26,1.26,
06/30/2007,4168.11,,-3403.905,,764.205,,-148.925,,,,615.28,-4.979,4.979,15.701,-10.722,,,0.0,610.301,-187.864,422.437,0.0,,,422.437,-77.587,344.85,0.0,0.0,344.85,344.85,,301.302,1.14,1.14,1.14,303.33,1.14,1.14,1.14,
09/29/2007,4259.221,,-3449.26,,809.961,,-145.47,,,,664.491,-3.576,3.576,10.452,-6.876,0.0,,0.0,660.915,-203.199,457.716,0.0,,,457.716,-76.494,381.222,0.0,,381.222,381.222,,293.096,1.3,1.3,1.3,295.019,1.29,1.29,1.29,
03/29/2008,4974.269,,-4071.592,,902.677,0.0,-169.714,169.714,,0.0,732.963,-18.345,18.345,29.784,-11.439,,,0.0,714.618,-213.093,501.525,0.0,,,501.525,-91.771,409.754,0.0,0.0,409.754,409.754,,288.208,1.42,1.42,1.42,290.201,1.41,1.41,1.41,
06/28/2008,7090.599,,-5879.655,,1210.944,,-220.172,,,,990.772,-26.734,26.734,34.288,-7.554,0.0,,0.0,964.038,-295.348,668.69,0.0,,,668.69,-87.936,580.754,0.0,0.0,580.754,580.754,,298.262,1.95,1.95,1.95,299.842,1.94,1.94,1.94,
09/27/2008,7447.52,,-5990.407,,1457.113,,-215.755,,,,1241.358,-23.03,23.03,36.996,-13.966,0.0,,0.0,1218.328,-407.525,810.803,0.0,,,810.803,-76.213,734.59,0.0,0.0,734.59,734.59,,316.713,2.32,2.32,2.32,318.168,2.31,2.31,2.31,
12/31/2008,4150.936,,-3670.629,,480.307,,-145.343,,,,334.964,-127.557,,33.486,-11.112,0.0,,105.183,207.407,-43.514,163.893,0.0,,,163.893,-58.001,105.892,0.0,0.0,105.892,105.892,105.183,314.13,0.34,0.34,0.63,315.4,0.34,0.34,0.63,
04/04/2009,2654.319,2654.319,-2778.324,2778.324,-124.005,0.0,-87.379,87.379,,0.0,-211.384,-70.362,32.365,39.682,-7.317,,37.997,0.0,-281.746,91.221,-190.525,0.0,0.0,0.0,-190.525,0.88,-189.645,0.0,-0.000369,-189.645369,-189.645369,0.0,314.319,-0.6,-0.6,-0.6,314.319,-0.6,-0.6,-0.6,
07/04/2009,2478.028,2478.028,-2539.904,2539.904,-61.876,0.0,-85.124,85.124,,0.0,-147.0,-53.758,31.957,35.477,-3.52,,21.801,0.0,-200.758,72.989,-127.769,0.0,0.0,0.0,-127.769,-5.568,-133.337,0.0,0.0,-133.337,-133.337,0.0,314.752,-0.43,-0.43,-0.43,314.752,-0.43,-0.43,-0.43,
10/03/2009,3120.005,3120.005,-3000.851,3000.851,119.154,0.0,-96.28,96.28,,0.0,22.874,-44.358,34.725,37.168,-2.443,,9.633,0.0,-21.484,16.173,-5.311,0.0,0.0,0.0,-5.311,-24.227,-29.538,0.0,0.0,-29.538,-29.538,0.0,315.173,-0.1,-0.1,-0.1,315.173,-0.1,-0.1,-0.1,
12/31/2009,2937.944,2937.944,-2716.824,2716.824,221.12,0.0,-82.495,79.695,,2.8,138.625,-48.615,35.705,37.595,-1.89,0.0,12.91,0.0,90.01,-3.583,86.427,0.0,0.0,0.0,86.427,-27.52,58.907,0.0,0.0,58.907,60.727,1.82,315.274,0.19,0.19,0.192617,315.74,0.18,0.18,0.185764,
04/03/2010,3654.842,3654.842,-3442.047,3442.047,212.795,0.0,-92.594,92.594,,0.0,120.201,-56.165,37.788,39.335,-1.547,,18.377,0.0,64.036,-22.842,41.194,0.0,0.0,0.0,41.194,-10.23,30.964,0.0,0.0,30.964,30.964,0.0,315.461,0.1,0.1,0.1,316.228,0.1,0.1,0.1,
07/03/2010,4195.966,4195.966,-3887.929,3887.929,308.037,0.0,-107.77,107.77,,0.0,200.267,-44.694,37.322,38.77,-1.448,,7.372,0.0,155.573,-49.355,106.218,0.0,0.0,0.0,106.218,-15.226,90.992,0.0,0.0,90.992,90.992,0.0,315.849,0.29,0.29,0.29,316.472,0.29,0.29,0.29,
10/02/2010,4140.069,4140.069,-3949.779,3949.779,190.29,0.0,-88.866,88.866,,0.0,101.424,-43.418,37.686,39.618,-1.932,,5.732,0.0,58.006,-7.982,50.024,0.0,0.0,0.0,50.024,-26.529,23.495,0.0,0.0,23.495,23.495,0.0,316.223,0.07,0.07,0.07,316.756,0.07,0.07,0.07,
12/31/2010,3853.75,3853.75,-3721.207,3721.207,132.543,0.0,-102.145,102.145,,0.0,30.398,-40.898,40.297,,,,0.601,0.0,-10.5,19.387,8.887,0.0,0.0,0.0,8.887,-20.246,-11.359,0.0,0.0,-11.359,-11.359,0.0,316.329,-0.04,-0.04,-0.04,316.329,-0.04,-0.04,-0.04,
04/02/2011,4833.934,4833.934,-4410.199,4410.199,423.735,0.0,-110.704,110.704,,0.0,313.031,-46.776,42.566,45.633,-3.067,,4.21,0.0,266.255,-85.133,181.122,0.0,0.0,0.0,181.122,-21.281,159.841,0.0,0.0,159.841,159.841,0.0,316.595,0.5,0.5,0.5,316.874,0.5,0.5,0.5,
07/02/2011,5107.809,5107.809,-4458.359,4458.359,649.45,0.0,-130.246,130.246,,0.0,519.204,-41.917,43.184,46.159,-2.975,,-1.267,0.0,477.287,-155.709,321.578,0.0,0.0,0.0,321.578,-21.805,299.773,0.0,0.0,299.773,299.773,0.0,316.811,0.94,0.94,0.94,317.022,0.94,0.94,0.94,
10/01/2011,5252.144,5252.144,-4794.014,4794.014,458.13,0.0,-122.475,108.532,,13.943,335.655,-51.44,40.193,44.484,-4.291,,11.247,0.0,284.215,-84.104,200.111,0.0,0.0,0.0,200.111,-18.593,181.518,0.0,0.0,181.518,190.58095,9.06295,317.194,0.57,0.57,0.600834,317.287,0.57,0.57,0.598564,
12/31/2011,4829.677,4829.677,-4479.572,4479.572,350.105,0.0,-90.046,90.046,,0.0,260.059,-36.004,40.151,42.536,-2.385,,-4.147,0.0,224.055,-65.882,158.173,0.0,0.0,0.0,158.173,-21.117,137.056,0.0,0.0,137.056,137.056,0.0,317.393,0.431818,0.431818,0.431818,317.464,0.431721,0.431721,0.431721,
