Date,P/E,Average,High,Low,P/Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
06/30/1997,14.396552,11.654535,12.248786,11.517625,1.754184,1.179491,,104.375,18689.075089,0.328011,158467.075089,9.520401,12.232117,
09/30/1997,14.401141,12.332814,12.721447,12.25976,1.8512,1.215886,,113.625,20248.428904,0.364666,173614.428904,9.948681,12.714349,
12/31/1997,15.720752,12.75695,12.868507,12.647686,1.858253,1.185728,,112.875,19901.89346,0.338013,156362.89346,8.85357,,
03/31/1998,19.353386,,,,2.191944,1.347202,,134.3125,23898.761146,0.395839,173162.761146,9.457795,,
06/30/1998,16.60461,,,,1.87625,1.139987,,117.0625,20680.027682,0.362642,182555.027682,9.699024,,
09/30/1998,14.925044,,,,1.367689,0.837955,4.08932,84.625,14805.228716,0.272395,178869.228716,9.692708,,
12/31/1998,20.126916,,,,1.739999,1.049225,1.167053,105.0625,18386.567529,0.334131,155114.567529,8.505021,,
03/31/1999,19.187403,,,,1.993416,1.238169,3.148131,123.375,21799.993143,0.383776,167643.993143,9.224386,,
06/30/1999,20.100143,,,,2.225311,1.445768,3.759306,140.5,24720.974571,0.446751,174042.974571,9.827384,,
09/30/1999,13.238702,,,,1.765967,1.168988,1.948642,114.25,19980.153873,0.409237,159858.153873,8.977265,,
12/31/1999,12.19894,11.78155,11.78155,11.78155,1.942059,1.267302,,126.625,20867.419754,0.460456,161744.419754,8.950496,11.689269,
03/31/2000,12.267225,11.672748,12.904278,11.444372,1.958975,1.254579,,131.75,21409.638355,0.45231,183712.638355,9.863236,12.883074,
06/30/2000,9.903327,12.83397,13.019844,11.402402,1.592256,0.981359,3.712447,110.125,17605.573988,0.378525,166556.573988,8.501254,11.383813,
09/30/2000,13.999571,11.805061,13.34714,11.45996,2.316509,1.364106,,163.375,26102.424448,0.649573,201247.424448,9.780212,13.355062,
