Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,2070.442,2070.442,-1184.342,1184.342,886.1,0.0,-760.106,753.957,,6.149,125.994,3.549,,9.623,,-1.74,-7.142,-4.29,129.543,-114.991,14.552,0.0,0.0,0.0,14.552,0.0,14.552,,-0.015,14.537,18.1224,3.5854,102.066634,0.14,0.14,0.177555,104.230372,0.14,0.14,0.174399,
03/31/2012,2136.344,2136.344,-1226.505,1226.505,909.839,0.0,-762.716,757.679,,5.037,147.123,-4.808,,10.337,,-0.542,-5.078,0.091,142.315,-42.099,100.216,0.0,0.0,0.0,100.216,0.0,100.216,,-0.782,99.434,99.35535,-0.07865,102.070349,0.97,0.97,0.973401,104.458088,0.95,0.95,0.949247,
06/30/2012,2573.022,2573.022,-1422.425,1422.425,1150.597,0.0,-813.293,810.207,,3.086,337.304,-9.501,,10.23,,-0.625,1.374,-1.478,327.803,-99.99,227.813,0.0,0.0,0.0,227.813,0.0,227.813,,-1.908,225.905,225.3759,-0.5291,101.446643,2.23,2.23,2.22162,104.003128,2.17,2.17,2.164913,
09/30/2012,2603.226,2603.226,-1452.944,1452.944,1150.282,0.0,-800.909,799.786,,1.123,349.373,-6.375,,10.358,,-0.793,-2.604,-0.586,342.998,-108.045,234.953,0.0,0.0,0.0,234.953,0.0,234.953,,-1.922,233.031,233.4561,0.4251,101.525658,2.29,2.29,2.299479,104.01932,2.24,2.24,2.244087,
12/31/2012,2221.87,2221.87,-1226.362,1226.362,995.508,0.0,-892.064,891.976,,0.088,103.444,-9.251,,11.863,,-0.953,3.237,-4.896,94.193,-26.141,68.052,0.0,0.0,0.0,68.052,0.0,68.052,0.0,-0.46,67.592,72.67565,5.08365,101.816954,0.66,0.66,0.713787,104.133772,0.65,0.65,0.698818,
03/31/2013,2167.168,2167.168,-1204.317,1204.317,962.851,0.0,-782.626,778.679,,3.947,180.225,-11.841,,15.311,,-0.749,2.748,-5.469,168.384,-52.199,116.185,0.0,0.0,0.0,116.185,0.0,116.185,,-0.639,115.546,117.8184,2.2724,101.961059,1.13,1.13,1.155524,104.256263,1.11,1.11,1.131796,
06/30/2013,2713.889,2713.889,-1480.31,1480.31,1233.579,0.0,-837.609,837.124,,0.485,395.97,-15.086,,15.069,,-0.698,3.196,-2.481,380.884,-123.597,257.287,0.0,0.0,0.0,257.287,0.0,257.287,,-1.639,255.648,263.28555,7.63755,101.665737,2.51,2.51,2.589718,103.89678,2.46,2.46,2.533511,
09/30/2013,2847.417,2847.417,-1551.459,1551.459,1295.958,0.0,-890.524,889.69,,0.834,405.434,-17.972,,15.394,,-0.916,2.594,0.9,387.462,-124.496,262.966,0.0,0.0,0.0,262.966,0.0,262.966,,-1.7,261.266,275.08775,13.82175,100.460185,2.6,2.6,2.738276,102.622514,2.55,2.55,2.684685,
12/31/2013,2457.058,2457.058,-1332.88,1332.88,1124.178,0.0,-959.441,962.188,,-2.747,164.737,-15.509,,16.94,,-0.879,-0.869,0.317,149.228,-33.105,116.123,0.0,0.0,0.0,116.123,0.0,116.123,0.0,-0.618,115.505,117.05785,1.55285,99.503068,1.16,1.16,1.176425,101.704955,1.14,1.14,1.155268,
03/31/2014,2366.556,2366.556,-1300.655,1300.655,1065.901,0.0,-883.516,884.088,,-0.572,182.385,-16.308,,16.394,,-0.589,2.858,-2.355,166.077,-50.62,115.457,0.0,0.0,0.0,115.457,0.0,115.457,0.0,0.523,115.98,115.8903,-0.0897,98.83321,1.16,1.16,1.172585,100.858881,1.14,1.14,1.139111,
06/30/2014,3042.995,3042.995,-1633.342,1633.342,1409.653,0.0,-969.953,969.183,,0.77,439.7,-10.47,,16.374,,-0.757,-1.83,-3.317,429.23,-137.783,291.447,0.0,0.0,0.0,291.447,0.0,291.447,0.0,-1.722,289.725,290.05715,0.33215,96.599869,3.0,3.0,3.002666,98.541909,2.94,2.94,2.943371,
09/30/2014,3150.57,3150.57,-1679.615,1679.615,1470.955,0.0,-996.239,984.366,,11.873,474.716,-0.668,,16.025,,-0.764,-0.481,-14.112,474.048,-147.808,326.24,0.0,0.0,0.0,326.24,0.0,326.24,0.0,-1.992,324.248,316.5325,-7.7155,94.800191,3.42,3.42,3.338944,96.714043,3.35,3.35,3.270224,
12/31/2014,2569.412,2569.412,-1351.437,1351.437,1217.975,0.0,-1010.74,985.329,,25.411,207.235,-18.364,,15.412,,-0.885,3.056,0.781,188.871,-56.128,132.743,0.0,0.0,0.0,132.743,0.0,132.743,0.0,-0.655,132.088,132.34735,0.25935,94.527134,1.4,1.4,1.400099,96.441049,1.37,1.37,1.372689,
03/31/2015,2450.284,2450.284,-1317.835,1317.835,1132.449,0.0,-927.524,929.197,,-1.673,204.925,-11.684,,12.351,,-0.422,1.138,-1.383,193.241,-61.837,131.404,0.0,0.0,0.0,131.404,0.0,131.404,0.0,0.0,131.404,129.63405,-1.76995,92.740059,1.42,1.42,1.397822,95.278725,1.38,1.38,1.361423,
06/30/2015,3132.139,3132.139,-1602.153,1602.153,1529.986,0.0,-1009.195,999.224,,9.971,520.791,-13.009,,12.885,,-0.553,1.722,-1.045,507.782,-157.845,349.937,0.0,0.0,0.0,349.937,0.0,349.937,0.0,0.0,349.937,387.423473,37.486473,92.260367,3.79,3.79,4.199241,94.592057,3.7,3.7,4.096296,
09/30/2015,3152.285,3152.285,-1577.733,1577.733,1574.552,0.0,-1002.742,993.625,,9.117,571.81,-21.088,,16.995,,0.032,4.1,-0.039,550.722,-176.231,374.491,0.0,0.0,0.0,374.491,0.0,374.491,0.0,0.0,374.491,375.78385,1.29285,92.196458,4.06,4.06,4.075903,94.433075,3.97,3.97,3.983691,
12/31/2015,2604.596,2604.596,-1282.357,1282.357,1322.239,0.0,-1004.325,991.472,,12.853,317.914,-20.693,,19.56,,-0.456,2.215,-0.626,297.221,-99.204,198.017,0.0,0.0,0.0,198.017,0.0,198.017,0.0,-0.779,197.238,197.5435,0.3055,91.591944,2.16,2.16,2.156778,93.727452,2.11,2.11,2.113259,
03/31/2016,2574.024,2574.024,-1312.279,1312.279,1261.745,0.0,-1019.909,1002.355,,17.554,241.836,-25.471,,25.732,,-0.487,1.69,-1.464,216.365,-51.489,164.876,0.0,0.0,0.0,164.876,0.0,164.876,0.0,0.0,164.876,198.873487,33.997487,91.47586,1.8,1.8,2.174054,94.114114,1.75,1.75,2.111237,
06/30/2016,3219.525,3219.525,-1583.624,1583.624,1635.901,0.0,-1056.813,1048.496,,8.317,579.088,-39.874,,40.878,,-0.952,1.819,-1.871,539.214,-161.15,378.064,0.0,0.0,0.0,378.064,0.0,378.064,0.0,0.0,378.064,393.35806,15.29406,91.788734,4.12,4.12,4.285472,94.669751,3.99,3.99,4.151552,
09/30/2016,3279.462,3279.462,-1643.173,1643.173,1636.289,0.0,-1058.941,1058.128,,0.813,577.348,-41.728,,44.1,,-1.647,3.779,-4.504,535.62,-148.887,386.733,0.0,0.0,0.0,386.733,0.0,386.733,0.0,0.0,386.733,409.562734,22.829734,91.992854,4.2,4.2,4.452115,94.771807,4.08,4.08,4.320892,
12/31/2016,2782.591,2782.591,-1395.16,1395.16,1387.431,0.0,-1053.165,1025.805,,27.36,334.266,-30.232,,43.378,,-1.874,0.047,-11.319,304.034,-101.004,203.03,0.0,0.0,0.0,203.03,0.0,203.03,0.0,0.0,203.03,236.645387,33.615387,84.090842,2.41,2.41,2.81,84.090842,2.41,2.41,2.81,
03/31/2017,2761.387,2761.387,-1418.247,1418.247,1343.14,0.0,-1016.487,1016.211,,0.276,326.653,-20.048,,25.695,,-1.28,-3.586,-0.781,306.605,-67.453,239.152,0.0,0.0,0.0,239.152,0.0,239.152,0.0,0.0,239.152,246.894749,7.742749,92.550559,2.58,2.58,2.667674,94.541859,2.53,2.53,2.611898,
06/30/2017,3735.817,3735.817,-2001.2,2001.2,1734.617,0.0,-1184.472,1153.779,,30.693,550.145,-41.142,,56.729,,-3.091,0.976,-13.472,509.003,-148.352,360.651,41.54,41.54,0.0,319.111,0.0,319.111,0.0,0.0,319.111,390.295341,29.644341,92.841148,3.44,3.89,4.203905,94.968636,3.36,3.8,4.112149,
09/30/2017,4507.02,4507.02,-2605.193,2605.193,1901.827,0.0,-1395.222,1307.402,,87.82,506.605,-78.883,,91.593,,-2.448,0.571,-10.833,427.722,-111.116,316.606,0.0,0.0,0.0,316.606,0.0,316.606,0.0,0.0,316.606,341.31195,24.70595,92.988118,3.4,3.4,3.67049,95.207884,3.33,3.33,3.589495,
12/31/2017,3979.564,3979.564,-2180.825,2180.825,1798.739,0.0,-1428.319,1323.627,0.0,104.692,370.42,-85.531,,89.454,,-1.752,2.489,-4.66,284.889,612.504,897.393,0.0,0.0,0.0,897.393,0.0,897.393,0.0,0.0,897.393,313.044973,-584.348027,93.254726,9.62,9.62,3.356881,95.557692,9.39,9.39,3.274867,
03/31/2018,3965.006,3965.006,-2278.159,2278.159,1686.847,0.0,-1302.604,1214.565,,88.039,384.243,-80.657,,91.547,,-1.618,-2.462,-6.81,303.586,-53.459,250.127,0.0,0.0,0.0,250.127,0.0,250.127,0.0,0.0,250.127,343.257944,93.130944,93.339564,2.68,2.68,3.677518,95.546152,2.62,2.62,3.594722,
06/30/2018,4773.796,4773.796,-2735.168,2735.168,2038.628,0.0,-1408.733,1307.861,,100.872,629.895,-91.809,,93.507,,-0.559,5.626,-6.765,538.086,-134.482,403.604,0.0,0.0,0.0,403.604,0.0,403.604,0.0,0.0,403.604,541.62496,138.02096,92.926421,4.34,4.34,5.828536,94.884187,4.25,4.25,5.704626,
09/30/2018,4731.47,4731.47,-2721.066,2721.066,2010.404,0.0,-1501.002,1273.066,,227.936,509.402,-93.449,,92.281,,-0.555,6.157,-4.434,415.953,-61.926,354.027,0.0,0.0,0.0,354.027,0.0,354.027,0.0,0.0,354.027,547.781434,193.754434,93.099714,3.8,3.8,5.883814,95.135257,3.72,3.72,5.756621,
12/31/2018,4064.2,4064.2,-2381.5,2381.5,1682.7,0.0,-1465.0,1238.3,0.0,226.7,217.7,-115.7,,89.399,,-2.5,-1.8,30.601,102.0,-1.0,101.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,338.673328,237.673328,92.604128,1.09,1.09,3.657216,94.417894,1.07,1.07,3.587249,
03/31/2019,4040.9,4040.9,-2305.8,2305.8,1735.1,0.0,-1322.3,1244.0,,78.3,412.8,-113.9,,91.0,,-0.4,-2.1,25.4,298.9,-53.7,245.2,0.0,0.0,0.0,245.2,0.0,245.2,0.0,0.0,245.2,270.401,25.201,91.952828,2.67,2.67,2.940649,93.668728,2.62,2.62,2.889044,
06/30/2019,4877.86,4877.86,-2696.425,2696.425,2181.435,0.0,-1416.491,1331.288,,85.203,764.944,-89.243,,89.198,,-0.541,-1.83,2.416,675.701,-204.698,471.003,0.0,0.0,0.0,471.003,0.0,471.003,0.0,0.0,471.003,620.714437,149.711436,91.775295,5.13,5.13,6.763415,93.561725,5.03,5.03,6.630135,
09/30/2019,4867.65,4867.65,-2642.096,2642.096,2225.554,0.0,-1400.084,1345.171,,54.913,825.47,-115.637,,85.282,,-0.637,16.394,14.598,709.833,-133.395,576.438,0.0,0.0,0.0,576.438,0.0,576.438,0.0,0.0,576.438,584.494344,8.056344,91.823573,6.28,6.28,6.365406,93.60426,6.16,6.16,6.246068,
12/31/2019,4114.4,4114.4,-2220.4,2220.4,1894.0,0.0,-1575.4,1354.5,,220.9,318.6,-21.2,,83.8,,-24.4,7.2,-45.4,297.4,-48.8,248.6,0.0,0.0,0.0,248.6,0.0,248.6,0.0,0.0,248.6,339.317278,90.717278,91.662414,2.71,2.71,3.701815,93.580685,2.66,2.66,3.629402,
03/31/2020,4146.7,4146.7,-2257.0,2257.0,1889.7,0.0,-1389.4,1307.6,,81.8,500.3,-108.0,,86.2,,-0.6,3.9,18.5,392.3,-70.6,321.7,0.0,0.0,0.0,321.7,0.0,321.7,0.0,0.0,321.7,341.45,19.75,91.075973,3.53,3.53,3.749068,92.859944,3.46,3.46,3.672686,
06/30/2020,4604.0,4604.0,-2395.1,2395.1,2208.9,0.0,-1367.6,1291.3,,76.3,841.3,-93.9,,88.1,,-0.6,6.5,-0.1,747.4,-151.5,595.9,0.0,0.0,0.0,595.9,0.0,595.9,0.0,0.0,595.9,652.041735,56.141735,90.469663,6.59,6.59,7.207297,91.952798,6.48,6.48,7.090549,
09/30/2020,4930.318,,,,2311.8261102,,,,,,906.167,,,,,,,,824.214,,621.5,,,,,,621.5,,,621.5,660.375,,,6.51,6.51,7.198,,6.51,6.51,7.198,
12/31/2020,4232.19,,,,1945.7070306,,,,,,607.5,,,,,,,,532.071,,383.273,,,,,,383.273,,,383.273,426.625,,,3.924,3.924,4.608,,3.924,3.924,4.608,
