Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1997,524.01001,170.140999,143.488998,26.652,167.238007,,,0.0,,,,,41.393002,,,,378.772003,35.973,,,3.093,106.171997,,,,,,106.171997,145.237997,,73.297997,73.297997,,,,0.0,,,,,,237.948006,,,237.948006,311.246002,0.0,,,,,2.115,,,2.115,2.115,313.361002,0,158.248001,,,-13.395,,65.796001,210.649002,0,210.649002,524.010004,
06/30/1997,550.375,182.290005,161.770004,20.52,162.634995,,,0.0,,,,,38.238998,,,,383.164001,38.964001,,,10.644,117.602997,,,,,,117.602997,167.210998,,66.787003,66.787003,,,,0.0,,,,,,231.485001,,,231.485001,298.272003,0.0,,,,,6.115,,,6.115,6.115,304.387003,0,174.468002,,,-13.395,,84.914997,245.987999,0,245.987999,550.375002,
09/30/1997,645.312012,171.053993,142.414993,28.639,205.759995,,,0.0,,,,,48.793999,,,,425.608002,44.102001,101.804001,-57.702,17.691,157.910995,,,,,,157.910995,219.703997,,85.411003,85.411003,,,,0.0,,,,,,286.772011,,,286.772011,372.183014,0.0,,,,,3.259,,,3.259,3.259,375.442014,0,179.070999,,,-13.241,,104.040004,269.870003,0,269.870003,645.312017,
12/31/1997,676.640015,176.466002,147.274002,29.191999,216.113998,,,0.0,,,,,46.776001,,,,439.355988,44.898998,95.711998,-50.813,17.952,174.432999,,,,,,174.432999,237.283997,,78.982002,78.982002,,,,0.0,,,,,,259.105003,,,259.105003,338.087006,0.0,,,,,3.933,,,3.933,3.933,342.020006,0,219.367996,,,0.0,,115.251999,334.619995,0,334.619995,676.640001,
03/31/1998,751.383972,182.497002,138.694,43.803001,243.589996,,,0.0,,,,,48.136002,,,,474.222992,48.903,103.572998,-54.669998,34.487,193.770996,,,,,,193.770996,277.160995,,82.458,82.458,,,,0.0,,,,,,287.505989,,,287.505989,369.963989,0.0,,,,,3.111,,,3.111,3.111,373.074989,0,243.397995,,,-13.239,,148.149996,378.30899,0,378.30899,751.38398,
06/30/1998,773.34198,191.040001,140.218002,50.821999,213.722,,,0.0,0.0,0.0,0.0,,51.198002,,,,455.959991,50.548,107.136002,-56.588001,59.139999,207.694,151.582993,,,,,56.111008,317.382,,86.806,86.806,,,,0.0,,,,,,269.483002,,,269.483002,356.289001,0.0,,,,,2.01,,,2.01,2.01,358.299001,0,257.345001,,,-13.055,,170.752998,415.042999,0,415.042999,773.342001,
09/30/1998,832.870972,218.684002,157.744003,60.939999,239.242996,,,0.0,,,,,53.152,,,,511.07901,50.800999,110.002998,-59.202,43.610001,227.380997,,,,,,227.380997,321.791996,,96.151001,96.151001,,,,0.0,,,,,,318.68399,,,318.68399,414.834991,0.0,,,,,3.098,,,3.098,3.098,417.932992,0,262.833008,,,-39.224998,,191.329994,414.938004,0,414.938004,832.870995,
12/31/1998,840.179993,222.083992,143.082993,79.000999,244.024994,,,0.0,0.0,0.0,0.0,,45.748001,,,,511.856995,53.807999,116.669998,-62.862,18.848,255.667007,180.348007,,,,,75.319,328.323006,,108.264999,108.264999,,,,0.0,0.0,0.0,0.0,,,278.263016,,,278.263016,386.528015,0.0,0.0,0.0,0.0,,0.888,,,0.888,0.888,387.416015,0,270.807007,,,-40.394001,,222.351002,452.764008,0,452.764008,840.180023,
03/31/1999,896.39801,256.477005,185.113007,71.363998,248.328003,,,0.0,0.0,0.0,0.0,,44.75,,,,549.554993,56.068001,124.539001,-68.471001,14.231,276.544006,199.744995,,,,,76.799011,346.843007,,85.764,85.764,,,,0.0,0.0,0.0,0.0,,,310.720009,,,310.720009,396.484009,0.0,0.0,0.0,0.0,,0.909,,,0.909,0.909,397.393009,0,302.803986,,,-40.387001,,236.588005,499.00499,0,499.00499,896.397998,
06/30/1999,905.642029,280.703995,211.203995,69.5,238.240997,,,0.0,0.0,0.0,0.0,,37.740002,,,,556.684998,58.783001,132.350006,-73.567001,3.275,286.898987,208.151993,,,,,78.746994,348.956988,,74.026001,74.026001,,,,0.0,0.0,0.0,0.0,,,297.533997,,,297.533997,371.559998,0.0,0.0,0.0,0.0,,0.593,,,0.593,0.593,372.152998,0,311.735992,,,-40.402,,262.155006,533.488998,0,533.488998,905.641996,
09/30/1999,803.44397,88.893997,88.893997,0.0,282.046997,,,0.0,0.0,0.0,0.0,0.0,61.243,,,,432.18399,63.591999,142.472,-78.879997,0.0,307.667999,223.100006,237.932999,-14.832993,,,84.567993,371.259998,,117.362999,117.362999,,,,0.0,0.0,0.0,0.0,,,354.517006,,,354.517006,471.880005,250.0,250.0,0.0,0.0,,7.078,,,7.078,257.078,728.958005,0,314.886993,,,-385.031006,,144.630005,74.485992,0,74.485992,803.443997,
12/31/1999,808.739,70.388,70.388,0.0,269.165,269.165,,0.0,0.0,0.0,0.0,0.0,49.235,,,,388.788,66.273,143.520996,-77.248001,0.0,353.678,248.91,,,,,104.768,419.951,,125.569,125.569,,,,0.0,0.0,0.0,0.0,,,304.655,,,304.655,430.224,310.0,310.0,0.0,0.0,,5.194,,,5.194,315.194,745.418,0,319.301,,,-414.941,173.202,-14.241,63.321,0,63.321,808.739,
03/31/2000,938.429993,69.486,69.486,0.0,295.713013,,,0.0,0.0,0.0,0.0,0.0,55.035999,,,,420.234985,73.958,157.229004,-83.271004,0.0,444.237,326.09201,,,,,118.14499,518.195,,137.626007,137.626007,,,,0.0,0.0,0.0,0.0,,,360.690979,,,360.690979,498.316986,360.0,360.0,0.0,0.0,,5.147,,,5.147,365.147,863.463986,0,326.200012,,,-414.937012,,163.703018,74.966018,0,74.966018,938.430004,
06/30/2000,944.125977,113.853001,53.304001,60.549,277.569,,,0.0,0.0,0.0,0.0,0.0,96.526001,,,,487.947998,79.719002,170.406998,-90.688004,0.0,376.459015,316.910004,,,,,59.549011,456.178017,,164.837006,164.837006,,,,35.0,35.0,0.0,0.0,,,350.671966,,,350.671966,550.508972,302.686005,302.686005,0.0,0.0,,6.792,,,6.792,309.478005,859.986977,0,328.027008,,,-434.904999,,191.016999,84.139008,0,84.139008,944.125985,
09/30/2000,972.361023,97.102001,61.698002,35.403999,323.848999,,,0.0,0.0,0.0,0.0,0.0,157.822998,,,,578.773987,88.402,185.130005,-96.727997,0.0,305.184998,237.104996,263.319,-26.214004,,,68.080002,393.586998,,191.464996,191.464996,,,,0.0,0.0,0.0,0.0,,,384.966034,,,384.966034,576.43103,307.253998,307.253998,0.0,0.0,,13.856,,,13.856,321.109998,897.541028,0,333.886993,,,-434.901001,,175.834015,74.820007,0,74.820007,972.361035,
12/31/2000,929.493,39.356,24.32,15.036,340.396,340.396,,0.0,0.0,0.0,0.0,0.0,76.886,,,,456.638,97.38,,,0.0,375.475,311.524,,,,,63.951,472.855,,152.35,152.35,,,,30.0,30.0,0.0,0.0,,,350.84,,,350.84,533.19,311.909,311.909,0.0,0.0,,14.809,,,14.809,326.718,859.908,0,335.433,,,-437.903,186.183,-14.128,69.585,0,69.585,929.493,
03/31/2001,836.092,35.476,31.44,4.036,312.555,312.555,,0.0,0.0,0.0,0.0,0.0,93.72,,,,441.751,99.86,,,0.0,294.481,235.971,,,,,58.51,394.341,,110.625,110.625,,,,20.0,20.0,0.0,0.0,,,360.091,,,360.091,490.716,316.587,316.587,0.0,0.0,,16.228,,,16.228,332.815,823.531,0,342.129,,,-437.885,132.601,-24.284,12.561,0,12.561,836.092,
06/30/2001,793.839,39.299,39.291,0.008,279.862,279.862,,0.0,0.0,0.0,0.0,0.0,90.12,,,,409.281,103.401,,,0.0,281.157,230.111,,,,,51.046,384.558,,124.768,124.768,,,,5.0,5.0,0.0,0.0,,,332.047,,,332.047,461.815,321.381,321.381,0.0,0.0,,15.877,,,15.877,337.258,799.073,0,340.44,,,-450.004,124.149,-19.819,-5.234,0,-5.234,793.839,
09/30/2001,839.002014,40.377998,37.127998,3.25,300.306,,,0.0,0.0,0.0,0.0,0.0,105.690002,,,,446.373993,100.288002,205.860001,-105.571999,0.0,292.339996,222.233002,216.856003,5.376999,,,70.106994,392.627998,,14.509,14.509,,,,15.0,15.0,0.0,0.0,,,474.505008,,,474.505008,504.014008,326.200012,326.200012,0.0,0.0,,43.306,,,43.306,369.506012,873.52002,0,342.274994,,,-472.769989,,95.97699,-34.518005,0,-34.518005,839.002015,
03/31/2002,817.744995,78.837001,78.790001,0.047,291.596985,,,0.0,0.0,0.0,0.0,0.0,77.046997,,,,447.471008,86.365997,,,0.0,283.90799,218.658005,215.559998,3.098007,,,65.249985,370.273987,,140.653,140.653,,,,0.0,,,,,,332.917007,,,332.917007,473.570007,336.10199,,,,,21.202,,,21.202,357.303989,830.873997,0,362.412994,,,-485.455994,,109.914001,-13.128998,0,-13.128998,817.744999,
06/30/2002,805.867004,109.906,109.888,0.018,258.101013,,,0.0,0.0,0.0,0.0,0.0,69.609001,,,,437.615997,81.321999,,,0.0,286.928986,224.218994,,,,,62.709991,368.250984,,130.033005,130.033005,,,,0.0,,,,,,301.14299,,,301.14299,431.175995,341.187988,,,,,44.737,,,44.737,385.924988,817.100983,0,364.997009,,,-56.362999,,-319.867989,-11.233978,0,-11.233978,805.867004,
09/30/2002,824.849976,124.792999,124.792999,0.0,264.842987,,,0.0,0.0,0.0,0.0,0.0,65.397003,,,,455.03299,76.161003,205.686005,-129.524994,0.0,293.656006,225.158005,222.427002,2.731003,,,68.498001,369.817009,,12.829,12.829,,,,0.0,,,,,,424.51301,,,424.51301,437.34201,346.299988,,,,,46.098,,,46.098,392.397987,829.739998,0,366.78299,,,-518.781982,,147.108978,-4.890015,0,-4.890015,824.849983,
12/31/2002,810.080017,109.656998,109.656998,0.0,283.067993,,,0.0,0.0,0.0,0.0,0.0,49.216999,,,,441.941986,71.005997,209.843002,-138.837006,0.0,297.131989,226.113998,223.860001,2.253998,,,71.01799,368.137985,,134.667007,134.667007,,,,0.0,,,,,,305.886978,,,305.886978,440.553986,351.539001,,,,,46.688,,,46.688,398.227001,838.780987,0,368.149994,,,-532.632996,150.242996,-14.461014,-28.701019,0,-28.701019,810.079967,
03/31/2003,810.906006,135.431,135.431,0.0,257.929993,,,0.0,0.0,0.0,0.0,0.0,57.313,,,,450.674011,64.820999,,,0.0,295.411011,225.513,,,,,69.89801,360.23201,,140.811005,140.811005,,,,0.0,0.0,0.0,0.0,,,301.360992,,,301.360992,442.171997,356.804993,356.804993,0.0,0.0,,46.473999,,,46.473999,403.278992,845.450989,0,369.683014,,,-538.953003,,134.725006,-34.544983,0,-34.544983,810.906006,
06/30/2003,799.799011,166.684998,166.684998,0.0,226.085999,,,0.0,0.0,0.0,0.0,0.0,43.120998,,,,435.891998,63.459999,,,0.0,300.446991,228.447006,,,,,71.999985,363.90699,,,,,,,0.0,0.0,0.0,0.0,,,420.871002,,,420.871002,420.871002,362.200989,362.200989,0.0,0.0,,48.556,,,48.556,410.756989,831.627991,0,370.106995,,,-555.646973,161.585007,-7.874039,-31.82901,0,-31.82901,799.798981,
09/30/2003,837.357971,206.936996,206.936996,0.0,221.347,,,0.0,0.0,0.0,0.0,0.0,47.995998,,,,476.279999,61.451,,,0.0,299.627014,227.776993,,,,,71.850021,361.078014,,134.556,134.556,,,,0.0,,,,,,301.681,,,301.681,436.237,367.625,,,,,48.926998,,,48.926998,416.551998,852.788998,0,389.113007,,,-563.723999,167.059006,-7.879013,-15.431,0,-15.431,837.357998,
12/31/2003,918.731995,229.962006,229.962006,0.0,266.122009,,,0.0,0.0,0.0,0.0,0.0,58.216,,,,554.299988,66.541,234.365997,-167.824997,0.0,297.890991,231.371994,230.386993,0.985001,,,66.518997,364.431992,,180.432007,180.432007,,,,0.0,,,,,,315.523987,,,315.523987,495.955994,0.0,,,,,47.986,,,47.986,47.986,543.941994,0,408.575989,,,-206.449997,173.199997,-0.535999,374.789989,0,374.789989,918.731983,
03/31/2004,912.35199,262.742004,262.742004,0.0,235.699005,,,0.0,0.0,0.0,0.0,0.0,51.585999,,,,550.026978,61.995998,,,0.0,300.32901,231.143997,230.360001,0.783997,,,69.185013,362.325008,,150.802002,150.802002,,,,0.0,0.0,0.0,0.0,,,316.837006,,,316.837006,467.639008,0.0,0.0,0.0,0.0,,51.388,,,51.388,51.388,519.027008,0,425.049988,,,-207.087006,174.399994,0.962011,393.324987,0,393.324987,912.351995,
06/30/2004,915.237,290.997009,290.997009,0.0,214.085999,,,0.0,0.0,0.0,0.0,0.0,50.564999,,,,555.64801,61.388,,,0.0,298.200989,230.149002,229.554993,0.594009,,,68.051987,359.588989,,144.141006,144.141006,,,,0.0,0.0,0.0,0.0,,,295.108994,,,295.108994,439.25,0.0,0.0,0.0,0.0,,50.238998,,,50.238998,50.238998,489.488998,0,449.144012,,,-208.076996,185.427994,-0.746998,425.748013,0,425.748013,915.237011,
09/30/2004,794.289978,156.641006,156.641006,0.0,215.587006,,,0.0,0.0,0.0,0.0,0.0,58.667,,,,430.894989,64.911003,,,0.0,298.484009,229.882996,229.554993,0.328003,,,68.601013,363.395012,,140.552994,140.552994,,,,40.0,40.0,0.0,0.0,,,299.929001,,,299.929001,480.481995,160.0,160.0,0.0,0.0,,50.460999,,,50.460999,210.460999,690.942993,0,467.100006,,,-551.366028,185.587997,2.02504,103.347015,0,103.347015,794.290009,
12/31/2004,861.194,160.126,160.126,0.0,257.689,257.689,,0.0,0.0,0.0,0.0,0.0,70.03,,,,487.845,63.495,242.846,-179.351,0.0,309.854,231.897,231.759,0.138,,,77.957,373.349,,181.502,181.502,,,,40.0,40.0,0.0,0.0,,,307.696,,,307.696,529.198,150.0,150.0,0.0,0.0,,51.948,,,51.948,201.948,731.146,0,485.788,,,-550.998,190.089,5.169,130.048,0,130.048,861.194,
03/31/2005,829.122,158.721,158.721,0.0,233.284,233.284,,0.0,0.0,0.0,0.0,0.0,71.865,,,,463.87,61.333,,,0.0,303.919,230.251,229.994,0.257,,,73.668,365.252,,148.499,148.499,,,,40.0,40.0,0.0,0.0,,,333.704,,,333.704,522.203,140.0,140.0,0.0,0.0,,51.406,,,51.406,191.406,713.609,0,484.64,,,-547.846,175.383,3.336,115.513,0,115.513,829.122,
06/30/2005,950.045,70.48,70.48,0.0,236.823,236.823,,0.0,0.0,0.0,0.0,0.0,72.117,,,,379.42,58.741,,,0.0,511.884,435.44,412.753,22.687,,,76.444,570.625,,210.325,210.325,,,,60.019,60.019,0.0,0.0,,,318.775,,,318.775,589.119,190.051,190.051,0.0,0.0,,50.909,,,50.909,240.96,830.079,0,488.991,,,-545.408,174.564,1.819,119.966,0,119.966,950.045,
09/30/2005,961.584,80.459,80.459,0.0,238.744,238.744,,0.0,0.0,0.0,0.0,0.0,81.719,,,,400.922,56.09,,,0.0,504.572,429.84,410.591,19.249,,,74.732,560.662,,229.399,229.399,,,,65.0,65.0,0.0,0.0,,,330.095,,,330.095,624.494,185.0,185.0,0.0,0.0,,28.214,,,28.214,213.214,837.708,0,494.45,,,-545.122,172.842,1.706,123.876,0,123.876,961.584,
12/31/2005,1026.617,70.282,70.282,0.0,313.195,313.195,,0.0,0.0,0.0,0.0,0.0,78.642,,,,462.119,61.77,224.136,-162.366,0.0,502.728,419.827,404.034,15.793,,,82.901,564.498,,243.036,243.036,,,,66.667,66.667,0.0,0.0,,,333.065,,,333.065,642.768,180.0,180.0,0.0,0.0,,57.261,,,57.261,237.261,880.029,0,511.139,,,-551.871,187.652,-0.332,146.588,0,146.588,1026.617,
03/31/2006,979.478,65.64,65.64,0.0,277.175,277.175,,0.0,0.0,0.0,0.0,0.0,76.958,,,,419.773,57.93,,,0.0,501.775,416.64,403.999,12.641,,,85.135,559.705,,172.129,172.129,,,,68.333,68.333,0.0,0.0,,,355.222,,,355.222,595.684,175.0,175.0,0.0,0.0,,54.273,,,54.273,229.273,824.957,0,522.305,,,-567.299,195.422,4.093,154.521,0,154.521,979.478,
06/30/2006,984.754,69.067,69.067,0.0,285.675,285.675,,0.0,0.0,0.0,0.0,0.0,67.561,,,,422.303,57.667,,,0.0,504.784,416.981,407.608,9.373,,,87.803,562.451,,186.068,186.068,,,,60.0,60.0,0.0,0.0,,,339.441,,,339.441,585.509,170.0,170.0,0.0,0.0,,54.008,,,54.008,224.008,809.517,0,536.255,,,-583.089,213.666,8.405,175.237,0,175.237,984.754,
09/30/2006,1013.597,92.913,92.913,0.0,284.879,284.879,,0.0,0.0,0.0,0.0,0.0,75.155,,,,452.947,57.482,,,0.0,503.168,414.757,408.75,6.007,,,88.411,560.65,,192.004,192.004,,,,60.0,60.0,0.0,0.0,,,361.379,,,361.379,613.383,160.0,160.0,0.0,0.0,,53.542,,,53.542,213.542,826.925,0,542.989,,,-589.281,223.274,9.69,186.672,0,186.672,1013.597,
12/31/2006,1039.793,67.801,67.801,0.0,328.383,328.383,,0.0,0.0,0.0,0.0,0.0,87.849,,,,484.033,59.715,224.794,-165.079,0.0,496.045,414.523,408.545,5.978,,,81.522,555.76,,13.333,13.333,,,,220.0,220.0,0.0,0.0,,,570.55,,,570.55,803.883,150.0,150.0,0.0,0.0,,59.592,,,59.592,209.592,1013.475,0,544.764,,,-778.339,249.004,10.889,26.318,0,26.318,1039.793,
03/31/2007,1057.432,91.094,91.094,0.0,309.748,309.748,,0.0,0.0,0.0,0.0,0.0,98.925,,,,499.767,58.757,,,0.0,498.908,414.385,409.161,5.224,,,84.523,557.665,,141.742,141.742,,,,234.0,234.0,0.0,0.0,,,390.87,,,390.87,766.612,171.0,171.0,0.0,0.0,,84.392,,,84.392,255.392,1022.004,0,544.923,,,-778.841,257.196,12.15,35.428,0,35.428,1057.432,
06/30/2007,1079.505,102.838,102.838,0.0,303.508,303.508,,0.0,0.0,0.0,0.0,0.0,109.312,,,,515.658,60.653,,,0.0,503.194,415.569,410.956,4.613,,,87.625,563.847,,177.905,177.905,,,,193.5,193.5,0.0,0.0,,,377.183,,,377.183,748.588,166.5,166.5,0.0,0.0,,83.956,,,83.956,250.456,999.044,0,539.584,,,-747.829,271.244,17.462,80.461,0,80.461,1079.505,
09/30/2007,1106.082,117.708,117.708,0.0,314.844,314.844,,0.0,0.0,0.0,0.0,0.0,98.266,,,,530.818,67.094,,,0.0,508.17,418.949,414.838,4.111,,,89.221,575.264,,179.328,179.328,,,,205.0,205.0,0.0,0.0,,,402.08,,,402.08,786.408,162.0,162.0,0.0,0.0,,86.424,,,86.424,248.424,1034.832,0,541.767,,,-774.451,283.739,20.195,71.25,0,71.25,1106.082,
12/31/2007,1133.21,109.945,109.945,0.0,354.926,354.926,,0.0,0.0,0.0,0.0,0.0,92.919,,,,557.79,66.551,231.715,-165.164,0.0,508.869,419.826,416.181,3.645,,,89.043,575.42,,11.264,11.264,,,,236.5,236.5,0.0,0.0,,,628.248,,,628.248,876.012,157.5,157.5,0.0,0.0,,82.2,,,82.2,239.7,1115.712,0,545.732,,,-874.046,322.557,23.255,17.498,0,17.498,1133.21,
03/31/2008,1095.801,95.935,95.935,0.0,327.243,327.243,,0.0,0.0,0.0,0.0,0.0,97.632,,,,520.81,64.372,,,0.0,510.619,419.795,416.565,3.23,,,90.824,574.991,,154.046,154.046,,,,268.0,268.0,0.0,0.0,,,450.275,,,450.275,872.321,153.0,153.0,0.0,0.0,,88.091,,,88.091,241.091,1113.412,0,542.654,,,-924.856,344.102,20.489,-17.611,0,-17.611,1095.801,
06/30/2008,1120.925,136.897,136.897,,313.259,313.259,0.0,,,,,,90.479,,,,540.635,66.52,,,,513.77,420.352,417.523,2.829,,,93.418,580.29,,180.486,180.486,,0.0,0.0,198.25,0.0,,,,,0.0,,,0.0,806.795,271.5,,,,,84.244,,,84.244,355.744,1162.539,0,550.185,,,-993.05,374.002,27.249,-41.614,0,-41.614,1120.925,
09/30/2008,1115.416,145.171,145.171,,303.662,303.662,,,,,,,94.994,,,,543.827,64.43,,,,507.159,414.108,411.683,2.425,,,93.051,571.589,,193.788,193.788,,,,169.5,,,,,,433.862,,,433.862,797.15,255.0,,,,,78.224,,,78.224,333.224,1130.374,0,567.819,,,-994.955,392.783,19.395,-14.958,0,-14.958,1115.416,
