Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,122.042999,1.679,1.679,0.0,33.243999,,,3.92,,,,,8.196,,,,,47.039001,71.597,117.962997,-46.366001,0.0,3.407,,,,3.407,75.004,,7.93,7.93,,,,7.48,,,,,,29.288002,,,29.288002,44.698002,10.272,,,,,8.892,,,,,,,8.892,19.164001,63.862002,0.0,23.895,,,0.0,,34.285999,58.181,0.0,58.181,122.043002,
09/30/1994,126.669998,1.018,1.018,0.0,36.284,,,3.955,,,,,8.071,,,,,49.327999,73.880997,122.208,-48.327,0.0,3.461,,,,3.461,77.341997,,10.52,10.52,,,,7.379,,,,,,28.614999,,,28.614999,46.514,10.071,,,,,8.923,,,,,,,8.923,18.994,65.508,0.0,23.895,,,0.0,,37.266998,61.161999,0.0,61.161999,126.669999,
12/31/1994,125.748001,2.393,2.393,0.0,29.436001,,,3.759,,,,,11.768,,,,,47.355999,74.568001,124.859001,-50.291,0.0,3.824,,,,3.824,78.392001,,8.774,8.774,,,,6.706,,,,,,19.057998,,,19.057998,34.537998,11.919,,,,,15.565,,,,,,,15.565,27.483999,62.021997,0.0,23.936001,,,0.0,,39.790001,63.726002,0.0,63.726002,125.747999,
03/31/1995,123.294998,1.232,1.232,0.0,29.223,,,3.354,,,,,11.134,,,,,44.943001,74.320999,127.136002,-52.814999,0.0,4.031,,,,4.031,78.351999,,9.41,9.41,,,,6.193,,,,,,18.818002,,,18.818002,34.421001,6.325,,,,,17.055,,,,,,,17.055,23.38,57.801002,0.0,23.936001,,,0.0,,41.557999,65.493999,0.0,65.493999,123.295001,
06/30/1995,134.546005,1.413,1.413,0.0,31.399,,,3.516,,,,,10.194,,,,,46.521999,83.597,138.707001,-55.110001,0.0,4.427,,,,4.427,88.024,,10.34,10.34,,,,5.719,,,,,,17.323999,,,17.323999,33.382999,16.337,,,,,17.112,,,,,,,17.112,33.448999,66.831999,0.0,24.187,,,0.0,,43.527,67.714001,0.0,67.714001,134.546,
09/30/1995,143.988007,1.277,1.277,0.0,34.026001,,,3.697,,,,,9.755,,,,,48.755001,90.772003,147.487,-56.715,0.0,4.461,,,,4.461,95.233003,,13.392,13.392,,,,6.754,,,,,,17.882999,,,17.882999,38.028999,19.756001,,,,,17.575001,,,,,,,17.575001,37.331001,75.360001,0.0,24.187,,,0.0,,44.441002,68.628002,0.0,68.628002,143.988003,
12/31/1995,143.345993,0.986,0.986,0.0,34.377998,,,3.939,,,,,11.162,,,,,50.465,88.064003,148.414001,-60.349998,0.0,4.817,,,,4.817,92.881003,,10.504,10.504,,,,6.194,,,,,,15.163001,,,15.163001,31.861,24.021999,,,,,18.679001,,,,,,,18.679001,42.701,74.562,0.0,24.187,,,0.0,,44.597,68.784,0.0,68.784,143.346001,
03/31/1996,151.841003,1.229,1.229,0.0,38.438999,,,3.758,,,,,7.683,,,,,51.109001,95.386002,159.429001,-64.042999,0.0,5.346,,,,5.346,100.732002,,15.932,15.932,,,,5.357,,,,,,17.394998,,,17.394998,38.683998,25.457001,,,,,18.259001,,,,,,,18.259001,43.716002,82.4,0.0,24.187,,,0.0,,45.254002,69.441002,0.0,69.441002,151.841002,
06/30/1996,165.298996,4.027,4.027,0.0,40.691002,,,4.085,,,,,7.199,,,,,56.001999,104.292,172.147995,-67.856003,0.0,5.005,,,,5.005,109.297,,12.398,12.398,,,,4.623,,,,,,18.084,,,18.084,35.105,40.133999,,,,,18.976,,,,,,,18.976,59.109999,94.214998,0.0,24.187,,,0.0,,46.896999,71.084,0.0,71.084,165.298998,
09/30/1996,173.552002,1.711,1.711,0.0,42.542,,,3.968,,,,,7.829,,,,,56.049999,112.582001,180.496994,-67.915001,0.0,4.92,,,,4.92,117.502001,,11.772,11.772,,,,3.932,,,,,,19.502001,,,19.502001,35.206001,45.055,,,,,20.027,,,,,,,20.027,65.082001,100.288002,0.0,24.187,,,0.0,,49.077,73.264,0.0,73.264,173.552002,
12/31/1996,170.725998,1.353,1.353,0.0,39.983002,,,4.514,,,,,10.414,,,,,56.264,109.175003,180.098999,-70.924004,0.0,5.287,,,,5.287,114.462003,,14.86,14.86,,,,3.659,,,,,,17.346002,,,17.346002,35.865002,39.481998,,,,,20.451,,,,,,,20.451,59.932999,95.798,0.0,24.187,,,0.0,,50.741001,74.928001,0.0,74.928001,170.726002,
03/31/1997,172.779007,0.851,0.851,0.0,42.480999,,,4.243,,,,,9.123,,,,,56.698002,110.251999,183.472,-73.220001,0.0,5.829,,,,5.829,116.080999,,9.873,9.873,,,,4.537,,,,,,19.145999,,,19.145999,33.556,40.415001,,,,,21.971001,,,,,,,21.971001,62.386002,95.942001,0.0,24.698,,,0.0,,52.139,76.837,0.0,76.837,172.779001,
06/30/1997,184.651993,0.648,0.648,0.0,46.014999,,,4.569,,,,,7.852,,,,,59.084,119.792,196.227997,-76.435997,0.0,5.776,,,,5.776,125.568,,11.255,11.255,,,,5.287,,,,,,20.439998,,,20.439998,36.981998,43.571999,,,,,24.107,,,,,,,24.107,67.678999,104.660997,0.0,24.698,,,0.0,,55.292999,79.990999,0.0,79.990999,184.651997,
09/30/1997,193.408997,0.798,0.798,0.0,48.132,,,4.704,,,,,7.341,,,,,60.974998,126.475998,205.003998,-78.528,0.0,5.958,,,,5.958,132.433998,,12.631,12.631,,,,4.838,,,,,,22.518,,,22.518,39.987,45.222,,,,,24.851999,,,,,,,24.851999,70.073999,110.060999,0.0,24.702,,,0.0,,58.646,83.348,0.0,83.348,193.408998,
12/31/1997,191.061005,0.674,0.674,0.0,43.398998,,,5.052,,,,,10.735,,,,,59.860001,124.830002,207.893997,-83.064003,0.0,6.371,,,,6.371,131.201002,,14.161,14.161,,,,5.146,,,,,,19.776999,,,19.776999,39.084,42.154999,,,,,24.320999,,,,,,,24.320999,66.475998,105.559998,0.0,24.722,,,0.0,,60.778999,85.500999,0.0,85.500999,191.060997,
03/31/1998,211.158997,8.885,8.885,0.0,46.937,,,5.206,,,,0.0,7.914,,,,,68.942001,135.276993,222.839996,-87.563004,0.0,6.94,0.0,,,6.94,142.216993,,14.77,14.77,,,,5.445,,,,,,23.361999,,,23.361999,43.577,55.014,,,,,25.153999,,,,,,,25.153999,80.167999,123.744999,0.0,24.72168,,,0.0,,62.692001,87.413681,0.0,87.413681,211.15868,
06/30/1998,216.606995,5.407,5.407,0.0,46.856998,,,5.329,,,,0.0,9.006,,,,,66.598999,143.727997,235.145004,-91.417,0.0,6.28,0.0,,,6.28,150.007997,,14.155,14.155,,,,5.445,,,,,,25.194998,,,25.194998,44.794998,53.904999,,,,,26.923,,,,,,,26.923,80.827999,125.622997,0.0,24.738001,,,0.0,,66.246002,90.984003,0.0,90.984003,216.607,
09/30/1998,242.841995,0.744,0.744,0.0,50.799,,,5.569,5.569,0.0,0.0,0.0,11.516,,,,,68.627998,161.119995,255.921005,-94.801003,0.0,13.094,0.0,,,13.094,174.213995,,14.648,14.648,,,,8.326,,,,,,28.650001,,,28.650001,51.624001,68.095001,,,,,28.716999,,,,,,,28.716999,96.812,148.436001,0.0,24.737,,,0.0,,69.668999,94.405998,0.0,94.405998,242.841999,
12/31/1998,241.798996,0.659,0.659,0.0,48.612,,,6.325,6.325,0.0,0.0,0.0,14.193,,,,,69.789001,158.998001,256.468994,-97.471001,0.0,13.012,0.0,,,13.012,172.010001,,21.35,21.35,,,,9.093,,,,,,24.037998,,,24.037998,54.480999,61.495998,,,,,29.184999,,,,,,,29.184999,90.680998,145.161997,0.0,24.738001,,,0.0,,71.899002,96.637003,0.0,96.637003,241.799,
03/31/1999,235.932999,0.663,0.663,0.0,50.554001,50.554001,,6.109,,,,,10.161,,,,,67.487,154.029999,255.548996,-101.518997,0.0,14.416,,,,14.416,168.445999,,10.723,10.723,,,,7.55,,,,,,30.489001,,,30.489001,48.762001,57.667,,,,,30.398001,,,,,,,30.398001,88.065001,136.827002,0.0,24.738001,,,0.0,74.367996,0.0,99.105997,0.0,99.105997,235.932999,
06/30/1999,237.746002,0.645,0.645,0.0,49.890999,49.890999,,6.17,,,,,7.478,,,,,64.183998,159.089996,266.213989,-107.122002,0.0,14.47,,,,14.47,173.559997,,15.316,15.316,,,,11.753,,,,,,30.116001,,,30.116001,57.185001,46.384998,,,,,30.806,,,,,,,30.806,77.190998,134.375999,0.0,24.738001,,,0.0,78.632004,0.0,103.370005,0.0,103.370005,237.746004,
09/30/1999,247.759995,0.618,0.618,0.0,55.325001,55.325001,,6.352,,,,,7.572,,,,,69.866997,163.278,273.850006,-110.571999,0.0,14.615,,,,14.615,177.893,,15.838,15.838,,,,16.212999,,,,,,31.322001,,,31.322001,63.373001,45.705002,,,,,31.093,,,,,,,31.093,76.798002,140.171003,0.0,24.738001,,,0.0,82.850998,0.0,107.588999,0.0,107.588999,247.760002,
12/31/1999,257.57901,0.781,0.781,,55.077,55.077,,,,,,,20.396,,,,,76.253998,166.962006,283.210999,-116.249001,,14.363,,,,14.363,181.325006,,22.944,22.944,,,,21.811001,,,,,,26.827,,,26.827,71.582001,43.058998,,,,,31.9,,,,,,,31.9,74.958998,146.540998,0.0,24.738001,,,0.0,86.300003,0.0,111.038004,0.0,111.038004,257.579002,
03/31/2000,258.721008,0.95,0.95,0.0,58.291,58.291,,6.144,,,,,9.631,,,,,75.015999,169.014008,291.024994,-122.011002,0.0,14.691,,,,14.691,183.705008,,19.164,19.164,,,,24.083,,,,,,29.654001,,,29.654001,72.901001,40.730999,,,,,31.724001,,,,,,,31.724001,72.455,145.356001,0.0,24.738001,,,0.0,88.626999,0.0,113.365,0.0,113.365,258.721001,
06/30/2000,271.385986,0.873,0.873,0.0,58.485001,58.485001,,6.169,,,,,9.088,,,,,74.614998,182.059998,306.571014,-124.511002,0.0,14.711,,,,14.711,196.770998,,18.455999,18.455999,,,,10.018,,,,,,30.812,,,30.812,59.285999,61.808998,,,,,32.349998,,,,,,,32.349998,94.158997,153.444996,0.0,24.738001,,,0.0,93.203003,0.0,117.941004,0.0,117.941004,271.386,
09/30/2000,291.966003,0.871,0.871,0.0,61.359001,61.359001,,6.532,,,,,9.293,,,,,78.055,198.789001,325.503998,-126.714996,0.0,15.122,,,,15.122,213.911001,,19.993,19.993,,,,9.51,,,,,,32.238001,,,32.238001,61.741001,75.677002,,,,,32.313999,,,,,,,32.313999,107.991001,169.732002,0.0,24.738001,,,0.0,97.496002,0.0,122.234003,0.0,122.234003,291.966005,
12/31/2000,296.591,0.585,0.585,,54.273,54.273,,,,,,,25.338,,,,,80.196,201.35,331.368,-130.018,0.0,15.045,,,,15.045,216.395,,26.515,26.515,,,,9.035,,,,,,27.86,,,27.86,63.41,74.507,,,,,33.94,,,,,,,33.94,108.447,171.857,0.0,24.738,,,0.0,99.996,0.0,124.734,0.0,124.734,296.591,
03/31/2001,303.112,1.089,1.089,0.0,58.294998,58.294998,,6.894,,,,,15.339,,,,,81.616997,203.089996,339.766998,-136.677002,0.0,18.405001,,,,18.405001,221.494997,,18.756001,18.756001,,,,9.051,,,,,,31.156001,,,31.156001,58.963001,84.549004,,,,,33.865002,,,,,,,33.865002,118.414005,177.377007,0.0,24.738001,,,0.0,100.997002,0.0,125.735003,0.0,125.735003,303.112009,
06/30/2001,305.949005,2.896,2.896,0.0,58.855999,58.855999,,6.984,,,,,12.572,,,,,81.307999,206.393005,347.882996,-141.490005,0.0,18.247999,,,,18.247999,224.641005,,19.672001,19.672001,,,,8.196,,,,,,32.207999,,,32.207999,60.076,82.745003,,,,,34.296001,,,,,,,34.296001,117.041004,177.117004,0.0,24.738001,,,0.0,104.094002,0.0,128.832003,0.0,128.832003,305.949007,
09/30/2001,310.63501,6.017,6.017,0.0,61.113998,61.113998,,7.287,,,,,11.702,,,,,86.120003,206.498993,355.027008,-148.528,0.0,18.016001,,,,18.016001,224.514994,,22.228001,22.228001,,,,7.934,,,,,,32.469999,,,32.469999,62.632,81.003998,,,,,34.507999,,,,,,,34.507999,115.511997,178.143997,0.0,24.738001,,,0.0,107.752998,0.0,132.490999,0.0,132.490999,310.634996,
12/31/2001,310.839996,0.761,0.761,0.0,51.061001,,,7.346,7.346,0.0,0.0,0.0,14.698,,,,,73.865997,218.182999,369.515991,-151.332993,0.0,18.791,0.0,,,18.791,236.973999,,13.799,13.799,,,,8.408,,,,,,28.359002,,,28.359002,50.566002,90.014,,,,,33.620998,,,,,,,33.620998,123.634998,174.201,0.0,24.738001,,,0.0,,111.901001,136.639002,0.0,136.639002,310.840002,
03/31/2002,317.481995,0.958,0.958,0.0,58.908001,58.908001,,7.449,,,,,9.24,,,,,76.555,222.134003,378.924988,-156.791,0.0,18.792999,,,,18.792999,240.927002,,15.408,15.408,,,,10.042,,,,,,32.791001,,,32.791001,58.241001,85.956001,,,,,34.380001,,,,,,,34.380001,120.336002,178.577003,0.0,24.761999,,,0.0,114.142998,0.0,138.904997,0.0,138.904997,317.482,
06/30/2002,334.966003,1.075,1.075,0.0,63.675999,63.675999,,7.853,,,,,7.662,,,,,80.265999,235.703003,399.192993,-163.490005,0.0,18.997,,,,18.997,254.700003,,22.973,22.973,,,,17.195,,,,,,35.306999,,,35.306999,75.474998,81.328003,,,,,34.881001,,,,,,,34.881001,116.209003,191.684002,0.0,24.778,,,0.0,118.503998,0.0,143.281998,0.0,143.281998,334.966,
09/30/2002,351.998,0.829,0.829,0.0,67.432,67.432,,0.0,,,,,16.14,,,,,84.401,248.291,418.225,-169.934,0.0,19.306,,,,19.306,267.597,,19.231,19.231,,,,24.009,,,,,,39.631,,,39.631,82.871,83.815,,,,,35.623,,,,,,,35.623,119.438,202.309,0.0,24.789,,,0.0,124.9,0.0,149.689,0.0,149.689,351.998,
12/31/2002,389.478,19.259,19.259,0.0,63.843,63.843,,7.988,,,,,31.443,,,,,114.545,255.827,430.944,-175.117,0.0,19.106,,,,19.106,274.933,,16.841,16.841,,,,11.139,10.124,1.015,1.015,,,35.15,,,35.15,63.13,82.084,82.084,0.0,0.0,,40.701,,,,,,,40.701,122.785,185.915,0.0,73.2,,,0.0,130.363,0.0,203.563,0.0,203.563,389.478,
03/31/2003,397.223999,6.549,6.549,0.0,71.140999,71.140999,,8.144,,,,,15.84,,,,,101.674004,275.638,455.296997,-179.658997,0.0,19.912001,,,,19.912001,295.550001,,17.764,17.764,,,,17.798,,,,,,38.676998,,,38.676998,74.238998,73.203003,,,,,41.210999,,,,,,,41.210999,114.414001,188.653,0.0,73.960999,,,0.0,134.610001,0.0,208.570999,0.0,208.570999,397.223999,
06/30/2003,414.235992,0.949,0.949,0.0,69.276001,69.276001,,8.705,,,,,14.94,,,,,93.870003,299.209991,484.501007,-185.291,0.0,21.156,,,,21.156,320.365992,,15.867,15.867,,,,17.747,,,,,,41.056998,,,41.056998,74.670998,82.588997,,,,,41.819,,,,,,,41.819,124.407997,199.078995,0.0,74.038002,,,0.0,141.119003,0.0,215.157005,0.0,215.157005,414.236,
09/30/2003,435.816,8.592,8.592,0.0,75.589,75.589,,0.0,,,,,23.61,,,,,107.791,307.288,495.819,-188.531,0.0,20.737,,,,20.737,328.025,,19.237,19.237,,,,22.671,,,,,,44.432,,,44.432,86.34,76.665,,,,,48.355,,,,,,,48.355,125.02,211.36,0.0,74.221,,,0.0,150.235,0.0,224.456,0.0,224.456,435.816,
12/31/2003,434.55899,1.051,1.051,0.0,73.036003,73.036003,,8.833,8.833,0.0,0.0,0.0,18.450001,,,,,101.370003,315.768005,513.025024,-197.257004,0.0,17.421,0.0,,,17.421,333.189005,,12.185,12.185,,,,22.440001,,,,,,43.707,,,43.707,78.332001,74.986,,,,,48.700001,,,,,,,48.700001,123.686001,202.018002,0.0,74.578003,,,0.0,157.962997,0.0,232.541,0.0,232.541,434.559002,
03/31/2004,453.821014,1.054,1.054,0.0,80.763,80.763,,9.102,,,,,16.950001,,,,,107.869003,328.386993,535.640015,-207.253006,0.0,17.565001,10.648,10.648,0.0,6.917001,345.951994,,22.771,22.771,,,,21.896999,,,,,,52.142998,,,52.142998,96.810997,68.884003,,,,,49.873001,,,,,,,49.873001,118.757004,215.568001,0.0,74.578003,,,0.0,163.675003,0.0,238.253006,0.0,238.253006,453.821007,
06/30/2004,496.440002,1.18,1.18,,87.941002,87.941002,,,,,,,26.495001,,,,,115.615997,363.092987,578.09198,-214.998993,,17.731001,10.648,10.648,0.0,7.083001,380.823988,,31.311001,31.311001,,,,22.094,,,,,,54.557997,,,54.557997,107.962997,85.216003,,,,,54.453999,,,,,,,54.453999,139.670002,247.632999,0.0,74.670998,,,,174.136002,0.0,248.806999,,248.806999,496.439999,
09/30/2004,502.174,3.094,3.094,0.0,93.906,93.906,,10.204,10.204,0.0,0.0,0.0,15.448,,,,,122.652,361.532,584.106,-222.574,0.0,17.99,0.0,,,17.99,379.522,,26.873,26.873,,,,22.046,,,,,,53.634,,,53.634,102.553,58.957,,,,,59.888,,,,,,,59.888,118.845,221.398,0.0,94.425,,,0.0,186.351,0.0,280.776,0.0,280.776,502.174,
12/31/2004,504.733,0.742,0.742,0.0,94.495,94.495,,0.0,0.0,0.0,0.0,0.0,27.3,,,,,122.537,363.268,595.643,-232.375,0.0,18.928,0.0,,,18.928,382.196,,25.305,25.305,,,,22.03,,,,,,46.485,,,46.485,93.82,57.424,,,,,61.961,,,,,,,61.961,119.385,213.205,0.0,94.573,,,0.0,196.955,0.0,291.528,0.0,291.528,504.733,
03/31/2005,566.136,2.539,2.539,0.0,110.466,110.466,,0.0,0.0,0.0,0.0,0.0,31.996,,,,,145.001,399.217,641.496,-242.279,0.0,21.918,0.0,13.801,-13.801,21.918,421.135,,32.292,32.292,,,,19.38,,,,,,69.059,,,69.059,120.731,82.695,,,,,61.839,,,,,,,61.839,144.534,265.265,0.0,94.573,,,0.0,206.298,0.0,300.871,0.0,300.871,566.136,
06/30/2005,610.669,1.037,1.037,0.0,119.539,119.539,,0.0,0.0,0.0,0.0,0.0,35.128,,,,,155.704,431.201,678.788,-247.587,0.0,23.764,0.0,,,23.764,454.965,,29.949,29.949,,,,19.451,,,,,,70.559,,,70.559,119.959,111.557,,,,,64.366,,,,,,,64.366,175.923,295.882,0.0,94.573,,,0.0,220.214,0.0,314.787,0.0,314.787,610.669,
09/30/2005,640.088,6.403,6.403,0.0,124.137,124.137,,0.0,0.0,0.0,0.0,0.0,35.246,,,,,165.786,450.179,702.622,-252.443,0.0,24.123,0.0,,,24.123,474.302,,35.679,35.679,,,,19.124,17.953,1.171,1.171,,,67.667,,,67.667,122.47,120.505,119.035,1.47,1.47,,66.341,,,,,,,66.341,186.846,309.316,0.0,94.623,,,0.0,236.149,0.0,330.772,0.0,330.772,640.088,
12/31/2005,641.648,0.986,0.986,0.0,124.744,124.744,,0.0,0.0,0.0,0.0,0.0,24.483,,,,,150.213,466.071,729.175,-263.104,0.0,25.364,0.0,,,25.364,491.435,,30.967,30.967,,,,17.93,,,,,,62.131,,,62.131,111.028,111.026,,,,,74.543,,,,,,,74.543,185.569,296.597,0.0,94.621,,,0.0,250.43,0.0,345.051,0.0,345.051,641.648,
03/31/2006,709.72,1.069,1.069,0.0,134.204,134.204,,0.0,0.0,0.0,0.0,0.0,28.929,,,,,164.202,517.642,791.92,-274.278,0.0,27.876,0.0,,,27.876,545.518,,42.112,42.112,,,,17.116,,,,,,78.909,,,78.909,138.137,135.882,,,,,77.63,,,,,,,77.63,213.512,351.649,0.0,94.621,,,0.0,263.45,0.0,358.071,0.0,358.071,709.72,
06/30/2006,865.805,93.363,4.913,88.45,148.952,148.952,,0.0,0.0,0.0,0.0,0.0,31.375,,,,,273.69,564.753,849.312,-284.559,0.0,27.362,0.0,,,27.362,592.115,,38.44,38.44,,,,13.249,,,,,,85.087,,,85.087,136.776,267.37,,,,,81.983,,,,,,,81.983,349.353,486.129,0.0,94.621,,,0.0,285.055,0.0,379.676,0.0,379.676,865.805,
09/30/2006,889.887,83.145,3.604,79.541,153.773,153.773,,0.0,0.0,0.0,0.0,0.0,30.536,,,,,267.454,594.109,889.041,-294.932,0.0,28.324,0.0,,,28.324,622.433,,40.414,40.414,,,,12.774,,,,,,87.551,,,87.551,140.739,262.109,,,,,87.26,,,,,,,87.26,349.369,490.108,0.0,94.621,,,0.0,305.158,0.0,399.779,0.0,399.779,889.887,
12/31/2006,892.193,87.724,2.564,85.16,141.087,141.087,,0.0,0.0,0.0,0.0,0.0,27.556,,,,,256.367,607.588,916.482,-308.894,0.0,28.238,0.0,0.0,0.0,28.238,635.826,,37.686,37.686,,,,12.697,11.775,0.922,0.922,,,71.163,,,71.163,121.546,261.885,261.651,0.234,0.234,,91.142,,,,,,,91.142,353.027,474.573,0.0,94.621,,,0.0,322.999,0.0,417.62,0.0,417.62,892.193,
03/31/2007,933.637,56.26,1.99,54.27,146.776,146.776,,0.0,0.0,0.0,0.0,0.0,31.134,,,,,234.17,670.365,989.461,-319.096,0.0,29.102,0.0,,,29.102,699.467,,51.136,51.136,,,,12.528,,,,,,88.835,,,88.835,152.499,255.181,,,,,94.766,,,,,,,94.766,349.947,502.446,0.0,94.621,,,0.0,336.57,0.0,431.191,0.0,431.191,933.637,
