Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1994,449.208992,-120.871002,328.33799,7.207,103.152,27.676001,466.372991,-146.904999,319.467992,-371.334015,-51.866001,7.912,-43.954001,13.959,-29.995001,-3.43,0.0,-33.424999,0.0,-33.424999,,,-29.995001,,-0.21,-0.23,144.612,,,,,
06/30/1994,473.955994,-124.291,349.664993,3.886,107.010002,23.375999,483.936995,-49.994999,433.941996,-341.118011,92.823997,7.765,100.588997,-37.498001,63.091,0.0,0.0,63.091,0.0,63.091,,,63.090996,,0.44,0.44,142.139008,,,,,
09/30/1994,488.405998,-136.287003,352.118996,4.937,106.059998,14.173,477.288993,-25.0,452.288993,-298.406006,153.882996,8.125,162.007996,-57.786999,104.221001,0.0,0.0,104.221001,0.0,104.221001,,,104.220997,,0.74,0.74,141.033005,,,,,
12/31/1994,517.955994,-158.709,359.246994,5.07,106.083,25.209999,495.609993,-25.0,470.609993,-198.003006,272.606995,-98.802002,173.804993,-62.330002,111.474998,0.0,0.0,111.474998,0.0,111.474998,,,111.474991,,0.78,0.78,142.251999,,,,,
03/31/1995,850.587975,-319.265015,531.32296,27.1,157.600006,29.903,745.925966,-33.066002,712.859964,-453.029999,259.829987,-91.0,168.829987,-58.660999,110.168999,0.0,0.0,110.168999,0.0,110.168999,,,110.168987,,0.49,0.49,226.091003,,,,,
06/30/1995,884.80703,-337.203003,547.604027,15.0,166.399994,24.993999,753.99802,-34.660999,719.337021,-452.0,267.337006,-21.459999,245.877007,-87.726997,158.149994,0.0,0.0,158.149994,0.0,158.149994,,,158.150009,,0.71,0.71,222.440002,,,,,
09/30/1995,871.164024,-329.59201,541.572014,10.331,147.970001,43.499001,743.372016,-38.049999,705.322017,-413.475006,291.846985,9.97,301.816985,-107.105003,194.712006,0.0,0.0,194.712006,0.0,194.712006,,,194.711982,,0.88,0.88,220.718002,,,,,
12/31/1995,868.520981,-322.095001,546.42598,21.868999,195.330002,-6.888,756.736981,-38.224998,718.511982,-428.423004,290.088989,13.004,303.092989,-110.947998,192.145004,0.0,0.0,192.145004,0.0,192.145004,,,192.144991,,0.87,0.87,219.914993,,,,,
03/31/1996,823.718025,-293.063995,530.65403,13.61,155.552002,32.889999,732.706031,-38.766998,693.939033,-408.794006,285.144989,0.0,285.144989,-108.000999,177.143997,0.0,0.0,177.143997,0.0,177.143997,,,177.14399,0.81,0.81,0.81,219.511993,0.8,0.8,0.8,221.253006,
06/30/1996,815.75502,-282.359985,533.395035,21.1,168.199997,31.992001,754.687033,-110.0,644.687033,-364.470001,280.21701,-139.699997,140.517014,-60.919998,79.597,0.0,0.0,79.597,0.0,79.597,139.699997,-34.400002,184.897011,0.83,0.36,0.36,219.477997,0.83,0.36,0.36,220.621002,
09/30/1996,823.082993,-282.734985,540.348007,33.897999,149.511993,45.751999,769.509998,-40.0,729.509998,-424.384003,305.126007,0.0,305.126007,-108.268997,196.856995,0.0,0.0,196.856995,0.0,196.856995,,,196.85701,0.89,0.89,0.89,220.408997,0.88,0.88,0.88,222.270004,
12/31/1996,835.648011,-298.561005,537.087006,-0.896,114.038002,133.427002,783.65601,-40.0,743.65601,-439.480011,304.175995,0.0,304.175995,-108.629997,195.546005,0.0,0.0,195.546005,0.0,195.546005,,,195.545998,0.91,0.91,0.91,215.865997,0.9,0.9,0.9,218.020004,
03/31/1997,817.329025,-291.225006,526.104019,10.727,168.671005,35.612999,741.115024,-43.0,698.115024,-391.903992,306.210999,0.0,306.210999,-108.098,198.113007,0.0,0.0,198.113007,0.0,198.113007,,,198.112999,0.94,0.94,0.94,211.276001,0.93,0.93,0.93,213.162003,
06/30/1997,850.358006,-316.006012,534.351994,14.893,176.378998,35.091999,760.71599,-50.0,710.71599,-402.973999,307.742004,0.0,307.742004,-108.015999,199.725998,0.0,0.0,199.725998,0.0,199.725998,,,199.726006,0.97,0.97,0.97,204.981995,0.97,0.97,0.97,206.712006,
09/30/1997,873.03397,-342.540009,530.493961,14.614,186.587006,34.276001,765.970968,-50.0,715.970968,-409.821991,306.148987,0.0,306.148987,-107.334999,198.813995,0.0,0.0,198.813995,0.0,198.813995,,,198.813988,1.0,1.0,1.0,199.817001,0.98,0.98,0.98,202.703995,
12/31/1997,888.593998,-363.675995,524.918003,-19.122999,107.429001,160.612,773.836004,-120.0,653.836004,-476.076996,177.759003,-15.0,162.759003,53.867001,216.626007,0.0,0.0,216.626007,0.0,216.626007,15.0,-5.4,226.226003,1.14,1.09,1.09,197.919998,1.08,1.08,1.08,200.416,
03/31/1998,,,,,,,,,,,,,,,,,,202.910004,,202.910004,,,,1.02,1.02,1.02,199.244995,1.01,1.01,1.01,201.110992,
