Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/2000,1027.20105,238.317993,143.186996,95.130997,248.949997,,,141.279007,52.576,48.299999,58.640999,-18.238001,184.466995,,,,,813.013977,189.231003,336.868988,-147.638,0.0,,,,24.955999,9.049,4.461,4.588,,15.907,214.187002,,70.25,70.25,,,,0.712,0.0,0.712,0.712,,,102.377005,,,102.377005,173.339005,4.882,0.0,4.882,4.882,,39.145,,,,,39.145,44.027,217.366005,0.0,560.122009,,,0.0,,249.712997,809.835007,0.0,809.835007,1027.201012,
01/31/2001,1167.151978,259.683006,176.725006,82.958,250.996002,,,207.220993,77.499001,61.243,86.957001,-18.478001,207.285004,,,,,925.184998,212.376007,,,0.0,,,,29.591,8.851,8.851,0.0,,20.74,241.967007,,82.476997,82.476997,,,,1.082,1.082,0.0,0.0,,,117.601006,,,117.601006,201.160004,4.986,4.986,0.0,0.0,,39.145,,,,,39.145,44.131001,245.291004,0.0,618.778992,,,0.0,,303.082001,921.860992,0.0,921.860992,1167.151997,
04/30/2001,5030.422852,1501.37503,1144.212036,357.162994,267.010986,,,276.019989,101.739998,76.668999,122.886002,-25.275,199.324997,,,,,2243.730957,286.412994,,,336.072998,,,,2164.206055,2099.356934,2036.578979,62.777955,,64.849121,2786.692047,,115.410004,115.410004,,,,1.113,0.0,1.113,1.113,,,154.04801,,,154.04801,270.571014,864.192993,864.192993,0.0,0.0,,39.554001,,,,,39.554001,903.746994,1174.318008,0.0,3706.789062,,,0.0,,149.315994,3856.105056,0.0,3856.105056,5030.423064,
07/31/2001,5070.058105,1398.424988,869.604004,528.820984,370.764008,,,306.567993,182.796005,74.650002,100.584999,-51.463001,219.544006,,,,,2295.301025,314.898987,,,369.596985,,,,2090.260986,2023.859009,1974.171997,49.687012,,66.401978,2774.756958,,95.292,95.292,,,,0.0,-1.146,1.146,1.146,,,174.172997,,,174.172997,269.464996,866.825989,866.825989,0.0,0.0,,39.145,,,,,39.145,905.970989,1175.435986,0.0,3712.073975,,,0.0,,182.548004,3894.621979,0.0,3894.621979,5070.057964,
10/31/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.891006,,,,,,,,,,,,-0.995,0.995,0.995,,,,,,,,,-5.982,5.982,5.982,,,,,,,,,,,,,,,,,,,,,
01/31/2002,3218.778076,1523.649933,472.53299,1051.116943,150.220993,,,250.190994,167.936005,49.473,92.737,-59.955002,107.344002,,,,,2031.406006,316.039001,,,416.329987,,,,455.002991,226.764999,178.891006,47.873993,,228.237991,1187.371979,,46.962002,46.962002,,,,176.533005,175.374005,1.159,1.159,,,154.875996,,,154.875996,378.371002,690.0,684.26,5.74,5.74,,82.042,,,,,82.042,772.042,1150.413002,0.0,3679.478027,,,0.0,,-1611.113037,2068.36499,0.0,2068.36499,3218.777992,
04/30/2002,2473.254,1368.725037,514.731018,853.994019,61.194,,,75.572998,101.333,27.577,73.069,-126.405998,56.250999,,,,,1561.743042,0.0,,,348.941986,,,,562.568972,223.139008,178.891006,44.248002,,339.429964,911.510958,,48.068001,48.068001,,,,0.0,-1.219,1.219,1.219,,,193.564003,,,193.564003,241.632004,690.0,684.388,5.612,5.612,,74.938004,,,,,74.938004,764.938004,1006.570008,0.0,3691.551025,,,0.0,,-2224.866943,1466.684082,0.0,1466.684082,2473.25409,
07/31/2002,3630.031006,1686.942017,715.179993,971.762024,43.289001,,,65.477997,80.567001,30.896,72.346001,-118.331001,64.800003,,,,,1860.509033,248.134995,514.187012,-266.052002,566.534973,,,,954.85199,822.91803,765.913025,57.005005,,131.93396,1769.521957,,53.143002,53.143002,,,,8.112,6.873001,1.239,1.239,,,202.838992,,,202.838992,264.093994,980.791016,975.355016,5.436,5.436,,114.927002,,,,,114.927002,1095.718018,1359.812012,0.0,4654.068848,,,0.0,,-2383.850098,2270.21875,0.0,2270.21875,3630.030762,
10/31/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5,,,,,,,,,,,,-0.948,0.948,0.948,,,,,,,,,-5.009,5.009,5.009,,,,,,,,,,,,,,,,,,,,,
01/31/2003,2543.065918,1288.511017,305.053009,983.458008,23.485001,,,40.023998,25.1,11.451,40.099998,-36.626999,43.332001,,,,,1395.352051,177.223999,462.024994,-284.800995,607.463989,,,,363.026001,274.957001,212.5,62.457001,,88.069,1147.713989,,42.368,42.368,,,,0.0,-0.948,0.948,0.948,,,198.107998,,,198.107998,240.475998,727.531982,722.308982,5.223,5.223,,147.863007,,,,,147.863007,875.394989,1115.870987,0.0,4668.685059,,,0.0,,-3241.48999,1427.195068,0.0,1427.195068,2543.066055,
04/30/2003,2429.768066,1239.446014,509.407013,730.039001,32.431999,,,31.934999,21.830999,5.266,36.330002,-31.492001,35.800999,,,,,1339.614014,155.007996,,,578.197998,,,,356.947998,289.134003,212.5,76.634003,,67.813995,1090.153992,,42.777,42.777,,,,0.0,0.0,0.0,0.0,,,156.829002,,,156.829002,199.606003,728.52301,725.44901,3.074,3.074,,140.033997,,,,,140.033997,868.557007,1068.16301,0.0,4690.452148,,,0.0,,-3328.846924,1361.605225,0.0,1361.605225,2429.768234,
07/31/2003,2478.863037,1312.335999,585.257996,727.078003,41.966,,,26.954,18.535,5.107,31.27,-27.868,33.862999,,,,,1415.119019,132.061005,411.26001,-279.199005,437.13501,,,,494.548004,431.912994,301.023987,130.889008,,62.63501,1063.744019,,40.389999,40.389999,,,,0.0,0.0,0.0,0.0,,,154.315002,,,154.315002,194.705002,729.513977,726.627977,2.886,2.886,,133.25,,,,,133.25,862.763977,1057.468979,0.0,4845.807129,,,0.0,-3412.39209,-12.020996,1421.394043,0.0,1421.394043,2478.863022,
10/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.407997,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,-2.698,2.698,2.698,,,,,,,,,,,,,,,,,,,,,
01/31/2004,2264.322998,1053.632996,296.315002,757.317993,45.875999,,,49.242001,13.159,5.085,52.409,-21.410999,31.767,,,,,1180.517944,107.589996,408.898987,-301.30899,465.638,,,,510.576996,439.963013,335.917999,104.045013,,70.613983,1083.804993,,40.459,40.459,,,,0.0,0.0,0.0,0.0,,,142.197006,,,142.197006,182.656006,690.0,687.35,2.65,2.65,,128.056,,,,,128.056,818.056,1000.712006,0.0,4872.291992,,,0.0,-3604.139893,-4.541016,1263.611084,0.0,1263.611084,2264.32309,
04/30/2004,2177.834961,1043.07402,218.145004,824.929016,38.592999,,,34.457001,14.646,3.413,36.529999,-20.132,42.388,,,,,1158.511963,100.123001,399.376007,-299.252991,416.199005,,,,503.001007,435.654999,335.973999,99.681,,67.346008,1019.323013,,38.532001,38.532001,,,,0.0,0.0,0.0,0.0,,,133.837994,,,133.837994,172.369995,690.0,687.259,2.741,2.741,,121.955002,,,,,121.955002,811.955002,984.324997,0.0,4879.719238,,,0.0,-3680.355957,-5.853027,1193.510254,0.0,1193.510254,2177.835251,
07/31/2004,2613.446045,614.098984,255.729996,358.368988,49.820999,,,49.835999,18.181999,3.496,49.452,-21.294001,29.663,,,,,743.419006,77.499001,388.764008,-311.265015,732.96698,,,,1059.561035,991.637024,780.875,210.762024,,67.924011,1870.027016,,35.57,35.57,,,,0.0,0.0,0.0,0.0,,,128.213997,,,128.213997,163.783997,690.0,687.174,2.826,2.826,,117.290001,,,,,117.290001,807.290001,971.073997,0.0,5485.36084,,,0.0,-3821.822998,-21.166016,1642.371826,0.0,1642.371826,2613.445824,
10/31/2004,2137.054,955.874,202.623,753.251,45.878,45.878,,47.614,19.591,3.833,46.123,-21.933,29.906,,,,,1079.272,51.252,298.588,-247.336,329.704,,,,676.826,616.63,408.615,208.015,,60.196,1057.782,,31.509,31.509,,,,9.902,0.0,9.902,9.902,,,117.168,,,117.168,158.579,691.522,690.0,1.522,1.522,,132.531,,,,,132.531,824.053,982.632,,5487.892,,,0.0,-4316.896,-16.574,1154.422,,1154.422,2137.054,
01/31/2005,2066.055,897.64,192.949,704.691,52.122,52.122,,46.257,18.066,3.265,47.481,-22.555,27.757,,,,,1023.776,46.709,290.931,-244.222,332.023,,,,663.547,605.252,408.615,196.637,,58.295,1042.279,,32.719,32.719,,,,9.514,0.0,9.514,9.514,,,110.035,,,110.035,152.268,738.786,690.0,48.786,48.786,,77.587,,,,,77.587,816.373,968.641,0.0,5487.282,,,0.0,-4373.891,-15.977,1097.414,0.0,1097.414,2066.055,
04/30/2005,2020.365,938.588,255.822,682.766,66.482,66.482,,45.489,19.51,2.901,45.214,-22.136,33.74,,,,,1084.299,41.019,280.397,-239.378,251.951,,,,643.096,594.081,408.615,185.466,,49.015,936.066,,36.441,36.441,,,,9.64,0.0,9.64,9.64,,,128.683,,,128.683,174.764,736.293,690.0,46.293,46.293,,78.769,,,,,78.769,815.062,989.826,0.0,5491.012,,,0.0,-4448.698,-11.775,1030.539,0.0,1030.539,2020.365,
07/31/2005,1923.474,916.457,313.569,602.888,70.622,70.622,,51.447,21.542,3.293,48.644,-22.032,30.361,,,,,1068.887,32.984,212.243,-179.259,200.188,,,,621.415,583.46,408.615,174.845,,37.955,854.587,,43.025,43.025,,,,8.908,0.0,8.908,8.908,,,123.133,,,123.133,175.066,692.598,648.752,43.846,43.846,,72.317,,,,,72.317,764.915,939.981,0.0,5491.364,,,0.0,-4499.725,-8.146,983.493,0.0,983.493,1923.474,
10/31/2005,1675.229,952.312,372.781,579.531,72.786,72.786,,49.333,21.177,3.136,47.615,-22.595,27.491,,,,,1101.922,28.09,282.548,-254.458,155.944,,,,389.273,352.339,232.015,120.324,,36.934,573.307,,43.868,43.868,,,,9.011,0.0,9.011,9.011,,,125.585,,,125.585,178.464,690.116,648.752,41.364,41.364,,71.282,,,,,71.282,761.398,939.862,0.0,5495.416,,,0.0,-4752.595,-7.454,735.367,0.0,735.367,1675.229,
01/31/2006,1544.891,794.634,298.624,496.01,81.136,81.136,,64.379,24.251,3.528,58.812,-22.212,34.717,,,,,974.866,27.131,283.844,-256.713,166.951,,,,375.943,345.076,232.015,113.061,,30.867,570.025,,51.995,51.995,,,,0.0,,,,,,122.277,,,122.277,174.272,581.196,542.262,38.934,38.934,,52.817,,,,,52.817,634.013,808.285,0.0,5499.43,,,,-4758.886,-3.938,736.606,0.0,736.606,1544.891,
04/30/2006,1820.138,1089.711,656.223,433.488,76.599,76.599,,79.076,21.177,3.136,47.615,-22.595,40.521,,,,,1285.907,26.908,285.88,-258.972,133.019,,,,374.304,337.814,232.015,105.799,,36.49,534.231,,41.893,41.893,,,,,,,,,,133.792,,,133.792,175.685,842.262,,,,,77.413,,,,,77.413,919.675,1095.36,,5488.962,,,,-4760.796,-3.388,724.778,,724.778,1820.138,
10/31/2006,1839.713,848.557,220.164,628.393,107.172,107.172,,106.085,29.627,9.156,89.628,-22.326,36.372,,,,,1098.186,29.427,290.156,-260.729,351.407,,,,360.693,323.289,232.015,91.274,,37.404,741.527,,39.277,39.277,,,,8.512,0.0,8.512,8.512,,,113.814,,,113.814,161.603,875.047,842.262,32.785,32.785,,49.437,,,,,49.437,924.484,1086.087,0.0,5506.702,,,0.0,-4752.0,-1.076,753.626,0.0,753.626,1839.713,
01/31/2007,1861.656,870.707,374.079,496.628,139.422,139.422,,103.548,29.622,7.795,89.35,-23.219,46.4,,,,,1160.077,32.867,294.411,-261.544,314.377,,,,354.335,316.026,232.015,84.011,,38.309,701.579,,37.997,37.997,,,,0.0,0.0,0.0,0.0,,,131.613,,,131.613,169.61,843.844,843.844,0.0,0.0,,78.117,,,,,78.117,921.961,1091.571,0.0,5512.772,,,0.0,-4740.944,-1.743,770.085,0.0,770.085,1861.656,
04/30/2007,1923.056,1116.959,470.306,646.653,145.495,145.495,,118.79,34.234,7.562,100.827,-23.833,43.93,,,,,1425.174,37.567,302.011,-264.444,105.556,,,,354.759,308.764,232.015,76.749,,45.995,497.882,,69.942,69.942,,,,542.262,542.262,0.0,0.0,,,141.77,,,141.77,753.974,300.0,300.0,0.0,0.0,,76.955,,,,,76.955,376.955,1130.929,0.0,5521.755,,,0.0,-4727.934,-1.694,792.127,0.0,792.127,1923.056,
07/31/2007,2413.679,1728.763,724.271,1004.492,117.806,117.806,,105.141,31.231,6.586,91.455,-24.131,43.382,,,,,1995.092,41.462,306.889,-265.427,8.354,,,,368.771,301.501,232.015,69.486,,67.27,418.587,,51.798,51.798,,,,542.262,542.262,0.0,0.0,,,148.254,,,148.254,742.314,800.0,800.0,0.0,0.0,,76.142,,,,,76.142,876.142,1618.456,0.0,5496.774,,,0.0,-4699.622,-1.929,795.223,0.0,795.223,2413.679,
10/31/2007,2416.273,1714.246,892.061,822.185,104.078,104.078,,102.618,28.611,4.123,96.054,-26.17,47.817,,,,,1968.759,46.671,306.783,-260.112,33.946,,,,366.897,299.159,232.015,67.144,,67.738,447.514,,55.389,55.389,,,,542.262,542.262,0.0,0.0,,,132.741,,,132.741,730.392,800.0,800.0,0.0,0.0,,35.727,,,,,35.727,835.727,1566.119,0.0,5520.609,,,0.0,-4669.212,-1.243,850.154,0.0,850.154,2416.273,
01/31/2008,1913.416,1181.949,922.306,259.643,144.639,144.639,,103.52,27.858,4.504,100.781,-29.623,40.566,,,,,1470.674,48.878,315.451,-266.573,33.946,,,,359.918,291.25,232.015,59.235,,68.668,442.742,,66.385,66.385,,,,0.0,0.0,0.0,0.0,,,115.964,,,115.964,182.349,800.0,800.0,0.0,0.0,,42.006,,,,,42.006,842.006,1024.355,0.0,5528.744,,,0.0,-4640.265,0.582,889.061,0.0,889.061,1913.416,
04/30/2008,2055.771,1033.62,963.852,69.768,132.065,132.065,,125.406,21.294,4.354,126.1,-26.342,42.291,,,,,1333.382,55.593,324.976,-269.383,25.641,,,,641.155,568.521,455.138,113.383,,72.634,722.389,,69.953,69.953,,,,0.0,0.0,0.0,0.0,,,140.784,,,140.784,210.737,800.0,800.0,0.0,0.0,,47.772,,,,,47.772,847.772,1058.509,0.0,5613.211,,,0.0,-4616.505,0.556,997.262,0.0,997.262,2055.771,
07/31/2008,2061.699,1028.921,873.103,155.818,138.142,138.142,,106.343,20.088,2.257,106.918,-22.92,38.624,,,,,1312.03,58.723,328.489,-269.766,57.155,,,,633.791,557.983,455.721,102.262,,75.808,749.669,,61.78,61.78,,,,0.0,0.0,0.0,0.0,,,131.6,,,131.6,193.38,800.0,800.0,0.0,0.0,,49.757,,,,,49.757,849.757,1043.137,0.0,5622.533,,,0.0,-4604.782,0.811,1018.562,0.0,1018.562,2061.699,
10/31/2008,2024.594,917.005,550.669,366.336,138.441,138.441,,93.452,19.044,1.702,95.963,-23.257,35.888,,,,,1184.786,59.967,327.514,-267.547,156.171,,,,623.67,547.922,455.673,92.249,,75.748,839.808,,44.761,44.761,,,,0.0,0.0,0.0,0.0,,,134.578,,,134.578,179.339,798.0,798.0,0.0,0.0,,48.306,,,,,48.306,846.306,1025.645,0.0,5630.403,,,0.0,-4630.179,-1.275,998.949,0.0,998.949,2024.594,
01/31/2009,2000.551,922.603,534.985,387.618,130.477,130.477,0.0,91.283,23.344,0.916,91.673,-24.65,34.186,26.903,,,7.022,1178.549,59.39,330.516,-271.126,146.446,,146.446,,616.166,539.867,455.673,84.194,,76.299,822.002,,137.575,50.194,1.162,,86.219,0.0,0.0,,,,,36.189,36.316,,0.611,173.764,798.0,798.0,,,,46.685,,,,,10.369,844.685,1018.449,,5638.955,0.907,5638.048,0.0,-4655.01,-1.843,982.102,0.0,982.102,2000.551,
04/30/2009,1511.092,1065.775,583.481,482.294,116.671,116.671,0.0,91.269,20.538,1.1,91.769,-22.138,26.439,10.557,,,15.882,1300.154,60.099,334.825,-274.726,0.0,,0.0,,150.839,76.319,0.0,76.319,,74.52,210.938,,128.364,32.488,,,95.876,0.0,0.0,,,,,46.125,35.025,,3.151,174.489,798.0,798.0,,,,48.323,,,,,13.298,846.323,1020.812,0.0,5648.533,0.911,5647.622,0.0,-5158.22,-0.033,490.28,0.0,490.28,1511.092,
07/31/2009,1511.226,1062.826,455.732,607.094,120.271,120.271,0.0,89.6,20.202,0.755,90.189,-21.546,44.325,,,,44.325,1317.022,60.608,333.099,-272.491,0.0,,0.0,,133.596,68.445,0.0,68.445,,65.151,194.204,,141.908,52.337,,,89.571,0.0,0.0,,,,,45.542,34.875,,1.917,187.45,798.0,798.0,,,,51.652,,,,,16.777,849.652,1037.102,0.0,5657.011,0.915,5656.096,0.0,-5184.674,1.787,474.124,0.0,474.124,1511.226,
10/31/2009,1504.383,1048.888,485.705,563.183,118.251,118.251,0.0,88.086,19.694,1.48,61.026,5.886,50.537,8.869,0.0,,41.668,1305.762,61.868,338.854,-276.986,8.031,,8.031,,128.722,60.82,,60.82,,67.902,198.621,,158.264,53.104,0.0,0.0,105.16,0.0,0.0,0.0,0.0,,,40.565,35.368,0.0,0.0,198.829,798.0,798.0,0.0,0.0,,51.716,0.0,0.0,0.0,0.0,16.348,849.716,1048.545,0.0,5665.948,0.92,5665.028,0.0,-5211.333,1.223,455.838,0.0,455.838,1504.383,
01/31/2010,1481.107,1001.589,573.18,428.409,105.624,105.624,0.0,95.431,18.256,2.255,98.264,-23.344,75.423,8.401,,,67.022,1278.067,64.351,344.91,-280.559,8.048,,8.048,,130.641,53.433,,53.433,,77.208,203.04,,175.077,76.211,1.306,,97.56,0.0,0.0,,,,,45.288,37.177,,1.566,220.365,798.0,798.0,,,,52.691,,,,,15.514,850.691,1071.056,0.0,5674.313,0.926,5673.387,0.0,-5264.666,0.404,410.051,0.0,410.051,1481.107,
04/30/2010,1906.961,613.766,584.229,29.537,178.959,178.959,0.0,233.405,21.309,3.958,236.135,-27.997,95.246,9.765,,,85.481,1121.376,110.885,396.352,-285.467,0.0,,0.0,,674.7,557.176,39.991,517.185,,117.524,785.585,,292.252,105.138,1.306,,185.808,0.0,0.0,,,,,59.983,34.978,,3.27,352.235,1174.665,1174.665,,,,50.928,,,,,15.95,1225.593,1577.828,0.0,5683.578,0.931,5682.647,0.0,-5354.675,0.23,329.133,0.0,329.133,1906.961,
