Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,3464.413,330.261,330.261,0.0,0.227,0.227,,0.757,0.0,0.0,0.757,0.0,119.984,,,,451.229,1987.233,1993.651,-6.418,0.0,,1025.951,54.1,0.0,54.1,,971.851,3013.184,,86.52,86.52,,,,10.201,0.717998,9.483002,9.483002,,,73.232,,,,73.232,169.953,1627.968,1600.328,27.64,27.64,,22.0,,,,,22.0,1649.968,1819.921,0.0,1952.896,,,0.0,-304.325,-4.079,1644.492,0.0,1644.492,3464.413,
03/31/2005,3868.376,366.288,366.288,0.0,0.802,0.802,,5.05,,,5.05,,202.952,,,,575.092,2309.432,2318.735,-9.303,0.0,,983.852,7.4,0.0,7.4,,976.452,3293.284,,110.642,110.642,,,,5.452,,,,,,132.451,,,,132.451,248.545,2001.241,,,,,3.1,,,,,3.1,2004.341,2252.886,0.0,1971.965,,,0.0,-352.16,-4.315,1615.49,0.0,1615.49,3868.376,
06/30/2005,3911.529,485.796,485.796,0.0,55.544,55.544,,29.324,,,,,143.818,,,,714.482,2518.008,2551.059,-33.051,0.0,,679.039,7.4,0.0,7.4,3.751,667.888,3197.047,,115.698,115.698,,,,9.876,,,,,,162.181,,,,162.181,287.755,2041.949,,,,,6.047,,,,,6.047,2047.996,2335.751,0.0,1972.496,,,,-387.322,-9.396,1575.778,0.0,1575.778,3911.529,
09/30/2005,3942.764,552.88,552.88,0.0,55.455,55.455,,33.355,,,,,118.572,,,,760.262,2597.904,2665.245,-67.341,0.0,,584.598,7.4,0.0,7.4,4.214,572.984,3182.502,,66.977,66.977,,,,9.734,,,,,,171.335,,,,171.335,248.046,2117.234,,,,,8.697,,,,,8.697,2125.931,2373.977,0.0,1973.202,,,0.0,-401.512,-2.903,1568.787,0.0,1568.787,3942.764,
12/31/2005,3945.283,434.289,434.289,0.0,88.468,88.468,,39.884,0.0,0.0,39.884,0.0,121.901,,,,684.542,2663.87,2764.386,-100.516,0.0,,596.871,60.48,0.0,60.48,,536.391,3260.741,,79.768,79.768,,,,24.473,15.489001,8.983999,8.983999,,,165.538,,,,165.538,269.779,2110.064,2090.846,19.218,19.218,,2.545,,,,,2.545,2112.609,2382.388,0.0,1973.84,,,0.0,-395.161,-15.784,1562.895,0.0,1562.895,3945.283,
03/31/2006,4009.387,477.027,477.027,0.0,66.533,66.533,,47.317,,,47.317,,102.656,,,,693.533,2727.008,2863.108,-136.1,0.0,,588.846,57.634,,,5.395,525.817,3315.854,,66.082,66.082,,,,24.798,15.592,9.206,9.206,,,150.726,,,,150.726,241.606,2194.696,2180.146,14.55,14.55,,1.055,,,,,1.055,2195.751,2437.357,0.0,1978.625,,,0.0,-406.595,0.0,1572.03,0.0,1572.03,4009.387,
06/30/2006,4101.465,378.952,378.952,0.0,65.772,65.772,,49.951,,,49.951,,107.382,,,,602.057,2814.005,2985.424,-171.419,0.0,,685.403,69.862,,,5.193,610.348,3499.408,,75.078,75.078,,,,24.907,,,,,,130.697,,,,130.697,230.682,2294.211,,,,,6.805,,,,,6.805,2301.016,2531.698,0.0,1996.661,,,0.0,-426.665,-0.229,1569.767,0.0,1569.767,4101.465,
09/30/2006,5236.768,1402.279,1402.279,0.0,101.902,101.902,,60.58,,,60.58,,140.387,,,,1705.148,3057.03,3267.43,-210.4,0.0,,474.59,68.749,0.0,68.749,5.271,400.57,3531.62,,131.826,131.826,,,,23.219,15.801001,7.417999,7.417999,,,352.474,,,,352.474,507.519,2375.162,2363.378,11.784,11.784,,61.593,,,,,61.593,2436.755,2944.274,0.0,2004.716,,,0.0,288.99,-1.212,2292.494,0.0,2292.494,5236.768,
12/31/2006,4660.18,789.407,789.407,0.0,140.232,140.232,,64.368,0.0,0.0,64.368,0.0,101.784,,,,1095.791,3157.622,3415.258,-257.636,0.0,,406.767,67.635,0.0,67.635,5.981,333.151,3564.389,,115.612,115.612,,,,13.548,,,,,,381.927,,,,381.927,511.087,2392.346,2380.537,11.809,11.809,,111.162,,,,,111.162,2503.508,3014.595,0.0,2023.426,,,0.0,-377.747,-0.094,1645.585,0.0,1645.585,4660.18,
03/31/2007,4695.032,801.633,801.633,0.0,129.427,129.427,,66.442,0.0,0.0,66.442,0.0,88.111,,,,1085.613,3257.364,3553.888,-296.524,0.0,,352.055,63.932,,,4.845,283.278,3609.419,,145.916,145.916,,,,7.457,1.868,5.589,5.589,,,361.59,,,,361.59,514.963,2327.036,2318.118001,8.917999,8.917999,,148.193,,,,,148.193,2475.229,2990.192,0.0,2029.964,,,0.0,-321.387,-3.737,1704.84,0.0,1704.84,4695.032,
06/30/2007,4857.503,838.539,838.539,0.0,124.969,124.969,,65.418,0.0,0.0,65.418,0.0,62.793,,,,1091.719,3456.38,3799.923,-343.543,0.0,,309.404,62.551,,,5.262,241.591,3765.784,,155.15,155.15,,,,9.092,3.505,5.587,5.587,,,357.574,,,,357.574,521.816,2482.804,2473.889,8.915,8.915,,174.673,,,,,174.673,2657.477,3179.293,0.0,2037.438,,,-123.393,-231.837,-3.998,1678.21,0.0,1678.21,4857.503,
09/30/2007,5086.109,829.06,829.06,0.0,134.202,134.202,,66.973,0.0,0.0,66.973,0.0,63.412,,,,1093.647,3721.278,4113.876,-392.598,0.0,,271.184,61.456,,,5.175,204.553,3992.462,,172.876,172.876,,,,9.83,4.059001,5.770999,5.770999,,,413.699,,,,413.699,596.405,2406.768,2400.705,6.063,6.063,,176.379,,,,,176.379,2583.147,3179.552,0.0,2270.948,,,-179.277,-187.097,1.983,1906.557,0.0,1906.557,5086.109,
12/31/2007,6299.282,1275.12,1275.12,0.0,179.059,179.059,,73.291,0.0,0.0,73.291,0.0,54.521,,,,1581.991,3939.979,4377.331,-437.352,0.0,,777.312,60.074,,,,717.238,4717.291,,182.718,182.718,,,,9.011,3.273,5.738,5.738,,,393.454,,,,393.454,585.183,3539.368,3533.339,6.029,6.029,,226.572,,,,,226.572,3765.94,4351.123,0.0,2274.24,,,-179.277,-143.899,-2.905,1948.159,0.0,1948.159,6299.282,
03/31/2008,6205.535,1239.269,1239.269,0.0,156.224,156.224,,75.702,0.0,0.0,75.702,0.0,56.979,,,,1528.174,4156.65,4651.76,-495.11,0.0,,520.711,52.354,,,5.52,462.837,4677.361,,173.953,173.953,,,,8.973,3.078,5.895,5.895,,,380.559,,,,380.559,563.485,3661.848,3658.789,3.059,3.059,,222.721,,,,,222.721,3884.569,4448.054,0.0,2278.041,,,-423.412,-96.275,-0.873,1757.481,0.0,1757.481,6205.535,
06/30/2008,6529.053,1333.828,1333.828,0.0,153.596,153.596,,80.042,,,,,76.681,,,,1644.147,4414.496,4968.864,-554.368,0.0,,470.41,51.24,,,4.956,414.214,4884.906,,320.534,320.534,,,,8.594,,,,,,557.153,,,,557.153,886.281,3896.12,,,,,72.506,,,,,72.506,3968.626,4854.907,0.0,2284.634,,,-782.926,175.749,-3.311,1674.146,0.0,1674.146,6529.053,
09/30/2008,7287.502,1713.669,1713.669,0.0,138.858,138.858,,95.977,,,,,31.426,,,,1979.93,4702.986,5316.921,-613.935,0.0,,604.586,50.127,,,4.744,549.715,5307.572,,179.162,179.162,,,,9.108,,,,,,740.507,,,,740.507,928.777,4914.691,,,,,42.872,,,,,42.872,4957.563,5886.34,0.0,2291.499,,,-1119.407,226.969,2.101,1401.162,0.0,1401.162,7287.502,
12/31/2008,6755.788,1133.904,1133.904,,125.196,125.196,,120.944,,,120.944,,31.047,,,,1411.091,5118.646,5794.5,-675.854,,,226.051,49.049,,,4.696,172.306,5344.697,,232.136,232.136,,,,8.753,,,,,,482.868,,,,482.868,723.757,4290.424,,,,,140.012,,,,,140.012,4430.436,5154.193,0.0,2735.524,,,-1119.407,-17.136,2.614,1601.595,0.0,1601.595,6755.788,
03/31/2009,7312.438,1718.722,1718.722,0.0,111.799,111.799,0.0,119.311,,,,,43.09,,18.353,43.09,1992.922,5103.984,5876.971,-772.987,0.0,,215.532,47.999,,,4.065,145.115,5319.516,,365.801,160.275,87.312,51.011,67.203,5.746,0.0,,,,5.746,233.447,,26.778,,232.69,604.994,4753.835,4753.835,,,,133.07,,,,,106.292,4886.905,5491.899,0.0,2988.27,1.359,2986.911,-1119.407,-50.95,2.626,1820.539,0.0,1820.539,7312.438,
06/30/2009,6648.726,1090.182,1090.182,0.0,109.219,109.219,0.0,113.153,,,,,39.066,,1.999,39.066,1351.62,5098.567,5966.71,-868.143,0.0,,198.539,46.886,,,4.032,145.622,5297.106,,287.03,122.815,69.835,10.449,83.931,19.957,0.0,,,,19.957,247.13,,23.517,,246.332,554.117,4124.39,4124.39,,,,117.063,,,,,93.546,4241.453,4795.57,0.0,2995.644,1.359,2994.285,-1119.407,-25.435,2.354,1853.156,0.0,1853.156,6648.726,
09/30/2009,6862.058,1296.078,1296.078,0.0,113.883,113.883,0.0,111.793,,,,,36.643,,12.295,36.643,1558.397,5087.166,6052.048,-964.882,0.0,,216.495,45.773,,,3.904,154.523,5303.661,,325.97,115.335,85.302,37.265,88.068,16.886,0.0,,,,16.886,310.554,,19.3,,299.955,653.41,4188.747,4188.747,,,,124.611,,,,,105.311,4313.358,4966.768,0.0,3003.568,1.359,3002.209,-1119.407,8.775,2.354,1895.29,0.0,1895.29,6862.058,
12/31/2009,7581.769,1991.83,1991.83,0.0,121.426,121.426,0.0,107.005,,,,,62.695,0.0,26.386,53.527,2282.956,5062.059,6122.069,-1060.01,0.0,0.0,236.754,44.659,0.0,44.659,4.102,161.607,5298.813,,351.753,135.501,102.156,17.52,96.576,2.675,0.0,0.0,0.0,,2.675,371.157,0.0,20.569,0.0,328.301,725.585,3566.428,3566.428,0.0,0.0,,129.393,0.0,0.0,0.0,0.0,108.824,3695.821,4421.406,0.0,4240.858,1.361,4239.497,-1119.407,-89.559,2.446,3034.338,126.025,3160.363,7581.769,
03/31/2010,7290.162,1757.015,1757.015,0.0,132.35,132.35,0.0,107.158,,,,,54.199,,0.0,54.199,2050.722,5042.195,6199.582,-1157.387,0.0,,197.245,43.545,,,3.896,149.804,5239.44,,365.061,120.385,106.842,54.887,82.947,2.675,0.0,,,,2.675,266.162,,24.171,18.612,263.831,633.898,3279.055,3279.055,,,,151.581,,,,,108.798,3430.636,4064.534,0.0,4248.741,1.361,4247.38,-1119.407,-62.571,1.852,3068.615,157.013,3225.628,7290.162,
06/30/2010,7369.175,1858.422,1858.422,0.0,128.059,128.059,0.0,97.887,,,,,56.43,,,56.43,2140.798,5031.785,6280.94,-1249.155,0.0,,196.592,42.431,,,4.011,150.15,5228.377,,389.763,143.338,129.477,19.332,97.616,2.675,0.0,,,,2.675,301.921,,25.846,18.722,299.59,694.359,3231.013,3231.013,,,,144.632,,,,,100.064,3375.645,4070.004,0.0,4266.583,1.363,4265.22,-1119.407,-41.02,-0.1,3106.056,193.115,3299.171,7369.175,
09/30/2010,7361.883,1922.338,1922.338,0.0,107.759,107.759,0.0,95.344,,,,,60.702,,,60.702,2186.143,4976.27,6302.822,-1326.552,0.0,,199.47,41.319,,,4.048,154.103,5175.74,,395.66,130.752,106.99,45.394,112.524,2.675,0.0,,,,2.675,344.657,,18.3,23.576,334.438,742.992,3176.408,3176.408,,,,140.588,,,,,98.712,3316.996,4059.988,0.0,4297.806,1.367,4296.439,-1119.407,-105.441,2.9,3075.858,226.037,3301.895,7361.883,
12/31/2010,6674.497,1258.499,1258.499,0.0,158.616,158.616,0.0,86.847,,,,,57.174,0.0,0.0,53.22,1561.136,4921.259,6300.734,-1379.475,0.0,0.0,192.102,40.205,0.0,40.205,4.232,147.665,5113.361,,479.944,168.135,175.949,53.999,81.861,2.675,0.0,0.0,0.0,,2.675,405.31,0.0,0.0,76.881,380.887,887.929,3264.854,3264.854,0.0,0.0,,141.129,0.0,0.0,0.0,0.0,64.248,3405.983,4293.912,0.0,3347.424,1.374,3346.05,-1119.407,9.042,0.889,2237.948,142.637,2380.585,6674.497,
03/31/2011,6783.167,1446.832,1446.832,0.0,148.767,148.767,0.0,80.896,,,,,68.822,,0.0,68.822,1745.317,4854.124,6316.592,-1462.468,0.0,,183.726,39.091,,,3.934,140.701,5037.85,,460.345,154.834,157.727,42.449,105.335,2.675,0.0,,,,2.675,401.515,,13.4,77.665,394.741,864.535,3163.945,3163.945,,,,138.783,,,,,47.718,3302.728,4167.263,0.0,3357.265,1.375,3355.89,-1119.407,182.846,-0.009,2420.695,195.209,2615.904,6783.167,
06/30/2011,7107.712,1684.989,1684.989,0.0,137.795,137.795,0.0,75.368,,,,,172.71,,,172.71,2070.862,4770.45,6324.94,-1554.49,0.0,,266.4,37.978,,,4.198,224.224,5036.85,,518.621,166.711,170.377,51.073,130.46,150.898,0.0,,,,150.898,488.732,,7.1071,76.066,478.751,1158.251,2995.256,2995.256,,,,216.47,,,,,133.2969,3211.726,4369.977,0.0,3385.483,1.378,3384.105,-1120.454,242.49,0.921,2508.44,229.295,2737.735,7107.712,
09/30/2011,7428.974,1776.024,1776.024,0.0,153.749,153.749,0.0,77.411,,,,,197.946,,,197.946,2205.13,4687.027,6327.084,-1640.057,0.0,,536.817,36.864,,,4.147,495.806,5223.844,,522.854,140.254,142.028,41.197,199.375,246.233,0.0,,,,246.233,556.67,,6.0,76.51,549.699,1325.757,2933.366,2933.366,,,,308.533,,,,,226.023,3241.899,4567.656,0.0,3396.85,1.378,3395.472,-1126.266,307.061,-2.867,2574.778,286.54,2861.318,7428.974,
12/31/2011,6899.496,1262.587,1262.587,0.0,192.97,192.97,0.0,72.061,,,,,198.834,0.0,168.878,195.606,1726.452,4865.332,6585.952,-1720.62,0.0,0.0,307.712,35.751,0.0,35.751,4.376,98.707,5173.044,,567.179,171.608,179.521,49.989,166.061,421.359,0.0,0.0,0.0,,421.359,591.355,0.0,0.0,54.294,580.482,1579.893,2809.785,2809.785,0.0,0.0,,286.364,0.0,0.0,0.0,0.0,232.07,3096.149,4676.042,0.0,3178.85,1.379,3177.471,-1127.036,36.368,0.84,2089.022,134.432,2223.454,6899.496,
03/31/2012,7403.067,1871.07,1871.07,0.0,168.867,168.867,0.0,68.163,,,,,211.838,,0.0,211.838,2319.938,4802.373,6602.285,-1799.912,0.0,,280.756,34.637,,,4.315,241.804,5083.129,,553.109,162.488,173.171,48.417,169.033,181.459,0.0,,,,181.459,613.941,,,51.969,605.973,1348.509,5328.006,5328.006,,,,285.56,,,,,233.591,5613.566,6962.075,0.0,1246.778,1.134,1245.644,-1127.391,126.981,2.307,248.675,192.317,440.992,7403.067,
06/30/2012,7480.591,1933.189,1933.189,0.0,175.124,175.124,0.0,66.287,,,,,296.118,,,296.118,2470.718,4744.574,6629.852,-1885.278,0.0,,265.299,33.523,,,4.202,227.574,5009.873,,528.087,158.665,156.159,79.768,133.495,193.026,0.0,,,,193.026,615.935,,7.3,45.875,612.43,1337.048,5292.218,5292.218,,,,255.853,,,,,202.678,5548.071,6885.119,0.0,1252.638,1.134,1251.504,-1127.883,214.791,2.096,341.642,253.83,595.472,7480.591,
09/30/2012,7956.227,2330.937,2330.937,0.0,164.84,164.84,0.0,65.531,,,,,279.976,,,279.976,2841.284,4697.692,6663.117,-1965.425,0.0,,417.251,32.41,,,4.094,380.747,5114.943,,575.784,186.645,170.762,71.783,146.594,28.648,0.0,,,,28.648,601.125,,3.9,36.718,597.589,1205.557,5781.471,5781.471,,,,249.899,,,,,209.281,6031.37,7236.927,0.0,1259.092,1.134,1257.958,-1127.947,276.565,3.625,411.335,307.965,719.3,7956.227,
12/31/2012,7276.594,1725.219,1725.219,0.0,191.316,191.316,0.0,63.799,,,,,222.044,0.0,154.457,218.942,2202.378,4727.899,6778.47,-2050.571,0.0,0.0,346.317,31.297,0.0,31.297,4.27,156.293,5074.216,,550.737,164.858,165.111,100.562,120.206,28.987,0.0,0.0,0.0,,28.987,551.653,0.0,3.938,45.499,548.475,1131.377,5781.77,5781.77,0.0,0.0,,259.515,0.0,0.0,0.0,0.0,210.078,6041.285,7172.662,0.0,819.958,1.137,818.821,-1127.947,44.775,4.177,-259.037,362.969,103.932,7276.594,
03/31/2013,7535.926,2056.705,2056.705,0.0,194.189,194.189,0.0,67.909,,,,,185.701,,0.0,185.701,2504.504,4723.083,6857.912,-2134.829,0.0,,308.339,30.183,,,3.714,274.442,5031.422,,567.456,200.67,188.611,51.158,127.017,28.945,0.0,,,,28.945,638.065,,0.8,38.237,634.887,1234.466,5781.181,5781.181,,,,245.603,,,,,206.566,6026.784,7261.25,0.0,823.387,1.138,822.249,-1130.408,147.612,2.382,-157.027,431.703,274.676,7535.926,
06/30/2013,7773.339,2028.229,2028.229,0.0,159.783,159.783,0.0,70.153,,,,,232.17,12.7,,232.17,2490.335,4760.886,6972.99,-2212.104,0.0,,522.118,29.243,,,4.105,476.07,5283.004,,588.23,208.005,163.363,78.994,137.868,29.664,0.0,,,,29.664,750.15,,,29.673,746.972,1368.044,6010.763,6010.763,,,,216.968,,,,,187.295,6227.731,7595.775,0.0,875.015,1.141,873.874,-1141.809,176.088,2.678,-88.028,265.592,177.564,7773.339,
09/30/2013,8069.628,2041.155,2041.155,0.0,168.991,168.991,0.0,73.038,,,,,482.372,9.2,,482.372,2765.556,4810.378,7107.525,-2297.147,0.0,,493.694,31.146,,,3.942,449.406,5304.072,,618.882,213.519,183.374,68.803,153.186,252.077,0.0,,,,252.077,756.203,,,21.024,753.241,1627.162,5986.557,5986.557,,,,214.57,,,,,193.546,6201.127,7828.289,0.0,883.126,1.141,881.985,-1141.899,256.992,3.078,1.297,240.042,241.339,8069.628,
12/31/2013,8377.03,2435.041,2435.041,0.0,194.393,194.393,0.0,74.739,,,,,264.641,10.3,161.692,262.432,2968.814,4934.449,7313.411,-2378.962,0.0,0.0,473.767,30.767,0.0,30.767,4.148,266.86,5408.216,,713.129,272.861,207.318,101.442,131.508,30.391,0.0,0.0,0.0,,30.391,712.014,0.0,0.0,14.343,707.979,1455.534,6586.518,6586.518,0.0,0.0,,202.627,0.0,0.0,0.0,0.0,188.284,6789.145,8244.679,0.0,889.869,1.142,888.727,-1143.419,66.13,2.913,-184.507,316.858,132.351,8377.03,
03/31/2014,9113.221,3273.621,3273.621,0.0,177.085,177.085,0.0,71.865,,,,,316.613,11.1,0.0,316.613,3839.184,5036.43,7470.436,-2434.006,0.0,,237.607,30.172,,,4.06,192.275,5274.037,,706.741,270.299,228.538,73.567,134.337,30.378,0.0,,,,30.378,518.206,,,42.753,514.171,1255.325,7329.777,7329.777,,,,207.377,,,,,164.624,7537.154,8792.479,0.0,903.188,1.142,902.046,-1144.845,166.664,2.528,-72.465,393.207,320.742,9113.221,
06/30/2014,9071.342,3035.111,3035.111,0.0,171.35,171.35,0.0,70.132,,,,,341.587,6.5,,341.587,3618.18,5215.723,7723.164,-2507.441,0.0,,237.439,29.576,,,4.094,197.269,5453.162,,633.773,223.961,144.382,89.35,176.08,31.134,0.0,,,,31.134,620.258,,,38.649,616.223,1285.165,7310.134,7310.134,,,,187.878,,,,,149.229,7498.012,8783.177,0.0,919.755,1.143,918.612,-1145.38,243.921,3.114,21.41,266.755,288.165,9071.342,
09/30/2014,9181.699,2890.878,2890.878,0.0,164.853,164.853,0.0,69.975,,,,,344.613,8.9,,344.613,3470.319,5460.971,8031.405,-2570.434,0.0,,250.409,28.98,,,4.067,208.462,5711.38,,673.033,243.276,151.473,92.265,186.019,31.089,0.0,,,,31.089,640.19,,,36.668,636.217,1344.312,7341.227,7341.227,,,,202.745,,,,,166.077,7543.972,8888.284,0.0,929.205,1.143,928.062,-1145.481,308.641,2.35,94.715,198.7,293.415,9181.699,
12/31/2014,9062.861,2182.164,2182.164,0.0,198.726,198.726,0.0,72.223,,,,,329.218,5.9,,327.117,2782.331,5855.842,8476.787,-2620.945,0.0,0.0,424.688,112.367,0.0,112.367,4.243,302.178,6280.53,,728.686,303.284,137.269,107.318,180.815,30.814,0.0,0.0,0.0,,30.814,548.818,0.0,0.0,30.072,541.87,1308.318,7345.262,7345.262,0.0,0.0,,198.19,0.0,0.0,0.0,0.0,168.118,7543.452,8851.77,0.0,949.71,1.144,948.566,-1145.481,164.487,2.505,-28.779,239.87,211.091,9062.861,
03/31/2015,9151.68,1641.908,1641.908,0.0,246.691,246.691,0.0,69.911,,,,,424.342,1.3,,424.342,2382.852,6245.53,8936.139,-2690.609,0.0,,523.298,112.772,,,4.44,404.786,6768.828,,556.24,186.964,138.58,63.745,166.951,181.762,0.0,,,,181.762,509.55,,,27.498,504.703,1247.552,7834.42,7834.42,,,,216.86,,,,,189.362,8051.28,9298.832,0.0,958.782,1.146,957.636,-1152.393,-32.388,1.953,-224.046,76.894,-147.152,9151.68,
06/30/2015,9283.042,1488.22,1488.22,0.0,225.443,225.443,0.0,66.576,,,,,307.464,0.5,,307.464,2087.703,6618.499,9366.274,-2747.775,0.0,,576.84,112.176,,,3.474,460.69,7195.339,,603.208,214.981,88.885,85.683,213.659,111.703,0.0,,,,111.703,512.179,,,39.993,507.332,1227.09,7985.463,7985.463,,,,181.149,,,,,141.156,8166.612,9393.702,0.0,968.566,1.146,967.42,-1152.393,-26.583,1.963,-208.447,97.787,-110.66,9283.042,
