Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1995,466.299988,0.0,466.299988,0,,-259.799988,0.0,0.0,0.0,259.799988,,,206.5,-142.699997,83.099998,33.299999,26.299999,,63.799999,-8.7,,,0.0,,11.5,11.5,,0.0,-2.8,55.099999,-19.4,35.700001,0.0,,,35.7,0,35.700001,-0.1,,35.600001,35.600001,,50.299999,0.71,0.71,0.71,50.299999,0.71,0.71,0.71,
03/31/1996,700.900024,0.0,700.900024,0,,-439.399994,0.0,0.0,0.0,439.399994,,,261.500031,-179.399994,77.5,49.400002,52.5,,82.099998,-11.4,,,0.0,,11.7,11.7,0.0,0.0,-0.3,70.699999,-25.200001,45.5,0.0,,,45.499998,0,45.5,-0.1,,45.4,45.4,,50.200001,0.9,0.9,0.9,50.200001,0.9,0.9,0.9,
06/30/1996,336.5,0.0,336.5,0,,-160.899994,0.0,0.0,0.0,160.899994,,,175.600006,-123.599998,77.400002,21.299999,24.9,,52.0,-11.8,,,0.0,,10.6,10.6,0.0,0.0,1.2,40.2,-14.8,25.4,-15.0,,,40.399999,0,40.400002,-0.1,,40.300002,40.300002,,50.099998,0.8,0.5,0.5,50.099998,0.8,0.5,0.5,
09/30/1996,220.399994,0.0,220.399994,0,,-75.800003,0.0,0.0,0.0,75.800003,,,144.599991,-109.300003,80.400002,16.5,12.4,,35.299999,-11.7,,,0.0,,11.9,11.9,0.0,0.0,-0.2,23.6,-8.5,15.1,0.0,,,15.1,0,15.1,-0.1,,15.0,15.0,,50.0,0.3,0.3,0.3,50.0,0.3,0.3,0.3,
12/31/1996,592.900024,0.0,592.900024,0,,-368.600006,0.0,0.0,0.0,368.600006,,,224.300018,-160.600006,91.400002,38.099998,31.1,,63.700001,-9.3,,,0.0,,13.6,13.6,0.0,0.0,-4.3,54.400001,-19.200001,35.200001,0.0,,,35.2,0,35.200001,-0.1,,35.100001,35.100001,,49.599998,0.71,0.71,0.71,50.099998,0.7,0.7,0.7,
03/31/1997,900.0,0.0,900.0,0,,-632.900024,0.0,0.0,0.0,632.900024,,,267.099976,-193.899994,80.800003,52.200001,60.900002,,73.199997,-11.1,,,0.0,,13.2,13.2,0.0,0.0,-2.1,62.099997,-21.700001,40.400002,0.0,,,40.399996,0,40.400002,0.0,,40.400002,40.400002,,49.299999,0.82,0.82,0.82,49.299999,0.82,0.82,0.82,
06/30/1997,303.700012,0.0,303.700012,0,,-122.800003,0.0,0.0,0.0,122.800003,,,180.900009,-128.300003,81.900002,23.0,23.4,,52.599998,-8.1,,,0.0,,10.5,10.5,0.0,0.0,-2.4,44.499999,-15.8,28.700001,0.0,,,28.699998,0,28.700001,0.0,,28.700001,28.700001,,48.799999,0.59,0.59,0.59,49.0,0.58,0.58,0.58,
09/30/1997,209.199997,0.0,209.199997,0,,-58.200001,0.0,0.0,0.0,58.200001,,,150.999996,-112.400002,82.699997,16.9,12.8,,38.599998,-8.7,,,0.0,,11.5,11.5,0.0,0.0,-2.8,29.899998,-10.4,19.5,0.0,,,19.499999,0,19.5,-0.1,,19.4,19.4,,48.5,0.4,0.4,0.4,48.700001,0.4,0.4,0.4,
12/31/1997,579.700012,0.0,579.700012,0,,-350.299988,0.0,0.0,0.0,350.299988,,,229.400024,-164.0,94.900002,39.099998,30.0,,65.400002,-5.0,,,0.0,,13.9,13.9,0.0,0.0,-8.9,60.400002,-21.1,39.299999,0.0,,,39.300001,0,39.299999,-0.3,,38.999999,38.999999,,48.299999,0.81,0.81,0.81,48.299999,0.81,0.81,0.81,
03/31/1998,562.299988,0.0,562.299988,0,,-318.200012,0.0,0.0,0.0,318.200012,,,244.099976,-179.199997,82.199997,53.299999,43.700001,,64.900002,-9.4,,,0.0,,13.1,13.1,0.0,0.0,-3.7,55.500001,-19.299999,36.200001,0.0,,,36.200002,0,36.200001,-0.1,,36.100001,36.100001,,48.099998,0.75,0.75,0.75,48.299999,0.75,0.75,0.75,
06/30/1998,271.299988,0.0,271.299988,0,,-96.099998,0.0,0.0,0.0,96.099998,,,175.199989,-126.300003,82.099609,23.6,20.6,,48.900002,-5.5,,,0.0,,10.4,10.4,0.0,0.0,-4.9,43.400002,-14.9,28.5,0.0,,,28.500002,0,28.5,-0.1,,28.4,28.4,,47.900002,0.59,0.59,0.59,48.200001,0.59,0.59,0.59,
09/30/1998,203.199997,0.0,203.199997,0,,-52.099998,0.0,0.0,0.0,52.099998,,,151.099998,-112.199997,81.699997,18.700001,11.8,,38.900002,-7.4,,,0.0,,11.0,11.0,0.0,0.0,-3.6,31.500001,-10.9,20.6,0.0,,,20.600002,0,20.6,-0.1,,20.5,20.5,,47.700001,0.43,0.43,0.43,47.900002,0.43,0.43,0.43,
12/31/1998,428.299988,0.0,428.299988,0,,-216.300003,0.0,0.0,0.0,216.300003,,,211.999985,-156.100006,92.0,40.900002,23.200001,,55.900002,-8.8,,,0.0,,12.1,12.1,0.0,0.0,-3.3,47.100001,-16.0,31.1,0.0,,,31.100001,0,31.1,0.0,,31.1,31.1,,47.599998,0.65,0.65,0.65,48.0,0.65,0.65,0.65,
03/31/1999,576.400024,0.0,512.599976,0,63.799999,-326.0,0.0,0.0,0.0,326.0,,,250.400024,-185.0,86.599998,55.099998,43.299999,,65.400002,-5.3,,,0.0,,12.0,12.0,0.0,0.0,-6.7,60.100001,-21.1,39.0,0.0,,,39.000001,0,39.0,-0.1,,38.9,38.9,,47.5,0.82,0.82,0.77,47.599998,0.82,0.82,0.77,
06/30/1999,271.799988,0.0,203.399994,0,68.400002,-95.400002,0.0,0.0,0.0,95.400002,,,176.399986,-131.899994,86.199997,24.6,21.1,,44.5,-3.9,,,0.0,,10.4,10.4,0.0,0.0,-6.5,40.6,-14.1,26.5,0.0,,,26.5,0,26.5,-0.1,,26.4,26.4,,47.400002,0.56,0.56,0.56,47.5,0.56,0.56,0.56,
09/30/1999,227.300003,0.0,161.800003,0,65.5,-69.599998,0.0,0.0,0.0,69.599998,,,157.700005,-119.599998,87.300003,19.200001,13.1,,38.099998,-7.9,,,0.0,,9.9,9.9,0.0,0.0,-2.0,30.199999,-10.4,19.799999,0.0,,,19.799999,0,19.799999,-0.099998,,19.700001,19.700001,,47.200001,0.42,0.42,0.42,47.299999,0.42,0.42,0.42,
12/31/1999,539.700012,0.0,250.699997,0,289.0,-311.299988,0.0,0.0,0.0,311.299988,,,228.400024,-164.399994,95.900002,41.400002,27.1,,64.0,-4.8,,,0.0,,12.8,12.8,0.0,0.0,-8.0,59.2,-20.1,39.099998,0.0,,,39.099999,0,39.099998,0.0,,39.099998,39.099998,,47.0,0.83,0.83,0.83,47.0,0.83,0.83,0.83,
03/31/2000,659.299988,0.0,573.599976,0,85.699997,-390.200012,0.0,0.0,0.0,390.200012,,,269.099976,-198.899994,94.300003,56.900002,47.700001,,70.199997,-9.9,,,0.0,,12.3,12.3,0.0,0.0,-2.4,60.299997,-21.5,38.799999,0.0,,,38.799997,0,38.799999,-0.1,,38.699999,38.699999,,46.700001,0.83,0.83,0.83,46.799999,0.83,0.83,0.83,
06/30/2000,348.399994,0.0,263.100006,0,85.300003,-146.800003,0.0,0.0,0.0,146.800003,,,201.599991,-146.199997,97.900002,25.1,23.200001,,55.400002,-8.6,,,0.0,,9.8,9.8,0.0,0.0,-1.2,46.800001,-16.200001,30.6,0.0,,,30.600001,0,30.6,-0.1,,30.5,30.5,,46.299999,0.66,0.66,0.66,46.400002,0.66,0.66,0.66,
09/30/2000,301.0,0.0,203.0,0,98.0,-129.199997,0.0,0.0,0.0,129.199997,,,171.800003,-124.800003,90.900002,19.700001,14.2,,47.0,-153.500006,,,0.0,,11.9,11.9,0.0,0.0,141.600006,-106.500006,43.799999,-62.700001,0.0,,,-62.700006,0,-62.700001,-0.1,0.0,-62.800001,-62.800001,,45.799999,-1.37,-1.37,0.59,45.799999,-1.37,-1.37,0.59,
12/31/2000,989.4001,0.0,856.3,0,133.1,-737.6,0.0,0.0,0.0,737.6,,,251.8001,-330.3,103.8,42.6,35.9,,-78.5,139.0,,,0.0,,14.6,14.6,0.0,0.0,-153.6,60.5,-20.5,40.0,0.0,,,40.0,0,40.0,0.0,,40.0,40.0,,45.7,0.87,0.87,0.87,45.8,0.87,0.87,0.87,
03/31/2001,1473.699951,0.0,1346.5,0,127.199997,-1174.599976,0.0,0.0,0.0,1174.599976,,,299.099976,-231.100006,101.400002,58.599998,71.099998,,68.0,-9.7,,,0.0,,14.3,14.3,0.0,0.0,-4.6,58.3,-19.5,38.799999,0.0,,,38.8,0,38.799999,-0.1,0.0,38.699999,38.699999,,45.400002,0.85,0.85,0.85,45.599998,0.85,0.85,0.85,
06/30/2001,373.0,0.0,273.5,0,99.5,-181.199997,0.0,0.0,0.0,181.199997,,,191.800003,-141.0,90.400002,25.799999,24.799999,,50.799999,-10.1,,,0.0,,11.9,11.9,0.0,0.0,-1.8,40.7,-14.0,26.700001,0.0,,,26.7,0,26.700001,-0.1,0.0,26.600001,26.600001,,45.400002,0.59,0.59,0.57,45.5,0.59,0.59,0.57,
09/30/2001,216.899994,0.0,156.300003,0,60.599998,-51.5,0.0,0.0,0.0,51.5,,,165.399994,-112.0,,15.5,11.0,85.5,53.400002,-2.5,,,0.0,,10.4,10.4,0.0,0.0,-7.9,50.900002,-17.9,33.0,0.0,,,33.000002,0,33.0,-0.1,0.0,32.9,32.9,,45.0,0.73,0.73,0.61,45.099998,0.73,0.73,0.61,
12/31/2001,453.0,0.0,344.5,0,108.5,-213.300003,0.0,0.0,0.0,213.300003,,,239.699997,-171.399994,104.800003,44.799999,21.799999,,68.300003,-1.1,,,0.0,,8.2,8.2,0.0,0.0,-7.1,67.200003,-22.0,45.200001,0.0,,,45.200003,0,45.200001,0.0,0.0,45.200001,45.200001,,44.599998,1.01,1.01,1.0,44.799999,1.01,1.01,1.0,
03/31/2002,588.0,0.0,519.5,0,68.5,-347.600006,0.0,0.0,0.0,347.600006,,,240.399994,-175.399994,,60.799999,41.400002,73.199997,65.0,-11.7,,,0.0,,9.7,9.7,0.0,0.0,2.0,53.3,-16.799999,36.5,0.0,,,36.500001,0,36.5,0.0,0.0,36.5,36.5,,44.299999,0.82,0.82,0.82,44.5,0.82,0.82,0.82,
06/30/2002,352.200012,0.0,279.799988,0,72.400002,-146.899994,0.0,0.0,0.0,146.899994,,,205.300018,-161.600006,,22.6,23.4,115.599998,43.700001,-10.8,,,0.0,,8.9,8.9,0.0,0.0,1.9,32.900001,-10.5,22.4,0.0,,,22.400001,0,22.4,-0.1,0.0,22.3,22.3,,44.099998,0.51,0.51,0.51,44.400002,0.5,0.5,0.5,
09/30/2002,252.399994,0.0,172.600006,0,79.800003,-66.800003,0.0,0.0,0.0,66.800003,,,185.599991,-132.0,,17.0,13.4,101.599998,53.599998,-11.6,,,0.0,,9.1,9.1,0.0,0.0,2.5,41.999998,-12.2,29.799999,0.0,,,29.799998,0,29.799999,-0.1,,29.699999,29.699999,,44.0,0.68,0.68,0.68,44.099998,0.67,0.67,0.67,
12/31/2002,704.799988,0.0,621.299988,0,83.5,-365.799988,0.0,0.0,0.0,365.799988,,,339.0,-307.899994,,32.900002,29.5,245.5,31.1,27.700001,,,0.0,,11.0,11.0,0.0,0.0,-38.700001,58.800001,-19.5,39.299999,0.0,,,39.300001,0,39.299999,0.0,0.0,39.299999,39.299999,,44.0,0.89,0.89,0.89,44.099998,0.89,0.89,0.89,
03/31/2003,1171.300049,0.0,1096.699951,0,74.599998,-862.900024,0.0,0.0,0.0,862.900024,,,308.400024,-227.100006,,36.0,65.900002,125.199997,81.300003,-7.8,,,0.0,,9.6,9.6,0.0,0.0,-1.8,73.500003,-23.1,50.400002,4.5,,,45.900002,0,45.900002,0.0,,45.900002,45.900002,,44.0,1.04,1.14,1.14,44.099998,1.04,1.14,1.14,
06/30/2003,452.799988,0.0,379.5,0,73.300003,-241.0,0.0,0.0,0.0,241.0,,,211.799988,-190.699997,,36.0,28.0,126.699997,21.1,15.900001,,,0.0,,9.2,9.2,0.0,0.0,-25.1,37.000001,-13.2,23.799999,0.0,,,23.800001,0,23.799999,0.0,0.0,23.799999,23.799999,,44.0,0.54,0.54,0.21,44.200001,0.54,0.54,0.21,
09/30/2003,294.799988,0.0,223.399994,0,71.400002,-117.599998,0.0,0.0,0.0,117.599998,,,177.199989,-173.0,,35.599998,14.4,123.0,4.2,-3.6,,,0.0,,8.8,8.8,0.0,0.0,-5.2,0.599999,-0.1,0.5,0.0,,,0.499999,0,0.5,0.0,,0.5,0.5,,44.0,0.01,0.01,0.01,44.200001,0.01,0.01,0.01,
12/31/2003,743.799988,0.0,652.0,0,91.800003,-471.200012,0.0,0.0,0.0,471.200012,,,272.599976,-189.800003,,35.900002,39.0,114.900002,82.800003,-24.5,,,0.0,,9.7,9.7,0.0,0.0,14.8,58.300003,-23.200001,35.099998,0.0,,,35.100002,0,35.099998,-0.1,,34.999998,34.999998,,44.0,0.8,0.8,0.79,44.200001,0.79,0.79,0.78,
03/31/2004,1115.699951,0.0,1035.099976,0,80.599998,-792.200012,0.0,0.0,0.0,792.200012,,,323.499939,-250.699997,,37.299999,74.599998,138.800003,72.800003,-48.099999,,,0.0,,11.3,11.3,0.0,0.0,36.799999,24.700004,-5.1,19.6,0.0,,,19.600004,0,19.6,0.0,,19.6,19.6,,44.0,0.44,0.44,1.01,44.200001,0.44,0.44,1.01,
06/30/2004,429.5,0.0,338.399994,0,91.099998,-200.5,0.0,0.0,0.0,200.5,,,229.0,-201.199997,,37.400002,29.1,134.699997,27.799999,-0.4,,,0.0,,8.3,8.3,0.0,0.0,-7.9,27.399999,-7.9,19.5,0.0,,,19.499999,0,19.5,0.0,,19.5,19.5,,44.099998,0.44,0.44,0.44,44.299999,0.44,0.44,0.44,
09/30/2004,299.899994,0.0,225.100006,0,74.800003,-118.400002,0.0,0.0,0.0,118.400002,,,181.499992,-191.100006,,37.200001,17.1,136.800003,-9.6,-9.0,,,0.0,,10.8,10.8,0.0,0.0,-1.8,-18.600001,7.0,-11.6,0.0,,,-11.600001,0,-11.6,0.0,,-11.6,-11.6,,44.099998,-0.26,-0.26,-0.26,44.099998,-0.26,-0.26,-0.26,
12/31/2004,894.599976,0.0,763.5,0,131.100006,-583.900024,0.0,0.0,0.0,583.900024,,,310.699951,-231.399994,,36.900002,37.700001,156.800003,79.300003,-7.5,,,0.0,,10.8,10.8,0.0,0.0,-3.3,71.800003,-24.200001,47.599998,0.0,,,47.600002,0,47.599998,0.0,,47.599998,47.599998,,44.099998,1.08,1.08,1.0,44.299999,1.07,1.07,0.99,
03/31/2005,1179.800049,0.0,1078.800049,0,101.0,-836.799988,,,,836.799988,,,343.000061,-273.700012,,38.599998,76.099998,159.0,69.300003,-8.6,,,0.0,,12.2,12.2,0.0,0.0,-3.6,60.700003,-17.0,43.700001,0.0,,,43.700003,0,43.700001,0.0,0.0,43.700001,43.700001,,44.099998,0.99,0.99,0.99,44.299999,0.99,0.99,0.99,
06/30/2005,484.399994,0.0,372.200012,0,112.199997,-230.600006,0.0,0.0,0.0,230.600006,,,253.799988,-225.300003,,38.599998,31.4,155.300003,28.5,23.6,,,0.0,,9.9,9.9,0.0,0.0,-33.5,52.1,-18.700001,33.400002,0.0,,,33.4,0,33.400002,0.0,0.0,33.400002,33.400002,,44.099998,0.76,0.76,0.36,44.400002,0.75,0.75,0.35,
09/30/2005,336.0,0.0,241.5,0,94.5,-134.899994,0.0,0.0,0.0,134.899994,,,201.100006,-200.600006,,38.599998,16.6,145.399994,0.5,-6.1,,,0.0,,10.6,10.6,0.0,0.0,-4.5,-5.6,2.9,-2.7,0.0,,,-2.7,0,-2.7,0.0,0.0,-2.7,-2.7,,44.200001,-0.06,-0.06,-0.06,44.5,-0.06,-0.06,-0.06,
12/31/2005,1357.5,0.0,1217.0,0,140.5,-1010.2,0.0,0.0,0.0,1010.2,,,347.3,-274.2,,38.6,47.0,188.6,73.1,-9.3,,,0.0,,14.0,14.0,0.0,0.0,-4.7,63.8,-1.8,62.0,0.0,,,62.0,0,62.0,0.0,0.0,62.0,62.0,,44.3,1.44,1.44,1.02,44.4,1.4,1.4,1.02,
03/31/2006,1319.400024,0.0,1210.800049,0,108.599998,-956.700012,0.0,0.0,0.0,956.700012,,,362.700012,-296.700012,,40.099998,76.800003,179.800003,66.0,-11.3,,,0.0,2.1,15.3,15.3,0.0,0.0,-1.9,54.7,-10.8,43.900002,0.0,,,43.9,0,43.900002,0.0,0.0,43.900002,43.900002,,44.299999,0.99,0.99,0.99,44.5,0.99,0.99,0.99,
