Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2014,8828,515,515,0.0,1442,1442.0,0.0,820,0.0,159.0,207.0,454.0,608,,,608.0,3385,390,,,0.0,5053,3813.0,2789.0,1024.0,252.0,495.0,493,5443,,878,695,,,183.0,64,0.0,,,,64.0,1066,,,479,2008,3885,3885.0,,,,1087,293.0,702.0,,92,4972,6980,0,428.0,2.0,426.0,0,1425.0,-33,1820,28,1848,8828,
06/30/2014,8849,483,483,0.0,1464,1464.0,0.0,816,0.0,155.0,209.0,452.0,627,,,625.0,3390,402,,,0.0,5057,3785.0,2791.0,994.0,247.0,520.0,505,5459,,866,678,,,188.0,83,0.0,,,,83.0,1027,,,453,1976,3840,3840.0,,,,1064,101.0,698.0,178.0,87,4904,6880,0,440.0,2.0,438.0,0,1515.0,-14,1941,28,1969,8849,
09/30/2014,8610,424,424,0.0,1454,1454.0,0.0,777,0.0,161.0,215.0,401.0,557,,,555.0,3212,398,,,0.0,5000,3735.0,2773.0,962.0,245.0,506.0,514,5398,,908,705,,,203.0,85,0.0,,,,85.0,1015,,,478,2008,3660,3660.0,,,,998,48.0,685.0,189.0,76,4658,6666,0,448.0,2.0,446.0,0,1530.0,-60,1918,26,1944,8610,
12/31/2014,8566,511,511,0.0,1404,1404.0,0.0,669,0.0,132.0,148.0,389.0,504,,,503.0,3088,396,977.0,-581.0,0.0,5082,3686.0,2760.0,926.0,349.0,551.0,496,5478,,908,712,,,196.0,187,187.0,0.0,0.0,,,975,0.0,,470,2070,3431,3431.0,0.0,0.0,,1167,0.0,875.0,181.0,111,4598,6668,0,444.0,2.0,442.0,0,1563.0,-136,1871,27,1898,8566,
03/31/2015,8513,462,462,0.0,1415,1415.0,0.0,676,0.0,146.0,149.0,381.0,549,,,540.0,3102,351,,,0.0,5060,3647.0,2754.0,893.0,344.0,535.0,534,5411,,818,642,,,176.0,172,0.0,,,,172.0,1034,,2.0,439,2024,3443,3443.0,,,,1126,37.0,850.0,175.0,62,4569,6593,0,449.0,2.0,447.0,0,1603.0,-158,1894,26,1920,8513,
06/30/2015,8066,425,425,0.0,1425,1425.0,0.0,709,0.0,147.0,184.0,378.0,481,,,476.0,3040,348,,,0.0,4678,3621.0,2758.0,863.0,375.0,137.0,545,5026,,873,695,,,178.0,59,0.0,,,,59.0,978,,,405,1910,3415,3415.0,,,,1127,,863.0,181.0,83,4542,6452,0,472.0,2.0,470.0,0,1259.0,-137,1594,20,1614,8066,
09/30/2015,7887,303,303,0.0,1424,1424.0,0.0,718,0.0,161.0,178.0,379.0,453,,,448.0,2898,338,,,0.0,4651,3580.0,2750.0,830.0,383.0,137.0,551,4989,,901,691,,,210.0,5,0.0,,,,5.0,929,,,387,1835,3243,3243.0,,,,1122,,864.0,176.0,82,4365,6200,0,487.0,2.0,485.0,0,1357.0,-175,1669,18,1687,7887,
12/31/2015,7635,328,328,0.0,1251,1251.0,0.0,643,0.0,137.0,129.0,377.0,327,,,324.0,2549,322,800.0,-478.0,0.0,4764,3531.0,2733.0,798.0,582.0,130.0,521,5086,,846,657,,,189.0,13,13.0,0.0,0.0,,,922,0.0,,441,1781,3239,3239.0,0.0,0.0,,1075,0.0,829.0,167.0,79,4314,6095,824,1.0,1.0,,0,869.0,-176,1518,22,1540,7635,
03/31/2016,7752,333,333,0.0,1306,1306.0,0.0,725,0.0,176.0,169.0,380.0,341,,,339.0,2705,302,,,0.0,4745,3511.0,2742.0,769.0,577.0,131.0,526,5047,,823,649,,,174.0,250,250.0,,,,,911,,,395,1984,3269,3269.0,,,,1142,,834.0,169.0,139,4411,6395,809,1.0,1.0,0.0,0,687.0,-158,1339,18,1357,7752,
06/30/2016,7751,332,332,0.0,1362,1362.0,0.0,765,0.0,175.0,205.0,385.0,294,,,290.0,2753,290,,,0.0,4708,3470.0,2736.0,734.0,564.0,130.0,544,4998,,867,676,,,191.0,259,0.0,,,,259.0,891,,,352,2017,3198,3198.0,,,,1145,,830.0,174.0,141,4343,6360,846,1.0,1.0,0.0,0,730.0,-200,1377,14,1391,7751,
09/30/2016,7711,318,318,0.0,1387,1387.0,0.0,776,0.0,176.0,205.0,395.0,270,,,265.0,2751,289,,,0.0,4671,3441.0,2737.0,704.0,546.0,132.0,552,4960,,930,718,,,212.0,256,0.0,,,,256.0,816,,,342,2002,3033,3033.0,,,,1156,,836.0,169.0,151,4189,6191,858,-1.0,1.0,-2.0,0,822.0,-172,1507,13,1520,7711,
12/31/2016,7673,498,498,0.0,1282,1282.0,0.0,699,0.0,154.0,149.0,396.0,278,,,259.0,2757,287,802.0,-515.0,0.0,4629,3399.0,2727.0,672.0,575.0,94.0,561,4916,,1015,781,,,234.0,50,0.0,0.0,0.0,,50.0,900,0.0,,430,1965,3001,3001.0,0.0,0.0,,1146,0.0,866.0,142.0,138,4147,6112,870,10.0,1.0,9.0,0,867.0,-205,1542,19,1561,7673,
03/31/2017,7725,401,401,0.0,1298,1298.0,0.0,800,0.0,197.0,195.0,408.0,281,,,269.0,2780,288,,,0.0,4657,3377.0,2732.0,645.0,619.0,100.0,561,4945,,946,765,,,181.0,252,0.0,,,,252.0,961,,,398,2159,3076,3076.0,,,,1165,,877.0,145.0,143,4241,6400,796,1.0,1.0,0.0,0,716.0,-207,1306,19,1325,7725,
06/30/2017,7767,377,377,0.0,1321,1321.0,0.0,828,0.0,203.0,219.0,406.0,290,,,285.0,2816,304,,,0.0,4647,3354.0,2736.0,618.0,611.0,107.0,575,4951,,936,731,,,205.0,267,0.0,,,,267.0,910,,,388,2113,3015,3015.0,,,,1192,,891.0,140.0,161,4207,6320,802,10.0,1.0,9.0,0,806.0,-190,1428,19,1447,7767,
09/30/2017,7850,405,405,0.0,1408,1408.0,0.0,824,0.0,197.0,220.0,407.0,263,,,261.0,2900,321,,,0.0,4629,3332.0,2741.0,591.0,595.0,115.0,587,4950,,922,720,,,202.0,269,0.0,,,,269.0,855,,,387,2046,2984,2984.0,,,,1233,,898.0,138.0,197,4217,6263,813,31.0,1.0,30.0,0,913.0,-188,1569,18,1587,7850,
12/31/2017,7654,537,537,0.0,1270,1270.0,0.0,780,0.0,185.0,190.0,405.0,243,,,242.0,2830,341,918.0,-577.0,0.0,4483,3319.0,2741.0,578.0,460.0,118.0,586,4824,,981,762,,,219.0,52,0.0,0.0,0.0,,52.0,856,0.0,,396,1889,2939,2939.0,0.0,0.0,,1279,0.0,931.0,148.0,200,4218,6107,825,46.0,1.0,45.0,0,857.0,-199,1529,18,1547,7654,
03/31/2018,7641,348,348,0.0,1338,1338.0,0.0,822,0.0,211.0,210.0,401.0,283,,,281.0,2791,338,,,0.0,4512,3302.0,2746.0,556.0,474.0,129.0,607,4850,,887,697,,,190.0,34,0.0,,,,34.0,923,,,916,1844,3038,3038.0,,,,1319,,943.0,131.0,245,4357,6201,836,1.0,1.0,0.0,0,782.0,-198,1421,19,1440,7641,
06/30/2018,7364,343,343,0.0,1272,1272.0,0.0,842,0.0,239.0,219.0,384.0,282,,,276.0,2739,326,,,0.0,4299,3107.0,2590.0,517.0,472.0,127.0,593,4625,,940,711,,,229.0,160,0.0,,,,160.0,779,,,778,1879,2952,2952.0,,,,1313,,928.0,127.0,258,4265,6144,847,1.0,1.0,0.0,0,594.0,-237,1205,15,1220,7364,
09/30/2018,7505,334,334,0.0,1309,1309.0,0.0,916,0.0,273.0,261.0,382.0,296,,,292.0,2855,348,,,0.0,4302,3090.0,2589.0,501.0,488.0,133.0,591,4650,,1029,804,,,225.0,246,0.0,,,,246.0,729,,,301,2004,2881,2881.0,,,,1312,,933.0,118.0,261,4193,6197,859,7.0,1.0,6.0,0,666.0,-242,1290,18,1308,7505,
12/31/2018,7761,464,464,0.0,1356,1356.0,0.0,806,0.0,237.0,214.0,355.0,397,,,392.0,3023,359,929.0,-570.0,0.0,4379,3287.0,2692.0,595.0,448.0,140.0,504,4738,,1135,897,,,238.0,185,0.0,0.0,0.0,,185.0,962,0.0,,500,2282,2980,2980.0,0.0,0.0,,1227,0.0,877.0,91.0,259,4207,6489,871,23.0,1.0,22.0,0,606.0,-246,1254,18,1272,7761,
03/31/2019,8198,414,414,0.0,1335,1335.0,0.0,874,0.0,233.0,278.0,363.0,393,,,388.0,3016,806,,,0.0,4376,3278.0,2705.0,573.0,453.0,148.0,497,5182,,972,788,,,184.0,400,0.0,103.0,1.0,102.0,297.0,1009,,,442,2381,3321,2914.0,407.0,1.0,406.0,1156,,880.0,93.0,183,4477,6858,883,38.0,1.0,37.0,0,630.0,-230,1321,19,1340,8198,
06/30/2019,8222,335,335,0.0,1430,1430.0,0.0,868,,,,,402,,,402.0,3035,786,,,0.0,4401,3260.0,2707.0,553.0,468.0,151.0,522,5187,,1004,769,,,235.0,198,198.0,,,,,1101,,,555,2303,3307,2918.0,389.0,,389.0,1167,,887.0,94.0,186,4474,6777,884,77.0,1.0,76.0,0,706.0,-241,1426,19,1445,8222,
09/30/2019,8451,388,388,0.0,1487,1487.0,0.0,865,0.0,219.0,263.0,383.0,416,,,412.0,3156,779,,,0.0,4516,3303.0,2754.0,549.0,488.0,153.0,572,5295,,1060,800,,,260.0,306,0.0,98.0,7.0,91.0,208.0,980,,,466,2346,3816,3422.0,394.0,16.0,378.0,1158,,884.0,95.0,179,4974,7320,394,265.0,1.0,264.0,0,717.0,-261,1115,16,1131,8451,
12/31/2019,8987,509,509,0.0,1490,1490.0,0.0,784,0.0,204.0,184.0,396.0,361,,,359.0,3144,804,1423.0,-619.0,0.0,5039,3439.0,2832.0,607.0,821.0,178.0,601,5843,,1148,840,,,308.0,383,0.0,101.0,10.0,91.0,282.0,1007,0.0,,504,2538,3671,3277.0,394.0,25.0,369.0,1276,0.0,969.0,92.0,215,4947,7485,399,309.0,1.0,308.0,0,1060.0,-269,1499,3,1502,8987,
03/31/2020,9555,1214,1214,0.0,1353,1353.0,0.0,747,0.0,190.0,183.0,374.0,463,,,457.0,3777,761,,,0.0,5017,3401.0,2821.0,580.0,808.0,176.0,632,5778,,976,790,,,186.0,405,0.0,101.0,13.0,88.0,304.0,1025,,,403,2406,4455,4081.0,374.0,28.0,346.0,1272,,967.0,89.0,216,5727,8133,399,272.0,1.0,271.0,0,1077.0,-329,1419,3,1422,9555,
06/30/2020,9949,1681,1681,0.0,1249,1249.0,0.0,782,0.0,198.0,201.0,383.0,424,,,422.0,4136,741,,,0.0,5072,3385.0,2823.0,562.0,849.0,182.0,656,5813,,929,680,,,249.0,314,0.0,97.0,14.0,83.0,217.0,1051,,,485,2294,4838,4473.0,365.0,31.0,334.0,1292,,978.0,91.0,223,6130,8424,405,298.0,1.0,297.0,0,1134.0,-315,1522,3,1525,9949,
