Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1998,,45.605,19.785,6.726,-52.129002,19.987,,,-14.379883,,,,,,,,,,,,,,,,
06/30/1998,,47.539001,19.77,8.272,19.941,95.522003,,,-14.23,,,,,,,,,,,,,,,,
09/30/1998,,48.382,20.965,-36.869999,43.021,75.498001,,,-17.257999,,,,,,,,,,,,,,,,
12/31/1998,,39.354,,,,-75.203003,,,-11.928,,,,,,,,,,,,,,,,
03/31/1999,,55.379002,19.763,-12.211,58.061001,120.991997,,,-13.249,,,,,,,,,,,,,,,,
06/30/1999,,55.712002,23.955,-17.783001,-27.974001,33.91,,,-22.011,,,,,,,,,,,,,,,,
09/30/1999,,57.16,23.712999,-11.0,55.75,125.623001,,,-16.410999,,,,,,,,,,,,,,,,
12/31/1999,,55.651001,29.068001,13.231,-8.871,89.079002,,,-20.065001,,,,,,,,,,,,,,,,
03/31/2000,,58.339001,27.120001,15.564,12.289,113.311996,,,-17.177,,,,,,,,,,,,,,,,
06/30/2000,,62.960999,37.037998,-36.215,23.959999,87.744003,,,-19.045,,,,,,,,,,,,,,,,
09/30/2000,,65.907997,30.163,20.756001,-28.284,88.542999,,,-20.405001,,,,,,,,,,,,,,,,
12/31/2000,,54.415001,46.352001,-197.766006,25.528999,-71.470001,,,-11.261,,,,,,,,,,,,,,,,
03/31/2001,,62.563,34.695,35.660999,0.448,133.367004,,,-14.794,,,,,,,,,,,,,,,,
06/30/2001,,66.972,44.716999,-52.026001,-6.144,53.519001,,,-11.34,,,,,,,,,,,,,,,,
09/30/2001,,68.709999,56.582001,-16.356001,7.03,115.966003,,,0.0,,,,,,,,,,,,,,,,
12/31/2001,,72.152,69.693001,-26.337999,-5.454,110.053001,,,-12.787,,,,,,,,,,,,,,,,
03/31/2002,,76.208,61.41,-46.477001,-12.807,78.334,,,-19.066,,,,,,,,,,,,,,,,
06/30/2002,,78.453003,65.362,-10.525,2.301,135.591003,,,-25.143,,,,,,,,,,,,,,,,
09/30/2002,,80.009003,62.976002,-46.492001,5.145,101.638,,,-19.483,,,,,,,,,,,,,,,,
12/31/2002,,80.903,62.715,74.417999,3.982,222.018005,,,-19.895,,,,,,,,,,,,,,,,
03/31/2003,,82.084999,56.741001,-18.555,-14.039,106.232002,,,-20.323999,,,,,,,,,,,,,,,,
06/30/2003,,87.047997,59.639,-71.832001,3.006,77.861,,,-26.605,,,,,,,,,,,,,,,,
09/30/2003,,86.556999,56.995998,-5.26,2.491,140.783997,,,-22.669001,,,,,,,,,,,,,,,,
12/31/2003,,86.178001,60.867001,-76.235001,13.108,83.917999,,,-18.250999,,,,,,,,,,,,,,,,
03/31/2004,,86.247002,50.695,1.304,-17.466,120.779999,-519.112976,0.0,-16.621,-598.315979,633.64502,-544.208008,6.387,356.131012,-38.324001,-414.472992,200.100006,-218.779999,11.181,-19.046,835.224976,0.248,-42.202,,
06/30/2004,,91.745003,51.769001,-40.875,21.451,124.089996,-554.840027,0.0,-18.870001,-541.442993,470.417999,-473.079987,8.135,432.141998,-39.505001,407.699005,825.0,-521.994019,6.065,-11.425,-233.751007,0.053,1.392,,
09/30/2004,,93.601997,55.116001,7.132,0.074,155.923996,52.580002,0.0,-11.419,-253.162003,979.030029,-671.305115,9.436,-258.653015,-38.084999,546.361023,0.001,-975.22998,4.194,0.0,204.050003,0.056,-50.148998,,
12/31/2004,,98.190002,54.320999,-34.084999,-5.191,113.235001,-509.490997,0.0,-22.355,-339.045013,313.910004,-469.156006,7.155,346.402008,-2.619,-213.973007,99.999001,-100.136002,17.18,-3.358,549.049988,0.259,-49.854,,
03/31/2005,,92.984001,45.004002,-8.677,26.896999,156.207993,-412.294006,0.0,-15.141,-399.040985,310.386993,-317.061005,8.562,502.415985,-78.964996,-321.260986,297.197998,-0.115,5.623,-1.531,601.260986,0.206,246.330002,,
06/30/2005,,105.987999,57.431,-46.967999,11.71,128.160995,-810.960022,0.0,-26.341,-201.417999,330.540009,-919.507996,5.767,530.966003,-43.300999,294.214996,99.704002,-400.158997,7.775,-0.255,572.843018,0.144,-151.832993,,
09/30/2005,,100.720001,58.845001,94.987999,-34.466999,220.085999,-627.406006,0.0,-8.295,-148.917999,343.428009,-819.656982,6.036,501.955994,-43.436001,-80.455002,0.0,-0.102,8.766,-0.118,617.159973,0.141,94.636002,,
12/31/2005,,102.138,63.957001,-66.738998,7.713,107.069,-714.807007,0.0,-19.978001,-438.919006,339.630005,-579.437012,-16.103001,638.481995,-43.054001,-844.952026,0.0,-0.161,11.531,-61.342999,1576.272949,0.188,30.743999,,
03/31/2006,,107.908997,41.571999,-3.024,33.299,179.755997,-273.042999,0.0,-18.774,-566.40802,1081.541016,-582.005981,-187.395996,53.439999,-48.688999,-63.667999,546.440979,-660.377014,11.567,-1.409,269.427002,0.148,-39.847,,
06/30/2006,,115.371002,58.081001,-30.966,-30.136,112.349998,-859.888977,0.0,-20.712,-244.572006,350.304993,-948.445007,3.535,739.408997,-50.269001,389.93399,525.0,-843.705017,7.475,-0.311,711.062988,0.222,-8.13,,
09/30/2006,,118.766998,55.910999,-43.922001,31.955,162.710999,-367.837006,0.0,-21.639999,-410.428986,346.739014,-285.365997,2.859,139.162003,-50.401001,-306.07901,504.744995,-0.663,11.944,-0.619,-20.267,0.502,-65.963997,,
12/31/2006,,118.316002,53.716,31.726999,-44.943001,158.815994,-237.912003,0.0,-22.985001,-368.989014,279.549988,-127.573997,2.086,125.649002,-50.630001,623.239014,300.0,-994.559021,24.653,-0.395,223.231003,0.11,46.553001,,
03/31/2007,,113.136002,52.306999,-10.091,29.787001,185.139008,-248.955002,0.0,-11.447,-335.847992,428.794006,-337.205994,6.752,27.888,-56.271,-917.187012,0.0,-5.424,29.504,-8.587,984.937012,0.916,-35.928001,,
06/30/2007,,109.306999,68.175003,-45.618999,-31.202,100.661003,-554.432007,0.0,-26.079,-357.105011,372.179993,-550.827026,7.399,461.272003,-56.931,944.822998,0.0,-100.630997,45.346001,-1.173,-370.671997,0.51,7.501,,
03/31/2019,,140.425,267.997,-154.236,-103.855,150.331,159.818,1.543,-31.735,-2720.084,2910.031,-7.043,7.106,2328.31,-4.485,116.724,3840.0,-3840.055,0.802,0.0,2215.223,0.101,2638.459,,
06/30/2019,,159.587,196.67,-220.206,143.417,279.468,1518.19,6.728,-29.275,-1329.926,2564.578,296.463,9.622,-1991.124,-175.762,-25.193,0.0,-0.055,0.0,-2.914,-1787.233,0.033,-193.466,,
09/30/2019,,182.431,207.312,-273.879,218.858,334.722,-194.117,4.541,-27.637,-2275.296,2291.635,-195.506,8.146,552.205,-4.561,-76.34,596.995,-950.067,0.0,0.0,986.168,0.01,692.81,,
12/31/2019,,-331.368,187.956,226.554,210.288,293.43,-933.482,0.0,-49.334,-1770.748,1668.604,-789.539,7.535,1157.558,-317.295,55.562,0.0,-0.057,0.0,0.0,1419.296,0.052,517.506,,
03/31/2020,,-2237.786,461.258,1873.948,-94.423,2.997,-3823.959,1.377,-25.811,-2069.278,1966.313,-3702.303,5.743,2484.339,-4.155,236.756,1.0,-1.057,0.0,0.0,2251.788,0.007,-1336.623,,
06/30/2020,,-124.909,623.679,-486.563,541.075,553.282,-1111.553,0.385,-46.078,-1848.251,1664.484,-892.826,10.733,7802.193,-5.002,-158.684,0.0,-227.823,0.0,0.0,8193.654,0.048,7243.922,,
