Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
06/30/2000,,99.897003,53.846001,133.714005,-99.009003,188.447998,,,0.0,,,,,,,,,,,,,,,,
09/30/2000,,-36.266,153.978,118.289,62.212,298.213,3190.405,,-27.838,-1218.472,4134.648,339.731,-37.664,-4176.003,-230.774,-3144.234,5375.0,-4982.144,49.218,-345.044,-898.025,,-687.385,,
12/31/2000,,126.559,84.446,37.648,4.577,253.23,,,,,,,,,,,,,,,,,253.23,,
03/31/2001,,126.210999,68.313004,103.292,-121.957001,175.858994,,,-23.294001,,,,,,,,,,,,,,,,
06/30/2001,,133.520996,76.724998,11.675,-7.696,214.225006,,,-31.094,,,,,,,,,,,,,,,,
09/30/2001,,136.093002,80.347,43.300999,66.352997,326.093994,,,-55.696999,,,,,,,,,,,,,,,,
12/31/2001,,140.520996,82.369003,24.266001,-80.915001,166.240997,,,-74.755997,,,,,,,,,,,,,,,,
03/31/2002,,145.570007,79.761002,65.290001,79.668999,370.290009,,,-45.105,,,,,,,,,,,,,,,,
06/30/2002,,152.369003,77.396004,34.436001,75.447998,339.648987,,,-42.980999,,,,,,,,,,,,,,,,
09/30/2002,,156.001007,76.093002,60.07,-115.135002,177.029007,,,-44.630001,,,,,,,,,,,,,,,,
12/31/2002,,155.207001,78.056,97.652,184.899002,515.814026,,,-69.445,,,,,,,,,,,,,,,,
03/31/2003,,155.356003,68.417,14.452,170.606003,408.830994,,,-48.130001,,,,,,,,,,,,,,,,
06/30/2003,,154.824997,69.123001,79.291,-85.263,217.975998,,,-68.388,,,,,,,,,,,,,,,,
09/30/2003,,157.388,68.554001,184.031006,-160.113998,249.858994,,,-45.283001,,,,,,,,,,,,,,,,
12/31/2003,,158.552002,71.530998,-72.714996,37.925999,195.294006,,,-69.138,,,,,,,,,,,,,,,,
03/31/2004,,160.098999,55.469002,24.988001,-285.270996,-44.715,-1154.807983,0.0,-55.165001,-1609.775024,1579.124023,-1069.842041,0.85,1109.652954,-84.584,-116.793999,250.0,-54.408001,42.264999,-30.889999,1104.063965,0.0,-89.870003,,
06/30/2004,,166.962997,55.220001,-2.912,118.751999,338.02301,-1983.229004,0.0,-53.839001,-2065.625,1264.889038,-1129.426025,0.772,1626.459961,-84.899002,1263.753052,50.487,-204.432999,24.292999,-18.030001,595.289001,0.0,-18.746,,
09/30/2004,,119.579002,58.030998,116.314003,32.535,326.459015,-871.872009,0.0,-62.077999,-734.096985,1097.849976,-1174.991943,1.445,563.218018,-82.612999,945.338989,50.099998,-151.727005,23.245001,-1.129,-219.996994,0.0,17.805,,
12/31/2004,,176.856995,74.566002,-52.594002,143.285004,342.114014,-344.197998,0.0,-36.167,-1441.69104,1322.800049,-186.072998,-3.067,-104.098,-85.237999,-1740.666992,801.0,-1436.093994,44.304001,-0.95,2313.547119,0.0,-106.181999,,
03/31/2005,,178.645004,50.811001,70.552002,129.373993,429.381989,-810.700012,0.0,-52.273998,-937.049988,694.369995,-515.745972,0.0,525.088989,-89.945999,92.956001,469.992004,-450.845001,33.060001,-126.114998,595.987,0.0,143.770996,,
06/30/2005,,184.598999,46.768002,50.217999,-206.694,74.890999,-215.580002,0.0,-32.299999,-386.921997,784.999023,-581.356995,0.0,197.238007,-88.360001,501.718994,0.1,-677.669006,31.114,-54.75,485.084015,0.0,56.549,,
09/30/2005,,180.328,63.608,-10.456,-24.418,209.062,-509.54,0.0,-29.292,-394.053,743.333,-894.528,65.0,356.393,-88.219,740.601,300.276,-855.017,32.527,-140.205,366.43,0.0,55.915,,
12/31/2005,,182.132996,49.601002,127.471001,146.509995,505.714996,-1827.064941,0.0,-139.929993,-453.265991,593.906006,-1827.775024,0.0,1405.165039,-87.470001,859.525024,911.955017,-934.223022,25.011999,-37.827,668.192993,0.0,83.815002,,
03/31/2006,,180.990997,56.300999,50.813999,220.419998,508.526001,-847.97998,0.0,-57.033001,-323.610992,516.494995,-946.039001,-37.792,142.436005,-90.620003,-454.29599,300.399994,-385.567993,79.150002,-138.649994,832.02002,0.0,-197.018005,,
06/30/2006,,184.681,53.07,18.816999,-60.716999,195.850998,-1033.822998,0.0,-60.173,-511.968994,470.127014,-894.453003,-37.355,961.473999,-90.156998,1051.23999,0.0,-308.457001,60.977001,-162.755005,410.626007,0.0,123.501999,,
