Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,248.338,236.074,12.264,-143.912,143.912,104.426,0.0,-46.629,31.693,18.754,12.939,14.936,0.0,57.797,-1.327,1.327,1.456,-0.129,,0.0,56.47,-19.995,36.475,0.0,0.0,0.0,36.475,0.0,36.475,0.0,0.0,36.475,36.475,0.0,86.403,0.42,0.42,0.42,87.134,0.42,0.42,0.42,
12/31/2011,255.858,242.306,13.552,-148.449,148.449,107.409,0.0,-46.621,31.546,18.164,13.382,15.075,0.0,60.788,-1.342,1.342,1.448,-0.106,,0.0,59.446,-20.921,38.525,0.0,0.0,0.0,38.525,0.0,38.525,0.0,0.0,38.525,38.525,0.0,86.572,0.45,0.45,0.45,87.371,0.44,0.44,0.44,
03/31/2012,256.304,241.295,15.009,-152.921,152.921,103.383,0.0,-46.886,31.415,18.994,12.421,15.471,0.0,56.497,-1.379,1.379,1.464,-0.085,,0.0,55.118,-18.461,36.657,0.0,0.0,0.0,36.657,0.0,36.657,0.0,0.0,36.657,36.657,0.0,86.824,0.42,0.42,0.42,87.592,0.42,0.42,0.42,
06/30/2012,266.609,252.623,13.986,-158.097,158.097,108.512,0.0,-47.359,31.965,20.588,11.377,15.394,0.0,61.153,-0.519,0.519,1.375,-0.856,,0.0,60.634,-17.307,43.327,0.0,0.0,0.0,43.327,0.0,43.327,0.0,0.0,43.327,43.327,0.0,87.051,0.5,0.5,0.5,87.051,0.5,0.5,0.5,
09/30/2012,271.001,258.137,12.864,-155.073,155.073,115.928,0.0,-48.412,33.767,20.189,13.578,14.645,0.0,67.516,-1.154,1.154,1.341,-0.187,,0.0,66.362,-23.887,42.475,0.0,0.0,0.0,42.475,0.0,42.475,0.0,0.0,42.475,42.475,0.0,86.109,0.49,0.49,0.49,86.605,0.49,0.49,0.49,
12/31/2012,278.694,265.484,13.21,-156.457,156.457,122.237,0.0,-62.809,47.118,19.937,27.181,15.691,0.0,59.428,-1.071,1.071,1.261,-0.19,,0.0,58.357,-17.852,40.505,0.0,0.0,0.0,40.505,0.0,40.505,0.0,0.0,40.505,49.298,8.793,86.084,0.47,0.47,0.572673,86.639,0.47,0.47,0.57149,
03/31/2013,281.543,264.862,16.681,-166.953,166.953,114.59,0.0,-48.881,32.885,20.935,11.95,15.996,0.0,65.709,-0.901,0.901,1.034,-0.133,,0.0,64.808,-18.812,45.996,0.0,0.0,0.0,45.996,0.0,45.996,0.0,0.0,45.996,45.996,0.0,86.12,0.53,0.53,0.53,86.705,0.53,0.53,0.53,
06/30/2013,298.148,286.085,12.063,-173.911,173.911,124.237,0.0,-51.343,34.473,20.558,13.915,16.87,0.0,72.894,-2.571,2.571,2.701,-0.13,,0.0,70.323,-22.654,47.669,0.0,0.0,0.0,47.669,0.0,47.669,0.0,0.0,47.669,46.88185,-0.78715,86.525,0.55,0.55,0.54183,86.525,0.55,0.55,0.540903,
09/30/2013,295.661,283.882,11.779,-166.936,166.936,128.725,0.0,-51.381,35.708,21.458,14.25,15.673,0.0,77.344,-0.149,0.149,0.28,-0.131,,0.0,77.195,-27.407,49.788,0.0,0.0,0.0,49.788,0.0,49.788,0.0,0.0,49.788,49.788,0.0,85.294,0.58,0.58,0.58,85.854,0.58,0.58,0.58,
12/31/2013,288.844,288.598,0.246,-165.824,165.824,123.02,0.0,-48.777,32.635,20.503,12.132,16.142,0.0,74.243,-0.138,0.138,0.267,-0.129,,0.0,74.105,-25.744,48.361,0.0,0.0,0.0,48.361,0.0,48.361,0.0,0.0,48.361,46.476,-1.885,85.45,0.57,0.57,0.543897,85.986,0.56,0.56,0.538078,
03/31/2014,300.929,285.662,15.267,-176.398,176.398,124.531,0.0,-53.149,35.663,22.034,13.629,17.486,0.0,71.382,-0.178,0.178,0.262,-0.084,,0.0,71.204,-24.447,46.757,0.0,0.0,0.0,46.757,0.0,46.757,0.0,0.0,46.757,46.757,0.0,84.981,0.55,0.55,0.55,85.467,0.55,0.55,0.55,
06/30/2014,315.166,314.592,0.574,-179.047,179.047,136.119,0.0,-53.231,35.784,22.483,13.301,17.447,0.0,82.888,-0.263,0.263,0.296,-0.033,,0.0,82.625,-30.096,52.529,0.0,0.0,0.0,52.529,0.0,52.529,0.0,0.0,52.529,52.529,0.0,83.74,0.63,0.63,0.63,84.276,0.62,0.62,0.62,
09/30/2014,301.474,300.971,0.503,-174.884,174.884,126.59,0.0,-54.964,38.173,21.663,16.51,16.791,0.0,71.626,-0.209,0.209,0.266,-0.057,,0.0,71.417,-25.329,46.088,0.0,0.0,0.0,46.088,0.0,46.088,0.0,0.0,46.088,46.0516,-0.0364,82.195,0.56,0.56,0.560273,82.589,0.56,0.56,0.559559,
12/31/2014,311.294,310.803,0.491,-180.259,180.259,131.035,0.0,-51.37,33.689,22.175,11.514,17.681,0.0,79.665,-0.309,0.309,0.337,-0.028,,0.0,79.356,-25.474,53.882,0.0,0.0,0.0,53.882,0.0,53.882,0.0,0.0,53.882,53.882,0.0,81.432,0.66,0.66,0.66,81.634,0.66,0.66,0.66,
03/31/2015,309.709,309.14,0.569,-177.894,177.894,131.815,0.0,-54.613,37.091,21.674,15.417,17.522,0.0,77.202,-0.636,0.636,0.669,-0.033,,0.0,76.566,-25.854,50.712,0.0,0.0,0.0,50.712,0.0,50.712,0.0,0.0,50.712,50.712,0.0,80.88,0.63,0.63,0.63,81.094,0.63,0.63,0.63,
06/30/2015,333.713,332.641,1.072,-187.299,187.299,146.414,0.0,-57.042,37.541,23.492,14.049,19.501,0.0,89.372,-0.271,0.271,0.322,-0.051,,0.0,89.101,-28.562,60.539,0.0,0.0,0.0,60.539,0.0,60.539,0.0,0.0,60.539,60.539,0.0,80.904,0.75,0.75,0.75,81.086,0.75,0.75,0.75,
09/30/2015,321.618,320.014,1.604,-183.663,183.663,137.955,0.0,-57.418,38.864,21.751,17.113,18.554,0.0,80.537,-0.107,0.107,0.22,-0.113,,0.0,80.43,-29.064,51.366,0.0,0.0,0.0,51.366,0.0,51.366,0.0,0.0,51.366,51.39525,0.02925,80.545,0.64,0.64,0.638094,80.735,0.64,0.64,0.638094,
12/31/2015,332.872,332.238,0.634,-190.445,190.445,142.427,0.0,-57.64,38.778,22.231,16.547,18.862,0.0,84.787,-0.185,0.185,0.276,-0.091,,0.0,84.602,-25.254,59.348,0.0,0.0,0.0,59.348,0.0,59.348,0.0,0.0,59.348,59.1036,-0.2444,79.473,0.75,0.75,0.743694,79.77,0.74,0.74,0.736936,
03/31/2016,333.186,332.894,0.292,-194.273,194.273,138.913,0.0,-59.083,39.229,22.732,16.497,19.854,0.0,79.83,-0.432,0.432,0.486,-0.054,,0.0,79.398,-25.515,53.883,0.0,0.0,0.0,53.883,0.0,53.883,0.0,0.0,53.883,54.0403,0.1573,78.805,0.68,0.68,0.685747,79.167,0.68,0.68,0.681987,
06/30/2016,366.97,366.459,0.511,-205.27,205.27,161.7,0.0,-45.195,40.722,23.365,17.357,23.964,-19.491,116.505,-0.399,0.399,0.448,-0.049,,0.0,116.106,-31.836,84.27,0.0,0.0,0.0,84.27,0.0,84.27,0.0,0.0,84.27,60.65485,-23.61515,78.841,1.07,1.07,0.769331,79.261,1.06,1.06,0.762058,
09/30/2016,345.028,344.334,0.694,-194.763,194.763,150.265,0.0,-58.848,39.109,22.127,16.982,19.739,0.0,91.417,-0.034,0.034,0.142,-0.108,,0.0,91.383,-29.139,62.244,0.0,0.0,0.0,62.244,0.0,62.244,0.0,0.0,62.244,62.3701,0.1261,78.413,0.79,0.79,0.795405,78.844,0.79,0.79,0.791599,
12/31/2016,348.553,347.704,0.849,-198.146,198.146,150.407,0.0,-61.801,40.928,21.903,19.025,20.873,0.0,88.606,-0.124,0.124,0.184,-0.06,,0.0,88.482,-29.668,58.814,0.0,0.0,0.0,58.814,0.0,58.814,0.0,0.0,58.814,59.12405,0.31005,77.814,0.76,0.76,0.759813,78.18,0.75,0.75,0.753966,
03/31/2017,353.767,353.251,0.516,-206.727,206.727,147.04,0.0,-58.309,37.508,23.571,13.937,20.801,0.0,88.731,-0.236,0.236,0.278,-0.042,,0.0,88.495,-28.451,60.044,0.0,0.0,0.0,60.044,0.0,60.044,0.0,0.0,60.044,60.54515,0.50115,77.597,0.77,0.77,0.780251,77.932,0.77,0.77,0.776431,
06/30/2017,383.769,383.443,0.326,-219.398,219.398,164.371,0.0,-65.423,43.103,25.696,17.407,23.34,-1.02,98.948,-0.354,0.354,0.392,-0.038,,0.0,98.594,-33.903,64.691,0.0,0.0,0.0,64.691,0.0,64.691,0.0,0.0,64.691,64.028,-0.663,77.602,0.83,0.83,0.825082,78.064,0.83,0.83,0.821507,
09/30/2017,361.284,361.284,,-203.915,203.915,157.369,0.0,-60.312,41.088,,,20.929,-1.705,97.057,-0.042,0.042,0.189,-0.147,,0.0,97.015,-30.145,66.87,0.0,0.0,0.0,66.87,0.0,66.87,0.0,0.0,66.87,65.76175,-1.10825,77.283,0.87,0.87,0.850921,77.646,0.86,0.86,0.845727,
12/31/2017,357.209,357.209,,-207.1,207.1,150.109,0.0,-65.319,43.094,,,22.414,-0.189,84.79,-0.104,0.104,0.25,-0.146,,0.0,84.686,76.557,161.243,0.0,0.0,0.0,161.243,0.0,161.243,0.0,0.0,161.243,161.12015,-0.12285,77.218,2.09,2.09,2.086562,77.565,2.08,2.08,2.078416,
03/31/2018,374.048,374.048,,-218.517,218.517,155.531,0.0,-64.824,42.233,,,22.591,0.0,90.707,-0.604,0.604,0.734,-0.13,,0.0,90.103,-21.017,69.086,0.0,0.0,0.0,69.086,0.0,69.086,0.0,0.0,69.086,69.21872,0.13272,77.247,0.89,0.89,0.89607,77.546,0.89,0.89,0.891712,
06/30/2018,378.256,378.256,,-223.606,223.606,154.65,0.0,-69.7,45.294,,,24.406,0.0,84.95,-0.595,0.595,0.747,-0.152,,0.0,84.355,-16.519,67.836,0.0,0.0,0.0,67.836,0.0,67.836,0.0,0.0,67.836,67.836,0.0,77.585,0.87,0.87,0.87,77.585,0.87,0.87,0.87,
09/30/2018,392.543,392.543,,-220.112,220.112,172.431,0.0,-69.209,45.183,,,24.026,0.0,103.222,0.144,-0.144,0.147,-0.291,,0.0,103.366,-19.815,83.551,0.0,0.0,0.0,83.551,0.0,83.551,0.0,0.0,83.551,83.551,0.0,77.188,1.08,1.08,1.08,77.537,1.08,1.08,1.08,
12/31/2018,386.275,386.275,,-227.284,227.284,158.991,0.0,-70.787,46.797,,,23.99,0.0,88.204,0.104,-0.104,0.148,-0.252,,0.0,88.308,-20.219,68.089,0.0,0.0,0.0,68.089,0.0,68.089,0.0,0.0,68.089,70.1035,2.0145,77.216,0.88,0.88,0.907888,77.409,0.88,0.88,0.906024,
03/31/2019,380.364,380.364,,-235.594,235.594,144.77,0.0,-68.329,44.887,,,23.442,0.0,76.441,-0.069,0.069,0.224,-0.155,,0.0,76.372,-17.12,59.252,0.0,0.0,0.0,59.252,0.0,59.252,0.0,0.0,59.252,61.23806,1.98606,77.177,0.77,0.77,0.793476,77.286,0.77,0.77,0.793476,
06/30/2019,393.509,393.509,,-240.04,240.04,153.469,0.0,-74.051,49.131,,,24.92,0.0,79.418,-0.229,0.229,0.407,-0.178,,0.0,79.189,-18.196,60.993,0.0,0.0,0.0,60.993,0.0,60.993,0.0,0.0,60.993,63.23502,2.24202,77.157,0.79,0.79,0.819563,77.157,0.79,0.79,0.819058,
09/30/2019,438.005,438.005,,-245.791,245.791,192.214,0.0,-74.027,49.436,,,24.591,0.0,118.187,0.352,-0.352,0.156,-0.508,,0.0,118.539,-29.169,89.37,0.0,0.0,0.0,89.37,0.0,89.37,0.0,0.0,89.37,89.37632,0.00632,76.972,1.16,1.16,1.161154,77.067,1.16,1.16,1.160082,
12/31/2019,419.119,419.119,,-249.267,249.267,169.852,0.0,-76.148,48.961,,,27.187,0.0,93.704,0.19,-0.19,0.156,-0.346,,0.0,93.894,-21.796,72.098,0.0,0.0,0.0,72.098,0.0,72.098,0.0,0.0,72.098,71.86258,-0.23542,76.879,0.94,0.94,0.934749,76.935,0.94,0.94,0.934749,
03/31/2020,429.406,429.406,,-258.571,258.571,170.835,0.0,-78.897,47.391,,,28.308,3.198,91.938,0.032,-0.032,0.165,-0.197,,0.0,91.97,-18.115,73.855,0.0,0.0,0.0,73.855,0.0,73.855,0.0,0.0,73.855,76.01881,2.16381,76.683,0.96,0.96,0.991338,76.884,0.96,0.96,0.988144,
06/30/2020,410.537,410.537,,-254.835,254.835,155.702,0.0,-78.904,49.002,,,29.902,0.0,76.798,-0.125,0.125,0.211,-0.086,,0.0,76.673,-15.328,61.345,0.0,0.0,0.0,61.345,0.0,61.345,0.0,0.0,61.345,62.49524,1.15024,76.615,0.8,0.8,0.815705,76.849,0.8,0.8,0.814968,
09/30/2020,446.583,,,,,186.45733416,,,,,,,,106.318,,,,,,,105.692,,82.189,,,,,,82.189,,,82.189,81.975,,,1.082,1.082,1.063,,1.082,1.082,1.063,
12/31/2020,435.167,,,,,172.29567031,,,,,,,,91.291,,,,,,,91.158,,71.044,,,,,,71.044,,,71.044,70.725,,,0.928,0.928,0.916,,0.928,0.928,0.916,
