Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
07/02/2016,59.389,-5.675,166.087,31.775,30.594,2.509,-1.328,-132.798,-79.501,-30.27,-23.027,0,-75.001,-130.44,0.0,0.0,0.0,-130.44,-130.44,0.0,0.0,0.0,0.0,-117.498,0.0,-117.498,0.0,172.937,23.154,0.0,0.0,0.0,0.0,0.0,25.962,25.962,0.0,-2.808,-0.389,7.153,
10/01/2016,249.998,11.847,170.471,17.481,25.986,-15.819,7.314,50.199,-91.419,18.581,123.037,0,-111.824,-119.996,0.0,0.0,0.0,-119.996,-119.996,0.0,0.0,0.0,0.0,-0.522,0.0,-0.522,0.0,8.694,-102.186,0.0,0.0,0.0,0.0,0.0,-90.229,1.171,-91.4,-11.957,0.351,36.339,
12/31/2016,220.362,-78.638,178.078,18.076,16.699,-6.072,7.449,102.846,70.546,30.84,1.46,0,-136.429,-136.536,0.0,0.0,0.0,-136.536,-136.536,0.0,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.089,-56.044,0.0,0.0,0.0,0.0,0.0,-55.795,11.296,-67.091,-0.249,-1.32,26.569,
04/01/2017,247.071,55.908,190.331,4.864,15.501,-8.645,-1.992,-4.032,63.501,-25.593,-41.94,0,-167.094,-165.747,0.0,0.0,0.0,-165.747,-165.747,0.0,0.0,0.0,0.0,0.008,0.0,0.008,0.0,-1.355,-30.574,0.0,0.0,0.0,0.0,0.0,-30.147,20.719,-50.866,-0.427,0.253,49.656,
07/01/2017,103.636,-30.624,177.217,19.623,21.126,-4.728,3.225,-62.58,-15.901,-40.036,-6.643,0,-117.392,-124.428,0.0,0.0,0.0,-124.428,-124.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.036,-19.826,0.0,0.0,0.0,0.0,0.0,-11.399,20.526,-31.925,-8.427,0.75,-32.832,
09/30/2017,219.858,35.919,179.596,10.252,23.458,-12.562,-0.644,-5.909,-86.318,10.25,70.159,0,-97.855,-67.791,0.0,0.0,0.0,-67.791,-67.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.064,-60.237,0.0,0.0,,,,-44.659,12.341,-57.0,-15.578,0.51,62.276,
12/30/2017,270.068,-33.082,182.441,15.939,13.715,-19.367,21.591,104.77,11.168,36.76,56.842,0,-31.124,-45.439,0.0,0.0,0.0,-45.439,-45.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.315,27.003,0.0,100.0,,,,-70.756,9.254,-80.01,-2.241,0.511,266.458,
03/31/2018,256.751,-12.501,173.061,46.013,9.859,4.409,31.745,50.178,103.957,-48.861,-4.918,0,-31.038,-32.177,0.0,0.0,0.0,-32.177,-32.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139,-143.788,0.0,-107.729,,,,-35.681,15.291,-50.972,-0.378,0.589,82.514,
06/30/2018,75.259,-29.993,176.772,21.615,19.345,-26.684,28.954,-93.135,-14.849,-29.587,-48.699,0,-109.96,-43.564,0.0,0.0,0.0,-43.564,-43.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.396,-555.303,0.0,-458.172,,,,-90.115,9.889,-100.004,-7.016,-2.014,-592.018,
09/29/2018,214.537,32.084,180.15,49.882,20.905,-16.278,45.255,-47.579,-131.025,30.143,53.303,0,-22.795,-70.102,0.0,0.0,0.0,-70.102,-70.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.307,32.344,0.0,134.727,,,,-78.161,8.517,-86.678,-24.222,-0.202,223.884,
12/29/2018,333.223,69.517,185.286,26.546,18.624,-15.254,23.176,51.874,71.03,6.918,-26.074,0,-72.707,-71.961,0.0,0.0,0.0,-71.961,-71.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.746,-168.567,0.0,-22.753,,,,-144.947,7.046,-151.993,-0.867,-0.153,91.796,
03/30/2019,187.345,61.517,120.889,1.403,12.706,-11.953,0.65,3.536,42.725,-47.064,7.875,0,-42.092,-35.31,0.0,0.0,0.0,-35.31,-35.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.782,-85.138,0.0,200.868,,,,-283.562,15.837,-299.399,-2.444,1.203,61.318,
06/29/2019,257.118,39.541,122.27,21.625,24.953,-11.015,7.687,73.682,57.298,6.371,10.013,0,-342.132,-50.295,0.0,0.0,0.0,-50.295,-50.295,0.0,0.0,0.0,0.0,-291.551,0.0,-291.551,0.0,-0.286,3.866,0.0,100.0,,,,-90.694,9.379,-100.073,-5.44,-0.284,-81.432,
09/28/2019,173.412,83.038,111.189,22.732,20.876,1.498,0.358,-43.547,-78.288,35.503,-0.762,0,-45.171,-38.043,0.0,0.0,0.0,-38.043,-38.043,0.0,0.0,0.0,0.0,-8.122,0.0,-8.122,0.0,0.994,-170.143,0.0,0.0,0.0,0.0,0.0,-154.206,10.826,-165.032,-15.937,-0.807,-42.709,
12/28/2019,300.721,161.356,116.785,-15.564,16.381,8.31,-40.255,38.144,-4.176,2.989,39.331,0,-235.797,-40.666,0.0,0.0,0.0,-40.666,-40.666,0.0,0.0,0.0,0.0,-195.11,0.0,-195.11,0.0,-0.021,445.425,0.0,559.0,,,,-107.687,17.325,-125.012,-5.888,0.59,510.939,
03/28/2020,214.395,50.39,118.687,19.799,13.768,-9.892,15.923,25.519,46.195,-34.611,13.935,0,-482.642,-35.1,0.0,0.0,0.0,-35.1,-35.1,0.0,0.0,0.0,0.0,-451.26,0.0,-451.26,0.0,3.718,-113.589,0.0,0.0,,,,-112.346,12.668,-125.014,-1.243,-0.732,-382.568,
06/27/2020,214.281,96.922,122.115,-10.271,21.859,-15.705,-16.425,5.515,41.029,-7.443,-28.071,0,-23.347,-29.832,0.0,0.0,0.0,-29.832,-29.832,0.0,0.0,0.0,0.0,0.155,0.0,0.155,0.0,6.33,229.841,0.0,305.5,,,,-64.575,10.464,-75.039,-11.084,0.507,421.282,
