Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/30/2011,522.594,522.594,-387.384,387.384,135.21,0.0,-113.271,113.268,0.003,21.939,-5.875,,6.444,,,-0.569,16.064,-2.173,13.891,-0.052,-0.052,0.0,13.943,0.0,13.943,0.0,0.0,13.943,14.80295,0.91195,52.952,0.26,0.26,0.279554,53.649,0.26,0.26,0.276998,
10/29/2011,522.173,522.173,-395.252,395.252,126.921,0.0,-109.574,109.549,0.025,17.347,-6.262,,6.889,,,-0.627,11.085,-4.063,7.022,0.011,0.011,0.0,7.011,0.0,7.011,0.0,0.0,7.011,7.16825,0.14625,52.998,0.13,0.13,0.135255,53.598,0.13,0.13,0.132729,
01/28/2012,505.318,505.318,-393.045,393.045,112.273,0.0,-112.302,112.268,0.034,-0.029,-5.934,,6.475,,,-0.541,-5.963,1.772,-4.191,0.229,0.229,0.0,-4.42,0.0,-4.42,0.0,0.0,-4.42,-2.6089,1.5821,53.032,-0.08,-0.08,-0.049195,53.743,-0.08,-0.08,-0.050562,
04/28/2012,524.604,524.604,-396.952,396.952,127.652,0.0,-119.712,119.71,0.002,7.94,-6.046,,6.516,,,-0.47,1.894,-0.76,1.134,0.072,0.072,0.0,1.062,0.0,1.062,0.0,0.0,1.062,1.1353,0.0013,53.071,0.02,0.02,0.021392,53.949,0.02,0.02,0.020024,
07/28/2012,525.671,525.671,-395.07,395.07,130.601,0.0,-114.286,114.277,0.009,16.315,37.049,,6.427,,,-43.476,53.364,-20.33,33.034,-0.014,-0.014,0.0,33.048,0.0,33.048,0.0,0.0,33.048,5.5741,-27.4599,53.146,0.62,0.62,0.104883,53.797,0.61,0.61,0.099564,
10/27/2012,509.608,509.608,-393.568,393.568,116.04,0.0,-112.249,112.028,0.221,3.791,-16.541,,17.057,,,-0.516,-12.75,6.055,-6.695,0.064,0.064,0.0,-6.759,0.0,-6.759,0.0,0.0,-6.759,-1.196,5.499,53.304,-0.13,-0.13,-0.022437,53.304,-0.13,-0.13,-0.026837,
02/02/2013,530.847,530.847,-413.641,413.641,117.206,0.0,-133.6,117.401,16.199,-16.394,-3.616,,3.982,,,-0.366,-20.01,5.69,-14.32,0.223,0.223,0.0,-14.543,0.0,-14.543,0.0,0.0,-14.543,-2.62,11.7,53.364,-0.27,-0.27,-0.049097,53.975,-0.27,-0.27,-0.053233,
05/04/2013,536.173,536.173,-414.333,414.333,121.84,0.0,-118.319,118.203,0.116,3.521,-3.301,,3.679,,,-0.378,0.22,3.708,3.928,0.065,0.065,0.0,3.863,0.0,3.863,0.0,0.0,3.863,0.9834,-2.9446,53.388,0.07,0.07,0.01842,53.991,0.07,0.07,0.015461,
08/03/2013,527.619,527.619,-388.911,388.911,138.708,0.0,-120.96,120.929,0.031,17.748,-3.096,,3.562,,,-0.466,14.652,-9.273,5.379,0.011,0.011,0.0,5.368,0.0,5.368,0.0,0.0,5.368,6.50415,1.12515,53.392,0.1,0.1,0.121819,53.97,0.1,0.1,0.120848,
11/02/2013,507.042,507.042,-384.23,384.23,122.812,0.0,-115.171,115.104,0.067,7.641,-3.119,,3.643,,,-0.524,4.522,-3.509,1.013,0.049,0.049,0.0,0.964,0.0,0.964,0.0,0.0,0.964,2.35655,1.34355,53.315,0.02,0.02,0.044201,53.93,0.02,0.02,0.044201,
02/01/2014,495.733,495.733,-391.717,391.717,104.016,0.0,-110.63,110.617,0.013,-6.614,-3.49,,3.912,,,-0.422,-10.104,6.837,-3.267,0.064,0.064,0.0,-3.331,0.0,-3.331,0.0,0.0,-3.331,-0.78855,2.47845,53.422,-0.06,-0.06,-0.014761,53.968,-0.06,-0.06,-0.014761,
05/03/2014,538.821,538.821,-405.695,405.695,133.126,0.0,-127.081,127.071,0.01,6.045,-3.341,,3.782,-0.047,,-0.394,2.704,-1.067,1.637,0.029,0.029,0.0,1.608,0.0,1.608,0.0,0.0,1.608,2.40465,0.76765,53.47,0.03,0.03,0.044972,54.009,0.03,0.03,0.044213,
08/02/2014,525.773,525.773,-401.476,401.476,124.297,0.0,-121.024,120.624,0.4,3.273,-2.686,,3.002,,,-0.316,0.587,-0.764,-0.177,0.096,0.096,0.0,-0.273,0.0,-0.273,0.0,0.0,-0.273,2.358,2.535,53.528,0.0,0.0,0.044052,53.528,0.0,0.0,0.044052,
11/01/2014,517.584,517.584,-399.25,399.25,118.334,0.0,-117.76,117.651,0.109,0.574,-3.067,,3.485,-0.059,,-0.359,-2.493,0.723,-1.77,0.194,0.194,0.0,-1.964,0.0,-1.964,0.0,0.0,-1.964,-0.7859,0.9841,53.59,-0.03,-0.03,-0.014665,53.59,-0.03,-0.03,-0.014665,
01/31/2015,502.423,502.423,-402.738,402.738,99.685,0.0,-128.437,118.837,9.6,-28.752,-3.591,,3.604,,,-0.013,-32.343,5.69,-26.653,0.013,0.013,0.0,-26.666,0.0,-26.666,0.0,0.0,-26.666,-18.593,8.06,53.816,-0.5,-0.5,-0.345492,53.816,-0.5,-0.5,-0.35023,
05/02/2015,542.261,542.261,-408.494,408.494,133.767,0.0,-110.629,120.847,-10.218,23.138,-2.957,,3.329,-0.06,,-0.312,20.181,-8.322,11.859,-0.034,-0.034,0.0,11.893,0.0,11.893,0.0,0.0,11.893,5.736,-6.123,54.094,0.22,0.22,0.106038,54.184,0.22,0.22,0.106038,
08/01/2015,526.546,526.546,-398.974,398.974,127.572,0.0,-117.005,117.272,-0.267,10.567,-2.928,,3.262,,,-0.334,7.639,-2.903,4.736,-0.074,-0.074,0.0,4.81,0.0,4.81,0.0,0.0,4.81,6.20955,1.47355,54.239,0.09,0.09,0.114485,54.431,0.09,0.09,0.114485,
10/31/2015,508.136,508.136,-390.339,390.339,117.797,0.0,-113.372,119.372,-6.0,4.425,-2.872,,3.217,-0.064,,-0.281,1.553,-0.476,1.077,-0.189,-0.189,0.0,1.266,0.0,1.266,0.0,0.0,1.266,8.617,7.54,54.326,0.02,0.02,0.158617,54.605,0.02,0.02,0.158083,
01/31/2016,499.0,,,,100.53353,,,,,-14.267,,,,,,,-17.267,,-8.48,,,,,,-8.48,,,-8.48,-10.81,,,-0.16,-0.16,-0.2,,-0.16,-0.16,-0.2,
04/30/2016,547.667,,,,137.4096503,,,,,16.833,,,,,,,13.8,,8.74,,,,,,8.74,,,8.74,8.597,,,0.17,0.17,0.157,,0.17,0.17,0.157,
