Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/29/1994,403.795013,,-126.396004,,277.39901,,-179.154999,,,,98.244003,-0.378,,2.657,,,0.0,,-2.279,97.866003,-32.785,65.081001,0.0,,,65.081003,0.0,65.081001,0.0,,65.081001,65.081001,,923.536011,0.070625,0.070625,,923.536011,0.070625,0.070625,0.070625,
10/28/1994,408.151001,,-127.763,,280.388,,-176.274994,,,,104.112999,0.733,,2.058,,,0.0,,-2.791,104.845999,-35.124001,69.722,0.0,,,69.721998,0.0,69.722,0.0,,69.722,69.722,,919.039978,0.07625,0.07625,,919.039978,0.07625,0.07625,0.07625,
01/27/1995,413.723999,,-129.186005,,284.537994,,-178.938004,,,,105.599998,1.731,,2.049,,,0.0,,-3.78,107.330998,-35.956001,71.375,0.0,,,71.374997,0.0,71.375,0.0,,71.375,71.375,,920.383972,0.0775,0.0775,,920.383972,0.0775,0.0775,0.0775,
04/30/1995,516.721985,,-156.735001,,359.986984,,-231.606995,,,,128.380005,3.682,,2.243,,,0.0,,-5.925,132.062005,-44.240002,87.821999,0.0,,,87.822003,0.0,87.821999,0.0,,87.821999,87.821999,,923.520016,0.095,0.095,0.095,923.520016,0.095,0.095,0.095,
07/28/1995,524.942993,,-151.046997,,373.895996,,-228.966995,,,,144.929001,4.644,,1.765,,,0.0,,-6.409,149.573001,-52.251999,97.320999,0.0,,,97.321002,0.0,97.320999,0.0,,97.320999,97.320999,,941.096008,0.1025,0.1025,0.1025,941.096008,0.1025,0.1025,0.1025,
10/27/1995,519.97998,,-146.022995,,373.956985,,-222.190994,,,,151.766006,5.923,,2.243,,,0.0,,-8.166,157.689007,-54.881001,102.807999,0.0,,,102.808006,0.0,102.807999,0.0,,102.807999,102.807999,,958.968018,0.135,0.135,0.135,958.968018,0.135,0.135,0.135,
01/26/1996,530.070007,,-143.639999,,386.430008,,-227.565994,,,,158.863998,5.189,,1.842,,,0.0,,-7.031,164.052999,-57.491001,106.561996,0.0,,,106.561997,0.0,106.561996,0.0,,106.561996,106.561996,,953.875977,0.1125,0.1125,0.1125,953.875977,0.1125,0.1125,0.1125,
04/30/1996,594.120972,,-149.0,,445.120972,,-253.509995,,,,191.610992,5.477,,2.11,,,0.0,,-7.587,197.087992,-65.974998,131.113007,0.0,,,131.112994,0.0,131.113007,0.0,,131.113007,131.113007,,956.607972,0.135,0.135,0.135,956.607972,0.135,0.135,0.135,
08/02/1996,600.869995,,-155.580994,,445.289001,,-257.381012,,,,187.908005,6.635,,2.023,,,0.0,,-8.658,194.543005,-67.116997,127.426003,0.0,,,127.426008,0.0,127.426003,0.0,,127.426003,127.426003,,943.895996,0.135,0.135,0.135,980.200012,0.13,0.13,0.13,
11/01/1996,598.151978,,-151.059998,,447.09198,,-257.221008,,,,189.871002,6.075,,2.588,,,0.0,,-8.663,195.946002,-67.601997,128.343994,0.0,,,128.344005,0.0,128.343994,0.0,,128.343994,128.343994,,950.968018,0.135,0.135,0.135,987.26001,0.13,0.13,0.13,
01/31/1997,598.749023,,-152.313995,,446.435028,,-258.048004,,,,188.386993,8.114,,1.536,,,0.0,,-9.65,196.500993,-67.792999,128.707993,0.0,,,128.707994,0.0,128.707993,0.0,,128.707993,128.707993,,953.392029,0.135,0.135,0.135,990.059998,0.13,0.13,0.13,
04/30/1997,640.453003,,-151.235001,,489.218002,,-270.911011,,,,218.307007,3.846,,3.228,,,0.0,,-7.074,222.153007,-76.642998,145.509995,0.0,,,145.510009,0.0,145.509995,0.0,,145.509995,145.509995,,938.776,0.155,0.155,0.155,970.067992,0.15,0.15,0.15,
08/01/1997,646.278992,,-160.160995,,486.117996,,-265.589996,,,,220.528,3.118,,1.95,,,0.0,,-5.068,223.646,-77.157997,146.488007,0.0,,,146.488003,0.0,146.488007,0.0,,146.488007,146.488007,,936.804016,0.155,0.155,0.155,952.492004,0.155,0.155,0.155,
10/31/1997,686.218,,-182.007,,504.211,,-285.946,,,,218.265,2.953,-2.953,2.31,-5.263,,0.0,,0.0,221.218,-76.33,144.888,0.0,,,144.888,0.0,144.888,0.0,0.0,144.888,144.888,,954.198,0.15,0.15,0.15,970.998,0.15,0.15,0.15,
01/31/1998,806.700012,,-222.800003,,583.900009,,-342.399994,,,,241.5,-188.099994,,3.7,,,0.0,,184.399994,53.400006,-20.1,33.299999,0.0,,,33.300006,0.0,33.299999,0.0,,33.299999,33.299999,,1133.465942,0.03,0.03,0.15,1160.991943,0.03,0.03,0.15,
04/30/1998,685.054016,,-180.552002,,504.502014,,-263.417999,,,,241.084,3.388,,2.313,,,0.0,,-5.701,244.472,-84.343002,160.128998,0.0,,,160.128998,0.0,160.128998,0.0,,160.128998,160.128998,,938.695984,0.17,0.17,0.17,953.202026,0.17,0.17,0.17,
07/31/1998,991.7,,-248.5,,743.2,,-389.6,,,,353.6,-1.6,-6.4,2.9,-9.3,,0.0,,8.0,352.0,-123.5,228.5,0.0,,,228.5,0.0,228.5,0.0,0.0,228.5,228.5,5.1936,1138.6,0.2,0.2,0.205,1166.6,0.195,0.195,0.2,
10/30/1998,984.5,,-259.6,,724.9,,-402.7,,,,322.2,-110.8,-5.6,7.9,-13.5,,0.0,,116.4,211.4,-94.4,117.0,0.0,,,117.0,0.0,117.0,0.0,0.0,117.0,117.0,64.422,2294.8,0.05,0.05,0.08,2350.6,0.05,0.05,0.08,
01/29/1999,1064.8,,-304.8,,760.0,,-457.3,,,,302.7,-284.2,,14.1,-17.2,,0.0,,287.3,18.5,-52.6,-34.1,0.0,,,-34.1,0.0,-34.1,0.0,,-34.1,-34.1,186.745,2374.6,-0.015,-0.015,0.065,2374.6,-0.015,-0.015,0.065,
04/30/1999,1146.6,,-310.6,,836.0,,-484.4,367.6,,116.8,351.6,-106.0,-7.4,4.2,-11.6,,0.0,,113.4,245.6,-85.0,160.6,0.0,,,160.6,0.0,160.6,0.0,0.0,160.6,160.6,,2386.8,0.065,0.065,0.065,2451.0,0.065,0.065,0.065,
07/30/1999,1133.2,,-286.4,,846.8,,-476.3,362.3,,114.0,370.5,3.4,-3.4,3.2,-6.6,,,,0.0,373.9,-121.5,252.4,0.0,,,252.4,0.0,252.4,0.0,0.0,252.4,252.4,,2387.2,0.105,0.105,0.105,2442.0,0.105,0.105,0.105,
10/29/1999,1190.3,,-313.3,,877.0,,-494.8,377.6,,117.2,382.2,3.1,-3.1,3.6,-6.7,,,,0.0,385.3,-124.7,260.6,0.0,,,260.6,0.0,260.6,0.0,0.0,260.6,260.6,,1194.1,0.22,0.22,0.22,1219.5,0.21,0.21,0.21,
01/28/2000,1259.3,,-324.8,,934.5,,-534.4,,,,400.1,-11.2,-3.5,,,,0.0,,14.7,388.9,-129.4,259.5,0.0,,,259.5,0.0,259.5,0.0,0.0,259.5,259.5,,1194.4,0.22,0.22,0.229571,1220.8,0.21,0.21,0.222041,
04/30/2000,1433.5,,-341.3,,1092.2,,-632.1,,,,460.1,2.4,,,-2.4,,,,-4.2,466.7,-155.0,311.7,,,,311.7,0.0,311.7,0.0,0.0,311.7,311.7,,1196.7,0.260466,0.260466,0.260466,1232.3,0.252942,0.252942,0.252211,
07/28/2000,1310.400024,,-316.600006,,993.800018,,-539.400024,,,,454.399994,-31.700001,,,-11.3,,0.0,,43.000001,422.699993,-138.600006,284.100006,0.0,,,284.099987,0.0,284.100006,0.0,0.0,284.100006,284.100006,,1198.199951,0.24,0.24,0.25,1228.800049,0.23,0.23,0.24,
10/27/2000,1361.900024,,-351.200012,,1010.700012,,-567.700012,,,,443.0,16.799999,,,,,0.0,,-16.799999,459.799999,-150.699997,309.100006,0.0,,,309.100002,0.0,309.100006,0.0,0.0,309.100006,309.100006,,1200.400024,0.26,0.26,0.26,1229.400024,0.25,0.25,0.25,
01/26/2001,1361.6,,-345.4,,1016.2,,-575.9,,,,440.3,4.4,-18.8,,,,0.0,,14.4,444.7,-141.9,302.8,0.0,,,302.8,0.0,302.8,0.0,0.0,302.8,302.8,,1207.2,0.25,0.25,0.262757,1225.8,0.25,0.25,0.261747,
04/27/2001,1518.9,,-367.9,,1151.0,,-661.4,,,,489.6,41.4,,,-41.4,,,,318.7,212.3,-72.2,140.1,,,,140.1,0.0,140.1,0.0,0.0,140.1,140.1,,1206.9,0.116083,0.116083,0.116083,1227.6,0.114125,0.114125,0.116083,
07/27/2001,1455.699951,,-378.100006,,1077.599945,,-595.799988,,,,481.799988,-41.5,,,-21.299999,,0.0,,62.799999,440.299988,-138.800003,301.5,0.0,,,301.499985,0.0,301.5,0.0,0.0,301.5,301.5,,1209.900024,0.25,0.25,0.28,1223.300049,0.25,0.25,0.28,
10/26/2001,1571.199951,,-405.0,,1166.199951,,-641.599976,,,,524.599976,-306.200012,,,,,0.0,,306.200012,218.399963,-151.699997,66.699997,0.0,,,66.699966,0.0,66.699997,0.0,0.0,66.699997,66.699997,,1210.099976,0.06,0.06,0.29,1222.599976,0.05,0.05,0.29,
01/25/2002,1592.400024,,-412.799988,,1179.600037,,-656.900024,,,,522.700012,-79.599998,,21.799999,-8.8,,0.0,,66.599999,443.100014,-128.199997,314.899994,0.0,,,314.900017,0.0,314.899994,0.0,0.0,314.899994,314.899994,,1212.400024,0.26,0.26,0.3,1225.5,0.26,0.26,0.3,
04/26/2002,1791.5,,-456.799988,,1334.700012,,-714.799988,,,,619.900024,-197.5,,,,,0.0,,197.5,422.400024,-121.5,300.899994,0.0,,,300.900024,0.0,300.899994,0.0,0.0,300.899994,300.899994,,1214.400024,0.25,0.25,0.35,1226.699951,0.25,0.25,0.34,
07/26/2002,1713.900024,,-414.200012,,1299.700012,,-715.5,,,,584.200012,-37.799999,,14.0,-12.5,,0.0,,36.299999,546.400013,-163.100006,383.299988,0.0,,,383.300007,0.0,383.299988,0.0,0.0,383.299988,383.299988,,1215.199951,0.32,0.32,0.32,1224.199951,0.31,0.31,0.32,
10/25/2002,1891.0,,-460.7,,1430.3,,-792.1,,,,638.2,-150.2,,8.0,-9.3,,0.0,,151.5,488.0,-186.3,301.7,0.0,,,301.7,0.0,301.7,0.0,0.0,301.7,301.7,,1215.6,0.25,0.25,0.34,1223.8,0.25,0.25,0.34,
01/24/2003,1912.5,,-474.799988,,1437.700012,,-774.900024,,,,662.799988,-51.699999,,12.9,-9.7,,0.0,,48.499999,611.099989,-183.399994,427.700012,0.0,,,427.699995,0.0,427.700012,0.0,0.0,427.700012,427.700012,,1220.5,0.35,0.35,0.35,1232.800049,0.35,0.35,0.35,
04/25/2003,2147.8,,-540.6,,1607.2,0.0,-838.8,649.4,,189.4,768.4,-72.6,3.8,,,,,,68.8,695.8,-208.7,487.1,,,,487.1,,487.1,,0.0,487.1,487.1,,1219.0,0.4,0.4,0.4,1229.7,0.4,0.4,0.4,
07/25/2003,2064.199951,,-514.0,,1550.199951,,-841.799988,,,,708.400024,-64.999999,,11.2,-9.8,,0.0,,63.599999,643.400025,-193.0,450.399994,0.0,,,450.400025,0.0,450.399994,0.0,0.0,450.399994,450.399994,,1217.599976,0.37,0.37,0.37,1229.900024,0.37,0.37,0.37,
10/24/2003,2163.800049,,-536.0,,1627.800049,,-875.700012,,,,752.099976,-70.599998,,13.5,-12.4,,0.0,,69.499998,681.499978,-205.399994,476.100006,0.0,,,476.099984,0.0,476.100006,0.0,0.0,476.100006,476.100006,,1214.5,0.39,0.39,0.39,1227.599976,0.39,0.39,0.39,
01/23/2004,2193.800049,,-538.400024,,1655.400025,,-908.400024,,,,747.0,-89.200003,,14.4,-18.0,,0.0,,92.800003,657.799997,-193.899994,463.899994,0.0,,,463.900003,0.0,463.899994,0.0,0.0,463.899994,463.899994,,1211.800049,0.38,0.38,0.4,1222.400024,0.38,0.38,0.4,
04/30/2004,2665.4,,-664.5,,2000.9,0.0,-1049.0,804.9,,244.1,951.9,-137.7,-1.7,,,,,,139.4,814.2,-245.3,568.9,,,,568.9,,568.9,0.0,0.0,568.9,568.9,,1210.4,0.47,0.47,0.47,1221.5,0.47,0.47,0.47,
07/30/2004,2346.100098,,-550.299988,,1795.80011,,-999.400024,769.7,,229.700024,796.400024,-50.300001,-4.3,12.6,-16.9,,0.0,,54.600001,746.100023,-216.399994,529.700012,0.0,,,529.700029,0.0,529.700012,0.0,0.0,529.700012,529.700012,,1209.0,0.44,0.44,0.44,1220.199951,0.43,0.43,0.43,
10/29/2004,2399.8,,-584.8,,1815.0,,-1067.6,772.0,,295.6,747.4,7.1,-7.1,14.4,-21.5,,0.0,,0.0,754.5,-218.8,535.7,0.0,,,535.7,0.0,535.7,0.0,0.0,535.7,535.7,,1209.5,0.44,0.44,0.4847,1220.699951,0.44,0.44,0.4843,
01/28/2005,2530.7,,-605.6,,1925.1,,-1055.2,814.2,,241.0,869.9,-105.9,-0.1,25.8,-25.9,,0.0,,106.0,764.0,-219.9,544.1,0.0,,,544.1,0.0,544.1,0.0,0.0,544.1,544.1,,1208.2,0.45,0.45,0.46,1219.1,0.45,0.45,0.46,
04/29/2005,2778.0,,-705.7,,2072.3,,-1184.0,857.7,,326.3,888.3,-609.4,,,-20.7,,0.0,,630.1,278.9,-84.5,194.4,0.0,,,194.4,0.0,194.4,0.0,0.0,194.4,194.4,630.1,1208.9,0.16,0.16,0.68,1221.5,0.16,0.16,0.68,
07/29/2005,2690.4,,-653.8,,2036.6,,-1145.6,882.4,,263.2,891.0,-399.4,-15.4,21.4,-36.8,,0.0,,414.8,491.6,-171.0,320.6,0.0,,,320.6,0.0,320.6,0.0,0.0,320.6,320.6,,1210.5,0.26,0.26,0.5088,1222.6,0.26,0.26,0.5,
10/28/2005,2765.4,,-694.8,,2070.6,,-1178.6,903.2,,275.4,892.0,-127.1,-13.4,28.4,-41.8,,0.0,,140.5,764.9,51.6,816.5,0.0,,,816.5,0.0,816.5,0.0,0.0,816.5,816.5,,1208.6,0.68,0.68,0.55,1222.5,0.67,0.67,0.54,
01/27/2006,2769.5,,-698.7,,2070.8,,-1180.0,899.7,,280.3,890.8,14.1,-23.7,31.9,-55.6,,0.0,,9.6,904.9,-235.3,669.6,0.0,,,669.6,0.0,669.6,0.0,0.0,669.6,669.6,,1208.5,0.55,0.55,0.55,1222.8,0.55,0.55,0.55,
04/28/2006,3066.7,,-768.0,,2298.7,,-1268.1,,,,1030.6,-30.7,,34.3,-69.2,,0.0,,65.6,999.9,-259.9,740.0,0.0,,,740.0,0.0,740.0,0.0,0.0,740.0,740.0,,1193.7,0.62,0.62,0.62,1204.4,0.61,0.61,0.61,
07/28/2006,2897.0,,-732.0,,2165.0,,-1283.0,984.0,,299.0,882.0,-67.0,-39.0,54.0,-93.0,,0.0,,106.0,815.0,-216.0,599.0,0.0,,,599.0,0.0,599.0,0.0,0.0,599.0,599.0,,1153.8,0.52,0.52,0.555,1164.8,0.51,0.51,0.545,
10/27/2006,3075.0,,-795.0,,2280.0,,-1356.0,1036.0,,320.0,924.0,-13.0,-37.0,57.0,-94.0,,0.0,,50.0,911.0,-230.0,681.0,0.0,,,681.0,0.0,681.0,0.0,0.0,681.0,681.0,,1149.3,0.59,0.59,0.59,1159.4,0.59,0.59,0.59,
01/26/2007,3048.0,,-775.0,,2273.0,,-1331.0,1038.0,,293.0,942.0,-8.0,-36.0,50.0,-86.0,,0.0,,44.0,934.0,-224.0,710.0,0.0,,,710.0,0.0,710.0,0.0,0.0,710.0,710.0,,1149.0,0.62,0.62,0.62,1163.7,0.61,0.61,0.61,
04/27/2007,3280.0,,-866.0,,2414.0,0.0,-1422.0,1095.0,,327.0,992.0,-137.0,26.0,135.0,-109.0,,0.0,,111.0,855.0,-43.0,812.0,0.0,,,812.0,0.0,812.0,0.0,0.0,812.0,812.0,,1147.1,0.71,0.71,0.67,1159.8,0.7,0.7,0.66,
07/27/2007,3127.0,,-792.0,,2335.0,,-1396.0,1096.0,,300.0,939.0,-60.0,-44.0,53.0,-97.0,,0.0,,104.0,879.0,-204.0,675.0,0.0,,,675.0,0.0,675.0,0.0,0.0,675.0,675.0,,1138.7,0.59,0.59,0.62,1153.1,0.59,0.59,0.62,
10/26/2007,3124.0,,-840.0,,2284.0,,-1405.0,1107.0,,298.0,879.0,-11.0,-61.0,64.0,-125.0,,0.0,,72.0,868.0,-202.0,666.0,0.0,,,666.0,0.0,666.0,0.0,0.0,666.0,666.0,0.0,1133.1,0.59,0.59,0.59,1147.7,0.58,0.58,0.58,
01/25/2008,3405.0,,-870.0,,2535.0,,-1536.0,1207.0,,329.0,999.0,-864.0,-9.0,75.0,-84.0,,0.0,,873.0,135.0,-58.0,77.0,0.0,,,77.0,0.0,77.0,0.0,0.0,77.0,77.0,,1126.9,0.07,0.07,0.63,1135.0,0.07,0.07,0.63,
04/25/2008,3860.0,,-945.0,,2915.0,0.0,-1645.0,1296.0,,349.0,1270.0,-267.0,68.0,126.0,-58.0,,0.0,,199.0,1003.0,-191.0,812.0,0.0,,,812.0,0.0,812.0,0.0,0.0,812.0,812.0,,1122.3,0.72,0.72,0.784,1130.4,0.72,0.72,0.78,
07/25/2008,3706.0,3706.0,-855.0,855.0,2851.0,0.0,-1738.0,1318.0,324.0,96.0,1113.0,-198.0,47.0,99.0,-52.0,,,,151.0,915.0,-192.0,723.0,0.0,0.0,0.0,723.0,0.0,723.0,0.0,0.0,723.0,796.15,73.15,1125.2,0.64,0.64,0.707563,1131.7,0.64,0.64,0.704637,
10/24/2008,3570.0,3570.0,-883.0,883.0,2687.0,0.0,-1873.0,1263.0,326.0,284.0,814.0,-191.0,48.0,90.0,-42.0,,,,143.0,623.0,-76.0,547.0,0.0,0.0,0.0,547.0,0.0,547.0,0.0,0.0,547.0,744.4,197.4,1124.5,0.49,0.49,0.661983,1130.7,0.48,0.48,0.654582,
01/23/2009,3494.0,3494.0,-848.0,848.0,2646.0,0.0,-1666.0,1257.0,337.0,72.0,980.0,-87.0,37.0,91.0,-54.0,,,,50.0,893.0,-195.0,698.0,0.0,0.0,0.0,698.0,0.0,698.0,0.0,0.0,698.0,766.75,68.75,1119.0,0.62,0.62,0.68521,1121.8,0.62,0.62,0.681285,
04/24/2009,3829.0,3829.0,-932.0,932.0,2897.0,0.0,-2783.0,1313.0,368.0,1102.0,114.0,-105.0,52.0,92.0,-40.0,,,,53.0,9.0,94.0,103.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0,103.0,887.15,784.15,1119.0,0.09,0.09,0.792806,1120.8,0.09,0.09,0.789634,
07/31/2009,3933.0,3933.0,-966.0,966.0,2967.0,0.0,-2244.0,1368.0,370.0,506.0,723.0,-162.0,66.0,104.0,-38.0,,,,96.0,561.0,-116.0,445.0,0.0,0.0,0.0,445.0,0.0,445.0,0.0,0.0,445.0,857.05,412.05,1112.6,0.4,0.4,0.770313,1114.6,0.4,0.4,0.769684,
10/30/2009,3838.0,3838.0,-922.0,922.0,2916.0,0.0,-1752.0,1323.0,369.0,60.0,1164.0,-54.0,54.0,93.0,-39.0,,,,0.0,1110.0,-242.0,868.0,0.0,0.0,0.0,868.0,,868.0,0.0,0.0,868.0,818.8,-49.2,1106.8,0.78,0.78,0.73979,1109.2,0.78,0.78,0.735644,
01/29/2010,3851.0,3851.0,-912.0,912.0,2939.0,0.0,-1672.0,1328.0,344.0,0.0,1267.0,-204.0,56.0,97.0,-41.0,,,,148.0,1063.0,-232.0,831.0,0.0,0.0,0.0,831.0,,831.0,0.0,0.0,831.0,824.5,-6.5,1105.0,0.75,0.75,0.746154,1108.7,0.75,0.75,0.744137,
04/30/2010,4196.0,4196.0,-1012.0,1012.0,3184.0,0.0,-1785.0,1396.0,378.0,11.0,1399.0,-165.0,70.0,108.0,-38.0,,0.0,,95.0,1234.0,-280.0,954.0,0.0,0.0,0.0,954.0,,954.0,0.0,0.0,954.0,979.55,25.55,1101.0,0.87,0.87,0.889691,1105.5,0.86,0.86,0.883112,
