Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/29/1992,144.315994,86.460003,35.331001,51.129002,15.825,,,8.094,,,,,9.42,,,,119.799004,24.517,48.188999,-23.672001,0.0,,0.0,,,,0.0,24.517,,2.855,2.855,,,,4.759,,,,,19.833001,,,,19.833001,27.447001,2.101,,,,0.903,,,,,0.903,3.004,30.451001,0.0,59.318001,,,,,,54.547001,113.865002,0.0,113.865002,144.316002,
06/28/1992,159.798996,95.278004,27.757,67.521004,19.719,,,7.921,,,,,11.33,,,,134.248001,25.551001,50.453999,-24.903,0.0,,0.0,,,,0.0,25.551001,,3.542,3.542,,,,4.713,,,,,25.259,,,,25.259,33.514,1.726,,,,1.028,,,,,1.028,2.754,36.268,0.0,62.352001,,,,,,61.179001,123.531002,0.0,123.531002,159.799002,
09/27/1992,168.639999,102.584,22.820999,79.763,20.226,,,7.962,,,,,11.184,,,,141.955994,26.684,52.862999,-26.179001,0.0,,0.0,,,,0.0,26.684,,3.315,3.315,,,,4.737,,,,,25.636,,,,25.636,33.688,1.356,,,,1.028,,,,,1.028,2.384,36.072,0.0,63.764999,,,,,,68.803001,132.568001,0.0,132.568001,168.64,
12/27/1992,174.231995,107.862003,16.34,91.522003,20.570999,,,8.399,,,,,11.346,,,,148.177994,26.054001,53.654999,-27.601,0.0,,0.0,,,,0.0,26.054001,,4.022,4.022,,,,1.4,,,,,24.868001,,,,24.868001,30.290001,1.038,,,,1.028,,,,,1.028,2.066,32.356001,0.0,66.438004,,,,,,75.438004,141.876007,0.0,141.876007,174.232008,
03/28/1993,180.977997,113.636003,10.975,102.661003,20.761,,,8.164,,,,,11.717,,,,154.278,26.700001,55.714001,-29.014,0.0,,0.0,,,,0.0,26.700001,,3.484,3.484,,,,1.405,,,,,25.016001,,,,25.016001,29.905001,0.641,,,,1.028,,,,,1.028,1.669,31.574001,0.0,67.266998,,,,0.0,,82.137001,149.403999,0.0,149.403999,180.978,
06/27/1993,196.492004,127.878003,24.881001,102.997002,20.006001,,,8.376,,,,,12.863,,,,169.123001,27.368999,57.970001,-30.601,0.0,,0.0,,,,0.0,27.368999,,3.953,3.953,,,,1.467,,,,,26.952002,,,,26.952002,32.372002,0.259,,,,1.346,,,,,1.346,1.605,33.977002,0.0,71.314003,,,,,,91.200996,162.514999,0.0,162.514999,196.492001,
09/26/1993,213.951004,139.368998,15.545,123.823997,21.750999,,,8.945,,,,,13.127,,,,183.192001,30.759001,62.994999,-32.236,0.0,,0.0,,,,0.0,30.759001,,5.165,5.165,,,,1.31,,,,,32.65,,,,32.65,39.125,0.022,,,,0.962,,,,,0.962,0.984,40.109,0.0,72.617996,,,,0.0,,101.223999,173.841995,0.0,173.841995,213.950995,
01/02/1994,226.425995,150.892006,20.403999,130.488007,19.002001,,,9.745,,,,,13.745,,,,193.384003,33.042,66.749001,-33.707001,0.0,,0.0,,,,0.0,33.042,,3.868,3.868,,,,1.038,,,,,32.345999,,,,32.345999,37.251999,0.0,,,,0.962,,,,,0.962,0.962,38.213999,0.0,76.037003,,,,0.0,,112.175003,188.212006,0.0,188.212006,226.426005,
03/31/1994,243.080002,159.697992,21.601999,138.095993,24.656,,,9.639,,,,,13.634,,,,207.626999,35.452999,70.690002,-35.237,0.0,,0.0,,,,0.0,35.452999,,4.515,4.515,,,,0.641,,,,,31.092001,,,,31.092001,36.248001,0.0,,,,0.962,,,,,0.962,0.962,37.210001,0.0,81.138,,,,0.0,,124.732002,205.870003,0.0,205.870003,243.080004,
06/30/1994,268.398987,176.800999,39.950001,136.850998,26.517,,,10.016,,,,,17.792,,,,231.126007,37.272999,74.014,-36.741001,0.0,,0.0,,,,0.0,37.272999,,4.996,4.996,,,,0.259,,,,,37.666001,,,,37.666001,42.921001,0.0,,,,2.003,,,,,2.003,2.003,44.924001,0.0,84.978996,,,,0.0,,138.496002,223.474998,0.0,223.474998,268.398999,
10/02/1994,288.152008,190.906994,27.174999,163.731995,27.429001,,,10.015,,,,,18.583,,,,246.934006,41.217999,79.143997,-37.925999,0.0,,0.0,,,,0.0,41.217999,,7.701,7.701,,,,0.0,,,,,43.018002,,,,43.018002,50.719002,0.0,,,,2.238,,,,,2.238,2.238,52.957002,0.0,86.806,,,,0.0,,148.389008,235.195007,0.0,235.195007,288.152009,
01/01/1995,303.154999,199.844002,36.459999,163.384003,28.153999,,,9.232,,,,,20.281,,,,257.510986,45.644001,85.307999,-39.664001,0.0,,0.0,,,,0.0,45.644001,,6.285,6.285,,,,0.0,,,,,38.189999,,,,38.189999,44.474998,0.0,,,,2.503,,,,,2.503,2.503,46.977998,0.0,91.084,,,,0.0,,165.093002,256.177002,0.0,256.177002,303.155,
04/02/1995,330.42099,221.281006,64.681,156.600006,31.1,,,8.781,,,,,21.611,,,,282.77301,47.647999,88.623001,-40.974998,0.0,,0.0,,,,0.0,47.647999,,5.477,5.477,,,,0.0,,,,,41.523,,,,41.523,47.0,0.0,,,,2.803,,,,,2.803,2.803,49.803,0.0,96.275002,,,,0.0,,184.343002,280.618004,0.0,280.618004,330.421004,
07/02/1995,367.553009,250.222004,48.146,202.076004,29.77,,,9.719,,,,,27.040001,,,,316.751007,50.801998,94.489998,-43.688,0.0,,0.0,,,,0.0,50.801998,,6.545,6.545,,,,0.0,,,,,49.282999,,,,49.282999,55.827999,0.0,,,,3.195,,,,,3.195,3.195,59.022999,0.0,100.939003,,,,0.0,,207.591003,308.530006,0.0,308.530006,367.553005,
10/01/1995,411.03299,284.021999,63.383999,220.638,32.305,,,10.817,,,,,26.782,,,,353.925995,57.106998,103.108002,-46.000999,0.0,,0.0,,,,0.0,57.106998,,6.683,6.683,,,,0.0,,,,,61.243003,,,,61.243003,67.926003,0.0,,,,3.495,,,,,3.495,3.495,71.421003,0.0,104.447998,,,,0.0,,235.164001,339.611999,0.0,339.611999,411.033002,
12/31/1995,447.759003,304.291992,74.919998,229.371994,34.769001,,,11.769,,,,,29.249001,,,,380.07901,67.68,116.199997,-48.52,0.0,,0.0,,,,0.0,67.68,,10.12,10.12,,,,0.0,,,,,58.794001,,,,58.794001,68.914001,0.0,,,,3.795,,,,,3.795,3.795,72.709001,0.0,111.882004,,,,0.0,,263.167999,375.050003,0.0,375.050003,447.759004,
03/31/1996,499.382996,311.101989,67.865997,243.235992,49.610001,,,11.546,,,,,31.556999,,,,403.815002,95.568001,146.707993,-51.139999,0.0,,0.0,,,,0.0,95.568001,,18.908001,18.908001,,,,0.0,,,,,55.564999,,,,55.564999,74.473,0.0,,,,4.095,,,,,4.095,4.095,78.568,0.0,127.595001,,,,0.0,,293.220001,420.815002,0.0,420.815002,499.383002,
06/30/1996,529.802002,322.472012,54.393002,268.07901,48.395,,,12.93,,,,,35.083,,,,418.880005,110.921997,164.804993,-53.882999,0.0,,0.0,,,,0.0,110.921997,,18.075001,18.075001,,,,0.0,,,,,68.323002,,,,68.323002,86.398003,0.0,,,,2.917,,,,,2.917,2.917,89.315003,0.0,132.481995,,,,0.0,,308.005005,440.487,0.0,440.487,529.802003,
09/29/1996,546.679993,332.375992,61.044998,271.330994,53.261002,,,12.64,,,,,34.254002,,,,432.531006,114.149002,170.858002,-56.709,0.0,,0.0,,,,0.0,114.149002,,10.351,10.351,,,,0.0,,,,,73.858999,,,,73.858999,84.209999,0.0,,,,2.917,,,,,2.917,2.917,87.126999,0.0,134.666,,,,0.0,,324.886993,459.552993,0.0,459.552993,546.679992,
12/29/1996,579.747009,352.355015,58.366001,293.989014,62.299,,,11.648,,,,,35.479,,,,461.781006,117.966003,177.651001,-59.685001,0.0,,0.0,,,,0.0,117.966003,,12.534,12.534,,,,0.0,,,,,71.114002,,,,71.114002,83.648003,0.0,,,,2.917,,,,,2.917,2.917,86.565003,0.0,140.388,,,,0.0,,352.794006,493.182007,0.0,493.182007,579.74701,
03/30/1997,616.638,386.92099,44.108002,342.812988,62.071999,,,11.696,,,,,34.213001,,,,494.902008,121.736,184.149994,-62.414001,0.0,,0.0,,,,0.0,121.736,,9.698,9.698,,,,0.0,,,,,63.159002,,,,63.159002,72.857002,0.0,,,,2.917,,,,,2.917,2.917,75.774002,0.0,157.848007,,,,0.0,,383.015991,540.863998,0.0,540.863998,616.638001,
06/29/1997,679.632996,443.439011,50.113998,393.325012,64.835999,,,12.185,,,,,38.826,,,,559.286011,120.347,186.194,-65.847,0.0,,0.0,,,,0.0,120.347,,7.872,7.872,,,,0.0,,,,,81.114,,,,81.114,88.986,0.0,,,,1.596,,,,,1.596,1.596,90.582,0.0,172.403,,,,0.0,,416.64801,589.05101,0.0,589.05101,679.63301,
09/28/1997,737.200989,505.984009,54.207001,451.777008,58.104,,,13.586,,,,,37.464001,,,,615.138,122.063004,192.587006,-70.524002,0.0,,0.0,,,,0.0,122.063004,,8.324,8.324,,,,0.0,,,,,86.206998,,,,86.206998,94.530998,0.0,,,,1.596,,,,,1.596,1.596,96.126998,0.0,188.356995,,,,0.0,,452.71701,641.074005,0.0,641.074005,737.201003,
12/28/1997,749.125,512.699993,60.799999,451.899994,56.855,,,15.107,,,,,38.512001,,,,623.174011,125.950996,201.389008,-75.438004,0.0,,0.0,,,,0.0,125.950996,,17.214001,17.214001,,,,0.0,,,,,98.277996,,,,98.277996,115.491997,0.0,,,,1.596,,,,,1.596,1.596,117.087997,0.0,194.309006,,,,0.0,,437.727997,632.037003,0.0,632.037003,749.125,
03/29/1998,809.41803,567.242989,117.370003,449.872986,67.083,,,14.995,,,,,34.110001,,,,683.43103,125.987,206.421997,-80.434998,0.0,,0.0,,,,0.0,125.987,,9.087,9.087,,,,0.0,,,,,99.053999,,,,99.053999,108.140999,0.0,,,,2.256,,,,,2.256,2.256,110.396999,0.0,218.667007,,,,0.0,,480.354004,699.021011,0.0,699.021011,809.41801,
06/28/1998,892.822021,637.893005,128.733002,509.160004,68.539001,,,16.120001,4.726,6.502,4.892,0.0,45.624001,,,,768.176025,124.646004,209.524002,-84.877998,0.0,,0.0,0.0,,,0.0,124.646004,,8.241,8.241,,,,0.0,,,,,114.785001,,,,114.785001,123.026001,0.0,,,,13.883,,,,,13.883,13.883,136.909001,0.0,230.654999,,,,0.0,,525.257996,755.912994,0.0,755.912994,892.821996,
09/27/1998,839.848999,575.472992,100.841003,474.631989,65.393997,,,15.658,4.381,7.103,4.174,0.0,43.104,,,,699.629028,140.220001,230.360992,-90.140999,0.0,,0.0,0.0,0.0,0.0,0.0,140.220001,,6.778,6.778,,,,0.0,0.0,0.0,0.0,,120.075996,,,,120.075996,126.853996,0.0,0.0,0.0,0.0,13.882,,,,,13.882,13.882,140.735996,0.0,229.431,,,,0.0,,469.682007,699.113007,0.0,699.113007,839.849003,
12/27/1998,874.304016,611.102028,95.788002,515.314026,63.382999,,,15.944,3.691,8.096,4.157,0.0,44.032001,,,,734.460999,139.843002,235.222,-95.378998,0.0,,0.0,0.0,0.0,0.0,0.0,139.843002,,6.501,6.501,,,,0.0,0.0,0.0,0.0,,111.527,,,,111.527,118.028,0.0,0.0,0.0,0.0,13.883,,,,,13.883,13.883,131.911,0.0,240.175995,,,,0.0,,502.21701,742.393005,0.0,742.393005,874.304006,
03/28/1999,961.250977,695.291985,103.911003,591.380981,64.833,,,15.775,3.396,8.027,4.352,0.0,44.153999,,,,820.054016,141.197006,242.195007,-100.998001,0.0,,0.0,0.0,0.0,0.0,0.0,141.197006,,10.343,10.343,,,,0.0,0.0,0.0,0.0,,96.965998,,,,96.965998,107.308998,0.0,0.0,0.0,0.0,13.882,,,,,13.882,13.882,121.190998,0.0,293.346985,,,,0.0,,546.713013,840.059998,0.0,840.059998,961.250996,
06/27/1999,1046.91394,786.707001,154.220001,632.487,62.188,,,15.524,2.705,8.178,4.641,0.0,40.693001,,,,905.112,141.802002,248.651993,-106.849998,0.0,,0.0,0.0,0.0,0.0,0.0,141.802002,,7.873,7.873,,,,0.0,0.0,0.0,0.0,,117.402001,,,,117.402001,125.275002,0.0,0.0,0.0,0.0,14.845,,,,,14.845,14.845,140.120002,0.0,312.027008,,,,0.0,,594.767029,906.794037,0.0,906.794037,1046.914039,
09/26/1999,1131.922974,861.13102,117.821999,743.309021,69.257004,,,16.423,2.961,8.658,4.804,0.0,39.620998,,,,986.432007,145.490997,258.266998,-112.776001,0.0,,0.0,0.0,0.0,0.0,0.0,145.490997,,10.333,10.333,,,,0.0,0.0,0.0,0.0,,132.780998,,,,132.780998,143.113998,0.0,0.0,0.0,0.0,14.845,,,,,14.845,14.845,157.958999,0.0,326.890991,,,,0.0,,647.072998,973.963989,0.0,973.963989,1131.922988,
01/02/2000,1231.755005,953.574005,184.360992,769.213013,69.109001,,,18.174999,3.955,8.375,5.845,0.0,37.254002,,,,1078.112061,153.643005,272.513,-118.870003,0.0,,0.0,0.0,0.0,0.0,0.0,153.643005,,11.892,11.892,,,,0.0,0.0,0.0,0.0,,127.214994,,,,127.214994,139.106995,0.0,0.0,0.0,0.0,14.845,,,,,14.845,14.845,153.951995,0.0,371.950989,,,,0.0,,705.85199,1077.802979,0.0,1077.802979,1231.754973,
04/02/2000,1340.228027,1027.367004,154.981995,872.38501,74.247002,,,19.827999,4.199,8.903,6.726,0.0,41.923,,,,1163.36499,176.863007,302.062988,-125.199997,0.0,,0.0,0.0,0.0,0.0,0.0,176.863007,,13.264,13.264,,,,0.0,0.0,0.0,0.0,,121.157997,,,,121.157997,134.421997,0.0,0.0,0.0,0.0,14.37,,,,,14.37,14.37,148.791997,0.0,415.942993,,,,0.0,,775.492981,1191.435974,0.0,1191.435974,1340.227971,
07/02/2000,1507.255981,1175.558029,230.455002,945.103027,69.325996,,,21.912001,5.201,8.88,7.831,0.0,43.306999,,,,1310.103027,197.153,328.960999,-131.807999,0.0,,0.0,0.0,0.0,0.0,0.0,197.153,,16.829,16.829,,,,0.0,0.0,0.0,0.0,,151.848001,,,,151.848001,168.677002,0.0,0.0,0.0,0.0,16.382,,,,,16.382,16.382,185.059002,0.0,467.473999,,,,0.0,,854.723022,1322.197021,0.0,1322.197021,1507.256023,
10/01/2000,1658.286987,1273.956985,213.414993,1060.541992,74.811996,,,23.454,6.139,8.591,8.724,0.0,47.292,,,,1419.515015,238.772003,377.144012,-138.371994,0.0,,0.0,0.0,0.0,0.0,0.0,238.772003,,34.028,34.028,,,,0.0,0.0,0.0,0.0,,151.729996,,,,151.729996,185.757996,0.0,0.0,0.0,0.0,16.382,,,,,16.382,16.382,202.139996,0.0,508.70401,,,,0.0,,947.442993,1456.147003,0.0,1456.147003,1658.286999,
12/31/2000,1792.089966,1345.64505,301.07901,1044.56604,100.891998,,,21.919001,5.711,10.637,5.571,0.0,54.291,,,,1522.746948,269.342987,415.907013,-146.563995,0.0,,0.0,0.0,0.0,0.0,0.0,269.342987,,18.874001,18.874001,,,,0.0,0.0,0.0,0.0,,232.721992,,,,232.721992,251.595993,0.0,0.0,0.0,0.0,16.382,,,,,16.382,16.382,267.977993,0.0,521.942017,,,,0.0,,1002.169983,1524.112,0.0,1524.112,1792.089993,
04/01/2001,1903.234009,1429.43399,338.490997,1090.942993,120.917999,,,22.969999,7.069,11.392,4.509,0.0,52.987,,,,1626.30896,276.924988,434.108002,-157.182999,0.0,,0.0,0.0,0.0,0.0,0.0,276.924988,,14.278,14.278,,,,0.0,0.0,0.0,0.0,,187.429001,,,,187.429001,201.707001,0.0,0.0,0.0,0.0,16.382,,,,,16.382,16.382,218.089001,0.0,577.27002,,,,0.0,,1107.875,1685.14502,0.0,1685.14502,1903.23402,
07/01/2001,2017.073975,1549.001984,321.105988,1227.895996,89.835999,,,25.591999,6.99,14.09,4.512,0.0,63.417999,,,,1727.848022,289.226013,456.821991,-167.595993,0.0,,0.0,0.0,0.0,0.0,0.0,289.226013,,10.615,10.615,,,,0.0,0.0,0.0,0.0,,191.608999,,,,191.608999,202.223999,0.0,0.0,0.0,0.0,32.893002,,,,,32.893002,32.893002,235.117001,0.0,608.202026,,,,0.0,,1173.755005,1781.957031,0.0,1781.957031,2017.074032,
09/30/2001,1916.172974,1454.904022,129.733002,1325.171021,82.890999,,,27.896999,6.249,16.570999,5.077,0.0,64.806,,,,1630.498047,285.674988,463.881989,-178.207001,0.0,,0.0,0.0,0.0,0.0,0.0,285.674988,,9.004,9.004,,,,0.0,0.0,0.0,0.0,,159.358,,,,159.358,168.362,0.0,0.0,0.0,0.0,32.893002,,,,,32.893002,32.893002,201.255001,0.0,617.080994,,,,0.0,,1097.837036,1714.91803,0.0,1714.91803,1916.173031,
12/30/2001,1976.946045,1522.901047,171.600998,1351.300049,77.514999,,,28.007,3.609,20.916,3.482,0.0,66.691002,,,,1695.114014,281.832001,470.899994,-189.067993,0.0,,0.0,0.0,0.0,0.0,0.0,281.832001,,8.815,8.815,,,,0.0,0.0,0.0,0.0,,168.353,,,,168.353,177.167999,0.0,0.0,0.0,0.0,32.893002,,,,,32.893002,32.893002,210.061001,0.0,638.546021,,,,0.0,,1128.338989,1766.88501,0.0,1766.88501,1976.946011,
03/31/2002,1986.442993,1539.606033,204.065994,1335.540039,81.441002,,,27.341999,3.275,21.917,2.15,0.0,67.606003,,,,1715.994995,270.447998,473.411011,-202.962997,0.0,,0.0,0.0,0.0,0.0,0.0,270.447998,,6.917,6.917,,,,0.0,0.0,0.0,0.0,,159.066994,,,,159.066994,165.983994,0.0,0.0,0.0,0.0,31.392,,,,,31.392,31.392,197.375994,0.0,657.18103,,,,0.0,,1131.885986,1789.067017,0.0,1789.067017,1986.44301,
06/30/2002,1988.432983,1552.029968,211.705994,1340.323975,81.446999,,,28.941999,2.997,22.941,3.004,0.0,65.162003,,,,1727.581055,260.85199,470.23999,-209.388,0.0,,0.0,0.0,0.0,0.0,0.0,260.85199,,5.098,5.098,,,,0.0,0.0,0.0,0.0,,163.898994,,,,163.898994,168.996994,0.0,0.0,0.0,0.0,37.981998,,,,,37.981998,37.981998,206.978992,0.0,672.916016,,,,0.0,1108.537964,0.0,1781.453979,0.0,1781.453979,1988.432972,
09/29/2002,1906.19104,1469.932053,187.382004,1282.550049,93.074997,,,30.76,3.19,23.993999,3.576,0.0,61.702999,,,,1655.469971,250.720993,469.931,-219.210007,0.0,,0.0,0.0,0.0,0.0,0.0,250.720993,,6.614,6.614,,,,0.0,0.0,0.0,0.0,,159.777998,,,,159.777998,166.391998,0.0,0.0,0.0,0.0,37.981998,,,,,37.981998,37.981998,204.373997,0.0,669.877991,,,,0.0,,1031.938965,1701.816956,0.0,1701.816956,1906.190952,
12/29/2002,1978.022949,1548.79805,197.576004,1351.222046,91.813004,,,30.952,3.348,24.469,3.135,0.0,64.870003,,,,1736.432983,241.589996,470.252991,-228.662994,0.0,,0.0,0.0,0.0,0.0,0.0,241.589996,,6.36,6.36,,,,0.0,0.0,0.0,0.0,,141.733994,,,,141.733994,148.093994,0.0,0.0,0.0,0.0,43.485001,,,,,43.485001,43.485001,191.578995,0.0,699.669983,,,,0.0,,1086.774048,1786.444031,0.0,1786.444031,1978.023026,
03/30/2003,2031.692993,1565.18103,149.593994,1415.587036,83.599998,,,31.365999,2.751,25.169001,3.446,0.0,61.456001,,,,1741.603027,232.990997,469.776001,-236.785004,0.0,,57.098999,0.0,0.0,0.0,57.098999,290.089996,,7.16,7.16,,,,0.0,0.0,0.0,0.0,,128.457996,,,,128.457996,135.617996,0.0,0.0,0.0,0.0,97.460999,,,,,97.460999,97.460999,233.078995,0.0,704.494995,,,,0.0,,1094.119019,1798.614014,0.0,1798.614014,2031.693008,
06/29/2003,2056.878906,1593.567017,136.276001,1457.291016,80.094002,,,32.094002,3.196,25.471001,3.427,0.0,70.245003,,,,1776.0,223.444,470.074005,-246.630005,0.0,,57.435001,0.0,0.0,0.0,57.435001,280.879002,,7.48,7.48,,,,0.0,0.0,0.0,0.0,,154.549007,,,,154.549007,162.029007,0.0,0.0,0.0,0.0,79.920998,,,,,79.920998,79.920998,241.950005,0.0,740.396973,,,,0.0,1067.582031,6.949951,1814.928955,0.0,1814.928955,2056.87896,
09/28/2003,2135.389893,1667.115967,145.973999,1521.141968,95.709,,,32.905998,3.2,26.068001,3.638,0.0,69.842003,,,,1865.572998,213.796997,470.272003,-256.475006,0.0,,56.02,0.0,0.0,0.0,56.02,269.816998,,7.158,7.158,,,,0.0,0.0,0.0,0.0,,153.634999,,,,153.634999,160.792999,0.0,0.0,0.0,0.0,77.958,,,,,77.958,77.958,238.750999,0.0,775.013977,,,,0.0,1116.644043,4.980957,1896.638977,0.0,1896.638977,2135.389977,
12/28/2003,2142.498047,1686.77298,221.251007,1465.521973,89.490997,,,33.067001,3.027,24.5,5.54,0.0,71.678001,,,,1881.009033,206.007996,469.130005,-263.122009,0.0,,55.480999,0.0,0.0,0.0,55.480999,261.488995,,7.875,7.875,,,,0.0,0.0,0.0,0.0,,168.766006,,,,168.766006,176.641006,0.0,0.0,0.0,0.0,75.949997,,,,,75.949997,75.949997,252.591003,0.0,791.864014,,,,0.0,1095.090942,2.952026,1889.906982,0.0,1889.906982,2142.497986,
