Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1996,173.824005,96.194,52.463001,43.730999,16.700001,,,10.641,,,,,3.491,,,,,,,,127.026001,20.305,26.018999,-5.714,17.548,,8.945,,,,8.945,46.798,,5.391,5.391,,,,0.548,,,,,,7.644,,,,7.644,13.583,6.061,,,,,0.975,,,0.975,7.036,20.619,0.0,141.369995,,,0.0,,11.835,153.204995,0.0,153.204995,173.823995,
09/30/1996,178.824005,113.403004,33.450001,79.953003,17.669001,,,13.656,,,,,3.97,,,,,,,,148.697998,22.108999,,,,,8.017,,,,8.017,30.125999,,7.165,7.165,,,,6.061,,,,,,7.453001,,,,7.453001,20.679001,0.0,,,,,0.26,,,0.26,0.26,20.939001,0.0,142.460999,,,0.0,,15.424,157.884998,0.0,157.884998,178.823999,
12/31/1996,188.136002,115.824001,26.993999,88.830002,16.24,,,16.186001,,,,,7.766,,,,,,,,156.016006,24.372,,,,,7.748,,,,7.748,32.12,,7.72,7.72,,,,6.061,,,,,,5.335,,,,5.335,19.115999,0.0,,,,,0.132,,,0.132,0.132,19.247999,0.0,150.042007,,,0.0,,18.846001,168.888008,0.0,168.888008,188.136007,
03/31/1997,163.621002,71.033998,24.268,46.765999,23.202,,,20.58,,,,,8.04,,,,,,,,122.856003,29.113001,,,,,11.652,,,,11.652,40.765001,,9.381,9.381,,,,6.061,,,,,,10.714001,,,,10.714001,26.156,0.0,,,,,1.72,,,1.72,1.72,27.876,0.0,151.929001,,,0.0,,-16.184,135.745001,0.0,135.745001,163.621001,
06/30/1997,177.578995,81.195,29.186001,52.008999,20.316999,,,18.667999,,,,,13.535,,,,,,,,133.714996,31.250999,42.980999,-11.73,1.581,,11.032,,,,11.032,43.863999,,4.781,4.781,,,,6.061,,,,,,14.485,,,,14.485,25.327,0.0,,,,,2.475,,,2.475,2.475,27.802,0.0,156.897995,,,0.0,,-7.121,149.776995,0.0,149.776995,177.578995,
09/30/1997,187.005997,82.997002,32.470001,50.527,24.844,,,19.224001,,,,,13.79,,,,,,,,140.854996,33.516998,46.648998,-13.132,,,12.634,,,,12.634,46.150998,,7.031,7.031,,,,0.0,,,,,,14.416,,,,14.416,21.447001,0.0,,,,,2.611,,,2.611,2.611,24.058001,0.0,163.796005,,,0.0,,-0.848,162.948005,0.0,162.948005,187.006006,
12/31/1997,195.089996,84.872,30.308001,54.563999,25.063,,,19.18,,,,,13.645,,,,,,,,142.759995,39.995998,54.266998,-14.271,,,12.334,,,,12.334,52.329998,,8.609,8.609,,,,0.0,,,,,,16.450999,,,,16.450999,25.059999,0.0,,,,,2.643,,,2.643,2.643,27.702999,0.0,167.600998,,,0.0,,-0.214,167.386998,0.0,167.386998,195.089997,
03/31/1998,212.358002,92.459,45.500999,46.958,30.502001,,,19.256001,,,,,12.831,,,,,,,,155.048004,45.407001,,,,,11.903,,,,11.903,57.310001,,11.151,11.151,,,,0.0,,,,,,18.332,,,,18.332,29.483,0.0,,,,,3.161,,,3.161,3.161,32.644,0.0,172.110992,,,0.0,,7.603,179.713993,0.0,179.713993,212.357992,
06/30/1998,332.871002,95.355999,33.325001,62.030998,41.922001,,,22.136999,2.865,11.998,7.274,,9.18,,,,,,,,168.595001,57.191002,75.341003,-18.15,0.0,,107.084999,102.978996,,,4.106003,164.276001,,15.784,15.784,,,,0.0,,,,,,31.382999,,,,31.382999,47.167,0.0,,,,,5.666,,,5.666,5.666,52.833,0.0,307.485992,,,0.0,,-27.44775,280.038242,0.0,280.038242,332.871242,
09/30/1998,290.70401,105.655998,30.028999,75.626999,38.515999,,,22.988001,2.409,15.253,5.326,,8.03,,,,,,,,175.190002,64.377998,,,,,51.136002,46.915001,,,4.221001,115.514,,15.191,15.191,,,,1.916,,,,,,23.291998,,,,23.291998,40.398998,0.0,,,,,6.505,,,6.505,6.505,46.903998,0.0,318.181,,,0.0,,-74.380997,243.800003,0.0,243.800003,290.704001,
12/31/1998,312.209015,114.235998,29.330999,84.904999,39.919998,,,26.18,6.077,13.768,6.335,,9.219,,,,,,,,189.554993,72.733002,95.804001,-23.070999,,,49.921001,45.438,,,4.483002,122.654003,,22.207001,22.207001,,,,2.375,,,,,,21.580997,,,,21.580997,46.162998,0.0,,,,,7.066,,,7.066,7.066,53.228998,0.0,326.036987,,,0.0,,-67.056999,258.979988,0.0,258.979988,312.208986,
03/31/1999,382.872009,113.094002,31.319,81.775002,51.772999,,,26.68,7.734,12.241,6.705,,10.358,,,,,,,,201.904999,79.800003,105.282997,-25.483,0.0,,101.167,93.540001,,,7.626999,180.967003,,19.566,19.566,,,,0.0,,,,,,20.362001,,,,20.362001,39.928001,0.0,,,,,7.629,,,7.629,7.629,47.557002,0.0,340.695007,,,0.0,,-5.38,335.315007,0.0,335.315007,382.872009,
06/30/1999,4096.097168,233.893005,75.417999,158.475006,120.867996,,,87.849998,41.583,35.867001,10.4,,20.964001,,,,,,,,463.575012,181.091995,210.233994,-29.142,0.0,,3451.429932,3444.215088,3444.215088,0.0,7.214844,3632.521927,,38.123001,38.123001,,,,0.0,,,,,,110.692001,,,,110.692001,148.815002,0.0,,,,,328.035004,,,328.035004,328.035004,476.850006,0.0,3822.751953,,,0.0,,-203.505005,3619.246948,0.0,3619.246948,4096.096954,
09/30/1999,4745.399902,959.100006,495.5,463.600006,140.199997,,,98.0,39.799999,43.5,14.7,0.0,21.299999,,,,,,,,1218.599976,209.300003,245.300003,-36.0,0.0,,3317.5,3311.300049,,,6.199951,3526.800003,,51.700001,51.700001,,,,0.0,0.0,0.0,0.0,,,97.100002,,,,97.100002,148.800003,0.0,0.0,0.0,0.0,,312.299988,,,312.299988,312.299988,461.099991,0.0,4593.700195,,,0.0,,-309.39801,4284.302185,0.0,4284.302185,4745.402176,
12/31/1999,5186.399902,885.099991,132.300003,752.799988,185.199997,,,134.699997,55.599998,62.400002,16.700001,0.0,23.299999,,,,,,,,1228.300049,256.5,308.5,-52.0,0.0,,3701.600098,3690.399902,,,11.200195,3958.100098,,70.0,70.0,,,,0.0,0.0,0.0,0.0,,,152.300003,,,,152.300003,222.300003,0.0,0.0,0.0,0.0,,302.600006,,,302.600006,302.600006,524.900009,0.0,5110.5,,,0.0,,-449.0,4661.5,0.0,4661.5,5186.400009,
03/31/2000,7943.5,962.499985,138.199997,824.299988,261.899994,,,197.100006,72.760002,98.900002,25.6,0.0,43.099998,,,,,,,,1464.599976,449.799988,,,0.0,,6029.100098,5827.600098,5037.399902,790.200195,201.5,6478.900085,,79.5,79.5,,,,0.0,0.0,0.0,0.0,,,228.299988,,,,228.299988,307.799988,0.0,0.0,0.0,0.0,,477.399994,,,477.399994,477.399994,785.199982,0.0,7849.899902,,,0.0,,-691.599976,7158.299927,0.0,7158.299927,7943.499908,
06/30/2000,26389.099609,1114.299988,319.0,795.299988,381.600006,,,375.399994,159.5,176.699997,39.200001,0.0,101.599998,,,,,,,,1972.900024,670.700012,753.799988,-83.099998,760.900024,,22984.599609,22337.800781,20386.699219,1951.101562,646.798828,24416.199646,,195.199997,195.199997,,,,15.1,15.1,0.0,0.0,,,436.900015,,,,436.900015,647.200012,41.0,41.0,0.0,0.0,,922.299988,,,922.299988,963.299988,1610.5,0.0,25898.300781,,,0.0,,-1119.699951,24778.60083,0.0,24778.60083,26389.10083,
09/30/2000,25668.0,1144.899979,213.300003,931.599976,493.799988,,,394.5,190.300003,136.0,68.199997,0.0,105.199997,,,,,,,,2138.399902,770.5,883.5,-113.0,939.799988,,21819.300781,21082.0,,,737.300781,23529.600769,,161.195007,161.195007,,,,0.0,,,,,,414.705017,,,,414.705017,575.900024,31.299999,,,,,975.700012,,,975.700012,1007.000011,1582.900036,0.0,26238.300781,,,0.0,,-2153.199951,24085.10083,0.0,24085.10083,25668.000866,
12/31/2000,24945.2,1130.7,430.1,700.6,631.9,631.9,,493.9,267.2,191.0,35.7,0.0,140.5,,,,,,,,2397.0,930.7,,,893.6,,20723.9,20018.3,20018.3,0.0,705.6,22548.2,,232.9,232.9,,,,0.0,,,,,,446.0,,,,446.0,678.9,27.2,,,,,948.2,,,948.2,975.4,1654.3,0.0,26340.6,,,0.0,-3014.6,-35.1,23290.9,0.0,23290.9,24945.2,
03/31/2001,65039.5,1972.899948,136.699997,1836.199951,705.400024,,,672.900024,334.200012,197.699997,141.0,0.0,152.5,,,,,,,,3503.699951,1193.199951,,,918.599976,,59424.0,58443.601562,,,980.398438,61535.799927,,285.0,285.0,,,,0.0,,,,,,846.0,,,,846.0,1131.0,23.6,,,,,1183.300049,,,1183.300049,1206.900049,2337.900049,0.0,67677.398438,,,0.0,,-4975.799805,62701.598633,0.0,62701.598633,65039.498682,
06/30/2001,12245.400391,1812.200012,762.799988,1049.400024,477.600006,,,287.600006,56.099998,99.199997,132.300003,0.0,458.899994,,,,,,,,3036.300049,1173.0,1411.199951,-238.199997,169.0,,7867.100098,7045.600098,5800.500977,1245.099121,821.5,9209.100098,,190.600006,190.600006,,,,21.700001,20.500001,1.2,1.2,,,636.199993,,,,636.199993,848.5,12.8,12.8,0.0,0.0,,677.599976,,,677.599976,690.399976,1538.899976,0.0,68048.101562,,,0.0,,-57341.601562,10706.5,0.0,10706.5,12245.399976,
09/30/2001,10928.4,1754.1,290.7,1463.4,260.7,260.7,,232.1,68.0,66.2,97.9,0.0,585.2,,,,,,,,2832.1,976.8,,,136.7,,6982.8,6564.2,6564.2,0.0,418.6,8096.3,,94.4,94.4,,,,0.0,0.0,0.0,0.0,,,667.6,,,,667.6,762.0,10.7,10.7,0.0,0.0,,623.2,,,623.2,633.9,1395.9,0.0,68018.4,,,0.0,-58448.8,-37.1,9532.5,0.0,9532.5,10928.4,
12/31/2001,8978.7,1652.9,215.3,1437.6,191.6,191.6,,181.0,73.5,44.3,63.2,0.0,429.5,,,,,,,,2455.0,957.6,,,111.1,,5455.0,5142.6,5142.6,0.0,312.4,6523.7,,92.7,92.7,,,,0.0,0.0,0.0,0.0,,,609.6,,,,609.6,702.3,5.7,5.7,0.0,0.0,,570.8,,,570.8,576.5,1278.8,0.0,68293.3,,,0.0,-60579.3,-14.1,7699.9,0.0,7699.9,8978.7,
03/31/2002,4057.699951,1564.5,325.5,1239.0,165.0,,,139.300003,54.900002,35.700001,48.700001,0.0,243.600006,,,,,,,,2112.399902,820.5,,,102.900002,,1021.900024,8529.599609,7041.299805,1488.299805,-7507.699585,1945.300026,,75.400002,75.400002,,,,0.0,0.0,0.0,0.0,,,437.300011,,,,437.300011,512.700012,0.6,0.6,0.0,0.0,,159.5,,,159.5,160.1,672.800012,0.0,68370.601562,,,0.0,,-64985.699219,3384.902344,0.0,3384.902344,4057.702356,
06/30/2002,3004.5,1450.399994,412.399994,1038.0,134.399994,,,110.0,46.700001,36.900002,26.4,0.0,162.5,,,,,,,,1857.300049,491.5,570.400024,-78.900002,95.599998,,560.099976,509.700012,269.502014,240.197998,50.399963,1147.199974,,66.199997,66.199997,,,,1.3,0.0,1.3,1.3,,,415.000003,,,,415.000003,482.5,5.5,0.0,5.5,5.5,,45.099998,,,45.099998,50.599998,533.099998,0.0,68512.101562,,,0.0,,-66040.703125,2471.398438,0.0,2471.398438,3004.498436,
09/30/2002,2433.300049,1356.799957,235.100006,1121.699951,110.900002,,,105.699997,36.200001,29.200001,40.299999,0.0,150.899994,,,,,,,,1724.300049,389.200012,,,74.699997,,245.100006,212.199997,121.5,90.699997,32.900009,709.000015,,64.599998,64.599998,,,,0.0,0.0,0.0,0.0,,,392.600014,,,,392.600014,457.200012,0.0,0.0,0.0,0.0,,36.900002,,,36.900002,36.900002,494.100014,0.0,68481.898438,,,0.0,,-66542.703125,1939.195312,0.0,1939.195312,2433.295326,
12/31/2002,2325.1,1331.0,217.0,1114.0,92.8,92.8,,95.7,27.6,33.6,34.5,0.0,141.4,,,,,,,,1660.9,359.7,,,63.3,,241.2,206.6,119.7,86.9,34.6,664.2,,63.9,63.9,,,,0.0,0.0,0.0,0.0,,,439.2,,,,439.2,503.1,0.0,0.0,0.0,0.0,,42.7,,,42.7,42.7,545.8,0.0,68495.5,,,0.0,-66698.1,-18.1,1779.3,0.0,1779.3,2325.1,
03/31/2003,2209.300049,1265.699997,240.699997,1025.0,102.5,,,99.699997,30.6,34.400002,34.700001,0.0,115.099998,,,,,,,,1583.0,289.700012,,,52.299999,,284.299988,250.0,156.100006,93.899994,34.299988,626.299999,,59.700001,59.700001,,,,0.0,0.0,0.0,0.0,,,399.599987,,,,399.599987,459.299988,0.0,0.0,0.0,0.0,,42.299999,,,42.299999,42.299999,501.599987,0.0,68551.101562,,,0.0,,-66843.398438,1707.703125,0.0,1707.703125,2209.303112,
06/30/2003,2137.800049,1234.100006,241.899994,992.200012,97.5,,,84.099998,22.9,32.799999,28.4,0.0,98.900002,,,,,,,,1514.599976,283.399994,515.299988,-231.899994,47.5,,292.299988,254.399994,166.199997,88.199997,37.899994,623.199982,,48.599998,48.599998,,,,0.0,-2.4,2.4,2.4,,,374.19999,,,,374.19999,422.799988,0.0,-4.1,4.1,4.1,,43.900002,,,43.900002,43.900002,466.69999,0.0,68558.703125,,,0.0,-66896.5,8.898438,1671.101563,0.0,1671.101563,2137.801553,
09/30/2003,2059.0,1160.200012,168.0,992.200012,105.099998,,,74.300003,21.9,28.799999,23.6,0.0,93.0,,,,,,,,1432.599976,294.0,,,47.700001,,284.700012,250.600006,166.199997,84.400009,34.100006,626.400013,,35.400002,35.400002,,,,0.0,0.0,0.0,0.0,,,317.999992,,,,317.999992,353.399994,0.0,0.0,0.0,0.0,,36.099998,,,36.099998,36.099998,389.499992,0.0,68564.796875,,,0.0,-66924.601562,29.304688,1669.5,0.0,1669.5,2058.999992,
12/31/2003,2453.3,1647.6,600.5,1047.1,84.5,84.5,,86.1,32.7,31.4,22.0,0.0,104.5,,,,,,,,1922.7,208.4,,,42.7,,279.5,246.7,166.2,80.5,32.8,530.6,,47.4,47.4,,,,0.0,0.0,0.0,0.0,,,303.9,,,,303.9,351.3,463.6,463.6,0.0,0.0,,34.3,,,34.3,497.9,849.2,0.0,68566.2,,,0.0,-66983.0,20.9,1604.1,0.0,1604.1,2453.3,
03/31/2004,2464.0,1657.199951,596.0,1061.199951,111.199997,,,104.400002,33.900002,38.700001,31.799999,0.0,84.800003,,,,,,,,1957.599976,191.899994,,,41.299999,,273.200012,243.800003,167.199997,76.600006,29.400009,506.400005,,60.5,60.5,,,,0.0,0.0,0.0,0.0,,,289.399994,,,,289.399994,349.899994,464.100006,464.100006,0.0,0.0,,32.799999,,,32.799999,496.900005,846.799999,0.0,68576.703125,,,0.0,-66990.296875,30.796875,1617.203125,0.0,1617.203125,2464.003124,
06/30/2004,2421.5,1548.699951,327.5,1221.199951,112.699997,,,125.0,60.099998,41.599998,23.299999,0.0,79.599998,,,,,,,,1866.0,195.600006,399.0,-203.399994,42.400002,,317.5,286.200012,204.800003,81.400009,31.299988,555.500008,,74.099998,74.099998,,,,0.0,0.0,0.0,0.0,,,276.19999,,,,276.19999,350.299988,464.700012,464.700012,0.0,0.0,,35.400002,,,35.400002,500.100014,850.400002,0.0,68579.296875,,,0.0,-67014.601562,6.398437,1571.09375,0.0,1571.09375,2421.493752,
09/30/2004,2315.3,1463.3,394.4,1068.9,128.8,,,126.2,49.5,45.6,31.1,0.0,60.2,,,,,,,,1778.5,190.7,,,38.1,,308.0,298.0,214.7,83.3,10.0,536.8,,58.7,58.7,,,,0.0,0.0,0.0,0.0,,,253.5,,,,253.5,312.2,465.2,465.2,0.0,0.0,,8.3,,,8.3,473.5,785.7,0.0,68585.3,,,0.0,-67048.0,-7.7,1529.6,0.0,1529.6,2315.3,
12/31/2004,2255.7,1416.4,314.2,1102.2,113.6,113.6,,121.4,51.6,44.7,25.1,,87.1,,,,,,,,1738.5,171.8,,,42.3,,303.1,292.7,214.4,78.3,10.4,517.2,,72.3,72.3,,,,,,,,,,220.1,,,,220.1,292.4,465.9,,,,,8.2,,,8.2,474.1,766.5,,68586.9,,,,-67089.0,-8.7,1489.2,,1489.2,2255.7,
03/31/2005,2184.6,1380.2,301.3,1078.9,112.3,112.3,,118.6,63.9,35.8,18.9,0.0,75.8,,,,,,,,1686.9,164.3,361.7,-197.4,40.4,,293.0,295.1,213.7,81.4,-2.1,497.7,,69.7,69.7,,,,0.0,,,,,,199.7,,,,199.7,269.4,466.5,,,,,8.2,,,8.2,474.7,744.1,,68592.1,,,0.0,-67127.6,-24.0,1440.5,,1440.5,2184.6,
06/30/2005,2089.9,1300.0,506.7,793.3,102.3,102.3,,97.4,41.1,38.7,17.6,0.0,92.0,,,,,,,,1591.7,162.1,369.3,-207.2,29.2,,306.9,285.1,190.2,94.9,21.8,498.2,,75.1,75.1,,,,0.0,,,,,,165.7,,,,165.7,240.8,475.4,471.3,4.1,4.1,,39.1,,,39.1,514.5,755.3,0.0,68598.8,,,0.0,-67273.3,9.1,1334.6,0.0,1334.6,2089.9,
09/30/2005,2545.1,827.5,161.9,665.6,214.3,214.3,,164.6,58.2,58.1,48.3,0.0,79.2,,,,,,,,1285.6,207.0,416.9,-209.9,20.6,,1031.9,1015.5,626.5,389.0,16.4,1259.5,,98.5,98.5,,,,0.0,0.0,0.0,0.0,,,230.4,,,,230.4,328.9,467.2,467.2,0.0,0.0,,168.0,,,168.0,635.2,964.1,0.0,68907.0,,,0.0,-67340.3,14.3,1581.0,0.0,1581.0,2545.1,
12/31/2005,2611.4,826.4,227.1,599.3,223.4,223.4,,181.2,52.6,65.8,62.8,0.0,93.8,,,,,,,,1324.8,198.3,411.8,-213.5,17.5,,1070.8,1050.0,668.5,381.5,20.8,1286.6,,124.9,124.9,,,,0.0,0.0,0.0,0.0,,,275.0,,,,275.0,399.9,467.8,467.8,0.0,0.0,,152.8,,,152.8,620.6,1020.5,0.0,68964.4,,,0.0,-67382.4,8.9,1590.9,0.0,1590.9,2611.4,
03/31/2006,2602.8,834.8,327.5,507.3,216.0,216.0,,189.1,48.1,69.2,71.8,0.0,86.5,,,,,,,,1326.4,202.0,426.5,-224.5,16.4,,1058.0,1036.5,669.0,367.5,21.5,1276.4,,92.2,92.2,,,,0.0,0.0,0.0,0.0,,,264.2,,,,264.2,356.4,468.4,468.4,0.0,0.0,,154.9,,,154.9,623.3,979.7,0.0,68988.1,,,0.0,-67378.7,13.7,1623.1,0.0,1623.1,2602.8,
06/30/2006,3065.1,1222.2,364.9,857.3,232.3,232.3,,202.2,73.9,71.3,57.0,0.0,148.3,,,,,,,,1805.0,201.2,436.2,-235.0,10.8,,1048.1,1018.7,656.7,362.0,29.4,1260.1,,126.6,126.6,,,,0.0,-0.9,0.9,0.9,,,295.8,,,,295.8,422.4,900.0,896.8,3.2,3.2,,159.1,,,159.1,1059.1,1481.5,0.0,68995.5,,,0.0,-67424.5,12.6,1583.6,0.0,1583.6,3065.1,
09/30/2006,3052.5,1201.1,269.9,931.2,231.0,231.0,,222.8,98.1,63.7,61.0,,142.8,,,,,,,,1797.7,203.7,448.7,-245.0,10.9,,1040.2,1009.6,660.5,349.1,30.6,1254.8,,123.2,123.2,,,,0.0,0.0,0.0,0.0,,,283.2,,,,283.2,406.4,900.0,900.0,0.0,0.0,,159.6,,,159.6,1059.6,1466.0,0.0,69007.4,,,0.0,-67441.9,21.0,1586.5,0.0,1586.5,3052.5,
12/30/2006,3091.8,1213.7,407.4,806.3,274.0,274.0,,235.3,99.0,62.9,73.4,,120.9,,,,,,,,1843.9,207.7,467.1,-259.4,9.5,,1030.7,1001.8,662.3,339.5,28.9,1247.9,,126.3,126.3,,,,0.0,0.0,0.0,0.0,,,275.0,,,,275.0,401.3,900.0,900.0,0.0,0.0,,162.0,,,162.0,1062.0,1463.3,0.0,69018.9,,,0.0,-67418.7,28.3,1628.5,0.0,1628.5,3091.8,
03/31/2007,3064.2,1209.0,452.6,756.4,255.2,255.2,,220.9,89.6,61.6,69.7,0.0,115.4,,,,,,,,1800.5,208.8,481.5,-272.7,4.3,,1050.6,1022.3,679.8,342.5,28.3,1263.7,,107.0,107.0,,,,0.0,0.0,0.0,0.0,,,289.9,,,,289.9,396.9,881.0,881.0,0.0,0.0,,157.1,,,157.1,1038.1,1435.0,0.0,69031.2,,,0.0,-67432.9,30.9,1629.2,0.0,1629.2,3064.2,
06/30/2007,3025.3,1132.8,362.9,769.9,264.2,264.2,,204.3,76.5,67.8,60.0,0.0,59.4,,,,,,,,1660.7,210.5,502.4,-291.9,3.1,,1151.0,1121.5,710.0,411.5,29.5,1364.6,,111.5,111.5,,,,0.0,0.0,0.0,0.0,,,233.8,,,,233.8,345.3,808.0,808.0,0.0,0.0,,136.5,,,136.5,944.5,1289.8,0.0,69143.8,,,0.0,-67450.8,42.5,1735.5,0.0,1735.5,3025.3,
09/29/2007,2992.0,1116.8,376.7,740.1,252.3,252.3,,199.3,72.6,64.6,52.7,9.4,56.2,,,,,,,,1624.6,205.1,512.9,-307.8,12.3,,1150.0,1118.6,720.5,398.1,31.4,1367.4,,101.4,101.4,,,,0.0,,,,,,197.7,,,,197.7,299.1,733.0,,,,,206.4,,,206.4,939.4,1238.5,0.0,69161.9,,,-2.1,-67457.7,51.4,1753.5,0.0,1753.5,2992.0,
