Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/06/1996,15.602,0.496,0.496,0.0,2.259,,,2.673,,,,,0.505,,,,,,5.933,8.455,,,0.0,1.214,,,,,1.214,9.669,,2.44,2.44,,,,1.274,,,,,0.584,,,,0.584,4.298,2.856,,,,0.0,,,,,0.0,2.856,7.154,0.0,12.761,,,0.0,,-4.313,8.448,0.0,8.448,15.602,
09/28/1996,17.243,0.551,0.551,0.0,2.778,,,3.276,,,,,1.143,,,,,,7.748,8.715,15.851,-7.136,0.0,0.78,,,,,0.78,9.495,,3.002,3.002,,,,1.569,,,,,0.744,,,,0.744,5.315,3.055,,,,0.0,,,,,0.0,3.055,8.37,0.0,12.85,,,0.0,,-3.977,8.873,0.0,8.873,17.243,
01/18/1997,17.327999,0.32,0.32,0.0,2.617,,,3.404,,,,,0.651,,,,,,6.992,9.258,,,0.0,1.078,,,,,1.078,10.336,,2.514,2.514,,,,1.071,,,,,0.629,,,,0.629,4.214,3.519,,,,0.0,,,,,0.0,3.519,7.733,0.0,12.85,,,0.0,,-3.255,9.595,0.0,9.595,17.328001,
05/12/1997,20.304001,0.941,0.941,0.0,2.966,,,3.64,,,,,1.643,,,,,,9.19,10.11,,,0.0,1.004,,,,,1.004,11.114,,3.045,3.045,,,,1.077,,,,,0.965,,,,0.965,5.087,5.043,,,,0.0,,,,,0.0,5.043,10.13,0.0,12.85,,,0.0,,-2.676,10.174,0.0,10.174,20.304,
07/05/1997,21.447001,0.36,0.36,0.0,3.409,,,4.641,,,,,1.513,,,,,,9.923,10.551,18.865999,-8.315,0.0,0.973,,,,,0.973,11.524,,3.538,3.538,,,,1.086,,,,,0.981,,,,0.981,5.605,5.604,,,,0.0,,,,,0.0,5.604,11.209,0.0,12.913,,,0.0,,-2.675,10.238,0.0,10.238,21.447,
09/27/1997,23.544001,0.831,0.831,0.0,4.119,,,5.224,,,,,1.241,,,,,,11.415,11.258,20.162001,-8.904,0.0,0.871,,,,,0.871,12.129,,4.954,4.954,,,,1.075,,,,,0.895,,,,0.895,6.924,5.965,,,,0.0,,,,,0.0,5.965,12.889,0.0,13.307,,,0.0,,-2.652,10.655,0.0,10.655,23.544,
01/17/1998,24.455999,1.024,1.024,0.0,4.54,,,5.278,,,,,1.363,,,,,,12.205,11.458,21.132999,-9.675,0.0,0.793,,,,,0.793,12.251,,4.385,4.385,,,,1.018,,,,,0.762,,,,0.762,6.165,7.532,,,,0.0,,,,,0.0,7.532,13.697,0.0,13.307,,,0.0,,-2.548,10.759,0.0,10.759,24.456,
04/11/1998,25.716999,0.794,0.794,0.0,4.437,,,5.751,,,,,1.524,,,,,,12.506,12.054,21.601,-9.547,0.0,1.157,,,,,1.157,13.211,,3.634,3.634,,,,0.334,,,,,0.851,,,,0.851,4.819,10.526,,,,0.0,,,,,0.0,10.526,15.345,0.0,13.307,,,0.0,,-2.935,10.372,0.0,10.372,25.717,
07/04/1998,25.171,0.359,0.359,0.0,5.292,,,5.923,,,,,1.311,,,,,,12.885,11.246,20.263,-9.017,0.0,1.04,,,,,1.04,12.286,,3.967,3.967,,,,0.3,,,,,1.177,,,,1.177,5.444,10.591,,,,0.0,,,,,0.0,10.591,16.034999,0.0,13.307,,,0.0,,-4.171,9.136,0.0,9.136,25.171,
09/26/1998,24.563,0.777,0.777,0.0,4.789,,,5.636,,,,,1.554,,,,,,12.756,10.8,20.514999,-9.715,0.0,1.007,,,,,1.007,11.807,,3.131,3.131,,,,0.261,,,,,1.512,,,,1.512,4.904,10.191,,,,0.0,,,,,0.0,10.191,15.095,0.0,13.373,,,-0.037,,-3.868,9.468,0.0,9.468,24.563,
01/16/1999,24.009001,0.647,0.647,0.0,5.027,5.027,,5.145,2.515,0.0,2.63,0.0,1.9,,,,,,12.719,10.569,20.995001,-10.426,0.0,0.721,0.0,,,,0.721,11.29,,3.491,3.491,,,,0.25,0.25,0.0,0.0,,1.659,,,,1.659,5.4,8.857,8.857,0.0,0.0,0.0,,,,,0.0,8.857,14.257,0.0,13.373,,,-0.294,-3.327,0.0,9.752,0.0,9.752,24.009001,
04/10/1999,24.326,0.569,0.569,0.0,5.268,5.268,,5.486,3.074,0.0,2.412,0.0,1.833,,,,,,13.156,10.418,20.173,-9.755,0.0,0.752,0.0,,,,0.752,11.17,,4.156,4.156,,,,0.247,0.247,0.0,0.0,,1.346,,,,1.346,5.749,8.382,8.382,0.0,0.0,0.0,,,,,0.0,8.382,14.131,0.0,13.472,,,-0.494,-2.783,0.0,10.195,0.0,10.195,24.326,
07/03/1999,24.431,0.958,0.958,0.0,5.45,5.45,,5.342,3.254,0.0,2.088,0.0,1.754,,,,,,13.504,10.264,20.388,-10.124,0.0,0.663,0.0,,,,0.663,10.927,,3.547,3.547,,,,0.233,0.233,0.0,0.0,,1.675,,,,1.675,5.455,8.092,8.092,0.0,0.0,0.0,,,,,0.0,8.092,13.547,0.0,13.646,,,-0.494,-2.268,0.0,10.884,0.0,10.884,24.431,
09/25/1999,23.878,0.415,0.415,0.0,6.223,,,5.409,2.809,0.0,2.6,0.0,1.237,,,,,,13.284,10.183,18.143,-7.96,0.0,0.411,0.0,,,,0.411,10.594,,4.551,4.551,,,,1.127,1.127,0.0,0.0,,1.554,,,,1.554,7.232,4.964,4.964,0.0,0.0,0.0,,,,,0.0,4.964,12.196,0.0,13.771,,,-0.654,,-1.435,11.682,0.0,11.682,23.878,
01/15/2000,24.467,1.083,1.083,0.0,6.93,6.93,,5.074,2.336,0.0,2.738,0.0,0.664,,,,,,13.751,10.332,19.159,-8.827,0.0,0.384,0.0,,,,0.384,10.716,,4.518,4.518,,,,1.099,1.099,0.0,0.0,,2.437,,,,2.437,8.054,4.456,4.456,0.0,0.0,0.0,,,,,0.0,4.456,12.51,0.0,13.772,,,-1.68,-0.135,0.0,11.957,0.0,11.957,24.467,
04/08/2000,25.725,0.819,0.819,0.0,7.794,7.794,,5.379,2.816,0.0,2.563,0.0,0.989,,,,,,14.981,10.208,19.11,-8.902,0.0,0.536,0.0,,,,0.536,10.744,,5.11,5.11,,,,0.169,0.169,0.0,0.0,,2.656,,,,2.656,7.935,5.751,5.751,0.0,0.0,0.0,,,,,0.0,5.751,13.686,0.0,13.907,,,-2.348,0.48,0.0,12.039,0.0,12.039,25.725,
07/01/2000,26.171,0.574,0.574,0.0,8.138,8.138,,5.768,2.778,0.0,2.99,0.0,0.64,,,,,,15.12,10.564,20.145,-9.581,0.0,0.487,0.0,,,,0.487,11.051,,4.814,4.814,,,,0.161,0.161,0.0,0.0,,3.056999,,,,3.056999,8.032,9.708,9.708,0.0,0.0,0.0,,,,,0.0,9.708,17.74,0.0,14.016,,,-6.867,1.282,0.0,8.431,0.0,8.431,26.171,
09/25/2000,27.174,0.489,0.489,0.0,8.454,,,5.35,2.557,0.0,2.793,0.0,0.762,,,,,,15.055,11.274,21.465,-10.191,0.0,0.845,0.0,,,,0.845,12.119,,6.125,6.125,,,,0.135,0.135,0.0,0.0,,2.114,,,,2.114,8.374,8.783,8.783,0.0,0.0,0.0,,,,,0.0,8.783,17.157,0.0,14.268,,,-7.029,,2.778,10.017,0.0,10.017,27.174,
01/20/2001,28.39,0.383,0.383,0.0,9.506,9.506,,5.168,2.374,0.0,2.794,0.0,1.053,,,,,,16.11,11.585,,,0.0,0.695,0.0,,,,0.695,12.28,,5.552,5.552,,,,0.129,0.129,0.0,0.0,,1.959,,,,1.959,7.64,7.948,7.948,0.0,0.0,0.0,,,,,0.0,7.948,15.588,0.0,15.32,,,-7.029,4.598,-0.087,12.802,0.0,12.802,28.39,
04/14/2001,30.084,1.258,1.258,0.0,9.852,9.852,,4.974,2.454,0.0,2.52,0.0,1.534,,,,,,17.618,11.831,,,0.0,0.635,0.0,,,,0.635,12.466,,6.184,6.184,,,,0.16,0.16,0.0,0.0,,2.867,,,,2.867,9.211,6.272,6.272,0.0,0.0,0.0,,,,,0.0,6.272,15.483,0.0,15.94,,,-7.029,5.811,-0.121,14.601,0.0,14.601,30.084,
07/07/2001,35.153,0.918,0.918,0.0,10.555,10.555,,5.614,3.477,0.0,2.137,0.0,2.123,,,,,,19.21,13.676,,,0.0,2.267,1.594,,,,0.673,15.943,,5.538,5.538,,,,0.194,0.194,0.0,0.0,,4.285,,,,4.285,10.017,8.288,8.288,0.0,0.0,0.0,,,,,0.0,8.288,18.305,0.0,18.668,,,-7.029,7.153,-1.944,16.848,0.0,16.848,35.153,
09/29/2001,34.496,0.979,0.979,0.0,9.142,,,6.059,3.097,0.0,2.962,0.0,2.005,,,,,,18.185,14.397,27.838,-13.441,0.0,1.914,1.546,,,,0.368,16.311,,6.099,6.099,,,,0.195,0.195,0.0,0.0,,3.346,,,,3.346,9.64,6.256,6.256,0.0,0.0,0.0,,,,,0.0,6.256,15.896,0.0,19.17,,,-7.029,,6.459,18.6,0.0,18.6,34.496,
01/19/2002,36.438,0.881,0.881,0.0,8.994,8.994,,5.497,2.793,0.0,2.704,0.0,1.453,,,,,,16.825,15.875,,,0.0,3.738,1.521,,,,2.217,19.613,,5.852,5.852,,,,0.196,0.196,0.0,0.0,,3.5,,,,3.5,9.548,5.162,5.162,0.0,0.0,0.0,,,,,0.0,5.162,14.71,0.0,19.615,,,-7.051,10.924,-1.76,21.728,0.0,21.728,36.438,
04/13/2002,50.069,9.307,9.307,0.0,9.1,9.1,,5.436,2.78,0.0,2.656,0.0,1.172,,,,,,25.015,17.332,,,0.0,7.722,1.502,,,,6.22,25.054,,5.739,5.739,,,,2.701,2.701,0.0,0.0,,2.684,,,,2.684,11.124,15.462,15.462,0.0,0.0,0.0,,,,,0.0,15.462,26.586,0.0,19.921,,,-7.05,12.25,-1.638,23.483,0.0,23.483,50.069,
07/06/2002,50.544,0.426,0.426,0.0,8.992,8.992,,5.578,3.157,0.0,2.421,0.0,1.576,,,,,,16.572,17.636,,,0.0,16.336,1.484,,,,14.852,33.972,,5.335,5.335,,,,2.69,2.69,0.0,0.0,,2.9,,,,2.9,10.925,14.318,14.318,0.0,0.0,0.072,,,,,0.072,14.39,25.315,0.0,20.16,,,-7.05,13.691,-1.572,25.229,0.0,25.229,50.544,
09/28/2002,54.687,0.8,0.8,0.0,9.132,9.132,,5.876,3.332,0.0,2.544,0.0,1.863,,,,,,17.671,20.834,35.959,-15.125,0.0,16.182,1.465,0.0,1.465,14.491,0.226,37.016,,6.271,6.271,,,,3.193,3.193,0.0,0.0,,2.302,,,,2.302,11.766,15.209,15.209,0.0,0.0,0.647,,,,,0.647,15.856,27.622,0.0,20.588,,,-7.05,14.648,-1.121,27.065,0.0,27.065,54.687,
01/18/2003,56.454,0.478,0.478,0.0,10.449,10.449,,6.177,3.587,0.0,2.59,0.0,1.923,,,,,,19.027,21.254,,,0.0,16.173,1.446,,,,14.727,37.427,,6.275,6.275,,,,3.178,3.178,0.0,0.0,,3.954,,,,3.954,13.407,12.716,12.716,0.0,0.0,0.913,,,,,0.913,13.629,27.036,0.0,20.923,,,-7.336,16.962,-1.131,29.418,0.0,29.418,56.454,
04/12/2003,58.066,0.118,0.118,0.0,11.038,11.038,,7.051,4.414,0.0,2.637,0.0,2.581,,,,,,20.788,21.422,,,0.0,15.856,1.466,,,,14.39,37.278,,6.72,6.72,,,,3.176,3.176,0.0,0.0,,3.708,,,,3.708,13.604,11.97,11.97,0.0,0.0,0.956,,,,,0.956,12.926,26.53,0.0,21.902,,,-7.336,18.16,-1.19,31.536,0.0,31.536,58.066,
07/05/2003,57.563999,0.348,0.348,0.0,10.477,10.477,,7.087,4.374,0.0,2.713,0.0,2.146,,,,,,20.058001,21.974001,,,0.0,15.532,1.446,,,,14.086,37.506001,,5.033,5.033,,,,3.147,3.147,0.0,0.0,,4.09,,,,4.09,12.27,10.703,10.703,0.0,0.0,1.569,,,,,1.569,12.272,24.542001,0.0,22.056,,,-7.336,19.518,-1.216,33.021999,0.0,33.021999,57.564,
09/27/2003,59.014,0.502,0.502,0.0,12.708,,,7.465,4.337,0.0,3.128,0.0,1.937,,,,,,22.612,22.313,41.768,-19.455,0.0,14.089,1.446,1.446,0.0,,12.643,36.402,,6.352,6.352,,,,3.123,3.123,0.0,0.0,,3.999,,,,3.999,13.474,8.908,8.908,0.0,0.0,1.484,,,,,1.484,10.392,23.866,0.0,22.485,,,-7.336,20.914,-0.915,35.148,0.0,35.148,59.014,
01/17/2004,63.867,0.391,0.391,,13.365,13.365,,7.955,4.088,,3.867,,1.983,,,,,,23.694,25.448,,,0.0,14.725,1.446,1.446,0.0,,13.279,40.173,,7.771,7.771,,,,3.088,,,,,5.577,,,,5.577,16.436,6.715,,,,2.7,,,,,2.7,9.415,25.851,0.0,22.705,,,-7.336,23.513,-0.866,38.016,0.0,38.016,63.867,
04/10/2004,68.681,0.188,0.188,0.0,14.051,14.051,,7.404,4.14,,3.264,,1.845,,,,,,23.488,30.701,52.051,-21.35,0.0,14.492,1.446,1.446,0.0,,13.046,45.193,,9.963,9.963,,,,3.051,,,,,4.455,,,,4.455,17.469,9.002,,,,2.377,,,,,2.377,11.379,28.848,0.0,23.182,,,-7.336,23.67,0.317,39.833,0.0,39.833,68.681,
07/03/2004,75.19,1.241,1.241,0.0,15.079,,,8.53,4.8,0.0,3.73,0.0,1.987,,,,,,26.837,33.949,,,0.0,14.404,1.446,1.446,0.0,,12.958,48.353,,7.75,7.75,,,,3.135,3.135,0.0,0.0,,5.833,,,,5.833,16.718,13.566,13.566,0.0,0.0,3.203,,,,,3.203,16.769,33.487,0.0,23.287,,,-7.336,26.734,-0.982,41.703,0.0,41.703,75.19,
09/25/2004,78.332,4.514,4.514,0.0,13.776,13.776,,9.58,5.02,0.0,4.56,0.0,1.599,,,,,,29.469,36.502,59.754,-23.252,0.0,12.361,1.446,1.446,0.0,10.604,0.311,48.863,,8.382,8.382,,,,3.259,,,,,6.105,,,,6.105,17.746,14.039,,,,2.132,,,,,2.132,16.171,33.917,0.0,23.71,,,-7.336,28.739,-0.698,44.415,0.0,44.415,78.332,
01/15/2005,81.157,6.534,6.534,0.0,14.458,14.458,,9.38,4.831,0.0,4.549,0.0,2.111,,,,,,32.483,37.122,61.415,-24.293,0.0,11.552,1.446,1.446,0.0,,10.106,48.674,,9.079,9.079,,,,3.611,,,,,6.99,,,,6.99,19.68,11.8,,,,2.277,,,,,2.277,14.077,33.757,0.0,24.155,,,-7.336,31.145,-0.564,47.4,0.0,47.4,81.157,
04/09/2005,84.128,6.579,6.579,0.0,16.048,16.048,,10.235,5.549,,4.686,,2.366,,,,,,35.228,37.156,58.696,-21.54,,11.744,1.446,1.446,0.0,,10.298,48.9,,10.354,10.354,,,,3.544,,,,,6.419,,,,6.419,20.317,11.116,,,,2.786,,,,,2.786,13.902,34.219,0.0,24.708,,,-7.336,33.105,-0.568,49.909,0.0,49.909,84.128,
09/24/2005,89.852,6.45,6.45,0.0,15.286,15.286,,14.039,7.026,0.0,7.013,0.0,2.62,,,,,,38.395,39.507,63.785,-24.278,,11.95,1.446,1.446,0.0,9.765,0.739,51.457,,10.44,10.44,,,,3.53,,,,,7.253,,,,7.253,21.223,5.218,,,,3.019,,,,,3.019,8.237,29.46,0.0,30.515,,,-7.336,37.695,-0.482,60.392,0.0,60.392,89.852,
01/14/2006,96.95,8.476,8.476,0.0,16.694,16.694,,14.032,6.518,0.0,7.514,0.0,3.665,,,,,,42.867,42.144,68.2,-26.056,0.0,11.939,1.446,1.446,0.0,9.769,0.724,54.083,,11.978,11.978,,,,3.521,,,,,9.999,,,,9.999,25.498,3.49,,,,3.524,,,,,3.524,7.014,32.512,0.0,31.347,,,-7.336,40.675,-0.248,64.438,0.0,64.438,96.95,
04/08/2006,97.298,5.893,5.893,,18.485,18.485,,14.881,8.404,,6.477,,3.9,,,,,,43.159,42.341,69.838,-27.497,,11.798,1.446,1.446,0.0,9.19,1.162,54.139,,11.998,11.998,,,,3.513,3.513,0.0,0.0,,8.246,,,,8.246,23.757,2.611,2.611,0.0,0.0,3.364,,,,,3.364,5.975,29.732,,32.561,,,-7.336,42.649,-0.308,67.566,,67.566,97.298,
07/01/2006,214.764,1.25,1.25,0.0,22.098,22.098,,23.795,8.867,0.0,14.928,0.0,4.532,,,,,,51.675,45.601,79.511,-33.91,,117.488,114.564,74.342,40.222,,2.924,163.089,,14.417,14.417,,,,0.107,0.107,0.0,0.0,,12.576,,,,12.576,27.1,100.089,100.089,0.0,0.0,16.951,,,,,16.951,117.04,144.14,0.0,33.884,,,-7.336,44.604,-0.528,70.624,0.0,70.624,214.764,
09/30/2006,234.006,1.066,1.066,0.0,30.071,30.071,,31.796,10.646,0.0,21.15,0.0,5.026,,,,,,67.959,48.811,79.713,-30.902,0.0,117.236,114.324,75.305,39.019,,2.912,166.047,,23.124,23.124,,,,0.097,0.097,0.0,0.0,,15.588,,,,15.588,38.809,102.871,102.871,0.0,0.0,17.386,,,,,17.386,120.257,159.066,0.0,36.949,,,-7.336,46.138,-0.811,74.94,0.0,74.94,234.006,
12/30/2006,235.862,3.734,3.734,0.0,29.954,29.954,,28.471,11.682,0.0,16.789,0.0,7.491,,,,,,69.65,50.291,83.324,-33.033,0.0,115.921,113.122,75.305,37.817,,2.799,166.212,,20.698,20.698,,,,0.087,,,,,14.987,,,,14.987,35.772,99.453,,,,20.331,,,,,20.331,119.784,155.556,0.0,39.628,,,-7.336,48.58,-0.566,80.306,0.0,80.306,235.862,
03/31/2007,234.268,0.233,0.233,0.0,34.397,34.397,,25.82,10.599,0.0,15.221,0.0,6.083,,,,,,66.533,52.573,87.843,-35.27,0.0,115.162,111.822,75.208,36.614,,3.34,167.735,,21.229,21.229,,,,0.072,,,,,14.856,,,,14.856,36.157,91.74,,,,19.988,,,,,19.988,111.728,147.885,0.0,42.687,,,-7.336,51.725,-0.693,86.383,0.0,86.383,234.268,
06/30/2007,231.607,1.365,1.365,0.0,28.38,28.38,,27.491,9.965,0.0,17.526,0.0,4.765,,,,,,62.001,57.109,94.62,-37.511,0.0,112.497,109.251,73.84,35.411,,3.246,169.606,,23.429,23.429,,,,0.059,,,,,15.96,,,,15.96,39.448,82.03,,,,17.212,,,,,17.212,99.242,138.69,0.0,45.227,,,-7.336,55.41,-0.384,92.917,0.0,92.917,231.607,
09/29/2007,264.527,2.818,2.818,0.0,39.373,39.373,,38.909,11.823,,27.086,,6.723,,,,,,87.823,65.692,105.298,-39.606,0.0,111.012,108.048,73.84,34.208,,2.964,176.704,,37.778,37.778,,,,0.063,0.063,0.0,0.0,,19.207,,,,19.207,57.048,90.05,90.05,0.0,0.0,18.33,,,,,18.33,108.38,165.428,0.0,48.174,,,-7.336,58.981,-0.72,99.099,0.0,99.099,264.527,
12/29/2007,297.72,0.378,0.378,0.0,59.815,59.815,,47.822,12.473,0.0,35.349,0.0,9.186,,,,,,117.201,70.011,112.22,-42.209,0.0,110.508,106.845,73.84,33.005,,3.663,180.519,,40.825,40.825,,,,0.057,,,,,23.76,,,,23.76,64.642,107.335,,,,19.792,,,,,19.792,127.127,191.769,0.0,52.441,,,-7.336,61.906,-1.06,105.951,0.0,105.951,297.72,
03/29/2008,288.156,0.547,0.547,0.0,43.508,43.508,,50.41,11.445,0.0,38.965,0.0,9.449,,,,,,103.914,75.021,119.989,-44.968,0.0,109.221,105.642,73.84,31.802,,3.579,184.242,,29.92,29.92,,,,0.051,,,,,25.389,,,,25.389,55.36,97.82,,,,19.564,,,,,19.564,117.384,172.744,0.0,56.733,,,-7.336,67.863,-1.848,115.412,0.0,115.412,288.156,
06/28/2008,298.606,0.01,0.01,0.0,37.669,37.669,,63.107,15.947,0.0,47.16,0.0,9.331,,,,,,110.117,80.494,127.597,-47.103,0.0,107.995,104.551,73.952,30.599,,3.444,188.489,,32.736,32.736,,,,0.051,,,,,21.917,,,,21.917,54.704,95.808,,,,19.512,,,,,19.512,115.32,170.024,0.0,62.196,,,-7.336,74.192,-0.47,128.582,0.0,128.582,298.606,
09/27/2008,357.648,0.804,0.804,0.0,54.782,54.782,,85.311,19.494,,65.817,,11.193,,,,,,152.09,97.678,147.853,-50.175,0.0,107.88,103.349,73.953,29.396,,4.531,205.558,,43.821,43.821,,,,0.033,,,,,29.066,,,,29.066,72.92,123.517,,,,21.691,,,,,21.691,145.208,218.128,0.0,66.156,,,-7.336,81.28,-0.58,139.52,0.0,139.52,357.648,
12/27/2008,361.769,2.475,2.475,0.0,70.328,70.328,0.0,66.839,19.667,0.0,47.172,0.0,16.25,,,,,6.207,155.892,98.818,152.92,-54.102,0.0,107.059,102.146,73.953,28.193,,4.913,205.877,,87.927,50.477,8.748,,28.702,0.029,0.0,,,0.029,4.609,,,21.485,0.0,92.565,90.013,90.013,,,21.485,,,,,0.0,111.498,204.063,0.0,72.357,2.583,69.774,-7.336,95.664,-2.979,157.706,0.0,157.706,361.769,
03/28/2009,408.908,2.639,2.639,0.0,71.135,71.135,0.0,71.597,18.118,0.0,53.479,0.0,15.096,,,,,5.197,160.467,105.152,163.062,-57.91,0.0,143.289,139.117,99.727,39.39,,4.172,248.441,,86.241,49.542,5.427,,31.272,0.093,0.0,,,0.093,4.147,,,22.292,0.0,90.481,118.65,118.65,,,22.292,,,,,0.0,140.942,231.423,0.0,78.947,2.612,76.335,-7.336,108.647,-2.773,177.485,0.0,177.485,408.908,
