Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
12/31/1992,99.062845,112.191748,112.191748,,7.451858,4.881286,2.68526,0.595489,0.302222,0.302222,0.302222,0.302222,0.302222,0.302222,0.053333,22.445866,,2.856671,9.003446,
03/31/1993,98.38777,118.980354,118.980354,,7.822308,5.389268,3.006538,0.976657,0.593333,0.593333,,0.593333,0.593333,0.593333,0.053333,-8.613406,,1.653102,9.604944,
06/30/1993,110.582199,119.663549,119.663549,,7.980174,5.238228,3.115159,0.812403,0.493333,0.493333,,0.493333,0.493333,0.493333,0.066667,-14.806046,,1.938911,9.994104,
09/30/1993,110.842,119.291156,119.291156,,8.745409,5.6726,3.47066,0.832979,0.5,0.502222,,0.5,0.502222,0.502222,0.066667,-19.124863,,2.372395,10.045046,
12/31/1993,115.553245,115.650004,115.650004,,9.302464,5.909416,3.673264,0.819637,0.493333,0.493333,0.493333,0.493333,0.493333,0.493333,0.066667,9.620285,,2.085947,10.34196,
03/31/1994,114.993004,119.866505,119.866505,,9.030446,6.274288,3.609941,0.773752,0.473333,0.473333,,0.473333,0.473333,0.473333,0.08,-6.505354,,2.583427,10.848582,
06/30/1994,114.076504,106.093494,106.093494,,8.505225,5.45713,2.749876,-0.393596,-0.233333,-0.233333,,-0.233333,-0.233333,-0.233333,0.08,27.337529,,1.606773,10.641122,
09/30/1994,113.3535,118.196995,118.196995,,7.95324,4.990093,3.336768,0.286767,0.18,0.18,,0.18,0.18,0.18,0.08,12.997911,,2.202146,10.808065,
12/31/1994,148.975502,110.528996,110.528996,,9.402338,5.560233,3.571968,-0.366411,-0.186667,-0.186667,-0.186667,-0.186667,-0.186667,-0.186667,0.08,-2.819514,,1.740139,9.843686,
03/31/1995,149.650497,148.793999,148.793999,,8.292741,4.877777,3.857447,0.354752,0.18,0.18,,0.18,0.18,0.18,0.08,2.595958,2.449736,1.637175,9.960962,
06/30/1995,148.487995,138.892502,138.892502,,9.591914,5.938391,2.705294,-1.048386,-0.706667,-0.706667,,-0.706667,-0.706667,-0.706667,0.08,-8.072351,-8.321709,2.501967,9.250647,
09/30/1995,147.514503,151.397999,151.397999,,9.112128,6.024023,3.956003,0.770829,0.473333,0.473333,,0.473333,0.473333,0.473333,0.08,-7.71997,-7.804792,1.329435,9.504727,
12/31/1995,145.610996,149.287503,149.287503,,9.206242,5.946057,3.871369,0.527861,0.346667,0.346667,0.346667,0.346667,0.346667,0.346667,0.08,23.439544,23.354828,1.528023,9.539445,
03/31/1996,141.005997,154.924496,135.005997,,10.592315,7.130313,4.71879,1.145253,0.7,0.7,0.7,0.61,0.61,0.61,0.08,-3.757226,-3.844088,1.115562,9.973945,
06/30/1996,139.565998,142.796997,142.796997,,10.022367,6.650161,4.458777,0.982696,0.6,0.6,0.6,0.6,0.6,0.6,0.08,0.872525,0.780892,1.080758,10.472343,
09/30/1996,138.48,150.397499,131.598003,,10.450372,6.709722,4.795126,0.937058,0.56,0.56,0.56,0.49,0.49,0.49,0.08,2.748476,2.657282,1.439674,10.922913,
12/31/1996,139.487996,143.092496,125.480998,,11.711159,7.490919,5.499709,1.12986,0.65,0.65,0.65,0.57,0.57,0.57,0.08,-4.051362,-4.169069,2.751893,11.241684,
03/31/1997,137.469006,153.155994,130.348503,,11.720051,7.555392,5.562864,1.265101,0.72,0.72,0.72,0.62,0.62,0.62,0.1,-6.565591,-6.690564,1.782154,11.761924,
06/30/1997,137.218494,151.696495,129.8745,,12.471802,7.514486,6.260505,1.165179,0.66,0.66,0.66,0.58,0.58,0.58,0.1,0.305618,0.148605,1.654099,12.253705,
09/30/1997,132.337498,152.098503,134.302505,,13.137924,8.056015,6.559193,1.351963,0.78,0.78,0.78,0.7,0.7,0.7,0.1,0.142924,-0.023358,1.597416,12.81141,
12/31/1997,139.899994,150.925003,134.559006,,12.968556,7.949561,6.445128,1.302804,0.75,0.75,0.75,0.68,0.68,0.68,0.11,0.134543,-0.102773,1.671101,13.802452,
03/31/1998,139.337997,149.492996,139.285995,,12.959738,8.004947,6.500524,1.422936,0.82,0.82,0.82,0.77,0.77,0.77,0.11,-3.481542,-3.809342,1.22983,14.46192,
06/30/1998,140.598999,151.162003,140.033005,,13.570251,8.299243,6.915984,1.513922,0.88,0.88,0.88,0.82,0.82,0.82,0.11,-1.122514,-1.445116,2.297114,15.376354,
09/30/1998,142.807999,151.356995,141.322998,,12.801511,7.298713,6.616361,0.980725,0.54,0.54,0.54,0.51,0.51,0.51,0.11,-1.513936,-1.769408,1.470359,15.855743,
12/31/1998,145.518997,150.919998,143.074005,,12.126878,7.663817,5.765052,1.161735,0.66,0.66,0.66,0.63,0.63,0.63,0.11,3.712778,3.331996,1.569273,16.760306,
03/31/1999,145.839996,153.729004,145.598999,,13.209638,9.030907,6.146148,1.820198,1.059998,1.06,1.06,1.01,1.01,1.01,0.11,-1.669524,-1.981971,1.394727,17.766923,
06/30/1999,145.367996,154.960007,145.742996,,13.523655,9.24852,6.315974,1.850291,1.08,1.08,1.08,1.02,1.02,1.02,0.11,0.540047,0.095449,2.050107,18.581421,
09/30/1999,145.173996,153.858002,145.634003,,12.773061,8.495042,5.993374,1.551732,0.91,0.91,0.91,0.86,0.86,0.86,0.11,-1.656021,-2.132847,1.512427,19.357571,
12/31/1999,145.587997,150.699005,143.136002,,14.449705,9.712511,6.838825,1.915179,0.71,0.71,1.13,0.67,0.67,1.07,0.11,-2.129541,-2.635738,1.211645,20.037757,
03/31/2000,145.136002,152.335999,145.018997,,16.584869,11.013075,7.780725,2.001248,1.22,1.22,1.22,1.16,1.16,1.16,0.12,2.796551,2.243444,1.97676,20.948702,
06/30/2000,146.748993,154.576004,146.067993,,15.858546,9.661062,7.880036,1.451858,0.869995,0.87,1.0,0.82,0.82,0.95,0.12,3.056638,2.258866,2.923373,21.744463,
09/30/2000,148.975006,159.910995,148.018997,,16.519813,9.74658,8.54162,1.487647,0.92,0.92,0.92,0.85,0.85,0.85,0.12,3.909566,3.169951,1.440463,22.774968,
