Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,1082.0,,-533.0,,549.0,,-1062.0,,,,-513.0,-135.0,,142.0,-27.0,0.0,20.0,-648.0,46.0,-602.0,54.0,,,-656.0,40.0,-616.0,-59.0,0.0,-675.0,-675.0,,884.702209,-0.76,-0.7,-0.7,884.702209,-0.76,-0.7,-0.7,
06/30/2001,1069.0,,-545.0,,524.0,,-1063.0,,,,-539.0,-136.0,,140.0,-16.0,0.0,12.0,-675.0,77.0,-598.0,71.0,,,-669.0,39.0,-630.0,-59.0,0.0,-689.0,-689.0,,886.109558,-0.78,-0.7,-0.7,886.109558,-0.78,-0.7,-0.7,
09/30/2001,793.0,,-555.0,,238.0,,-841.0,,,,-603.0,-2498.0,,130.0,-14.0,0.0,2382.0,-3101.0,198.0,-2903.0,494.0,,,-3397.0,49.0,-3348.0,-59.0,0.0,-3407.0,-3407.0,,887.105652,-3.84,-3.28,-1.54,887.105652,-3.84,-3.28,-1.54,
12/13/2001,715.0,,-519.0,,196.0,,-662.0,,,,-466.0,-17435.0,,94.0,,0.0,17341.0,-17901.0,1526.0,-16375.0,1297.0,,,-17672.0,-128.0,-17800.0,-61.0,0.0,-17861.0,-17861.0,,886.471985,-20.08,-20.64,1.72,886.471985,-20.08,-20.64,1.72,
03/31/2003,735.0,,-533.0,,202.0,,-275.0,,,,-73.0,-23.0,,7.0,,0.0,16.0,-96.0,-1.0,-97.0,0.0,,,-97.0,0.0,-97.0,0.0,0.0,-97.0,-97.0,,909.231995,-0.11,-0.11,-0.1,909.231995,-0.11,-0.11,-0.1,
06/30/2003,744.0,,-527.0,,217.0,,-265.0,,,,-48.0,23.0,,8.0,,0.0,-31.0,-25.0,-2.0,-27.0,0.0,,,-27.0,0.0,-27.0,0.0,0.0,-27.0,-27.0,,909.231995,-0.03,-0.03,-0.02,909.231995,-0.03,-0.03,-0.02,
09/30/2003,696.0,,-524.0,,172.0,,-220.0,,,,-48.0,-37.0,,4.0,,0.0,33.0,-85.0,-1.0,-86.0,-6.0,,,-80.0,0.0,-80.0,0.0,0.0,-80.0,-80.0,,909.45697,-0.07,-0.07,-0.04,909.45697,-0.07,-0.07,-0.04,
12/31/2003,719.0,,-498.0,,221.0,,-255.0,,,,-34.0,24915.0,,4.0,,0.0,-24919.0,24881.0,-2.0,24879.0,0.0,,,24879.0,0.0,24879.0,,,24879.0,24879.0,,,,,,,,,,
03/31/2004,666.0,,-506.0,,160.0,,-240.0,,,,-80.0,-1.0,,,,0.0,1.0,-81.0,-14.0,-95.0,13.0,,,-108.0,0.0,-108.0,-1.0,0.0,-109.0,-109.0,,22.0,-4.95,-4.36,-4.36,22.0,-4.95,-4.36,-4.36,
06/30/2004,628.0,,-474.0,,154.0,,-231.0,,,,-77.0,-16.0,,11.0,,0.0,5.0,-93.0,-13.0,-106.0,0.0,,,-106.0,0.0,-106.0,-1.0,0.0,-107.0,-107.0,,22.0,-4.86,-4.86,-4.86,22.0,-4.86,-4.86,-4.86,
09/30/2004,620.0,,-443.0,,177.0,,-257.0,,,,-80.0,-5.0,,0.0,,0.0,5.0,-85.0,-6.0,-91.0,4.0,,,-95.0,0.0,-95.0,-1.0,0.0,-96.0,-96.0,,22.0,-4.36,-4.18,-4.41,22.0,-4.36,-4.18,-4.41,
12/31/2004,573.0,,-592.0,,-19.0,,-37.0,,,,-56.0,51.0,,16.0,,0.0,-67.0,-5.0,-23.0,-28.0,-1.0,,,-27.0,0.0,-27.0,-1.0,0.0,-28.0,-28.0,,22.0,-1.27,-1.32,-2.41,22.0,-1.27,-1.32,-2.41,
03/31/2005,526.0,,-346.0,,180.0,,-245.0,,,,-65.0,-32.0,,,,0.0,32.0,-97.0,-9.0,-106.0,0.0,,,-106.0,0.0,-106.0,-1.0,0.0,-107.0,-107.0,,22.218596,-4.82,-4.82,-4.055,22.218596,-4.82,-4.82,-4.055,
06/30/2005,499.0,,-311.0,,188.0,,-248.0,,,,-60.0,-1.0,,,,0.0,1.0,-61.0,-15.0,-76.0,-1.0,,,-75.0,0.0,-75.0,-1.0,0.0,-76.0,-76.0,,22.522591,-3.37,-3.41,-4.52,22.522591,-3.37,-3.41,-4.52,
09/30/2005,481.0,,-319.0,,162.0,,-231.0,,,,-69.0,-13.0,,0.0,,0.0,13.0,-82.0,-20.0,-102.0,-8.0,,,-94.0,0.0,-94.0,-1.0,0.0,-95.0,-95.0,,22.55526,-4.21,-4.56,-4.82,22.55526,-4.21,-4.56,-4.82,
12/31/2005,462.0,,-530.0,,-68.0,,,,,,-68.0,-64.0,,76.0,,0.0,-12.0,-132.0,107.0,-25.0,54.0,,,-79.0,0.0,-79.0,-1.0,0.0,-80.0,-80.0,,22.56,-3.54,-3.9,-4.33,22.56,-3.54,-3.9,-4.33,
03/31/2006,456.0,,-401.0,,55.0,,-137.0,,,,-82.0,-14.0,,23.0,-2.0,0.0,-7.0,-96.0,-12.0,-108.0,0.0,,,-108.0,0.0,-108.0,-1.0,0.0,-109.0,-109.0,,22.946732,-4.75,-4.75,-4.75,22.946732,-4.75,-4.75,-4.75,
06/30/2006,461.0,,-393.0,,68.0,,-121.0,,,,-53.0,-10.0,21.0,26.0,-5.0,0.0,-11.0,-63.0,-13.0,-76.0,0.0,,,-76.0,0.0,-76.0,-1.0,0.0,-77.0,-77.0,,28.502548,-2.7,-2.7,-3.16,28.502548,-2.7,-2.7,-3.16,
09/30/2006,466.0,,-381.0,,85.0,,-119.0,,,,-34.0,-14.0,22.0,27.0,-5.0,0.0,-8.0,-48.0,-2.0,-50.0,0.0,,,-50.0,0.0,-50.0,-1.0,0.0,-51.0,-51.0,,36.456177,-1.4,-1.4,-1.67,36.456177,-1.4,-1.4,-1.67,
12/31/2006,488.0,,-403.0,,85.0,,-128.0,,,,-43.0,-7.0,,30.0,-5.0,0.0,-18.0,-50.0,-40.0,-90.0,0.0,,,-90.0,0.0,-90.0,0.0,0.0,-90.0,-90.0,,36.70715,-2.45,-2.45,-2.69,36.70715,-2.45,-2.45,-2.69,
03/31/2007,504.0,,-421.0,,83.0,0.0,-156.0,106.0,,50.0,-73.0,-35.0,29.0,35.0,-6.0,0.0,6.0,-108.0,-12.0,-120.0,0.0,,,-120.0,0.0,-120.0,-1.0,0.0,-121.0,-121.0,,36.697343,-3.3,-3.3,-3.3,36.697343,-3.3,-3.3,-3.3,
06/30/2007,547.0,,-430.0,,117.0,0.0,-191.0,128.0,,63.0,-74.0,-17.0,41.0,47.0,-6.0,0.0,-24.0,-91.0,-9.0,-100.0,0.0,,,-100.0,0.0,-100.0,-1.0,0.0,-101.0,-101.0,,36.930841,-2.73,-2.73,-2.73,36.930841,-2.73,-2.73,-2.73,
09/30/2007,594.0,,-435.0,,159.0,0.0,-171.0,98.0,,73.0,-12.0,-60.0,46.0,51.0,-5.0,0.0,14.0,-72.0,-16.0,-88.0,0.0,,,-88.0,0.0,-88.0,-1.0,0.0,-89.0,-89.0,,41.515404,-2.14,-2.14,-2.19,41.515404,-2.14,-2.14,-2.19,
12/31/2007,616.0,,-436.0,,180.0,,-162.0,,,,18.0,10.0,150.0,38.0,-4.0,0.0,-44.0,28.0,-26.0,2.0,0.0,,,2.0,0.0,2.0,-1.0,0.0,1.0,1.0,,39.40136,0.05,0.05,-0.44,39.40136,0.05,0.05,-0.44,
03/31/2008,632.0,,-457.0,,175.0,,-206.0,130.0,,76.0,-31.0,-22.0,42.0,46.0,-4.0,0.0,-20.0,-53.0,-18.0,-71.0,0.0,,,-71.0,0.0,-71.0,-1.0,0.0,-72.0,-72.0,,54.718587,-1.32,-1.32,-1.32,54.718587,-1.32,-1.32,-1.32,
06/30/2008,654.0,,-469.0,,185.0,,-213.0,129.0,,84.0,-28.0,-32.0,44.0,46.0,-2.0,0.0,-12.0,-60.0,-29.0,-89.0,0.0,,,-89.0,0.0,-89.0,-1.0,0.0,-90.0,-90.0,,55.675011,-1.62,-1.62,-1.69,55.675011,-1.62,-1.62,-1.69,
09/30/2008,669.0,,-477.0,,192.0,,-206.0,122.0,,84.0,-14.0,-62.0,42.0,44.0,-2.0,0.0,20.0,-76.0,4.0,-72.0,0.0,,,-72.0,0.0,-72.0,-1.0,0.0,-73.0,-73.0,,56.176273,-1.3,-1.3,-1.39,56.176273,-1.3,-1.3,-1.39,
12/31/2008,644.0,,-432.0,,212.0,,-192.0,,,,20.0,-66.0,38.0,40.0,-2.0,0.0,28.0,-46.0,-6.0,-52.0,0.0,,,-52.0,0.0,-52.0,-1.0,0.0,-53.0,-53.0,,55.5176,-0.92,-0.92,-0.94,55.5176,-0.92,-0.92,-0.94,
03/31/2009,609.0,609.0,-430.0,430.0,179.0,0.0,-183.0,104.0,79.0,0.0,-4.0,-50.0,35.0,36.0,-1.0,,15.0,-54.0,-4.0,-58.0,0.0,0.0,0.0,-58.0,0.0,-58.0,-1.0,0.0,-59.0,-59.0,0.0,56.923415,-1.04,-1.04,-1.04,56.923415,-1.04,-1.04,-1.04,
06/30/2009,633.0,633.0,-432.0,432.0,201.0,0.0,-190.0,108.0,82.0,0.0,11.0,24.0,34.0,38.0,-4.0,,-58.0,35.0,-8.0,27.0,0.0,0.0,0.0,27.0,0.0,27.0,-1.0,0.0,26.0,26.0,0.0,59.904503,0.43,0.43,0.43,78.540571,0.34,0.34,0.34,
09/30/2009,643.0,643.0,-443.0,443.0,200.0,0.0,-198.0,109.0,89.0,0.0,2.0,-69.0,37.0,39.0,-2.0,,32.0,-67.0,-6.0,-73.0,0.0,0.0,0.0,-73.0,0.0,-73.0,-1.0,0.0,-74.0,-74.0,0.0,60.135114,-1.23,-1.23,-1.23,60.135114,-1.23,-1.23,-1.23,
12/31/2009,651.0,651.0,-461.0,461.0,190.0,0.0,-197.0,107.0,90.0,0.0,-7.0,-47.0,47.0,47.0,0.0,,0.0,-54.0,17.0,-37.0,0.0,0.0,0.0,-37.0,0.0,-37.0,-1.0,0.0,-38.0,-38.0,0.0,60.1844,-0.631,-0.631,-0.631,60.1844,-0.631,-0.631,-0.631,
03/31/2010,648.0,648.0,-455.0,455.0,193.0,0.0,-204.0,116.0,88.0,0.0,-11.0,-101.0,,49.0,,,52.0,-112.0,-7.0,-119.0,0.0,0.0,0.0,-119.0,0.0,-119.0,-1.0,0.0,-120.0,-120.0,0.0,60.267487,-1.99,-1.99,-1.99,60.267487,-1.99,-1.99,-1.99,
06/30/2010,630.0,630.0,-431.0,431.0,199.0,0.0,-188.0,106.0,82.0,0.0,11.0,-53.0,47.0,48.0,-1.0,,6.0,-42.0,-5.0,-47.0,0.0,0.0,0.0,-47.0,0.0,-47.0,-1.0,0.0,-48.0,-48.0,0.0,60.434227,-0.79,-0.79,-0.79,60.434227,-0.79,-0.79,-0.79,
09/30/2010,648.0,648.0,-440.0,440.0,208.0,0.0,-181.0,99.0,82.0,0.0,27.0,-23.0,,44.0,,,-21.0,4.0,-10.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0,-1.0,0.0,-7.0,-7.0,0.0,60.477559,-0.12,-0.12,-0.12,60.477559,-0.12,-0.12,-0.12,
12/31/2010,683.0,683.0,-452.0,452.0,231.0,0.0,-195.0,110.0,85.0,0.0,36.0,-63.0,49.0,50.0,-1.0,,14.0,-27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,60.493579,-0.02,-0.02,-0.02,60.493579,-0.02,-0.02,-0.02,
03/31/2011,661.0,661.0,-456.0,456.0,205.0,0.0,-201.0,121.0,80.0,0.0,4.0,-27.0,,45.0,,,-18.0,-23.0,-10.0,-33.0,0.0,0.0,0.0,-33.0,0.0,-33.0,-1.0,0.0,-34.0,-34.0,0.0,60.755348,-0.56,-0.56,-0.56,60.755348,-0.56,-0.56,-0.56,
06/30/2011,692.0,692.0,-468.0,468.0,224.0,0.0,-210.0,128.0,82.0,0.0,14.0,-49.0,44.0,45.0,-1.0,,5.0,-35.0,1.0,-34.0,0.0,0.0,0.0,-34.0,0.0,-34.0,-1.0,0.0,-35.0,-33.05,1.95,61.149087,-0.57,-0.57,-0.540482,61.149087,-0.57,-0.57,-0.540482,
09/30/2011,696.25,,,,230.806875,,,,,,11.95,,,,,,,-30.333,,-27.0,,,,,,-27.0,,,-27.0,-36.333,,,-0.535,-0.535,-0.475,,-0.535,-0.535,-0.475,
12/31/2011,718.75,,,,238.265625,,,,,,22.2,,,,,,,-19.333,,-15.0,,,,,,-15.0,,,-15.0,-26.0,,,-0.39,-0.39,-0.485,,-0.39,-0.39,-0.485,
