Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2003,37.758999,,,-15.832,,,21.926999,,-32.181999,,,,,,,-10.233,-4.268,,,,0.0,4.268,-14.501,-0.123,,-14.646,0.0,,,-14.624,0.0,-14.646,0.0,0.0,-14.646,-14.646,,117.109001,-0.13,-0.13,-0.09,117.109001,-0.13,-0.13,-0.09,
09/30/2003,41.766998,,,-14.275,,,27.491998,,-28.613001,,,,,,,-1.121,-2.706,,,,0.0,2.706,-3.827,-0.082,,-3.909,0.0,,,-3.909,0.0,-3.909,0.0,0.0,-3.909,-3.909,,118.596001,-0.03,-0.03,-0.03,118.596001,-0.03,-0.03,-0.03,
12/31/2003,45.168999,,,-13.123,,,32.045999,,-36.014999,,,,,,,-3.991,2.263,,,,0.0,-2.263,-1.728,-0.351,,-2.079,0.0,,,-2.079,0.0,-2.079,0.0,0.0,-2.079,-2.079,,120.197998,-0.02,-0.02,0.01,120.197998,-0.02,-0.02,0.01,
03/31/2004,48.367001,,,-12.215,,,36.152001,,-27.982,,,,,,,8.17,-5.165,,3.756,-0.598,0.0,2.007,3.005,-0.084,,2.921,0.0,,,2.921,0.0,2.921,0.0,0.0,2.921,2.921,,122.103996,0.02,0.02,0.04,133.824997,0.02,0.02,0.04,
06/30/2004,50.785999,,,-11.151,,,39.634999,,-27.007999,,,,,,,12.627,-5.394,,2.495,-0.45,0.0,3.349,7.233,-0.43,,6.803,0.0,,,6.803,0.0,6.803,0.0,0.0,6.803,6.803,,123.644997,0.06,0.06,0.08,146.408005,0.05,0.05,0.07,
09/30/2004,53.285999,,,-11.748,,,41.537999,,-28.073,,,,,,,13.465,-2.145,,2.04,-0.507,0.0,0.612,11.32,-0.071,,11.249,0.0,,,11.249,0.0,11.249,0.0,0.0,11.249,11.249,,125.617996,0.09,0.09,0.1,134.348999,0.08,0.08,0.09,
12/31/2004,57.576,,,-11.036,,,46.54,,-31.834999,,,,,,,14.705,0.795,,,-0.603,0.0,-0.192,15.5,-0.187,,13.391,0.0,,,15.313,0.0,13.391,0.0,0.0,13.391,13.391,,126.261002,0.11,0.11,0.11,147.306,0.1,0.1,0.1,
03/31/2005,60.096,,,-11.524,,,48.572,,-32.225,,,,,,,16.347,-1.739,1.013,1.611,-0.598,0.0,0.726,14.608,-0.529,,14.079,0.0,,,14.079,0.0,14.079,0.0,0.0,14.079,14.079,,127.051,0.11,0.11,0.11,147.282,0.1,0.1,0.1,
06/30/2005,64.649,,,-12.752,,,51.897,,-34.731,,,,,,,17.166,-0.693,0.77,1.574,-0.804,0.0,-0.077,16.473,-0.573,,15.9,0.0,,,15.9,0.0,15.9,0.0,0.0,15.9,15.9,,130.119,0.12,0.12,0.129,149.986,0.11,0.11,0.118,
09/30/2005,75.713,,,-15.295,,,60.418,,-41.62,34.371,19.803,,,,7.249,18.798,-2.027,0.567,1.383,-0.816,0.0,1.46,16.771,255.489,,272.26,0.0,,,272.26,0.0,272.26,0.0,0.0,272.26,272.26,,139.204,1.96,1.96,0.16,160.362,1.71,1.71,0.14,
12/31/2005,82.657,,,-16.084,,,66.573,,-45.509,,,,,,,21.064,1.488,,0.762,-2.045,0.0,-0.205,22.552,3.207,,25.759,0.0,,,25.759,0.0,25.759,0.0,0.0,25.759,25.759,,148.293,0.17,0.17,0.18,170.305,0.16,0.16,0.16,
03/31/2006,90.825,,,-19.316,,,71.509,,-53.86,,,,,,,17.649,3.101,-2.658,0.772,-3.43,0.0,-0.443,20.75,-9.255,,11.495,0.0,,,11.495,0.0,11.495,0.0,0.0,11.495,11.495,,153.819,0.07,0.07,0.19,173.811,0.07,0.07,0.17,
06/30/2006,100.649,,,-21.195,,,79.454,0.0,-62.161,,,,,,,17.293,3.813,-3.336,0.773,-4.109,0.0,-0.477,21.106,-9.842,,11.264,0.0,,,11.264,0.0,11.264,0.0,0.0,11.264,11.264,,154.702,0.07,0.07,0.2,175.612,0.07,0.07,0.2,
09/30/2006,111.495,,,-24.984,,,86.511,0.0,-64.75,53.945,29.416,,,,10.805,21.761,3.522,-3.97,0.856,-4.826,0.0,0.448,25.283,-11.264,,14.019,0.0,,,14.019,0.0,14.019,0.0,0.0,14.019,14.019,,155.739,0.09,0.09,0.17,177.063,0.08,0.08,0.15,
12/31/2006,125.703,,,-28.605,,,97.098,,-70.695,59.507,34.258,,,,11.188,26.403,4.926,-4.568,0.77,-5.338,0.0,-0.358,31.329,-10.706,,20.623,0.0,,,20.623,0.0,20.623,0.0,0.0,20.623,20.623,,157.206,0.13,0.13,0.21,179.064,0.12,0.12,0.19,
03/31/2007,139.274,,,-34.48,,,104.794,,-77.643,,,,,,,27.151,4.527,-4.732,0.772,-5.504,0.0,0.205,31.678,-12.499,,19.179,0.0,,,19.179,0.0,19.179,0.0,0.0,19.179,19.179,,161.569,0.12,0.12,0.21,183.157,0.11,0.11,0.19,
06/30/2007,152.654,,,-39.759,,,112.895,,-82.113,67.518,37.739,,,,14.595,30.782,4.849,-5.243,0.772,-6.015,0.0,0.394,35.631,-13.985,,21.646,0.0,,,21.646,0.0,21.646,0.0,,21.646,21.646,,164.798,0.13,0.13,0.13,185.601,0.12,0.12,0.12,
09/30/2007,161.24,,,-43.811,,,117.429,,-81.658,67.415,36.671,,,,14.243,35.771,7.185,-5.913,0.771,-6.684,0.0,-1.272,42.956,-18.692,,24.264,0.0,,,24.264,0.0,24.264,0.0,,24.264,24.264,,165.474,0.15,0.15,0.15,185.106,0.13,0.13,0.13,
12/31/2007,183.238,,,-49.394,,,133.844,,-82.798,,,,,,,51.046,6.894,,0.771,-7.612,0.0,-0.053,57.94,-22.062,,35.878,0.0,,,35.878,0.0,35.878,0.0,0.0,35.878,35.878,,164.768,0.22,0.22,0.36,185.294,0.2,0.2,0.33,
03/31/2008,187.019,,,-51.575,,,135.444,,-82.104,,,,,,,53.34,8.015,-7.331,0.71,-8.041,0.0,-0.684,61.355,-24.444,,36.911,0.0,,,36.911,0.0,36.911,0.0,0.0,36.911,36.911,,165.959,0.22,0.22,0.33,185.744,0.2,0.2,0.3,
06/30/2008,194.004,,,-53.688,,,140.316,,-88.001,74.991,41.188,,,,13.01,52.315,3.874,-4.78,0.71,-5.49,0.0,0.906,56.189,-21.855,,34.334,0.0,,,34.334,0.0,34.334,0.0,,34.334,34.334,,167.417,0.21,0.21,0.35,187.641,0.19,0.19,0.32,
09/30/2008,197.347,,,-56.659,,,140.688,,-88.919,75.803,42.027,,,,13.116,51.769,5.149,-4.994,0.684,-5.678,0.0,-0.155,56.918,-23.558,,33.36,0.0,,,33.36,0.0,33.36,0.0,,33.36,33.36,,168.474,0.2,0.2,0.35,187.769,0.18,0.18,0.32,
12/31/2008,212.554,,,-60.688,,,151.866,,-94.517,80.389,45.206,,,,14.128,57.349,2.724,,0.721,-5.583,0.0,2.138,60.073,-19.54,,40.533,0.0,,,40.533,0.0,40.533,0.0,0.0,40.533,40.533,,167.673,0.24,0.24,0.37,186.685,0.22,0.22,0.34,
03/31/2009,210.368,210.368,,-60.362,60.362,,150.006,0.0,-93.887,78.338,42.27,36.068,10.856,,4.693,56.119,5.619,-4.03,0.71,-4.74,,-1.589,61.738,-24.657,,37.081,0.0,0.0,0.0,37.081,0.0,37.081,0.0,0.0,37.081,36.56,-0.521,170.519,0.22,0.22,0.214404,188.183,0.2,0.2,0.197231,
06/30/2009,204.6,204.6,,-60.009,60.009,,144.591,0.0,-90.197,76.581,41.437,35.144,9.378,,4.238,54.394,3.638,-3.349,0.71,-4.059,,-0.289,58.032,-22.025,,36.007,0.0,0.0,0.0,36.007,0.0,36.007,0.0,0.0,36.007,35.93875,-0.06825,172.561,0.21,0.21,0.208267,189.556,0.19,0.19,0.18964,
09/30/2009,206.5,206.5,,-61.987,61.987,,144.513,0.0,-93.768,78.761,44.106,34.655,10.904,,4.103,50.745,2.148,-2.724,0.71,-3.434,,0.576,52.893,-20.148,,32.745,0.0,0.0,0.0,32.745,0.0,32.745,0.0,0.0,32.745,32.69105,-0.05395,171.686,0.19,0.19,0.190412,188.273,0.18,0.18,0.179713,
12/31/2009,238.305,238.305,,-67.58,67.58,,170.725,0.0,-108.503,91.841,51.608,40.233,12.52,,4.142,62.222,2.347,-2.841,,,,0.494,64.569,-24.489,,40.08,0.0,0.0,0.0,40.08,0.0,40.08,0.0,0.0,40.08,39.2727,-0.8073,170.936,0.23,0.23,0.229751,188.621,0.21,0.21,0.20572,
03/31/2010,240.029,240.029,,-67.474,67.474,,172.555,0.0,-106.505,89.218,49.668,39.55,13.179,,4.108,66.05,2.587,-2.541,0.709,-3.25,,-0.046,68.637,-27.759,,40.878,0.0,0.0,0.0,40.878,0.0,40.878,0.0,0.0,40.878,40.79935,-0.07865,171.101,0.24,0.24,0.238452,189.013,0.22,0.22,0.219584,
06/30/2010,245.318,245.318,,-71.84,71.84,,173.478,0.0,-116.639,98.91,55.203,43.707,13.577,,4.152,56.839,2.599,-2.644,0.618,-3.262,,0.045,59.438,-21.315,,38.123,0.0,0.0,0.0,38.123,0.0,38.123,0.0,0.0,38.123,38.67945,0.55645,173.317,0.22,0.22,0.223172,190.479,0.2,0.2,0.202921,
09/30/2010,253.551,253.551,,-77.812,77.812,,175.739,0.0,-116.697,98.332,55.603,42.729,14.235,,4.13,59.042,1.27,-2.587,0.222,-2.809,,1.317,60.312,-20.603,,39.709,0.0,0.0,0.0,39.709,0.0,39.709,0.0,0.0,39.709,39.67715,-0.03185,181.457,0.22,0.22,0.218659,191.271,0.21,0.21,0.209833,
12/31/2010,284.688,284.688,,-86.277,86.277,,198.411,0.0,-126.065,108.023,66.23,41.793,13.775,,4.267,72.346,1.639,-2.793,,,,1.154,73.985,-21.475,,52.51,0.0,0.0,0.0,52.51,0.0,52.51,0.0,0.0,52.51,51.69065,-0.81935,183.362,0.29,0.29,0.281905,191.837,0.27,0.27,0.265729,
03/31/2011,275.953,275.953,,-89.068,89.068,,186.885,0.0,-114.137,97.266,53.365,43.901,12.594,,4.277,72.748,1.925,-2.951,0.0,-2.951,,1.026,74.673,-24.056,,50.617,0.0,0.0,0.0,50.617,0.0,50.617,0.0,0.0,50.617,50.17115,-0.44585,186.849,0.27,0.27,0.268512,191.383,0.26,0.26,0.25767,
06/30/2011,276.989,276.989,,-89.647,89.647,,187.342,0.0,-114.11,98.812,52.837,45.975,11.006,,4.292,73.232,2.989,-3.021,0.0,-3.021,,0.032,76.221,-28.3,,47.921,0.0,0.0,0.0,47.921,0.0,47.921,0.0,0.0,47.921,47.87225,-0.04875,186.612,0.26,0.26,0.256534,190.179,0.25,0.25,0.249744,
09/30/2011,281.856,281.856,,-93.284,93.284,,188.572,0.0,-123.239,105.354,54.52,50.834,13.542,,4.343,65.333,2.814,-2.703,0.0,-2.703,,-0.111,68.147,-25.862,,42.285,0.0,0.0,0.0,42.285,0.0,42.285,0.0,0.0,42.285,42.24865,-0.03635,183.085,0.23,0.23,0.23076,185.704,0.23,0.23,0.229804,
12/31/2011,323.74,323.74,,-102.544,102.544,,221.196,0.0,-141.86,117.625,66.609,51.016,15.191,,9.044,79.336,8.818,-1.863,,,,-6.955,88.154,-28.073,,60.081,0.0,0.0,0.0,60.081,0.0,60.081,0.0,0.0,60.081,58.286,-1.795,178.916,0.34,0.34,0.325773,182.956,0.33,0.33,0.320189,
03/31/2012,319.448,319.448,,-124.925,124.925,,194.523,0.0,-122.944,100.637,48.995,51.642,17.48,,4.827,71.579,1.205,-1.633,,,,0.428,72.784,-29.557,,43.227,0.0,0.0,0.0,43.227,0.0,43.227,0.0,0.0,43.227,47.711984,4.484984,178.12,0.24,0.24,0.267864,182.342,0.24,0.24,0.264597,
06/30/2012,331.306,331.306,,-131.26,131.26,,200.046,0.0,-133.035,110.076,56.48,53.596,17.542,,5.417,67.011,2.757,,,-1.622,,-1.135,69.768,-25.529,,44.239,0.0,0.0,0.0,44.239,0.0,44.239,0.0,0.0,44.239,44.457949,0.218949,178.547,0.25,0.25,0.248999,181.817,0.24,0.24,0.241204,
09/30/2012,345.321,345.321,,-134.221,134.221,,211.1,0.0,-130.941,106.209,55.206,51.003,19.351,,5.381,80.159,1.352,-1.593,,,,0.241,81.511,-33.28,,48.231,0.0,0.0,0.0,48.231,0.0,48.231,0.0,0.0,48.231,48.420981,0.189981,177.455,0.27,0.27,0.272863,181.053,0.27,0.27,0.271049,
12/31/2012,377.872,377.872,,-139.494,139.494,,238.378,0.0,-142.64,116.526,62.667,53.859,20.371,,5.743,95.738,1.79,-1.59,,,,-0.2,97.528,-29.236,,68.292,0.0,0.0,0.0,68.292,0.0,68.292,0.0,0.0,68.292,69.1183,0.8263,177.479,0.38,0.38,0.389445,181.768,0.38,0.38,0.384546,
03/31/2013,368.046,368.046,,-120.392,120.392,,247.654,0.0,-146.466,118.07,62.69,55.38,21.905,,6.491,101.188,1.476,-1.608,0.0,-1.608,,0.132,102.664,-31.177,,71.487,0.0,0.0,0.0,71.487,0.0,71.487,0.0,0.0,71.487,71.283775,-0.203225,177.899,0.4,0.4,0.400698,181.562,0.39,0.39,0.388881,
06/30/2013,378.106,378.106,,-124.705,124.705,,253.401,0.0,-155.898,129.176,67.825,61.351,20.597,,6.125,97.503,1.818,-1.477,0.0,-1.477,,-0.341,99.321,-37.426,,61.895,0.0,0.0,0.0,61.895,0.0,61.895,0.0,0.0,61.895,61.418273,-0.476727,177.891,0.35,0.35,0.345258,181.388,0.34,0.34,0.337372,
09/30/2013,395.79,395.79,,-132.039,132.039,,263.751,0.0,-164.23,134.445,67.811,66.634,24.857,,4.928,99.521,1.153,-1.458,0.0,-1.458,,0.305,100.674,-20.918,,79.756,0.0,0.0,0.0,79.756,0.0,79.756,0.0,0.0,79.756,69.7447,-10.0113,178.235,0.45,0.45,0.391308,181.922,0.44,0.44,0.384969,
12/31/2013,435.98,435.98,,-133.951,133.951,,302.029,0.0,-186.273,153.907,82.054,71.853,26.52,,5.846,115.756,1.139,-1.534,0.0,-1.534,,0.395,116.895,-36.546,,80.349,0.0,0.0,0.0,80.349,0.0,80.349,0.0,0.0,80.349,81.671039,1.322039,178.758,0.45,0.45,0.45688,182.258,0.44,0.44,0.447254,
03/31/2014,453.502,453.502,,-139.612,139.612,,313.89,0.0,-193.043,157.226,81.065,76.161,28.234,,7.583,120.847,-1.183,0.302,1.941,-1.639,,0.881,119.664,-46.864,,72.8,0.0,0.0,0.0,72.8,0.0,72.8,0.0,0.0,72.8,76.117154,3.317154,178.705,0.41,0.41,0.425937,182.038,0.4,0.4,0.418222,
06/30/2014,476.035,476.035,,-149.318,149.318,,326.717,0.0,-214.366,173.342,91.462,81.88,32.052,,8.972,112.351,-3.675,2.776,4.516,-1.74,,0.899,108.676,-35.79,,72.886,0.0,0.0,0.0,72.886,0.0,72.886,0.0,0.0,72.886,75.39525,2.50925,178.081,0.41,0.41,0.423376,180.841,0.4,0.4,0.413875,
09/30/2014,498.042,498.042,,-158.812,158.812,,339.23,0.0,-218.991,178.12,96.215,81.905,32.583,,8.288,120.239,-2.66,2.472,4.482,-2.01,,0.188,117.579,-26.424,,91.155,0.0,0.0,0.0,91.155,0.0,91.155,0.0,0.0,91.155,82.4419,-8.7131,178.186,0.51,0.51,0.462673,180.955,0.5,0.5,0.451849,
12/31/2014,536.295,389.086,147.209,-163.201,117.678,11.121,373.094,0.0,-237.012,184.797,110.293,74.504,32.417,0.274,8.403,136.082,-2.225,2.233,4.524,-2.291,,-0.008,133.857,-36.75,,97.107,0.0,0.0,0.0,97.107,0.0,97.107,0.0,0.0,97.107,97.57692,0.46992,178.144,0.55,0.55,0.547742,180.91,0.54,0.54,0.542598,
03/31/2015,526.536,526.536,,-169.294,169.294,,357.242,0.0,-235.721,193.071,103.479,89.592,35.828,,6.822,121.521,-1.876,1.575,4.576,-3.001,,0.301,119.645,-41.899,,77.746,0.0,0.0,0.0,77.746,0.0,77.746,0.0,0.0,77.746,82.48955,4.74355,178.545,0.44,0.44,0.46201,180.825,0.43,0.43,0.456233,
06/30/2015,540.723,540.723,,-179.91,179.91,,360.813,0.0,-254.553,210.653,111.501,99.152,36.693,,7.207,106.26,-3.742,2.137,4.678,-2.541,,1.605,102.518,-35.318,,67.2,0.0,0.0,0.0,67.2,0.0,67.2,0.0,0.0,67.2,71.41195,4.21195,178.682,0.38,0.38,0.399659,180.738,0.37,0.37,0.393304,
09/30/2015,551.03,332.493,218.537,-183.204,132.055,14.114,367.826,0.0,-252.137,192.08,107.426,84.654,38.396,0.775,6.772,115.689,-1.703,1.907,4.63,-2.723,,-0.204,113.986,-25.946,,88.04,0.0,0.0,0.0,88.04,0.0,88.04,0.0,0.0,88.04,82.248,-5.792,178.547,0.49,0.49,0.460652,180.364,0.49,0.49,0.457887,
12/31/2015,579.159,533.152,46.007,-193.212,137.958,15.094,385.947,0.0,-263.267,202.861,118.582,84.279,37.674,0.605,7.033,122.68,-2.205,1.706,4.641,-2.935,,0.499,120.475,-32.055,,88.42,0.0,0.0,0.0,88.42,0.0,88.42,0.0,0.0,88.42,96.95595,8.53595,177.788,0.5,0.5,0.545346,179.732,0.49,0.49,0.537493,
03/31/2016,567.725,567.725,,-194.736,194.736,15.429,372.989,0.0,-258.87,189.065,102.211,86.854,40.842,,13.534,114.119,-1.522,1.333,4.653,-3.32,,0.189,112.597,-37.739,,74.858,0.0,0.0,0.0,74.858,0.0,74.858,0.0,0.0,74.858,87.4143,12.5563,176.403,0.42,0.42,0.495537,177.539,0.42,0.42,0.490724,
06/30/2016,572.135,572.135,,-206.323,206.323,15.964,365.812,0.0,-255.632,194.797,103.223,91.574,37.69,,7.181,110.18,-0.831,1.246,4.639,-3.393,,-0.415,109.349,-35.714,,73.635,0.0,0.0,0.0,73.635,0.0,73.635,0.0,0.0,73.635,79.3512,5.7162,175.499,0.42,0.42,0.452146,176.42,0.42,0.42,0.452146,
09/30/2016,584.065,395.99,188.075,-204.467,146.552,16.688,379.598,0.0,-267.833,198.98,102.626,96.354,42.341,0.278,9.546,111.765,-0.079,0.857,4.666,-3.809,,-0.778,111.686,-35.686,,76.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0,76.0,85.11465,9.11465,174.429,0.44,0.44,0.487962,175.617,0.43,0.43,0.481901,
12/31/2016,616.124,420.036,196.088,-203.475,146.866,17.699,412.649,0.0,-289.119,217.854,118.907,98.947,46.755,0.129,6.682,123.53,2.284,0.5,4.68,-4.18,,-2.784,125.814,-34.175,,91.639,0.0,0.0,0.0,91.639,0.0,91.639,0.0,0.0,91.639,90.8676,-0.7714,173.337,0.53,0.53,0.524225,175.284,0.52,0.52,0.515599,
03/31/2017,600.293,600.293,,-205.727,148.494,18.528,394.566,0.0,-289.232,210.973,114.492,96.481,52.162,,7.569,105.334,-0.657,-0.027,4.597,-4.624,,0.684,104.677,-30.094,,74.583,0.0,0.0,0.0,74.583,0.0,74.583,0.0,0.0,74.583,58.68241,-15.90059,173.158,0.43,0.43,0.338895,175.171,0.43,0.43,0.338895,
06/30/2017,605.832,605.832,,-214.68,154.982,18.069,391.152,0.0,-305.559,223.393,117.944,105.449,53.373,,10.724,85.593,0.198,0.365,4.646,-4.281,,-0.563,85.791,-29.039,,56.752,0.0,0.0,0.0,56.752,0.0,56.752,0.0,0.0,56.752,69.1844,12.4324,172.674,0.33,0.33,0.400665,173.439,0.33,0.33,0.400665,
09/30/2017,624.44,624.44,,-225.49,160.487,19.686,398.95,0.0,-307.697,222.7,117.863,104.837,57.226,,8.085,91.253,0.252,0.283,4.746,-4.463,,-0.535,91.505,-27.594,,63.911,0.0,0.0,0.0,63.911,0.0,63.911,0.0,0.0,63.911,71.00005,7.08905,170.976,0.37,0.37,0.415263,171.505,0.37,0.37,0.411334,
12/31/2017,658.47,658.47,,-229.94,162.956,19.845,428.53,0.0,-396.421,257.493,131.223,126.27,59.673,,59.41,32.109,0.11,0.363,4.85,-4.487,,-0.473,32.219,-4.699,,27.52,0.0,0.0,0.0,27.52,0.0,27.52,0.0,0.0,27.52,81.2939,53.7739,169.429,0.16,0.16,0.479811,170.727,0.16,0.16,0.47497,
03/31/2018,668.724,668.724,,-234.825,164.284,19.888,433.899,0.0,-365.342,257.05,122.553,134.497,65.065,,23.339,68.557,-0.864,0.885,4.85,-3.965,,-0.021,67.693,-13.979,,53.714,0.0,0.0,0.0,53.714,0.0,53.714,0.0,0.0,53.714,85.0613,31.3473,170.116,0.32,0.32,0.500019,172.004,0.31,0.31,0.492248,
06/30/2018,662.759,662.759,,-235.487,164.228,21.207,427.272,0.0,-370.155,280.679,131.68,148.999,59.709,,8.56,57.117,-5.564,2.795,9.204,-6.409,,2.769,51.553,-8.492,,43.061,0.0,0.0,0.0,43.061,0.0,43.061,0.0,0.0,43.061,76.10837,33.04737,170.25,0.25,0.25,0.447039,172.307,0.25,0.25,0.441794,
09/30/2018,669.628,669.628,,-239.246,164.676,18.646,430.382,0.0,-313.845,226.588,125.323,101.265,61.049,,7.562,116.537,-5.767,5.308,14.566,-9.258,,0.459,110.77,-3.187,,107.583,0.0,0.0,0.0,107.583,0.0,107.583,0.0,0.0,107.583,97.33806,-10.24494,165.924,0.65,0.65,0.586642,167.9,0.64,0.64,0.578982,
