Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
11/30/1997,3704,-3586,118.0,357,532,16,1023,0,1023,-758,265,0,265,-80,185,0,0,185,-25.0,,160.0,0.0,0.0,160.0,0.335,0.335,0.335,476.0,0.325,0.325,0.325,492.011993,
02/28/1998,3674,-3535,139.0,423,465,18,1045,0,1045,-770,275,0,275,-88,187,0,0,187,-7.0,,180.0,0.0,0.0,180.0,0.3725,0.3725,0.3725,482.399992,0.36,0.36,0.36,499.200012,
05/31/1998,4307,-4081,226.0,588,619,40,1473,0,1473,-997,476,0,476,-152,324,0,0,324,-56.0,,268.0,0.0,0.0,268.0,0.555,0.555,0.555,482.399992,0.53,0.53,0.53,505.200012,
08/31/1998,5254,-5033,221.0,131,630,-52,930,0,930,-723,207,0,207,-56,151,0,0,151,-12.0,,139.0,0.0,0.0,139.0,0.2875,0.2875,0.2875,486.092012,0.275,0.275,0.275,504.888,
11/30/1998,3307,-3132,175.0,90,381,19,665,0,665,-571,94,0,94,-20,74,0,0,74,-12.0,,62.0,0.0,0.0,62.0,0.1275,0.1275,0.1275,482.799988,0.1275,0.1275,0.1275,490.0,
02/28/1999,3581,-3473,108.0,526,467,17,1118,0,1118,-809,309,0,309,-96,213,0,-2,211,-13.0,,198.0,0.0,0.0,198.0,0.405,0.405,0.405,487.6,0.3925,0.3925,0.3925,503.2,
05/31/1999,3627,-3477,150.0,663,635,7,1455,0,1455,-989,466,0,466,-126,340,0,-10,330,-62.0,,268.0,0.0,0.0,268.0,0.5475,0.5475,0.5475,488.8,0.5225,0.5225,0.5225,521.6,
08/31/1999,3590,-3409,181.0,493,649,33,1356,0,1356,-939,417,0,417,-112,305,0,-15,290,-11.0,,279.0,0.0,0.0,279.0,0.575,0.575,0.575,485.2,0.55,0.55,0.55,516.4,
11/30/1999,3453,-3290,163.0,659,582,7,1411,0,1411,-972,439,0,439,-123,316,0,-15,301,-9.0,,292.0,0.0,0.0,292.0,0.625,0.625,0.625,482.4,0.5575,0.5575,0.5575,527.6,
02/29/2000,4313,-4138,175.0,1114,831,82,2202,0,2202,-1408,794,0,794,-239,555,0,-14,541,-59.0,0.0,482.0,0.0,0.0,482.0,0.98,0.98,0.98,492.0,0.9225,0.9225,0.9225,524.8,
05/31/2000,4738,-4579,159.0,870,706,20,1755,0,1755,-1197,558,0,558,-166,392,0,-14,378,-12.0,0.0,366.0,0.0,0.0,366.0,0.7425,0.7425,0.7425,492.8,0.695,0.695,0.695,530.4,
08/31/2000,5461,-5307,154.0,1071,816,11,2052,0,2052,-1379,673,0,673,-202,471,0,-14,457,-13.0,0.0,444.0,0.0,0.0,444.0,0.915,0.915,0.915,484.6,0.8425,0.8425,0.8425,530.0,
11/30/2000,4928,-4716,212.0,658,807,21,1698,0,1698,-1144,554,0,554,-141,413,0,-14,399,-12.0,0.0,387.0,0.0,0.0,387.0,0.8,0.8,0.8,483.8,0.73,0.73,0.73,530.8,
02/28/2001,4981,-4869,112.0,998,761,12,1883,0,1883,-1310,573,0,573,-172,401,0,-14,387,-12.0,0.0,375.0,0.0,0.0,375.0,0.76,0.76,0.76,492.308,0.695,0.695,0.695,541.378,
05/31/2001,4433,-4262,171.0,984,860,7,2022,0,2022,-1397,625,0,625,-181,444,0,-14,430,-61.0,0.0,369.0,0.0,0.0,369.0,0.755,0.755,0.755,487.704,0.69,0.69,0.69,533.756,
08/31/2001,3657,-3429,228.0,637,744,19,1628,0,1628,-1193,435,0,435,-112,323,0,-14,309,-11.0,0.0,298.0,0.0,0.0,298.0,0.62,0.62,0.62,480.83,0.57,0.57,0.57,523.51,
11/30/2001,3399,-3096,303.0,160,726,15,1204,0,1204,-961,243,-127,116,28,144,0,-14,130,-11.0,0.0,119.0,127.0,-56.0,190.0,0.39,0.245,0.245,483.866,0.365,0.23,0.23,523.09,
02/28/2002,2886,-2620,266.0,569,759,12,1606,0,1606,-1166,440,0,440,-128,312,0,-14,298,-36.0,0.0,262.0,0.0,0.0,262.0,0.535,0.535,0.535,490.568,0.495,0.495,0.495,530.404,
05/31/2002,2910,-2684,226.0,627,797,13,1663,0,1663,-1227,436,0,436,-126,310,0,-14,296,-11.0,0.0,285.0,0.0,0.0,285.0,0.58,0.58,0.58,491.534,0.54,0.54,0.54,526.982,
08/31/2002,3048,-2728,320.0,234,784,9,1347,0,1347,-1078,269,0,269,-61,208,0,-14,194,-11.0,0.0,183.0,0.0,0.0,183.0,0.37,0.37,0.37,493.308,0.35,0.35,0.35,522.08,
11/30/2002,2884,-2594,290.0,521,717,11,1539,0,1539,-1185,354,-100,254,-53,201,0,-14,187,-11.0,0.0,176.0,100.0,-35.0,241.0,0.51,0.36,0.36,487.8,0.495,0.345,0.345,510.2,
02/28/2003,2687,-2389,298.0,768,633,12,1711,0,1711,-1274,437,0,437,-122,315,0,-14,301,-11.0,0.0,290.0,0.0,0.0,290.0,0.6,0.6,0.6,483.6,0.575,0.575,0.575,506.0,
05/31/2003,2445,-2179,266.0,1275,731,19,2291,0,2291,-1586,705,-77,628,-173,455,0,-18,437,-11.0,0.0,426.0,77.0,-32.0,471.0,0.97,0.88,0.88,484.6,0.925,0.835,0.835,511.6,
08/31/2003,2467,-2116,351.0,1203,772,21,2347,0,2347,-1598,749,0,749,-250,499,0,-19,480,-11.0,0.0,469.0,0.0,0.0,469.0,0.96,0.96,0.96,487.6,0.905,0.905,0.905,519.0,
11/30/2003,2343,-1956,387.0,1034,821,56,2298,0,2298,-1576,722,0,722,-220,502,0,-21,481,-17.0,0.0,464.0,0.0,0.0,464.0,0.91,0.91,0.91,509.4,0.855,0.855,0.855,542.4,
02/29/2004,2304,-1981,323.0,1781,1040,0,3144,0,3144,-2093,1051,-19,1032,-338,694,0,-24,670,-17.0,0.0,653.0,19.0,0.0,672.0,1.205,1.185,1.185,551.0,1.125,1.105,1.105,589.4,
05/31/2004,2609,-2302,307.0,1479,1140,0,2926,0,2926,-2042,884,0,884,-275,609,0,0,609,-17.0,0.0,592.0,0.0,0.0,592.0,1.07,1.07,1.07,553.6,1.005,1.005,1.005,588.4,
08/31/2004,2769,-2428,341.0,1217,1065,0,2623,0,2623,-1900,723,0,723,-218,505,0,0,505,-18.0,0.0,487.0,0.0,0.0,487.0,0.895,0.895,0.895,545.6,0.855,0.855,0.855,570.0,
11/30/2004,3350,-2963,387.0,1222,1274,0,2883,0,2883,-2004,879,0,879,-294,585,0,0,585,-20.0,0.0,565.0,0.0,0.0,565.0,1.035,1.035,1.035,546.4,0.98,0.98,0.98,577.0,
02/28/2005,3884,-3581,303.0,2195,1312,0,3810,0,3810,-2504,1306,0,1306,-431,875,0,0,875,-19.0,0.0,856.0,0.0,0.0,856.0,1.535,1.535,1.535,557.2,1.455,1.455,1.455,588.0,
05/31/2005,4454,-4057,,1644,1237,0,2881,0,2881,-2265,1013,0,1013,-330,683,0,0,683,-19.0,0.0,664.0,0.0,0.0,664.0,1.185,1.185,1.185,559.2,1.13,1.13,1.13,588.0,
08/31/2005,5078,-4787,,2085,1476,0,3561,0,3561,-2559,1293,0,1293,-414,879,0,0,879,-15.0,0.0,864.0,0.0,0.0,864.0,1.55,1.55,1.55,557.2,1.47,1.47,1.47,587.4,
11/30/2005,5627,-5365,262.0,1887,1541,0,3690,0,3690,-2473,1217,0,1217,-394,823,0,0,823,-16.0,0.0,807.0,0.0,0.0,807.0,1.465,1.465,1.465,551.8,1.38,1.38,1.38,551.8,
02/28/2006,6192,-5846,346.0,2462,1653,0,4461,0,4461,-2910,1551,0,1551,-513,1038,47,0,1085,-16.0,0.0,1069.0,0.0,0.0,1022.0,1.87,1.87,1.96,546.3,1.75,1.75,1.83,584.2,
05/31/2006,7327,-7104,223.0,2589,1599,0,4411,0,4411,-2913,1498,0,1498,-496,1002,0,0,1002,-16.0,0.0,986.0,0.0,0.0,986.0,1.81,1.81,1.81,545.1,1.69,1.69,1.69,582.8,
08/31/2006,7867,-7549,318.0,2247,1613,0,4178,0,4178,-2811,1367,0,1367,-451,916,0,0,916,-17.0,0.0,899.0,0.0,0.0,899.0,1.66,1.66,1.66,540.9,1.57,1.57,1.57,573.3,
11/30/2006,8898,-8627,271.0,2504,1758,0,4533,0,4533,-3044,1489,0,1489,-485,1004,0,0,1004,-17.0,0.0,987.0,0.0,0.0,987.0,1.82,1.83,1.83,539.2,1.72,1.72,1.72,573.1,
02/28/2007,9089,-8748,341.0,2921,1785,0,5047,0,5047,-3348,1699,0,1699,-553,1146,0,0,1146,-17.0,0.0,1129.0,0.0,0.0,1129.0,2.09,2.09,2.09,540.9,1.96,1.96,1.96,575.4,
05/31/2007,10558,-10067,491.0,2889,2132,0,5512,0,5512,-3633,1879,0,1879,-606,1273,0,0,1273,-17.0,0.0,1256.0,0.0,0.0,1256.0,2.33,2.33,2.33,538.2,2.21,2.21,2.21,568.1,
08/31/2007,10910,-10431,479.0,1612,2217,0,4308,0,4308,-3103,1205,0,1205,-318,887,0,0,887,-17.0,0.0,870.0,0.0,0.0,870.0,1.61,1.61,1.61,540.4,1.54,1.54,1.54,565.8,
11/30/2007,11136,-10422,714.0,1698,1978,0,4390,0,4390,-3160,1230,0,1230,-344,886,0,0,886,-16.0,0.0,870.0,0.0,0.0,870.0,1.6,1.6,1.6,542.6,1.54,1.54,1.54,563.7,
02/29/2008,9635,-8863,772.0,773,1962,0,3507,0,3507,-2844,663,0,663,-174,489,0,0,489,-24.0,0.0,465.0,0.0,0.0,465.0,0.84,0.84,0.84,551.5,0.81,0.81,0.81,572.8,
05/31/2008,7771,-6908,863.0,-3442,1911,0,-668,0,-668,-3419,-4087,0,-4087,1313,-2774,0,0,-2774,-99.0,0.0,-2873.0,0.0,0.0,-2873.0,-5.14,-5.14,-5.14,559.3,-5.14,-5.14,-5.14,571.8,
08/31/2008,6064,-5306,758.0,-5273,1612,0,-2903,0,-2903,-2921,-5824,0,-5824,1897,-3927,0,0,-3927,-163.0,0.0,-4090.0,0.0,0.0,-4090.0,-5.92,-5.92,-5.92,691.200012,-5.92,-5.92,-5.92,691.200012,
