Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1992,3308.300049,-1248.300049,2060.0,-1441.900024,618.099976,-169.800003,,-8.4,439.899973,-115.699997,324.200012,,,324.200012,,324.200012,,324.199976,0.79,0.79,0.79,412.939454,0.79,0.79,0.79,412.939454,
03/31/1993,3320.199951,-1335.0,1985.199951,-1316.300049,668.900024,-169.399994,0.0,-6.8,492.70003,-161.600006,331.100006,-123.5,0.0,207.600006,0.0,207.600006,,331.100024,0.8,0.8,0.5,412.799988,,,,,
06/30/1993,3364.300049,-1368.0,1996.300049,-1328.199951,668.099976,-164.0,0.0,-4.6,499.499976,-159.300003,340.200012,0.0,0.0,340.200012,0.0,340.200012,,340.199973,0.82,0.82,0.82,412.399994,,,,,
09/30/1993,3330.399902,-1396.400024,1933.999878,-1288.5,645.5,-161.0,0.0,-13.5,471.0,-172.699997,298.299988,1.8,0.0,300.100006,0.0,300.100006,,298.300003,0.73,0.73,0.73,412.799988,,,,,
12/31/1993,3392.899902,-1628.800049,1764.099853,-3413.300049,-1649.199951,-165.100006,0.0,-94.0,-1908.299957,666.299988,-1242.0,0.0,0.0,-1242.0,0.0,-1242.0,,-1241.999969,-3.0,-3.0,-3.0,413.799988,-3.0,-3.0,-3.0,413.799988,
03/31/1994,3273.300049,-1421.300049,1852.0,-1256.5,595.5,-159.600006,0.0,-9.1,426.799994,-136.199997,290.600006,0.0,0.0,290.600006,0.0,290.600006,,290.599997,0.7,0.7,0.7,416.299988,,,,,
06/30/1994,3311.600098,-1408.699951,1902.900146,-1773.699951,129.199997,-162.100006,0.0,7.5,-25.400009,-13.9,74.699997,0.0,0.0,74.699997,0.0,74.699997,,-39.300009,0.18,0.18,0.18,418.899994,,,,,
09/30/1994,3330.800049,-1433.900024,1896.900024,-1313.900024,583.0,-171.5,0.0,7.8,419.3,-116.800003,302.5,0.0,0.0,302.5,0.0,302.5,,302.499997,0.72,0.72,0.72,421.100006,,,,,
12/31/1994,3390.899902,-1416.400024,1974.499878,-1640.0,334.5,-180.600006,0.0,7.7,161.599994,-36.799999,124.800003,0.0,0.0,124.800003,0.0,124.800003,,124.799995,0.3,0.3,0.3,422.799988,0.3,0.3,0.3,422.799988,
03/31/1995,3354.199951,-1409.300049,1944.899902,-1371.900024,573.0,-191.600006,0.0,-17.0,364.399994,-114.199997,250.199997,0.0,0.0,250.199997,0.0,250.199997,,250.199997,0.59,0.59,0.59,424.700012,,,,,
06/30/1995,3495.600098,-1413.199951,2082.400146,-1685.699951,396.700012,-191.399994,0.0,234.0,439.300018,-198.5,240.800003,-2919.399902,0.0,-2678.600098,0.0,-2678.600098,,240.800018,0.57,0.57,-6.28,426.399994,,,,,
09/30/1995,3238.399902,-1403.400024,1834.999878,-1199.0,636.0,-202.100006,0.0,115.5,549.399994,-206.5,342.899994,0.0,0.0,342.899994,0.0,342.899994,,342.899994,0.8,0.8,0.8,428.100006,,,,,
12/31/1995,3318.699951,-1409.900024,1908.799927,-1422.300049,486.5,-148.800003,0.0,19.6,357.299997,-121.699997,235.600006,0.0,0.0,235.600006,0.0,235.600006,,235.6,0.55,0.55,0.55,431.0,0.55,0.55,0.55,431.0,
03/31/1996,3254.0,-1448.199951,1805.800049,-1368.300049,437.5,-165.100006,0.0,57.900002,330.299995,-116.5,213.800003,131.0,0.0,344.799988,0.0,344.799988,,213.799995,0.49,0.49,0.79,434.5,,,,,
06/30/1996,3445.800049,-1454.099976,1991.700073,-1287.0,704.700012,-156.399994,0.0,20.799999,569.100018,-211.100006,358.0,0.0,0.0,358.0,0.0,358.0,,358.000011,0.82,0.82,0.82,437.399994,,,,,
09/30/1996,3423.699951,-1463.699951,1960.0,-1204.099976,755.900024,-155.300003,0.0,24.4,625.000021,-230.5,394.5,0.0,0.0,394.5,0.0,394.5,,394.500021,0.9,0.9,0.9,439.0,,,,,
12/31/1996,3330.300049,-1412.5,1917.800049,-1203.0,714.799988,-159.800003,0.0,7.9,562.899985,-183.199997,379.700012,0.0,0.0,379.700012,0.0,379.700012,,379.699988,0.95,0.95,0.95,439.899994,,,,,
03/31/1997,3301.5,-1418.300049,1883.199951,-1460.599976,422.600006,-202.5,0.0,14.1,234.200006,-74.599998,159.600006,0.0,0.0,159.600006,0.0,159.600006,243.600006,403.200014,0.92,0.36,0.36,440.100006,,,,,
06/30/1997,3513.600098,-1485.400024,2028.200073,-1252.400024,775.799988,-167.100006,0.0,-1.3,607.399982,-226.899994,380.5,0.0,0.0,380.5,0.0,380.5,,380.499988,0.86,0.86,0.86,440.5,,,,,
