Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Income Taxes,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Recurring Capital Expenditure,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1998,101.761002,98.084999,,,,,0.0,0.999,0.0,1.022,-46.979001,25.947001,,,,5.489,15.543,0.0,,0.0,54.782001,-18.675,19.576,-0.901,0.0,36.107001,0.0,,4.851,,,31.256001,,31.256001,,,23.358001,23.358001,,170.094006,0.136667,0.136667,0.136667,171.792,0.136667,0.136667,0.136667,,,,,,,,,43.952,,43.952,,,,43.952,0.255844,0.255844,0.16,62.538041,62.538041,62.868584,
12/31/1998,113.078003,111.962997,,,,,0.0,1.115,0.0,0.0,-52.21,27.552,,,,6.089,18.569,0.0,,0.0,60.868,-21.546999,21.924999,-0.378,0.0,39.321001,0.0,,0.049,,,39.272001,,37.997002,,,30.894002,30.894002,,176.399997,0.176667,0.176667,0.176667,178.200006,0.173333,0.173333,0.173333,,,,,,,,,48.044998,,48.044998,,,,48.044998,0.269613,0.269613,0.19,70.471438,70.471438,118.969721,
03/31/1999,114.694,113.858,,,,,,0.836,,,-53.934,30.095,,,,5.968,17.871,,,,60.76,-21.272,23.238,,-1.966,39.488,,,,,,,,39.488,,,32.867,32.867,,180.498252,0.183333,0.183333,0.183333,182.30481,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,0.2,,,,
06/30/1999,108.376,107.069,,,,,,1.307,,,-49.718,27.042,,,,5.882,16.794,,,,58.658,-16.217,20.128,,-3.911,42.441,,,,,,,,42.441,,,35.82,35.82,,180.774144,0.196667,0.196667,0.196667,182.539359,0.196667,0.196667,0.196667,,,,,,,,,,,,,,,,,,0.2,,,,
09/30/1999,108.707,106.044,,,,,,1.576,1.087,,-49.799,27.555,,,,5.95,16.294,,,,58.908,-13.294,19.506,,-6.212,45.614,,,,,,,,45.614,,,38.996,38.996,,182.13258,0.213333,0.213333,0.213333,183.618177,0.213333,0.213333,0.213333,,,,,,,,,,,,,,,,,,0.2,,,,
12/31/1999,110.554001,108.888,,,,,0.0,1.372,0.0,0.294,-49.612001,27.122,,,,6.033,16.457001,0.0,,0.0,60.941999,-10.218,20.774,-9.251,-1.305,50.723999,0.0,,0.0,,,50.723999,,49.235001,,,42.617001,42.617001,,182.241006,0.233333,0.233333,0.233333,182.241006,0.233333,0.233333,0.233333,,,,,,,,,59.806999,,59.806999,,,,59.806999,0.328175,0.328175,0.22,67.03734,67.03734,67.018914,
03/31/2000,114.889,113.369,,,,,,1.52,,,-51.538,28.243,,,,6.221,17.074,,,,63.351,-14.642,22.284,,-7.642,48.709,,,,,,,,48.709,,,42.091,42.091,,182.387382,0.23,0.23,0.23,183.752649,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,0.22,,,,
06/30/2000,117.279,115.891,,,,,,1.388,,,-52.542,28.423,,,,6.44,17.679,,,,64.737,-13.791,22.94,,-9.149,50.946,,,,,,,,50.946,,,44.376,44.376,,182.916321,0.243333,0.243333,0.243333,185.09781,0.24,0.24,0.24,,,,,,,,,,,,,,,,,,0.22,,,,
09/30/2000,118.128,115.726,,,,,,1.404,0.998,,-51.712,27.209,,,,6.405,18.098,,,,66.416,-14.904,23.352,,-8.448,51.512,,,,,,,,51.512,,,44.942,44.942,,186.922431,0.24,0.24,0.24,189.276756,0.236667,0.236667,0.236667,,,,,,,,,,,,,,,,,,0.226667,,,,
12/31/2000,120.944,116.458,,,,,0.0,1.819,0.0,2.667,-34.715999,28.091999,,,,6.624,18.278,0.0,,0.0,67.948999,-12.037,23.524,-9.634,-1.853,55.911999,0.0,,0.0,,,55.911999,,53.858002,,0.0,47.288002,47.288002,,189.219006,0.25,0.25,0.25,191.181003,0.246667,0.246667,0.246667,,,,,,,,,66.964996,,66.964996,,,,66.964996,0.35027,0.35027,0.24,68.518545,68.518545,67.70403,
03/31/2001,124.738,122.573,,,,,,2.165,,,-59.208,33.207,,,,7.791,18.21,,,,65.53,-7.099,22.775,,-15.676,58.431,-1.937,,,,,56.494,,56.053,,,49.484,49.484,,284.877,0.173333,0.173333,0.173333,299.682,0.17,0.17,0.17,,,,,,,,,,,,,,,,,,0.24,,,,
06/30/2001,120.794,117.867,,,,,,2.072,,0.855,-53.875,28.309,,,,6.636,18.93,,,,66.919,-10.751,22.607,,-11.856,56.168,-0.68,,-3.864,,,59.352,,59.352,,,52.782,52.782,,191.373,0.276667,0.276667,0.276667,200.988,0.273333,0.273333,0.273333,,,,,,,,,,,,,,,,,,0.24,,,,
09/30/2001,115.795,113.33,,,,,,1.608,0.857,,-52.787,27.363,,,,7.056,18.368,,,,63.008,6.958,22.084,,-29.042,69.966,-10.521,,-0.157,,,59.602,,59.25,,,52.707,52.707,,288.561,0.183333,0.183333,0.183333,303.828,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,0.24,,,,
12/31/2001,116.438004,110.269997,,,,,0.0,1.953,1.011,13.194,-59.395002,27.922001,,,,7.205,18.030001,6.238,,0.0,55.227001,-8.432,21.909,-6.866,-6.611,46.795001,0.0,,-2.496,,,49.291001,,61.882,,0.0,57.011,57.011,,196.798004,0.29,0.275,0.275,205.662002,0.28,0.265,0.265,,,,,,,,,79.358002,,79.358002,,,,79.358002,0.385866,0.385866,0.26,67.380881,67.380881,64.393005,
03/31/2002,116.488,112.077,,,,,,3.346,1.065,,-55.888,30.148,,,,7.527,18.213,,,,60.6,0.465,21.463,,-21.928,61.065,-5.35,,-5.387,,,61.102,,60.894,,,56.285,56.285,,208.598,0.27,0.265,0.265,210.772,0.265,0.26,0.26,,,,,,,,,,,,,,,,,,,,,,
06/30/2002,115.109,111.469,,,,,,3.64,,,-55.691,30.005,,,,7.654,18.032,,,,59.418,3.175,22.068,,-25.243,62.593,-2.15,,-0.88,,,61.323,,61.055,,,56.446,56.446,,208.826,0.27,0.265,0.265,211.012,0.27,0.265,0.265,,,,,,,,,,,,,,,,,,0.26,,,,
09/30/2002,114.278,107.29,,,,,,2.521,4.467,,-54.435,28.586,,,,7.918,17.931,,,,59.843,0.32,22.048,-9.101,-13.267,60.163,-0.634,,-1.489,,,61.018,,60.756,,,56.147,56.147,,209.078,0.27,0.26,0.26,210.982,0.265,0.26,0.26,,,,,,,,,,,,,,,,,,0.26,,,,
12/31/2002,126.466003,111.355003,,,,,0.0,3.009,6.658,5.444,-61.291,30.608,,,,8.539,18.289,0.13,,3.725,65.174999,4.524001,20.813999,-13.282,-12.056,69.699,0.0,,5.046,,,64.653,,62.962002,,0.0,58.353002,58.353002,,209.156006,0.28,0.305,0.265,214.925994,0.28,0.3,0.26,,,,,,,,,71.907997,,71.907997,,,,71.907997,0.334571,0.334571,0.53,158.411834,158.411834,154.159047,
03/31/2003,127.946,119.47,,,,,,2.902,5.574,,-60.368,32.756,,,,8.603,19.009,,,,67.578,-5.425,22.961,-9.154,-8.382,62.153,-1.273,,-11.672,,,72.552,,70.961,,,66.352,66.352,,209.422,0.315,0.275,0.275,211.564,0.315,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,
06/30/2003,124.982,114.645,,,,,,3.661,6.676,,-58.94,30.264,,,,8.886,19.79,,,,66.042,-2.572,24.81,-10.138,-12.1,63.47,-1.241,,-0.923,,,63.152,,61.346,,-7.787,49.318,49.318,,210.358,0.235,0.23,0.23,213.66,0.23,0.225,0.225,,,,,,,,,,,,,,,,,,0.27,,,,
09/30/2003,125.381,117.409,,,,,0.0,4.259,3.713,11.894,-41.043,29.811,,,,11.232,20.96,0.0,,0.0,63.378,1.966,26.094,-11.167,-16.893,65.344,-1.171,,-29.654,,,93.827,,91.504,,0.0,88.595,88.595,,215.818,0.41,0.275,0.275,219.706,0.405,0.27,0.27,,,,,,,,,90.565002,,90.565002,,,,90.565002,0.41221,0.41221,0.27,65.5006,65.5006,64.341477,
12/31/2003,139.388,124.969,,,,,0.0,4.493,2.905,7.021,-67.202,31.905,,,,9.768,25.529,0.0,,0.0,72.186,-12.69,28.732,-13.113,-2.929,59.496,2.17,,-24.522,,,86.188,,84.069,,0.0,81.16,81.16,,220.994,0.365,0.27,0.27,225.164,0.36,0.265,0.265,,,,,,,,,,,,,,,,,,0.555,,,,
03/31/2004,149.248,139.927,,,,,,5.761,3.56,,-73.637,36.548,,,,10.231,26.858,,,,75.611,3.547,27.443,-14.005,-16.985,79.158,-2.103,,3.437,,,73.618,,71.389,,,68.48,68.48,,221.61,0.31,0.325,0.325,231.068,0.305,0.32,0.32,,,,,,,,,,,,,,,,,,0.285,,,,
06/30/2004,140.992,131.026,,,,,,7.068,2.898,,-70.17,33.593,,,,10.395,26.182,,,,70.822,0.557,28.381,-11.924,-17.014,71.379,-3.316,,-6.368,,,74.431,,71.43,,,68.521,68.521,,222.236,0.31,0.28,0.28,226.184,0.305,0.275,0.275,,,,,,,,,,,,,,,,,,0.285,,,,
09/30/2004,142.902,120.33,,,,,0.0,6.008,3.179,13.385,-65.215,30.558,,,,11.034,23.623,0.0,,0.0,77.687,-5.186,25.74,-18.983,-1.571,72.501,0.024,,-8.298,,,80.823,,78.511,,0.0,75.602,75.602,,223.052,0.34,0.3,0.3,227.242,0.33,0.3,0.3,,,,,,,,,101.605,,101.605,,,,101.605,0.447122,0.447122,0.285,63.740928,63.740928,62.565641,
12/31/2004,148.68,122.263,,,,,0.0,6.608,5.395,14.414,-69.605,32.508,,,,12.585,24.512,0.0,,0.0,79.075,-7.46,26.118,-16.593,-2.065,71.615,1.476,,-5.317,,,78.408,,75.807,,0.0,72.898,72.898,,224.518,0.32,0.3,0.3,229.256,0.32,0.29,0.29,,,,,,,,,103.607,,103.607,,,,103.607,0.451927,0.451927,0.305,67.48876,67.48876,66.068895,
03/31/2005,156.68,129.314,,,,,0.0,7.653,3.105,16.608,-74.302,35.993,,,,12.004,25.369,0.0,,0.936,82.378,6.786,28.47,-24.381,-10.875,89.164,-2.637,,-3.389,,,89.916,,86.78,,0.0,83.871,83.871,,225.461,0.37,0.36,0.36,234.311,0.36,0.35,0.35,,,,,,,,,108.535,,108.535,,,,108.535,0.463209,0.463209,0.305,65.844985,65.844985,63.358,
06/30/2005,160.543,125.824,,,,,0.0,7.477,3.465,23.777,-71.786,32.325,,,,12.747,26.714,0.0,,0.0,88.757,-5.627,30.239,-14.707,-9.905,83.13,-2.252,,-6.84,,,87.718,,83.837,,0.0,80.928,80.928,,452.87,0.18,0.165,0.165,461.09,0.175,0.16,0.16,,,,,,,,,112.443,,112.443,,,,112.443,0.243863,0.243863,0.305,125.069991,125.069991,122.840328,
09/30/2005,145.884,128.311,,,,,0.0,6.946,3.303,7.324,-72.591,32.605,,,,14.084,25.902,0.0,,0.0,73.293,6.288,33.652,-31.137,-8.803,79.581,0.935,,-8.439,,,88.955,,85.343,,0.0,82.434,82.434,,227.017,0.36,0.33,0.33,231.733,0.36,0.32,0.32,,,,,,,,,116.266,,116.266,,,,116.266,0.501724,0.501724,0.305,60.790399,60.790399,59.553253,
12/31/2005,154.19,122.108,,,,,0.0,8.398,17.713,5.971,-74.201,32.79,,,,17.964,23.447,0.0,,0.0,52.524,62.323,34.54,-63.98,-32.883,114.847,3.789,,-19.013,,,137.649,,107.668,,0.0,104.757,104.757,,227.651,0.46,0.38,0.38,231.308,0.45,0.37,0.37,,,,,,,,,127.45,,127.45,,,,127.45,0.550997,0.550997,0.33,59.89144,59.89144,54.109933,
03/31/2006,167.062,137.156,,,,,0.0,7.395,4.194,18.317,-81.933,36.996,,,,16.731,28.206,0.0,,0.0,85.129,3.234,39.554,-16.751,-26.037,88.363,-1.577,96.195,-15.151,,,101.937,,96.195,-2.909,0.0,93.286,93.286,,228.674,0.41,0.34,0.34,233.62,0.4,0.33,0.33,,29.677,15.009,,-11.626,-1.732,,,124.614,,124.614,-1.5,-5.4,-6.1,111.614,0.52274,0.468207,0.33,63.128846,70.481642,60.556936,
06/30/2006,194.526,145.986,,,,,0.0,12.34,8.716,27.484,-90.019,39.166,,,,16.564,34.289,0.0,,0.0,104.507,-9.718,41.374,-26.761,-4.895,94.789,3.257,108.744,-18.713,,,116.759,,108.744,-2.909,0.0,105.835,105.835,,240.554,0.44,0.36,0.36,246.048,0.43,0.35,0.35,,35.617,16.61,,-18.163,-6.589,,,133.31,,133.31,-0.5,-7.6,-5.8,119.41,0.530657,0.475326,0.33,62.18709,69.42602,59.547536,
09/30/2006,149.124,149.124,,,,,0.0,0.0,0.0,0.0,-98.564,40.28,,,,22.618,35.666,0.0,,0.0,50.56,44.625,44.863,-56.478,-33.01,95.185,-2.454,91.427,-4.448,,,97.179,,91.427,-2.909,0.0,88.518,88.518,,241.002,0.37,0.35,0.35,246.146,0.36,0.34,0.34,,36.934,18.55,,-1.283,-4.12,,,138.599,,138.599,-1.0,-9.0,-8.6,119.999,0.548642,0.475014,0.36,65.616577,75.787232,62.598374,
12/31/2006,201.107,155.281,,,,,0.0,20.949,5.906,18.971,-104.91,42.397,,,,21.411,41.102,0.0,,0.0,152.019,-1.132,44.886,-5.535,-38.219,150.887,-3.613,131.899,-47.098,,,194.372,,131.893,-2.909,0.0,128.982,128.982,,247.978,0.52,0.34,0.34,252.646,0.51,0.34,0.34,,42.089,21.562,,-40.703,-4.107,,,147.831,,147.831,-2.0,-8.3,-14.0,123.531,0.568848,0.475342,0.36,63.285833,75.734901,53.647773,
03/31/2007,192.98,158.277,,,,,0.0,17.046,3.138,14.519,-107.071,42.583,,,,22.698,41.79,0.0,,0.0,85.909,-10.432,46.258,-30.16,-5.666,75.477,30.114,153.764,-52.307,,,157.898,,153.764,-2.909,0.0,150.855,150.855,,251.365,0.6,0.39,0.39,257.422,0.59,0.38,0.38,,42.142,24.753,,-2.794,-12.172,,,202.784,,202.784,-0.132,-7.4,-11.4,183.852,0.770298,0.698383,0.36,46.735166,51.54768,44.624527,
06/30/2007,220.032,169.256,,,,,0.0,13.74,4.586,32.45,-117.222,46.205,,,,24.792,46.225,0.0,,0.0,102.81,4.914,52.521,-42.215,-15.22,107.724,2.974,128.022,-27.058,,,137.756,,128.022,-2.909,0.0,125.113,125.113,,252.074,0.5,0.39,0.39,257.398,0.49,0.38,0.38,,46.109,25.055,,-2.476,-9.624,,,184.177,,184.177,-1.005,-9.8,-11.4,161.972,0.700064,0.615662,0.36,51.42388,58.473662,49.271429,
09/30/2007,208.867,172.237,,,,,0.0,12.7,4.084,19.846,-123.956,46.591,,,,29.552,47.813,0.0,,0.0,84.911,1.966,58.83,-39.31,-21.486,86.877,-0.348,78.005,-2.136,,,88.665,,78.005,-2.909,0.0,75.096,75.096,,252.327,0.3,0.29,0.29,256.497,0.29,0.28,0.28,,48.164,28.366,,-0.643,-4.341,,,146.642,,146.642,-1.5,-12.8,-12.0,120.342,0.55896,0.458711,0.4,71.56149,87.200811,68.82803,
12/31/2007,193.977,174.764,,,,,0.0,11.358,2.389,5.466,-127.433,48.358,,,,26.84,52.235,0.0,,0.0,66.544,14.248,55.477,-61.677,-8.048,80.792,9.632,83.039,-2.338,,,92.762,,83.039,,0.0,72.107,72.107,,252.735,0.28,0.28,0.31,256.774,0.28,0.28,0.31,,51.362,31.437,,,18.688,,,136.219,,136.219,-1.5,-13.5,-12.5,108.719,0.519543,0.414657,0.4,76.990728,96.465199,74.214317,
03/31/2008,225.374,188.794,,,,,0.0,11.655,3.896,21.029,-78.69,53.934,,,,24.756,48.619,0.0,,0.0,98.065,13.948,53.961,-39.057,-28.852,112.013,-9.41,98.467,-5.377,,,107.98,,98.467,-11.822,0.0,86.645,86.645,-2.981,252.932,0.34,0.33,0.33,255.916,0.34,0.32,0.32,,48.247,32.641,,-1.224,-1.911,,,164.398,0.0,164.398,-2.163,-9.8,-16.0,136.435,0.627749,0.520973,0.4,63.719753,76.779419,61.541381,
06/30/2008,231.125,182.97,,,,,0.0,11.203,4.569,32.383,-75.848,50.155,,,,25.693,50.457,0.0,,0.0,104.82,-6.142,53.6,-35.826,-11.632,98.678,1.138,94.374,-0.657,,,100.473,,94.374,-11.822,0.0,82.552,82.552,-0.024,253.74,0.33,0.32,0.32,257.318,0.32,0.32,0.32,,51.128,32.509,,-0.085,-0.177,,,171.066,0.554,174.295,-1.4,-11.5,-15.1,146.295,0.66167,0.555374,0.4,60.45314,72.023514,59.331486,
09/30/2008,232.079,189.952,,,,,0.0,12.959,5.136,24.032,-84.7,54.109,,,,30.591,53.013,0.0,,0.0,94.366,29.224,52.775,-78.469,-3.53,123.59,-12.336,108.584,-9.336,,,120.59,,108.584,-11.822,0.0,96.762,96.762,-2.795,256.164,0.38,0.34,0.36,258.933,0.37,0.34,0.36,,52.774,35.471,,-9.997,-0.185,,,176.894,5.902,185.74,-1.5,-13.4,-16.3,154.54,0.700988,0.583238,0.44,62.76858,75.440896,63.717345,
12/31/2008,222.769,196.989,,,,,0.0,11.85,4.731,9.199,-93.831,57.87,,,,35.961,53.099,0.0,,0.0,75.839,-186.386,52.256,5.808,128.322,-110.547,47.282,,-10.626,,,-52.639,1.116,-51.523,-11.822,0.0,-63.345,-63.345,0.0,268.311,-0.24,-0.28,-0.28,268.311,-0.24,-0.28,-0.28,,52.694,34.295,,-10.494,-0.17,,,10.505,111.836,122.341,-1.096,-16.4,-14.9,89.945,0.455794,0.335099,0.4,87.758969,119.367614,1021.650643,
