Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/2000,1051.98999,-968.674988,83.315002,,-32.82,50.494999,,0.0,-28.868999,21.625999,-1.621,20.004999,-198.0,0.0,-177.994995,-3.22,0.0,-181.214995,,,16.784999,0.09,0.09,-0.95,191.25,0.09,0.09,-0.93,193.686996,
06/30/2000,1083.904053,-1000.497986,83.406067,,-33.900002,49.506001,,0.0,-25.431999,24.074001,-1.807,22.267,0.0,0.0,22.267,-3.255,0.0,19.012,,,19.012001,0.09,0.09,0.09,201.201996,0.09,0.09,0.09,207.615997,
09/30/2000,1088.828003,-1004.463989,84.364014,,-32.970001,51.394001,,0.0,-22.291,29.103001,-2.182,23.648,0.0,0.0,23.648,-3.273,0.0,20.375,,,23.648001,0.11,0.11,0.11,209.501999,0.11,0.11,0.11,218.852005,
12/31/2000,1203.223022,-1104.685059,98.537964,,-39.707001,58.831001,,0.0,-20.450001,38.381001,-2.879,35.501999,-70.0,0.0,-34.498001,-3.502,0.0,-38.000001,,,32.0,0.14,0.14,-0.17,222.001999,0.14,0.14,-0.13,259.356995,
03/31/2001,1373.942017,-1270.755005,103.187012,,-41.664001,61.522999,,0.0,0.0,61.522999,-3.129,38.591999,0.0,0.0,38.591999,-3.304,0.0,35.287999,,,55.089999,0.16,0.16,0.16,222.925003,0.15,0.15,0.15,260.298004,
06/30/2001,1373.387939,-1268.031982,105.355957,,-42.507,62.848999,,0.0,0.0,62.848999,-3.431,42.317001,0.0,0.0,42.317001,-3.305,0.0,39.012001,,,56.112999,0.17,0.17,0.17,224.639008,0.16,0.16,0.16,261.993988,
09/30/2001,1380.458008,-1271.386963,109.071045,,-41.672001,67.399002,,0.0,0.0,67.399002,-3.98,45.785,0.0,0.0,45.785,-3.304,0.0,42.481,,,60.115002,0.2,0.2,0.2,225.410995,0.19,0.19,0.19,263.147003,
12/31/2001,1486.240967,-1359.541992,126.698975,,-48.344002,78.355003,,0.0,-12.898,65.457004,-4.91,60.547001,0.0,0.0,60.547001,-3.304,0.0,57.243001,,,57.243004,0.25,0.25,0.25,226.041,0.23,0.23,0.23,262.740997,
03/31/2002,1614.115967,-1490.849976,123.265991,,-43.534,79.732002,,0.0,-12.171,67.561003,-5.067,62.493999,0.0,0.0,62.493999,-3.304,0.0,59.19,,,59.190003,0.26,0.26,0.26,226.824005,0.24,0.24,0.24,264.001007,
06/30/2002,1626.465942,-1488.061035,138.404907,,-48.386002,90.018997,,0.0,-11.645,78.373997,-5.878,72.496002,0.0,0.0,72.496002,-3.305,0.0,69.191002,,,69.190997,0.3,0.3,0.3,228.115005,0.27,0.27,0.27,265.894989,
09/30/2002,1713.391968,-1564.213989,149.177979,,-48.905998,100.272003,,0.0,-11.627,88.645003,-6.649,81.996002,0.0,0.0,81.996002,-3.304,0.0,78.692002,,,78.692003,0.34,0.34,0.34,228.529007,0.31,0.31,0.31,263.876007,
12/31/2002,1851.373047,-1684.057007,167.31604,,-56.737999,110.578003,,0.0,-11.324,99.254003,512.55603,611.809998,-37.503,0.0,574.307007,0.0,0.0,574.307007,-520.0,,91.810033,0.35,2.41,2.27,253.194,0.35,2.34,2.19,261.862,
03/31/2003,2163.795898,-1991.70105,172.094849,,-55.979,116.115997,,0.0,-11.094,105.021997,-42.008999,63.013,0.0,0.0,63.013,0.0,0.0,63.013,,,63.012999,0.25,0.25,0.25,255.332001,0.24,0.24,0.24,261.781006,
06/30/2003,2204.039062,-2019.399048,184.640015,,-59.542999,125.097,,0.0,-10.875,114.222,-45.688,68.533997,0.0,0.0,68.533997,0.0,0.0,68.533997,,,68.534,0.27,0.27,0.27,256.390991,0.26,0.26,0.26,263.605988,
09/30/2003,2256.781006,-2058.894043,197.886963,,-59.388,138.498993,,0.0,-10.448,128.050993,-51.221001,76.830002,0.0,0.0,76.830002,0.0,0.0,76.830002,,,76.829992,0.3,0.3,0.3,259.696991,0.29,0.29,0.29,266.545013,
12/31/2003,2442.675049,-2229.196045,213.479004,,-62.48,150.998993,,0.0,-13.563,137.435993,-54.974998,82.460999,0.0,0.0,82.460999,0.0,0.0,82.460999,3.439,-1.376,84.523995,0.33,0.32,0.32,260.207001,0.32,0.31,0.31,267.118011,
03/31/2004,3025.943115,-2794.811035,231.13208,,-70.578003,160.554001,,0.0,-20.24,140.314001,-56.125999,84.188004,0.0,0.0,84.188004,0.0,0.0,84.188004,10.41,-4.21,90.388001,0.33,0.3,0.3,277.752991,0.32,0.29,0.29,285.911987,
06/30/2004,7304.439941,-6894.589844,409.850098,,-164.985001,244.865997,,0.0,-13.606,231.259997,-92.041,139.218994,0.0,0.0,139.218994,0.0,0.0,139.218994,5.028,-2.002,142.244997,0.31,0.3,0.3,459.816986,0.3,0.3,0.3,470.927002,
09/30/2004,7457.890137,-7004.740234,453.149902,,-154.634995,298.515991,,0.0,-13.104,285.411991,-113.593002,171.819,0.0,0.0,171.819,0.0,0.0,171.819,5.798,-2.309,175.307989,0.39,0.38,0.38,456.131012,0.38,0.37,0.37,464.769012,
12/31/2004,8012.851,-7498.294,514.557,,-164.61,349.943,,0.0,-9.273,340.67,-135.587,205.083,0.0,0.0,205.083,0.0,0.0,205.083,3.948,-1.571,207.46,0.47,0.46,0.46,450.378,0.45,0.45,0.45,458.98,
03/31/2005,8351.886719,-7869.62793,482.258789,,-150.365997,331.893005,,0.0,-5.431,326.462005,-128.951996,197.509995,0.0,0.0,197.509995,0.0,0.0,197.509995,1.209,-0.477555,198.241454,0.44,0.44,0.44,450.78299,0.43,0.43,0.43,459.352997,
06/30/2005,8199.166992,-7686.460938,512.706055,,-154.274002,358.432007,,0.0,-6.731,351.701007,-138.921997,212.779007,0.0,0.0,212.779007,0.0,0.0,212.779007,5.912,,218.69101,0.48,0.48,0.48,447.55899,0.47,0.47,0.47,456.479004,
09/30/2005,8072.440918,-7533.39502,539.045898,,-155.707993,383.338013,,0.0,-0.823,382.515013,-151.093994,231.421005,0.0,0.0,231.421005,0.0,0.0,231.421005,1.69,-0.67,232.441019,0.52,0.52,0.52,444.506989,0.51,0.51,0.51,453.593994,
12/31/2005,8306.511719,-7738.216797,568.294922,,-172.134003,396.161011,,0.0,41.625999,437.78701,-147.126007,290.661011,0.0,0.0,290.661011,0.0,0.0,290.661011,-39.07,-0.867,250.724003,0.55,0.65,0.65,444.700012,0.55,0.64,0.64,453.609985,
03/31/2006,8907.25,-8373.445312,533.804688,,-166.503006,367.302002,,0.0,10.874,378.176002,-149.378998,228.796997,0.0,0.0,228.796997,0.0,0.0,228.796997,,,228.797004,0.52,0.52,0.52,443.839996,0.51,0.51,0.51,450.360992,
06/30/2006,9438.303711,-8850.760742,587.542969,,-174.464996,413.078003,,0.0,8.657,421.735003,-166.585999,255.149002,0.0,0.0,255.149002,0.0,0.0,255.149002,-6.44,,248.709004,0.58,0.59,0.59,431.278015,0.57,0.58,0.58,437.027008,
09/30/2006,9135.212891,-8509.219727,625.993164,,-172.192001,453.800995,,0.0,23.149,476.949995,-188.395004,288.554993,0.0,0.0,288.554993,0.0,0.0,288.554993,-17.077,6.745,278.222991,0.66,0.68,0.68,421.674988,0.65,0.67,0.67,429.076996,
12/31/2006,9269.435547,-8610.700195,658.735352,,-178.860001,479.876007,,0.0,12.646,492.522007,-191.007996,301.514008,0.0,0.0,301.514008,0.0,0.0,301.514008,5.4,,306.914011,0.72,0.72,0.72,420.886993,0.71,0.71,0.71,427.575989,
03/31/2007,9481.625,,,,,467.0,,,,457.0,,279.5,,,279.5,,,279.5,,,,0.647,0.653,0.653,,0.647,0.653,0.653,,
06/30/2007,9655.333,,,,,493.5,,,,482.5,,299.75,,,299.75,,,299.75,,,,0.694,0.7,0.7,,0.694,0.7,0.7,,
