Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/01/1992,985.515015,485.561996,241.774994,243.787003,219.815002,,,15.357,,,,,40.0,,,,,760.734009,175.526001,278.036011,-102.510002,0.0,,49.255001,,,,49.255001,224.781002,,32.853001,32.853001,,,,1.233,,,,106.428007,,,106.428007,140.514008,0.783,,,,0.0,,,0.0,0.783,141.297008,0.0,303.694,,,0.0,,531.684021,835.378021,8.84,844.218021,985.515029,
10/31/1992,1096.696045,545.26001,259.933014,285.326996,264.920013,,,15.532,,,,,40.272999,,,,,865.984985,181.764999,293.263,-111.498001,0.0,,48.945999,,,,48.945999,230.710998,,33.198002,33.198002,,,,1.456,,,,114.774999,,,114.774999,149.429001,0.523,,,,0.0,,,0.0,0.523,149.952001,0.0,336.484009,,,0.0,,601.322021,937.80603,8.938,946.74403,1096.696031,
01/30/1993,1203.342041,650.923981,290.118988,360.804993,262.315002,,,10.607,,,,,42.646,,,,,966.492004,186.078003,305.22699,-119.149002,0.0,,50.771999,,,,50.771999,236.850002,,23.311001,23.311001,,,,0.999,,,,121.066998,,,121.066998,145.376999,0.346,,,,0.0,,,0.0,0.346,145.722999,0.0,375.722992,,,0.0,,672.098999,1047.821991,9.797,1057.618991,1203.34199,
05/01/1993,1318.704956,740.783997,318.315002,422.468994,271.574005,,,6.53,,,,,48.068001,,,,,1066.956055,200.054001,324.281006,-124.226997,0.0,,51.695,,,,51.695,251.749001,,21.827999,21.827999,,,,0.839,,,,131.747002,,,131.747002,154.414001,0.204,,,,0.0,,,0.0,0.204,154.618001,0.0,399.834015,,,0.0,,754.262024,1154.096039,9.991,1164.087039,1318.70504,
07/31/1993,1414.290039,766.912018,634.942017,131.970001,303.509003,,,3.831,,,,,51.303001,,,,,1125.555054,211.744003,360.382996,-148.639008,0.0,,76.990997,,,,76.990997,288.735001,,35.918999,35.918999,,,,0.696,,,,182.230994,,,182.230994,218.845993,0.057,,,,0.0,,,0.0,0.057,218.902993,0.0,759.177979,,,0.0,,425.906006,1185.083984,10.303,1195.386985,1414.289978,
10/30/1993,1745.337036,719.197021,383.596008,335.601013,395.334015,,,,,,,,142.878006,,,,,1257.409058,403.752014,,,0.0,,84.176003,,,,84.176003,487.928017,,75.470001,75.470001,,,,9.436,,,,313.195012,,,313.195012,398.101013,84.289001,,,,0.0,,,0.0,84.289001,482.390014,0.0,521.195984,,,0.0,,731.546021,1252.742005,10.205,1262.947005,1745.337019,
01/29/1994,1438.954956,765.584015,430.556,335.028015,301.946991,,,0.0,,,,,67.047997,,,,,1134.578979,216.121002,,,0.0,,88.254997,,,,88.254997,304.375999,,31.087999,31.087999,,,,0.0,,,,186.736006,,,186.736006,217.824005,0.0,,,,23.992001,,,23.992001,23.992001,241.816006,0.0,556.33197,,,0.0,,629.177979,1185.509949,11.629,1197.138948,1438.954954,
04/30/1994,1969.392944,980.747986,478.589996,502.15799,346.855011,,,,,,,,166.026001,,,,,1493.629028,406.042999,,,0.0,,69.721001,,,,69.721001,475.764,,55.651001,55.651001,,,,28.771,,,,329.963009,,,329.963009,414.38501,91.763,,,,11.711,,,11.711,103.474001,517.859011,0.0,656.349976,,,0.0,,782.424988,1438.774963,12.759,1451.533963,1969.392974,
07/30/1994,1863.386963,758.086029,167.154999,590.93103,384.196991,,,30.468,,,,,159.257996,,,,,1332.009033,406.839996,,,0.0,,124.538002,,,,124.538002,531.377998,,57.744999,57.744999,,,,2.254,,,,335.616998,,,335.616998,395.615997,0.0,,,,10.814,,,10.814,10.814,406.429997,0.0,662.833008,,,0.0,,780.908997,1443.742004,13.215,1456.957005,1863.387002,
10/29/1994,1963.480957,861.808991,228.425995,633.382996,391.34201,,,32.221001,,,,,167.759003,,,,,1453.130981,394.682007,701.502014,-306.820007,0.0,,115.667999,,,,115.667999,510.350006,,67.176003,67.176003,,,,0.0,,,,395.543998,,,395.543998,462.720001,0.0,,,,0.0,,,0.0,0.0,462.720001,0.0,681.85498,,,0.0,,805.132019,1486.986999,13.774,1500.760999,1963.481,
01/28/1995,2055.941895,961.269989,221.865997,739.403992,421.59201,,,26.504,,,,,159.526993,,,,,1568.892944,382.414001,,,0.0,,104.635002,,,,104.635002,487.049004,,94.116997,94.116997,,,,0.0,,,,353.073006,,,353.073006,447.190002,0.0,,,,0.0,,,0.0,0.0,447.190002,0.0,697.906006,,,0.0,,895.578003,1593.484009,15.268,1608.752008,2055.942011,
04/29/1995,2206.404053,1118.887024,340.075012,778.812012,399.352997,,,29.542,,,,,154.057007,,,,,1701.838989,383.700012,,,0.0,,120.864998,,,,120.864998,504.56501,,88.296997,88.296997,,,,0.0,,,,374.662018,,,374.662018,462.959015,0.0,,,,0.0,,,0.0,0.0,462.959015,0.0,736.033997,,,0.0,,990.486023,1726.52002,16.924999,1743.445019,2206.404034,
07/29/1995,2369.048096,1230.344025,355.931,874.413025,467.315002,,,35.133999,,,,,145.251007,,,,,1878.043945,377.432007,,,0.0,,113.571999,,,,113.571999,491.004005,,101.692001,101.692001,,,,0.0,,,,393.722,,,393.722,495.414001,0.0,,,,0.0,,,0.0,0.0,495.414001,0.0,757.268005,,,0.0,,1099.834961,1857.102966,16.531,1873.633966,2369.047968,
10/28/1995,2416.830078,1321.231018,312.164001,1009.067017,470.437012,,,23.025,,,,,110.488998,,,,,1925.182007,390.451996,683.521973,-293.070007,0.0,,101.195999,,,,101.195999,491.647995,,116.305,116.305,,,,0.0,,,,344.640007,,,344.640007,460.945007,0.0,,,,0.0,,,0.0,0.0,460.945007,0.0,774.638,,,0.0,,1163.624023,1938.262023,17.622999,1955.885022,2416.830029,
01/27/1996,2355.263916,1247.92395,217.682007,1030.241943,518.026978,,,25.469,,,,,113.389999,,,,,1904.810059,379.154999,,,0.0,,71.299004,,,,71.299004,450.454002,,78.471001,78.471001,,,,0.0,,,,365.427986,,,365.427986,443.898987,0.0,,,,0.0,,,0.0,0.0,443.898987,0.0,676.174011,,,0.0,,1218.287964,1894.461975,16.903,1911.364975,2355.263962,
04/27/1996,2066.87793,1181.014984,147.186005,1033.828979,357.122009,,,16.941999,,,,,104.069,,,,,1659.147949,357.441986,,,0.0,,50.287998,,,,50.287998,407.729984,,88.591003,88.591003,,,,0.0,,,,272.610992,,,272.610992,361.201996,0.0,,,,90.025002,,,90.025002,90.025002,451.226997,0.0,416.979004,,,0.0,,1181.498047,1598.477051,17.174,1615.651051,2066.878048,
07/27/1996,1947.44104,993.712021,164.580002,829.132019,400.97699,,,12.709,,,,,109.288002,,,,,1516.686035,381.404999,,,0.0,,49.349998,,,,49.349998,430.754997,,74.374001,74.374001,,,,0.0,,,,259.52401,,,259.52401,333.89801,0.0,,,,90.025002,,,90.025002,90.025002,423.923012,0.0,296.566986,,,0.0,,1209.916992,1506.483978,17.034,1523.517979,1947.44099,
10/26/1996,2049.466064,1024.755005,145.520996,879.234009,452.326996,,,16.837,,,,,96.839996,,,,,1590.759033,394.68399,723.129028,-328.445007,0.0,,64.023003,,,,64.023003,458.706993,,96.932999,96.932999,,,,0.0,,,,267.839004,,,267.839004,364.772003,0.0,,,,52.150002,,,52.150002,52.150002,416.922005,0.0,344.437012,,,0.0,,1271.072021,1615.509033,17.035,1632.544033,2049.466038,
01/31/1997,2083.00293,1102.320984,190.880005,911.440979,393.48999,,,20.201,,,,,104.663002,,,,,1620.675049,400.515991,,,0.0,,61.812,,,,61.812,462.327991,,73.517998,73.517998,,,,0.0,,,,280.064003,,,280.064003,353.582001,0.0,,,,46.650002,,,46.650002,46.650002,400.232002,0.0,350.678009,,,0.0,,1315.552979,1666.230988,16.540001,1682.770988,2083.002991,
04/30/1997,1994.900024,1044.105972,189.539993,854.565979,332.506989,,,18.4,,,,,143.136993,,,,,1538.150024,399.597992,,,0.0,,57.152,,,,57.152,456.749992,,71.57,71.57,,,,0.0,,,,245.33799,,,245.33799,316.90799,0.0,,,,19.75,,,19.75,19.75,336.65799,0.0,382.571991,,,0.0,,1259.499023,1642.071014,16.171,1658.242014,1994.900003,
07/31/1997,1887.515991,1055.866989,182.496994,873.369995,177.057999,,,15.668,,,,,204.481995,,,,,1453.074951,386.144012,,,0.0,,48.297001,,,,48.297001,434.441013,,64.522003,64.522003,,,,0.0,,,,245.167999,,,245.167999,309.690002,0.0,,,,0.0,,,0.0,0.0,309.690002,0.0,398.872009,,,0.0,,1154.642944,1553.514954,24.311001,1577.825954,1887.515957,
10/31/1997,1910.649048,1033.472992,208.542999,824.929993,234.358002,,,10.656,,,10.656,,191.895004,,,,,1470.381958,373.86499,765.383972,-391.519012,0.0,,66.402,,,,66.402,440.26699,,82.759003,82.759003,,,,0.0,,,,239.196991,,,239.196991,321.955994,0.0,,,,0.0,,,0.0,0.0,321.955994,0.0,413.675995,,,0.0,,1151.740967,1565.416962,23.275999,1588.692961,1910.648955,
01/31/1998,1902.661011,1045.143997,234.151993,810.992004,225.039001,,,9.178,,,9.178,,186.037994,,,,,1465.399048,363.507996,767.218018,-403.709991,0.0,,73.753998,,,,73.753998,437.261993,,66.489998,66.489998,,,,0.0,,,,243.852989,,,243.852989,310.342987,0.0,,,,0.0,,,0.0,0.0,310.342987,0.0,415.231995,,,0.0,,1156.375,1571.606995,20.711,1592.317995,1902.660982,
04/30/1998,1915.185059,1084.634995,156.843002,927.791992,220.128006,,,6.316,,,6.316,,180.001007,,,,,1491.079956,340.708008,748.245972,-407.537994,0.0,,83.397003,,,,83.397003,424.105011,,60.875,60.875,,,,0.0,,,,223.627991,,,223.627991,284.502991,0.0,,,,0.0,,,0.0,0.0,284.502991,0.0,429.256012,,,0.0,,1182.744995,1612.001007,18.681,1630.682007,1915.184998,
07/31/1998,2007.634033,1147.925018,178.753998,969.171021,231.220993,,,4.274,,,4.274,,168.046997,,,,,1551.467041,347.623993,760.013977,-412.390015,0.0,,108.542999,,,,108.542999,456.166992,,66.498001,66.498001,,,,0.0,,,,288.975998,,,288.975998,355.473999,0.0,,,,0.0,,,0.0,0.0,355.473999,0.0,432.037994,,,0.0,,1203.152954,1635.190948,16.969,1652.159948,2007.633947,
10/31/1998,1924.112061,1007.166977,177.082993,830.083984,246.576996,,,3.562,,,3.562,,178.393997,,,,,1435.699951,346.196014,695.557007,-349.360992,114.815002,,27.400999,,,,27.400999,488.412015,,77.987,77.987,,,,0.0,,,,336.708007,,,336.708007,414.695007,0.0,,,,0.0,,,0.0,0.0,414.695007,0.0,234.656006,,,-244.964005,,1503.806046,1493.498047,15.919,1509.417047,1924.112054,
01/31/1999,1930.671021,1015.421997,1015.421997,,206.227005,,,2.737,,,,,182.542007,,,,,1406.927979,341.171997,702.286987,-361.11499,156.841995,,25.729,0.0,,,25.729,523.742992,,73.643997,73.643997,,,,0.0,,,,327.991989,,,327.991989,401.635986,0.0,,,,0.0,,,0.0,0.0,401.635986,0.0,198.453003,,,0.0,,1314.649048,1513.102051,15.933,1529.03505,1930.671037,
04/30/1999,1919.093018,974.440018,185.044998,789.39502,209.281998,,,3.108,,,3.108,,163.365997,,,,,1350.196045,344.260986,700.486023,-356.225006,200.302002,,24.334,,,,24.334,568.896988,,61.919998,61.919998,,,,0.0,,,,335.755997,,,335.755997,397.675995,0.0,,,,0.0,,,0.0,0.0,397.675995,0.0,164.621002,,,,,1346.223022,1510.844025,10.573,1521.417025,1919.093019,
07/31/1999,1963.581055,992.201019,301.128998,691.072021,233.302002,,,2.945,,,2.945,0.0,142.867004,,,,,1371.314941,344.75,699.843018,-355.092987,210.835007,,36.681,0.0,,,36.681,592.266006,,74.636002,74.636002,,,,0.0,,,,325.897995,,,325.897995,400.533997,0.0,,,,0.0,,,0.0,0.0,400.533997,0.0,157.822006,,,0.0,,1395.116943,1552.93895,10.108,1563.046949,1963.580946,
10/31/1999,1942.31897,895.404022,274.269012,621.13501,305.195007,,,3.753,,,3.753,,131.264008,,,,,1335.615967,347.011993,690.359009,-343.346985,229.113998,,30.577,,,,30.577,606.702991,,85.037003,85.037003,,,,0.0,,,,354.594986,,,354.594986,439.631989,0.0,,,,0.0,,,0.0,0.0,439.631989,0.0,32.659,,,-354.122009,,1813.70404,1492.241031,10.446,1502.687031,1942.31902,
01/31/2000,2019.009033,947.515015,371.028992,576.486023,236.856995,,,4.028,,,,,77.418999,,,,,1265.81897,341.81601,698.255981,-356.440002,375.752014,,35.622002,0.0,,,35.622002,753.190025,,57.522999,57.522999,,,,0.0,,,,348.845013,,,348.845013,406.368011,0.0,,,,0.0,,,0.0,0.0,406.368011,0.0,32.771,,,0.0,,1568.240967,1601.011967,11.629,1612.640966,2019.008978,
04/30/2000,1772.540039,646.708984,244.951996,401.756989,239.201996,,,3.591,,,3.591,,107.287003,,,,,996.789001,341.911987,710.034973,-368.122986,371.319,,62.52,,,,62.52,775.750988,,73.932999,73.932999,,,,0.0,,,,292.448013,,,292.448013,366.381012,0.0,,,,0.0,,,0.0,0.0,366.381012,0.0,32.455002,,,,,1361.696045,1394.151047,12.008,1406.159047,1772.540059,
07/31/2000,1792.713989,676.641998,361.556,315.085999,214.003006,,,3.215,,,3.215,,120.066002,,,,,1013.926025,309.290009,608.948975,-299.658997,413.109009,,56.389,,0.0,,56.389,778.788017,,81.323997,81.323997,,,,0.0,0.0,0.0,0.0,315.43,,,315.43,396.753998,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,396.753998,0.0,67.274002,,,,,1316.776978,1384.05098,11.909,1395.95998,1792.713978,
10/31/2000,1712.345947,698.192993,289.536987,408.656006,196.671997,,,2.621,,,2.621,,109.873001,,,,,1007.359009,290.104004,584.40802,-294.303986,383.583008,,31.299999,,,,31.299999,704.987011,,85.050003,85.050003,,,,0.0,0.0,0.0,0.0,370.028,,,370.028,455.078003,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,455.078003,0.0,32.762001,,,-154.998001,,1367.320999,1245.084999,12.183,1257.267999,1712.346002,
01/31/2001,1645.453979,655.448975,655.448975,0.0,161.095001,,,1.898,,,1.898,,107.633003,,,,,926.075012,282.937012,,,397.876007,,38.566002,0.0,0.0,0.0,38.566002,719.379021,,94.286003,94.286003,,,,0.0,0.0,0.0,0.0,374.433998,,,374.433998,468.720001,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,468.720001,0.0,1282.391968,,,0.0,,-117.114998,1165.27697,11.457,1176.73397,1645.453971,
04/30/2001,1569.022949,638.606995,306.389008,332.217987,138.882004,,,1.465,,,1.465,,102.866997,,,,,881.820984,276.290985,,,362.695007,,48.216,0.0,0.0,0.0,48.216,687.201992,,75.836998,75.836998,,,,0.0,0.0,0.0,0.0,347.555,,,347.555,423.391998,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,423.391998,0.0,38.403,,,,,1079.245972,1117.648972,27.982,1145.630972,1569.02297,
07/31/2001,1947.729004,686.942993,686.942993,0.0,230.570007,,,1.067,,,1.067,,91.926003,,,,,1010.505981,291.169006,,,366.315002,,279.739014,0.0,0.0,0.0,279.739014,937.223022,,79.228996,79.228996,,,,0.0,0.0,0.0,0.0,494.526985,,,494.526985,573.755981,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,573.755981,0.0,292.342987,,,,,1056.468018,1348.811005,25.162001,1373.973005,1947.728987,
10/31/2001,1904.005981,705.242981,705.242981,0.0,227.044006,,,0.947,,,0.947,,94.132004,,,,,1027.365967,496.619995,838.187988,-341.567993,114.971001,,265.049011,192.016006,180.460007,11.556,73.033005,876.640007,,77.570999,77.570999,,,,0.0,0.0,0.0,0.0,533.332016,,,533.332016,610.903015,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,610.903015,0.0,292.56601,,,,,978.101013,1270.667023,22.436001,1293.103024,1904.006039,
01/31/2002,1831.259033,735.518982,735.518982,0.0,159.085999,,,1.079,,,1.079,,83.971001,,,,,979.655029,470.14801,,,112.532997,,268.923004,195.223007,189.845001,5.378006,73.699997,851.604012,,57.069,57.069,,,,0.0,0.0,0.0,0.0,469.079987,,,469.079987,526.148987,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,526.148987,0.0,293.897003,,,,,989.817993,1283.714996,21.395,1305.109997,1831.258984,
04/30/2002,1631.880981,683.294983,683.294983,0.0,173.378998,,,0.416,,,0.416,,79.363998,,,,,936.453979,461.03299,,,93.197998,,141.195999,55.252998,51.539001,3.713997,85.943001,695.426987,,55.977001,55.977001,,,,0.0,0.0,0.0,0.0,442.766987,,,442.766987,498.743988,0.0,0.0,0.0,0.0,20.438,,,20.438,20.438,519.181988,0.0,299.303986,,,,,813.39502,1112.699005,0.0,1112.699005,1631.880993,
07/31/2002,1717.795044,607.309998,607.309998,0.0,204.811005,,,0.231,,,0.231,,71.709,,,,,884.060974,459.687012,,,94.656998,,279.390015,206.167007,167.309998,38.85701,73.223007,833.734024,,59.063,59.063,,,,0.0,0.0,0.0,0.0,494.056995,,,494.056995,553.119995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,553.119995,0.0,328.028015,,,,,817.47699,1145.505005,19.17,1164.675005,1717.795,
10/31/2002,1665.064941,635.857971,635.857971,0.0,214.826996,214.826996,,0.137,,,0.137,,68.716003,,,,,919.538025,369.188995,664.502991,-295.313995,73.452003,,302.885986,215.884995,179.533997,36.350998,87.000992,745.526985,,57.241001,57.241001,,,,0.0,0.0,0.0,0.0,534.266018,,,534.266018,591.507019,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,591.507019,0.0,333.891998,,,0.0,738.663025,-7.013,1065.542023,8.016,1073.558022,1665.065042,
01/31/2003,1609.860962,650.755005,650.755005,,159.710007,,,0.0,,,,,71.143997,,,,,881.609009,360.154999,,,65.237999,,302.859009,212.317001,179.210007,33.106995,90.542007,728.252007,,53.825001,53.825001,,,,0.0,0.0,0.0,0.0,492.391003,,,492.391003,546.216003,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,546.216003,0.0,334.98999,,,0.0,,720.862976,1055.852966,7.792,1063.644966,1609.86097,
04/30/2003,1602.581055,626.396973,626.396973,0.0,183.671997,,,0.0,,,,,76.878998,,,,,886.947998,353.183014,,,55.603001,,306.846985,210.671005,180.578995,30.09201,96.17598,715.632999,,61.007,61.007,,,,0.0,0.0,0.0,0.0,499.144978,,,499.144978,560.151978,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,560.151978,0.0,340.890015,,,0.0,698.164001,-4.466003,1034.588013,7.841,1042.429013,1602.58099,
07/31/2003,1622.740967,738.776978,738.776978,0.0,217.229996,,,0.0,0.0,0.0,0.0,0.0,70.093002,,,,,1026.099976,258.90799,,,51.039001,,286.694,182.656998,178.296997,4.360001,104.037003,596.640991,,48.263,48.263,,,,0.0,0.0,0.0,0.0,538.677002,,,538.677002,586.940002,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,586.940002,0.0,341.838013,,,0.0,685.763,0.184021,1027.785034,8.016,1035.801034,1622.741036,
10/31/2003,1567.652954,751.85202,366.932007,384.920013,232.492004,232.492004,,0.0,0.0,0.0,0.0,0.0,46.209,,,,,1030.552979,255.526001,539.338989,-283.812988,50.948002,,230.626007,224.100006,213.300003,10.800003,6.526001,537.10001,,50.257999,50.257999,,,,0.0,0.0,0.0,0.0,576.200008,,,576.200008,626.458008,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,626.458008,0.0,356.661987,,,0.0,576.758972,1.049011,934.469971,6.725,941.194971,1567.652978,
01/31/2004,1602.73999,605.153992,605.153992,0.0,176.287003,176.287003,,0.0,0.0,0.0,0.0,0.0,54.189999,,,,,835.630981,254.235992,,,51.798,,461.071991,454.700989,401.972992,52.727997,6.371002,767.105984,,57.275002,57.275002,,,,0.0,0.0,0.0,0.0,539.943993,,,539.943993,597.218994,0.0,0.0,0.0,0.0,17.097,,,17.097,17.097,614.315994,0.0,390.027008,,,0.0,586.89502,4.463989,981.386017,7.035,988.421017,1602.737011,
04/30/2004,1667.689941,636.133972,636.133972,,214.731003,214.731003,,0.0,0.0,0.0,0.0,0.0,57.120998,,,,,907.986023,248.447998,,,52.936001,,458.324005,452.026001,401.968994,50.057007,6.298004,759.708004,,53.404999,53.404999,,,,0.0,0.0,0.0,0.0,537.448029,,,537.448029,590.853027,0.0,0.0,0.0,0.0,16.458,,,16.458,16.458,607.311028,50.0,433.880005,,,0.0,571.495972,-1.704956,1053.671021,6.712,1060.38302,1667.694048,
07/31/2004,2230.639893,1149.387024,573.638,575.749023,245.373001,245.373001,,0.0,0.0,0.0,0.0,0.0,55.847,,,,,1450.609985,246.242004,,,56.122002,,477.671997,456.760986,405.447998,51.312988,20.911011,780.036003,,52.780998,52.780998,,,,0.0,0.0,0.0,0.0,597.06501,,,597.06501,649.846008,600.0,600.0,0.0,0.0,16.959,,,16.959,616.959,1266.805008,25.0,460.23999,,,-125.0,594.711975,2.088013,957.039978,6.798,963.837978,2230.642986,
10/31/2004,2293.358,1211.467,434.404,777.063,269.431,269.431,,0.0,0.0,0.0,0.0,0.0,55.846,,,,,1536.744,231.468,511.462,-279.994,55.986,,469.16,439.704,391.088,48.616,29.456,756.614,,55.956,55.956,,,,0.0,0.0,0.0,0.0,636.858,,,636.858,692.814,600.0,600.0,0.0,0.0,3.855,,,3.855,603.855,1296.669,25.0,470.408,,,-124.989,607.851,10.094,988.364,8.325,996.689,2293.358,
