Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/11/2005,337.576,,,-251.064,,86.512,,-41.128,,,,45.384,-11.591,11.591,11.674,-0.083,0.0,0.0,33.793,-12.977,20.816,0.0,,,20.816,0.0,20.816,0.0,0.0,20.816,20.816,,66.379392,0.31,0.31,0.31,68.407559,0.3,0.3,0.3,
01/01/2006,457.399,,,-340.035,,117.364,,-60.719,,,,56.645,6.626,,15.903,-0.445,0.0,-22.084,63.271,-24.164,39.107,0.0,,,39.107,0.0,39.107,0.0,0.0,39.107,39.107,,68.304808,0.59,0.59,0.45,68.304808,0.58,0.58,0.45,
03/26/2006,347.654,,,-253.359,,94.295,,-40.404,,,,53.891,-11.71,11.71,12.065,-0.355,0.0,0.0,42.181,-16.029,26.152,0.0,,,26.152,0.0,26.152,0.0,0.0,26.152,26.152,,66.219407,0.39,0.39,0.39,67.672576,0.39,0.39,0.39,
06/18/2006,327.741,,,-238.976,,88.765,,-42.366,,,,46.399,-12.776,12.776,12.899,-0.123,,0.0,33.623,-9.117,24.506,,,,24.506,,24.506,,,24.506,24.506,,62.024649,0.4,0.4,0.4,63.340062,0.39,0.39,0.39,
09/10/2006,326.669,,,-240.89,,85.779,,-35.066,,,,50.713,-13.219,13.219,13.6,-0.381,,0.0,37.494,-12.97,24.524,,,,24.524,,24.524,,,24.524,24.524,-2.8,62.201247,0.39,0.39,0.35,63.405773,0.39,0.39,0.35,
12/31/2006,435.255,,,-319.563,,115.692,,-52.498,,,,63.194,-16.067,,16.447,-0.38,0.0,0.0,47.127,-16.082,31.045,0.0,,,31.045,0.0,31.045,0.0,0.0,31.045,31.045,,62.09,0.5,0.5,0.5,63.36,0.49,0.49,0.49,
03/25/2007,339.321,,,-248.251,,91.07,0.0,-40.338,,,,50.732,-37.187,23.893,24.443,-0.55,0.0,13.294,13.545,-5.147,8.398,0.0,,,8.398,0.0,8.398,0.0,0.0,8.398,8.398,,62.569414,0.13,0.13,0.38,64.076179,0.13,0.13,0.38,
06/17/2007,340.289,,,-248.422,,91.867,0.0,-48.568,,,,43.299,-41.056,41.056,44.776,-3.72,,0.0,2.243,0.074,2.317,,,,2.317,,2.317,,0.0,2.317,2.317,,62.709994,0.04,0.04,0.4272,64.717208,0.04,0.04,0.41519,
09/09/2007,337.318,,,-253.39,,83.928,,-40.167,,,,43.761,-25.514,25.514,26.513,-0.999,,0.0,18.247,-7.256,10.991,,,,10.991,,10.991,,,10.991,10.991,,62.770622,0.18,0.18,0.18,63.971505,0.17,0.17,0.17,
12/30/2007,445.941,,,-333.955,,111.986,,-55.868,,,,56.118,-34.594,34.546,34.594,-0.048,0.0,0.048,21.524,-5.348,16.176,0.0,,,16.176,0.0,16.176,0.0,0.0,16.176,16.176,-3.468,61.9,0.26,0.26,0.21,61.900133,0.26,0.26,0.21,
03/23/2008,339.012,,,-250.977,,88.035,0.0,-38.685,,,,49.35,-25.818,25.818,26.708,-0.89,,0.0,23.532,-9.413,14.119,,,,14.119,,14.119,,0.0,14.119,14.119,,59.403681,0.24,0.24,0.212,60.08573,0.23,0.23,0.202,
06/15/2008,334.347,,,-246.588,,87.759,0.0,-34.207,,,,53.552,-24.928,24.928,25.577,-0.649,,0.0,28.624,-9.894,18.73,,,,18.73,0.0,18.73,0.0,0.0,18.73,18.73,,58.083234,0.32,0.32,0.22,58.789987,0.32,0.32,0.22,
09/07/2008,323.588,,,-244.868,,78.72,,-38.483,,,,40.237,-25.678,25.678,26.125,-0.447,,0.0,14.559,-4.463,10.096,,,,10.096,0.0,10.096,0.0,,10.096,10.096,,57.079022,0.18,0.18,0.14,58.042743,0.17,0.17,0.13,
12/28/2008,428.167,,,-319.42,,108.747,,-56.856,,,,51.891,-35.736,35.736,35.736,,,0.0,16.155,-5.129,11.026,,,,11.026,0.0,11.026,0.0,,11.026,11.026,,57.101782,0.19,0.19,0.19,57.101782,0.19,0.19,0.19,
03/22/2009,321.828,117.879,203.949,-233.011,233.011,88.817,0.0,-43.899,43.899,43.899,0.0,44.918,-5.327,26.501,26.968,-0.467,,-21.174,39.591,-15.821,23.77,0.0,0.0,0.0,23.77,0.0,23.77,0.0,0.0,23.77,11.45365,-12.31635,57.027733,0.42,0.42,0.200844,57.351475,0.41,0.41,0.195248,
06/14/2009,316.632,112.423,204.209,-230.673,230.673,85.959,0.0,-45.655,45.655,45.655,0.0,40.304,-12.981,25.919,26.03,-0.111,,-12.938,27.323,-12.796,14.527,0.0,0.0,0.0,14.527,0.0,14.527,0.0,0.0,14.527,7.20435,-7.32265,57.303187,0.25,0.25,0.125723,57.737247,0.25,0.25,0.123173,
09/06/2009,302.715,107.006,195.709,-219.564,219.564,83.151,0.0,-42.701,42.701,42.701,0.0,40.45,-10.238,24.528,24.631,-0.103,,-14.29,30.212,-12.383,17.829,0.0,0.0,0.0,17.829,0.0,17.829,0.0,0.0,17.829,9.8429,-7.9861,57.499085,0.31,0.31,0.171184,57.981137,0.31,0.31,0.171184,
01/03/2010,462.882,156.252,306.63,-333.833,333.833,129.049,0.0,-65.213,65.213,65.213,0.0,63.836,-25.439,33.313,33.316,-0.003,,-7.874,38.397,-14.778,23.619,0.0,0.0,0.0,23.619,0.0,23.619,0.0,0.0,23.619,20.14605,-3.47295,58.206371,0.41,0.41,0.346114,58.206371,0.41,0.41,0.346114,
03/28/2010,381.131,130.149,250.982,-273.137,273.137,107.994,0.0,-50.453,50.453,50.453,0.0,57.541,-17.979,24.123,24.153,-0.03,,-6.144,39.562,-15.043,24.519,0.0,0.0,0.0,24.519,0.0,24.519,0.0,0.0,24.519,21.3121,-3.2069,57.974968,0.42,0.42,0.367609,59.731959,0.41,0.41,0.356312,
06/20/2010,362.405,117.907,244.498,-262.069,262.069,100.336,0.0,-45.787,45.787,45.787,0.0,54.549,-20.229,21.722,21.77,-0.048,,-1.493,34.32,-11.695,22.625,0.0,0.0,0.0,22.625,0.0,22.625,0.0,0.0,22.625,21.93085,-0.69415,58.221492,0.39,0.39,0.37668,60.760689,0.37,0.37,0.358576,
09/12/2010,347.388,115.911,231.477,-253.235,253.235,94.153,0.0,-45.929,45.929,45.929,0.0,48.224,-21.016,21.954,22.021,-0.067,,-0.938,27.208,-10.608,16.6,0.0,0.0,0.0,16.6,0.0,16.6,0.0,0.0,16.6,16.35565,-0.24435,58.46672,0.28,0.28,0.279743,60.688791,0.27,0.27,0.265974,
01/02/2011,479.97,155.013,324.957,-343.864,343.864,136.106,0.0,-68.72,68.72,68.72,0.0,67.386,-29.531,28.766,28.866,-0.1,,0.765,37.855,-13.682,24.173,0.0,0.0,0.0,24.173,0.0,24.173,0.0,0.0,24.173,24.88735,0.71435,61.715975,0.39,0.39,0.403256,61.715975,0.39,0.39,0.401575,
03/27/2011,389.186,126.779,262.407,-277.58,277.58,111.606,0.0,-46.494,46.494,46.494,0.0,65.112,-21.377,21.377,21.457,-0.08,,0.0,43.735,-16.624,27.111,0.0,0.0,0.0,27.111,0.0,27.111,0.0,0.0,27.111,26.046,-1.065,59.410513,0.46,0.46,0.438407,62.340128,0.43,0.43,0.412916,
06/19/2011,384.933,122.255,262.678,-274.239,274.239,110.694,0.0,-48.648,48.648,48.648,0.0,62.046,-20.97,20.97,21.044,-0.074,,0.0,41.076,-15.828,25.248,0.0,0.0,0.0,25.248,0.0,25.248,0.0,0.0,25.248,25.23955,-0.00845,60.42835,0.42,0.42,0.417677,63.226096,0.4,0.4,0.399866,
09/11/2011,376.326,117.886,258.44,-272.967,272.967,103.359,0.0,-47.505,47.505,47.505,0.0,55.854,-20.924,20.924,20.984,-0.06,,0.0,34.93,-12.839,22.091,0.0,0.0,0.0,22.091,0.0,22.091,0.0,0.0,22.091,21.777,-0.314,59.172788,0.37,0.37,0.368024,61.833635,0.36,0.36,0.354922,
01/01/2012,501.748,156.435,345.313,-356.891,356.891,144.857,0.0,-68.725,68.725,68.725,0.0,76.132,-28.067,28.067,28.15,-0.083,,0.0,48.065,-17.154,30.911,0.0,0.0,0.0,30.911,0.0,30.911,0.0,0.0,30.911,30.8824,-0.0286,59.764693,0.52,0.52,0.516733,59.764693,0.52,0.52,0.516733,
03/25/2012,384.587,122.811,261.776,-269.938,269.938,114.649,0.0,-47.754,47.754,47.754,0.0,66.895,-32.096,32.096,32.25,-0.154,,0.0,34.799,-14.057,20.742,0.0,0.0,0.0,20.742,0.0,20.742,0.0,0.0,20.742,27.93395,7.19195,56.957875,0.36,0.36,0.490432,59.660962,0.35,0.35,0.470547,
06/17/2012,376.124,118.197,257.927,-261.517,261.517,114.607,0.0,-48.829,48.829,48.829,0.0,65.778,-20.665,20.665,20.717,-0.052,,0.0,45.113,-17.018,28.095,0.0,0.0,0.0,28.095,0.0,28.095,0.0,0.0,28.095,28.02285,-0.07215,56.724754,0.5,0.5,0.494014,59.449449,0.47,0.47,0.468786,
09/09/2012,378.077,116.258,261.819,-266.67,266.67,111.407,0.0,-49.789,49.789,49.789,0.0,61.618,-20.649,20.649,20.683,-0.034,,0.0,40.969,-14.993,25.976,0.0,0.0,0.0,25.976,0.0,25.976,0.0,0.0,25.976,25.28065,-0.69535,56.082516,0.46,0.46,0.450776,58.519573,0.44,0.44,0.428118,
12/30/2012,539.65,161.386,378.264,-378.974,378.974,160.676,0.0,-72.637,72.637,72.637,0.0,88.039,-27.734,27.734,27.798,-0.064,,0.0,60.305,-22.727,37.578,0.0,0.0,0.0,37.578,0.0,37.578,0.0,0.0,37.578,37.98555,0.40755,58.487618,0.64,0.64,0.649463,58.487618,0.64,0.64,0.646968,
03/24/2013,417.617,132.412,285.205,-287.811,287.811,129.806,0.0,-54.281,54.281,54.281,0.0,75.525,-20.903,20.903,20.945,-0.042,,0.0,54.622,-20.202,34.42,0.0,0.0,0.0,34.42,0.0,34.42,0.0,0.0,34.42,34.3628,-0.0572,55.74679,0.62,0.62,0.616409,58.224408,0.59,0.59,0.589018,
06/16/2013,414.009,126.676,287.333,-288.022,288.022,125.987,0.0,-52.146,52.146,52.146,0.0,73.841,-20.396,20.396,20.426,-0.03,,0.0,53.445,-20.175,33.27,0.0,0.0,0.0,33.27,0.0,33.27,0.0,0.0,33.27,33.14195,-0.12805,55.468971,0.6,0.6,0.597486,57.960232,0.57,0.57,0.567791,
09/08/2013,404.05,123.769,280.281,-283.416,283.416,120.634,0.0,-53.858,53.858,53.858,0.0,66.776,-20.323,20.323,20.347,-0.024,,0.0,46.453,-15.821,30.632,0.0,0.0,0.0,30.632,0.0,30.632,0.0,0.0,30.632,29.4131,-1.2189,55.06545,0.56,0.56,0.534148,57.345677,0.53,0.53,0.508745,
12/29/2013,566.547,166.927,399.62,-394.0,394.0,172.547,0.0,-74.877,74.877,74.877,0.0,97.67,-27.091,27.091,27.154,-0.063,,0.0,70.579,-25.916,44.663,0.0,0.0,0.0,44.663,0.0,44.663,0.0,0.0,44.663,44.9477,0.2847,57.412557,0.78,0.78,0.78289,57.412557,0.78,0.78,0.78289,
03/23/2014,453.852,135.878,317.974,-316.81,316.81,137.042,0.0,-52.867,52.867,52.867,0.0,84.175,-20.295,20.295,20.326,-0.031,,0.0,63.88,-23.406,40.474,0.0,0.0,0.0,40.474,0.0,40.474,0.0,0.0,40.474,39.4626,-1.0114,55.211837,0.73,0.73,0.714749,57.372471,0.71,0.71,0.692371,
06/15/2014,450.463,130.852,319.611,-315.818,315.818,134.645,0.0,-53.282,53.282,53.282,0.0,81.363,-19.824,19.824,19.851,-0.027,,0.0,61.539,-23.077,38.462,0.0,0.0,0.0,38.462,0.0,38.462,0.0,0.0,38.462,38.37685,-0.08515,55.015394,0.7,0.7,0.697566,57.124457,0.67,0.67,0.668509,
09/07/2014,446.568,129.502,317.066,-313.054,313.054,133.514,0.0,-56.573,56.573,56.573,0.0,76.941,-19.952,19.952,19.974,-0.022,,0.0,56.989,-21.371,35.618,0.0,0.0,0.0,35.618,0.0,35.618,0.0,0.0,35.618,35.8169,0.1989,54.620539,0.65,0.65,0.659741,56.610608,0.63,0.63,0.637513,
12/28/2014,642.95,182.457,460.493,-453.385,453.385,189.565,0.0,-86.683,86.683,86.683,0.0,102.882,-26.667,26.667,26.73,-0.063,,0.0,76.215,-28.182,48.033,0.0,0.0,0.0,48.033,0.0,48.033,0.0,0.0,48.033,51.647,3.614,56.777007,0.85,0.85,0.909646,56.777007,0.85,0.85,0.909646,
03/22/2015,502.027,154.149,347.878,-344.961,344.961,157.066,0.0,-62.813,62.813,62.813,0.0,94.253,-20.071,20.071,20.153,-0.082,,0.0,74.182,-27.893,46.289,0.0,0.0,0.0,46.289,0.0,46.289,0.0,0.0,46.289,46.3865,0.0975,55.207646,0.84,0.84,0.840219,57.013552,0.81,0.81,0.81171,
06/14/2015,488.622,149.621,339.001,-335.95,335.95,152.672,0.0,-60.441,60.441,60.441,0.0,92.231,-18.953,18.953,19.01,-0.057,,0.0,73.278,-27.369,45.909,0.0,0.0,0.0,45.909,0.0,45.909,0.0,0.0,45.909,45.6347,-0.2743,54.833094,0.84,0.84,0.832247,56.628237,0.81,0.81,0.805156,
09/06/2015,484.696,145.841,338.855,-342.742,342.742,141.954,0.0,-61.411,61.411,61.411,0.0,80.543,-19.915,19.915,19.979,-0.064,,0.0,60.628,-22.796,37.832,0.0,0.0,0.0,37.832,0.0,37.832,0.0,0.0,37.832,37.96135,0.12935,54.463073,0.69,0.69,0.697011,56.11567,0.67,0.67,0.672305,
01/03/2016,741.183,220.113,521.07,-509.744,509.744,231.439,0.0,-93.027,93.027,93.027,0.0,138.412,-40.285,40.285,40.395,-0.11,,0.0,98.127,-35.368,62.759,0.0,0.0,0.0,62.759,0.0,62.759,0.0,0.0,62.759,67.064,4.305,53.351075,1.18,1.18,1.257032,53.351075,1.18,1.18,1.257032,
03/27/2016,539.175,203.48,335.695,-371.959,371.959,167.216,0.0,-68.504,68.504,68.504,0.0,98.712,-25.87,25.87,26.146,-0.276,,0.0,72.842,-27.391,45.451,0.0,0.0,0.0,45.451,0.0,45.451,0.0,0.0,45.451,45.5069,0.0559,49.697494,0.91,0.91,0.915678,51.230604,0.89,0.89,0.891091,
06/19/2016,547.341,208.082,339.259,-375.503,375.503,171.838,0.0,-68.137,68.137,68.137,0.0,103.701,-25.009,25.009,25.206,-0.197,,0.0,78.692,-29.431,49.261,0.0,0.0,0.0,49.261,0.0,49.261,0.0,0.0,49.261,49.36565,0.10465,49.21333,1.0,1.0,1.003095,50.459754,0.98,0.98,0.982074,
09/11/2016,566.677,171.603,395.074,-392.774,392.774,173.903,0.0,-72.992,72.992,72.992,0.0,100.911,-25.097,25.097,25.18,-0.083,,0.0,75.814,-28.582,47.232,0.0,0.0,0.0,47.232,0.0,47.232,0.0,0.0,47.232,47.3789,0.1469,48.043379,0.98,0.98,0.986169,49.242182,0.96,0.96,0.962983,
01/01/2017,819.435,247.578,571.857,-564.701,564.701,254.734,0.0,-104.017,104.017,104.017,0.0,150.717,-33.407,33.407,33.536,-0.129,,0.0,117.31,-44.576,72.734,0.0,0.0,0.0,72.734,0.0,72.734,0.0,0.0,72.734,72.9875,0.2535,49.090074,1.48,1.48,1.486808,49.090074,1.48,1.48,1.485164,
03/26/2017,624.217,235.664,388.553,-430.401,430.401,193.816,0.0,-77.782,77.782,77.782,0.0,116.034,-25.52,25.52,25.631,-0.111,,0.0,90.514,-28.045,62.469,0.0,0.0,0.0,62.469,0.0,62.469,0.0,0.0,62.469,62.5873,0.1183,47.839847,1.31,1.31,1.308267,49.706023,1.26,1.26,1.26238,
06/18/2017,628.611,238.507,390.104,-435.766,435.766,192.845,0.0,-79.978,79.978,79.978,0.0,112.867,-24.335,24.335,24.611,-0.276,,0.0,88.532,-22.791,65.741,0.0,0.0,0.0,65.741,0.0,65.741,0.0,0.0,65.741,65.84695,0.10595,47.972526,1.37,1.37,1.372597,49.776821,1.32,1.32,1.322129,
09/10/2017,643.642,241.499,402.143,-445.164,445.164,198.478,0.0,-81.398,81.398,81.398,0.0,117.08,-32.529,32.529,33.141,-0.612,,0.0,84.551,-28.183,56.368,0.0,0.0,0.0,56.368,0.0,56.368,0.0,0.0,56.368,60.01495,3.64695,46.034807,1.22,1.22,1.303686,47.715788,1.18,1.18,1.256431,
12/31/2017,891.509,260.805,630.704,-610.657,610.657,280.852,0.0,-105.601,105.601,105.601,0.0,175.251,-38.695,38.695,39.158,-0.463,,0.0,136.556,-43.229,93.327,0.0,0.0,0.0,93.327,0.0,93.327,0.0,0.0,93.327,90.8596,-2.4674,44.593094,2.09,2.09,2.037526,44.593094,2.09,2.09,2.034669,
03/25/2018,785.371,263.097,522.274,-485.506,485.506,299.865,0.0,-166.389,84.178,84.178,82.211,133.476,-29.806,29.806,30.286,-0.48,,0.0,103.67,-14.843,88.827,0.0,0.0,0.0,88.827,0.0,88.827,0.0,0.0,88.827,89.11535,0.28835,42.822112,2.07,2.07,2.081059,44.377509,2.0,2.0,2.006498,
06/17/2018,779.396,257.55,521.846,-485.816,485.816,293.58,0.0,-167.435,86.506,86.506,80.929,126.145,-34.948,34.948,36.127,-1.179,,0.0,91.197,-13.789,77.408,0.0,0.0,0.0,77.408,0.0,77.408,0.0,0.0,77.408,80.49666,3.08866,42.044035,1.84,1.84,1.91458,43.582996,1.78,1.78,1.850868,
09/09/2018,785.965,340.869,445.096,-490.686,490.686,295.279,0.0,-162.847,80.369,80.369,82.478,132.432,-33.184,33.184,33.976,-0.792,,0.0,99.248,-15.153,84.095,0.0,0.0,0.0,84.095,0.0,84.095,0.0,0.0,84.095,79.58726,-4.50774,41.585933,2.02,2.02,1.913802,43.067191,1.95,1.95,1.845332,
12/30/2018,1082.135,464.914,617.221,-668.18,668.18,413.955,0.0,-234.319,121.411,121.411,112.908,179.636,-45.073,45.073,45.956,-0.883,,0.0,134.563,-22.921,111.642,0.0,0.0,0.0,111.642,0.0,111.642,0.0,0.0,111.642,111.9975,0.3555,42.591025,2.62,2.62,2.629603,42.591025,2.62,2.62,2.628347,
03/24/2019,835.963,274.742,561.221,-513.674,513.674,322.289,0.0,-178.785,89.664,89.664,89.121,143.504,-34.361,34.361,35.054,-0.693,,0.0,109.143,-16.493,92.65,0.0,0.0,0.0,92.65,0.0,92.65,0.0,0.0,92.65,92.76771,0.11771,40.865532,2.27,2.27,2.270072,42.202429,2.2,2.2,2.202789,
06/16/2019,811.647,344.07,467.577,-494.976,494.976,316.671,0.0,-177.748,89.248,89.248,88.5,138.923,-32.944,32.944,33.866,-0.922,,0.0,105.979,-13.62,92.359,0.0,0.0,0.0,92.359,0.0,92.359,0.0,0.0,92.359,94.4762,2.1172,41.023269,2.25,2.25,2.302991,42.236507,2.19,2.19,2.240127,
09/08/2019,820.812,335.702,485.11,-504.561,504.561,316.251,0.0,-173.222,83.728,83.728,89.494,143.029,-32.784,32.784,33.752,-0.968,,0.0,110.245,-23.872,86.373,0.0,0.0,0.0,86.373,0.0,86.373,0.0,0.0,86.373,86.61948,0.24648,40.954279,2.11,2.11,2.115029,42.040291,2.05,2.05,2.055863,
12/29/2019,1150.352,470.203,680.149,-703.064,703.064,447.288,0.0,-243.337,119.653,119.653,123.684,203.951,-46.681,46.681,48.146,-1.465,,0.0,157.27,-27.943,129.327,0.0,0.0,0.0,129.327,0.0,129.327,0.0,0.0,129.327,128.44378,-0.88322,40.414687,3.2,3.2,3.178146,41.422831,3.12,3.12,3.098678,
03/22/2020,873.102,264.568,608.534,-532.945,532.945,340.157,0.0,-184.323,88.489,88.489,95.834,155.834,-38.538,38.538,39.47,-0.932,,0.0,117.296,4.306,121.602,0.0,0.0,0.0,121.602,0.0,121.602,0.0,0.0,121.602,121.84374,0.24174,38.665924,3.14,3.14,3.151192,39.633404,3.07,3.07,3.076099,
06/14/2020,920.023,380.882,539.141,-562.932,562.932,357.091,0.0,-193.508,88.068,88.068,105.44,163.583,-39.087,39.087,39.727,-0.64,,0.0,124.496,-5.828,118.668,0.0,0.0,0.0,118.668,0.0,118.668,0.0,0.0,118.668,118.85602,0.18802,39.058292,3.04,3.04,3.043042,39.746479,2.99,2.99,2.99473,
