Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2002,884.0,,,-558.0,,326.0,,-204.0,,,,122.0,-77.0,76.0,76.0,0.0,0.0,,1.0,45.0,-13.0,32.0,1.0,,,31.0,1.0,32.0,0.0,0.0,32.0,32.0,-16.44,200.0,0.16,0.16,0.08,205.0,0.16,0.16,0.08,
06/30/2002,1220.0,,,-598.0,,622.0,,-426.0,,,,196.0,-108.0,107.0,108.0,-1.0,0.0,,1.0,88.0,-11.0,77.0,-104.0,,,181.0,-1.0,180.0,,,180.0,180.0,,201.0,0.89,0.38,0.38,206.0,0.87,0.37,0.37,
09/30/2002,1147.0,,,-583.0,,564.0,,-437.0,,,,127.0,-71.0,77.0,77.0,,0.0,,-6.0,56.0,-3.0,53.0,1.0,,,52.0,0.0,52.0,,,52.0,52.0,,201.0,0.26,0.27,0.27,204.0,0.26,0.26,0.26,
12/31/2002,1174.0,,,-618.0,,556.0,0.0,-427.0,108.0,,319.0,129.0,-64.0,67.0,,,,,-3.0,65.0,23.0,88.0,-5.0,,,93.0,-2.0,91.0,,0.0,91.0,91.0,,200.0,0.45,0.43,0.42,203.0,0.45,0.425369,0.42,
03/31/2003,1086.0,,,-657.0,,429.0,,-375.0,,,,54.0,-242.0,77.0,77.0,,0.0,,165.0,-188.0,70.0,-118.0,-1.0,,,-117.0,1.0,-116.0,,,-116.0,-116.0,,200.0,-0.58,-0.58,-0.58,200.0,-0.58,-0.58,-0.58,
06/30/2003,1211.0,,,-921.0,,290.0,,-168.0,,,,122.0,-71.0,,73.0,-1.0,0.0,,-1.0,51.0,36.0,87.0,-203.0,,,290.0,0.0,290.0,0.0,0.0,290.0,290.0,,202.0,1.43,0.43,0.28,205.0,1.41,0.42,0.28,
09/30/2003,1136.0,,,-879.0,,257.0,,-149.0,,,,108.0,-68.0,,71.0,-2.0,0.0,,-1.0,40.0,7.0,47.0,-1.0,,,48.0,0.0,48.0,0.0,0.0,48.0,48.0,,203.0,0.24,0.23,0.24,208.0,0.23,0.23,0.24,
12/31/2003,1197.0,,,-611.0,,586.0,0.0,-452.0,129.0,,323.0,134.0,-48.0,63.0,,,,-2.0,-13.0,86.0,,86.0,1.0,,,,2.0,87.0,,0.0,87.0,87.0,,202.0,0.43,0.435644,0.3882,209.0,0.42,0.424785,0.3796,
03/31/2004,1227.0,,,-944.0,,283.0,,-188.0,,,,95.0,-65.0,64.0,64.0,0.0,0.0,,1.0,30.0,2.0,32.0,-1.0,,,33.0,1.0,34.0,0.0,0.0,34.0,34.0,,205.0,0.16,0.16,0.16,211.0,0.16,0.16,0.16,
06/30/2004,1363.0,,,-996.0,,367.0,,-194.0,,,,173.0,-48.0,,65.0,-1.0,0.0,,-16.0,125.0,-5.0,120.0,-34.0,,,154.0,0.0,154.0,0.0,0.0,154.0,154.0,,208.0,0.74,0.57,0.51,215.0,0.72,0.56,0.5,
09/30/2004,1336.0,,,-994.0,,342.0,,-181.0,,,,161.0,-22.0,,65.0,-1.0,0.0,,-42.0,139.0,-34.0,105.0,-2.0,,,107.0,0.0,107.0,0.0,0.0,107.0,107.0,,208.0,0.52,0.51,0.41,215.0,0.5,0.49,0.4,
12/31/2004,1442.0,,,-1056.0,,386.0,,-199.0,,,,187.0,-73.0,,63.0,-1.0,0.0,,11.0,114.0,-2.0,112.0,11.0,,,101.0,-1.0,100.0,0.0,0.0,100.0,100.0,,208.0,0.48,0.53,0.6,217.0,0.46,0.51,0.57,
03/31/2005,1406.0,,,-1066.0,,340.0,,-192.0,,,,148.0,-48.0,62.0,64.0,-2.0,0.0,,-14.0,100.0,-21.0,79.0,0.0,,,79.0,0.0,79.0,0.0,0.0,79.0,79.0,,212.0,0.37,0.37,0.36,221.0,0.36,0.36,0.35,
06/30/2005,1559.0,,,-1110.0,,449.0,,-199.0,,,,250.0,-59.0,60.0,63.0,-3.0,0.0,,-1.0,191.0,-47.0,144.0,0.0,,,144.0,1.0,145.0,0.0,0.0,145.0,145.0,,216.0,0.67,0.67,0.72,223.0,0.65,0.65,0.7,
09/30/2005,1496.0,,,-1081.0,,415.0,,-201.0,,,,214.0,-66.0,59.0,65.0,-6.0,0.0,,7.0,148.0,-107.0,41.0,1.0,,,40.0,-1.0,39.0,0.0,0.0,39.0,39.0,,218.0,0.18,0.19,0.48,226.0,0.17,0.18,0.46,
12/31/2005,1516.0,,,-1108.0,,408.0,,-185.0,,,,223.0,-20.0,58.0,66.0,-8.0,0.0,,-38.0,203.0,-44.0,159.0,0.0,,,159.0,0.0,159.0,0.0,0.0,159.0,159.0,,219.0,0.72,0.72,0.73,228.0,0.7,0.7,0.71,
03/31/2006,1441.0,,,-1098.0,,343.0,,-179.0,,,,164.0,-75.0,97.0,103.0,-6.0,0.0,,-22.0,89.0,-14.0,75.0,72.0,,,3.0,2.0,5.0,0.0,0.0,5.0,5.0,,215.0,0.02,0.35,0.42,225.0,0.02,0.34,0.41,
06/30/2006,1505.0,,,-1099.0,,406.0,,-198.0,,,,208.0,-27.0,50.0,53.0,-3.0,0.0,,-23.0,181.0,501.0,682.0,0.0,,,682.0,-2.0,680.0,0.0,0.0,680.0,680.0,,215.0,3.16,3.16,0.87,226.0,3.01,3.01,0.83,
09/30/2006,1461.0,,,-1056.0,,405.0,,-196.0,,,,209.0,-37.0,28.0,45.0,-17.0,0.0,,9.0,172.0,-17.0,155.0,0.0,,,155.0,0.0,155.0,0.0,0.0,155.0,155.0,,212.0,0.73,0.73,0.68,220.0,0.71,0.71,0.66,
12/31/2006,1572.0,,,-1091.0,,481.0,,-203.0,,,,278.0,-38.0,40.0,43.0,-3.0,0.0,,-2.0,240.0,-36.0,204.0,0.0,,,204.0,-1.0,203.0,0.0,0.0,203.0,203.0,,208.0,0.97,0.98,0.96,217.0,0.93,0.94,0.92,
03/31/2007,1431.0,,,-1063.0,,368.0,,-189.0,,,,179.0,-7.0,32.0,39.0,-7.0,0.0,,-25.0,172.0,-51.0,121.0,1.0,,,120.0,2.0,122.0,0.0,0.0,122.0,122.0,,211.0,0.58,0.58,0.52,219.0,0.56,0.56,0.5,
06/30/2007,1572.0,,,-1131.0,,441.0,,-203.0,129.0,,74.0,238.0,-67.0,36.0,39.0,-3.0,,,31.0,171.0,-33.0,138.0,,,,138.0,-1.0,137.0,,,137.0,137.0,,208.0,0.69,0.69,0.87,216.0,0.67,0.67,0.84,
09/30/2007,1540.0,,,-1098.0,,442.0,,-195.0,,,,247.0,-56.0,40.0,42.0,-2.0,0.0,,16.0,191.0,-61.0,130.0,0.0,,,130.0,-1.0,129.0,0.0,0.0,129.0,129.0,,203.0,0.63,0.63,0.7,210.0,0.61,0.61,0.68,
12/31/2007,1610.0,,,-1136.0,,474.0,,-227.0,508.0,,-281.0,247.0,-56.0,18.0,32.0,-9.0,0.0,,33.0,191.0,-44.0,147.0,1.0,1.0,,147.0,-1.0,146.0,0.0,0.0,146.0,146.0,,203.0,0.77,0.77,0.82,211.0,0.74,0.74,0.79,
03/31/2008,1466.0,,,-1099.0,,367.0,0.0,-212.0,134.0,,78.0,155.0,-51.0,47.0,47.0,0.0,,-6.0,10.0,104.0,-26.0,78.0,47.0,,,31.0,1.0,32.0,0.0,0.0,32.0,32.0,6.5,184.0,0.17,0.43,0.465,189.0,0.17,0.42,0.456,
06/30/2008,1573.0,,,-1154.0,,419.0,0.0,-219.0,138.0,,81.0,200.0,-50.0,55.0,55.0,0.0,,-5.0,0.0,150.0,-42.0,108.0,2.0,,,106.0,-1.0,105.0,0.0,0.0,105.0,105.0,,184.0,0.57,0.58,0.58,188.0,0.56,0.56,0.56,
09/30/2008,1535.0,,,-1108.0,,427.0,0.0,-196.0,113.0,,83.0,231.0,-79.0,48.0,48.0,0.0,,-3.0,34.0,152.0,-38.0,114.0,,,,114.0,-1.0,113.0,0.0,0.0,113.0,113.0,22.1,180.0,0.63,0.63,0.75,183.0,0.62,0.62,0.74,
12/31/2008,1298.0,,,-973.0,,325.0,,-151.0,,,,174.0,-189.0,57.0,57.0,0.0,0.0,,132.0,-15.0,-30.0,-45.0,-124.0,,,79.0,-1.0,79.0,0.0,0.0,79.0,79.0,,178.0,0.44,-0.25,0.85,178.0,0.42,-0.25,0.85,
03/31/2009,1127.0,515.0,612.0,-901.0,901.0,226.0,0.0,-165.0,73.0,75.0,17.0,61.0,-53.0,43.0,,,,5.0,5.0,8.0,-1.0,7.0,3.0,3.0,0.0,4.0,2.0,6.0,0.0,0.0,6.0,27.0,18.0,179.0,0.03,0.04,0.150838,181.0,0.03,0.04,0.139448,
06/30/2009,1167.0,512.0,655.0,-909.0,909.0,258.0,0.0,-159.0,78.0,76.0,5.0,99.0,-71.0,53.0,,,,-3.0,21.0,28.0,112.0,140.0,6.0,6.0,0.0,134.0,0.0,134.0,0.0,0.0,134.0,40.0,-100.0,180.0,0.75,0.79,0.222222,183.0,0.74,0.78,0.222222,
09/30/2009,1156.0,514.0,642.0,-904.0,904.0,252.0,0.0,-166.0,84.0,80.0,2.0,86.0,-86.0,60.0,,,,3.0,23.0,0.0,36.0,36.0,-4.0,-4.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0,25.0,-11.0,180.0,0.22,0.2,0.138889,185.0,0.22,0.2,0.138889,
12/31/2009,1246.0,566.0,680.0,-954.0,954.0,292.0,0.0,-512.0,79.0,78.0,355.0,-220.0,-112.0,71.0,72.0,-1.0,,-1.0,42.0,-332.0,146.0,-186.0,-79.0,-79.0,0.0,-107.0,0.0,-107.0,0.0,0.0,-107.0,83.633431,269.633431,180.0,-0.59,-1.03,0.46463,180.0,-0.59,-1.03,0.46463,
03/31/2010,1187.0,514.0,673.0,-950.0,950.0,237.0,0.0,-152.0,76.0,76.0,0.0,85.0,-58.0,62.0,,,,-3.0,-1.0,27.0,1.0,28.0,0.0,0.0,0.0,28.0,2.0,30.0,0.0,0.0,30.0,24.0,-6.0,181.0,0.16,0.16,0.132597,187.0,0.16,0.16,0.127914,
06/30/2010,1289.0,574.0,715.0,-988.0,988.0,301.0,0.0,-164.0,92.0,73.0,-1.0,137.0,-36.0,59.0,59.0,0.0,,-3.0,-20.0,101.0,-22.0,79.0,-35.0,-35.0,0.0,114.0,0.0,114.0,0.0,0.0,114.0,67.0,-12.0,182.0,0.63,0.44,0.368132,189.0,0.61,0.42,0.356508,
09/30/2010,1255.0,559.0,696.0,-973.0,973.0,282.0,0.0,-160.0,90.0,71.0,-1.0,122.0,-116.0,59.0,59.0,0.0,,1.0,56.0,6.0,-11.0,-5.0,1.0,1.0,0.0,-6.0,,-6.0,0.0,0.0,-6.0,47.0,52.0,183.0,-0.03,-0.03,0.256831,183.0,-0.03,-0.03,0.254153,
12/31/2010,1340.0,595.0,745.0,-1006.0,1006.0,334.0,0.0,-78.0,86.0,65.0,-73.0,256.0,-55.0,56.0,57.0,-1.0,,-5.0,4.0,201.0,5.0,206.0,-133.0,-133.0,0.0,339.0,0.0,339.0,0.0,0.0,339.0,99.0,-107.0,185.0,1.85,1.13,0.535135,192.0,1.78,1.08,0.522708,
03/31/2011,1295.0,563.0,732.0,-1027.0,1027.0,268.0,0.0,-148.0,80.0,68.0,0.0,120.0,-83.0,54.0,,,,-4.0,33.0,37.0,-10.0,27.0,1.0,1.0,0.0,26.0,2.0,28.0,0.0,0.0,28.0,58.0,29.0,187.0,0.15,0.16,0.31016,194.0,0.14,0.15,0.299485,
06/30/2011,1426.0,624.0,802.0,-1094.0,1094.0,332.0,0.0,-155.0,88.0,67.0,0.0,177.0,-43.0,52.0,52.0,0.0,,-7.0,-2.0,134.0,16.0,150.0,19.0,19.0,0.0,131.0,0.0,131.0,0.0,0.0,131.0,148.7,-1.3,189.0,0.69,0.79,0.786772,195.0,0.68,0.77,0.763333,
09/30/2011,1372.0,581.0,791.0,-1057.0,1057.0,315.0,0.0,-153.0,88.0,65.0,0.0,162.0,-5.0,45.0,45.0,0.0,,5.0,-45.0,157.0,8.0,165.0,2.0,2.0,0.0,163.0,0.0,163.0,0.0,0.0,163.0,118.0,-47.0,190.0,0.87,0.88,0.621053,195.0,0.84,0.85,0.608974,
12/31/2011,1531.0,703.0,828.0,-1131.0,1131.0,400.0,0.0,-229.0,96.0,65.0,68.0,171.0,-74.0,49.0,50.0,-1.0,0.0,-5.0,30.0,97.0,61.0,158.0,-9.0,-9.0,0.0,167.0,0.0,167.0,0.0,0.0,167.0,140.0,-18.0,190.0,0.87,0.82,0.736842,196.0,0.85,0.8,0.708163,
03/31/2012,1715.0,916.0,799.0,-1340.0,1340.0,375.0,0.0,-148.0,96.0,63.0,-11.0,227.0,-46.0,49.0,49.0,0.0,,-10.0,7.0,181.0,-52.0,129.0,1.0,1.0,0.0,128.0,0.0,128.0,0.0,0.0,128.0,124.0,-5.0,192.0,0.67,0.67,0.645833,197.0,0.65,0.65,0.624619,
06/30/2012,1618.0,769.0,849.0,-1228.0,1228.0,390.0,0.0,-148.0,86.0,62.0,0.0,242.0,-57.0,46.0,46.0,0.0,,-5.0,16.0,185.0,-56.0,129.0,7.0,7.0,0.0,122.0,0.0,122.0,0.0,0.0,122.0,138.0,9.0,195.0,0.63,0.67,0.707692,198.0,0.62,0.66,0.705455,
09/30/2012,1455.0,633.0,822.0,-1107.0,1107.0,348.0,0.0,-148.0,87.0,61.0,0.0,200.0,-34.0,39.0,39.0,0.0,,-4.0,-1.0,166.0,-19.0,147.0,-23.0,-23.0,0.0,170.0,0.0,170.0,0.0,0.0,170.0,114.0,-33.0,193.0,0.88,0.76,0.590674,196.0,0.87,0.75,0.581633,
12/31/2012,1533.0,667.0,866.0,-1125.0,1125.0,408.0,0.0,-165.0,101.0,65.0,-1.0,243.0,-157.0,36.0,37.0,-1.0,,-6.0,127.0,86.0,-21.0,65.0,-77.0,-77.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,137.0,72.0,191.0,0.74,0.34,0.717277,194.0,0.72,0.33,0.701134,
03/31/2013,1539.0,688.0,851.0,-1153.0,1153.0,386.0,0.0,-154.0,90.0,65.0,-1.0,232.0,-26.0,26.0,26.0,0.0,,-9.0,9.0,206.0,-64.0,142.0,-70.0,-70.0,0.0,212.0,1.0,213.0,0.0,0.0,213.0,148.0,5.0,191.0,1.11,0.74,0.774869,194.0,1.09,0.73,0.755773,
06/30/2013,1562.0,658.0,904.0,-1159.0,1159.0,403.0,0.0,-153.0,88.0,65.0,0.0,250.0,-17.0,26.0,26.0,0.0,,-8.0,-1.0,233.0,-95.0,138.0,0.0,0.0,0.0,138.0,-1.0,137.0,0.0,0.0,137.0,153.0,16.0,192.0,0.72,0.72,0.796875,194.0,0.71,0.71,0.792474,
09/30/2013,1508.0,598.0,910.0,-1122.0,1122.0,386.0,0.0,-143.0,100.0,65.0,-22.0,243.0,-22.0,25.0,26.0,-1.0,,0.0,-3.0,221.0,-64.0,157.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0.0,157.0,137.0,-20.0,192.0,0.82,0.82,0.713542,194.0,0.81,0.81,0.706907,
12/31/2013,1506.0,592.0,914.0,-1104.0,1104.0,402.0,0.0,-202.0,106.0,72.0,24.0,200.0,-32.0,23.0,24.0,-1.0,,-9.0,18.0,168.0,-40.0,128.0,0.0,0.0,0.0,128.0,,128.0,0.0,0.0,128.0,141.0,13.0,189.0,0.68,0.68,0.746032,192.0,0.67,0.67,0.737708,
03/31/2014,1458.0,538.0,920.0,-1101.0,1101.0,357.0,0.0,-163.0,95.0,68.0,0.0,194.0,-50.0,23.0,23.0,0.0,,-9.0,36.0,144.0,-8.0,136.0,-1.0,-1.0,0.0,137.0,,137.0,0.0,0.0,137.0,122.0,-14.0,190.0,0.72,0.71,0.642105,192.0,0.72,0.71,0.637083,
06/30/2014,1539.0,585.0,954.0,-1133.0,1133.0,406.0,0.0,-169.0,102.0,70.0,-3.0,237.0,-11.0,23.0,23.0,0.0,,-9.0,-3.0,226.0,-73.0,153.0,0.0,0.0,0.0,153.0,,153.0,0.0,0.0,153.0,149.1,-3.9,190.0,0.81,0.81,0.784737,191.0,0.8,0.8,0.779581,
09/30/2014,1493.0,552.0,941.0,-1115.0,1115.0,378.0,0.0,-168.0,96.0,72.0,0.0,210.0,-47.0,27.0,27.0,0.0,,-3.0,23.0,163.0,-54.0,109.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,109.0,122.4,13.4,185.0,0.6,0.6,0.661622,186.0,0.59,0.59,0.661622,
12/31/2014,1493.0,540.0,953.0,-1070.0,1070.0,423.0,0.0,-181.0,109.0,73.0,-1.0,242.0,7.0,21.0,22.0,-1.0,,-6.0,-22.0,249.0,-4.0,245.0,11.0,11.0,0.0,234.0,,234.0,0.0,0.0,234.0,108.55,-136.45,174.0,1.34,1.41,0.623851,176.0,1.33,1.4,0.623851,
03/31/2015,1415.0,503.0,912.0,-1071.0,1071.0,344.0,0.0,-191.0,91.0,69.0,31.0,153.0,-2.0,31.0,31.0,0.0,,-15.0,-14.0,151.0,-52.0,99.0,0.0,0.0,0.0,99.0,,99.0,0.0,0.0,99.0,110.0,11.0,170.0,0.59,0.59,0.647059,171.0,0.58,0.58,0.644327,
06/30/2015,1241.0,333.0,908.0,-902.0,902.0,339.0,0.0,-174.0,99.0,63.0,12.0,165.0,-14.0,26.0,26.0,0.0,,-12.0,0.0,151.0,-33.0,118.0,-18.0,-18.0,0.0,136.0,,136.0,0.0,0.0,136.0,117.0,-1.0,169.0,0.8,0.69,0.692308,170.0,0.79,0.69,0.684118,
09/30/2015,1434.0,485.0,949.0,-1054.0,1054.0,380.0,0.0,-180.0,102.0,69.0,9.0,200.0,-70.0,29.0,29.0,0.0,,-5.0,46.0,130.0,-42.0,88.0,0.0,0.0,0.0,88.0,,88.0,0.0,0.0,88.0,125.0,37.0,168.0,0.53,0.53,0.744048,169.0,0.53,0.53,0.744048,
12/31/2015,1433.0,466.0,967.0,-1040.0,1040.0,393.0,0.0,-202.0,96.0,69.0,37.0,191.0,17.0,24.0,26.0,-2.0,,-10.0,-31.0,208.0,-42.0,166.0,0.0,0.0,0.0,166.0,,166.0,0.0,0.0,166.0,148.4,-17.6,167.0,0.99,0.99,0.888623,168.0,0.98,0.98,0.875238,
03/31/2016,1404.0,450.0,954.0,-1057.0,1057.0,347.0,0.0,-195.0,86.0,70.0,39.0,152.0,-9.0,23.0,23.0,0.0,,-12.0,-2.0,143.0,-53.0,90.0,0.0,0.0,0.0,90.0,,90.0,0.0,0.0,90.0,118.0,28.0,167.0,0.54,0.54,0.706587,168.0,0.53,0.53,0.696667,
06/30/2016,1246.0,293.0,953.0,-896.0,896.0,350.0,0.0,-169.0,93.0,60.0,16.0,181.0,-129.0,24.0,24.0,0.0,,-9.0,114.0,52.0,-87.0,-35.0,228.0,228.0,0.0,-263.0,,-263.0,0.0,0.0,-263.0,121.0,156.0,168.0,-1.56,-0.2,0.720238,168.0,-1.56,-0.2,0.720238,
09/30/2016,1273.5,,,,,,,,,,,201.0,,,,,,,,179.667,,123.0,,,,,,123.0,,,123.0,123.0,,,0.73,0.73,0.73,,0.73,0.73,0.73,
12/31/2016,1252.5,,,,,,,,,,,218.0,,,,,,,,196.667,,137.5,,,,,,137.5,,,137.5,137.0,,,0.83,0.83,0.815,,0.83,0.83,0.815,
