Date,Assets,Real Estate Held for Sale,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2006,,0.0,3386.262,,,384.991,0.0,384.991,0.0,0.0,3771.253,85.573,33.216,,4777.39,,8667.432,,227.662,71.09,71.09,3609.551,277.471,3332.08,337.578,4245.881,,9.922,7366.054,-2954.425,4421.551,8667.432,
06/30/2006,,0.0,3320.822,,,409.113,0.0,409.113,0.0,0.0,3729.935,90.454,30.782,,4756.503,,8607.674,,206.815,75.163,75.163,3602.728,277.426,3325.302,344.721,4229.427,,3.592,7482.617,-3107.962,4378.247,8607.674,
09/30/2006,,0.0,3268.332,,,405.81,0.0,405.81,0.0,0.0,3674.142,207.202,33.505,,4690.881,,8605.73,,224.086,76.471,76.471,3563.44,253.876,3309.564,354.091,4218.088,,3.529,7495.995,-3111.882,4387.642,8605.73,
12/31/2006,,0.0,3218.124,4828.207,-1610.083,415.72,0.0,415.72,0.0,0.0,3633.844,281.264,29.368,,4668.743,,8613.219,,228.953,86.769,86.769,3543.016,253.907,3289.109,365.974,4224.712,,3.591,7506.85,-3121.934,4388.507,8613.219,
03/31/2007,,0.0,3165.156,,,436.291,0.0,436.291,0.0,0.0,3601.447,47.151,33.734,,4637.58,,8319.912,,226.666,78.009,78.009,3571.936,1.643,3570.293,446.281,4322.892,,3.502,7632.348,-3638.83,3997.02,8319.912,
06/30/2007,,0.0,3115.888,,,431.772,0.0,431.772,0.0,0.0,3547.66,213.021,45.415,,4542.067,35.928,8384.091,,229.767,83.626,83.626,3976.965,1.666,3975.299,453.508,4743.866,,3.462,7714.426,-4077.663,3640.225,8384.091,
09/30/2007,,0.0,3071.125,,,446.736,0.0,446.736,0.0,0.0,3517.861,82.735,46.426,,4515.262,41.154,8203.438,,240.802,95.99,95.99,4026.915,1.77,4025.145,460.621,4824.328,,3.405,7739.145,-4363.44,3379.11,8203.438,
12/31/2007,,0.0,3045.186,4992.029,-1946.843,484.997,0.0,484.997,0.0,0.0,3530.183,33.123,40.316,7.224,4465.927,53.684,8130.457,,209.166,106.395,106.395,4285.284,1.817,4283.467,504.178,5105.023,0.0,3.342,7776.909,-4754.817,3025.434,8130.457,
03/31/2008,,0.0,3030.388,,,515.722,0.0,515.722,0.0,0.0,3546.11,121.633,37.12,6.802,4430.435,50.127,8192.227,,200.353,104.482,104.482,4434.85,1.688,4433.162,535.998,5275.683,0.0,3.277,7805.539,-4892.272,2916.544,8192.227,
06/30/2008,,0.0,3010.919,,,550.42,0.0,550.42,0.0,0.0,3561.339,152.13,40.774,11.786,4448.351,51.16,8265.54,,168.608,108.863,108.863,4420.716,1.699,4419.017,539.621,5237.808,,3.231,7861.35,-4836.849,3027.732,8265.54,
09/30/2008,,0.0,3014.079,,,567.124,0.0,567.124,0.0,0.0,3581.203,66.235,46.146,8.013,4377.512,50.827,8129.936,,198.083,109.631,109.631,4430.363,1.789,4428.574,548.63,5286.707,,3.187,7950.018,-5109.976,2843.229,8129.936,
12/31/2008,,0.0,3022.636,5213.047,-2190.411,581.533,0.0,581.533,0.0,0.0,3604.169,143.077,51.313,2.028,4359.212,51.866,8211.665,,180.62,120.188,120.188,4333.146,1.837,4331.309,583.232,5217.186,0.0,3.157,8113.909,-5122.587,2994.479,8211.665,
03/31/2009,,0.0,3003.215,,,594.414,0.0,594.414,0.0,0.0,3597.629,303.038,60.057,0.962,4302.709,61.475,8325.87,,192.262,125.519,125.519,4332.526,1.527,4330.999,593.493,5243.8,,3.15,8144.607,-5065.687,3082.07,8325.87,
06/30/2009,,0.0,3087.799,,,632.553,0.0,632.553,0.0,0.0,3720.352,323.637,72.526,8.99,4310.208,50.774,8486.487,,199.476,125.967,125.967,4444.271,22.577,4421.694,625.738,5395.452,,3.254,8164.61,-5076.829,3091.035,8486.487,
09/30/2009,,0.0,3128.12,,,643.226,0.0,643.226,0.0,0.0,3771.346,229.674,71.271,3.844,4267.894,50.795,8394.824,,213.227,120.057,120.057,4186.755,7.717,4179.038,639.634,5159.673,,3.336,8357.729,-5125.914,3235.151,8394.824,
12/31/2009,,0.0,3175.511,5626.97,-2451.459,651.133,0.0,651.133,0.0,0.0,3826.644,247.293,67.949,9.776,4313.17,47.836,8512.668,,208.676,112.047,112.047,4211.581,70.521,4141.06,662.239,5194.543,0.0,3.043,8398.44,-5083.358,3318.125,8512.668,
03/31/2010,,0.0,3179.196,,,668.104,0.0,668.104,0.0,0.0,3847.3,352.887,73.541,18.945,4331.784,49.794,8674.251,,227.878,117.028,117.028,4229.935,77.905,4152.03,641.564,5216.405,0.0,2.936,8452.497,-4997.587,3457.846,8674.251,
06/30/2010,,0.0,3188.461,,,678.12,0.0,678.12,0.0,0.0,3866.581,302.893,48.872,27.891,4287.12,52.566,8585.923,,228.702,128.508,128.508,4153.651,1.61,4152.041,645.052,5155.913,0.0,3.011,8507.897,-5080.898,3430.01,8585.923,
09/30/2010,,0.0,3494.402,,,720.905,0.0,720.905,0.0,0.0,4215.307,371.878,92.869,42.72,4657.045,69.159,9448.978,,295.731,140.481,140.481,4804.96,178.655,4626.305,754.156,5995.328,0.0,3.05,8553.635,-5103.035,3453.65,9448.978,
12/31/2010,,0.0,3623.835,,,785.874,0.0,785.874,0.0,0.0,4409.709,883.963,80.961,46.428,4870.981,75.972,10368.014,,333.164,134.135,134.135,5587.388,74.896,5512.492,808.769,6863.456,0.0,3.114,8581.953,-5080.509,3504.558,10368.014,
12/31/2011,,0.0,4981.722,,,495.615,0.0,495.615,0.0,0.0,5477.337,330.191,100.61,22.27,6269.772,42.215,12242.395,,587.198,92.483,92.483,7236.308,101.816,7134.492,916.264,8832.253,0.0,122.922,4907.736,-1620.516,3410.142,12242.395,
03/31/2012,,0.0,5006.647,,,480.198,0.0,480.198,0.0,0.0,5486.845,471.258,105.12,32.817,6485.828,56.338,12638.206,,719.012,92.939,92.939,7288.442,4924.073,2364.369,951.41,9051.803,0.0,107.435,4921.201,-1442.233,3586.403,12638.206,
06/30/2012,,0.0,5079.729,,,524.628,0.0,524.628,0.0,0.0,5604.357,481.937,99.181,29.492,6455.632,38.76,12709.359,,687.212,91.414,91.414,7465.419,5042.303,2423.116,979.124,9223.169,0.0,128.642,4950.207,-1592.659,3486.19,12709.359,
09/30/2012,,0.0,5242.781,,,522.16,0.0,522.16,0.0,0.0,5764.941,382.312,148.807,0.0,6621.762,43.482,12961.304,,586.82,133.896,133.896,7489.564,5042.537,2447.027,1065.042,9275.322,0.0,129.228,4975.137,-1418.383,3685.982,12961.304,
12/31/2012,,0.0,5765.856,9047.117,-3281.261,452.788,0.0,452.788,0.0,0.0,6218.644,368.618,143.562,6.018,7283.271,69.316,14089.429,,448.0,124.147,124.147,8753.376,6299.773,2453.603,1079.725,10405.248,0.0,111.08,5016.083,-1442.982,3684.181,14089.429,
03/31/2013,,0.0,5879.513,,,482.53,0.0,482.53,0.0,0.0,6362.043,441.706,145.446,13.004,7454.808,46.733,14463.74,,533.116,148.405,148.405,8849.123,5365.014,3484.109,1151.574,10682.218,0.0,109.907,5033.227,-1361.612,3781.522,14463.74,
06/30/2013,,0.0,5811.081,,,476.931,0.0,476.931,0.0,0.0,6288.012,448.447,130.861,14.257,7360.54,97.277,14339.394,,581.38,142.31,142.31,8855.954,6357.436,2498.518,1139.883,10719.527,0.0,101.544,5065.783,-1547.46,3619.867,14339.394,
09/30/2013,,0.0,5878.826,,,452.584,0.0,452.584,0.0,0.0,6331.41,4040.353,152.56,27.381,7497.597,132.019,18181.32,,617.621,138.422,138.422,12645.808,10100.645,2545.163,1167.552,14569.403,0.0,82.954,5101.298,-1572.335,3611.917,18181.32,
12/31/2013,,0.0,7262.175,10928.903,-3666.728,445.004,0.0,445.004,0.0,0.0,7707.179,293.576,151.084,18.612,11949.204,152.916,20272.571,,692.7,161.926,161.926,14478.278,9976.108,4502.17,1349.627,16682.531,0.0,55.875,5134.592,-1600.427,3590.04,20272.571,
03/31/2014,,0.0,7344.049,7344.049,,453.602,0.0,453.602,0.0,0.0,7797.651,333.439,227.155,34.43,11863.47,161.262,20417.407,,734.406,215.429,215.429,14334.177,9947.695,4386.482,1431.79,16715.802,0.0,30.427,5157.386,-1486.208,3701.605,20417.407,
06/30/2014,,0.0,7589.815,,,515.175,0.0,515.175,0.0,0.0,8104.99,282.959,174.612,15.298,12110.886,158.992,20847.737,,812.817,204.437,204.437,13975.463,9587.59,4387.873,1446.856,16439.573,600.0,1.67,5176.317,-1369.823,4408.164,20847.737,
09/30/2014,,0.0,7552.11,,,528.84,0.0,528.84,0.0,0.0,8080.95,295.613,198.119,29.007,11857.689,135.237,20596.615,,786.841,190.616,190.616,13934.296,9860.758,4073.538,1499.548,16411.301,600.0,-9.313,5161.285,-1566.658,4185.314,20596.615,
12/31/2014,,0.0,7590.112,11659.094,-4068.982,575.246,0.0,575.246,0.0,0.0,8165.358,313.492,199.074,6.302,12419.133,160.206,21263.565,,798.331,233.819,233.819,14540.341,897.386,13642.955,1637.722,17210.213,1975.0,99.792,3817.841,-1839.281,4053.352,21263.565,
03/31/2015,,0.0,9422.641,9422.641,,778.115,0.0,778.115,0.0,0.0,10200.756,323.4,175.784,14.394,15086.355,129.505,25930.194,,721.808,220.454,220.454,15720.104,11730.791,3989.313,1836.189,18498.555,1975.0,79.953,7612.831,-2236.145,7431.639,25930.194,
06/30/2015,,0.0,9586.4,,,736.821,0.0,736.821,0.0,0.0,10323.221,274.702,212.919,40.387,15483.347,135.149,26469.725,,804.3,193.514,193.514,16224.025,12573.367,3650.658,1874.728,19096.567,1975.0,62.286,7648.74,-2312.868,7373.158,26469.725,
09/30/2015,,0.0,9806.19,,,0.0,0.0,,0.0,0.0,9806.19,287.404,206.154,14.485,16474.629,137.926,26926.788,,1120.361,203.295,203.295,17027.408,13403.856,3623.552,1891.522,20242.586,1975.0,66.311,7679.466,-3036.575,6684.202,26926.788,
12/31/2015,,0.0,9866.424,14397.298,-4530.874,0.0,0.0,0.0,0.0,0.0,9866.424,320.686,227.354,0.0,16347.615,142.193,26904.272,,938.826,211.001,211.001,17119.009,50.202,17068.807,1922.618,20191.454,1975.0,61.139,7719.95,-3043.271,6712.818,26904.272,
03/31/2016,,0.0,9917.985,,,753.939,0.0,753.939,0.0,0.0,10671.924,336.403,217.457,0.0,15697.666,140.865,27064.315,,837.916,222.387,222.387,17022.095,13461.865,3560.23,1981.702,20064.1,1975.0,66.966,7744.299,-2786.05,7000.215,27064.315,
06/30/2016,,0.0,10575.425,,,809.287,0.0,809.287,0.0,0.0,11384.712,410.538,285.422,0.0,18516.765,142.761,30740.198,,1117.256,224.312,224.312,18717.076,14512.203,4204.873,2756.172,22814.816,1975.0,1151.867,7810.577,-3012.062,7925.382,30740.198,
09/30/2016,,0.0,10452.038,,,0.0,0.0,0.0,0.0,0.0,10452.038,530.358,273.907,0.0,19248.569,150.655,30655.527,,1022.225,254.336,254.336,18679.136,242.992,18436.144,2825.347,22781.044,1975.0,1167.087,7847.173,-3114.777,7874.483,30655.527,
12/31/2016,,0.0,10517.3,15651.8,-5134.5,0.0,0.0,0.0,0.0,0.0,10517.3,787.2,308.4,4.0,19113.0,149.3,30879.2,,1147.1,245.4,245.4,18533.5,238.8,18294.7,2885.7,22811.7,1975.0,1303.6,8072.9,-3284.0,8067.5,30879.2,
03/31/2017,,0.0,10717.16,,,0.0,0.0,0.0,0.0,0.0,10717.16,712.778,369.972,5.294,20106.707,145.478,32057.389,,1217.513,284.215,284.215,18890.084,1707.33,17182.754,3150.749,23542.561,1975.0,1662.354,8123.4,-3245.926,8514.828,32057.389,
06/30/2017,,0.0,10725.707,,,888.853,0.0,888.853,0.0,0.0,11614.56,770.024,322.06,1.012,19287.277,143.277,32138.21,,1263.39,283.486,283.486,19241.972,1732.035,17509.937,3148.38,23937.228,1374.986,1718.273,8794.743,-3687.02,8200.982,32138.21,
09/30/2017,,0.0,10795.057,,,0.0,0.0,0.0,0.0,0.0,10795.057,799.467,508.626,1.032,20059.936,155.208,32319.326,,1283.97,288.884,288.884,19268.763,687.382,18581.381,3221.303,24062.92,1374.986,1738.279,8841.938,-3698.797,8256.406,32319.326,
12/31/2017,,0.0,11101.0,16949.9,-5848.9,0.0,0.0,0.0,0.0,0.0,11101.0,802.1,513.6,1.0,20643.8,152.8,33214.3,,1468.5,268.8,268.8,20205.1,774.8,19430.3,3317.6,25260.0,1.4,1712.8,10250.5,-4010.4,7954.3,33214.3,
03/31/2018,,0.0,11294.8,,,0.0,0.0,0.0,0.0,0.0,11294.8,1125.4,557.9,389.4,20851.7,153.5,34372.7,,1410.1,331.4,331.4,21372.0,2803.2,18568.8,3252.7,26366.2,0.0,1672.3,10228.5,-3894.3,8006.5,34372.7,
06/30/2018,,0.0,11067.0,,,0.0,0.0,0.0,0.0,0.0,11067.0,834.5,506.9,80.8,20580.9,135.6,33205.7,,1442.5,328.6,328.6,21113.8,2791.8,18322.0,3184.9,26069.8,1.4,1585.2,10255.0,-4705.7,7135.9,33205.7,
09/30/2018,,0.0,10996.3,,,0.0,0.0,0.0,0.0,0.0,10996.3,1026.5,511.1,68.2,20208.3,266.8,33077.2,,1461.8,276.6,276.6,21264.2,2841.3,18422.9,3191.1,26193.7,1.4,1532.8,10313.1,-4963.8,6883.5,33077.2,
12/31/2018,,0.0,11247.1,17717.2,-6470.1,0.0,0.0,0.0,0.0,0.0,11247.1,1208.7,459.0,0.0,19999.4,96.2,33010.4,,1631.0,304.1,304.1,21159.9,2754.8,18405.1,3011.0,26106.0,0.0,1568.3,10385.3,-5049.2,6904.4,33010.4,
03/31/2019,,0.0,18283.5,24948.2,-6664.7,0.0,0.0,0.0,0.0,0.0,18283.5,1004.8,473.0,18.4,19052.2,94.9,38926.8,,1523.3,293.0,293.0,28018.8,2097.2,25921.6,2602.4,32437.5,0.0,1142.3,10452.4,-5105.4,6489.3,38926.8,
06/30/2019,,0.0,18378.6,25269.2,-6890.6,0.0,0.0,0.0,0.0,0.0,18378.6,1192.2,459.5,0.0,18948.6,93.8,39072.7,,1547.7,334.8,334.8,27890.4,9269.1,18621.3,2666.5,32439.4,0.0,1155.8,10497.2,-5019.7,6633.3,39072.7,
09/30/2019,,0.0,18497.9,25517.0,-7019.1,0.0,0.0,0.0,0.0,0.0,18497.9,1352.6,441.7,0.0,18919.3,95.7,39307.2,,1565.8,302.9,302.9,28406.7,2443.6,25963.1,2661.9,32937.3,0.0,1129.5,10556.3,-5315.9,6369.9,39307.2,
12/31/2019,,0.0,19441.8,26683.0,-7241.2,0.0,0.0,0.0,0.0,0.0,19441.8,1501.2,462.2,0.0,21319.6,76.8,42801.6,,1770.7,294.3,294.3,31060.3,2928.2,28132.1,3089.4,36214.7,0.0,1531.5,10122.2,-5066.8,6586.9,42801.6,
03/31/2020,,0.0,18419.6,,,0.0,0.0,0.0,0.0,0.0,18419.6,1326.0,623.9,0.0,20345.3,74.3,40789.1,,1629.1,408.5,408.5,31192.0,2640.0,28552.0,2953.5,36183.1,0.0,971.6,10260.1,-6625.7,4606.0,40789.1,
06/30/2020,,0.0,18479.8,,,,0.0,,,,18479.8,2038.1,585.2,0.0,20344.8,68.0,41515.9,,1684.4,400.2,400.2,31796.3,3366.0,28430.3,3032.4,36913.3,0.0,982.3,10302.3,-6682.0,4602.6,41515.9,
