Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Operating Lease Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Discontinued Operations,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2012,42796.0,6093.2,,,,1220.6,36.3,985.2,116.6,82.5,638.2,20100.5,-414.2,19686.3,11973.4,77.0,11896.4,373.1,330.8,42.3,,,,,2811.2,,,,,,,7163.6,60.7,60.7,,,,,23534.3,,,,23534.3,,,,,,3652.4,34411.0,0.0,8483.5,2.0,8481.5,-16.5,14.9,-101.0,8380.9,4.1,8385.0,42796.0,
09/30/2012,43580.9,6455.5,,,,1033.9,29.3,782.4,141.1,81.1,592.9,20383.4,-397.9,19985.5,12151.0,79.0,12072.0,368.1,330.8,37.3,,,,,2994.0,,,,,,,8709.3,81.9,81.9,,,,,22906.5,,,,22906.5,,,,,,3792.3,35490.0,0.0,8493.0,2.0,8491.0,-16.7,-290.0,-100.3,8086.0,4.9,8090.9,43580.9,
12/31/2012,44012.0,6821.3,,,,1073.9,8.4,781.9,191.2,92.4,649.1,20847.6,-379.3,20468.3,12487.1,75.4,12411.7,377.8,345.9,31.9,,,,,2134.5,,,,,,,9684.5,81.9,81.9,0.0,0.0,,81.9,21961.8,0.0,0.0,,21961.8,176.8,134.5,42.3,1817.3,,1950.2,35672.5,0.0,8503.8,2.0,8501.8,-16.7,-74.6,-77.7,8334.8,4.7,8339.5,44012.0,
03/31/2013,44563.4,5540.8,,,,1745.3,21.2,,191.6,1532.5,630.8,22120.4,-386.0,21734.4,12290.6,,12290.6,373.6,345.9,27.7,,,,,2247.9,,,,,,,10701.9,52.1,52.1,,,,,21577.0,,,,21577.0,,,,,,3730.3,36061.3,0.0,8516.4,2.0,8514.4,-26.7,88.0,-83.3,8494.4,7.7,8502.1,44563.4,
06/30/2013,44631.0,5718.2,,,,1604.0,46.0,1211.1,238.3,108.6,642.6,21678.3,-367.2,21311.1,12405.7,79.5,12326.2,369.3,344.5,24.8,,85.2,,,2494.9,,,3763.0,,3763.0,7408.3,11171.3,44.1,44.1,,,,,21001.7,,,,21001.7,,,,,46.4,3682.0,35945.5,0.0,8532.2,2.0,8530.2,-41.1,271.6,-85.5,8677.2,8.3,8685.5,44631.0,
09/30/2013,46224.0,5974.3,,,,2516.4,17.5,1418.5,973.4,107.0,626.2,21822.7,-356.1,21466.6,12662.0,84.9,12577.1,360.7,338.3,22.4,,30.1,,,2587.7,,,4903.1,,4903.1,6903.0,11806.1,77.5,77.5,,,,,21390.2,,,,21390.2,,,,,97.8,3998.7,37370.3,0.0,8545.1,2.0,8543.1,-83.3,471.2,-88.0,8845.0,8.7,8853.7,46224.0,
12/31/2013,47139.0,6044.7,,,,2630.7,,1501.5,1042.3,86.9,301.6,18629.2,-356.1,18273.1,13120.7,85.3,13035.4,354.9,334.6,20.3,1777.7,50.3,,,763.9,,,5365.4,,5365.4,7161.1,12526.5,0.0,,0.0,0.0,,0.0,18484.5,0.0,0.0,,18484.5,-134.3,-95.5,-38.8,1934.2,111.0,5367.1,38289.0,0.0,8557.4,2.0,8555.4,-226.0,581.0,-73.6,8838.8,11.2,8850.0,47139.0,
03/31/2014,48578.1,6781.8,,,,2255.0,,1861.2,309.0,84.8,559.5,18571.7,-352.6,18219.1,14182.4,,14182.4,421.7,403.5,18.2,,91.1,,,6067.5,,,5483.6,,5483.6,7705.7,13189.3,,,,,,,22669.1,,,,22669.1,,,,,117.7,3800.2,39776.3,0.0,8571.7,2.0,8569.7,-378.1,678.4,-76.0,8796.0,5.8,8801.8,48578.1,
06/30/2014,44152.7,6427.6,,,,823.1,,394.9,337.4,90.8,565.8,18604.4,-341.0,18263.4,14871.3,83.0,14788.3,419.7,403.1,16.6,,36.4,,,2745.4,,,5468.4,,5468.4,8470.6,13939.0,,,,,,,17545.5,,,,17545.5,,,,,118.4,3920.5,35523.4,0.0,8584.0,2.0,8582.0,-794.7,905.8,-77.5,8617.6,11.7,8629.3,44152.7,
09/30/2014,46481.0,6214.2,650.0,650.0,,792.4,,356.0,345.0,91.4,580.1,19785.8,-357.7,19428.1,15311.6,127.8,15183.8,590.8,557.3,33.5,,120.8,,0.0,2793.0,,,5494.1,,5494.1,8989.1,14483.2,,,,,,,18923.4,,,,18923.4,,,,,60.0,4010.4,37477.0,0.0,8595.6,2.0,8593.6,-900.8,1392.5,-82.1,9005.2,-1.2,9004.0,46481.0,
12/31/2014,47880.0,7119.7,650.0,650.0,,1550.3,,1130.5,352.3,67.5,559.2,19495.0,-346.4,19148.6,15056.8,126.4,14930.4,597.0,571.3,25.7,2209.9,168.0,,,820.5,,,5986.0,,5986.0,9863.8,15849.8,0.0,,0.0,0.0,,0.0,18455.8,0.0,0.0,,18455.8,-142.3,-103.7,-38.6,2054.6,62.3,2536.3,38816.5,0.0,8605.6,2.0,8603.6,-1018.5,1615.7,-133.9,9068.9,-5.4,9063.5,47880.0,
03/31/2015,46416.0,6306.9,450.0,450.0,,1347.4,,964.1,320.1,63.2,537.1,19429.3,-356.5,19072.8,15011.2,123.4,14887.8,586.8,563.6,23.2,,398.8,,0.0,2705.0,,,6091.6,,6091.6,10666.5,16758.1,,,,,,,16658.3,,,,16658.3,,,,,135.0,4105.5,37656.9,0.0,8600.0,2.0,8598.0,-1370.6,1692.3,-163.1,8758.6,0.5,8759.1,46416.0,
06/30/2015,46657.2,5465.3,750.0,750.0,,1692.9,,1314.9,319.9,58.1,538.2,19649.3,-350.9,19298.4,15254.0,144.4,15109.6,587.3,565.9,21.4,,203.0,,0.0,2868.1,,,6162.7,,6162.7,11105.1,17267.8,,,,,,,16441.6,,,,16441.6,,,,,176.2,3964.0,37849.6,0.0,8617.6,2.0,8615.6,-1432.8,1781.1,-158.8,8807.1,0.5,8807.6,46657.2,
09/30/2015,68125.5,8259.9,100.0,100.0,,3618.8,,914.3,310.7,2393.8,529.5,32406.2,-335.0,32071.2,15738.4,200.2,15538.2,1336.4,1135.1,201.3,,336.8,671.9,0.0,5620.7,,966.6,31362.3,13252.8,18109.5,0.0,32328.9,,,,,,,19320.5,,,,19320.5,,,,,260.4,4744.6,57326.3,0.0,8685.5,2.0,8683.5,-155.9,2443.4,-174.3,10798.7,0.5,10799.2,68125.5,
12/31/2015,67391.9,7652.4,,,,2953.7,,2022.1,300.1,631.5,537.8,30518.7,-347.0,30171.7,7048.0,196.3,6851.7,1229.3,1063.2,166.1,3250.9,282.2,4302.0,0.0,1206.3,,862.9,31726.5,13524.7,18201.8,172.0,32761.4,0.0,,0.0,0.0,,0.0,16350.3,0.0,0.0,,16350.3,-142.7,-107.6,-35.1,2003.6,205.2,966.9,56446.7,0.0,8720.1,2.0,8718.1,-157.3,2524.0,-142.1,10944.7,0.5,10945.2,67391.9,
03/31/2016,67097.6,1006.8,7135.0,,7135.0,2896.8,,1997.8,291.1,607.9,556.3,31408.6,-404.6,31004.0,16857.8,192.1,16665.7,1365.4,1195.1,170.3,,196.8,,0.0,5589.2,,948.0,31781.5,13357.9,18423.6,163.2,32892.7,,,,,,,18012.6,,,,18012.6,,,,,395.0,4671.0,55971.3,0.0,8741.5,2.1,8739.4,-172.0,2673.7,-117.4,11125.8,0.5,11126.3,67097.6,
06/30/2016,66700.3,8103.9,,,,3229.1,,2355.3,281.9,591.9,570.2,30456.8,-399.4,30057.4,17056.2,191.6,16864.6,1338.6,1169.7,168.9,,269.2,,0.0,5606.6,,950.5,31760.4,13434.0,18326.4,168.2,32879.1,,,,,,,17510.1,,,,17510.1,,,,,310.4,4876.1,55575.7,0.0,8751.9,2.1,8749.8,-177.0,2656.9,-107.7,11124.1,0.5,11124.6,66700.3,
09/30/2016,65965.5,7433.6,,,,3592.4,,2764.0,254.4,574.0,560.2,29918.2,-421.7,29496.5,17140.9,186.1,16954.8,1331.8,1170.5,161.3,,249.8,927.8,0.0,5707.4,,987.1,31710.3,13735.2,17975.1,156.9,32854.3,,,,,,,16548.7,,,,16548.7,,,,,310.8,4086.4,54728.0,0.0,8760.3,2.1,8758.2,-178.0,2758.9,-104.2,11237.0,0.5,11237.5,65965.5,
12/31/2016,64170.2,6430.6,,,,4491.1,,3708.2,243.0,539.9,394.5,29535.9,-432.6,29103.3,7677.2,191.1,7486.1,826.1,685.4,140.7,,223.2,3737.7,0.0,1803.5,,1255.6,30877.1,14148.1,16729.0,171.6,32304.3,0.0,,0.0,0.0,,0.0,14935.5,0.0,0.0,,14935.5,-123.3,-88.1,-35.2,,137.6,3175.3,54167.1,0.0,8767.9,2.1,8765.8,-178.1,1553.0,-140.1,10002.7,0.4,10003.1,64170.2,
03/31/2017,63094.4,741.7,5415.2,,5415.2,4476.3,,3731.0,226.9,518.4,212.0,29691.4,-448.6,29242.8,7704.4,188.2,7516.2,820.4,686.1,134.3,,151.6,2731.9,0.0,1611.8,,1203.8,30954.5,14823.5,16131.0,177.9,32336.2,,,,,,,14736.3,,,,14736.3,,,,,106.0,3018.5,52928.9,0.0,8784.7,2.1,8782.6,-196.9,1701.1,-123.7,10165.2,0.3,10165.5,63094.4,
06/30/2017,50478.9,5337.9,,,,5530.0,,4799.5,218.6,511.9,205.0,29031.7,-426.0,28605.7,6920.6,184.6,6736.0,750.9,625.5,125.4,,158.8,607.8,0.0,2339.1,,1274.3,29485.9,14129.4,15356.5,164.8,30925.0,,,,,,,8621.4,,,,8621.4,,,,,-46.2,3019.4,43127.4,325.0,8713.9,2.1,8711.8,-3426.2,1826.9,-88.4,7351.2,0.3,7351.5,50478.9,
09/30/2017,49335.5,3112.3,,,,5744.8,,3654.8,211.3,1878.7,,28505.3,-419.5,28085.8,6903.1,178.9,6724.2,744.6,625.5,119.1,,183.1,563.7,0.0,3999.8,,1360.3,28061.6,13477.5,14584.1,172.8,29594.7,,,,,,,8531.2,,,,8531.2,,,,,-11.2,3205.8,41884.2,325.0,8789.2,2.1,8787.1,-3615.4,2025.8,-73.3,7451.3,0.0,7451.3,49335.5,
12/31/2017,49278.7,1718.7,150.0,150.0,,6469.9,,6168.3,,301.6,,29113.9,-431.1,28682.8,6912.8,173.9,6738.9,482.9,369.9,113.0,1500.6,137.4,509.3,0.0,2722.3,,1352.0,28059.3,13715.5,14343.8,158.0,29569.3,0.0,,0.0,0.0,,0.0,8974.4,0.0,0.0,,8974.4,-100.0,-65.5,-34.5,1260.6,174.0,1571.1,41958.7,325.0,8800.2,2.1,8798.1,-3625.2,1906.5,-86.5,7320.0,0.0,7320.0,49278.7,
03/31/2018,51542.5,200.9,4145.4,250.0,3895.4,5910.5,,5564.1,,346.4,,29453.6,-447.6,29006.0,6953.3,178.4,6774.9,476.9,369.9,107.0,,237.4,496.6,0.0,4149.0,,1226.5,29202.9,15113.6,14089.3,164.5,30593.9,,,,,,,10437.3,,,,10437.3,,,,,207.8,2680.1,44415.7,325.0,8813.9,2.1,8811.8,-3844.9,1982.7,-149.9,7126.8,0.0,7126.8,51542.5,
06/30/2018,49855.0,3475.6,200.0,200.0,,5907.4,,5425.9,,481.5,,29348.4,-467.3,28881.1,7006.8,172.9,6833.9,470.9,369.9,101.0,,149.6,350.9,0.0,3381.2,,1289.9,29716.0,16179.2,13536.8,175.3,31181.2,,,,,,,8859.6,,,,8859.6,,,,,179.4,2758.2,43329.3,325.0,8824.1,2.1,8822.0,-4526.7,2079.4,-176.1,6525.7,0.0,6525.7,49855.0,
09/30/2018,49262.4,167.6,1399.9,200.0,1199.9,6339.5,,6053.5,,286.0,,30495.8,-477.4,30018.4,7059.5,170.8,6888.7,464.9,369.9,95.0,,258.6,308.6,0.0,3226.3,,1296.4,29336.9,14830.1,14506.8,191.7,30825.0,,,,,,,8674.2,,,,8674.2,,,,,258.2,2876.1,42942.1,325.0,8833.4,2.1,8831.3,-4821.0,2182.3,-199.4,6320.3,0.0,6320.3,49262.4,
12/31/2018,48537.4,198.8,1996.8,400.0,1596.8,6233.8,,5931.3,,302.5,,30795.4,-489.7,30305.7,7130.6,160.0,6970.6,459.1,369.9,89.2,1399.2,239.8,297.0,0.0,323.8,,1521.2,29566.2,15500.5,14065.7,152.1,31239.5,0.0,,0.0,0.0,,0.0,8118.8,0.0,0.0,,8118.8,-110.4,-80.6,-29.8,1186.0,159.4,1700.5,42590.8,325.0,6812.4,1.6,6810.8,-2936.9,1924.4,-178.3,5946.6,0.0,5946.6,48537.4,
03/31/2019,50781.5,130.1,1790.1,600.0,1190.1,7844.1,,7571.5,,272.6,,31247.0,-487.5,30759.5,7178.7,189.2,6989.5,453.3,369.9,83.4,,237.6,273.8,0.0,2179.9,,1650.5,33298.5,19634.5,13664.0,0.0,34949.0,35.2,,35.2,,35.2,0.0,6788.7,217.8,,217.8,6570.9,,,,,169.4,2655.9,44872.0,325.0,6826.8,1.6,6825.2,-3134.7,2017.6,-125.2,5909.5,0.0,5909.5,50781.5,
06/30/2019,50557.6,116.8,2405.6,850.0,1555.6,6571.7,,6308.8,,262.9,,31322.8,-487.4,30835.4,7250.5,194.4,7056.1,447.5,369.9,77.6,,411.6,252.4,0.0,2363.1,,1554.0,33770.4,20906.8,12863.6,0.0,35324.4,23.4,,23.4,,23.4,0.0,6548.5,222.1,,222.1,6326.4,,,,,319.2,2173.7,44641.6,325.0,6837.8,1.6,6836.2,-3293.1,2111.4,-65.1,5916.0,0.0,5916.0,50557.6,
09/30/2019,51403.1,207.3,3617.3,2000.0,1617.3,6109.7,,5855.9,,253.8,,31345.5,-486.2,30859.3,7265.1,165.2,7099.9,441.7,369.9,71.8,,544.6,0.0,0.0,2358.1,,1648.0,34262.0,21711.3,12550.7,0.0,35910.0,12.0,,12.0,,12.0,0.0,6652.3,229.1,,229.1,6423.2,,,,,438.2,2357.1,45369.6,325.0,6849.4,1.6,6847.8,-3296.7,2220.3,-64.5,6033.5,0.0,6033.5,51403.1,
12/31/2019,50832.8,990.1,2645.5,950.0,1695.5,6276.8,,5877.9,,398.9,,30998.9,-482.6,30516.3,7479.7,160.0,7319.7,435.9,369.9,66.0,1267.7,381.4,0.0,0.0,839.4,,1593.1,33546.4,22388.7,11157.7,0.0,35139.5,6520.5,,47.1,,47.1,6473.4,195.5,195.5,,195.5,0.0,-77.3,-46.0,-31.3,1234.3,151.9,1329.4,44493.8,525.0,6855.3,1.6,6853.7,-3296.8,2307.6,-52.1,6339.0,0.0,6339.0,50832.8,
03/31/2020,58936.7,220.7,3477.8,0.0,3477.8,6128.6,,4936.7,,1191.9,,38530.4,-1111.1,37419.3,7678.3,190.2,7488.1,306.9,146.8,160.1,,1093.0,,0.0,2612.1,,2789.8,39372.3,26942.2,12430.1,0.0,42162.1,,,,,,,8374.9,280.6,,280.6,8094.3,,,,,190.2,2348.7,53075.9,525.0,6874.9,1.6,6873.3,-3158.0,1552.1,66.8,5860.8,0.0,5860.8,58936.7,
06/30/2020,61702.4,181.6,7998.7,100.0,7898.7,5656.5,,4532.5,,1124.0,,37518.3,-1202.7,36315.6,7967.7,189.6,7778.1,298.6,146.8,151.8,,1090.2,,0.0,2193.5,,3111.4,42703.8,30325.3,12378.5,0.0,45815.2,,,,,,,7873.3,275.4,,275.4,7597.9,,,,,182.4,2092.2,55963.1,525.0,6887.1,1.6,6885.5,-3158.0,1419.4,65.8,5739.3,0.0,5739.3,61702.4,
