Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1999,12923.0,436.0,436.0,,468.0,468.0,,167.0,,,,,105.0,,,,1176.0,7777.0,8910.0,-1133.0,442.0,,,3528.0,2872.0,,,,,656.0,11747.0,,205.0,205.0,,,,988.0,,,,,1110.0,,,1110.0,2303.0,4643.0,,1904.0,,,,1904.0,6547.0,8850.0,136.0,4789.0,,,,-856.0,-224.0,3845.0,228.0,4073.0,12923.0,
03/31/2000,12997.0,443.0,443.0,0.0,504.0,,,180.0,180.0,0.0,0.0,0.0,107.0,,,,1234.0,7735.0,8965.0,-1230.0,450.0,,,3578.0,2950.0,,,,,628.0,11763.0,,186.0,186.0,,,,915.0,,,,,1098.0,,,1098.0,2199.0,5048.0,,1931.0,,,,1931.0,6979.0,9178.0,136.0,4780.0,,,0.0,,-1137.0,3779.0,40.0,3819.0,12997.0,
06/30/2000,12700.0,283.0,283.0,0.0,560.0,,,210.0,210.0,0.0,0.0,0.0,128.0,,,,1181.0,7722.0,,,438.0,,,3359.0,2947.0,,,,,412.0,11519.0,,194.0,194.0,,,,964.0,,,,,1052.0,,,1052.0,2210.0,4680.0,,1885.0,,,,1885.0,6565.0,8775.0,135.0,4802.0,,,0.0,,-1059.0,3878.0,47.0,3925.0,12700.0,
09/30/2000,12576.0,242.0,242.0,0.0,547.0,,,227.0,227.0,0.0,0.0,0.0,118.0,,,,1134.0,7642.0,9010.0,-1368.0,425.0,,,3375.0,2927.0,,,,,448.0,11442.0,,198.0,198.0,,,,1270.0,,,,,1076.0,,,1076.0,2544.0,4247.0,,1885.0,,,,1885.0,6132.0,8676.0,120.0,4808.0,,,0.0,,-1079.0,3849.0,51.0,3900.0,12576.0,
12/31/2000,12660.0,189.0,189.0,0.0,502.0,,,238.0,238.0,0.0,0.0,0.0,119.0,,,,1048.0,7889.0,9376.0,-1487.0,412.0,,,3311.0,2881.0,,,,,430.0,11612.0,,186.0,186.0,,,,585.0,,,,,1034.0,,,1034.0,1805.0,4957.0,,1882.0,,,,1882.0,6839.0,8644.0,117.0,4800.0,,,0.0,,-949.0,3968.0,48.0,4016.0,12660.0,
03/31/2001,12639.0,224.0,224.0,0.0,497.0,,,235.0,235.0,0.0,0.0,0.0,142.0,,,,1098.0,7753.0,,,399.0,,,3389.0,2885.0,,,,,504.0,11541.0,,215.0,215.0,,,,577.0,,,,,1081.0,,,1081.0,1873.0,4919.0,,1895.0,,,,1895.0,6814.0,8687.0,58.0,4884.0,,,0.0,,-1038.0,3904.0,48.0,3952.0,12639.0,
06/30/2001,12713.0,221.0,221.0,0.0,485.0,,,233.0,233.0,0.0,0.0,0.0,160.0,,,,1099.0,7810.0,,,442.0,,,3362.0,2879.0,,,,,483.0,11614.0,,210.0,210.0,,,,564.0,,,,,1060.0,,,1060.0,1834.0,4965.0,,1898.0,,,,1898.0,6863.0,8697.0,44.0,4907.0,,,0.0,,-983.0,3968.0,48.0,4016.0,12713.0,
09/30/2001,12682.0,204.0,204.0,0.0,437.0,,,224.0,224.0,0.0,0.0,0.0,139.0,,,,1004.0,7864.0,,,455.0,,,3359.0,2869.0,,,,,490.0,11678.0,,211.0,211.0,,,,592.0,,,,,1103.0,,,1103.0,1906.0,4915.0,,1891.0,,,,1891.0,6806.0,8712.0,42.0,4859.0,,,0.0,,-973.0,3928.0,42.0,3970.0,12682.0,
12/31/2001,12461.0,157.0,157.0,0.0,432.0,,,219.0,219.0,0.0,0.0,0.0,89.0,,,,897.0,7835.0,9675.0,-1840.0,400.0,,,3329.0,2825.0,,,,,504.0,11564.0,,225.0,225.0,,,,332.0,,,,,1030.0,,,1030.0,1587.0,5227.0,,1808.0,,,,1808.0,7035.0,8622.0,42.0,4865.0,,,0.0,,-1109.0,3798.0,41.0,3839.0,12461.0,
03/31/2002,12198.0,174.0,174.0,0.0,409.0,409.0,,211.0,,,,,121.0,,,,915.0,7735.0,,,406.0,,,3142.0,2598.0,,,,,544.0,11283.0,,205.0,205.0,,,,1072.0,,,,,1016.0,,,1016.0,2293.0,4494.0,,1567.0,,,,1567.0,6061.0,8354.0,42.0,4901.0,,,0.0,-577.0,-559.0,3807.0,37.0,3844.0,12198.0,
06/30/2002,12302.0,196.0,196.0,0.0,427.0,427.0,,209.0,,,,,152.0,,,,984.0,7795.0,,,437.0,,,3086.0,2575.0,,,,,511.0,11318.0,,229.0,229.0,,,,1388.0,,,,,1003.0,,,1003.0,2620.0,4109.0,,1479.0,,,,1479.0,5588.0,8208.0,51.0,4903.0,,,0.0,-397.0,-499.0,4058.0,36.0,4094.0,12302.0,
09/30/2002,12232.0,229.0,229.0,0.0,413.0,413.0,,205.0,,,,,137.0,,,,984.0,7747.0,,,447.0,,,3054.0,2573.0,,,,,481.0,11248.0,,232.0,232.0,,,,589.0,,,,,1049.0,,,1049.0,1870.0,4758.0,,1472.0,,,,1472.0,6230.0,8100.0,51.0,4903.0,,,0.0,-345.0,-513.0,4096.0,36.0,4132.0,12232.0,
12/31/2002,12259.0,108.0,108.0,,412.0,412.0,,214.0,,,,,216.0,,,,950.0,7750.0,10047.0,-2297.0,434.0,,,3125.0,2570.0,,,,,555.0,11309.0,,223.0,223.0,,,,870.0,,,,,1106.0,,,1106.0,2199.0,4449.0,,1524.0,,,,1524.0,5973.0,8172.0,51.0,4909.0,,,0.0,-424.0,-488.0,4048.0,39.0,4087.0,12259.0,
03/31/2003,12109.0,158.0,158.0,0.0,376.0,376.0,,213.0,,,,,294.0,,,,1041.0,6925.0,,,407.0,,,3736.0,2576.0,,,,,1160.0,11068.0,,220.0,220.0,,,,908.0,,,,,938.0,,,938.0,2066.0,4597.0,,1456.0,,,,1456.0,6053.0,8119.0,35.0,4932.0,,,0.0,-540.0,-474.0,3953.0,37.0,3990.0,12109.0,
06/30/2003,11986.0,321.0,321.0,0.0,431.0,,,212.0,212.0,0.0,0.0,0.0,322.0,,,,1286.0,6968.0,,,405.0,,,3327.0,2476.0,,,,,851.0,10700.0,,147.0,147.0,,,,434.0,,,,,951.0,,,951.0,1532.0,4619.0,,1484.0,,,,1484.0,6103.0,7635.0,35.0,4943.0,,,0.0,-250.0,-415.0,4313.0,38.0,4351.0,11986.0,
09/30/2003,11920.0,787.0,787.0,0.0,398.0,,,201.0,201.0,0.0,0.0,0.0,207.0,,,,1593.0,6946.0,,,400.0,,,2981.0,2476.0,,,,,505.0,10327.0,,140.0,140.0,,,,442.0,,,,,981.0,,,981.0,1563.0,4443.0,,1488.0,,,,1488.0,5931.0,7494.0,33.0,4966.0,,,0.0,-396.0,-215.0,4388.0,38.0,4426.0,11920.0,
03/31/2004,11925.0,237.0,237.0,0.0,443.0,443.0,,297.0,297.0,0.0,0.0,0.0,307.0,,,,1284.0,7025.0,,,432.0,,,3184.0,2515.0,,,,,669.0,10641.0,,163.0,163.0,,,,240.0,,,,,1146.0,,,1146.0,1549.0,4362.0,,1496.0,,,,1496.0,5858.0,7407.0,0.0,5106.0,,,0.0,-253.0,-363.0,4490.0,28.0,4518.0,11925.0,
06/30/2004,11859.0,167.0,167.0,0.0,451.0,451.0,,292.0,292.0,0.0,0.0,0.0,409.0,,,,1319.0,6956.0,,,441.0,,,3143.0,2508.0,2508.0,0.0,,,635.0,10540.0,,141.0,141.0,,,,260.0,,,,,1113.0,,,1113.0,1514.0,4174.0,,1474.0,,,,1474.0,5648.0,7162.0,0.0,5152.0,,,0.0,-99.0,-383.0,4670.0,27.0,4697.0,11859.0,
09/30/2004,12008.0,231.0,231.0,0.0,438.0,438.0,,320.0,320.0,0.0,0.0,0.0,366.0,,,,1355.0,6944.0,,,463.0,,,3246.0,2509.0,,,,,737.0,10653.0,,154.0,154.0,,,,243.0,,,,,1140.0,,,1140.0,1537.0,4258.0,,1495.0,,,,1495.0,5753.0,7290.0,0.0,5047.0,,,0.0,8.0,-364.0,4691.0,27.0,4718.0,12008.0,
12/31/2004,12298.0,326.0,326.0,0.0,482.0,482.0,,371.0,371.0,0.0,0.0,0.0,504.0,,,,1683.0,6997.0,9971.0,-2974.0,453.0,,,3165.0,2544.0,2157.0,387.0,,,621.0,10615.0,,200.0,200.0,,,,619.0,,,,,1309.0,,,1309.0,2128.0,3823.0,,1532.0,,,,1532.0,5355.0,7483.0,0.0,5125.0,,,0.0,-68.0,-269.0,4788.0,27.0,4815.0,12298.0,
03/31/2005,12290.0,313.0,313.0,0.0,544.0,544.0,,341.0,341.0,0.0,0.0,0.0,575.0,,,,1773.0,6888.0,,,440.0,,,3189.0,2547.0,,,,,642.0,10517.0,,156.0,156.0,,,,642.0,,,,,1124.0,,,1124.0,1922.0,3755.0,,1487.0,,,,1487.0,5242.0,7164.0,0.0,5460.0,,,0.0,11.0,-372.0,5099.0,27.0,5126.0,12290.0,
06/30/2005,12396.0,381.0,381.0,0.0,598.0,598.0,,316.0,316.0,0.0,0.0,0.0,706.0,,,,2001.0,6778.0,,,432.0,,,3185.0,2532.0,,,,,653.0,10395.0,,154.0,154.0,,,,634.0,634.0,0.0,0.0,,1125.0,,,1125.0,1913.0,3725.0,,1475.0,,,,1475.0,5200.0,7113.0,0.0,5492.0,,,0.0,156.0,-389.0,5259.0,24.0,5283.0,12396.0,
09/30/2005,12739.0,909.0,909.0,0.0,642.0,642.0,,281.0,281.0,0.0,0.0,0.0,438.0,,,,2270.0,6777.0,,,408.0,,,3284.0,2539.0,,,,,745.0,10469.0,,149.0,149.0,,,,604.0,,,,,1535.0,,,1535.0,2288.0,3703.0,,1293.0,,,,1293.0,4996.0,7284.0,0.0,5597.0,,,0.0,195.0,-362.0,5430.0,25.0,5455.0,12739.0,
12/31/2005,12454.0,897.0,897.0,0.0,642.0,642.0,,280.0,280.0,0.0,0.0,0.0,464.0,,,,2283.0,3956.0,5880.0,-1924.0,403.0,,,5812.0,2263.0,1737.0,526.0,,,3549.0,10171.0,,156.0,156.0,,,,1219.0,,,,,1504.0,,,1504.0,2879.0,2926.0,,1413.0,,,,1413.0,4339.0,7218.0,0.0,5416.0,,,0.0,170.0,-375.0,5211.0,25.0,5236.0,12454.0,
03/31/2006,12082.0,760.0,760.0,0.0,581.0,581.0,,363.0,363.0,0.0,0.0,0.0,447.0,,,,2151.0,3986.0,,,393.0,,,5552.0,2299.0,,,,,3253.0,9931.0,,151.0,151.0,,,,758.0,,,,,1257.0,,,1257.0,2166.0,3468.0,,1556.0,,,,1556.0,5024.0,7190.0,0.0,5102.0,,,0.0,83.0,-316.0,4869.0,23.0,4892.0,12082.0,
06/30/2006,9372.0,306.0,306.0,0.0,637.0,637.0,,407.0,407.0,0.0,0.0,0.0,517.0,,,,1867.0,4014.0,,,411.0,,,3080.0,2337.0,,,,,743.0,7505.0,,144.0,144.0,,,,742.0,,,,,1405.0,,,1405.0,2291.0,2078.0,,2024.0,,,,2024.0,4102.0,6393.0,0.0,2523.0,,,0.0,680.0,-249.0,2954.0,25.0,2979.0,9372.0,
09/30/2006,9366.0,315.0,315.0,0.0,644.0,644.0,,516.0,516.0,0.0,0.0,0.0,491.0,,,,1966.0,3816.0,,,415.0,,,3169.0,2331.0,,,,,838.0,7400.0,,151.0,151.0,,,,729.0,,,,,1315.0,,,1315.0,2195.0,2345.0,,2051.0,,,,2051.0,4396.0,6591.0,0.0,2164.0,,,0.0,835.0,-249.0,2750.0,25.0,2775.0,9366.0,
12/31/2006,9280.0,183.0,183.0,0.0,593.0,593.0,,566.0,566.0,0.0,0.0,0.0,468.0,,,,1810.0,3831.0,6082.0,-2251.0,436.0,,,3203.0,2302.0,1711.0,591.0,,,901.0,7470.0,,179.0,179.0,,,,805.0,,,,,1477.0,,,1477.0,2461.0,1827.0,,1959.0,,,,1959.0,3786.0,6247.0,0.0,2288.0,,,0.0,948.0,-228.0,3008.0,25.0,3033.0,9280.0,
03/31/2007,9328.0,183.0,183.0,0.0,600.0,600.0,,602.0,602.0,0.0,0.0,0.0,436.0,,,,1821.0,3783.0,,,463.0,,,3261.0,2287.0,,,,,974.0,7507.0,,179.0,179.0,,,,797.0,,,,,1455.0,,,1455.0,2431.0,1809.0,,1958.0,,,,1958.0,3767.0,6198.0,0.0,2246.0,,,0.0,1105.0,-245.0,3106.0,24.0,3130.0,9328.0,
06/30/2007,9461.0,274.0,274.0,,564.0,564.0,,626.0,,,,,457.0,,,,1921.0,3787.0,,,445.0,,,3308.0,2287.0,,,,,1021.0,7540.0,,184.0,184.0,,,,100.0,,,,,1361.0,,,1361.0,1645.0,2932.0,,1935.0,,,,1935.0,4867.0,6512.0,,1878.0,,,,1250.0,-203.0,2925.0,24.0,2949.0,9461.0,
09/30/2007,9452.0,181.0,181.0,0.0,569.0,569.0,,684.0,684.0,0.0,0.0,0.0,368.0,,,,1802.0,3823.0,,,428.0,,,3399.0,2302.0,,,,,1097.0,7650.0,,182.0,182.0,,,,11.0,,,,,1549.0,,,1549.0,1742.0,3151.0,,1931.0,,,,1931.0,5082.0,6824.0,0.0,1393.0,,,0.0,1379.0,-170.0,2602.0,26.0,2628.0,9452.0,
12/31/2007,9622.0,162.0,162.0,0.0,616.0,616.0,,714.0,714.0,0.0,0.0,0.0,332.0,,,,1824.0,3850.0,6214.0,-2364.0,423.0,,,3525.0,2302.0,1706.0,596.0,,,1223.0,7798.0,,201.0,201.0,,,,5.0,,,,,1895.0,,,1895.0,2101.0,3590.0,,1829.0,,,,1829.0,5419.0,7520.0,0.0,870.0,,,0.0,1353.0,-147.0,2076.0,26.0,2102.0,9622.0,
03/31/2008,9973.0,214.0,214.0,,625.0,625.0,,804.0,,,,,403.0,,,,2046.0,3840.0,,,425.0,,,3662.0,2295.0,,,,,1367.0,7927.0,,190.0,190.0,,,,4.0,,,,,1845.0,,,1845.0,2039.0,4111.0,,1855.0,,,,1855.0,5966.0,8005.0,,681.0,,,0.0,1385.0,-123.0,1943.0,25.0,1968.0,9973.0,
06/30/2008,9935.0,128.0,128.0,,626.0,626.0,,896.0,,,,,344.0,,,,1994.0,3810.0,,,429.0,,,3702.0,2279.0,,,,,1423.0,7941.0,,185.0,185.0,,,,571.0,,,,,1807.0,,,1807.0,2563.0,3483.0,,1871.0,,,,1871.0,5354.0,7917.0,0.0,604.0,,,0.0,1490.0,-102.0,1992.0,26.0,2018.0,9935.0,
09/30/2008,9893.0,127.0,127.0,,630.0,630.0,,948.0,,,,,364.0,,,,2069.0,3717.0,,,384.0,,,3723.0,2263.0,,,,,1460.0,7824.0,,198.0,198.0,,,,541.0,,,,,1878.0,,,1878.0,2617.0,3533.0,,1840.0,,,,1840.0,5373.0,7990.0,0.0,492.0,,,0.0,1603.0,-217.0,1878.0,25.0,1903.0,9893.0,
12/31/2008,9703.0,389.0,389.0,0.0,552.0,552.0,,986.0,986.0,0.0,0.0,0.0,239.0,,,,2166.0,3347.0,5631.0,-2284.0,372.0,,,3818.0,2161.0,1565.0,596.0,,,1657.0,7537.0,,171.0,171.0,,,,506.0,,,,,2011.0,,,2011.0,2688.0,3502.0,,1869.0,,,,1869.0,5371.0,8059.0,0.0,495.0,,,0.0,1517.0,-391.0,1621.0,23.0,1644.0,9703.0,
03/31/2009,9302.0,76.0,76.0,0.0,513.0,513.0,0.0,1025.0,,,,,250.0,,619.0,234.0,1864.0,3540.0,,,359.0,359.0,,3539.0,2225.0,,,,,695.0,7438.0,,1903.0,173.0,365.0,,1365.0,5.0,0.0,,,5.0,3.0,,,0.0,1911.0,3953.0,3953.0,1851.0,,,30.0,1821.0,5804.0,7715.0,0.0,492.0,2.0,490.0,0.0,1523.0,-449.0,1566.0,21.0,1587.0,9302.0,
06/30/2009,9304.0,79.0,79.0,0.0,476.0,476.0,0.0,1035.0,,,,,190.0,2.0,734.0,186.0,1780.0,3593.0,,,345.0,345.0,,3586.0,2237.0,,,,,613.0,7524.0,,1910.0,142.0,394.0,,1374.0,330.0,0.0,,,330.0,4.0,,,0.0,2244.0,3422.0,3422.0,1806.0,,,27.0,1779.0,5228.0,7472.0,0.0,510.0,2.0,508.0,0.0,1657.0,-357.0,1810.0,22.0,1832.0,9304.0,
09/30/2009,9274.0,113.0,113.0,0.0,466.0,466.0,0.0,1048.0,,,,,171.0,8.0,753.0,171.0,1798.0,3475.0,,,335.0,335.0,,3666.0,2190.0,,,,,715.0,7476.0,,1963.0,130.0,360.0,,1473.0,5.0,0.0,,,5.0,1.0,,,0.0,1969.0,3357.0,3357.0,2006.0,,,29.0,1977.0,5363.0,7332.0,0.0,530.0,2.0,528.0,0.0,1698.0,-307.0,1921.0,21.0,1942.0,9274.0,
12/31/2009,8761.0,87.0,87.0,0.0,445.0,445.0,0.0,783.0,,,,,174.0,7.0,982.0,174.0,1489.0,3350.0,5823.0,-2473.0,368.0,368.0,0.0,3554.0,2063.0,1483.0,580.0,103.0,6.0,393.0,7272.0,,2015.0,139.0,368.0,0.0,1508.0,5.0,5.0,,,0.0,7.0,0.0,0.0,0.0,2027.0,2955.0,2955.0,1934.0,0.0,57.0,31.0,1846.0,4889.0,6916.0,0.0,554.0,2.0,552.0,0.0,1553.0,-283.0,1824.0,21.0,1845.0,8761.0,
03/31/2010,9219.0,91.0,91.0,0.0,553.0,503.0,50.0,723.0,,,,,224.0,11.0,995.0,223.0,1591.0,3390.0,,,685.0,307.0,378.0,3553.0,2050.0,,,,,497.0,7628.0,,1975.0,143.0,353.0,,1479.0,111.0,106.0,,,5.0,4.0,,,0.0,2090.0,3342.0,3342.0,1931.0,,,32.0,1899.0,5273.0,7363.0,0.0,590.0,2.0,588.0,0.0,1557.0,-307.0,1840.0,16.0,1856.0,9219.0,
06/30/2010,9113.0,90.0,90.0,0.0,570.0,521.0,49.0,749.0,,,,,210.0,17.0,971.0,209.0,1619.0,3312.0,,,654.0,308.0,346.0,3528.0,2064.0,,,,,476.0,7494.0,,1903.0,142.0,317.0,,1444.0,115.0,7.0,,,108.0,0.0,,4.0,0.0,2018.0,3239.0,3239.0,1905.0,,,30.0,1871.0,5144.0,7162.0,0.0,649.0,2.0,647.0,0.0,1671.0,-385.0,1935.0,16.0,1951.0,9113.0,
09/30/2010,9402.0,357.0,357.0,0.0,568.0,508.0,60.0,778.0,,,,,220.0,20.0,988.0,205.0,1923.0,3262.0,,,753.0,314.0,439.0,3464.0,2067.0,,,,,389.0,7479.0,,2030.0,148.0,323.0,,1559.0,141.0,8.0,,,133.0,11.0,,,0.0,2182.0,3251.0,3251.0,1894.0,,,33.0,1861.0,5145.0,7327.0,0.0,684.0,2.0,682.0,0.0,1665.0,-290.0,2059.0,16.0,2075.0,9402.0,
12/31/2010,9776.0,753.0,753.0,0.0,572.0,513.0,59.0,802.0,,,,,494.0,16.0,664.0,179.0,2621.0,3323.0,5971.0,-2648.0,720.0,312.0,408.0,3112.0,2067.0,1499.0,568.0,88.0,17.0,260.0,7155.0,,2020.0,138.0,377.0,0.0,1505.0,136.0,9.0,,,127.0,9.0,23.0,0.0,0.0,2165.0,3215.0,3215.0,1910.0,0.0,59.0,24.0,1804.0,5125.0,7290.0,0.0,807.0,2.0,805.0,0.0,1947.0,-283.0,2471.0,15.0,2486.0,9776.0,
03/31/2011,9859.0,675.0,675.0,0.0,616.0,558.0,58.0,819.0,,,,,249.0,14.0,988.0,249.0,2359.0,3273.0,,,672.0,291.0,381.0,3555.0,2068.0,,,,,485.0,7500.0,,1991.0,140.0,354.0,,1497.0,134.0,126.0,,,8.0,2.0,36.0,,0.0,2127.0,3178.0,3178.0,1934.0,,,29.0,1869.0,5112.0,7239.0,0.0,863.0,2.0,861.0,0.0,1975.0,-232.0,2606.0,14.0,2620.0,9859.0,
06/30/2011,9999.0,999.0,999.0,0.0,640.0,584.0,56.0,848.0,,,,,263.0,16.0,988.0,263.0,2750.0,3129.0,,,645.0,294.0,351.0,3475.0,2047.0,,,,,424.0,7249.0,,2005.0,140.0,302.0,,1563.0,733.0,612.0,,,121.0,4.0,15.0,,0.0,2742.0,2489.0,2489.0,1965.0,,,30.0,1920.0,4454.0,7196.0,0.0,903.0,2.0,901.0,0.0,2106.0,-207.0,2802.0,1.0,2803.0,9999.0,
09/30/2011,9937.0,987.0,987.0,0.0,615.0,561.0,54.0,857.0,,,,,329.0,14.0,801.0,309.0,2788.0,3234.0,,,581.0,256.0,325.0,3334.0,2055.0,,,,,464.0,7149.0,,1871.0,125.0,151.0,,1595.0,715.0,610.0,,,105.0,1.0,,,0.0,2587.0,2470.0,2470.0,2002.0,,,52.0,1950.0,4472.0,7059.0,0.0,927.0,2.0,925.0,0.0,2269.0,-319.0,2877.0,1.0,2878.0,9937.0,
12/31/2011,9560.0,454.0,454.0,0.0,633.0,569.0,64.0,812.0,,,,,635.0,12.0,639.0,354.0,2534.0,3232.0,5739.0,-2507.0,705.0,259.0,446.0,3089.0,2053.0,1476.0,577.0,104.0,19.0,262.0,7026.0,,1859.0,144.0,163.0,0.0,1552.0,133.0,3.0,,,130.0,0.0,17.0,0.0,0.0,1992.0,2596.0,2596.0,2017.0,0.0,72.0,46.0,1882.0,4613.0,6605.0,0.0,965.0,2.0,963.0,0.0,2337.0,-348.0,2954.0,1.0,2955.0,9560.0,
