Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
06/26/1994,22.027,22.027,22.027,,8.264947,0.898579,0.619467,-0.11,-0.11,,-0.11,-0.11,-0.11,0.0,0.242475,,0.964226,-11.870704,
09/30/1994,22.027,22.027,22.027,,8.796341,0.921324,0.652109,-0.08,-0.08,,-0.08,-0.08,-0.08,0.0,0.398284,,1.278749,-11.88505,
12/31/1994,22.027,22.027,22.027,,9.417851,1.06206,0.833386,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,0.0,0.811005,,1.802697,-13.457801,
04/02/1995,22.816,30.5,30.5,,5.596721,0.65318,0.478689,0.02,-0.02,-0.02,0.02,-0.02,-0.02,0.0,-0.627672,-0.727705,0.984967,-12.814603,
06/30/1995,22.816,30.5,30.5,,5.586885,0.634984,0.468852,-0.09,0.01,0.01,-0.09,0.01,0.01,0.0,0.291311,0.155115,1.192891,-12.941314,
09/30/1995,22.816,30.5,30.5,,5.767213,0.601967,0.436066,0.01,-0.01,-0.01,0.01,-0.01,-0.01,0.0,0.060295,-0.12,1.047335,-12.883415,
12/31/1995,22.816,30.5,30.5,,5.668852,0.663902,0.504918,0.09,0.05,0.05,0.09,0.05,0.05,0.0,1.059148,0.777344,1.821616,-12.78388,
03/31/1996,23.113001,31.700001,22.222,,7.434074,0.800693,0.571506,0.09,-0.04,-0.04,0.07,-0.03,-0.03,0.0,-0.770453,-0.935784,0.895254,-12.597888,
06/30/1996,23.113001,31.700001,22.5,,7.764444,0.862267,0.631111,0.08,0.03,0.03,0.06,0.02,0.02,0.0,0.683022,0.401289,1.263618,-12.419201,
09/30/1996,23.113001,31.700001,22.0,,7.909091,0.888682,0.659091,0.1,0.02,0.02,0.07,0.01,0.01,0.0,-0.117091,-0.469273,1.167222,-12.274954,
12/29/1996,23.113001,31.700001,23.099001,,8.472228,1.164985,0.96541,2.13,0.32,0.32,1.54,0.23,0.23,0.0,0.073726,-0.251742,3.038463,-9.870376,
03/31/1997,23.152,32.311001,23.141001,,7.353787,0.810034,0.600968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14658,-0.308025,1.84321,-9.929639,
06/29/1997,23.152,32.458,22.152,,8.389536,0.949485,0.723185,0.03,0.03,0.03,0.02,0.02,0.02,0.0,0.43978,0.160708,1.740195,-9.932662,
09/30/1997,23.297001,33.348999,23.208,,8.423389,0.818166,0.6063,0.04,0.02,0.02,0.03,0.02,0.02,0.0,0.354059,0.000862,1.726531,-9.858093,
12/29/1997,23.288,33.622002,23.277,,7.478713,0.594965,0.408128,0.65,0.65,-0.43,0.45,0.45,-0.3,0.0,0.250977,-0.144391,3.628822,-8.49021,
03/31/1998,23.174999,33.605999,23.205999,,5.773593,0.76575,0.592174,0.11,0.12,0.12,0.08,0.08,0.08,0.0,-0.637766,-1.050547,1.4063,-8.450357,
06/30/1998,23.174999,33.485001,23.174999,,5.804315,0.861704,0.668867,0.11,0.11,0.11,0.08,0.08,0.08,0.0,0.62507,-0.053118,1.313873,-8.335966,
09/30/1998,23.174999,33.640999,23.174999,,5.510507,0.757282,0.572255,0.04,0.05,0.24,0.03,0.04,0.17,0.0,0.065329,-0.717109,0.215232,-8.295319,
12/27/1998,,,,,,,,0.18,0.18,0.18,0.18,0.18,0.18,,,,,,
