Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,Market Cap/EV,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV/Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
02/28/2005,25113.662904,-5931.0,1345.0,0.0,297936.0,318463.662904,313690.0,94.977844,0.935542,7.88588,19.531657,83.983033,22.101719,26806.92,320156.92,578.121895,,
05/31/2005,25121.807483,-4702.0,1095.0,0.0,298709.0,320223.807483,314587.0,94.952748,0.932813,7.845078,17.536901,81.668913,21.661625,27106.8,322208.8,587.629594,,
08/31/2005,28459.44577,-4293.0,1095.0,0.0,315012.0,340273.44577,331346.0,95.07041,0.925761,8.363699,16.04685,75.767857,22.329119,31032.342,342846.342,631.658335,,
11/30/2005,34201.074978,-4900.0,1095.0,0.0,335097.0,365493.074978,351891.0,95.227499,0.916835,9.357517,15.859973,75.687114,23.281297,34763.4,366055.4,673.255555,,
02/28/2006,39282.655441,-6682.0,1095.0,0.0,360562.0,394257.655441,378055.0,95.372895,0.914534,9.963701,15.520733,77.701548,24.043033,42631.995,397606.995,732.408542,,
05/31/2006,35990.91896,-4457.0,1095.0,0.0,370191.0,402819.91896,388173.0,95.367529,0.918999,8.934742,14.004795,72.462659,23.853847,38820.308,405649.308,745.516802,,
08/31/2006,33838.220558,-4167.0,1095.0,0.0,386183.0,416949.220558,404579.0,95.453051,0.926211,8.115669,13.24868,74.019034,24.099718,36582.273,419693.273,786.256763,,
11/30/2006,39293.234926,-5987.0,1095.0,0.0,406550.0,440951.234926,425741.0,95.49233,0.921984,8.911016,12.405436,74.674214,24.367332,42220.277,443878.277,826.729526,,
02/28/2007,39211.86476,-4116.0,1095.0,0.0,465350.0,501540.86476,485355.0,95.878275,0.927841,7.818279,12.989921,82.85823,26.522521,42182.574,504511.574,937.674375,,
05/31/2007,38902.639028,-5293.0,1095.0,0.0,499890.0,534594.639028,521019.0,95.944678,0.935082,7.277035,12.736632,83.089002,26.684369,41687.178,537379.178,1008.377724,,
08/31/2007,29029.477739,-7048.0,1095.0,0.0,546312.0,569388.477739,568045.0,96.174071,0.959471,5.098361,12.736288,90.782602,27.589324,31022.814,571381.814,1075.443744,,
11/30/2007,33312.109052,-7286.0,1095.0,0.0,561965.0,589086.109052,584455.0,96.151971,0.953961,5.654879,12.734794,97.968753,27.533821,35304.531,591078.531,1107.539092,,
02/29/2008,28115.075208,-7564.0,2993.0,0.0,647943.0,671487.075208,672775.0,96.309019,0.964937,4.186987,14.803507,134.918038,30.747153,29207.072,672579.072,1217.820892,,
05/31/2008,20345.068142,-6513.0,6993.0,0.0,516748.0,537573.068142,543024.0,95.161172,0.961261,3.784614,14.828375,,27.878083,21047.958,538275.958,972.622185,,
08/31/2008,,,,,,,,,,,,,,11121.408196,,,,
