Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,High,Low,Market Cap,Average,Market Cap / Deposits,Source: Bloomberg
06/30/2017,,,,,,91.4,0.227574,0.205104,321633.347074,0.215511,0.223438,
09/30/2017,,,,,,95.51,0.233558,0.216153,331393.489859,0.226166,0.23029,
12/31/2017,,,,,,106.94,0.259995,0.234414,366301.456987,0.245296,0.253675,
03/31/2018,,,,,,109.97,0.285391,0.252221,374423.318112,0.270668,0.251804,
06/30/2018,,,,,,104.2,0.261696,0.236394,350204.123949,0.251419,0.241167,
09/30/2018,,,,,,112.84,0.274565,0.242933,375239.346209,0.26382,0.257231,
12/31/2018,,,,,,97.62,0.265689,0.210043,319780.298494,0.243782,0.217439,
03/31/2019,,,,,,101.23,0.239909,0.219581,328387.383854,0.231474,0.219886,
06/30/2019,,,,,,111.8,0.252532,0.228066,357478.82177,0.239638,0.234511,
09/30/2019,,,,,,117.69,0.252193,0.219827,369132.910706,0.238668,0.242013,
12/31/2019,,,,,,139.4,0.286122,0.234414,429912.573123,0.265428,0.275156,
03/31/2020,,,,,,90.03,0.28323,0.150735,274323.469616,0.241857,0.149413,
06/30/2020,,,,,,94.06,0.188281,0.139455,286657.678047,0.157389,0.148448,
09/12/2020,13.3807628259218,1.31406758689537,1.65768663594258,2.23733060415547,5.00445071622859,101.07,,,308021.38550109,,0.159511527533294,
09/30/2020,13.2847003154574,1.29906686203439,,2.77716665719971,,,,,,,,
12/31/2020,12.5975320952262,1.28630335734467,,2.7584748681207,,,,,,,,
