Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,217.203003,,-177.542007,,39.660995,,0.0,,,39.660999,-16.985,,16.618,,0.0,,0.367,22.675999,-8.667,14.009,0.0,,,14.008999,0.0,14.009,0.0,,14.009,14.009,,74.601997,0.19,0.19,,74.601997,0.19,0.19,0.19,
12/31/1992,222.774994,,-178.348999,,44.425995,,0.0,,,44.425999,-18.005,,16.225,,0.0,,1.78,26.420999,-9.821,16.6,0.0,,,16.599999,0.0,16.6,0.0,,16.6,16.6,,74.605004,0.225,0.225,0.225,74.605004,0.225,0.225,0.225,
03/31/1993,210.912003,,-147.727997,,63.184006,,0.0,,,63.183998,-13.346001,,16.669001,,0.0,,-3.323,49.837997,-18.997999,30.84,0.0,,,30.839998,0.0,30.84,0.0,,30.84,30.84,,75.542,0.415,0.415,,75.542,0.415,0.415,0.415,
06/30/1993,220.610992,,-163.214005,,57.396988,,0.0,,,57.396999,-23.988,,18.621,,0.0,,5.367,33.408999,-12.726,20.683001,0.0,,,20.682999,0.0,20.683001,0.0,,20.683001,20.683001,,74.650002,0.275,0.275,,74.650002,0.275,0.275,0.275,
09/30/1993,245.056,,-189.569,,55.487,,0.0,,,55.487,-23.33,,20.256001,,0.0,,3.074,32.156999,-13.792,18.365,0.0,,,18.364999,0.0,18.365,0.0,,18.365,18.365,,74.68,0.245,0.245,,74.68,0.245,0.245,0.245,
12/31/1993,232.348999,,-179.171997,,53.177002,,0.0,,,53.176998,-17.754999,,19.882999,,0.0,,-2.128,35.421999,-13.637,21.785,0.0,,,21.784999,0.0,21.785,0.0,,21.785,21.785,,74.014,0.295,0.295,0.295,74.014,0.295,0.295,0.295,
03/31/1994,221.945007,,-159.085999,,62.859009,,0.0,,,62.859001,-28.153,,19.715,,0.0,,8.438,34.706001,-13.591,21.115,0.0,,,21.115002,0.0,21.115,0.0,,21.115,21.115,,73.783997,0.285,0.285,,73.783997,0.285,0.285,0.285,
06/30/1994,210.804993,,-151.207001,,59.597992,,0.0,,,59.598,-19.376,,19.407,,0.0,,-0.031,40.222,-16.211,24.011,0.0,,,24.011,0.0,24.011,0.0,,24.011,24.011,,73.669998,0.325,0.325,,73.669998,0.325,0.325,0.325,
09/30/1994,209.423996,,-153.404999,,56.018997,,0.0,,,56.019001,-21.096001,,19.280001,,0.0,,1.816,34.923,-13.827,21.096001,0.0,,,21.096001,0.0,21.096001,0.0,,21.096001,21.096001,,73.318001,0.29,0.29,,73.318001,0.29,0.29,0.29,
12/31/1994,227.697998,,-168.817001,,58.880997,,0.0,,,58.881001,-20.656,,20.448,,0.0,,0.208,38.225001,-14.834,23.391001,0.0,,,23.391001,0.0,23.391001,0.0,,23.391001,23.391001,,72.300004,0.325,0.325,0.325,72.300004,0.325,0.325,0.325,
03/31/1995,204.130997,,-147.917999,,56.212997,,0.0,,,56.213001,-19.688,,21.066,,0.0,,-1.378,36.525001,-14.555,21.969999,0.0,,,21.970001,0.0,21.969999,0.0,,21.969999,21.969999,,70.311996,0.31,0.31,,70.311996,0.31,0.31,0.31,
06/30/1995,185.149994,,-132.292999,,52.856995,,0.0,,,52.856998,-19.668,,21.098,,0.0,,-1.43,33.188999,-12.989,20.200001,0.0,,,20.199998,0.0,20.200001,0.0,,20.200001,20.200001,,69.596001,0.29,0.29,,69.596001,0.29,0.29,0.29,
09/30/1995,240.190994,,-187.501007,,52.689987,,0.0,,,52.689999,-19.844,,21.986,,0.0,,-2.142,32.845999,-12.557,20.289,0.0,,,20.288998,0.0,20.289,0.0,,20.289,20.289,,67.660004,0.3,0.3,,67.660004,0.3,0.3,0.3,
12/31/1995,408.524994,,-357.873993,,50.651001,,0.0,,,50.651001,-20.234999,,22.146999,,0.0,,-1.912,30.416002,-7.512,22.903999,0.0,,,22.904002,0.0,22.903999,0.0,,22.903999,22.903999,,68.432,0.335,0.335,0.335,68.432,0.335,0.335,0.335,
03/31/1996,605.63501,,-455.812012,,149.822998,,-83.719002,,,66.103996,-123.983,,22.705999,,0.0,,101.277,-57.879004,22.631001,-35.248001,0.0,,,-35.248003,0.0,-35.248001,0.0,,-35.248001,-35.248001,,70.103996,-0.505,-0.505,0.355,70.103996,-0.505,-0.505,0.355,
06/30/1996,587.283997,,-440.963989,,146.320007,,-84.696999,,,61.623001,-21.516029,,25.249001,,0.0,,-3.732971,40.106972,-15.682,24.424999,0.0,,,24.424972,0.0,24.424999,0.0,,24.424999,24.424999,,70.952003,0.345,0.345,0.345,70.952003,0.345,0.345,0.345,
09/30/1996,744.862976,,-598.616028,,146.246948,,-80.642998,,,65.603996,-24.869,,24.66,,0.0,,0.209,40.734996,-15.928,24.806999,0.0,,,24.806996,0.0,24.806999,0.0,,24.806999,24.806999,,70.589996,0.35,0.35,0.35,70.589996,0.35,0.35,0.35,
12/31/1996,1072.218018,,-864.607971,,207.610047,,-131.940994,,,75.668999,-33.631998,,37.384998,,0.0,,-3.753,42.037001,-16.021,26.016001,0.0,,,26.016001,-2.0,24.016001,0.0,,24.016001,24.016001,,79.182,0.305,0.305,0.365,79.182,0.305,0.305,0.365,
03/31/1997,1831.0,,-1508.0,,323.0,,-184.0,,,139.0,-52.0,,61.0,,0.0,,-9.0,87.0,-34.0,53.0,0.0,,,53.0,-6.0,47.0,-6.0,,41.0,41.0,,111.199997,0.43,0.43,0.43,113.199997,0.42,0.42,0.42,
06/30/1997,979.0,,-677.0,,302.0,,-177.0,,,125.0,-45.0,,59.0,,0.0,,-14.0,80.0,-31.0,49.0,0.0,,,49.0,-6.0,43.0,0.0,,43.0,43.0,,114.599998,0.38,0.38,0.38,117.5,0.37,0.37,0.37,
09/30/1997,1251.0,,-934.0,,317.0,,-197.0,,,120.0,-38.0,,58.0,,0.0,,-20.0,82.0,-31.0,51.0,0.0,,,51.0,-7.0,44.0,0.0,,44.0,44.0,,114.800003,0.38,0.38,0.38,117.800003,0.37,0.37,0.37,
12/31/1997,1577.0,,-1230.0,,347.0,,-210.0,,,137.0,-46.0,,60.0,,0.0,,-14.0,91.0,-33.0,58.0,0.0,,,58.0,-6.0,52.0,0.0,,52.0,52.0,,115.402,0.45,0.45,0.45,119.54,0.435,0.435,0.435,
03/31/1998,1619.0,,-1274.0,,345.0,,-204.0,,,141.0,-42.0,,64.0,,0.0,,-22.0,99.0,-35.0,64.0,0.0,,,64.0,-6.0,58.0,0.0,,58.0,58.0,,115.900002,0.5,0.5,0.5,121.699997,0.48,0.48,0.48,
06/30/1998,1296.0,,-986.0,,310.0,,-197.0,,,113.0,-25.0,,61.0,,0.0,,-36.0,88.0,-27.0,61.0,0.0,,,61.0,-6.0,55.0,0.0,,55.0,55.0,,116.0,0.47,0.47,0.47,129.0,0.45,0.45,0.45,
09/30/1998,1615.0,,-1311.0,,304.0,,-192.0,,,112.0,-22.0,,69.0,,0.0,,-47.0,90.0,-31.0,59.0,0.0,,,59.0,-7.0,52.0,0.0,,52.0,52.0,,115.599998,0.45,0.45,0.45,126.900002,0.43,0.43,0.43,
12/31/1998,2058.0,,-1591.0,,467.0,,-280.0,,,187.0,-66.0,,102.0,,0.0,,-36.0,121.0,-42.0,79.0,0.0,,,79.0,-4.0,75.0,0.0,,75.0,75.0,,225.742004,0.33,0.33,0.33,237.763,0.33,0.33,0.33,
03/31/1999,2277.0,,-1789.0,,488.0,,-286.0,,,202.0,-414.0,,102.0,,0.0,,312.0,-212.0,75.0,-137.0,13.0,,,-150.0,-4.0,-154.0,0.0,,-154.0,-154.0,,226.0,-0.68,-0.62,0.58,226.0,-0.68,-0.62,0.58,
06/30/1999,2597.0,,-2090.0,,507.0,,-259.0,,,248.0,-183.0,,110.0,,0.0,,73.0,65.0,-23.0,42.0,0.0,,,42.0,-4.0,38.0,0.0,,38.0,38.0,,226.876999,0.17,0.17,0.4,230.0,0.17,0.17,0.4,
09/30/1999,3262.0,,-2778.0,,484.0,,-282.0,,,202.0,-122.0,119.0,119.0,,0.0,,3.0,80.0,-29.0,51.0,0.0,,,51.0,-12.0,39.0,0.0,,39.0,39.0,,227.929001,0.17,0.17,0.39,231.0,0.17,0.17,0.39,
12/31/1999,2573.0,,-2196.0,,377.0,,-153.0,,,224.0,-419.0,122.0,122.0,,0.0,,297.0,-195.0,58.0,-137.0,0.0,,,-137.0,-41.0,-178.0,0.0,,-178.0,-178.0,,227.171005,-0.78,-0.78,0.114,231.376999,-0.78,-0.78,0.114,
03/31/2000,9072.0,,-7823.0,,1249.0,0.0,-638.0,,,611.0,-81.0,,235.0,,,-68.0,-86.0,530.0,-149.0,381.0,-89.0,,,470.0,-42.0,428.0,0.0,0.0,428.0,428.0,,491.0,0.87,0.690428,0.875,505.0,0.85,0.673762,0.855,
06/30/2000,10216.0,,-8967.0,,1249.0,0.0,-652.0,,,597.0,-162.0,,249.0,,,-102.0,15.0,435.0,-125.0,310.0,0.0,,,310.0,-49.0,261.0,0.0,0.0,261.0,261.0,,493.0,0.53,0.53,0.59,511.0,0.52,0.52,0.58,
09/30/2000,13468.0,,-12256.0,,1212.0,0.0,-637.0,,,575.0,-104.0,,273.0,,,-127.0,-42.0,471.0,-135.0,336.0,,,,336.0,-54.0,282.0,,0.0,282.0,282.0,,495.0,0.57,0.57,0.573,517.0,0.55,0.55,0.553,
12/31/2000,16159.0,,-14914.0,,1245.0,,-595.0,,,650.0,-108.0,283.0,283.0,,0.0,,-175.0,542.0,-129.0,413.0,19.0,,,394.0,-59.0,335.0,0.0,0.0,335.0,335.0,,500.0,0.67,0.71,0.83,515.38,0.65,0.69,0.81,
03/31/2001,3967.0,,-2242.0,,1725.0,,-777.0,,,948.0,-1312.0,295.0,295.0,,,,1017.0,-364.0,35.0,-329.0,9.0,,,-338.0,-62.0,-400.0,0.0,0.0,-400.0,-400.0,,502.401001,-0.8,-0.78,0.96,502.401001,-0.8,-0.78,0.96,
06/30/2001,3757.0,,-2290.0,,1467.0,,-909.0,,,558.0,-696.0,,291.0,,,,405.0,-138.0,63.0,-75.0,-38.0,,,-37.0,-56.0,-93.0,0.0,0.0,-93.0,-93.0,,505.0,-0.18,-0.26,0.79,505.0,-0.18,-0.26,0.79,
09/30/2001,3166.0,,-1719.0,,1447.0,,-801.0,,,646.0,-328.0,280.0,280.0,,,,48.0,318.0,-102.0,216.0,4.0,,,212.0,-1.0,211.0,0.0,0.0,211.0,211.0,,506.0,0.42,0.43,0.79,519.642029,0.41,0.42,0.78,
12/31/2001,2759.0,,-2151.0,,608.0,,,,,596.0,-45.0,290.0,290.0,,0.0,,-245.0,551.0,-180.0,371.0,-4.0,,,375.0,0.0,375.0,0.0,0.0,375.0,375.0,,559.5,0.72,0.663092,0.79,559.5,0.72,0.663092,0.79,
03/31/2002,3765.0,,-1988.0,,1777.0,0.0,-747.0,,,1030.0,-612.0,,307.0,,,223.0,82.0,418.0,-118.0,300.0,-135.0,,,435.0,-52.0,383.0,0.0,0.0,383.0,383.0,,527.0,0.73,0.47,0.49,538.0,0.72,0.46,0.48,
06/30/2002,1821.0,,-748.0,,1073.0,,-555.0,,,518.0,-435.0,304.0,304.0,,0.0,,131.0,83.0,-26.0,57.0,102.0,,,-45.0,0.0,-45.0,0.0,0.0,-45.0,-45.0,,530.0,-0.08,0.11,0.53,532.0,-0.08,0.11,0.53,
09/30/2002,1696.0,,-862.0,,834.0,,-521.0,,,313.0,-236.0,343.0,343.0,,,,-107.0,77.0,-16.0,61.0,93.0,,,-32.0,-37.0,-69.0,0.0,0.0,-69.0,-69.0,,586.0,-0.12,0.04,0.09,586.0,-0.12,0.04,0.09,
12/31/2002,484.0,,-802.0,,-318.0,,-695.0,,,-1013.0,-1218.0,259.0,343.0,,91.0,,868.0,-2231.0,769.0,-1462.0,438.0,,,-1900.0,-122.0,-2022.0,0.0,0.0,-2022.0,-2022.0,,597.0,-3.39,-2.66,-2.31,584.0,-3.46,-2.73,-2.27,
03/31/2003,1854.0,,-924.0,,930.0,,-641.0,,,289.0,-595.0,,413.0,,0.0,,182.0,-306.0,106.0,-200.0,231.0,,,-431.0,0.0,-431.0,0.0,0.0,-431.0,-431.0,,595.0,-0.72,-0.33,-0.312,595.0,-0.72,-0.33,-0.312,
06/30/2003,1569.0,,-750.0,,819.0,,-696.0,,,123.0,-830.0,463.0,463.0,,0.0,,367.0,-707.0,410.0,-297.0,939.0,,,-1236.0,0.0,-1236.0,0.0,0.0,-1236.0,-1236.0,,596.0,-2.07,-0.5,-0.22,596.0,-2.07,-0.5,-0.22,
09/30/2003,1714.0,,-645.0,,1069.0,,-534.0,,,535.0,-408.0,475.0,475.0,,,,-67.0,127.0,-62.0,65.0,41.0,,,24.0,,24.0,,,24.0,24.0,,596.0,0.04,0.11,0.11,596.0,0.04,0.11,0.11,
12/31/2003,1531.0,,-970.0,,561.0,,-139.0,,,422.0,-558.0,440.0,440.0,,100.0,,18.0,-136.0,97.0,-39.0,194.0,,,-233.0,-52.0,-285.0,0.0,0.0,-285.0,-285.0,604.164,597.0,-0.48,-0.15,0.532,597.0,-0.48,-0.15,0.532,
03/31/2004,1585.0,,-676.0,,909.0,,-498.0,,,411.0,-606.0,,422.0,,0.0,,184.0,-195.0,44.0,-151.0,55.0,,,-206.0,0.0,-206.0,0.0,0.0,-206.0,-206.0,,638.0,-0.32,-0.23,0.143,638.0,-0.32,-0.23,0.143,
06/30/2004,1524.0,,-698.0,,826.0,,-439.0,,,387.0,-305.0,410.0,410.0,,0.0,,-105.0,82.0,-37.0,45.0,29.0,,,16.0,0.0,16.0,0.0,0.0,16.0,16.0,,639.0,0.03,0.07,0.087,639.0,0.03,0.07,0.087,
09/30/2004,1429.0,,-660.0,,769.0,,-574.0,,,195.0,-320.0,396.0,396.0,,,,-76.0,-125.0,-77.0,-202.0,12.0,,,-214.0,,-214.0,,,-214.0,-214.0,,639.0,-0.33,-0.31,-0.31,639.0,-0.33,-0.31,-0.31,
12/31/2004,1029.0,,-779.0,,250.0,,0.0,,,250.0,-910.0,,378.0,,0.0,,532.0,-660.0,121.0,-539.0,-32.0,,,-507.0,-25.0,-532.0,0.0,0.0,-532.0,-532.0,,648.0,-0.82,-0.85,0.14,648.0,-0.82,-0.85,0.14,
03/31/2005,1208.0,,-949.0,,259.0,,,,,259.0,-154.0,350.0,350.0,,0.0,,-196.0,105.0,3.0,108.0,2.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,640.0,0.17,0.17,0.29,642.0,0.17,0.17,0.29,
06/30/2005,1169.0,,-779.0,,390.0,,,,,390.0,-288.0,333.0,333.0,,0.0,,-45.0,102.0,-35.0,67.0,305.0,,,-238.0,0.0,-238.0,-8.0,0.0,-246.0,-246.0,,641.0,-0.38,0.09,0.09,643.0,-0.38,0.09,0.09,
09/30/2005,752.0,,-904.0,,-152.0,,-3.0,,,-155.0,-274.0,337.0,337.0,,0.0,,-63.0,-429.0,136.0,-293.0,19.0,,,-312.0,0.0,-312.0,-9.0,0.0,-321.0,-321.0,,693.0,-0.5,-0.47,-0.03,754.0,-0.5,-0.47,-0.06,
12/31/2005,172.0,,-1162.0,,-990.0,,,,,-555.0,-57.0,,266.0,,0.0,,-209.0,-612.0,227.0,-385.0,-226.0,,,-159.0,0.0,-162.0,-10.0,0.0,-172.0,-172.0,,644.0,-0.2413,-0.2413,-0.2413,671.25,-0.2413,-0.2413,-0.2413,
03/31/2006,1337.0,,-654.0,,683.0,,,,,683.0,-258.0,320.0,331.0,-11.0,0.0,,-62.0,425.0,-124.0,301.0,-55.0,,,356.0,0.0,356.0,-10.0,0.0,346.0,346.0,,656.0,0.53,0.44,0.28,656.0,0.49,0.42,0.26,
06/30/2006,1089.0,,-726.0,,363.0,,,,,363.0,-241.0,316.0,316.0,,0.0,,-75.0,122.0,12.0,134.0,-16.0,,,150.0,0.0,150.0,-9.0,0.0,141.0,141.0,,696.0,0.21,0.19,0.17,757.0,0.21,0.19,0.17,
09/30/2006,942.0,,-724.0,,218.0,,,,,218.0,-205.0,294.0,294.0,,0.0,,-89.0,13.0,98.0,111.0,-24.0,,,135.0,0.0,135.0,-9.0,0.0,126.0,126.0,,693.0,0.18,0.15,0.17,697.0,0.18,0.15,0.17,
12/31/2006,913.0,,-747.0,,166.0,,,,,166.0,-204.0,287.0,287.0,,0.0,,-83.0,-38.0,23.0,-15.0,151.0,,,-166.0,0.0,-166.0,-9.0,0.0,-175.0,-175.0,115.0,693.0,-0.25,-0.03,0.14,693.0,-0.25,-0.03,0.14,
03/31/2007,1022.0,,-687.0,,335.0,,,,,335.0,-402.0,271.0,283.0,-12.0,0.0,,131.0,-67.0,19.0,-48.0,-677.0,,,629.0,0.0,629.0,-9.0,0.0,620.0,620.0,,694.0,0.89,-0.08,0.1,694.0,0.89,-0.08,0.1,
06/30/2007,1198.0,,-747.0,,451.0,,,,,451.0,-212.0,231.0,231.0,,0.0,,-19.0,239.0,-70.0,169.0,3.0,,,166.0,0.0,166.0,-10.0,0.0,156.0,156.0,,696.0,0.23,0.23,0.31,696.0,0.22,0.22,0.3,
09/30/2007,1166.0,,-749.0,,417.0,,,,,417.0,-162.0,228.0,228.0,,0.0,,-66.0,255.0,-100.0,155.0,0.0,,,155.0,0.0,155.0,-9.0,0.0,146.0,146.0,,696.0,0.21,0.21,0.24,759.0,0.2,0.2,0.23,
12/31/2007,1262.0,,-820.0,,442.0,,,,,442.0,-211.0,252.0,252.0,,0.0,,-41.0,231.0,-71.0,160.0,0.0,,,160.0,0.0,160.0,-9.0,,151.0,151.0,10.76,697.0,0.22,0.22,0.23,759.0,0.21,0.21,0.22,
03/31/2008,1269.0,,-719.0,,550.0,,,,,550.0,-174.0,233.0,233.0,,,,-59.0,376.0,-148.0,228.0,,,,228.0,-9.0,219.0,-19.0,0.0,200.0,200.0,,697.0,0.29,0.29,0.23,697.0,0.29,0.29,0.23,
06/30/2008,1153.0,,-732.0,,421.0,,,,,421.0,-136.0,221.0,221.0,,0.0,,-85.0,285.0,-87.0,198.0,0.0,,,198.0,-7.0,191.0,0.0,0.0,191.0,191.0,,698.0,0.27,0.27,0.23,761.0,0.25,0.25,0.21,
09/30/2008,1598.0,,-733.0,,865.0,,,,,839.0,-172.0,221.0,221.0,,0.0,,-49.0,667.0,-215.0,452.0,0.0,,,452.0,-7.0,445.0,-9.0,0.0,436.0,436.0,,696.0,0.63,0.63,0.63,766.0,0.58,0.58,0.58,
12/31/2008,1343.0,,-722.0,,621.0,,,,,621.0,-2983.0,239.0,239.0,,0.0,,2744.0,-2362.0,695.0,-1667.0,0.0,,,-1667.0,-11.0,-1678.0,-9.0,0.0,-1687.0,-1687.0,,694.0,-2.43,-2.43,0.41,694.0,-2.43,-2.43,0.41,
03/31/2009,1484.0,1484.0,-61.0,61.0,1423.0,0.0,-2692.0,256.0,2436.0,-1269.0,-214.0,,255.0,,,-19.0,-22.0,-1483.0,526.0,-957.0,0.0,0.0,0.0,-957.0,-12.0,-969.0,-9.0,0.0,-978.0,348.0,1326.0,695.0,-1.41,-1.41,0.500719,695.0,-1.41,-1.41,0.497914,
06/30/2009,973.0,973.0,-52.0,52.0,921.0,0.0,-530.0,197.0,333.0,391.0,-225.0,,253.0,,,-12.0,-16.0,166.0,-66.0,100.0,0.0,0.0,0.0,100.0,-11.0,89.0,-10.0,0.0,79.0,181.0,102.0,696.0,0.11,0.11,0.260057,699.0,0.11,0.11,0.255923,
09/30/2009,981.0,981.0,-45.0,45.0,936.0,0.0,-607.0,200.0,407.0,329.0,-212.0,,256.0,,,-11.0,-33.0,117.0,-35.0,82.0,0.0,0.0,0.0,82.0,-15.0,67.0,-9.0,0.0,58.0,161.0,103.0,696.0,0.08,0.08,0.231322,700.0,0.08,0.08,0.227143,
12/31/2009,1193.0,1193.0,-49.0,49.0,1144.0,0.0,-646.0,214.0,432.0,498.0,-171.0,,244.0,,,-25.0,-48.0,327.0,-26.0,301.0,0.0,0.0,0.0,301.0,-27.0,274.0,-9.0,0.0,265.0,369.3,104.3,699.0,0.379113,0.379113,0.528326,699.0,0.379113,0.379113,0.528326,
03/31/2010,1401.0,1401.0,-53.0,53.0,1348.0,0.0,-588.0,218.0,370.0,760.0,-155.0,,243.0,,,-28.0,-60.0,605.0,-186.0,419.0,0.0,0.0,0.0,419.0,-31.0,388.0,-9.0,0.0,379.0,242.0,-137.0,696.0,0.54,0.54,0.347701,768.0,0.51,0.51,0.331615,
06/30/2010,1018.0,1018.0,-53.0,53.0,965.0,0.0,-581.0,242.0,339.0,384.0,-116.0,,284.0,,,-111.0,-57.0,268.0,-82.0,186.0,0.0,0.0,0.0,186.0,-29.0,157.0,-10.0,0.0,147.0,149.0,2.0,698.0,0.21,0.21,0.213467,761.0,0.21,0.21,0.212628,
09/30/2010,1213.0,1213.0,-57.0,57.0,1156.0,0.0,-638.0,239.0,399.0,518.0,-260.0,,255.0,,,-28.0,33.0,258.0,-75.0,183.0,0.0,0.0,0.0,183.0,-41.0,142.0,-9.0,0.0,133.0,153.0,20.0,699.0,0.19,0.19,0.218884,762.0,0.19,0.19,0.216247,
12/31/2010,984.0,984.0,-55.0,55.0,929.0,0.0,-548.0,243.0,305.0,381.0,-202.0,,249.0,,,-21.0,-26.0,179.0,-43.0,136.0,0.0,0.0,0.0,136.0,-65.0,71.0,-9.0,0.0,62.0,155.05,93.05,698.0,0.088825,0.088825,0.222135,765.0,0.081046,0.081046,0.20268,
03/31/2011,989.0,989.0,-47.0,47.0,942.0,0.0,-635.0,254.0,381.0,307.0,-152.0,,240.0,,,-30.0,-58.0,155.0,-19.0,136.0,0.0,0.0,0.0,136.0,-74.0,62.0,0.0,0.0,62.0,210.65,148.65,714.0,0.09,0.09,0.295028,768.0,0.08,0.08,0.273555,
06/30/2011,1236.0,1236.0,-44.0,44.0,1192.0,0.0,-663.0,262.0,401.0,529.0,-152.0,,239.0,,,-32.0,-55.0,377.0,-38.0,339.0,0.0,0.0,0.0,339.0,-77.0,262.0,0.0,0.0,262.0,240.0,-22.0,763.0,0.34,0.34,0.314548,782.0,0.34,0.34,0.311867,
09/30/2011,1403.0,1403.0,-44.0,44.0,1359.0,0.0,-1480.0,299.0,1181.0,-121.0,-302.0,,242.0,,,-36.0,96.0,-423.0,130.0,-293.0,0.0,0.0,0.0,-293.0,-75.0,-368.0,0.0,0.0,-368.0,134.0,502.0,764.0,-0.48,-0.48,0.175393,764.0,-0.48,-0.48,0.175393,
12/31/2011,1232.0,1232.0,-46.0,46.0,1186.0,0.0,-769.0,301.0,468.0,417.0,-149.0,,227.0,,,-53.0,-25.0,268.0,-23.0,245.0,0.0,0.0,0.0,245.0,-60.0,185.0,0.0,0.0,185.0,451.05,266.05,763.0,0.242464,0.242464,0.591153,855.0,0.216374,0.216374,0.527544,
03/31/2012,1260.0,1260.0,-54.0,54.0,1206.0,0.0,-812.0,330.0,482.0,394.0,-175.0,,226.0,,,-35.0,-16.0,219.0,-70.0,149.0,0.0,0.0,0.0,149.0,-63.0,86.0,0.0,0.0,86.0,136.3,50.3,767.0,0.11,0.11,0.177705,781.0,0.11,0.11,0.174405,
