Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2008,2530.6,852.0,852.0,0.0,154.2,154.2,,444.5,51.4,0.0,393.1,0.0,65.8,,,,,,1516.5,636.4,,,259.9,,,117.8,0.9,0.9,0.0,,45.2,71.7,1014.1,,254.3,254.3,,,,0.0,,,,,,731.6,,,,731.6,985.9,4.8,,,,,162.3,,,162.3,167.1,1153.0,0.0,800.5,,,0.0,570.0,-27.6,1342.9,34.7,1377.6,2530.6,
06/30/2008,2767.3,1044.5,805.8,238.7,175.3,175.3,,368.8,62.8,0.0,306.0,0.0,182.2,,,,,,1770.8,649.3,,,221.1,,,126.1,0.9,0.9,0.0,,54.3,70.9,996.5,,279.4,279.4,,,,0.0,,,,,,634.7,,,,634.7,914.1,4.8,,,,,159.9,,,159.9,164.7,1078.8,0.0,810.1,,,0.0,852.9,-28.3,1634.7,53.8,1688.5,2767.3,
09/30/2008,3018.5,1152.2,828.4,323.8,154.0,154.0,,617.2,64.7,0.0,552.5,0.0,118.1,,,,,,2041.5,665.1,,,190.2,,,121.7,0.9,0.9,0.0,,49.3,71.5,977.0,,230.0,230.0,,,,0.0,,,,,,730.4,,,,730.4,960.4,4.6,,,,,276.9,,,276.9,281.5,1241.9,0.0,831.7,,,0.0,894.4,-29.8,1696.3,80.3,1776.6,3018.5,
12/31/2008,2387.6,625.0,625.0,0.0,175.1,175.1,,588.6,62.4,0.0,526.2,0.0,44.5,,,,,,1433.2,661.9,2507.9,-1846.0,177.8,,,114.7,0.9,0.9,0.0,,44.8,69.0,954.4,,207.9,207.9,,,,4.1,,,,,,606.1,,,,606.1,818.1,0.0,,,,,218.8,,,218.8,218.8,1036.9,0.0,709.9,,,0.0,703.4,-75.2,1338.1,12.6,1350.7,2387.6,
03/31/2009,2506.1,839.0,803.8,35.2,185.4,185.4,0.0,460.1,51.4,0.0,408.7,0.0,10.5,,,,18.3,9.5,1495.0,706.4,2557.8,-1851.4,167.6,167.6,,137.1,0.9,0.9,0.0,,44.0,73.9,1011.1,,208.4,,16.4,,192.0,3.9,3.9,,,,,653.6,,0.2,,537.7,865.9,0.0,0.0,,,,215.6,,,215.4,215.6,1081.5,0.0,711.7,0.5,711.2,0.0,761.3,-80.3,1392.7,31.9,1424.6,2506.1,
06/30/2009,2279.4,921.2,816.1,105.1,137.9,137.9,0.0,213.9,42.8,0.0,171.1,0.0,11.4,,,,,9.9,1284.4,738.5,2631.9,-1893.4,180.0,180.0,,76.5,0.9,0.9,0.0,,,75.6,995.0,,198.7,,23.1,,175.6,4.2,4.2,,,,,106.6,,,77.7,72.0,309.5,0.0,0.0,,,,280.2,,,202.5,280.2,589.7,0.0,714.9,0.5,714.4,0.0,969.5,-66.1,1618.3,71.4,1689.7,2279.4,
09/30/2009,2357.1,702.6,497.5,205.1,143.3,143.3,,219.6,52.8,0.0,166.8,0.0,19.3,,,,,17.3,1084.8,766.9,2700.5,-1933.6,381.7,139.5,242.2,123.7,0.9,0.9,0.0,,46.4,76.4,1272.3,,149.0,,9.0,,140.0,4.6,4.6,,,,,175.5,,,64.0,124.2,329.1,0.0,,,,,268.7,,,204.7,268.7,597.8,,721.6,0.5,721.1,0.0,1001.6,-64.3,1658.9,100.4,1759.3,2357.1,
12/31/2009,2494.9,882.1,697.1,185.0,167.4,167.4,0.0,207.8,50.5,0.0,157.3,0.0,25.8,14.7,0.0,,,7.3,1283.1,793.8,2721.1,-1927.3,294.1,133.9,160.2,123.9,48.8,0.9,47.9,0.0,45.6,29.5,1211.8,,345.0,41.7,,0.0,303.3,0.0,0.0,0.0,0.0,,,134.8,0.0,0.0,68.3,81.3,479.8,4.7,4.7,0.0,0.0,,265.5,0.0,82.7,114.5,270.2,750.0,0.0,724.0,0.5,723.5,0.0,1048.1,-43.2,1728.9,16.0,1744.9,2494.9,
03/31/2010,2633.1,1035.7,1010.5,25.2,197.5,197.5,0.0,287.2,49.2,0.0,238.0,0.0,29.4,23.0,,,,6.4,1549.8,789.7,2753.1,-1963.4,133.0,133.0,0.0,160.6,0.9,0.9,0.0,,45.6,114.1,1083.3,,181.0,,,,181.0,0.0,0.0,,,,,452.3,,,56.0,386.4,633.3,4.9,4.9,,,,255.9,,,199.9,260.8,894.1,0.0,726.5,0.5,726.0,0.0,1038.9,-54.2,1711.2,27.8,1739.0,2633.1,
06/30/2010,8595.3,601.4,601.4,0.0,347.4,347.4,0.0,287.3,101.2,0.0,186.1,0.0,31.3,7.6,,,,22.0,1267.4,3907.6,,,125.3,125.3,,3295.0,2096.4,2096.4,0.0,,939.4,259.2,7327.9,,360.9,,29.3,,331.6,18.6,0.0,,,,18.6,201.1,,,935.3,111.5,580.6,2582.6,2582.6,,,,1237.0,,,301.7,3819.6,4400.2,0.0,2719.5,0.7,2718.8,0.0,1136.8,-85.3,3771.0,424.1,4195.1,8595.3,
09/30/2010,8617.5,648.4,648.4,0.0,228.8,228.8,0.0,271.1,60.8,0.0,210.3,0.0,50.7,28.6,,,,21.7,1199.0,3928.8,,,122.4,122.4,0.0,3367.3,2096.4,2096.4,0.0,,988.5,282.4,7418.5,,329.5,,,,329.5,0.0,0.0,,,,,395.8,,,1031.6,324.7,725.3,2255.6,2255.6,,,,1334.7,,,303.1,3590.3,4315.6,0.0,2722.2,0.7,2721.5,0.0,1177.6,-36.1,3863.7,438.2,4301.9,8617.5,
12/31/2010,8754.0,800.8,797.7,3.1,238.9,238.9,0.0,270.3,62.8,0.0,207.5,0.0,31.4,0.0,,,,24.8,1341.4,3942.3,6094.8,-2152.5,102.8,102.8,,3367.5,2121.7,2064.5,57.2,1.2,977.1,267.5,7412.6,,385.4,,62.2,,323.2,4.9,4.9,0.0,0.0,,,558.3,0.0,,1074.7,516.2,948.6,1954.1,1954.1,0.0,0.0,,1417.9,0.0,165.3,177.9,3372.0,4320.6,0.0,2732.9,0.7,2732.2,0.0,1370.8,-53.3,4050.4,383.0,4433.4,8754.0,
03/31/2011,9189.9,1137.3,1134.1,3.2,260.3,260.3,0.0,395.2,59.4,0.0,335.8,0.0,16.0,,,,,10.6,1808.8,3924.1,6167.6,-2243.5,103.6,103.6,,3353.4,2120.7,2064.5,56.2,,980.8,251.9,7381.1,,474.8,,136.5,,338.3,5.1,5.1,,,,,904.0,,,1053.2,828.6,1383.9,1613.0,1613.0,,,,1401.4,,,348.2,3014.4,4398.3,0.0,2744.2,0.7,2743.5,0.0,1645.7,-26.8,4363.1,428.5,4791.6,9189.9,
06/30/2011,9420.0,1358.8,1355.6,3.2,424.5,424.5,0.0,277.0,58.8,0.0,218.2,0.0,20.1,,,,,18.4,2080.4,3869.5,6190.8,-2321.3,81.8,81.8,,3388.3,2119.8,2064.5,55.3,,1003.5,265.0,7339.6,,482.8,,136.0,,346.8,5.1,5.1,,,,,606.7,,,1030.5,489.3,1094.6,1613.0,1613.0,,,,1380.6,,,350.1,2993.6,4088.2,0.0,2764.8,0.7,2764.1,0.0,2125.9,-22.2,4868.5,463.3,5331.8,9420.0,
09/30/2011,9245.8,1426.1,1426.1,0.0,268.6,268.6,0.0,341.6,57.6,0.0,284.0,0.0,21.6,,,,,21.6,2057.9,3739.3,,,71.1,71.1,,3377.5,2118.8,2064.5,54.3,,985.9,272.8,7187.9,,518.1,,77.7,,440.4,4.7,4.7,,,,,979.7,,,1029.4,881.4,1502.5,1613.0,1613.0,,,,1380.5,,,351.1,2993.5,4496.0,0.0,2780.4,0.7,2779.7,-878.4,2428.2,-67.4,4262.8,487.0,4749.8,9245.8,
12/31/2011,8974.5,1207.0,1207.0,0.0,269.4,269.4,0.0,304.2,245.2,0.0,59.0,0.0,18.0,11.9,0.0,,,5.6,1798.6,3736.0,6183.5,-2447.5,0.0,,,3439.9,2117.9,2064.5,53.4,4.1,928.6,389.3,7175.9,,456.2,99.5,128.5,20.0,208.2,0.0,0.0,0.0,0.0,,,575.0,0.0,0.0,956.8,410.2,1031.2,1617.8,1617.8,0.0,0.0,,1392.6,0.0,202.1,233.7,3010.4,4041.6,0.0,2805.5,0.7,2804.8,-1000.2,2841.0,-99.3,4547.0,385.9,4932.9,8974.5,
03/31/2012,9616.9,1713.3,1713.3,0.0,464.9,464.9,0.0,265.5,61.7,0.0,203.8,0.0,14.7,0.0,,,,14.5,2458.4,3712.5,6246.9,-2534.4,71.1,71.1,,3374.9,2117.0,2064.5,52.5,,934.7,323.2,7158.5,,459.0,,139.7,,319.3,0.0,0.0,,,,,791.5,,0.1,948.2,554.6,1250.5,1617.9,1617.9,,,,1387.6,,,439.3,3005.5,4256.0,0.0,2820.9,0.7,2820.2,-1000.2,3183.2,-72.0,4931.9,429.0,5360.9,9616.9,
06/30/2012,9118.9,1383.0,1383.0,0.0,360.2,360.2,0.0,229.6,167.6,0.0,62.0,0.0,23.9,,,,,23.8,1996.7,3700.8,6315.1,-2614.3,55.5,55.5,,3365.9,2124.3,2064.5,59.8,,944.3,297.3,7122.2,,335.7,,1.3,,334.4,0.0,0.0,,,,,219.6,,,1017.3,121.3,555.3,1604.8,1604.8,,,,1458.6,,,441.3,3063.4,3618.7,0.0,2457.1,0.6,2456.5,,2637.5,-75.2,5019.4,480.8,5500.2,9118.9,
09/30/2012,10182.7,2221.3,2221.3,0.0,340.9,340.9,0.0,310.0,248.8,0.0,61.2,0.0,143.0,118.1,,,,24.0,3015.2,3721.8,6434.2,-2712.4,0.0,,,3445.7,2115.1,2064.5,50.6,,991.9,338.7,7167.5,,430.6,,37.3,,393.3,0.0,0.0,,,,,763.0,,,1019.1,658.1,1193.6,1605.0,1605.0,,,,1406.0,,,386.9,3011.0,4204.6,0.0,2481.8,0.6,2481.2,-2.3,3015.7,-37.9,5457.3,520.8,5978.1,10182.7,
12/31/2012,10166.9,2274.9,2274.9,0.0,217.4,217.4,0.0,277.9,212.2,0.0,65.7,0.0,37.4,13.9,7.2,,,3.9,2807.6,3900.5,6657.6,-2757.1,0.0,,,3458.8,2114.1,2064.5,49.6,0.4,935.6,401.5,7359.3,,553.6,117.3,187.1,22.6,226.6,5.0,5.0,0.0,0.0,,,391.6,0.0,0.1,938.8,386.1,950.2,1600.0,1600.0,0.0,0.0,,1334.5,0.0,177.6,218.0,2934.5,3884.7,0.0,2493.0,0.6,2492.4,-2.3,3461.1,-49.6,5902.2,380.0,6282.2,10166.9,
03/31/2013,10338.4,2210.3,2210.3,0.0,242.7,242.7,0.0,385.8,64.4,0.0,321.4,0.0,68.9,0.0,0.0,,,10.6,2907.7,3938.1,6767.3,-2829.2,0.0,,,3492.6,2113.2,2064.5,48.7,,905.8,473.6,7430.7,,572.0,,123.5,,448.5,4.8,4.8,,,,,708.5,,13.4,885.2,699.5,1285.3,1600.0,1600.0,,,,1335.4,,,436.8,2935.4,4220.7,0.0,2509.6,0.6,2509.0,-509.6,3842.4,-110.1,5732.3,385.4,6117.7,10338.4,
06/30/2013,10251.6,1934.1,1934.1,0.0,294.3,294.3,0.0,321.0,69.8,0.0,251.2,0.0,170.1,24.5,,,,93.7,2719.5,4086.5,6986.2,-2899.7,0.0,,,3445.6,2112.2,2064.5,47.7,,898.6,434.8,7532.1,,505.8,,15.9,,489.9,0.0,0.0,,,,,71.3,,4.8,783.2,66.1,577.1,3098.0,3098.0,,,,1233.1,,,445.1,4331.1,4908.2,0.0,1654.1,0.6,1653.5,-233.3,3673.1,-115.3,4978.6,364.8,5343.4,10251.6,
09/30/2013,10799.0,2286.2,2286.2,0.0,186.9,186.9,0.0,357.4,68.4,0.0,289.0,0.0,229.2,35.8,4.6,,,129.7,3059.7,4250.0,7245.7,-2995.7,0.0,,,3489.3,2111.3,2064.5,46.8,,931.8,441.6,7739.3,,470.5,,3.6,,466.9,0.0,0.0,,,,,442.4,,,870.1,433.4,912.9,3098.0,3098.0,,,,1326.1,,,456.0,4424.1,5337.0,0.0,1659.6,0.6,1659.0,-361.7,3880.6,-72.6,5105.9,356.1,5462.0,10799.0,
12/31/2013,10678.1,1710.8,1710.8,0.0,230.9,230.9,0.0,274.3,23.3,0.0,251.0,0.0,414.1,33.4,74.3,,,248.0,2630.1,4101.7,6343.2,-2241.5,0.0,,,3946.3,2141.6,2095.8,45.8,4.7,926.0,799.7,8048.0,,637.4,169.0,73.3,24.0,371.1,0.0,0.0,0.0,0.0,,,190.9,0.0,1.6,833.2,190.5,828.3,3098.1,3098.1,0.0,0.0,,1313.3,0.0,133.9,344.6,4411.4,5239.7,0.0,1594.9,0.6,1594.3,-201.8,3725.6,-42.6,5076.1,362.3,5438.4,10678.1,
03/31/2014,12475.5,3530.2,3530.2,0.0,215.7,215.7,0.0,384.4,23.5,0.0,360.9,0.0,780.8,0.0,0.8,0.0,,684.2,4911.1,4281.9,6589.7,-2307.8,0.0,,,3282.5,2139.4,2094.6,44.8,,933.5,208.8,7564.4,,940.8,,347.1,,593.7,0.0,0.0,,,,,494.9,,,821.0,494.4,1435.7,4592.3,4592.3,,,,1139.2,,,318.2,5731.5,7167.2,0.0,1612.6,0.6,1612.0,-995.8,4378.9,-52.0,4943.7,364.6,5308.3,12475.5,
06/30/2014,11304.9,2194.1,2194.1,0.0,258.3,258.3,0.0,205.0,22.5,0.0,182.5,0.0,748.3,0.0,0.2,0.0,,680.1,3405.7,4605.1,7004.6,-2399.5,0.0,,,3294.1,2139.5,2095.7,43.8,,943.0,211.4,7899.2,,639.2,,87.3,,551.9,0.0,0.0,,,,,81.1,,,829.8,77.9,720.3,4592.4,4592.4,,,,1147.1,,,317.3,5739.5,6459.8,,1485.4,0.5,1484.9,-603.1,3622.4,-22.4,4482.3,362.8,4845.1,11304.9,
09/30/2014,11659.8,2651.2,2651.2,0.0,156.9,156.9,0.0,254.8,21.0,0.0,233.8,0.0,275.8,43.5,,0.0,,165.5,3338.7,5050.2,7507.4,-2457.2,0.0,,,3270.9,2136.8,2094.0,42.8,,925.2,208.9,8321.1,,564.7,,9.0,,555.7,0.0,0.0,,,,0.0,484.1,,,814.3,460.8,1048.8,4592.4,4592.4,,,,1163.3,,,349.0,5755.7,6804.5,0.0,1494.7,0.5,1494.2,-604.3,3679.1,-72.4,4497.1,358.2,4855.3,11659.8,
12/31/2014,11338.2,1996.6,1996.6,0.0,191.5,191.5,0.0,202.9,23.4,0.0,179.5,0.0,223.5,34.8,0.5,0.0,,104.2,2614.5,5525.8,8036.8,-2511.0,0.0,,,3197.9,2134.6,2092.8,41.8,3.8,861.5,197.5,8723.7,,605.9,65.8,16.0,46.9,477.2,0.0,0.0,0.0,0.0,,,373.8,0.0,0.0,818.6,277.0,979.7,4592.5,4592.5,0.0,0.0,,1193.5,0.0,184.0,190.9,5786.0,6765.7,0.0,1416.4,0.5,1415.9,-222.2,3175.3,-159.8,4209.7,362.8,4572.5,11338.2,
03/31/2015,11485.3,1778.8,1778.8,0.0,167.1,167.1,0.0,267.7,23.1,0.0,244.6,0.0,166.1,27.7,0.0,,,70.9,2379.7,5925.0,8482.1,-2557.1,0.0,,,3180.6,2126.5,2090.4,36.1,,853.5,200.6,9105.6,,772.6,,79.4,,693.2,0.0,0.0,,,,0.0,538.7,,0.0,783.0,451.7,1311.3,4592.5,4592.5,,,,1163.0,,,380.0,5755.5,7066.8,0.0,1427.0,0.5,1426.5,-458.9,3334.1,-240.3,4061.9,356.6,4418.5,11485.3,
06/30/2015,10998.4,809.9,809.9,0.0,194.9,194.9,0.0,205.3,24.6,0.0,180.7,0.0,156.3,14.7,9.6,,,74.3,1366.4,6465.6,9103.8,-2638.2,0.0,,,3166.4,2126.2,2090.8,35.4,,808.7,221.9,9632.0,,713.6,,12.4,,701.2,0.0,0.0,,,,0.0,39.9,,5.2,776.5,17.3,753.5,4592.6,4592.6,,,,1176.5,,,394.8,5769.1,6522.6,0.0,1370.4,2.4,1368.0,-129.0,3080.3,-205.8,4115.9,359.9,4475.8,10998.4,
09/30/2015,12869.8,943.2,943.2,0.0,251.9,251.9,0.0,329.8,37.3,0.0,292.5,0.0,239.3,111.0,1.9,,,57.9,1764.2,7939.6,10630.3,-2690.7,0.0,,,3166.0,2569.6,2407.2,162.4,,359.8,234.7,11105.6,,829.6,,4.2,,825.4,0.0,0.0,,,,0.0,444.0,,59.5,909.5,375.1,1273.6,5592.6,5592.6,,,,1536.1,,,567.1,7128.7,8402.3,0.0,1377.0,2.4,1374.6,-152.7,3101.3,-213.6,4112.0,355.5,4467.5,12869.8,
12/31/2015,12683.0,286.0,286.0,0.0,267.0,267.0,0.0,321.0,35.0,0.0,286.0,0.0,253.0,185.0,0.0,,,67.4,1127.0,8539.0,11313.2,-2774.2,0.0,,,3017.0,2701.4,2390.0,311.4,9.4,298.0,8.2,11556.0,,923.0,97.0,5.0,,821.0,0.0,0.0,0.0,0.0,,0.0,292.0,0.0,80.8,916.0,161.5,1215.0,5537.0,5537.0,0.0,0.0,,1544.0,0.0,169.2,378.0,7081.0,8296.0,0.0,1380.0,2.0,1378.0,-153.0,3058.0,-250.0,4035.0,352.0,4387.0,12683.0,
03/31/2016,15581.0,2689.0,2689.0,0.0,262.0,262.0,0.0,304.0,35.0,0.0,269.0,0.0,265.0,207.0,0.0,,,55.0,3520.0,9052.0,11991.0,-2939.0,0.0,,,3009.0,2534.0,2384.0,150.0,,298.0,177.0,12061.0,,884.0,,4.0,,880.0,0.0,0.0,,,,0.0,389.0,,70.0,955.0,227.0,1273.0,5539.0,5539.0,,,,1575.0,,,550.0,7114.0,8387.0,0.0,1383.0,2.0,1381.0,-153.0,3014.0,-202.0,4042.0,3152.0,7194.0,15581.0,
06/30/2016,15762.0,2008.0,2008.0,0.0,239.0,239.0,0.0,231.0,34.0,0.0,197.0,0.0,896.0,855.0,1.0,,,28.0,3374.0,9413.0,12435.0,-3022.0,0.0,,,2975.0,2503.0,2363.0,140.0,,289.0,182.0,12388.0,,743.0,,1.0,,742.0,0.0,0.0,,,,0.0,30.0,,19.0,1787.0,13.0,773.0,5540.0,5540.0,,,,2284.0,,,478.0,7824.0,8597.0,0.0,1386.0,2.0,1384.0,-150.0,2991.0,-243.0,3984.0,3181.0,7165.0,15762.0,
09/30/2016,15632.0,1554.0,1554.0,0.0,207.0,207.0,0.0,312.0,32.0,0.0,280.0,0.0,858.0,830.0,2.0,,,20.0,2931.0,9725.0,12844.0,-3119.0,0.0,,,2976.0,2494.0,2359.0,135.0,,287.0,193.0,12701.0,,844.0,,1.0,,843.0,0.0,0.0,,,,0.0,122.0,,47.0,1642.0,92.0,966.0,5540.0,5540.0,,,,2146.0,,,457.0,7686.0,8652.0,0.0,1392.0,2.0,1390.0,-151.0,2892.0,-273.0,3860.0,3120.0,6980.0,15632.0,
12/31/2016,15131.0,1164.0,1164.0,0.0,236.0,236.0,0.0,339.0,60.0,0.0,279.0,0.0,916.0,841.0,4.0,,,23.0,2655.0,9652.0,12891.0,-3239.0,0.0,,,2824.0,2601.0,2345.0,256.0,7.0,139.0,73.0,12476.0,,639.0,81.0,1.0,,557.0,0.0,0.0,0.0,0.0,,0.0,47.0,0.0,6.0,1630.0,47.0,686.0,5778.0,5778.0,0.0,0.0,,2175.0,0.0,177.0,362.0,7953.0,8639.0,0.0,1382.0,2.0,1380.0,-1.0,2365.0,-398.0,3348.0,3144.0,6492.0,15131.0,
03/31/2017,15185.0,1312.0,1312.0,0.0,252.0,252.0,0.0,364.0,56.0,0.0,308.0,0.0,877.0,844.0,0.0,,,23.0,2805.0,9552.0,12987.0,-3435.0,0.0,,,2828.0,2478.0,2350.0,128.0,,141.0,209.0,12380.0,,657.0,,,,657.0,0.0,0.0,,,,0.0,196.0,,8.0,1616.0,191.0,853.0,5780.0,5780.0,,,,2169.0,,,545.0,7949.0,8802.0,0.0,1386.0,2.0,1384.0,-1.0,2272.0,-378.0,3279.0,3104.0,6383.0,15185.0,
06/30/2017,14936.0,2001.0,2001.0,0.0,282.0,282.0,0.0,325.0,49.0,0.0,276.0,0.0,67.0,34.0,0.0,,,31.0,2675.0,9441.0,13099.0,-3658.0,0.0,,,2820.0,2489.0,2360.0,129.0,,120.0,211.0,12261.0,,616.0,,0.0,,616.0,797.0,0.0,,,,797.0,28.0,,5.0,1632.0,10.0,1441.0,4986.0,4986.0,,,,2119.0,,,482.0,7105.0,8546.0,0.0,1390.0,2.0,1388.0,0.0,2205.0,-325.0,3270.0,3120.0,6390.0,14936.0,
09/30/2017,14857.0,1992.0,1992.0,0.0,279.0,279.0,0.0,316.0,39.0,0.0,277.0,0.0,64.0,42.0,0.0,,,21.0,2651.0,9372.0,13258.0,-3886.0,0.0,,,2834.0,2499.0,2369.0,130.0,,109.0,226.0,12206.0,,642.0,,7.0,,635.0,798.0,0.0,,,,798.0,111.0,,1.0,1592.0,97.0,1551.0,4988.0,4988.0,,,,2078.0,,,485.0,7066.0,8617.0,0.0,1394.0,2.0,1392.0,0.0,2048.0,-275.0,3167.0,3073.0,6240.0,14857.0,
