Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,880.0,880.0,-207.0,207.0,673.0,0.0,-215.0,,,,51.0,,164.0,458.0,-51.0,,50.0,,,,,1.0,407.0,0.0,,,407.0,0.0,0.0,0.0,407.0,0.0,407.0,0.0,0.0,407.0,291.3,-115.7,412.0,0.99,0.99,0.707039,413.0,0.99,0.99,0.707039,
06/30/2010,244.0,244.0,-272.0,272.0,-28.0,0.0,-184.0,,,,53.0,,131.0,-212.0,-50.0,,49.0,,,,,1.0,-262.0,-1.0,,,-263.0,0.0,0.0,0.0,-263.0,0.0,-263.0,0.0,0.0,-263.0,-81.0,182.0,412.0,-0.64,-0.64,-0.196602,412.0,-0.64,-0.64,-0.198252,
09/30/2010,775.0,775.0,-247.0,247.0,528.0,0.0,-224.0,,,,53.0,,171.0,304.0,-50.0,,51.0,,,,,-1.0,254.0,0.0,,,254.0,0.0,0.0,0.0,254.0,0.0,254.0,0.0,0.0,254.0,228.0,-26.0,413.0,0.62,0.62,0.552058,413.0,0.62,0.62,0.552058,
12/31/2010,371.0,371.0,-237.0,237.0,134.0,0.0,-1008.0,,,,67.0,,941.0,-874.0,240.0,,104.0,,,,,-343.0,-634.0,3.0,,,-631.0,0.0,0.0,0.0,-631.0,0.0,-631.0,0.0,0.0,-631.0,-631.0,157.3,527.0,-1.19,-1.19,-0.9,597.0,-1.19,-1.19,-0.9,
03/31/2011,814.0,814.0,-401.0,401.0,413.0,0.0,-390.0,,,,86.0,,304.0,23.0,-131.0,,109.0,,,,,22.0,-108.0,-3.0,,,-111.0,0.0,0.0,0.0,-111.0,0.0,-111.0,0.0,0.0,-111.0,-57.05,53.95,771.0,-0.14,-0.14,-0.073995,771.0,-0.14,-0.14,-0.073995,
06/30/2011,812.0,812.0,-390.0,390.0,422.0,0.0,-464.0,,,,90.0,,374.0,-42.0,-96.0,,96.0,,,,,0.0,-138.0,0.0,,,-138.0,0.0,0.0,0.0,-138.0,0.0,-138.0,0.0,0.0,-138.0,-141.9,-3.9,772.0,-0.18,-0.18,-0.183808,772.0,-0.18,-0.18,-0.185052,
09/30/2011,1080.0,1080.0,-526.0,526.0,554.0,0.0,-509.0,,,,96.0,,413.0,45.0,-84.0,85.0,86.0,-1.0,,,,-1.0,-39.0,-1.0,,,-40.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,0.0,-40.0,27.6,67.6,772.0,-0.05,-0.05,0.035751,772.0,-0.05,-0.05,0.035751,
12/31/2011,908.0,908.0,-1325.0,1325.0,-417.0,0.0,,255.0,,,103.0,,-958.0,183.0,-87.0,,88.0,,,,,-2.0,96.0,4.0,,,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,-116.35,,,,,,,,,
03/31/2012,721.0,721.0,-528.0,528.0,193.0,0.0,-138.0,50.0,,,88.0,,0.0,55.0,-87.0,,89.0,,,,,-2.0,-32.0,0.0,,,-32.0,0.0,0.0,0.0,-32.0,0.0,-32.0,0.0,0.0,-32.0,-97.0,-65.0,774.0,-0.04,-0.04,-0.125323,774.0,-0.04,-0.04,-0.125323,
06/30/2012,521.0,521.0,-506.0,506.0,15.0,0.0,-154.0,64.0,,,90.0,,0.0,-139.0,-85.0,,85.0,,,,,0.0,-224.0,-4.0,,,-228.0,0.0,0.0,0.0,-228.0,0.0,-228.0,0.0,0.0,-228.0,-135.7,92.3,,,,,,,,,
09/30/2012,755.0,755.0,-346.0,346.0,409.0,0.0,-405.0,,,,91.0,,314.0,4.0,-85.0,85.0,86.0,-1.0,,,,0.0,-81.0,-4.0,,,-85.0,0.0,0.0,0.0,-85.0,0.0,-85.0,0.0,0.0,-85.0,8.6,93.6,774.0,-0.11,-0.11,0.011111,774.0,-0.11,-0.11,0.01093,
12/31/2012,640.0,640.0,-759.0,759.0,-119.0,0.0,,60.0,,,80.0,,-203.0,-56.0,-78.0,,78.0,,,,,-1.0,-134.0,-7.0,,,-141.0,0.0,0.0,0.0,-141.0,0.0,-141.0,0.0,0.0,-141.0,-141.0,-40.95,,,,,,,,,
03/31/2013,430.0,430.0,-490.0,490.0,-60.0,0.0,-135.0,43.0,,,66.0,,26.0,-195.0,-45.0,,47.0,,,,,-2.0,-240.0,0.0,,,-240.0,0.0,0.0,0.0,-240.0,0.0,-240.0,0.0,0.0,-240.0,-78.8,161.2,,,,,,,,,
06/30/2013,725.0,725.0,-455.0,455.0,270.0,0.0,-124.0,40.0,,,62.0,,22.0,146.0,-67.0,,56.0,,,,,11.0,79.0,6.0,,,85.0,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0,85.0,65.5,-19.5,,,,,,,,,
09/30/2013,811.0,811.0,-511.0,511.0,300.0,0.0,-150.0,67.0,,,70.0,,13.0,150.0,-49.0,,51.0,,,,,-2.0,101.0,0.0,,,101.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,146.5,45.5,,,,,,,,,
12/31/2013,638.0,638.0,-452.0,452.0,186.0,0.0,-141.0,57.0,,,68.0,,16.0,45.0,-50.0,,51.0,,,,-4.0,3.0,-5.0,0.0,,,-5.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,0.0,-5.0,-5.0,96.85,,,,,,,,,
03/31/2014,1050.0,1050.0,-877.0,877.0,173.0,0.0,-120.0,51.0,,,62.0,,7.0,53.0,-49.0,,50.0,,,,,-1.0,4.0,-1.0,,,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,158.35,155.35,,,,,,,,,
06/30/2014,558.0,558.0,-417.0,417.0,141.0,0.0,-115.0,56.0,,,58.0,,1.0,26.0,-50.0,,51.0,,,,,-1.0,-24.0,-1.0,,,-25.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,0.0,-25.0,33.5,58.5,,,,,,,,,
09/30/2014,709.0,709.0,-452.0,452.0,257.0,0.0,-165.0,52.0,,,52.0,,61.0,92.0,-46.0,,48.0,,,,,-2.0,46.0,0.0,,,46.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,46.0,86.95,40.95,,,,,,,,,
12/31/2014,773.0,773.0,-431.0,431.0,342.0,0.0,-137.0,41.0,,,73.0,,23.0,205.0,-33.0,,49.0,,,,,3.0,172.0,-4.0,,,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,0.0,168.0,168.0,-98.8,,,,,,,,,
03/31/2015,754.0,754.0,-613.0,613.0,141.0,0.0,-103.0,47.0,,,56.0,,0.0,38.0,-50.0,,53.0,,,,,-3.0,-12.0,1.0,,,-11.0,0.0,0.0,0.0,-11.0,0.0,-11.0,0.0,0.0,-11.0,-11.0,0.0,,,,,,,,,
06/30/2015,560.0,560.0,-427.0,427.0,133.0,0.0,-103.0,48.0,,,55.0,,0.0,30.0,-48.0,,49.0,,,,,-1.0,-18.0,0.0,,,-18.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,0.0,-18.0,-18.0,0.0,,,,,,,,,
09/30/2015,648.0,648.0,-439.0,439.0,209.0,0.0,-98.0,46.0,,,52.0,,0.0,111.0,-52.0,,52.0,,,,,0.0,59.0,-1.0,,,58.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,58.0,58.0,0.0,,,,,,,,,
12/31/2015,415.0,415.0,-300.0,300.0,115.0,0.0,-281.0,59.0,,,52.0,,170.0,-166.0,19.0,,48.0,,,,,-67.0,-147.0,3.0,,,-144.0,0.0,0.0,0.0,-144.0,0.0,-144.0,0.0,0.0,-144.0,-75.75,68.25,,,,,,,,,
03/31/2016,579.0,579.0,-372.0,372.0,207.0,0.0,-63.0,48.0,,,47.0,,-32.0,144.0,-44.0,,45.0,,,,,-1.0,100.0,1.0,,,101.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,99.05,-1.95,,,,,,,,,
06/30/2016,398.0,398.0,-319.0,319.0,79.0,0.0,-155.0,49.0,,,47.0,,59.0,-76.0,-40.0,,43.0,,,,,-3.0,-116.0,0.0,,,-116.0,0.0,0.0,0.0,-116.0,0.0,-116.0,0.0,0.0,-116.0,-77.65,38.35,,,,,,,,,
09/30/2016,532.0,532.0,-353.0,353.0,179.0,0.0,147.0,56.0,,,59.0,,-262.0,326.0,-42.0,,44.0,,,,,-2.0,284.0,-21.0,,,263.0,0.0,0.0,0.0,263.0,0.0,263.0,0.0,0.0,263.0,92.7,-170.3,,,,,,,,,
12/31/2016,353.0,353.0,-235.0,235.0,118.0,0.0,-252.0,55.0,,,42.0,,155.0,-134.0,-42.0,,44.0,,,,,-2.0,-176.0,9.0,,,-167.0,0.0,0.0,0.0,-167.0,0.0,-167.0,0.0,0.0,-167.0,-85.1,81.9,,,,,,,,,
03/31/2017,381.0,381.0,-271.0,271.0,110.0,0.0,-102.0,59.0,,,43.0,,0.0,8.0,-44.0,,47.0,,,,,-3.0,-36.0,-1.0,,,-37.0,0.0,0.0,0.0,-37.0,0.0,-37.0,0.0,0.0,-37.0,-37.0,0.0,,,,,,,,,
06/30/2017,366.0,366.0,-291.0,291.0,75.0,0.0,-84.0,42.0,,,42.0,,0.0,-9.0,22.0,,40.0,,,,,-62.0,13.0,-6.0,,,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,,,,,,,,,
09/30/2017,484.0,484.0,-314.0,314.0,170.0,0.0,-68.0,25.0,,,43.0,,0.0,102.0,-30.0,,4.0,,,,,26.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,72.0,72.0,0.0,,,,,,,,,
12/31/2017,358.0,358.0,-299.0,299.0,59.0,0.0,-355.0,41.0,,,40.0,,274.0,-296.0,-41.0,,6.0,,,,,35.0,-337.0,0.0,0.0,0.0,-337.0,0.0,0.0,0.0,-337.0,0.0,-337.0,0.0,0.0,-337.0,-166.05,170.95,,,,,,,,,
03/31/2018,573.0,573.0,-336.0,336.0,237.0,0.0,-91.0,31.0,,,37.0,,23.0,146.0,-33.0,,6.0,,,,,27.0,113.0,0.0,,,113.0,0.0,0.0,0.0,113.0,0.0,113.0,0.0,0.0,113.0,131.17,18.17,,,,,,,,,
06/30/2018,387.0,387.0,-292.0,292.0,95.0,0.0,312.0,66.0,,,29.0,,-407.0,407.0,12.0,,5.0,,,,,-17.0,419.0,-16.0,,,403.0,0.0,0.0,0.0,403.0,0.0,403.0,0.0,0.0,403.0,89.37,-313.63,,,,,,,,,
09/30/2018,362.0,362.0,-252.0,252.0,110.0,0.0,-213.0,31.0,,,29.0,,153.0,-103.0,244.0,,3.0,,,,,-247.0,141.0,2.0,,,143.0,0.0,0.0,0.0,143.0,0.0,143.0,0.0,0.0,143.0,263.87,120.87,,,,,,,,,
12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,,-0.12,
03/31/2013,782.667,,,,,,,,,,,,,,,,,,,,,,-1.26,,,,,,,,,,,,,,-1.07,,,,,-0.03,,,,-0.03,
