Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1995,1064.0,,,-404.899994,,659.100006,,-523.099976,,,136.0,-2.3,,10.3,,0.0,-8.0,133.7,-53.400002,80.300003,0.0,,,80.299998,0.1,80.400002,0.0,,80.400002,80.400002,,547.679993,0.14625,0.14625,,547.679993,0.14625,0.14625,0.14625,
09/30/1995,1067.800049,,,-419.399994,,648.400055,,-551.299988,,,97.099998,-9.9,,11.4,,0.0,-1.5,87.199999,-31.4,55.799999,0.0,,,55.799999,-0.6,55.200001,0.0,,55.200001,55.200001,,544.159973,0.10125,0.10125,,544.159973,0.10125,0.10125,0.10125,
12/31/1995,1384.099976,,,-557.400024,,826.699952,,-624.200012,,,202.5,-14.9,,10.6,,8.3,-4.0,187.6,-69.099998,118.5,29.6,,,88.900002,-2.4,86.5,0.0,,86.5,86.5,,542.56,0.16,0.21375,0.21375,542.56,0.16,0.21375,0.21375,
03/31/1996,1016.099976,,,-401.600006,,614.499969,,-541.0,,,73.5,-13.7,,9.6,,,4.1,59.8,-22.700001,37.099998,0.0,,,37.099999,0.6,37.700001,0.0,,37.700001,37.700001,,538.039978,0.07,0.07,0.07,538.567993,0.07,0.07,0.07,
06/30/1996,1128.699951,,,-437.100006,,691.599945,,-546.0,,,145.600006,-6.9,,10.4,,,-3.5,138.700006,-52.700001,86.0,0.0,,,86.000006,-0.3,85.699997,0.0,,85.699997,85.699997,,535.640015,0.16,0.16,0.16,535.640015,0.16,0.16,0.16,
09/30/1996,1177.300049,,,-474.799988,,702.500061,,-597.599976,,,104.900002,-6.0,,10.9,,,-4.9,98.900002,-36.099998,62.799999,0.0,,,62.800004,-0.3,62.5,0.0,,62.5,62.5,,531.719971,0.1175,0.1175,0.1175,531.916016,0.1175,0.1175,0.1175,
12/31/1996,1492.099976,,,-607.700012,,884.399964,,-663.599976,,,220.800003,-7.8,5.5,9.1,-3.6,,2.3,213.000003,-79.900002,133.100006,0.0,,,133.100001,-1.1,132.0,0.0,,132.0,132.0,,531.200012,0.2475,0.2475,0.2475,535.840028,0.2475,0.2475,0.2475,
03/31/1997,1087.599976,,,-441.600006,,645.999969,,-572.900024,,,73.099998,-10.1,,9.6,,,0.5,62.999998,-23.299999,39.700001,0.0,,,39.699999,1.6,41.299999,0.0,,41.299999,41.299999,,531.52002,0.08,0.08,0.08,536.400024,0.0775,0.0775,0.0775,
06/30/1997,1225.0,,,-476.100006,,748.899994,,-591.900024,,,157.0,-6.5,,10.8,,,-4.3,150.5,-55.700001,94.800003,0.0,,,94.799999,0.4,95.199997,0.0,,95.199997,95.199997,,529.039978,0.18,0.18,0.18,533.599976,0.1775,0.1775,0.1775,
09/30/1997,1249.400024,,,-517.200012,,732.200012,,-614.700012,,,117.5,-9.6,,11.2,,,-1.6,107.9,-39.900002,68.0,0.0,,,67.999999,0.6,68.599998,0.0,,68.599998,68.599998,,529.159973,0.13,0.13,0.13,534.080017,0.1275,0.1275,0.1275,
12/31/1997,1517.400024,,,-616.099976,,901.300049,,-704.799988,,,196.5,17.000001,,10.2,,,-27.200001,213.500001,-79.0,134.5,0.0,,,134.500001,-0.8,133.699997,0.0,,133.699997,133.699997,,527.719971,0.2525,0.2525,0.22,531.880005,0.25,0.25,0.2175,
03/31/1998,1183.400024,,,-503.100006,,680.300018,,-626.099976,,,54.200001,-80.800003,,9.5,,,71.300003,-26.600002,-6.1,-32.700001,0.0,,,-32.700002,1.7,-31.0,0.0,,-31.0,-31.0,,527.119995,-0.06,-0.06,0.1,527.119995,-0.06,-0.06,0.1,
06/30/1998,1247.199951,,,-465.600006,,781.599945,,-603.0,,,178.600006,-5.0,,9.9,,,-4.9,173.600007,-63.900002,109.699997,0.0,,,109.700005,1.7,111.400002,0.0,,111.400002,111.400002,,527.099976,0.21,0.21,0.21,533.419983,0.21,0.21,0.21,
09/30/1998,1233.199951,,,-478.200012,,754.999939,,-626.299988,,,128.699997,-52.200001,,11.0,,,41.200001,76.499996,-36.700001,39.799999,0.0,,,39.799995,1.7,41.5,0.0,,41.5,41.5,,526.320007,0.08,0.08,0.15,531.559998,0.08,0.08,0.15,
12/31/1998,1548.900024,,,-606.099976,,942.800049,,-708.299988,,,234.5,-2.1,,10.6,,,-8.5,232.4,-84.099998,148.300003,0.0,,,148.300001,-0.2,148.100006,0.0,,148.100006,148.100006,,525.359985,0.28,0.28,0.28,530.460022,0.28,0.28,0.28,
03/31/1999,1213.8,,,-508.2,,705.6,,-641.7,,,63.9,-103.2,9.0,9.0,,,94.2,-39.3,-11.4,-50.7,0.0,,,-50.7,1.8,-48.9,0.0,,-48.9,-48.9,,524.0,-0.095,-0.095,0.14,524.0,-0.095,-0.095,0.14,
06/30/1999,1258.1,,,-451.7,,806.4,,-608.9,,,197.5,-9.1,8.0,10.2,-2.2,,1.1,188.4,-67.8,120.6,0.0,,,120.6,0.8,121.4,0.0,,121.4,121.4,,523.08,0.23,0.23,0.23,530.02,0.23,0.23,0.23,
09/30/1999,1250.6,,,-465.0,,785.6,,-639.4,,,146.2,-9.9,7.4,9.8,-2.4,,2.5,136.3,-47.8,88.5,0.0,,,88.5,-0.3,88.2,0.0,,88.2,88.2,,520.8,0.17,0.17,0.17,525.86,0.17,0.17,0.17,
12/31/1999,1566.6,,,-606.6,,960.0,,-700.0,,,260.0,-38.8,6.799999,10.1,-3.300001,,32.000001,221.2,-77.2,144.0,0.0,,,144.0,-2.3,141.7,0.0,,141.7,141.7,,486.72,0.29,0.29,0.29,490.02,0.29,0.29,0.29,
03/31/2000,1324.9,,,-497.3,,827.6,,-683.2,,,144.4,-28.4,18.1,19.9,-1.8,,10.3,116.0,-41.2,74.8,0.0,,,74.8,0.0,74.8,0.0,0.0,74.8,74.8,,475.28,0.155,0.155,0.155,478.3,0.155,0.155,0.155,
06/30/2000,1382.599976,,,-498.600006,,883.999969,,-673.599976,,,210.399994,-15.299999,,22.799999,,,-7.5,195.099995,-69.199997,125.900002,0.0,,,125.899998,-1.0,124.900002,0.0,0.0,124.900002,124.900002,,475.0,0.265,0.265,0.265,479.119995,0.26,0.26,0.26,
09/30/2000,1336.0,,,-490.200012,,845.799988,,-686.900024,,,158.899994,-14.599999,,22.4,,,-7.8,144.299994,-51.099998,93.199997,0.0,,,93.199996,-0.9,92.300003,0.0,0.0,92.300003,92.300003,,475.079987,0.195,0.195,0.195,491.019989,0.195,0.195,0.195,
12/31/2000,1648.4,,,-643.1,,1005.3,,-754.2,,,251.1,-9.0,17.1,19.6,-2.5,,-8.1,242.1,-42.3,199.8,0.0,,,199.8,-2.3,197.5,0.0,0.0,197.5,197.5,,475.94,0.415,0.405,0.335,495.0,0.405,0.395,0.33,
03/31/2001,1346.4,,,-512.5,,833.9,,-698.7,,,135.2,-8.7,17.7,19.7,-2.0,-0.2,-8.8,126.5,-44.5,82.0,0.3,,,81.7,0.0,81.7,0.0,0.0,81.7,81.7,,475.82,0.17,0.17,0.17,493.54,0.17,0.17,0.17,
06/30/2001,1462.7,,,-522.5,,940.2,,-704.4,,,235.8,-22.0,14.7,18.9,-4.2,,7.3,213.8,-74.6,139.2,,,,139.2,-1.5,137.7,,,137.7,137.7,,473.48,0.29,0.29,0.29,491.6,0.285,0.285,0.285,
09/30/2001,1412.8,,,-525.0,,887.8,,-722.3,,,165.5,-13.3,12.6,16.1,-3.5,,0.7,152.2,-51.3,100.9,0.0,,,100.9,-0.6,100.3,0.0,0.0,100.3,100.3,,472.56,0.21,0.21,0.22,491.46,0.21,0.21,0.22,
12/31/2001,1739.5,,,-671.5,,1068.0,,-794.5,,,273.5,-100.3,11.7,16.4,-4.7,-0.6,89.2,173.2,-60.5,112.7,0.0,,,112.7,-2.4,110.3,0.0,0.0,110.3,110.3,,472.84,0.235,0.235,0.375,491.88,0.23,0.23,0.37,
03/31/2002,1383.6,,,-518.5,,865.1,,-711.0,,,154.1,-4.8,8.9,13.4,-4.5,,-4.1,149.3,-52.0,97.3,,,,97.3,-1.1,96.2,,,96.2,96.2,,473.4,0.205,0.205,0.205,492.6,0.2,0.2,0.2,
06/30/2002,1513.5,,,-565.3,,948.2,,-718.8,,,229.4,12.1,8.9,12.9,-4.0,-9.2,-11.8,241.5,-84.0,157.5,0.0,,,157.5,-2.5,155.0,0.0,0.0,155.0,155.0,,472.86,0.33,0.33,0.33,492.56,0.32,0.32,0.32,
09/30/2002,1463.4,,,-544.6,,918.8,,-728.9,,,189.9,-46.4,11.0,14.2,-3.2,,35.4,143.5,-51.4,92.1,,,,92.1,-1.8,90.3,,,90.3,90.3,,471.76,0.19,0.19,0.19,489.68,0.19,0.19,0.19,
12/31/2002,1836.2,,,-716.0,,1120.2,,-821.1,,,299.1,2.0,8.0,11.5,-3.5,2.7,-12.7,301.1,-104.8,196.3,0.0,,,196.3,-3.3,193.0,0.0,0.0,193.0,193.0,,470.46,0.41,0.41,0.41,488.94,0.4,0.4,0.4,
03/31/2003,1465.7,,,-574.2,,891.5,,-743.6,,,147.9,6.5,7.4,9.9,-2.5,1.1,-15.0,154.4,-54.0,100.4,0.0,,,100.4,-1.5,98.9,0.0,0.0,98.9,98.9,,470.18,0.21,0.21,0.21,487.64,0.21,0.21,0.21,
06/30/2003,1632.0,,,-619.7,,1012.3,,-748.7,,,263.6,-1.2,7.6,10.6,-3.0,7.7,-14.1,262.4,-88.1,174.3,0.0,,,174.3,-2.8,171.5,0.0,0.0,171.5,171.5,,469.8,0.365,0.365,0.365,488.58,0.355,0.355,0.355,
09/30/2003,1604.5,,,-606.6,,997.9,,-803.1,,,194.8,1.5,3.7,6.5,-2.8,3.5,-8.7,196.3,-61.5,134.8,0.0,,,134.8,-1.7,133.1,0.0,0.0,133.1,133.1,,472.3,0.28,0.28,0.289,479.22,0.28,0.28,0.289,
12/31/2003,2085.899902,,,-811.900024,,1273.999878,,-912.799988,,,361.200012,19.2,,6.3,-4.3,3.6,-24.8,380.400012,-115.300003,265.100006,0.0,,,265.100009,-3.8,261.299988,0.0,0.0,261.299988,261.299988,,471.98001,0.555,0.555,0.55,477.279998,0.545,0.545,0.54,
03/31/2004,1751.2,,,-662.2,,1089.0,,-883.0,,,206.0,18.6,1.6,6.1,-4.5,2.0,-22.2,224.6,-73.9,150.7,0.0,,,150.7,-2.6,148.1,0.0,0.0,148.1,148.1,,471.56,0.315,0.315,0.315,476.6,0.31,0.31,0.31,
06/30/2004,1844.4,,,-673.8,,1170.6,,-867.0,,,303.6,11.9,5.9,9.8,-3.9,2.7,-20.5,315.5,-79.4,236.1,0.0,,,236.1,-3.8,232.3,0.0,0.0,232.3,232.3,,472.27,0.49,0.49,0.44,478.37,0.49,0.49,0.44,
09/30/2004,1806.2,,,-675.2,,1131.0,,-868.2,,,262.8,-4.8,2.7,8.2,-5.5,,2.1,258.0,-79.2,178.8,,,,178.8,-1.9,176.9,0.0,0.0,176.9,176.9,,473.08,0.37,0.37,0.37,479.36,0.37,0.37,0.37,
12/31/2004,2285.7,,,-906.4,,1379.3,,-996.0,,,383.3,6.1,,9.7,-6.7,3.6,-12.7,389.4,-98.1,291.3,0.0,,,291.3,-2.5,288.8,0.0,0.0,288.8,288.8,,472.26,0.61,0.61,0.63,477.25,0.61,0.61,0.63,
03/31/2005,1881.1,,,-698.2,,1182.9,,-922.4,,,260.5,-6.8,2.3,10.1,-7.8,1.9,2.6,253.7,-79.8,173.9,0.0,,,173.9,-1.9,172.0,0.0,0.0,172.0,172.0,,471.95,0.36,0.36,0.36,477.0,0.36,0.36,0.36,
06/30/2005,1963.9,,,-730.4,,1233.5,,-909.9,,,323.6,17.2,2.4,10.5,-8.1,3.9,-23.5,340.8,-10.3,330.5,0.0,,,330.5,-1.9,328.6,0.0,0.0,328.6,328.6,,471.45,0.7,0.7,0.5,475.57,0.69,0.69,0.49,
09/30/2005,1886.0,,,-724.5,,1161.5,,-914.4,,,247.1,-5.0,2.7,13.2,-10.5,0.0,2.3,242.1,-77.0,165.1,0.0,,,165.1,-1.3,163.8,0.0,0.0,163.8,163.8,,466.56,0.35,0.35,0.35,468.95,0.35,0.35,0.35,
12/31/2005,2418.6,,,-980.6,,1438.0,,-1120.2,,,317.8,-30.2,,20.3,-10.9,0.0,20.8,287.6,-102.6,185.0,0.0,,,185.0,-1.8,183.2,0.0,0.0,183.2,183.2,,455.36,0.4,0.4,0.5,456.51,0.4,0.4,0.5,
03/31/2006,2003.2,,,-779.7,,1223.5,,-1137.3,,,86.2,-14.9,13.3,26.5,-13.2,0.0,1.6,71.3,-14.5,56.8,0.0,,,56.8,-0.6,56.2,0.0,-1.9,54.3,54.3,,450.75,0.12,0.12,0.33,452.62,0.12,0.12,0.33,
06/30/2006,2079.5,,,-776.5,,1303.0,,-1077.7,,,225.3,-8.0,7.2,23.9,-16.7,0.0,0.8,217.3,-66.6,150.7,0.0,,,150.7,0.2,150.9,0.0,0.0,150.9,150.9,,449.36,0.34,0.34,0.41,451.87,0.33,0.33,0.4,
09/30/2006,2058.6,,,-814.8,,1243.8,,-1076.3,,,167.5,-18.5,13.0,23.9,-10.9,0.0,5.5,149.0,-61.5,87.5,0.0,,,87.5,-1.1,86.4,0.0,0.0,86.4,86.4,,446.36,0.19,0.19,0.19,447.93,0.19,0.19,0.19,
12/31/2006,2622.6,,,-1063.1,,1559.5,,-1233.4,,,326.1,-60.2,10.8,25.3,-14.5,,49.4,265.9,-80.8,185.1,0.0,,,185.1,-1.0,184.1,0.0,0.0,184.1,184.1,,443.24,0.42,0.42,0.487,445.48,0.41,0.41,0.477,
03/31/2007,2185.3,,,-836.7,,1348.6,,-1110.8,,,237.8,-14.8,14.2,26.5,-12.3,-1.1,1.7,223.0,-72.4,150.6,0.0,,,150.6,-0.6,150.0,0.0,0.0,150.0,150.0,,440.61,0.34,0.34,0.35,443.76,0.34,0.34,0.35,
06/30/2007,2328.8,,,-925.0,,1403.8,,-1216.9,,,186.9,-19.0,17.8,28.1,-10.3,-0.2,1.4,167.9,-54.2,113.7,0.0,,,113.7,-1.0,112.7,0.0,0.0,112.7,112.7,,434.85,0.26,0.26,0.38,438.45,0.26,0.26,0.38,
09/30/2007,2349.1,,,-889.0,,1460.1,,-1236.6,,,223.5,-15.8,19.0,29.2,-10.2,0.0,-3.2,207.7,-68.6,139.1,0.0,,,139.1,0.0,139.1,0.0,0.0,139.1,139.1,,430.03,0.32,0.32,0.32,433.03,0.32,0.32,0.32,
12/31/2007,3075.5,,,-1286.5,,1789.0,,-1564.5,,,224.5,-27.0,38.0,28.4,-9.4,-1.6,9.6,197.5,-67.6,129.9,0.0,,,129.9,-1.0,128.9,0.0,0.0,128.9,128.9,147.039,435.16,0.3,0.3,0.73,438.41,0.29,0.29,0.72,
03/31/2008,2501.7,,,-923.7,,1578.0,,-1281.8,,,296.2,-17.6,16.9,26.1,-9.2,0.0,0.7,278.6,-92.4,186.2,0.0,,,186.2,-1.5,184.7,0.0,0.0,184.7,184.7,,426.79,0.43,0.43,0.47,430.37,0.43,0.43,0.47,
06/30/2008,2736.1,,,-993.4,,1742.7,,-1368.8,,,373.9,-29.5,17.5,26.1,-8.6,0.0,12.0,344.4,-107.4,237.0,0.0,,,237.0,-1.4,235.6,0.0,0.0,235.6,235.6,,426.57,0.55,0.55,0.57,430.3,0.55,0.55,0.57,
09/30/2008,2644.7,,,-975.0,,1669.7,,-1358.6,,,311.1,6.1,14.5,24.6,-10.1,0.0,-20.6,317.2,-92.5,224.7,0.0,,,224.7,-2.1,222.6,0.0,0.0,222.6,222.6,,425.74,0.52,0.52,0.45,429.75,0.52,0.52,0.45,
12/31/2008,2807.6,,,-1057.0,,1750.6,,-1392.5,,,358.1,-60.0,,23.6,-9.2,0.0,45.6,298.1,-70.4,227.7,0.0,,,227.7,4.7,232.4,0.0,0.0,232.4,232.4,,426.33,0.55,0.55,0.56,427.7,0.54,0.54,0.55,
03/31/2009,2186.9,2157.7,29.2,-811.2,811.2,1375.7,0.0,-1207.3,1207.3,0.0,168.4,-21.7,17.5,24.8,-7.3,,4.2,146.7,-29.2,117.5,0.0,0.0,0.0,117.5,-0.2,117.3,0.0,0.0,117.3,127.1,9.8,426.37,0.27,0.27,0.298098,426.45,0.27,0.27,0.29298,
06/30/2009,2478.3,2445.7,32.6,-934.3,934.3,1544.0,0.0,-1361.1,1361.1,0.0,182.9,-23.0,23.2,27.9,-4.7,,-0.2,159.9,-75.3,84.6,0.0,0.0,0.0,84.6,-1.7,82.9,0.0,0.0,82.9,165.9,83.0,426.92,0.19,0.19,0.388597,428.22,0.19,0.19,0.383826,
09/30/2009,2559.0,2527.0,32.0,-954.8,954.8,1604.2,0.0,-1345.7,1345.7,0.0,258.5,-26.8,22.9,26.1,-3.2,,3.9,231.7,-74.1,157.6,0.0,0.0,0.0,157.6,-1.4,156.2,0.0,0.0,156.2,178.9,22.7,426.99,0.36,0.36,0.418979,429.61,0.36,0.36,0.412839,
12/31/2009,3134.0,3101.1,32.9,-1170.2,1170.2,1963.8,0.0,-1556.6,1556.6,0.0,407.2,-20.4,21.1,26.0,-4.9,,-0.7,386.8,-118.5,268.3,-0.2,-0.2,0.0,268.5,0.9,269.4,0.0,0.0,269.4,294.2,25.0,427.32,0.63,0.62,0.688477,427.32,0.62,0.62,0.678504,
03/31/2010,2446.3,2416.5,29.8,-934.7,934.7,1511.6,0.0,-1320.1,1320.1,0.0,191.5,-65.2,16.9,21.8,-4.9,,48.3,126.3,-83.6,42.7,-0.6,-0.6,0.0,43.3,-0.8,42.5,0.0,0.0,42.5,143.1,101.2,427.72,0.1,0.1,0.334565,431.06,0.1,0.1,0.334565,
06/30/2010,2628.5,2596.9,31.6,-962.1,962.1,1666.4,0.0,-1400.0,1400.0,0.0,266.4,-17.3,16.9,20.3,-3.4,,0.4,249.1,-84.1,165.0,-4.2,-4.2,0.0,169.2,-1.6,167.6,0.0,0.0,167.6,203.6,40.2,428.8,0.39,0.38,0.474813,432.1,0.39,0.38,0.473034,
09/30/2010,2612.4,2580.1,32.3,-933.0,933.0,1679.4,0.0,-1420.1,1420.1,0.0,259.3,-23.2,19.5,21.2,-1.7,,3.7,236.1,-68.9,167.2,-0.3,-0.3,0.0,167.5,-0.8,166.7,0.0,0.0,166.7,177.3,10.9,429.07,0.39,0.38,0.413219,432.37,0.38,0.38,0.40521,
12/31/2010,3175.6,3137.8,37.8,-1211.5,1211.5,1964.1,0.0,-1608.2,1608.2,0.0,355.9,-22.0,19.8,23.8,-4.0,,2.2,333.9,-113.6,220.3,-9.0,-9.0,0.0,229.3,0.2,229.5,0.0,0.0,229.5,259.0,38.5,429.41,0.53,0.51,0.603153,429.41,0.53,0.5,0.589658,
03/31/2011,2629.1,2591.5,37.6,-949.8,949.8,1679.3,0.0,-1432.8,1432.8,0.0,246.5,-21.6,17.9,22.7,-4.8,,3.7,224.9,-72.7,152.2,8.6,8.6,0.0,143.6,0.0,143.6,0.0,0.0,143.6,161.1,8.9,429.8,0.33,0.35,0.374826,432.0,0.33,0.35,0.370602,
06/30/2011,2856.4,2815.9,40.5,-1018.0,1018.0,1838.4,0.0,-1521.8,1521.8,0.0,316.6,-22.9,20.0,23.9,-3.9,,2.9,293.7,-85.0,208.7,0.0,0.0,0.0,208.7,-2.5,206.2,0.0,0.0,206.2,214.3,8.1,430.5,0.48,0.48,0.497793,432.6,0.47,0.47,0.488724,
