Date,Revenue,Sales & Services Revenue,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1994,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,67.637999,,,0.426667,67.637999,,,,
12/31/1994,,,,,,,,,,,,,6.0,,,,,,0.0,,,,,,,,,,,67.649997,,,0.246667,67.649997,,,,
03/31/1995,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,67.649997,,,0.406667,67.649997,,,,
06/30/1995,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,66.600003,,,0.126667,66.600003,,,,
09/30/1995,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,66.0,,,0.433333,66.0,,,,
12/31/1995,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,62.850002,,,,62.850002,,,,
03/31/1996,201.300003,,,,-160.800003,,,40.5,-5.1,,12.9,,0.0,,-7.8,35.4,-12.5,22.9,0.0,,,22.9,-3.0,19.9,-0.06,,19.84,19.84,,60.014997,0.333333,0.333333,0.333333,60.014997,0.333333,0.333333,0.333333,
06/30/1996,206.899994,,,,-161.199997,,,45.700001,-3.7,,14.2,,0.0,,-10.5,42.000001,-15.7,26.299999,0.0,,,26.300001,-3.9,22.4,-0.1,,22.3,22.3,,58.918498,0.38,0.38,0.38,58.918498,0.38,0.38,0.38,
09/30/1996,218.199997,,,,-158.0,,,60.200001,42.800002,,16.1,,0.0,,-58.900002,103.000003,-22.5,80.5,0.0,,,80.500003,-4.4,76.099998,-0.1,,75.999998,75.999998,,57.0,1.333333,1.333333,1.333333,57.0,1.333333,1.333333,1.333333,
12/31/1996,220.899994,,,,-163.399994,,,57.5,-0.6,,16.4,,0.0,,-15.8,56.9,-19.9,37.0,0.0,,,37.0,-4.5,32.5,-0.1,,32.4,32.4,,55.949998,0.58,0.58,0.58,55.949998,0.58,0.58,0.58,
03/31/1997,237.800003,,,,-182.199997,,,55.599998,-1.0,,13.7,,0.0,,-12.7,54.599998,-21.4,33.200001,0.0,,,33.199998,-4.7,28.5,-0.06,,28.44,28.44,,54.006003,0.52,0.52,0.52,55.108497,0.52,0.52,0.52,
06/30/1997,252.600006,,,,-185.199997,,,67.400002,-5.4,,13.6,,0.0,,-8.2,62.000002,-24.299999,37.700001,0.0,,,37.700003,-5.9,31.799999,-0.1,,31.699999,31.699999,,53.547003,0.58,0.58,0.58,54.759001,0.58,0.58,0.58,
09/30/1997,273.600006,,,,-189.100006,,,84.5,-10.599999,,19.299999,,0.0,,-8.7,73.900001,-25.4,48.5,0.0,,,48.500001,-6.7,41.799999,-0.1,,41.699999,41.699999,,53.6525,0.78,0.78,0.78,55.401001,0.76,0.76,0.76,
12/31/1997,294.299988,,,,-198.899994,,,95.400002,-206.700006,,17.1,,0.0,,189.600006,-111.300004,2.7,-108.599998,0.0,,,-108.600004,-7.6,-116.199997,0.0,,-116.199997,-116.199997,,53.866001,-2.16,-2.16,0.78,55.744499,-2.16,-2.16,0.76,
03/31/1998,295.700012,,,,-205.300003,,,90.400002,-6.0,,17.4,,0.0,,-11.4,84.400002,-31.5,52.900002,0.0,,,52.900002,-6.7,46.200001,-0.06075,,46.139251,46.139251,,54.286499,0.86,0.86,0.86,56.176499,0.82,0.82,0.82,
06/30/1998,322.600006,,,,-218.199997,,,104.400002,4.899999,,16.200001,,0.0,,-21.1,109.300001,-40.900002,68.400002,0.0,,,68.399999,-9.7,58.700001,-0.061,,58.639001,58.639001,,54.626499,1.08,1.08,0.98,56.6515,1.02,1.02,0.92,
09/30/1998,334.200012,,,,-228.800003,,,105.400002,-2.6,,17.1,,0.0,,-14.5,102.800002,-38.200001,64.599998,0.0,,,64.600001,-9.4,55.200001,-0.061,,55.139001,55.139001,,54.746498,1.0,1.0,1.0,56.655499,0.98,0.98,0.98,
12/31/1998,331.799988,,,,-237.5,,,94.300003,-36.4,,15.4,,0.0,,21.0,57.900003,-20.200001,37.700001,0.0,,,37.700002,-7.6,23.0,-0.06,,22.94,22.94,,54.609501,0.54,0.54,0.96,56.679001,0.5,0.5,0.92,
03/31/1999,151.899994,,,,-127.5,,,24.4,-12.0,,14.0,,0.0,,-2.0,12.4,-4.8,7.6,-61.0,,,68.6,0.0,68.599998,-0.25,0.0,68.349998,68.349998,,54.921501,1.25,0.14,0.14,56.837502,1.19,0.13,0.13,
06/30/1999,148.699997,,,,-129.0,,,19.700001,-11.5,,14.6,,0.0,,-3.1,8.200001,-3.0,5.2,-70.900002,,,76.100003,0.0,76.099998,-0.25,0.0,75.849998,75.849998,,55.126499,1.38,0.09,0.09,57.066502,1.31,0.09,0.09,
09/30/1999,149.100006,,,,-134.5,,,14.6,-8.3,,14.7,,0.0,,-6.4,6.3,-1.7,4.6,-82.699997,,,87.299997,0.0,87.300003,-0.25,0.0,87.050003,87.050003,,55.242001,1.58,0.08,0.08,57.047001,1.51,0.08,0.08,
12/31/1999,537.299988,,,,-359.100006,,,178.199997,2.9,,17.6,,0.0,,-20.5,181.099997,-71.099998,110.0,0.0,,,109.999999,-18.700001,91.300003,-0.06,,91.240003,91.240003,,55.25,1.66,1.66,1.8,57.142502,1.58,1.58,1.72,
03/31/2000,148.899994,,,,-130.899994,,,18.0,-6.0,,17.5,,0.0,,-11.5,12.0,-1.6,10.4,-182.800003,,,193.200003,0.0,193.199997,-0.25,0.0,192.949997,192.949997,,55.543,3.48,0.18,0.18,57.481999,3.32,0.18,0.18,
06/30/2000,144.399994,,,,-126.0,,,18.4,-8.3,,18.4,,0.0,,-10.1,10.1,-1.3,8.8,-151.699997,,,160.499997,0.0,160.5,-0.25,0.0,160.25,160.25,,55.723999,2.88,0.16,0.16,57.613999,2.74,0.15,0.15,
09/30/2000,144.1,,,,-125.4,,,18.7,-17.2,,22.5,,0.0,,-5.3,1.5,1.1,2.6,-20.6,,,23.2,0.0,23.2,-0.25,0.0,22.95,22.95,0.0,57.478,0.4,0.040885,0.05,58.858,0.39,0.040005,0.05,
12/31/2000,134.800003,,,,-127.900002,,,6.9,-8.7,,11.6,,0.0,,-2.9,-1.8,5.4,3.6,0.0,,,3.6,0.0,3.6,-0.25,0.0,3.35,3.35,,58.132,0.06,0.06,0.06,59.839001,0.06,0.06,0.06,
03/31/2001,144.0,,,,-137.9,,,6.1,-3.0,,15.2,,0.0,,-12.2,3.1,3.2,6.3,0.4,,,5.9,0.0,5.9,0.0,0.0,5.9,5.9,,58.257,0.1,0.11,0.11,60.776,0.1,0.1,0.1,
06/30/2001,144.699997,,,,-131.800003,,,12.9,-8.2,,14.5,-0.3,0.0,,-6.0,4.7,0.0,4.7,0.0,,,4.7,0.0,4.7,-0.25,0.0,4.45,4.45,,58.380001,0.08,0.08,0.08,60.916,0.08,0.08,0.08,
09/30/2001,146.100006,,,,-130.100006,,,16.0,-5.4,,13.2,,0.0,,-7.8,10.6,-1.6,9.0,0.0,,,9.0,0.0,9.0,-0.25,0.0,8.75,8.75,,58.655998,0.15,0.15,0.15,61.171001,0.15,0.15,0.15,
12/31/2001,145.5,,,,-125.1,,,20.4,-4.9,9.9,9.9,,0.0,,-5.0,15.5,-4.4,11.1,0.0,,,11.1,0.0,11.1,-0.25,0.0,10.85,10.85,,59.035,0.19,0.19,0.19,61.098999,0.18,0.18,0.18,
03/31/2002,143.899994,,,,-330.3,,,13.4,2.4,11.3,11.3,,0.0,,-13.7,15.8,-4.1,11.7,0.0,,,11.7,0.0,11.7,-0.25,0.0,11.45,11.45,-2.86,59.777,0.2,0.2,0.15,61.841999,0.19,0.19,0.14,
06/30/2002,139.199997,,,,-123.4,,,14.5,1.3,10.5,10.5,,0.0,,-11.8,15.8,-1.3,14.5,0.0,,,14.5,0.0,14.5,-0.1,0.0,14.4,14.4,2.795,60.095001,0.24,0.24,0.29,62.327,0.23,0.23,0.27,
09/30/2002,137.6,,,,-131.4,,,6.2,4.1,11.5,11.5,,0.0,,-15.6,10.3,0.3,10.6,0.0,,,10.6,0.0,10.6,-0.25,0.0,10.35,10.35,,60.480999,0.17,0.17,0.17,62.452999,0.17,0.17,0.17,
12/31/2002,144.2,,,,-130.3,,,13.9,5.3,11.7,11.7,,0.0,,-17.0,19.2,-1.8,17.4,0.0,,,17.4,0.0,17.4,-0.25,0.0,17.15,17.15,,60.987,0.33,0.28,0.28,62.642,0.32,0.28,0.28,
03/31/2003,140.199997,,,,-133.4,,,6.8,-3.2,11.5,11.5,,0.0,,-8.3,3.6,1.1,4.7,-8.9,,,13.6,0.0,13.6,-0.1,0.0,13.5,13.5,,61.426998,0.22,0.08,0.08,62.862999,0.22,0.08,0.08,
06/30/2003,146.300003,,,,-132.1,,,14.2,-12.7,11.7,11.7,,0.0,,1.0,1.5,-2.0,-0.5,0.0,,,-0.5,0.0,-0.5,-1.3,0.0,-1.8,-1.8,,61.648998,-0.03,-0.03,-0.03,61.648998,-0.03,-0.03,-0.03,
09/30/2003,146.300003,,,,-131.4,,,14.9,-8.9,11.6,11.6,,0.0,,-2.7,6.0,-1.7,4.3,0.0,,,4.3,0.0,4.3,-3.3,0.0,1.0,1.0,,61.764999,0.02,0.02,0.02,63.143002,0.02,0.02,0.02,
12/31/2003,148.5,,,,-155.3,,,-6.8,-4.8,,,,0.0,,4.8,-11.6,5.4,-6.2,0.0,,,-6.2,0.0,-6.2,-1.2,0.0,-7.4,-7.4,13.5,62.058998,-0.1,-0.1,0.11,62.058998,-0.1,-0.1,0.11,
03/31/2004,147.800003,,,,-130.4,,,17.4,-12.1,10.8,10.8,,0.0,,1.3,5.3,-1.9,3.4,0.0,,,3.4,0.0,3.4,-2.2,0.0,1.2,1.2,2.73,62.504002,0.02,0.02,0.06,63.811001,0.02,0.02,0.06,
06/30/2004,153.9,,,,-134.4,,,19.5,-6.0,10.9,10.9,,0.0,,-4.9,13.5,-4.3,9.2,0.0,,,9.2,0.0,9.2,-2.2,0.0,7.0,7.0,,62.654999,0.11,0.11,0.11,63.830002,0.11,0.11,0.11,
12/31/2004,174.6,,,,-147.2,,,27.4,-15.8,,11.4,,0.0,,4.4,11.6,-10.9,0.7,0.0,,,0.7,0.0,0.7,-2.1,0.0,-1.4,-1.4,,62.986,-0.02,-0.02,0.12,62.986,-0.02,-0.02,0.12,
06/30/2005,381.1,,,,-350.7,,,30.4,-71.7,38.7,38.7,,-4.3,,37.3,-41.3,-1.6,-42.9,0.0,,,-42.9,17.8,-25.1,-2.2,0.0,-27.3,-27.3,,81.707,-0.33,-0.33,0.3,81.707,-0.33,-0.33,0.3,
09/30/2005,384.6,,,,-386.5,,,-1.9,94.8,39.5,39.5,,-6.0,,-128.3,92.9,19.8,112.7,0.0,,,112.7,0.0,112.7,-2.2,0.0,110.5,110.5,,81.795,1.35,1.35,-0.05,99.498,1.14,1.14,-0.05,
12/31/2005,388.1,,,,-167.5,,,50.1,-39.4,,42.9,,6.8,,-10.3,10.7,-5.5,5.2,0.0,,,5.2,0.0,5.2,-2.9,0.0,2.3,2.3,,79.764,0.03,0.03,0.03,79.764,0.03,0.03,0.03,
03/31/2006,388.4,,,,-327.1,,,61.3,-41.4,40.6,40.6,,4.2,,-3.4,19.9,-7.0,12.9,0.0,,,12.9,0.0,12.9,-4.9,0.0,8.0,8.0,,73.926,0.11,0.11,0.11,75.748,0.11,0.11,0.11,
06/30/2006,413.1,,,,-335.6,,,77.5,-44.9,40.6,40.6,,7.0,,-2.7,32.6,-8.5,24.1,0.0,,,24.1,0.0,24.1,-4.9,0.0,19.2,19.2,1.43,74.464,0.26,0.26,0.28,92.552,0.24,0.24,0.26,
09/30/2006,415.7,,,,-338.4,,,77.3,-31.1,42.3,42.3,,-4.5,,-6.7,46.2,-14.7,31.5,0.0,,,31.5,-0.2,31.3,-4.9,0.0,26.4,26.4,,75.178,0.35,0.35,0.35,91.589,0.32,0.32,0.32,
12/31/2006,442.4,,,,-354.2,,,88.2,-32.3,43.7,43.7,,-3.0,,-8.4,55.9,-15.2,40.7,0.0,,,40.7,-0.1,40.6,-4.9,0.0,35.7,35.7,1.9,75.23,0.48,0.48,0.51,99.948,0.41,0.41,0.43,
03/31/2007,411.3,,,,-338.9,,,72.4,-40.8,39.4,39.4,,3.1,,-1.7,31.6,-9.3,22.3,0.0,,,22.3,-0.1,22.2,-5.2,,17.0,17.0,,75.611,0.22,0.22,0.22,90.335,0.21,0.21,0.21,
06/30/2007,427.1,,,,-344.0,,,83.1,-39.0,41.6,41.6,,-3.4,,0.8,44.1,-13.8,30.3,0.0,,,30.3,-0.1,30.2,-4.9,,25.3,25.3,4.485,75.892,0.33,0.33,0.4,90.732,0.3,0.3,0.36,
09/30/2007,444.1,,,,-345.9,,,98.2,-33.9,37.3,37.3,,1.9,,-5.3,64.3,-17.5,46.8,0.0,,,46.8,-0.1,46.7,-4.9,,41.8,41.8,,75.935,0.55,0.55,0.55,97.651,0.48,0.48,0.48,
12/31/2007,460.3,,,0.0,-351.6,,,108.7,-27.4,,38.4,,-0.7,-4.2,-6.1,81.3,-26.5,54.8,,,,54.8,-0.1,54.7,-4.8,0.0,49.9,49.9,,75.948,0.66,0.66,0.66,97.733,0.56,0.56,0.56,
03/31/2008,450.6,,,0.0,-367.2,,,83.4,-29.9,,39.5,,-2.5,-4.1,-3.0,53.5,-15.7,37.8,0.0,,,37.8,-0.1,37.7,-4.8,0.0,32.9,32.9,,76.253,0.43,0.43,0.43,97.484,0.39,0.39,0.39,
06/30/2008,486.2,,,,-381.6,,,104.6,-22.7,27.7,27.7,,-5.7,,0.7,81.9,-26.4,55.5,0.0,,,55.5,-0.1,55.4,-4.9,,50.5,50.5,3.7968,79.272,0.64,0.64,0.69,99.146,0.56,0.56,0.6,
09/30/2008,491.5,,,,-380.5,,,111.0,-34.2,35.5,35.5,,7.5,,-8.8,76.8,-25.1,51.7,0.0,,,51.7,-0.1,51.6,-2.7,,48.9,48.9,,88.4,0.55,0.55,0.55,98.918,0.52,0.52,0.52,
12/31/2008,423.8,,,0.0,-332.6,,,91.2,-54.7,,36.2,,21.7,-4.2,1.0,36.5,2.7,39.2,0.0,,,39.2,,39.2,-2.8,0.0,36.4,36.4,,90.506,0.4,0.4,0.4,98.14,0.4,0.4,0.4,
03/31/2009,346.0,346.0,,0.0,-298.4,46.9,251.5,47.6,-50.3,,41.8,,5.1,-1.0,4.4,-2.7,-0.1,-2.8,0.0,0.0,0.0,-2.8,0.1,-2.7,-5.4,0.0,-8.1,-4.47028,3.62972,90.743,-0.09,-0.09,-0.049263,90.743,-0.09,-0.09,-0.05,
06/30/2009,341.3,341.3,,0.0,-298.2,47.4,250.8,43.1,-34.5,,45.4,,-6.0,-2.0,-2.9,8.6,-1.5,7.1,0.0,0.0,0.0,7.1,-0.5,6.6,-0.1,0.0,6.5,6.5,0.0,91.955,0.07,0.07,0.07,99.408,0.07,0.07,0.07,
09/30/2009,386.1,386.1,,0.0,-302.2,44.6,257.6,83.9,-40.5,,41.2,,1.5,-1.9,-0.3,43.4,-14.8,28.6,0.0,0.0,0.0,28.6,-0.4,28.2,-2.8,0.0,25.4,25.4,0.0,94.683,0.27,0.27,0.27,95.243,0.27,0.27,0.27,
12/31/2009,406.8,406.8,,0.0,-314.6,42.7,271.9,92.2,-39.3,,45.3,,-2.7,-2.8,-0.5,52.9,-17.7,35.2,0.0,0.0,0.0,35.2,-0.2,35.0,-2.7,0.0,32.3,32.3,0.0,95.387,0.34,0.34,0.34,95.914,0.34,0.34,0.34,
03/31/2010,436.3,436.3,,0.0,-328.1,45.8,282.3,108.2,-49.8,,44.4,,-2.6,-6.4,14.4,58.4,-24.2,34.2,0.0,0.0,0.0,34.2,1.1,35.3,-2.7,0.0,32.6,42.2458,9.6458,95.89,0.34,0.34,0.440565,96.458,0.34,0.34,0.44,
06/30/2010,461.6,461.6,,0.0,-334.4,46.9,287.5,127.2,-70.2,,41.9,,1.4,-4.6,31.5,57.0,-19.6,37.4,0.0,0.0,0.0,37.4,0.0,37.4,-2.8,0.0,34.6,55.67686,21.07686,99.907,0.35,0.35,0.557287,100.366,0.34,0.34,0.55,
09/30/2010,438.3,438.3,,0.0,-322.3,46.1,276.2,116.0,-28.5,,36.2,,-2.0,-5.2,-0.5,87.5,-34.7,52.8,0.0,0.0,0.0,52.8,0.1,52.9,-2.7,0.0,50.2,51.2951,1.0951,102.082,0.49,0.49,0.502489,109.51,0.48,0.48,0.49,
12/31/2010,478.6,478.6,,0.0,-343.5,46.1,297.4,135.1,-48.8,,35.6,,-1.5,-3.5,18.2,86.3,-30.7,55.6,0.0,0.0,0.0,55.6,-1.0,54.6,-2.8,0.0,51.8,64.95656,13.15656,102.175,0.51,0.51,0.635738,109.638,0.5,0.5,0.62,
03/31/2011,488.6,488.6,,0.0,-360.8,45.7,315.1,127.8,-27.9,,33.1,,0.1,-3.6,-1.7,99.9,-35.8,64.1,0.0,0.0,0.0,64.1,-0.1,64.0,-1.4,0.0,62.6,62.6,0.0,104.269,0.6,0.6,0.6,109.751,0.58,0.58,0.58,
06/30/2011,534.9,534.9,,0.0,-383.3,45.5,337.8,151.6,-37.0,,32.4,,-0.4,-5.3,10.3,114.6,-42.9,71.7,0.0,0.0,0.0,71.7,-0.9,70.8,-0.1,0.0,70.7,78.3867,7.6867,109.428,0.65,0.65,0.716331,109.81,0.64,0.64,0.71,
09/30/2011,544.5,544.5,,0.0,-362.7,47.9,314.8,181.8,-38.0,,32.2,,7.2,-4.7,3.3,143.8,-43.7,100.1,0.0,0.0,0.0,100.1,-0.3,99.8,0.0,0.0,99.8,85.51794,-14.28206,109.515,0.91,0.91,0.780879,109.862,0.91,0.91,0.78,
12/31/2011,530.3,530.3,,0.0,-379.9,47.1,332.8,150.4,-53.7,,31.4,,2.3,-4.6,24.6,96.7,-0.7,96.0,0.0,0.0,0.0,96.0,-0.3,95.7,-0.1,0.0,95.6,85.70792,-9.89208,109.566,0.87,0.87,0.782249,109.912,0.87,0.87,0.78,
03/31/2012,547.5,547.5,,0.0,-389.7,48.4,341.3,157.8,-30.3,,27.2,,-3.9,-5.8,12.8,127.5,-52.2,75.3,0.0,0.0,0.0,75.3,-0.3,75.0,-0.1,0.0,74.9,82.59972,7.69972,109.622,0.68,0.68,0.753496,109.996,0.68,0.68,0.75,
06/30/2012,545.3,545.3,,0.0,-341.5,48.7,292.8,203.8,-29.8,,25.3,,3.5,-4.9,5.9,174.0,-53.1,120.9,0.0,0.0,0.0,120.9,-0.5,120.4,0.0,0.0,120.4,93.98656,-26.41344,109.689,1.1,1.1,0.856846,110.056,1.09,1.09,0.85,
09/30/2012,577.4,577.4,,0.0,-396.7,49.8,346.9,180.7,-16.1,,24.1,,-3.7,-4.4,0.1,164.6,-73.9,90.7,0.0,0.0,0.0,90.7,-0.6,90.1,-0.1,0.0,90.0,90.0,0.0,109.739,0.82,0.82,0.82,110.127,0.82,0.82,0.82,
12/31/2012,568.4,568.4,,0.0,-394.8,51.9,342.9,173.6,-23.3,,23.8,,1.4,-4.2,2.3,150.3,-57.8,92.5,0.0,0.0,0.0,92.5,-0.7,91.8,0.0,0.0,91.8,92.90137,1.10137,109.793,0.84,0.84,0.84615,110.137,0.83,0.83,0.84,
03/31/2013,552.8,552.8,,0.0,-389.9,53.1,336.8,162.9,-4.4,,23.7,,-13.5,-5.5,-0.3,158.5,-54.3,104.2,0.0,0.0,0.0,104.2,-0.4,103.8,-0.1,0.0,103.7,97.785,-5.915,109.907,0.94,0.94,0.889707,110.265,0.94,0.94,0.886357,
06/30/2013,579.3,579.3,,0.0,-400.0,54.7,345.3,179.3,-149.4,,19.2,,22.2,-3.5,111.5,29.9,-14.2,15.7,0.0,0.0,0.0,15.7,-0.3,15.4,,0.0,15.4,102.265,86.865,109.968,0.14,0.14,0.929952,110.323,0.14,0.14,0.92737,
09/30/2013,621.6,621.6,,0.0,-421.3,57.2,364.1,200.3,-18.0,,18.3,,1.4,-4.8,3.1,182.3,-63.3,119.0,0.0,0.0,0.0,119.0,-0.6,118.4,-0.1,0.0,118.3,120.745,2.445,110.003,1.08,1.08,1.097652,110.373,1.07,1.07,1.092152,
12/31/2013,615.6,615.6,,0.0,-419.5,58.3,361.2,196.1,-15.2,,19.4,,-4.9,-5.0,5.7,180.9,-66.5,114.4,0.0,0.0,0.0,114.4,-0.6,113.8,0.0,0.0,113.8,184.665,70.865,110.021,1.03,1.03,1.678452,110.407,1.03,1.03,1.671852,
03/31/2014,607.4,607.4,,0.0,-447.4,61.9,385.5,160.0,-17.0,,18.7,,-3.1,-5.7,7.1,143.0,-49.0,94.0,0.0,0.0,0.0,94.0,-0.3,93.7,-0.1,0.0,93.6,11.21,-82.39,110.086,0.85,0.85,0.101829,110.403,0.85,0.85,0.101829,
06/30/2014,649.7,649.7,,0.0,-443.9,63.9,380.0,205.8,-9.5,,17.9,,-5.3,-5.9,2.8,196.3,-66.1,130.2,0.0,0.0,0.0,130.2,-0.4,129.8,0.0,0.0,129.8,-1.29,-131.09,110.16,1.18,1.18,-0.01171,110.397,1.18,1.18,-0.01171,
09/30/2014,677.5,677.5,,0.0,-448.1,65.0,383.1,229.4,-25.8,,17.9,,12.5,-5.0,0.4,203.6,-65.2,138.4,0.0,0.0,0.0,138.4,-0.3,138.1,-0.1,0.0,138.0,76.24,-61.76,110.182,1.25,1.25,0.691946,110.441,1.25,1.25,0.690787,
12/31/2014,642.5,642.5,,0.0,-428.6,67.3,361.3,213.9,-43.7,,18.3,,31.4,-4.5,-1.5,170.2,-28.5,141.7,0.0,0.0,0.0,141.7,-0.7,141.0,0.0,0.0,141.0,28.415,-112.585,110.227,1.28,1.28,0.257786,110.493,1.28,1.28,0.257786,
03/31/2015,603.1,603.1,,0.0,-424.9,68.5,356.4,178.2,-26.6,,18.6,,11.6,-4.4,0.8,151.6,-50.4,101.2,0.0,0.0,0.0,101.2,-0.4,100.8,-0.1,0.0,100.7,0.42,-100.28,110.309,0.91,0.91,0.003807,110.527,0.91,0.91,0.00271,
06/30/2015,585.8,585.8,,0.0,-399.0,70.8,328.2,186.8,-24.4,,17.7,,10.5,-5.0,1.2,162.4,-50.2,112.2,0.0,0.0,0.0,112.2,-0.4,111.8,0.0,0.0,111.8,1.375,-110.425,110.334,1.01,1.01,0.012462,110.515,1.01,1.01,0.010814,
09/30/2015,631.9,631.9,,0.0,-412.0,71.4,340.6,219.9,-48.0,,21.9,,30.0,-5.0,1.1,171.9,-40.0,131.9,0.0,0.0,0.0,131.9,-0.3,131.6,-0.1,0.0,131.5,131.5,0.0,109.692,1.2,1.2,1.2,109.901,1.2,1.2,1.2,
12/31/2015,598.0,598.0,,0.0,-379.1,73.9,305.2,218.9,-32.2,,23.7,,4.5,-3.9,7.9,186.7,-46.7,140.0,0.0,0.0,0.0,140.0,-0.7,139.3,0.0,0.0,139.3,144.73685,5.43685,108.521,1.28,1.28,1.333722,108.737,1.28,1.28,1.33,
03/31/2016,562.7,562.7,,0.0,-374.8,74.3,300.5,187.9,-23.0,,23.6,,3.5,-3.9,-0.2,164.9,-56.8,108.1,0.0,0.0,0.0,108.1,-0.3,107.8,-0.1,0.0,107.7,107.7,0.0,108.057,1.0,1.0,1.0,108.275,0.99,0.99,0.99,
06/30/2016,568.5,568.5,,0.0,-348.6,75.7,272.9,219.9,-46.1,,24.4,,24.0,-3.0,0.7,173.8,-53.3,120.5,0.0,0.0,0.0,120.5,-0.4,120.1,0.0,0.0,120.1,120.1,0.0,107.72,1.12,1.12,1.12,107.907,1.11,1.11,1.11,
09/30/2016,604.5,604.5,,0.0,-404.7,76.9,327.8,199.8,-41.5,,25.2,,19.8,-3.5,0.0,158.3,-37.3,121.0,0.0,0.0,0.0,121.0,-0.4,120.6,-0.1,0.0,120.5,120.5,0.0,107.621,1.12,1.12,1.12,107.812,1.12,1.12,1.12,
