Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2001,79.599998,27.299999,44.700001,46.0,,,46.0,-38.400002,,-38.400002,,-45.5,-28.5,0.0,,,-28.5,,,0.0,0.0,0.0,,,,,-17.0,-68.199997,0.0,-75.699997,,,,7.5,7.5,0.0,0.0,,-34.099998,,,
09/30/2001,87.5,3.0,43.299999,-9.2,,,-9.2,50.400002,,50.400002,,-44.0,-40.400002,0.0,,,-40.400002,,,0.0,0.0,0.0,,,,,-3.599998,-37.100001,0.0,15.3,,,,-52.400001,3.8,-56.200001,0.0,,6.4,,,
12/31/2001,97.6,56.4,43.6,0.0,1.8,6.7,-8.5,57.8,,57.8,,-34.9,-34.3,0.0,,,-34.3,,,0.0,0.0,0.0,,,,,-0.6,-58.5,0.0,-52.8,,,,-5.7,6.4,-12.1,0.0,,4.2,,,
03/31/2002,80.5,59.599998,33.700001,-9.4,,,-9.4,-3.4,,-3.4,,-20.6,-20.6,0.0,,,-20.6,,,0.0,0.0,0.0,,,,,0.0,-26.099999,0.0,11.8,,,,-37.899999,7.9,-45.799999,0.0,,33.799999,,,
06/30/2002,38.400002,59.099998,34.200001,5.4,,,5.4,-60.299999,,-60.299999,,-27.6,-27.6,0.0,,,-27.6,,,0.0,0.0,0.0,,,,,0.0,-61.9,0.0,-23.200001,,,,-38.699999,5.1,-43.799999,0.0,,-51.099998,,,
09/30/2002,238.199997,55.599998,35.799999,108.800003,,,108.800003,38.0,,38.0,,-60.299999,-31.9,0.0,,,-31.9,,,0.0,0.0,0.0,,,,,-28.4,-159.999997,0.0,8.1,,,,-168.099997,3.1,-171.199997,0.0,,17.9,,,
12/31/2002,72.200001,48.4,33.399999,-46.799997,,,-46.799997,37.199999,,37.199999,,-10.700001,-10.7,0.0,,,-10.7,,,0.0,0.0,0.0,,,,,-1e-06,-90.999998,0.0,-75.399999,,,,-15.600005,5.8,-21.400005,6e-06,,-29.500001,,,
03/31/2003,108.699997,34.900002,31.700001,7.2,,,7.2,34.900002,,34.900002,,-34.900002,-20.1,0.0,,,-20.1,,,0.0,0.0,0.0,,,,,-14.800001,-57.700001,0.0,-8.5,,,,-49.200001,3.5,-52.700001,0.0,,16.1,,,
06/30/2003,47.200003,42.799998,31.099999,-24.4,,,-24.4,-2.300002,,-2.300002,,-30.299998,-26.9,0.0,,,-26.9,,,0.0,0.0,0.0,,,,,-3.399998,-11.099999,0.0,124.4,,,,-135.499999,,-135.499999,0.0,,5.8,,,
09/30/2003,118.099998,45.5,30.1,11.2,,,11.2,31.299999,,31.299999,,-32.5,-26.799999,0.0,,,-26.799999,,,0.0,0.0,0.0,,,,,-5.700001,-70.999999,0.0,-66.099998,,,,-4.9,3.9,-8.8,0.0,,14.6,,,
12/31/2003,94.800003,48.400002,31.1,49.599998,,,49.599998,-34.299999,,-34.299999,,-139.5,-100.0,0.0,,,-100.0,,,0.0,0.0,0.0,,,,,-39.5,33.200001,0.0,29.700001,,,,3.5,3.5,0.0,0.0,,-11.5,,,
03/31/2004,55.900002,32.5,32.099998,3.7,,-2.0,5.7,-12.4,2.9,-15.3,,-33.0,-36.299999,0.0,,,-36.299999,,,0.0,0.0,0.0,,,,,3.299999,-19.799999,0.0,-23.299999,,,,3.5,3.5,0.0,0.0,,3.1,,,
06/30/2004,45.099998,28.700001,33.900002,28.299999,,18.700001,9.599998,-45.799999,-40.299999,-5.5,,-222.5,-35.5,0.0,,,-35.5,,,0.0,0.0,0.0,,,,,-187.0,193.3,0.0,200.0,,,,-6.7,,-6.7,0.0,,15.9,,,
09/30/2004,87.599998,30.1,37.5,33.900002,,19.9,14.000002,-13.9,-16.9,3.0,,-43.200001,-40.799999,0.0,,,-40.799999,,,0.0,0.0,0.0,,,,,-2.400002,-50.6,0.0,-30.0,,,,-20.6,,-20.6,0.0,,-6.2,,,
12/31/2004,6.800002,20.199999,37.7,-93.200001,,-21.800001,-71.4,42.099999,-3.800001,45.9,,-66.199999,-43.600002,0.0,,,-43.600002,,,0.0,0.0,0.0,,,,,-22.599997,67.799999,0.0,-182.800001,,,,2.6,2.6,0.0,248.0,,8.4,,,
03/31/2005,10.9,31.2,37.2,-45.0,,-1.4,-43.6,-12.5,41.6,-54.1,,-24.4,-23.4,,,,-23.4,,,,,,,,,,-1.0,-7.7,,-8.9,,,,1.2,1.2,,,,-21.2,,,
06/30/2005,31.1,25.6,36.5,10.7,,-2.4,13.1,-41.7,-19.6,-22.1,,-27.0,-26.2,0.0,,,-26.2,,,0.0,0.0,0.0,,,,,-0.8,17.3,0.0,50.4,,,,-33.1,2.2,-35.3,0.0,,21.4,,,
09/30/2005,39.8,42.4,36.4,-51.7,,2.8,-54.5,12.7,6.8,5.9,,-41.7,-31.2,0.0,,,-31.2,,,0.0,0.0,0.0,,,,,-10.5,-7.4,0.0,1.8,,,,-9.2,0.0,-9.2,0.0,,-9.3,,,
12/31/2005,150.9,23.4,37.2,76.8,,54.5,22.3,13.5,-1.3,14.8,,-45.2,-45.1,5.5,,,-50.6,,,0.0,0.0,0.0,,,,,-0.1,41.0,0.0,37.2,,,,3.8,4.2,-0.4,0.0,,146.7,,,
03/31/2006,56.9,36.7,36.7,16.4,,6.7,9.7,-32.9,2.6,-35.5,,-17.4,-23.2,1.3,,,-24.5,,,5.8,5.8,0.0,,,,,0.0,-28.0,0.0,-23.6,,,,-5.2,2.4,-7.6,0.8,,11.5,,,
06/30/2006,63.3,39.8,37.0,-26.4,,-7.2,-19.2,12.9,-40.3,53.2,,-26.9,-26.9,0.8,,,-27.7,,,0.0,0.0,0.0,,,,,0.0,-42.8,0.0,-19.7,,,,-22.3,9.5,-31.8,-0.8,,-6.4,,,
09/30/2006,114.0,45.2,35.3,22.3,,14.9,7.4,11.2,-1.9,13.1,,-31.1,-24.3,2.5,,,-26.8,,,0.0,0.0,0.0,,,,,-6.8,-33.6,0.0,-15.3,,,,-18.3,5.7,-24.0,0.0,,49.3,,,
12/31/2006,119.2,44.5,33.7,47.4,,-14.3,61.7,-6.4,15.1,-21.5,,-52.1,-22.1,3.8,,,-25.9,,,0.0,,0.0,,,,,-30.0,-81.6,0.0,-30.1,,,,-51.5,11.6,-63.1,0.0,,-14.5,34.5,23.0,
03/31/2007,65.2,43.6,32.1,40.3,5.4,16.0,18.9,-50.8,19.7,-70.5,,-23.8,-24.0,0.0,,,-24.0,,,0.0,0.0,0.0,,,,,0.2,-30.1,0.0,-16.2,,,,-13.9,2.5,-16.4,0.0,,11.3,,,
06/30/2007,39.9,38.8,30.6,14.6,,13.5,1.1,-44.1,-25.6,-18.5,,-30.5,-21.6,0.3,,,-21.9,,,0.0,0.0,0.0,,,,,-8.9,-34.8,0.0,-14.8,,,,-20.0,5.2,-25.2,0.0,,-25.4,,,
09/30/2007,111.0,124.2,93.3,41.8,19.1,40.2,-17.5,-148.3,-45.9,-102.4,,-43.7,-76.9,0.3,,,-77.2,,,0.0,0.0,0.0,,,,,33.2,-186.3,0.0,-68.3,,,,-118.0,9.6,-127.6,0.0,,-119.0,,,
12/31/2007,98.9,45.3,36.6,19.3,,6.4,12.9,-2.3,26.6,-28.9,,-31.1,-24.4,0.7,,,-25.1,,,0.0,0.0,0.0,,,,,-6.7,-64.4,0.0,-15.3,,,,-49.1,4.6,-53.7,0.0,,3.4,,,
03/31/2008,25.5,35.9,30.6,34.7,,18.3,16.4,-75.7,-12.3,-63.4,,-11.0,-18.9,8.4,,,-27.3,,,0.0,0.0,0.0,,,,,7.9,-54.8,0.0,-0.4,,,,-55.0,0.0,-55.0,0.6,,-40.3,,,
06/30/2008,16.6,40.5,31.1,17.9,,24.0,-6.1,-72.9,-4.4,-68.5,,-26.4,-22.5,0.0,,,-22.5,,,0.0,0.0,0.0,,,,,-3.9,-15.3,0.0,47.3,,,,-61.6,0.0,-61.6,-1.0,,-25.1,,,
09/30/2008,26.2,-140.0,35.2,110.4,,-106.5,216.9,20.6,11.8,8.8,,-301.6,-22.5,0.0,,,-22.5,,,0.0,0.0,0.0,,,,,-279.1,356.8,0.0,356.4,,,,0.0,0.0,0.0,0.4,,81.4,,,
12/31/2008,124.0,-29.3,35.6,118.8,,22.7,96.1,-1.1,46.6,-47.7,,-26.1,-28.2,0.0,,,-28.2,,,0.0,0.0,0.0,,,,,2.1,5.8,0.0,2.7,,,,3.1,3.1,0.0,0.0,,103.7,,,
03/31/2009,55.8,28.0,30.7,3.3,4.0,4.7,-5.4,19.9,27.2,-7.3,,-15.9,-20.8,0.0,0.0,0.0,-20.8,-20.8,0.0,0.0,0.0,0.0,-3.1,0.0,-3.1,0.0,10.0,-2.3,0.0,-2.3,,,-2.3,0.0,0.0,0.0,0.0,0.0,37.6,,,
06/30/2009,179.3,-60.9,28.1,84.2,3.8,10.6,69.8,127.9,71.4,56.5,-2.7,-14.6,-19.8,0.0,,0.0,-19.8,-19.8,0.0,0.0,0.0,0.0,-3.1,0.0,-3.1,0.0,11.0,-55.9,0.0,-53.2,,,-53.2,0.0,0.0,0.0,0.0,,108.8,,,
09/30/2009,94.8,-86.0,30.8,105.9,4.5,0.3,101.1,-8.8,0.5,-9.3,,-2.8,-13.7,0.0,,0.0,-13.7,-13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,-3.9,0.0,-3.9,,,-3.9,0.0,0.0,0.0,0.0,,88.1,,,
12/31/2009,-65.2,41.6,28.9,-147.5,4.3,14.8,-166.6,-18.4,17.1,-35.5,,-4.7,-15.1,0.0,,0.0,-15.1,-15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,-72.9,0.0,-72.9,,,-72.9,0.0,0.0,0.0,0.0,,-142.8,,,
03/31/2010,48.5,35.3,28.2,2.5,5.6,16.3,-19.4,-14.4,16.5,-30.9,,-17.6,-14.6,0.0,,0.0,-14.6,-14.6,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,-254.2,0.0,-254.2,0.0,0.0,-254.2,0.0,0.0,0.0,0.0,0.0,-223.3,,,
06/30/2010,71.4,27.4,28.3,11.0,3.7,-17.8,25.1,47.4,1.4,46.0,0.0,56.1,-12.7,0.0,,0.0,-12.7,-12.7,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,0.0,-7.7,-106.2,0.0,-106.2,,,-106.2,0.0,0.0,0.0,0.0,0.0,21.3,,,
09/30/2010,47.7,28.8,26.5,6.4,3.4,1.4,1.6,-17.2,11.8,-29.0,,-23.8,-21.2,0.0,,0.0,-21.2,-21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,26.0,,,,-24.9,0.0,-24.9,0.0,0.0,25.0,,,
12/31/2010,34.3,-144.7,12.3,91.4,-0.6,0.2,91.8,17.7,-24.7,42.4,-3.6,-21.7,-14.5,0.0,0.0,0.0,-14.5,-14.5,0.0,0.0,0.0,0.0,3.3,0.0,3.3,0.0,0.0,18.8,0.0,22.4,,,,0.0,0.0,0.0,0.0,0.0,31.4,,,
03/31/2011,34.8,34.9,20.8,4.2,2.8,7.2,-5.8,-22.0,12.5,-34.5,,-7.7,-13.9,0.0,0.0,0.0,-13.9,-13.9,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,-46.9,0.0,-26.9,0.0,0.0,-26.9,-17.0,2.2,-19.2,-3.0,0.0,-19.8,,,
06/30/2011,62.9,31.7,20.5,17.2,4.4,6.3,6.5,6.1,-12.9,19.0,0.1,-9.6,-16.4,0.0,,0.0,-16.4,-16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-71.3,0.0,-13.6,0.0,0.0,-13.6,-57.6,0.6,-58.2,-0.2,,-18.0,,,
09/30/2011,-227.7,213.7,20.8,-163.3,3.1,56.2,-222.6,-281.2,-16.5,-264.7,-0.1,293.4,-16.5,0.0,,0.0,-16.5,-16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.1,-45.2,0.0,-45.3,0.0,0.0,-45.3,0.2,0.2,0.0,0.0,,20.5,,,
12/31/2011,326.6,54.5,21.6,223.6,4.5,-54.2,273.3,10.6,-10.2,20.8,,-54.0,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.7,-19.6,0.0,-0.2,,,-0.2,-19.4,0.0,-19.4,0.0,,253.0,,,
03/31/2012,11.9,26.1,22.2,-9.5,4.4,4.2,-18.1,-33.8,5.4,-39.2,,-20.0,-17.0,0.0,0.0,0.0,-17.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,0.0,-5.3,0.0,0.0,-5.3,2.1,3.0,-0.9,0.0,0.0,-11.3,,,
06/30/2012,39.7,14.6,22.3,13.7,4.8,-12.5,21.4,-12.1,-3.4,-8.7,-0.1,391.8,-23.8,0.0,0.0,0.0,-23.8,-23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,-123.2,0.0,-61.0,0.0,0.0,-61.0,-62.1,1.6,-63.7,0.0,0.0,308.3,,,
09/30/2012,54.6,27.9,21.1,20.1,5.6,11.4,3.1,-14.5,-11.5,-3.0,0.0,-16.8,-24.8,0.0,0.0,0.0,-24.8,-24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,-59.3,-5.7,-0.1,0.0,0.0,-0.1,-53.5,2.2,-55.7,0.0,0.0,-21.5,,,
12/31/2012,6.8,32.0,23.1,55.3,5.4,-7.3,57.2,-32.2,-4.6,-27.6,0.0,-92.4,-32.8,0.0,0.0,0.0,-32.8,-32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.8,-57.0,-5.5,-0.1,0.0,0.0,-0.1,-51.4,9.1,-60.5,0.0,0.0,-142.6,,,
03/31/2013,22.7,25.1,22.1,4.8,4.5,3.5,-3.2,-29.3,-6.6,-22.7,,-12.6,-12.1,0.0,0.0,0.0,-12.1,-12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-39.8,-5.2,0.0,0.0,,0.0,-34.6,4.2,-38.8,0.0,0.0,-29.7,,,
06/30/2013,49.5,23.4,22.6,3.1,2.9,-0.1,0.3,-0.4,9.3,-9.7,,-23.4,-14.2,0.0,0.0,0.0,-14.2,-14.2,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,5.5,-35.9,-6.3,-4.9,0.0,,-4.9,-24.7,0.8,-25.5,0.0,0.0,-9.8,,,
09/30/2013,77.1,33.9,23.6,-4.9,3.3,-10.9,2.7,26.5,0.6,25.9,,-24.4,30.7,47.6,47.6,0.0,-16.9,-16.9,0.0,0.0,0.0,0.0,-1.4,0.0,-1.4,0.0,-53.7,-42.0,-6.2,0.1,0.0,0.1,0.0,-35.9,0.0,-35.9,0.0,0.0,10.7,,,
12/31/2013,60.7,-21.5,22.5,72.1,2.7,71.4,-2.0,-12.8,1.2,-14.0,0.0,24.8,-20.6,0.0,0.0,0.0,-20.6,-20.6,0.0,0.0,0.0,0.0,16.4,0.0,16.4,0.0,28.3,-30.6,-6.1,-1.1,0.0,0.0,-1.1,-23.4,0.0,-23.4,0.0,0.0,54.9,,,
03/31/2014,15.7,14.2,29.9,-31.5,3.0,-29.5,-5.0,3.1,-1.3,4.4,,-760.9,-18.3,0.0,0.0,0.0,-18.3,-18.3,0.0,0.0,0.0,0.0,-804.5,0.0,-804.5,0.0,61.9,346.6,-6.0,352.6,0.0,444.9,-92.3,2.0,2.0,0.0,-2.0,0.0,-398.6,,,
06/30/2014,76.0,24.7,46.4,2.3,2.2,-1.7,1.8,2.9,18.9,-16.0,,-31.2,-38.0,0.0,0.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,-43.6,-6.1,-28.5,0.0,55.0,-83.5,-9.0,1.0,-10.0,0.0,0.0,1.2,,,
09/30/2014,115.7,32.8,46.1,-0.3,2.4,-11.0,8.3,40.0,-12.5,52.5,,-35.5,-30.2,0.0,0.0,0.0,-30.2,-30.2,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.0,-7.2,-35.0,-7.1,-13.3,0.0,163.0,-176.3,-14.6,0.3,-14.9,0.0,0.0,45.2,,,
12/31/2014,53.6,48.4,45.2,-19.2,0.8,-25.5,5.5,-24.0,-18.0,-6.0,,-22.9,-30.2,0.0,0.0,0.0,-30.2,-30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,-60.4,-7.0,-33.0,0.0,196.0,-229.0,-20.4,0.1,-20.5,0.0,0.0,-29.7,,,
03/31/2015,65.1,39.4,43.6,-5.9,3.6,5.3,-14.8,-12.0,-24.7,12.7,,-28.6,-28.6,0.0,0.0,0.0,-28.6,-28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,-7.0,20.7,0.0,178.0,-157.3,-16.9,1.2,-18.1,0.0,0.0,33.3,,,
06/30/2015,67.7,29.0,43.3,-19.8,4.1,-5.9,-18.0,15.3,13.2,2.1,,-23.0,-23.0,0.0,0.0,0.0,-23.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.6,-6.9,-59.9,0.0,196.0,-255.9,-14.8,0.2,-15.0,0.0,0.0,-36.9,,,
09/30/2015,49.9,58.1,41.8,-6.9,3.8,1.5,-12.2,-42.6,-39.9,-2.7,,-36.8,-36.8,0.0,0.0,0.0,-36.8,-36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.6,-7.9,-6.8,0.0,584.0,-590.8,-17.9,1.5,-19.4,0.0,0.0,-19.5,,,
12/31/2015,66.6,42.6,39.8,17.6,4.2,3.7,9.7,-33.4,16.8,-50.2,,-20.0,-20.8,0.0,0.0,0.0,-20.8,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-17.7,-7.8,8.5,0.0,223.0,-214.5,-18.4,1.6,-20.0,0.0,0.0,28.9,,,
03/31/2016,76.6,44.5,38.7,-3.3,3.8,-0.9,-6.2,-3.3,-15.5,12.2,0.0,-11.8,-11.0,0.0,0.0,0.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-48.0,-7.8,-21.0,0.0,288.0,-309.0,-19.2,1.1,-20.3,0.0,0.0,16.8,,,
06/30/2016,79.7,33.2,38.2,8.8,4.5,-0.4,4.7,-0.5,24.5,-25.0,,-23.3,-23.3,0.0,0.0,0.0,-23.3,-23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.2,-7.7,-10.0,0.0,161.0,-171.0,-17.5,0.2,-17.7,0.0,0.0,21.2,,,
09/30/2016,80.5,47.7,37.3,0.2,4.5,-4.7,0.4,5.3,14.1,-8.8,0.0,-159.2,-29.3,0.0,0.0,0.0,-29.3,-29.3,0.0,0.0,0.0,0.0,-129.9,0.0,-129.9,0.0,0.0,-34.9,-8.6,-10.4,0.0,250.0,-260.4,-15.9,0.4,-16.3,0.0,0.0,-113.6,,,
12/31/2016,68.6,17.5,36.1,7.4,4.6,15.9,-13.1,7.6,-4.8,12.4,,-31.4,-23.4,0.0,0.0,0.0,-23.4,-23.4,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,-27.5,-8.6,-1.7,0.0,262.0,-263.7,-17.2,0.1,-17.3,0.0,0.0,9.7,,,
03/31/2017,32.9,37.9,34.6,-7.4,4.4,-0.6,-11.2,-32.2,1.3,-33.5,0.0,-8.9,-8.9,0.0,,,-8.9,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,-8.5,44.3,,260.0,-215.7,-21.5,0.0,-21.5,0.0,0.0,38.3,,,
06/30/2017,89.5,39.8,34.4,3.1,4.1,-0.6,-0.4,12.2,1.6,10.6,0.0,-18.3,-19.0,0.0,,,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-85.6,-8.5,-55.3,,343.8,-399.1,-21.8,0.4,-22.2,0.0,0.0,-14.4,,,
09/30/2017,63.7,34.8,33.3,3.6,4.0,-12.0,11.6,-8.0,-11.1,3.1,,-17.0,-17.0,0.0,,,-17.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.6,-9.4,-10.4,,139.9,-150.3,-21.8,0.4,-22.2,0.0,0.0,5.1,,,
12/31/2017,76.9,8.9,31.7,25.1,4.1,15.8,5.2,11.2,-10.5,21.7,0.0,-13.6,-13.6,0.0,,,-13.6,-13.6,0.0,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.7,-37.4,-9.2,-12.2,,,,-16.0,0.3,-16.3,0.0,0.0,25.9,,,
03/31/2018,12.7,29.8,30.7,-20.7,5.2,4.1,-30.0,-27.1,-0.8,-26.3,0.0,-5.9,-5.9,0.0,,,-5.9,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2,-9.2,10.9,,62.0,-51.1,-15.9,0.0,-15.9,0.0,0.0,-7.4,,,
06/30/2018,58.6,13.9,28.2,5.1,5.0,-4.4,4.5,11.4,20.9,-9.5,0.0,-11.7,-11.7,0.0,,,-11.7,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181.7,-9.2,-161.3,,389.4,-550.7,-11.2,0.0,-11.2,0.0,0.0,-134.8,,,
