Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/29/2015,1608.8,1608.8,-1283.9,1283.9,324.9,0.0,-243.2,160.2,58.3,101.9,75.3,7.7,81.7,-57.3,57.3,57.6,-0.3,,,0.0,24.4,5.7,30.1,-13.1,-13.1,0.0,43.2,0.0,43.2,0.0,0.0,43.2,76.867,46.767,128.1,0.34,0.23,0.600055,129.9,0.33,0.23,0.590023,
02/28/2016,1847.5,1847.5,-1415.5,1415.5,432.0,0.0,-210.8,145.9,50.7,95.2,67.0,-2.1,221.2,-83.1,83.1,83.4,-0.3,,,0.0,138.1,-29.9,108.2,2.4,2.4,0.0,105.8,0.0,105.8,0.0,0.0,105.8,106.835,-1.365,127.6,0.83,0.85,0.837265,129.4,0.82,0.84,0.829451,
05/29/2016,1790.2,1790.2,-1382.3,1382.3,407.9,0.0,-222.8,154.1,63.4,90.7,66.8,1.9,185.1,-9.7,9.7,,,,,0.0,175.4,-35.0,140.4,0.8,0.8,0.0,139.6,0.0,139.6,0.0,0.0,139.6,139.425,-0.975,126.4,1.1,1.11,1.103046,128.2,1.09,1.1,1.092395,
08/28/2016,1714.4,1714.4,-1342.7,1342.7,371.7,0.0,-210.4,151.4,63.7,87.7,66.8,-7.8,161.3,-9.9,9.9,9.9,0.0,,,0.0,151.4,-40.3,111.1,0.9,0.9,0.0,110.2,0.0,110.2,0.0,0.0,110.2,100.96,-10.14,124.9,0.88,0.89,0.808327,126.7,0.87,0.88,0.799968,
11/27/2016,1642.5,1642.5,-1321.5,1321.5,321.0,0.0,-204.5,136.6,57.1,79.5,67.8,0.1,116.5,-9.5,9.5,9.5,0.0,,,0.0,107.0,-27.3,79.7,0.2,0.2,0.0,79.5,0.0,79.5,0.0,0.0,79.5,79.765,0.065,123.1,0.65,0.65,0.647969,124.9,0.64,0.64,0.64052,
02/26/2017,1878.7,1878.7,-1440.2,1440.2,438.5,0.0,-209.0,141.8,54.6,87.2,67.9,-0.7,229.5,-9.3,9.3,10.2,-0.9,,,0.0,220.2,-53.9,166.3,0.7,0.7,0.0,165.6,0.0,165.6,0.0,0.0,165.6,165.845,-0.455,124.1,1.33,1.34,1.336382,125.9,1.32,1.32,1.316386,
05/28/2017,1934.6,1934.6,-1496.4,1496.4,438.2,0.0,-268.0,197.6,64.3,133.3,70.4,0.0,170.2,-11.5,11.5,11.5,0.0,,,0.0,158.7,-33.3,125.4,1.6,1.6,0.0,123.8,0.0,123.8,0.0,0.0,123.8,148.8,23.4,125.0,0.99,1.0,1.1904,126.6,0.98,0.99,1.174834,
08/27/2017,1936.1,1936.1,-1522.3,1522.3,413.8,0.0,-239.3,164.0,66.0,98.0,76.1,-0.8,174.5,-15.0,15.0,15.0,0.0,,,0.0,159.5,-38.2,121.3,2.3,2.3,0.0,119.0,0.0,119.0,0.0,0.0,119.0,124.98,3.68,125.2,0.95,0.97,0.998243,127.3,0.93,0.95,0.978908,
11/26/2017,1881.5,1881.5,-1516.8,1516.8,364.7,0.0,-235.8,157.0,58.1,98.9,78.8,0.0,128.9,-15.5,15.5,15.5,0.0,,,0.0,113.4,-24.8,88.6,3.9,3.9,0.0,84.7,0.0,84.7,0.0,0.0,84.7,91.4,2.8,123.6,0.69,0.72,0.739482,125.5,0.67,0.71,0.732311,
02/25/2018,2128.4,2128.4,-1647.1,1647.1,481.3,0.0,-247.9,169.0,58.9,110.1,79.2,-0.3,233.4,-117.4,117.4,117.4,0.0,,,0.0,116.0,102.5,218.5,0.7,0.7,0.0,217.8,0.0,217.8,0.0,0.0,217.8,214.87698,-3.62302,123.6,1.76,1.77,1.738487,125.7,1.73,1.74,1.711177,
05/27/2018,2134.1,2134.1,-1648.5,1648.5,485.6,0.0,-255.6,172.1,69.3,102.8,79.0,4.5,230.0,-13.2,13.2,13.2,0.0,,,0.0,216.8,-41.4,175.4,0.9,0.9,0.0,174.5,0.0,174.5,0.0,0.0,174.5,177.755,2.355,123.6,1.41,1.42,1.438147,125.5,1.39,1.4,1.418765,
08/26/2018,2061.4,2061.4,-1620.5,1620.5,440.9,0.0,-251.8,171.0,66.5,104.5,80.7,0.1,189.1,-13.1,13.1,13.1,0.0,,,0.0,176.0,-7.1,168.9,2.7,2.7,0.0,166.2,0.0,166.2,0.0,0.0,166.2,168.979,0.079,123.8,1.34,1.36,1.364935,125.8,1.32,1.34,1.340628,
11/25/2018,1973.4,1973.4,-1586.7,1586.7,386.7,0.0,-238.6,153.1,58.0,95.1,82.8,2.7,148.1,-12.8,12.8,12.8,0.0,,,0.0,135.3,-19.4,115.9,0.3,0.3,0.0,115.6,0.0,115.6,0.0,0.0,115.6,118.033,2.133,123.9,0.93,0.94,0.952647,125.8,0.92,0.92,0.936955,
02/24/2019,2246.5,2246.5,-1728.9,1728.9,517.6,0.0,-252.1,165.2,62.4,102.8,85.3,1.6,265.5,-12.4,12.4,12.4,0.0,,,0.0,253.1,-28.0,225.1,1.5,1.5,0.0,223.6,0.0,223.6,0.0,0.0,223.6,226.364,1.264,123.3,1.81,1.83,1.83588,125.0,1.79,1.8,1.810112,
05/26/2019,2229.1,2229.1,-1725.3,1725.3,503.8,0.0,-274.0,171.5,68.4,103.1,87.9,14.6,229.8,-11.9,11.9,11.9,0.0,,,0.0,217.9,-9.2,208.7,0.7,0.7,0.0,208.0,0.0,208.0,0.0,0.0,208.0,219.7,11.0,123.1,1.69,1.7,1.784728,124.9,1.67,1.67,1.75807,
08/25/2019,2133.9,2133.9,-1679.5,1679.5,454.4,0.0,-252.9,166.7,68.7,98.0,86.2,0.0,201.5,-11.1,11.1,11.1,0.0,,,0.0,190.4,-18.6,171.8,1.2,1.2,0.0,170.6,0.0,170.6,0.0,0.0,170.6,171.8,0.0,122.9,1.39,1.4,1.4,124.6,1.37,1.38,1.38,
11/24/2019,2056.4,2056.4,-1650.9,1650.9,405.5,0.0,-245.3,157.6,66.3,91.3,87.6,0.1,160.2,-166.4,13.1,13.1,0.0,,,153.3,-6.2,31.6,25.4,0.7,0.7,0.0,24.7,0.0,24.7,0.0,0.0,24.7,25.479,0.079,122.2,0.2,0.21,0.208502,123.7,0.2,0.21,0.208502,
02/23/2020,2346.5,2346.5,-1808.5,1808.5,538.0,0.0,-259.7,171.9,71.6,100.3,87.7,0.1,278.3,-13.2,13.2,13.2,0.0,,,0.0,265.1,-31.8,233.3,1.0,1.0,0.0,232.3,0.0,232.3,0.0,0.0,232.3,233.379,0.079,121.3,1.92,1.92,1.923982,122.8,1.89,1.9,1.900643,
05/31/2020,1270.1,1270.1,-1259.6,1259.6,10.5,0.0,-602.6,118.2,31.4,86.8,94.4,390.0,-592.1,-18.2,19.9,,,,,-1.7,-610.3,130.6,-479.7,0.3,0.3,0.0,-480.0,0.0,-480.0,0.0,0.0,-480.0,-480.3,-0.6,124.5,-3.86,-3.85,-3.857831,124.5,-3.86,-3.85,-3.857831,
