Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1994,,56.125,20.833,-18.691999,-42.033001,16.233,,,,,,,,,,,,,,,,,,,
12/31/1994,,47.084999,18.177,-11.799,23.358999,76.821999,,,,,,,,,,,,,,,,,76.821999,,
03/31/1995,,50.932999,20.368999,-24.306,2.224,49.220001,,,-6.685,,,,,,,,,,,,,,,,
06/30/1995,,53.591,20.249001,-12.015,-52.619999,9.205,,,-5.189,,,,,,,,,,,,,,,,
09/30/1995,,63.381001,19.836,-18.174999,30.951,95.992996,,,-6.358,,,,,,,,,,,,,,,,
12/31/1995,,66.634001,22.304001,-15.186998,-13.74,60.011002,-5.867,,-5.867,,,,,,,,,,,,,,54.144002,,
03/31/1996,,-126.649002,23.315001,183.727997,-0.449,79.945,,,-6.939,,,,,,,,,,,,,,,,
06/30/1996,,79.584999,22.070999,-85.882004,-9.331,6.443,,,-5.504,,,,,,,,,,,,,,,,
09/30/1996,,135.785004,28.382,-16.301001,-101.954002,45.911999,,,-7.216,,,,,,,,,,,,,,,,
12/31/1996,,75.949997,30.08,-5.997,-39.997002,60.035999,-10.806,,-10.806,,,,,,,,,,,,,,49.229999,,
03/31/1997,,83.374001,25.837999,-24.789,31.511999,115.934998,,,-14.347,,,,,,,,,,,,,,,,
06/30/1997,,87.277,18.275,-79.530998,-27.753,-1.732,,,-8.785,,,,,,,,,,,,,,,,
09/30/1997,,90.007004,15.243,12.616,44.872002,162.738007,,,-14.612,,,,,,,,,,,,,,,,
12/31/1997,,93.480003,19.523001,31.333,-51.116001,93.220001,-16.09,,-16.09,,,,,,,,,,,,,,77.130001,,
03/31/1998,,102.371002,8.689,-13.88,44.891998,142.072006,,,-15.063,,,,,,,,,,,,,,,,
06/30/1998,,116.949997,8.649,41.944,-20.287001,147.255997,,,-20.233999,,,,,,,,,,,,,,,,
09/30/1998,,103.220001,9.499,-9.583,85.120003,188.255997,,,-13.495,,,,,,,,,,,,,,,,
12/31/1998,,112.039001,10.336,-157.714005,206.462006,171.123001,,,-15.351,,,,,,,,,,,,,,,,
03/31/1999,,120.368,7.511,-134.654,400.342,393.567,,,-8.396973,,,,,,,,,,,,,,,,
06/30/1999,,122.387,6.302,-134.759,116.559,110.489,,,-9.047,,,,,,,,,,,,,,,,
09/30/1999,,118.071,5.673,-24.463,-238.595,-139.314,,,-8.707,,,,,,,,,,,,,,,,
12/31/1999,,119.153,6.64,167.441,-147.021,146.213,,,-11.912,,,,,,,,,,,,,,,,
03/31/2000,,125.934,8.003,-343.639,196.191,-13.511,,,-18.404,,,,,,,,,,,,,,,,
06/30/2000,,133.262,11.175,-181.275,45.841,9.003,,,-17.613,,,,,,,,,,,,,,,,
09/30/2000,,137.403,8.653,185.189,49.84,381.085,,,-11.407,,,,,,,,,,,,,,,,
12/31/2000,,149.192,11.606,278.017,-166.123,272.692,,,-14.92,,,,,,,,,,,,,,,,
03/31/2001,,170.061,11.478,-247.701,156.554,90.392,,,-10.805,,,,,,,,,,,,,,,,
06/30/2001,,208.929,13.608,-124.323,20.74,118.954,,,-14.868,,,,,,,,,,,,,,,,
09/30/2001,,205.84,12.123,181.086,324.56,723.609,,,-13.347,,,,,,,,,,,,,,,,
12/31/2001,,227.975,18.594,-36.05,122.901,333.42,,,-15.864,,,,,,,,,,,,,,,,
03/31/2002,,238.081,17.324,-121.017,435.89,570.278,,,-17.151,,,,,,,,,,,,,,,,
06/30/2002,,226.368,14.324,-47.524,-1.808,191.36,,,-16.976,,,,,,,,,,,,,,,,
09/30/2002,,244.459,16.182,-53.789,-22.057,184.795,,,-12.563,,,,,,,,,,,,,,,,
12/31/2002,,249.371,11.209,-32.021,337.974,566.533,,,-16.114,,,,,,,,,,,,,,,,
03/31/2003,,260.065,14.734,302.308,364.959,942.066,-2084.748,,-14.877,-37.185,814.674,-2859.779,12.419,1129.766,-13.048,-300.311,247.223,-1209.925,2.126,-60.737,2464.438,,-12.916,,
06/30/2003,,272.473,13.903,-8.889,194.439,471.926,-2555.0,,-10.014,0.0,550.083,-3107.43,12.361,2045.036,-12.975,64.259,3657.29,-2512.433,3.499,-37.086,882.482,,-38.038,,
09/30/2003,,282.906,12.382,61.464,573.664,930.416,-4561.782,,-12.122,-690.142,522.408,-4393.433,11.507,3582.406,-12.936,735.392,2664.956,-1512.318,1.388,-53.407,1759.331,,-48.96,,
12/31/2003,,290.655,13.224,66.223,180.916,551.018,-16.879,,-16.879,,,,,,,,,,,,,,534.139,,
03/31/2004,,299.724,11.124,124.218,50.305,485.371,-4090.696,0.0,-18.761,-61.535,1024.483,-5047.131,12.248,3593.212,-15.226,-860.273,5530.85,-1726.905,8.108,0.0,656.658,0.0,-12.113,,
06/30/2004,,316.718,12.033,155.291,25.465,509.507,-6665.242,0.0,-21.046,-498.464,261.209,-6422.355,15.414,6203.355,-15.268,798.712,6015.584,-1829.981,6.578,0.0,1227.73,0.0,47.62,,
09/30/2004,,324.778,12.475,150.578,9.391,497.222,-7123.532,0.0,-14.699,-154.668,828.056,-7793.712,11.491,6613.756,-15.284,179.418,5368.325,-1983.077,9.212,0.0,3055.162,0.0,-12.554,,
12/31/2004,,338.501007,16.356001,-152.432999,-21.535,180.889008,-6607.297852,0.0,-26.889999,-298.164001,,-6292.375,10.131,6435.054199,-18.379,454.799011,4694.458984,,5.379,0.0,1298.796021,0.0,8.645,,
03/31/2005,,348.25,13.88,423.317,-0.844,784.603,-5739.001,0.0,-20.063,-833.61,128.61,-5025.187,11.249,4973.584,-18.414,150.0,5047.134,-2844.098,11.008,0.0,2627.954,0.0,19.186,,
06/30/2005,,360.429,14.953,-81.15,-132.186,162.046,-4933.953,0.0,-18.161,0.0,495.586,-5423.447,12.069,4761.569,-18.44,147.019,3253.875,-2260.886,7.126,0.0,3632.875,0.0,-10.338,,
09/30/2005,,382.24,15.938,197.695,61.587,657.46,-3892.552,0.0,-12.108,-91.502,167.176,-3966.799,10.681,3260.266,-18.476,700.0,4695.028,-1298.189,3.884,-25.156,-796.825,0.0,25.174,,
12/31/2005,,395.245,16.942,-449.886,404.802,367.103,-3178.31,0.0,-15.757,0.0,362.727,-3534.725,9.445,3002.925,-24.581,102.981,4187.472,-2972.501,13.278,-32.728,1729.004,0.0,191.718,,
03/31/2006,,390.946,18.228,101.182,85.685,596.041,-3217.212,0.0,-20.78,-9.953,74.786,-3271.026,9.761,2345.506,-24.675,900.0,3739.165,-3710.233,16.344,0.0,1424.905,0.0,-275.665,,
06/30/2006,,390.378,16.865,-108.307,53.418,352.354,-1281.38,0.0,-13.139,-4.85,77.918,-1352.889,11.58,983.125,-24.697,-1093.955,4648.25,-3211.634,14.044,0.0,651.117,0.0,54.099,,
