Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2016,1385.0,596.8,788.2,-329.5,329.5,1055.5,0.0,-958.4,89.3,869.1,97.1,-28.3,28.3,28.3,0.0,,0.0,68.8,32.2,101.0,0.0,0.0,0.0,101.0,-5.9,95.1,0.0,0.0,95.1,118.3,23.2,178.174,0.53,0.53,0.663958,179.089,0.53,0.53,0.659545,
03/31/2017,1646.4,760.7,885.7,-366.9,366.9,1279.5,0.0,-1050.0,93.8,956.2,229.5,-29.9,,29.9,,,0.0,199.6,42.4,242.0,0.0,0.0,0.0,242.0,-13.2,228.8,0.0,0.0,228.8,240.21,11.41,178.9,1.28,1.28,1.342705,180.6,1.27,1.27,1.333178,
06/30/2017,1489.5,618.2,871.3,-397.1,397.1,1092.4,0.0,-1006.7,95.3,911.4,85.7,-31.6,,31.6,,,0.0,54.1,24.2,78.3,0.0,0.0,0.0,78.3,-8.3,70.0,0.0,0.0,70.0,87.1,17.1,179.9,0.39,0.39,0.484158,181.6,0.39,0.39,0.484158,
09/30/2017,1593.7,637.9,955.8,-451.4,451.4,1142.3,0.0,-1034.0,100.1,933.9,108.3,-31.4,,31.4,,,0.0,76.9,41.2,118.1,0.0,0.0,0.0,118.1,-7.1,111.0,0.0,0.0,111.0,124.6,13.6,180.5,0.61,0.61,0.690305,182.5,0.61,0.61,0.684521,
12/31/2017,1519.4,624.2,895.2,-420.5,420.5,1098.9,0.0,-1038.5,96.6,941.9,60.4,-31.2,31.2,31.2,0.0,,0.0,29.2,49.3,78.5,0.0,0.0,0.0,78.5,-7.0,71.5,0.0,0.0,71.5,92.59,21.09,181.1,0.394809,0.394809,0.511264,183.7,0.389222,0.389222,0.504028,
03/31/2018,1837.7,839.4,998.3,-431.2,431.2,1406.5,0.0,-1132.9,98.8,1034.1,273.6,-31.3,,31.3,,,0.0,242.3,43.7,286.0,0.0,0.0,0.0,286.0,-12.3,273.7,0.0,0.0,273.7,291.541,17.841,181.5,1.51,1.51,1.606287,185.0,1.48,1.48,1.576438,
06/30/2018,1660.4,688.0,972.4,-441.8,441.8,1218.6,0.0,-1081.1,104.2,976.9,137.5,-33.9,33.9,33.9,0.0,,0.0,103.6,20.1,123.7,0.0,0.0,0.0,123.7,-8.8,114.9,0.0,0.0,114.9,114.1,-0.8,182.4,0.63,0.63,0.625548,185.5,0.62,0.62,0.615687,
09/30/2018,1778.5,707.6,1070.9,-508.8,508.8,1269.7,0.0,-1142.7,106.2,1036.5,127.0,-36.7,36.7,36.7,0.0,,0.0,90.3,48.1,138.4,0.0,0.0,0.0,138.4,-10.8,127.6,0.0,0.0,127.6,159.576,31.976,183.3,0.7,0.7,0.870573,186.8,0.68,0.68,0.851178,
12/31/2018,1657.4,685.7,971.7,-434.2,434.2,1223.2,0.0,-1143.5,109.8,1033.7,79.7,-36.5,36.5,36.5,0.0,,0.0,43.2,84.6,127.8,0.0,0.0,0.0,127.8,-10.5,117.3,0.0,0.0,117.3,100.1,-17.2,183.834,0.63,0.63,0.544513,187.513,0.63,0.63,0.538273,
03/31/2019,1990.6,940.4,1050.2,-382.5,382.5,1608.1,0.0,-1246.1,110.5,1135.6,362.0,-40.2,40.2,40.2,0.0,,0.0,321.8,29.9,351.7,0.0,0.0,0.0,351.7,-17.6,334.1,0.0,0.0,334.1,306.2,-27.9,184.5,1.81,1.81,1.659621,188.4,1.77,1.77,1.621911,
06/30/2019,1657.8,777.7,880.1,-292.0,292.0,1365.8,0.0,-1215.4,115.0,1100.4,150.4,-44.9,44.9,44.9,0.0,,0.0,105.5,15.9,121.4,0.0,0.0,0.0,121.4,-11.3,110.1,0.0,0.0,110.1,123.3,13.2,185.8,0.59,0.59,0.663617,189.8,0.58,0.58,0.649547,
09/30/2019,1825.2,809.9,1015.3,-397.4,397.4,1427.8,0.0,-1266.4,119.3,1147.1,161.4,-46.6,46.6,46.6,0.0,,0.0,114.8,22.3,137.1,0.0,0.0,0.0,137.1,-11.0,126.1,0.0,0.0,126.1,154.8,28.7,186.3,0.68,0.68,0.830918,190.7,0.66,0.66,0.810498,
12/31/2019,1721.4,792.6,928.8,-280.9,280.9,1440.5,0.0,-1308.4,129.6,1178.8,132.1,-48.1,48.1,48.1,0.0,,0.0,84.0,21.6,105.6,0.0,0.0,0.0,105.6,-7.1,98.5,0.0,0.0,98.5,110.7,12.2,187.355,0.51,0.51,0.590857,191.755,0.51,0.51,0.573623,
03/31/2020,1866.9,1017.2,849.7,-185.4,185.4,1681.5,0.0,-1275.0,172.4,1102.6,406.5,-50.5,50.5,50.5,0.0,,0.0,356.0,-0.6,355.4,0.0,0.0,0.0,355.4,-9.1,346.3,0.0,0.0,346.3,354.1,7.8,188.723,1.83,1.83,1.876295,193.239,1.79,1.79,1.830365,
06/30/2020,1584.0,827.5,756.5,-161.2,161.2,1422.8,0.0,-1201.1,122.6,1078.5,221.7,-50.0,50.0,50.0,0.0,,0.0,171.7,-9.9,161.8,0.0,0.0,0.0,161.8,-8.1,153.7,0.0,0.0,153.7,182.6,28.9,190.5,0.81,0.81,0.95853,194.1,0.79,0.79,0.938892,
09/30/2020,1767.286,,,,,,,,,,,,,,,,,194.5,,155.25,,,,,,155.25,,,155.25,177.3,,,0.818,0.818,0.889,,0.818,0.818,0.889,
12/31/2020,1732.286,,,,,,,,,,,,,,,,,145.5,,122.0,,,,,,122.0,,,122.0,138.6,,,0.64,0.64,0.69,,0.64,0.64,0.69,
