Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/02/2016,620.681,620.681,-389.693,389.693,230.988,0.0,-244.201,126.294,,,105.992,11.915,-13.213,-7.788,7.149,7.668,-0.519,0.639,-21.001,9.874,-11.127,0.0,0.0,0.0,-11.127,0.0,-11.127,0.0,0.0,-11.127,-2.30748,8.81952,139.343,-0.08,-0.08,-0.01656,139.343,-0.08,-0.08,-0.016706,
04/02/2016,608.069,608.069,-353.869,353.869,254.2,0.0,-245.723,127.083,103.007,24.076,107.268,11.372,8.477,-11.198,13.755,14.44,-0.685,-2.557,-2.721,-21.481,-24.202,0.0,0.0,0.0,-24.202,0.0,-24.202,0.0,0.0,-24.202,-16.815501,7.386499,132.713,-0.18,-0.18,-0.126706,132.713,-0.18,-0.18,-0.126706,
07/02/2016,698.537,698.537,-422.062,422.062,276.475,0.0,-270.734,143.595,,,117.137,10.002,5.741,-15.409,14.909,15.187,-0.278,0.5,-9.668,3.993,-5.675,0.0,0.0,0.0,-5.675,0.0,-5.675,0.0,0.0,-5.675,4.320147,9.995147,127.541,-0.04,-0.04,0.033873,127.541,-0.04,-0.04,0.033873,
10/01/2016,864.698,864.698,-547.899,547.899,316.799,0.0,-271.406,138.583,108.128,30.455,126.078,6.745,45.393,-15.673,15.362,15.554,-0.192,0.311,29.72,-17.873,11.847,0.0,0.0,0.0,11.847,0.0,11.847,0.0,0.0,11.847,18.990175,7.143175,127.546,0.09,0.09,0.148889,132.329,0.09,0.09,0.14398,
12/31/2016,826.347,826.347,-515.705,515.705,310.642,0.0,-249.261,130.672,,,111.951,6.638,61.381,-16.84,14.231,14.464,-0.233,2.609,44.541,-123.179,-78.638,0.0,0.0,0.0,-78.638,0.0,-78.638,0.0,0.0,-78.638,-62.572534,16.065466,126.852,-0.62,-0.62,-0.493272,126.852,-0.62,-0.62,-0.493353,
04/01/2017,642.992,642.992,-411.396,411.396,231.596,0.0,-256.052,132.738,,,115.67,7.644,-24.456,-12.832,13.165,13.674,-0.509,-0.333,-37.288,93.196,55.908,0.0,0.0,0.0,55.908,0.0,55.908,0.0,0.0,55.908,58.744336,2.836336,131.001,0.43,0.43,0.448427,131.001,0.43,0.43,0.448427,
07/01/2017,640.831,640.831,-404.454,404.454,236.377,0.0,-264.206,139.431,,,116.499,8.276,-27.829,-12.439,11.505,12.271,-0.766,0.934,-40.268,9.644,-30.624,0.0,0.0,0.0,-30.624,0.0,-30.624,0.0,0.0,-30.624,-22.844273,7.779727,126.961,-0.24,-0.24,-0.179931,126.961,-0.24,-0.24,-0.179931,
09/30/2017,821.583,821.583,-500.561,500.561,321.022,0.0,-271.458,138.867,,,111.398,21.193,49.564,-13.912,13.72,14.778,-1.058,0.192,35.652,0.267,35.919,0.0,0.0,0.0,35.919,0.0,35.919,0.0,0.0,35.919,74.99474,39.07574,127.257,0.28,0.28,0.589317,130.778,0.27,0.27,0.568794,
12/30/2017,845.739,845.739,-508.812,508.812,336.927,0.0,-256.607,126.555,,,106.411,23.641,80.32,-14.88,14.123,16.338,-2.215,0.757,65.44,-98.522,-33.082,0.0,0.0,0.0,-33.082,0.0,-33.082,0.0,0.0,-33.082,88.081345,121.163345,127.034,-0.26,-0.26,0.693368,127.034,-0.26,-0.26,0.693368,
03/31/2018,665.383,665.383,-412.743,412.743,252.64,0.0,-284.413,122.898,,,110.795,50.72,-31.773,-11.906,13.183,16.161,-2.978,-1.277,-43.679,31.178,-12.501,0.0,0.0,0.0,-12.501,0.0,-12.501,0.0,0.0,-12.501,-22.011301,-9.510301,126.531,-0.1,-0.1,-0.17396,126.531,-0.1,-0.1,-0.175162,
06/30/2018,692.67,692.67,-455.937,455.937,236.733,0.0,-255.948,135.93,,,110.903,9.115,-19.215,-42.914,10.959,14.353,-3.394,31.955,-62.129,32.136,-29.993,0.0,0.0,0.0,-29.993,0.0,-29.993,0.0,0.0,-29.993,8.32413,38.31713,126.198,-0.24,-0.24,0.065961,126.198,-0.24,-0.24,0.063627,
09/29/2018,884.443,884.443,-530.929,530.929,353.514,0.0,-263.037,139.507,,,116.748,6.782,90.477,-57.641,8.109,9.689,-1.58,49.532,32.836,-0.752,32.084,0.0,0.0,0.0,32.084,0.0,32.084,0.0,0.0,32.084,83.439709,51.355709,125.643,0.26,0.26,0.664102,128.55,0.25,0.25,0.6495,
12/29/2018,832.33,832.33,-493.967,493.967,338.363,0.0,-257.206,125.604,,,109.985,21.617,81.157,-10.268,6.748,9.562,-2.814,3.52,70.889,-1.372,69.517,0.0,0.0,0.0,69.517,0.0,69.517,0.0,0.0,69.517,96.170208,26.653208,124.308,0.56,0.56,0.773645,126.842,0.55,0.55,0.760129,
03/30/2019,680.882,680.882,-414.309,414.309,266.573,0.0,-202.526,75.033,,,112.846,14.647,64.047,-13.851,7.176,10.359,-3.183,6.675,50.196,11.321,61.517,0.0,0.0,0.0,61.517,0.0,61.517,0.0,0.0,61.517,95.619873,34.102873,124.057,0.5,0.5,0.770774,124.057,0.5,0.5,0.770774,
06/29/2019,775.598,775.598,-481.309,481.309,294.289,0.0,-239.063,88.979,,,118.92,31.164,55.226,-10.029,8.918,11.864,-2.946,1.111,45.197,-5.656,39.541,0.0,0.0,0.0,39.541,0.0,39.541,0.0,0.0,39.541,87.09271,47.55171,118.756,0.33,0.33,0.733375,121.123,0.33,0.33,0.72259,
09/28/2019,806.698,806.698,-483.116,483.116,323.582,0.0,-210.815,88.274,,,115.614,6.927,112.767,-10.701,10.401,12.693,-2.292,0.3,102.066,-19.028,83.038,0.0,0.0,0.0,83.038,0.0,83.038,0.0,0.0,83.038,102.060593,19.022593,117.294,0.71,0.71,0.870126,119.429,0.7,0.7,0.85928,
12/28/2019,869.073,869.073,-500.962,500.962,368.111,0.0,-215.042,81.205,,,122.851,10.986,153.069,30.122,14.026,16.9,-2.874,-44.148,183.191,-21.835,161.356,0.0,0.0,0.0,161.356,0.0,161.356,0.0,0.0,161.356,136.418486,-24.937514,116.129,1.39,1.39,1.174715,118.455,1.36,1.36,1.149477,
03/28/2020,787.772,787.772,-451.991,451.991,335.781,0.0,-233.627,85.111,,,127.029,21.487,102.154,-37.519,14.981,18.935,-3.954,22.538,64.635,-14.245,50.39,0.0,0.0,0.0,50.39,0.0,50.39,0.0,0.0,50.39,95.091017,44.701017,117.757,0.43,0.43,0.807519,117.757,0.43,0.43,0.807519,
06/27/2020,787.451,787.451,-461.662,461.662,325.789,0.0,-233.077,86.604,,,130.071,16.402,92.712,4.288,17.659,18.849,-1.19,-21.947,97.0,-0.078,96.922,0.0,0.0,0.0,96.922,0.0,96.922,0.0,0.0,96.922,98.932908,2.010908,114.585,0.85,0.85,0.863402,116.751,0.83,0.83,0.847224,
09/30/2020,997.95,,,,498.675615,,,,,,,,286.929,,,,,,265.462,,158.923,,,,,,158.923,,,158.923,244.556,,,1.383,1.383,2.067,,1.383,1.383,2.067,
12/31/2020,918.1,,,,458.884742,,,,,,,,257.857,,,,,,237.692,,132.0,,,,,,132.0,,,132.0,220.333,,,1.154,1.154,1.874,,1.154,1.154,1.874,
