Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2001,-8.828,86.166,,,,,,,,,98.199,-7.147,,-7.147,251.945,274.985,,,,-23.04,,,,-152.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.534,-12.769,-28.279,0.0,0.0,0.0,0.0,0.0,-15.52,0.0,-15.52,-1476.456,6.529,,76.602,6.221,293.851,
06/30/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.931,521.879,
09/30/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.603,744.645,
12/31/2001,-183.841995,108.320999,,,,,,,,,,-10.404,,-10.404,,,,,,,,,,,,,,,,,,10.404,,,,,,,,,,,,,,,40.261002,227.709,
03/31/2002,427.928986,115.628998,,,,,,,,,,-6.4,,-6.4,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,10.34,151.744003,
06/30/2002,178.175995,120.427002,,,,,,,,,,-14.125,,-14.125,,,,,,,,,,,,,,,,,,14.125,,,,,,,,,,,,,,,94.869003,110.570999,
09/30/2002,11.441,119.236,,,,,,,,,,-10.856,,-10.856,,,,,,,,,,,,,,,,,,10.856,,,,,,,,,,,,,,,54.16,140.923996,
12/31/2002,320.265991,125.035004,,,,,,,,,,-21.23,,-21.23,,,,,,,,,,,,,,,,,,21.23,,,,,,,,,,,,,,,56.657001,161.235992,
03/31/2003,214.673004,128.029999,,,,,,,,,,-13.915,,-13.915,,,,,,,,,,,,,,,,,,13.915,,,,,,,,,,,,,,,18.886,148.832993,
06/30/2003,152.970993,134.651993,,,,,,,,,,-17.905001,,-17.905001,,,,,,,,,,,,,,,,,,17.905001,,,,,,,,,,,,,,,130.477997,104.320999,
09/30/2003,318.994995,140.298996,,,,,,,,,,-14.408,,-14.408,,,,,,,,,,,,,,,,,,14.408,,,,,,,,,,,,,,,80.658997,117.919998,
12/31/2003,346.928986,141.123993,,,,,,,,,,-15.897,,-15.897,,,,,,,,,,,,,,,,,,15.897,,,,,,,,,,,,,,,67.120003,129.623993,
03/31/2004,155.723,146.109,,9.027,,,,,,,-1226.74,-12.613,,-12.613,-384.479,276.355,,,,-660.834,,,,-826.751,,,,,,,,-2.897,916.549,-39.888,160.333,,,,,-98.381,0.0,-98.381,871.889,22.596,,-154.468,6.366,112.835,
06/30/2004,263.025,151.709,,0.2,,,,,,,-1411.154,-15.906,,-15.906,1.506,524.598,,,,-523.092,,,,-1245.185,,,,,,,,-151.569,1526.869,-46.529,-542.288,,,,,0.0,0.0,0.0,2098.523,17.163,,378.74,132.587,81.301,
09/30/2004,260.835,155.449,,6.872,,,,,,,-1808.407,-26.302,,-26.302,-33.368,286.55,,,,-319.918,,,,-1010.57,,,,,,,,-738.167,1435.395,-46.659,1830.235,,,,,-0.001,0.0,-0.001,-355.003,6.823,,-112.177,74.513,136.125,
12/31/2004,327.850006,173.819,,,,,,,,,-1518.583008,-25.607,0.0,-25.607,13.937988,285.868988,,,,-271.931,,,,-1412.588989,,,,,,,,-94.325007,1155.149972,-46.778999,-540.523988,,,,,206.663,206.666,-0.003,1585.43396,-49.644001,,-35.583,70.122002,176.511993,
03/31/2005,178.844,165.316,,,,,,,,,-1197.927,0.0,,0.0,-136.046,309.302,,,,-445.348,,,,-1053.611,,,,,,,,-8.27,1044.463,-47.798,1816.923,,,,,11.134,11.134,0.0,-733.197,-2.599,,25.38,11.394,186.011,
06/30/2005,171.107,183.745,,,,,,,,,-1543.329,-18.022,0.0,-18.022,-5.42,406.834,,,,-412.254,,,,-1515.517,,,,,,,,-4.37,1603.326,-54.769,1271.349,,,,,25.238,25.238,0.0,364.11,-2.602,,231.104,157.638,169.287,
09/30/2005,106.236,179.674,,,,,,,,,-1117.661,-33.143,0.0,-33.143,-91.795,377.595,,,,-469.39,,,,-978.33,,,,,,,,-14.393,1138.914,-56.031,253.654,,,,,10.365,10.365,0.0,933.527,-2.601,,127.489,106.847,273.431,
12/31/2005,179.992,177.455,,,,,,,,,-1264.219,-42.459,0.0,-42.459,-85.717,379.345,,,,-465.062,,,,-1053.287,,,,,,,,-82.756,1126.467,-56.19,430.804,,,,,23.056,23.056,0.0,731.397,-2.6,,42.24,90.552,277.579,
03/31/2006,225.77,173.072,,,,,,,,,-1292.377,-27.858,0.0,-27.858,-77.083,305.234,,,,-382.317,,,,-1181.041,,,,,,,,-6.395,812.824,-56.374,456.596,,,,,-22.687,19.101,-41.788,437.89,-2.601,,-253.783,9.408,344.307,
06/30/2006,211.202,190.542,,,,,,,,,-1587.693,-29.119,0.0,-29.119,-72.032,912.213,,,,-984.245,,,,-1424.342,,,,,,,,-62.2,1759.192,-68.15,640.833,,,,,30.305,30.307,-0.002,1158.803,-2.599,,382.701,164.62,343.955,
09/30/2006,745.155,602.481,,,,,,,,,-3874.645,-79.034,,-79.034,-212.226,1587.38,,,,-1799.606,,,,-3455.74,,,,,,,,-127.645,3202.214,-192.946,1297.923,,,,,27.219,69.01,-41.791,2077.817,-7.799,,72.724,269.234,1147.728,
12/31/2006,99.741,205.4,171.093,18.3,-105.659,47.299,28.345,-181.303,-223.723,,-640.499,-25.877,0.0,-25.877,-89.864,339.854,,,,-429.718,,,,-527.765,,,,,,,,3.007,492.763,-68.589,-40.265,,,,,26.462,26.462,0.0,624.119,-48.964,,-47.995,93.217,477.463,
03/31/2007,208.958,216.762,,,,,,,,,-447.084,-25.029,0.0,-25.029,-20.824,342.312,,,,-363.136,,,,-359.156,,,,,,,,-42.075,1.76,-68.978,1507.665,,,,,22.802,22.802,0.0,-1457.129,-2.6,,-236.366,14.078,511.495,
06/30/2007,304.377,220.289,,,,,,,,,-512.425,-19.986,0.0,-19.986,84.887,501.855,,,,-416.968,,,,-693.338,,,,,,,,116.012,728.573,-80.155,-598.122,,,,,-250.282,44.476,-294.758,1659.732,-2.6,,520.525,142.259,454.786,
09/30/2007,173.473,219.939,,,,,,,,,-1643.699,-25.731,0.0,-25.731,-125.615,113.126,,,,-238.741,,,,-1165.336,,,,,,,,-327.017,1117.586,-82.356,2485.251,,,,,417.118,423.455,-6.337,-1699.828,-2.599,,-352.64,71.657,562.699,
12/31/2007,266.729,493.9,,235.1,-227.171,,,-227.171,,,779.094,-16.9,0.0,-16.9,-26.929,1403.726,,,,-1430.655,,,,-1815.445,,,,,,,,2638.368,-640.088,-81.809,-1400.651,,,,,-104.294,25.761,-130.055,946.667,-0.001,,405.735,49.48,512.744,
03/31/2008,84.301,146.209,,,,,,,,,-1835.185,-19.214,0.0,-19.214,221.808,527.2,,,,-305.392,,,,-1575.567,,,,,,,,-462.212,1585.536,-79.868,-151.077,,,,,-123.477,7.393,-130.87,1939.958,0.0,,-165.348,-4.244,488.201,
06/30/2008,303.835,-393.791,,,,,,,,,-1358.347,-22.412,0.0,-22.412,99.969,386.132,,,,-286.163,,,,-1465.653,,,,,,,,29.749,1300.648,-82.538,-1071.562,,,,,7.162,7.162,0.0,2447.586,0.0,,246.136,88.68,338.562,
09/30/2008,173.704,83.138,,,,,,,,,-134.873,-29.48,0.0,-29.48,271.472,312.682,,,,-41.21,,,,-402.367,,,,,,,,25.502,-831.438,-82.584,371.875,,,,,11.051,11.051,0.0,-1131.78,0.0,,-792.607,-7.694,413.381,
12/31/2008,235.55,-1879.0,,2037.707,1240.653,-284.777,30.812,1494.618,-446.936,,-499.92,-30.551,0.0,-30.551,-189.551,262.071,,,,-451.622,,,,-298.547,,,,,,,,18.729,226.084,-82.83,-2374.673,,,,,1717.171,1717.171,0.0,967.258,-0.842,,-38.286,-13.049,269.817,
03/31/2009,-63.732,-91.966,,,,,,,,0.0,335.337,-16.89,0.0,-16.89,-49.25,434.259,50.804,383.455,0.0,-483.509,0.0,-376.84,-106.669,352.247,352.247,0.0,0.0,-0.454,0.0,-0.454,0.0,49.684,-264.146,-24.306,1218.472,1281.558,0.0,0.375,-63.461,2.105,2.105,0.0,-1460.417,0.0,0.0,7.459,-119.001,286.504,
06/30/2009,545.595,-208.955,,,,,,,,0.0,1144.433,-14.64,0.0,-14.64,686.52,1455.859,43.687,1374.722,37.45,-769.339,,,,403.575,403.575,0.0,0.0,-0.025,0.0,-0.025,0.0,69.003,-1908.007,-24.095,-4072.016,-3861.384,0.0,0.0,-210.632,558.118,558.118,0.0,1630.371,-0.385,0.0,-217.979,0.254,206.267,
09/30/2009,346.904,-223.359,,,,,,,,0.0,650.009,-10.575,0.0,-10.575,-662.054,638.727,24.549,576.728,37.45,-1300.781,,,,1234.132,1234.132,0.0,0.0,0.0,0.0,0.0,0.0,88.506,-1109.648,-25.103,-1649.429,65.59,0.0,0.0,-1715.019,1.764,1.764,0.0,563.119,0.001,0.0,-112.735,118.628436,,
12/31/2009,-12.89,-234.337,,,,,,,,0.0,790.688,-8.421,0.0,-8.421,-406.672,1255.135,16.756,1200.924,37.455,-1661.807,,,,1110.471,1110.471,0.0,0.0,0.0,0.0,0.0,0.0,95.31,-694.467,-26.671,-1421.221,-420.48,0.0,0.0,-1000.741,867.797,867.797,0.0,-84.633,-29.739,0.0,83.331,-82.647,197.584,
03/31/2010,379.613,-115.358,,,,,,,,0.0,-110.104,-5.474,0.0,-5.474,-1221.281,360.071,14.009,346.061,0.001,-1581.352,0.0,-754.518,-826.834,961.738,961.738,0.0,0.0,0.0,0.0,0.0,0.0,154.913,-430.814,-26.706,-819.584,-226.027,0.0,0.0,-593.557,1.542,1.542,0.0,413.879,0.055,0.0,-161.305,-136.313,196.936,
06/30/2010,276.585,-148.561,,,,,,,,0.0,2430.145,-7.353,0.0,-7.353,1548.804,,,,,,,,,804.62,804.62,0.0,0.0,-1.968,0.0,-1.968,0.0,86.042,-2644.37,-26.676,-209.005,52.429,0.0,0.0,-261.434,1.511,1.511,0.0,-2409.084,-1.116,0.0,62.36,0.328,153.832,
09/30/2010,202.594,-143.871,,,,,,,,0.0,1815.039,-4.855,0.0,-4.855,743.318,1126.953,,,,-383.635,0.0,-98.352,-285.283,922.054,922.054,0.0,0.0,0.0,0.0,0.0,0.0,154.522,-2039.953,-26.697,-624.695,-398.377,0.0,0.0,-226.318,1.474,1.474,0.0,-1390.099,0.064,0.0,-22.32,0.359,173.204,
12/31/2010,255.869,-108.081,,,,,,,,0.0,242.015,-6.084,0.0,-6.084,-2104.328,1476.887,11.66,1465.213,0.014,-3581.215,0.0,-2589.18,-992.035,2210.357,2210.357,0.0,0.0,48.272,48.272,0.0,0.0,93.798,-608.136,-26.702,-628.782,-320.215,0.0,0.0,-308.567,0.097,0.097,0.0,47.62,-0.369,0.0,-110.252,-19.011,134.157,
03/31/2011,257.821,-116.594,,,,,,,,0.0,686.276,-3.905,0.0,-3.905,-623.892,291.469,5.18,279.283,7.006,-915.361,-1.9,-17.782,-895.679,1221.115,1221.115,0.0,0.0,0.0,0.0,0.0,0.0,92.958,-966.713,-26.726,-84.648,-28.089,0.0,0.0,-56.559,0.261,0.261,0.0,-855.738,0.138,,-22.616,0.51,131.236,
