Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Discontinued Operations,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,193.261,121.893,65.35,56.543,19.007,19.007,,,,,,,3.727,,,,144.627,3.473,23.038,-19.565,,45.161,,,,,,45.161,48.634,,8.757,8.757,,0.0,,,,,9.178,,,9.178,17.935,,,,,,,,,,,,,,,284.699,,,-26.51,-81.072,-1.791,175.326,,175.326,,
09/30/2007,198.369,127.799,74.35,53.449,19.682,19.682,,,,,,,3.766,,,,151.247,3.251,23.553,-20.302,,43.871,,,,,,43.871,47.122,,9.423,9.423,,0.0,,,,,12.615,,,12.615,22.038,,,,,,,,,,,,,,,286.713,,,-30.03,-78.662,-1.69,176.331,,176.331,,
12/31/2007,198.366,124.29,72.711,51.579,18.397,18.397,,0.0,0.0,0.0,0.0,0.0,4.455,,,,147.142,2.931,23.9,-20.969,0.0,48.293,1.028,,,,,47.265,51.224,,8.832,8.832,,0.0,,,,,15.137,,,15.137,23.969,0.0,,,,,0.0,,,,,0.0,0.0,23.969,,290.096,,,-37.227,-76.754,-1.718,174.397,0.0,174.397,198.366,
03/31/2008,200.791,88.589,54.299,34.29,17.477,17.477,,0.0,0.0,0.0,0.0,0.0,4.48,,,,110.546,2.974,24.654,-21.68,0.0,87.271,40.185,,,,,47.086,90.245,,15.589,15.589,,0.0,,,,,5.198,,,5.198,20.787,0.0,,,,,0.0,,,,,0.0,0.0,20.787,0.0,296.972,,,-40.0,-75.158,-1.81,180.004,0.0,180.004,200.791,
06/30/2008,229.064,118.378,96.256,22.122,18.439,18.439,,0.0,0.0,0.0,0.0,0.0,4.474,,,,141.291,2.822,24.972,-22.15,0.0,84.951,39.575,30.794,8.781,,,45.376,87.773,,10.603,10.603,,0.0,,,,,7.714,,,7.714,18.317,0.0,,,,,0.0,,,,,0.0,0.0,18.317,24.172,301.304,,,-40.0,-72.31,-2.419,210.747,0.0,210.747,229.064,
09/30/2008,240.074,132.998,114.962,18.036,16.754,16.754,,0.0,0.0,0.0,0.0,0.0,4.416,,,,154.168,3.579,26.084,-22.505,0.0,82.327,38.175,30.483,7.692,,,44.152,85.906,,8.126,8.126,,0.0,,,,,11.21,,,11.21,19.336,0.0,,,,,0.0,,,,,0.0,0.0,19.336,30.315,303.886,,,-40.0,-70.791,-2.672,220.738,0.0,220.738,240.074,
12/31/2008,246.428,142.55,107.323,35.227,13.283,13.283,,0.0,0.0,0.0,0.0,0.0,4.316,,,,160.149,3.369,26.15,-22.781,0.0,82.91,39.546,32.232,7.314,,,43.364,86.279,,8.878,8.878,,0.0,,,,,12.742,,,12.742,21.62,0.0,,,,,0.0,,,,,0.0,0.0,21.62,30.315,305.619,,,-40.0,-68.855,-2.271,224.808,0.0,224.808,246.428,
03/31/2009,243.222,137.428,109.823,27.605,17.917,17.917,0.0,0.0,0.0,0.0,0.0,0.0,4.306,,34.212,4.306,159.651,4.002,19.495,-15.493,0.0,79.569,38.706,31.784,6.922,2.586,,4.065,83.571,,11.826,,11.826,0.0,0.0,,,,2.23,,,0.0,14.056,0.0,0.0,,,,0.0,,,,,0.0,0.0,14.056,30.315,307.18,0.113,307.067,-40.0,-66.016,-2.313,229.166,0.0,229.166,243.222,
06/30/2009,252.095,144.975,88.737,56.238,21.685,21.685,0.0,0.0,0.0,0.0,0.0,0.0,4.57,,32.051,4.57,171.23,3.897,20.042,-16.145,0.0,76.968,38.314,31.784,6.53,2.631,,3.972,80.865,,14.904,,14.904,0.0,0.0,,,,2.091,,,0.0,16.995,0.0,0.0,,,,0.0,,,,,0.0,0.0,16.995,30.315,309.672,0.113,309.559,-40.0,-62.829,-2.058,235.1,0.0,235.1,252.095,
09/30/2009,267.5,162.327,106.133,56.194,23.653,23.653,0.0,0.0,0.0,0.0,0.0,0.0,4.556,,28.988,4.556,190.536,4.01,20.666,-16.656,0.0,72.954,37.922,31.784,6.138,2.379,,3.665,76.964,,20.949,,20.949,0.0,0.0,,,,4.425,,,0.0,25.374,0.0,0.0,,,,0.0,,,,,0.0,0.0,25.374,30.315,311.815,0.113,311.702,-40.0,-58.189,-1.815,242.126,0.0,242.126,267.5,
12/31/2009,277.286,174.338,103.341,70.997,23.15,23.15,0.0,0.0,0.0,0.0,0.0,0.0,4.971,0.0,23.98,4.971,202.459,6.856,24.081,-17.225,0.0,67.971,37.53,31.784,5.746,3.041,,3.42,74.827,,26.207,,26.207,0.0,0.0,,,,4.262,0.0,0.0,0.0,30.469,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.469,30.315,314.009,0.113,313.896,-40.0,-55.403,-2.104,246.817,0.0,246.817,277.286,
03/31/2010,272.631,167.694,104.552,63.142,26.685,26.685,0.0,0.0,0.0,0.0,0.0,0.0,4.914,,20.628,4.914,199.293,9.117,,,0.0,64.221,37.151,31.785,5.366,3.171,,3.271,73.338,,15.675,,15.675,0.0,0.0,,,,4.428,,,0.0,20.103,0.0,0.0,,,,0.0,,,,,0.0,0.0,20.103,30.315,315.748,0.114,315.634,-40.0,-51.383,-2.152,252.528,0.0,252.528,272.631,
06/30/2010,285.436,187.613,113.526,74.087,24.091,24.091,0.0,0.0,0.0,0.0,0.0,0.0,4.894,,16.576,4.894,216.598,9.386,,,0.0,59.452,36.771,31.8,4.971,3.052,,3.053,68.838,,20.732,,20.732,0.0,0.0,,,,4.279,,,0.0,25.011,0.0,0.0,,,,0.0,,,,,0.0,0.0,25.011,30.315,318.753,0.115,318.638,-40.0,-46.914,-1.729,260.425,0.0,260.425,285.436,
09/30/2010,287.169,182.963,108.745,74.218,27.32,27.32,0.0,0.0,0.0,0.0,0.0,0.0,4.943,,20.338,4.943,215.226,9.595,,,0.0,62.348,36.392,31.8,4.592,2.591,,3.027,71.943,,26.225,,26.225,0.0,0.0,,,,4.878,,,0.0,31.103,0.0,0.0,,,,0.0,,,,,0.0,0.0,31.103,30.315,331.072,0.116,330.956,-63.258,-40.961,-1.102,256.066,0.0,256.066,287.169,
12/31/2010,299.521,197.546,124.994,72.552,25.682,25.682,0.0,0.0,0.0,0.0,0.0,0.0,4.939,0.0,19.813,4.939,228.167,9.448,22.614,-13.166,0.0,61.906,36.012,31.784,4.228,2.984,,3.097,71.354,,30.159,,30.159,0.0,0.0,,,,4.571,0.0,0.0,0.0,34.73,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73,30.315,340.732,0.117,340.615,-70.0,-34.605,-1.651,264.791,0.0,264.791,299.521,
03/31/2011,303.73,196.23,116.567,79.663,30.064,30.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.241,0.0,226.294,12.701,,,0.0,64.735,35.645,31.8,3.845,8.849,,0.0,77.436,,17.667,,17.667,0.0,0.0,,,,4.679,,,0.0,22.346,0.0,0.0,,,,0.0,,,,,0.0,0.0,22.346,0.0,329.594,0.118,329.476,-18.998,-27.213,-1.999,281.384,0.0,281.384,303.73,
06/30/2011,321.267,211.464,135.768,75.696,34.494,34.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.296,0.0,245.958,13.409,,,0.0,61.9,35.278,31.784,3.494,12.326,,0.0,75.309,,23.967,,23.967,0.0,0.0,,,,4.443,,,0.0,28.41,0.0,0.0,,,,0.0,,,,,0.0,0.0,28.41,0.0,332.24,0.119,332.121,-18.998,-18.692,-1.693,292.857,0.0,292.857,321.267,
09/30/2011,339.2,237.822,157.622,80.2,31.858,31.858,0.0,0.0,0.0,0.0,0.0,0.0,9.589,,0.0,0.0,279.269,14.076,,,0.0,45.855,34.911,31.8,3.111,10.944,,0.0,59.931,,28.33,,28.33,0.0,0.0,,,,5.037,,,0.0,33.367,0.0,0.0,,,,0.0,,,,,0.0,0.0,33.367,0.0,335.203,0.119,335.084,-18.998,-8.68,-1.692,305.833,0.0,305.833,339.2,
12/31/2011,349.458,247.73,169.62,78.11,36.17,36.17,0.0,0.0,0.0,0.0,0.0,0.0,8.089,0.0,0.0,0.0,291.989,14.46,44.93,-30.47,0.0,43.009,34.544,31.8,2.744,8.465,,0.0,57.469,,31.693,,31.693,0.0,0.0,,,,5.326,0.0,0.0,0.0,37.019,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.019,0.0,340.838,0.122,340.716,-25.933,-0.584,-1.882,312.439,0.0,312.439,349.458,
03/31/2012,274.51,179.895,119.809,60.086,33.039,33.039,0.0,0.0,0.0,0.0,0.0,0.0,5.684,,,0.0,218.618,14.875,,,0.0,41.017,34.189,31.8,2.389,6.828,,0.0,55.892,,20.364,,20.364,0.0,0.0,,,,5.229,,,0.0,25.593,0.0,0.0,,,,0.0,,,,,0.0,0.0,25.593,0.0,270.705,0.115,270.59,-28.283,8.708,-2.213,248.917,0.0,248.917,274.51,
06/30/2012,289.728,188.187,129.595,58.592,33.209,33.209,0.0,0.0,0.0,0.0,0.0,0.0,5.822,,,0.0,227.218,14.96,,,0.0,47.55,33.835,31.8,2.035,13.715,,0.0,62.51,,22.867,,22.867,0.0,0.0,,,,5.126,,,0.0,27.993,0.0,0.0,,,,0.0,,,,,0.0,0.0,27.993,0.0,275.179,0.118,275.061,-28.283,17.256,-2.417,261.735,0.0,261.735,289.728,
09/30/2012,304.928,204.282,150.101,54.181,33.414,33.414,0.0,0.0,0.0,0.0,0.0,0.0,6.702,,,0.0,244.398,18.466,,,0.0,42.064,33.48,31.8,1.68,8.584,,0.0,60.53,,27.93,,27.93,0.0,0.0,,,,5.064,,,0.0,32.994,0.0,0.0,,,,0.0,,,,,0.0,0.0,32.994,0.0,277.862,0.118,277.744,-29.743,26.632,-2.817,271.934,0.0,271.934,304.928,
12/31/2012,279.841,180.116,128.908,51.208,31.044,31.044,0.0,0.0,0.0,0.0,0.0,0.0,9.442,0.0,,0.0,220.602,18.009,55.916,-37.907,0.0,41.23,33.134,31.8,1.334,8.096,,0.0,59.239,,32.26,,32.26,0.0,0.0,,,,4.864,0.0,0.0,0.0,37.124,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.124,0.0,283.727,0.118,283.609,-32.273,-5.644,-3.093,242.717,0.0,242.717,279.841,
03/31/2013,282.881,142.978,125.919,17.059,35.467,35.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.639,0.0,178.445,18.743,,,0.0,85.693,72.123,60.08,12.043,8.931,,0.0,104.436,,24.982,,24.982,0.0,0.0,,,,5.398,,,0.0,30.38,0.0,0.0,,,,0.0,,,,,0.0,0.0,30.38,0.0,283.28,0.119,283.161,-32.273,4.977,-3.483,252.501,0.0,252.501,282.881,
06/30/2013,305.378,149.947,135.468,14.479,41.826,41.826,0.0,0.0,0.0,0.0,0.0,0.0,4.511,,,0.0,196.284,26.443,,,0.0,82.651,71.447,60.139,11.308,11.204,,0.0,109.094,,29.377,,29.377,0.0,0.0,,,,5.437,,,0.0,34.814,0.0,0.0,,,,0.0,,,,,0.0,0.0,34.814,0.0,286.935,0.119,286.816,-32.273,19.467,-3.565,270.564,0.0,270.564,305.378,
09/30/2013,332.688,177.446,119.009,58.437,36.876,36.876,0.0,0.0,0.0,0.0,0.0,0.0,4.312,,,0.0,218.634,27.617,,,0.0,86.437,69.508,59.861,9.647,10.543,6.386,0.0,114.054,,39.66,,39.66,0.0,0.0,,,,3.106,,,0.0,42.766,0.0,0.0,,,,3.302,,,,,3.302,3.302,46.068,0.0,290.03,0.119,289.911,-32.273,32.794,-3.931,286.62,0.0,286.62,332.688,
12/31/2013,353.91,200.433,132.691,67.742,34.158,34.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279,0.0,234.591,32.703,76.818,-44.115,0.0,86.616,68.697,59.713,8.984,10.64,,0.0,119.319,,36.86,,36.86,0.0,0.0,0.0,0.0,,6.688,0.0,0.0,3.975,43.548,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.548,0.0,295.676,0.119,295.557,-32.273,51.042,-4.083,310.362,0.0,310.362,353.91,
03/31/2014,346.373,193.528,130.045,63.483,39.077,39.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.915,0.0,232.605,33.393,,,0.0,80.375,68.127,59.7,8.427,9.333,,0.0,113.768,,25.39,,25.39,0.0,0.0,,,,2.722,,,0.0,28.112,0.0,0.0,,,,0.0,,,,,0.0,0.0,28.112,0.0,295.736,0.119,295.617,-35.659,62.471,-4.287,318.261,0.0,318.261,346.373,
06/30/2014,356.719,198.896,133.154,65.742,40.896,40.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.617,0.0,239.792,34.396,,,0.0,82.531,67.558,59.7,7.858,12.356,,0.0,116.927,,30.79,,30.79,0.0,0.0,,,,2.95,,,0.0,33.74,0.0,0.0,,,,0.0,,,,,0.0,0.0,33.74,0.0,298.78,0.119,298.661,-46.021,74.65,-4.43,322.979,0.0,322.979,356.719,
09/30/2014,362.909,212.121,155.1,57.021,36.947,36.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.252,0.0,249.068,32.8,,,0.0,81.041,66.989,66.989,0.0,8.8,,0.0,113.841,,29.667,,29.667,0.0,0.0,,,,3.271,,,0.0,32.938,0.0,0.0,,,,3.668,,,,,3.668,3.668,36.606,0.0,302.44,0.12,302.32,-57.715,86.158,-4.58,326.303,0.0,326.303,362.909,
12/31/2014,379.884,233.787,168.924,64.863,33.836,33.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.972,0.0,267.623,32.185,88.674,-56.489,0.0,80.076,66.419,59.711,6.708,6.685,,0.0,112.261,,37.271,,37.271,0.0,0.0,0.0,0.0,,8.405,0.0,0.0,5.94,45.676,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.676,0.0,307.179,0.12,307.059,-70.247,101.813,-4.537,334.208,0.0,334.208,379.884,
03/31/2015,378.694,223.243,161.048,62.195,46.062,46.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.142,0.0,269.305,31.19,,,0.0,78.199,65.85,59.712,6.138,7.207,,0.0,109.389,,21.716,,21.716,0.0,,,,,12.308,,,9.583,34.024,0.0,0.0,,,,0.0,,,,,0.0,0.0,34.024,0.0,309.436,0.12,309.316,-79.186,118.943,-4.523,344.67,0.0,344.67,378.694,
06/30/2015,398.946,236.78,169.263,67.517,46.938,46.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.061,0.0,283.718,31.29,,,0.0,83.938,65.281,59.713,5.568,12.596,,0.0,115.228,,29.38,,29.38,0.0,0.0,,,,9.709,,,7.059,39.089,0.0,0.0,,,,0.0,,,,,0.0,0.0,39.089,0.0,313.706,0.12,313.586,-84.711,135.721,-4.859,359.857,0.0,359.857,398.946,
09/30/2015,416.322,255.892,160.376,95.516,49.28,49.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.238,0.0,305.172,31.027,,,0.0,80.123,64.712,59.713,4.999,7.173,,0.0,111.15,,36.226,,36.226,0.0,0.0,,,,6.625,,,4.41,42.851,0.0,0.0,,,,0.0,,,,,0.0,0.0,42.851,0.0,317.737,0.12,317.617,-90.272,150.975,-4.969,373.471,0.0,373.471,416.322,
12/31/2015,439.041,284.434,199.728,84.706,40.459,40.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.229,0.0,324.893,30.897,100.878,-69.981,0.0,83.251,64.142,59.711,4.431,9.88,,0.0,114.148,,41.553,,41.553,0.0,0.0,0.0,0.0,,6.775,0.0,0.0,4.463,48.328,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.328,0.0,321.336,0.121,321.215,-93.405,168.011,-5.229,390.713,0.0,390.713,439.041,
03/31/2016,451.842,285.221,137.995,147.226,52.755,52.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.197,0.0,337.976,32.094,,,0.0,81.772,63.731,59.713,4.018,12.844,,0.0,113.866,,27.909,,27.909,0.0,,,,,13.517,,,10.915,41.426,0.0,0.0,,,,0.0,,,,,0.0,0.0,41.426,0.0,325.071,0.121,324.95,-94.604,187.228,-7.279,410.416,0.0,410.416,451.842,
06/30/2016,477.115,299.605,153.275,146.33,62.86,62.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.057,0.0,362.465,31.495,,,0.0,83.155,63.635,59.713,3.922,13.463,,0.0,114.65,,35.358,,35.358,0.0,,,,,5.606,,,3.0,40.964,0.0,0.0,,,,0.0,,,,,0.0,0.0,40.964,0.0,333.399,0.12,333.279,-98.805,210.606,-9.049,436.151,0.0,436.151,477.115,
09/30/2016,502.151,332.099,161.444,170.655,56.583,56.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.399,0.0,388.682,30.773,,,0.0,82.696,63.539,59.713,3.826,11.758,,0.0,113.469,,43.811,,43.811,0.0,0.0,,,,6.64,,,3.634,50.451,0.0,0.0,,,,0.0,,,,,0.0,0.0,50.451,0.0,337.381,0.12,337.261,-107.279,231.743,-10.145,451.7,0.0,451.7,502.151,
12/31/2016,528.042,362.647,168.243,194.404,50.668,50.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.562,0.0,413.315,31.104,106.283,-75.179,0.0,83.623,63.443,59.712,3.731,11.618,,0.0,114.727,,49.932,,49.932,0.0,0.0,0.0,0.0,,10.097,0.0,0.0,7.582,60.029,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.029,0.0,342.431,0.12,342.311,-117.33,255.14,-12.228,468.013,0.0,468.013,528.042,
03/31/2017,530.714,356.214,137.655,218.559,56.642,56.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.829,0.0,412.856,33.888,,,0.0,83.97,63.347,59.712,3.635,13.794,,0.0,117.858,,30.141,,30.141,0.0,0.0,,,,18.218,,,15.028,48.359,0.0,0.0,,,,0.0,,,,,0.0,0.0,48.359,0.0,339.312,0.121,339.191,-129.537,285.15,-12.57,482.355,0.0,482.355,530.714,
06/30/2017,547.041,365.504,128.143,237.361,55.215,55.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.37,0.0,420.719,34.643,,,0.0,91.679,63.251,59.712,3.539,21.058,,0.0,126.322,,38.051,,38.051,0.0,0.0,,,,7.762,,,4.686,45.813,0.0,0.0,,,,0.0,,,,,0.0,0.0,45.813,0.0,343.206,0.121,343.085,-141.477,310.777,-11.278,501.228,0.0,501.228,547.041,
09/30/2017,562.347,376.213,138.992,237.221,63.027,63.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.457,0.0,439.24,35.321,,,0.0,87.786,63.155,59.712,3.443,16.174,,0.0,123.107,,43.741,,43.741,0.0,0.0,,,,7.698,,,4.507,51.439,0.0,0.0,,,,0.0,,,,,0.0,0.0,51.439,0.0,342.234,0.121,342.113,-153.682,332.506,-10.15,510.908,0.0,510.908,562.347,
12/31/2017,581.232,406.535,167.014,239.521,52.636,52.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.737,0.0,459.171,38.548,140.012,-101.464,0.0,83.513,63.059,59.713,3.346,18.717,,0.0,122.061,,50.743,,50.743,0.0,0.0,0.0,0.0,,15.721,0.0,0.0,13.061,66.464,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.464,0.0,331.202,0.121,331.081,-159.791,353.583,-10.226,514.768,0.0,514.768,581.232,
03/31/2018,589.273,400.44,156.169,244.271,67.529,67.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.83,0.0,467.969,39.623,,,0.0,81.681,62.963,59.713,3.25,17.888,,0.0,121.304,,30.143,,30.143,0.0,,,,,21.966,,,18.412,52.109,0.0,0.0,,,,0.0,,,,,0.0,0.0,52.109,0.0,327.79,0.121,327.669,-166.059,385.725,-10.292,537.164,0.0,537.164,589.273,
06/30/2018,617.598,420.277,170.686,249.591,61.883,61.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.453,0.0,482.16,50.088,,,0.0,85.35,62.867,59.712,3.155,21.03,,0.0,135.438,,43.653,,43.653,0.0,0.0,,,,16.567,,,12.972,60.22,0.0,0.0,,,,0.0,,,,,0.0,0.0,60.22,0.0,331.177,0.121,331.056,-172.695,410.419,-11.523,557.378,0.0,557.378,617.598,
09/30/2018,646.131,446.186,210.085,236.101,62.004,62.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.256,0.0,508.19,54.32,,,0.0,83.621,62.771,59.712,3.059,18.594,,0.0,137.941,,50.807,,50.807,0.0,0.0,,,,16.706,,,12.921,67.513,0.0,0.0,,,,0.0,,,,,0.0,0.0,67.513,0.0,336.2,0.121,336.079,-178.776,433.227,-12.033,578.618,0.0,578.618,646.131,
12/31/2018,695.539,486.427,246.322,240.105,57.535,57.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.424,0.0,543.962,63.01,183.639,-120.629,0.0,88.567,62.675,59.713,2.962,22.468,,0.0,151.577,,68.419,,68.419,0.0,0.0,0.0,0.0,,19.242,0.0,0.0,16.432,87.661,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.661,0.0,341.982,0.122,341.86,-184.962,463.252,-12.394,607.878,0.0,607.878,695.539,
