Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2001,22.513461,,,-14.124735,,8.388726,,-6.413405,,,1.975321,-0.129449,0.129449,0.135347,-0.005898,0.0,0.0,1.845872,-0.738347,1.107525,0.0,,,1.107525,0.0,1.107525,0.0,0.0,1.107525,1.107525,,482.160144,0.002292,0.002292,0.002292,494.031168,0.002292,0.002292,0.002292,
09/30/2001,23.096763,,,-14.623137,,8.473626,,-6.284272,,,2.189354,-0.091466,0.091466,0.092624,-0.001158,0.0,0.0,2.097888,-0.839156,1.258732,0.0,,,1.258732,0.0,1.258732,0.0,0.0,1.258732,1.258732,,482.160144,0.002708,0.002708,0.002708,495.488448,0.0025,0.0025,0.0025,
12/31/2001,18.402,,,-12.441,,5.961,,-5.317,,,0.644,-0.097,0.096,0.097,-0.001,0.0,0.001,0.547,-0.219,0.328,0.0,,,0.328,0.0,0.328,0.0,0.0,0.328,0.328,,482.16,0.000625,0.000625,0.000625,495.744,0.000625,0.000625,0.000625,
03/31/2002,18.592,,,-11.782,,6.81,,-6.045,,,0.765,-0.075,0.074935,0.075,-6.5e-05,0.0,6.5e-05,0.69,-0.28,0.41,0.0,,,0.41,0.0,0.41,0.0,0.0,0.41,0.41,,482.448,0.000833,0.000833,0.000833,496.32,0.000833,0.000833,0.000833,
06/30/2002,26.265,,,-16.431,,9.834,,-7.641,,,2.193,-0.056,0.056,0.057,-0.001,0.0,0.0,2.137,-0.865,1.272,0.0,,,1.272,0.0,1.272,0.0,0.0,1.272,1.272,,482.544,0.002708,0.002708,0.002708,496.224,0.0025,0.0025,0.0025,
09/30/2002,26.985,,,-17.307,,9.678,,-7.491,,,2.187,-0.052,0.051445,0.052,-0.000555,0.0,0.000555,2.135,-0.865,1.27,0.0,,,1.27,0.0,1.27,0.0,0.0,1.27,1.27,,482.544,0.002708,0.002708,0.002708,498.72,0.0025,0.0025,0.0025,
12/31/2002,20.204,,,-13.283,,6.921,,-6.774,,,0.147,-0.045,0.047,0.047,,0.0,-0.002,0.102,-0.026,0.076,0.0,,,0.076,0.0,0.076,0.0,0.0,0.076,0.076,,482.544,0.000208,0.000208,0.000208,494.736,0.000208,0.000208,0.000208,
03/31/2003,22.086,,,-13.787,,8.299,,-7.203,,,1.096,-0.033,0.033,0.033,,0.0,0.0,1.063,-0.431,0.632,0.0,,,0.632,0.0,0.632,0.0,0.0,0.632,0.632,,489.12,0.00125,0.00125,0.00125,500.928,0.00125,0.00125,0.00125,
06/30/2003,28.409,,,-16.961,,11.448,,-8.111,,,3.337,-0.014,,0.0,,0.0,0.014,3.323,-1.346,1.977,0.0,,,1.977,0.0,1.977,0.0,0.0,1.977,1.977,,492.144,0.003958,0.003958,0.003958,501.792,0.003958,0.003958,0.003958,
09/30/2003,33.291,,,-20.004,,13.287,,-9.758,,,3.529,-0.01,,0.0,,0.0,0.01,3.519,-1.425,2.094,0.0,,,2.094,0.0,2.094,0.0,0.0,2.094,2.094,,492.192,0.004375,0.004375,0.004375,516.288,0.003958,0.003958,0.003958,
12/31/2003,26.566,,,-15.825,,10.741,,-8.877,,,1.864,-0.01,0.04,0.04,,0.0,-0.03,1.854,-0.627,1.227,0.0,,,1.227,0.0,1.227,0.0,0.0,1.227,1.227,,498.384,0.0025,0.0025,0.0025,528.0,0.002292,0.002292,0.002292,
03/31/2004,31.299,,,-17.391,,13.908,,-10.263,,,3.645,-0.011,,0.0,,0.011,0.0,3.634,-1.451,2.183,0.0,,,2.183,0.0,2.183,0.0,0.0,2.183,2.183,,500.88,0.004375,0.004375,0.004375,550.272,0.003958,0.003958,0.003958,
06/30/2004,46.063,,,-25.305,,20.758,,-12.354,,,8.404,-0.008,,0.0,,0.0,0.008,8.396,-3.318,5.078,0.0,,,5.078,0.0,5.078,0.0,0.0,5.078,5.078,,505.008,0.01,0.01,0.01,560.736,0.008958,0.008958,0.008958,
09/30/2004,52.641,,,-28.832,,23.809,,-13.884,,,9.925,-0.008,,0.0,0.0,0.0,0.008,9.917,-4.118,5.799,0.0,,,5.799,0.0,5.799,0.0,0.0,5.799,5.799,,519.168,0.01125,0.01125,0.01125,568.464,0.010208,0.010208,0.010208,
12/31/2004,50.338135,,,-25.34675,,24.991385,,-13.079183,,,11.912202,0.078995,,0.041988,-0.093983,-0.011,-0.016,11.991197,-4.664393,7.326804,0.0,,,7.326804,0.0,7.326804,0.0,0.0,7.326804,7.326804,,522.808752,0.013958,0.013958,0.013958,573.868512,0.012708,0.012708,0.012708,
03/31/2005,60.014272,,,-29.684954,,30.329318,,-15.605818,,,14.7235,0.117518,,0.0,0.0,0.0,-0.117518,14.841018,-5.996305,8.844713,0.0,,,8.844713,0.0,8.844713,0.0,0.0,8.844713,8.844713,,524.914032,0.016667,0.016667,0.016667,578.919984,0.015417,0.015417,0.015417,
06/30/2005,85.440555,,,-40.513477,,44.927078,,-19.57224,,,25.354838,0.253876,,0.0,0.0,,-0.253876,25.608714,-10.363016,15.245698,,,,15.245698,,15.245698,,,15.245698,15.245698,,526.833696,0.02875,0.02875,0.02875,585.245712,0.02625,0.02625,0.02625,
09/30/2005,105.421454,,,-50.077785,,55.343669,,-21.768414,,,33.575255,0.323452,-0.323452,0.0,-0.323452,,0.0,33.898707,-13.653339,20.245368,,,,20.245368,,20.245368,,,20.245368,20.245368,,530.878776,0.038333,0.038333,0.038333,584.024208,0.034583,0.034583,0.034583,
12/31/2005,98.010085,,,-46.066902,,51.943183,,-22.153467,,,29.789716,0.655948,,0.013,-0.668948,0.0,0.0,30.445664,-12.005945,18.440197,0.0,,,18.439719,0.0,18.440197,0.0,0.0,18.440197,18.440197,,532.660488,0.034583,0.034583,0.034583,589.211016,0.03125,0.03125,0.03125,
03/31/2006,119.746258,,,-56.748386,,62.997872,,-28.168833,,,34.829039,0.701929,,,,,-0.701929,35.530968,-14.43969,21.091278,,,,21.091278,,21.091278,,,21.091278,21.091278,,544.705368,0.03875,0.03875,0.03875,603.712416,0.035,0.035,0.035,
06/30/2006,156.037,,,-75.047,,80.99,,-35.238,,,45.752,0.872,,,,,-0.872,46.624,-18.424,28.2,,,,28.2,,28.2,,,28.2,28.2,,539.472,0.051667,0.051667,0.051667,595.734,0.046667,0.046667,0.046667,
09/30/2006,178.647,,,-86.463,,92.184,,-49.842,,,42.342,1.047,-1.047,,,0.0,0.0,43.389,-16.932,26.457,0.0,,,26.457,0.0,26.457,0.0,0.0,26.457,26.457,,543.054,0.048333,0.048333,0.048333,593.034,0.045,0.045,0.045,
12/31/2006,151.343742,,,-70.921614,,80.422128,,-44.766167,,,35.655961,2.613,-2.613,,,0.0,1.573929,36.695032,-14.49431,22.200722,0.0,,,22.200722,0.0,22.200722,0.0,0.0,22.200722,22.200722,,1344.365658,0.016514,0.016514,0.016514,1473.168396,0.01507,0.01507,0.01507,
03/31/2007,165.853,,,-80.216,,85.637,,-53.727,,,31.91,1.526,-1.526,,,0.0,0.0,33.436,-13.238,20.198,0.0,,,20.198,0.0,20.198,0.0,0.0,20.198,20.198,,540.354,0.036667,0.036667,0.036667,589.806,0.035,0.035,0.035,
06/30/2007,244.763,,,-116.51,,128.253,,-66.83,,,61.423,1.752,-1.752,,,0.0,0.0,63.175,-24.864,38.311,0.0,,,38.311,0.0,38.311,0.0,0.0,38.311,38.311,,540.708,0.071667,0.071667,0.071667,590.73,0.065,0.065,0.065,
09/30/2007,247.211,,,-118.829,,128.382,,-55.002,,,73.38,2.161,-2.161,,,0.0,0.0,75.541,-29.744,45.797,0.0,,,45.797,0.0,45.797,0.0,0.0,45.797,45.797,,549.432,0.083333,0.083333,0.083333,593.37,0.076667,0.076667,0.076667,
12/31/2007,246.638,,,-120.897,,125.741,,-61.468,,,64.273,3.331,,,,0.0,-3.331,67.604,-22.504,45.1,0.0,,,45.1,0.0,45.1,0.0,0.0,45.1,45.1,,548.25,0.081667,0.081667,0.081667,593.307,0.075,0.075,0.075,
03/31/2008,212.178,,,-107.459,,104.719,,-61.891,,,42.828,3.626,-3.626,,,0.0,0.0,46.454,-17.643,28.811,0.0,,,28.811,0.0,28.811,0.0,0.0,28.811,28.811,,559.884,0.051667,0.051667,0.051667,594.042,0.048333,0.048333,0.048333,
06/30/2008,282.244,,,-136.031,,146.213,,-68.023,,,78.19,2.769,-2.769,,,0.0,0.0,80.959,-30.727,50.232,0.0,,,50.232,0.0,50.232,0.0,0.0,50.232,50.232,,557.466,0.09,0.09,0.09,587.976,0.085,0.085,0.085,
09/30/2008,284.986,,,-135.55,,149.436,,-67.644,,,81.792,2.111,-2.111,,,0.0,0.0,83.903,-31.466,52.437,0.0,,,52.437,0.0,52.437,0.0,0.0,52.437,52.437,,554.022,0.095,0.095,0.095,581.496,0.09,0.09,0.09,
12/31/2008,254.373,,,-115.948,,138.425,,-177.643,,,-39.218,1.38,-1.38,,,0.0,0.0,-37.838,14.39,-23.448,0.0,,,-23.448,0.0,-23.448,0.0,0.0,-23.448,-23.448,,548.988,-0.041667,-0.041667,-0.041667,577.206,-0.041667,-0.041667,-0.041667,
03/31/2009,244.206,278.854,-34.648,-114.027,114.027,130.179,0.0,-64.402,,64.402,65.777,-2.523,,,,,2.523,63.254,-21.689,41.565,0.0,0.0,0.0,41.565,0.0,41.565,0.0,0.0,41.565,43.86535,2.30035,542.598,0.076667,0.076667,0.080843,571.896,0.073333,0.073333,0.077356,
06/30/2009,300.25,345.83,-45.58,-138.421,138.421,161.829,0.0,-69.046,,69.046,92.783,0.401,,,,,-0.401,93.184,-35.895,57.289,0.0,0.0,0.0,57.289,0.0,57.289,0.0,0.0,57.289,57.289,0.0,543.624,0.105,0.105,0.105,571.692,0.1,0.1,0.1,
09/30/2009,307.929,355.048,-47.119,-142.897,142.897,165.032,0.0,-72.117,,72.117,92.915,-0.159,,,,,0.159,92.756,-36.251,56.505,0.0,0.0,0.0,56.505,0.0,56.505,0.0,0.0,56.505,56.7273,0.2223,540.924,0.105,0.105,0.104871,568.098,0.1,0.1,0.100391,
12/31/2009,290.914,329.603,-38.689,-135.638,135.638,155.276,0.0,-69.442,,69.442,85.834,0.667,,,,,-0.667,86.501,-33.144,53.357,0.0,0.0,0.0,53.357,0.0,53.357,0.0,0.0,53.357,53.357,0.0,532.464,0.1,0.1,0.1,560.388,0.095,0.095,0.095,
03/31/2010,238.11,270.566,-32.456,-113.556,113.556,124.554,0.0,-73.769,,73.769,50.785,0.986,,,,,-0.986,51.771,-19.208,32.563,0.0,0.0,0.0,32.563,0.0,32.563,0.0,0.0,32.563,32.1886,-0.3744,530.082,0.061667,0.061667,0.060724,558.186,0.058333,0.058333,0.057663,
06/30/2010,365.701,415.297,-49.596,-172.351,172.351,193.35,0.0,-83.674,,83.674,109.676,0.321,,,,,-0.321,109.997,-46.159,63.838,0.0,0.0,0.0,63.838,0.0,63.838,0.0,0.0,63.838,64.30145,0.46345,531.522,0.12,0.12,0.120976,557.814,0.115,0.115,0.115831,
09/30/2010,381.466,438.585,-57.119,-183.54,183.54,197.926,0.0,-90.371,,90.371,107.555,-0.186,,,,,0.186,107.369,-40.873,66.496,0.0,0.0,0.0,66.496,0.0,66.496,0.0,0.0,66.496,66.96855,0.47255,530.214,0.125,0.125,0.126305,557.19,0.12,0.12,0.120848,
12/31/2010,318.665,364.067,-45.402,-154.255,154.255,164.41,0.0,-84.613,,84.613,79.797,0.368,,,,,-0.368,80.165,-31.033,49.132,0.0,0.0,0.0,49.132,0.0,49.132,0.0,0.0,49.132,49.0631,-0.0689,532.5,0.093333,0.093333,0.092137,559.932,0.086667,0.086667,0.086544,
03/31/2011,356.419,407.593,-51.174,-170.882,170.882,185.537,0.0,-97.082,,97.082,88.455,0.301,,,,,-0.301,88.756,-33.713,55.043,0.0,0.0,0.0,55.043,0.0,55.043,0.0,0.0,55.043,54.84995,-0.19305,533.574,0.103333,0.103333,0.102797,561.744,0.096667,0.096667,0.096323,
06/30/2011,462.145,527.519,-65.374,-217.924,217.924,244.221,0.0,-111.739,,111.739,132.482,0.274,,,,,-0.274,132.756,-48.508,84.248,0.0,0.0,0.0,84.248,0.0,84.248,0.0,0.0,84.248,84.4755,0.2275,530.85,0.16,0.16,0.159132,561.624,0.15,0.15,0.150405,
09/30/2011,474.709,548.069,-73.36,-224.402,224.402,250.307,0.0,-118.217,,118.217,132.09,-0.862,,,-0.2,,1.062,131.228,-48.836,82.392,0.0,0.0,0.0,82.392,0.0,82.392,0.0,0.0,82.392,82.91135,0.51935,527.856,0.156667,0.156667,0.157072,559.92,0.146667,0.146667,0.147594,
12/31/2011,409.957,467.31,-57.353,-195.713,195.713,214.244,0.0,-110.847,,110.847,103.397,1.133,,,,,-1.133,104.53,-39.994,64.536,0.0,0.0,0.0,64.536,0.0,64.536,0.0,0.0,64.536,64.4853,-0.0507,522.372,0.123333,0.123333,0.123447,554.778,0.116667,0.116667,0.116575,
03/31/2012,454.605,454.605,,-213.436,213.436,241.169,0.0,-114.884,,114.884,126.285,0.346,,,,,-0.346,126.631,-50.532,76.099,0.0,0.0,0.0,76.099,0.0,76.099,0.0,0.0,76.099,75.84225,-0.25675,524.496,0.146667,0.146667,0.1446,555.786,0.136667,0.136667,0.136205,
06/30/2012,592.64,678.852,-86.212,-285.632,285.632,307.008,0.0,-137.235,,137.235,169.773,-0.06,,,-0.4,,0.46,169.713,-59.918,109.795,0.0,0.0,0.0,109.795,0.0,109.795,0.0,0.0,109.795,109.8522,0.0572,528.558,0.206667,0.206667,0.207834,558.852,0.196667,0.196667,0.196769,
09/30/2012,541.94,632.29,-90.35,-268.348,268.348,273.592,0.0,-132.907,,132.907,140.685,0.553,,,-0.4,,-0.153,141.238,-55.096,86.142,0.0,0.0,0.0,86.142,0.0,86.142,0.0,0.0,86.142,85.9977,-0.1443,525.078,0.163333,0.163333,0.163781,551.697,0.156667,0.156667,0.156405,
12/31/2012,471.517,545.044,-73.527,-227.629,227.629,243.888,0.0,-130.008,,130.008,113.88,-2.309,,,-0.6,,2.909,111.571,-43.589,67.982,0.0,0.0,0.0,67.982,0.0,67.982,0.0,0.0,67.982,67.8507,-0.1313,506.538,0.133333,0.133333,0.13395,528.336,0.13,0.13,0.129751,
03/31/2013,484.223,484.223,,-232.184,232.184,252.039,0.0,-144.733,,144.733,107.306,-1.902,,,0.0,,1.902,105.404,-41.908,63.496,0.0,0.0,0.0,63.496,0.0,63.496,0.0,0.0,63.496,61.82485,-1.67115,496.575,0.126667,0.126667,0.124503,517.677,0.123333,0.123333,0.120105,
06/30/2013,630.934,630.934,,-294.672,294.672,336.262,0.0,-156.835,,156.835,179.427,-3.402,,,-0.1,,3.502,176.025,-69.152,106.873,0.0,0.0,0.0,106.873,0.0,106.873,0.0,0.0,106.873,106.8301,-0.0429,499.341,0.213333,0.213333,0.213942,520.05,0.206667,0.206667,0.206584,
09/30/2013,590.422,686.623,-96.201,-282.952,282.952,307.47,0.0,-156.041,,156.041,151.429,-0.706,,,-0.3,,1.006,150.723,-58.536,92.187,0.0,0.0,0.0,92.187,0.0,92.187,0.0,0.0,92.187,92.1584,-0.0286,502.371,0.183333,0.183333,0.183447,521.844,0.176667,0.176667,0.176612,
12/31/2013,540.849,621.07,-80.221,-263.689,263.689,277.16,0.0,-142.405,,142.405,134.755,-3.013,,,-0.5,,3.513,131.742,-55.637,76.105,0.0,0.0,0.0,76.105,0.0,76.105,0.0,0.0,76.105,78.2929,2.1879,501.786,0.153333,0.153333,0.156028,520.104,0.146667,0.146667,0.150873,
03/31/2014,536.129,613.723,-77.594,-249.311,249.311,286.818,0.0,-137.955,,137.955,148.863,0.154,,,-0.4,,0.246,149.017,-53.767,95.25,0.0,0.0,0.0,95.25,0.0,95.25,0.0,0.0,95.25,95.25065,0.00065,500.739,0.19,0.19,0.19022,521.223,0.183333,0.183333,0.183335,
06/30/2014,687.199,687.199,,-307.911,307.911,379.288,0.0,-163.475,,163.475,215.813,0.178,,,-0.3,,0.122,215.991,-74.988,141.003,0.0,0.0,0.0,141.003,0.0,141.003,0.0,0.0,141.003,146.84415,5.84115,501.294,0.28,0.28,0.29293,521.892,0.27,0.27,0.281192,
09/30/2014,635.972,738.123,-102.151,-294.052,294.052,341.92,0.0,-152.013,,152.013,189.907,-1.038,,,-0.3,,1.338,188.869,-67.269,121.6,0.0,0.0,0.0,121.6,0.0,121.6,0.0,0.0,121.6,124.8019,3.2019,502.038,0.243333,0.243333,0.248591,522.81,0.233333,0.233333,0.239458,
12/31/2014,605.567,696.29,-90.723,-273.783,273.783,331.784,0.0,-138.862,,138.862,192.922,-1.01,,,-0.6,,1.61,191.912,-66.58,125.332,0.0,0.0,0.0,125.332,0.0,125.332,0.0,0.0,125.332,127.2183,1.8863,503.025,0.25,0.25,0.252907,524.796,0.24,0.24,0.243594,
03/31/2015,626.791,710.193,-83.402,-257.834,257.834,368.957,0.0,-361.328,,361.328,7.629,1.233,,,-0.5,,-0.733,8.862,-4.448,4.414,0.0,0.0,0.0,4.414,0.0,4.414,0.0,0.0,4.414,133.059616,128.645616,509.613,0.01,0.01,0.261099,521.334,0.01,0.01,0.256762,
06/30/2015,693.722,789.923,-96.201,-299.214,299.214,394.508,0.0,-28.369,,28.369,366.139,-1.015,,,-0.5,,1.515,365.124,-136.12,229.004,0.0,0.0,0.0,229.004,0.0,229.004,0.0,0.0,229.004,131.98305,-97.02095,530.955,0.43,0.43,0.248577,544.251,0.42,0.42,0.241735,
09/30/2015,756.619,862.363,-105.744,-291.143,291.143,465.476,0.0,-174.038,,174.038,291.438,-3.362,,,-0.8,,4.162,288.076,-113.502,174.574,0.0,0.0,0.0,174.574,0.0,174.574,0.0,0.0,174.574,178.53315,3.95915,615.153,0.283333,0.283333,0.290226,624.282,0.28,0.28,0.286342,
12/31/2015,645.432,743.186,-97.754,-242.072,242.072,403.36,0.0,-174.913,,174.913,228.447,1.039,,,-1.3,,0.261,229.486,-90.745,138.741,0.0,0.0,0.0,138.741,0.0,138.741,0.0,0.0,138.741,145.0069,6.2659,608.448,0.23,0.23,0.238323,617.394,0.22,0.22,0.230149,
03/31/2016,680.186,777.508,-97.322,-257.088,257.088,423.098,0.0,-168.385,,168.385,254.713,0.608,,,-2.2,,1.592,255.321,-91.444,163.877,0.0,0.0,0.0,163.877,0.0,163.877,0.0,0.0,163.877,167.3069,3.4299,608.838,0.27,0.27,0.274797,620.724,0.263333,0.263333,0.268859,
06/30/2016,827.488,945.846,-118.358,-309.674,309.674,517.814,0.0,-229.291,,229.291,288.523,-0.222,,,-1.1,,1.322,288.301,-104.082,184.219,0.0,0.0,0.0,184.219,,184.219,0.0,0.0,184.219,202.8909,18.6719,602.937,0.306667,0.306667,0.336504,614.904,0.3,0.3,0.330366,
09/30/2016,787.954,913.277,-125.323,-284.979,284.979,502.975,0.0,-212.6,,212.6,290.375,-1.037,,,-0.4,,1.437,289.338,-97.695,191.643,0.0,0.0,0.0,191.643,0.0,191.643,0.0,0.0,191.643,197.86025,6.21725,571.137,0.336667,0.336667,0.346432,583.293,0.33,0.33,0.340659,
12/31/2016,753.765,848.832,-95.067,-255.652,255.652,498.113,0.0,-246.385,0.0,246.385,251.728,-5.002,,,-1.9,,6.902,246.726,-73.78,172.946,0.0,0.0,0.0,172.946,0.0,172.946,0.0,0.0,172.946,205.8659,32.9199,568.975,0.3,0.3,0.361819,580.519,0.3,0.3,0.356708,
03/31/2017,742.146,845.548,-103.402,-261.272,261.272,480.874,0.0,-216.612,,216.612,264.262,0.658,,,-0.8,,0.142,264.92,-86.94,177.98,0.0,0.0,0.0,177.98,0.0,177.98,0.0,0.0,177.98,197.7058,19.7258,571.578,0.31,0.31,0.345895,582.032,0.31,0.31,0.343891,
06/30/2017,907.068,1038.97,-131.902,-323.571,323.571,583.497,0.0,-233.456,,233.456,350.041,-2.551,,,-1.4,,3.951,347.49,-124.857,222.633,0.0,0.0,0.0,222.633,0.0,222.633,0.0,0.0,222.633,222.6538,0.0208,567.91,0.39,0.39,0.392058,578.02,0.39,0.39,0.390036,
09/30/2017,909.476,1042.046,-132.57,-339.767,339.767,569.709,0.0,-252.337,,252.337,317.372,3.996,,,-2.3,,-1.696,321.368,-102.624,218.744,0.0,0.0,0.0,218.744,0.0,218.744,0.0,0.0,218.744,218.6933,-0.0507,567.878,0.39,0.39,0.385106,578.368,0.38,0.38,0.379912,
12/31/2017,810.355,934.804,-124.449,-306.745,306.745,503.61,0.0,-236.498,,236.498,267.112,0.733,,,-1.4,,0.667,267.845,-66.524,201.321,0.0,0.0,0.0,201.321,0.0,201.321,0.0,0.0,201.321,131.37545,-69.94555,564.5,0.36,0.36,0.232729,575.036,0.35,0.35,0.228363,
03/31/2018,850.921,990.639,-139.718,-335.664,335.664,515.257,0.0,-235.342,,235.342,279.915,1.805,,,-3.0,,1.195,281.72,-65.67,216.05,0.0,0.0,0.0,216.05,0.0,216.05,0.0,0.0,216.05,221.43227,5.38227,566.0,0.38,0.38,0.391223,574.129,0.38,0.38,0.389375,
06/30/2018,1015.873,1191.251,-175.378,-395.615,395.615,620.258,0.0,-262.637,,262.637,357.621,0.476,,,-2.7,,2.224,358.097,-87.981,270.116,0.0,0.0,0.0,270.116,0.0,270.116,0.0,0.0,270.116,275.61124,5.49524,559.867,0.48,0.48,0.49228,566.352,0.48,0.48,0.489703,
