Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,854.890991,264.648003,69.049004,195.598999,163.593002,,,133.619003,,,,,61.393002,,,,623.252991,182.591995,285.501007,-102.908997,0.0,49.046001,,,,,49.046001,231.637996,,49.028999,49.028999,,,,3.052,,,,,,122.357005,,,122.357005,174.438004,96.967003,,,,,24.214001,,,,24.214001,121.181004,295.619008,0.0,24.447001,,,0.0,,429.832001,454.279002,104.992996,559.271998,854.891006,
03/31/1996,871.958008,270.486004,63.926998,206.559006,164.800003,,,138.919998,,,,,66.112999,,,,640.31897,182.725006,,,0.0,48.914001,,,,,48.914001,231.639008,,50.425999,50.425999,,,,2.599,,,,,,123.768001,,,123.768001,176.792999,93.511002,,,,,22.893999,,,,22.893999,116.405001,293.198,0.0,24.268999,,,0.0,,452.464996,476.733995,102.026001,578.759996,871.957996,
06/30/1996,866.370972,266.013,83.136002,182.876999,169.697006,,,140.354004,,,,,61.105,,,,637.169006,181.298996,,,0.0,47.903,,,,,47.903,229.201996,,45.933998,45.933998,,,,1.356,,,,,,120.930995,,,120.930995,168.220993,91.393997,,,,,21.294001,,,,21.294001,112.687998,280.908991,0.0,12.829,,,0.0,,472.704987,485.533987,99.928001,585.461988,866.370979,
09/30/1996,910.450989,250.183006,114.258003,135.925003,168.841995,,,152.078003,,,,,64.678001,,,,635.781006,188.477997,,,0.0,86.192001,,,,,86.192001,274.669998,,45.283001,45.283001,,,,1.315,,,,,,136.153006,,,136.153006,182.751007,96.640999,,,,,22.306,,,,22.306,118.946999,301.698006,0.0,14.171,,,0.0,,496.035004,510.206003,98.546997,608.753,910.451006,
12/31/1996,993.505981,367.572998,175.673004,191.899994,166.052002,,,127.387001,,,,,92.525002,,,,753.536987,172.302994,290.184998,-117.882004,0.0,67.666,,,,,67.666,239.968994,,62.432999,62.432999,,,,4.403,,,,,,184.904998,,,184.904998,251.740997,89.501999,,,,,36.034,,,,36.034,125.535999,377.276996,0.0,15.601,,,0.0,,514.76001,530.36101,85.867996,616.229006,993.506002,
03/31/1997,931.788025,305.298996,143.608994,161.690002,175.304001,,,126.439003,,,,,87.957001,,,,694.999023,167.654007,,,0.0,69.135002,,,,,69.135002,236.789009,,48.707001,48.707001,,,,2.013,,,,,,149.229004,,,149.229004,199.949005,84.588997,,,,,34.616001,,,,34.616001,119.204998,319.154003,0.0,9.608,,,0.0,,525.067017,534.675016,77.959,612.634016,931.788019,
06/30/1997,938.830017,302.745003,179.690002,123.055,182.257004,,,128.100006,,,,,88.664001,,,,701.765991,165.895004,293.878998,-127.984001,0.0,71.168999,,,,,71.168999,237.064003,,51.632999,51.632999,,,,2.593,,,,,,148.999999,,,148.999999,203.225998,90.382004,,,,,29.874001,,,,29.874001,120.256004,323.482002,0.0,9.741,,,0.0,,550.88501,560.62601,54.722,615.34801,938.830012,
09/30/1997,963.794006,332.67601,153.731003,178.945007,173.725998,,,132.031998,,,,,86.182999,,,,724.617004,167.656998,299.746002,-132.089005,0.0,71.519997,,,,,71.519997,239.176994,,51.178001,51.178001,,,,2.582,,,,,,157.029992,,,157.029992,210.789993,82.085999,,,,,30.483999,,,,30.483999,112.569998,323.359991,0.0,10.198,,,0.0,,579.187012,589.385012,51.049,640.434011,963.794003,
12/31/1997,985.075012,351.067993,154.026993,197.041,176.214005,,,136.246002,,,,,93.080002,,,,756.607971,163.867004,300.449005,-136.582001,0.0,64.599998,,,,,64.599998,228.467003,,55.034,55.034,,,,73.626999,,,,,,174.349987,,,174.349987,303.010986,4.449,,,,,29.167999,,,,29.167999,33.616999,336.627985,0.0,9.624,,,0.0,,603.151001,612.775001,35.672001,648.447001,985.074987,
03/31/1998,997.288025,335.456001,70.68,264.776001,184.595993,,,152.084,,,,,97.403999,,,,769.539978,164.367004,306.033997,-141.667007,0.0,63.381001,,,,,63.381001,227.748005,,58.585999,58.585999,,,,72.288002,,,,,,151.916985,,,151.916985,282.790985,3.754,,,,,28.851999,,,,28.851999,32.605999,315.396984,0.0,13.248,,,0.0,,634.070984,647.318984,34.571999,681.890983,997.287967,
06/30/1998,1015.541016,326.83699,55.363998,271.472992,193.455002,,,157.944,,,,,94.579002,,,,772.815002,170.768997,319.47699,-148.707993,0.0,71.957001,,,,,71.957001,242.725998,,56.344002,56.344002,,,,70.019997,,,,,,143.771987,,,143.771987,270.135986,4.369,,,,,28.674,,,,28.674,33.043,303.178986,0.0,16.343,,,0.0,,661.919983,678.262983,34.098999,712.361982,1015.540968,
09/30/1998,1071.675049,358.800003,223.069,135.731003,191.173004,,,165.970993,,,,,102.806,,,,818.75,182.998001,339.850006,-156.852005,0.0,69.927002,,,,,69.927002,252.925003,,51.661999,51.661999,,,,71.279999,,,,,,161.399005,,,161.399005,284.341003,3.874,,,,,28.455,,,,28.455,32.329,316.670003,0.0,18.075001,,,0.0,,707.695007,725.770008,29.235001,755.005009,1071.675012,
12/31/1998,2885.852051,142.208996,124.950996,17.257999,425.609009,,,553.958984,,,,,190.065994,,,,1311.843018,429.537994,597.208008,-167.669998,0.0,1144.470947,,,,,1144.470947,1574.008942,,162.432999,162.432999,,,,15.014,,,,,,522.008018,,,522.008018,699.455017,1487.970947,,,,,29.617001,,,,29.617001,1517.587948,2217.042965,0.0,20.153,,,0.0,,631.921997,652.074997,16.733999,668.808996,2885.851961,
03/31/1999,2774.300049,113.999998,102.599998,11.4,435.600006,,,534.700012,57.299999,56.700001,420.700012,,205.699997,,,,1290.0,391.299988,558.299988,-167.0,0.0,1093.0,407.700012,496.700012,-89.0,,685.299988,1484.299988,,128.699997,128.699997,,,,32.799999,,,,,,487.599979,,,487.599979,649.099976,1478.800049,,,,,45.5,,,,45.5,1524.300049,2173.400024,0.0,33.700001,,,0.0,,567.200012,600.900013,0.0,600.900013,2774.300037,
06/30/1999,2655.699951,79.599997,68.199997,11.4,455.799988,,,473.5,50.299999,56.5,366.700012,,189.800003,,,,1198.699951,386.796997,581.299988,-194.5,0.0,1070.199951,862.400024,462.100006,400.300018,,207.799927,1456.996948,,98.699997,98.699997,,,,50.200001,,,,,,470.199978,,,470.199978,619.099976,1400.300049,,,,,53.5,,,,53.5,1453.800049,2072.900025,0.0,34.900002,,,0.0,,547.900024,582.800026,0.0,582.800026,2655.700051,
09/30/1999,2702.199951,102.499998,91.099998,11.4,447.5,,,430.899994,52.400002,60.299999,325.700012,-7.5,212.699997,,,,1193.599976,397.200012,610.700012,-213.5,0.0,1111.400024,889.599976,490.200012,399.399964,,221.800048,1508.600036,,117.800003,117.800003,,,,76.400002,,,,,,480.299995,,,480.299995,674.5,1347.599976,,,,,54.5,,,,54.5,1402.099976,2076.599976,0.0,35.400002,,,0.0,,590.200012,625.600014,0.0,625.600014,2702.19999,
12/31/1999,2580.5,83.5,80.0,3.5,377.700012,,,386.100006,57.799999,58.900002,276.700012,-7.3,263.100006,,,,1110.400024,391.5,613.099976,-221.600006,0.0,1078.599976,898.900024,516.900024,382.0,,179.699951,1470.099976,,110.400002,110.400002,,,,106.300003,,,,,,452.899971,,,452.899971,669.599976,1181.099976,,,,,58.299999,,,,58.299999,1239.399975,1908.99995,0.0,46.5,,,0.0,,625.0,671.5,0.0,671.5,2580.49995,
03/31/2000,2562.199951,64.699997,64.699997,0.0,368.0,,,396.399994,52.700001,50.0,301.0,-7.3,277.0,,,,1106.099976,374.200012,609.400024,-235.199997,0.0,1081.900024,888.799988,511.399994,377.399994,,193.100037,1456.100037,,99.099998,99.099998,,,,121.5,,,,,,421.900002,,,421.900002,642.5,1140.099976,,,,,77.400002,,,,77.400002,1217.499977,1859.999977,0.0,53.799999,,,0.0,,648.400024,702.200024,0.0,702.200024,2562.200001,
06/30/2000,2582.699951,52.700001,52.700001,0.0,360.299988,,,427.600006,54.400002,50.700001,329.799988,-7.3,292.399994,,,,1133.0,373.593994,625.200012,-251.600006,0.0,1076.099976,883.700012,512.700012,371.0,,192.399963,1449.69397,,119.5,119.5,,,,117.300003,,,,,,443.600021,,,443.600021,680.400024,1072.300049,,,,,80.300003,,,,80.300003,1152.600052,1833.000076,0.0,64.0,,,0.0,,685.700012,749.700012,0.0,749.700012,2582.700089,
09/30/2000,2538.399902,63.700001,63.700001,0.0,340.600006,,,412.700012,57.900002,49.299999,312.799988,-7.3,298.100006,,,,1115.099976,369.399994,633.099976,-263.700012,0.0,1053.900024,852.900024,495.600006,357.300018,,201.0,1423.300018,,89.699997,89.699997,,,,122.300003,,,,,,460.900024,,,460.900024,672.900024,992.400024,,,,,81.0,,,,81.0,1073.400024,1746.300049,0.0,77.800003,,,0.0,,714.299988,792.099991,0.0,792.099991,2538.40004,
12/31/2000,2430.800049,54.0,54.0,0.0,343.700012,,,392.100006,58.799999,49.700001,290.600006,-7.0,207.199997,,,,997.0,378.100006,655.900024,-277.799988,0.0,1055.699951,839.299988,470.600006,368.699982,,216.399963,1433.799957,,94.099998,94.099998,,,,136.0,,,,,,387.300026,,,387.300026,617.400024,876.5,,,,,82.0,,,,82.0,958.5,1575.900024,0.0,83.900002,,,0.0,,771.0,854.900002,0.0,854.900002,2430.800026,
03/31/2001,2405.0,61.099998,61.099998,0.0,331.5,,,409.5,58.400002,43.299999,314.799988,-7.0,212.600006,,,,1014.700012,365.200012,,,0.0,1025.099976,814.400024,457.100006,357.300018,,210.699951,1390.299988,,107.400002,107.400002,,,,128.899994,128.899994,0.0,0.0,,,363.29998,,,363.29998,599.599976,831.200012,831.200012,0.0,0.0,,87.099998,,,,87.099998,918.300011,1517.899986,0.0,88.199997,,,0.0,,798.900024,887.100021,0.0,887.100021,2405.000008,
06/30/2001,2390.300049,42.599998,42.599998,0.0,339.100006,,,420.399994,59.599998,41.099998,326.700012,-7.0,220.600006,,,,1022.700012,364.5,665.799988,-301.299988,0.0,1003.099976,791.299988,442.799988,348.5,,211.799988,1367.599976,,106.599998,106.599998,,,,138.399994,,,,,,368.400032,,,368.400032,613.400024,745.200012,,,,,88.099998,,,,88.099998,833.300011,1446.700035,0.0,91.0,,,0.0,,852.599976,943.599976,0.0,943.599976,2390.300011,
09/30/2001,2413.199951,64.0,64.0,0.0,327.700012,,,431.5,63.900002,42.299999,332.299988,-7.0,218.699997,,,,1041.900024,367.600006,677.0,-309.399994,0.0,1003.700012,799.700012,446.100006,353.600006,,204.0,1371.300018,,95.0,95.0,,,,136.199997,,,,,,378.700027,,,378.700027,609.900024,671.5,,,,,99.400002,,,,99.400002,770.900002,1380.800026,0.0,100.099998,,,0.0,,932.299988,1032.399986,0.0,1032.399986,2413.200012,
12/31/2001,2423.600098,50.099998,50.099998,0.0,332.100006,,,399.799988,61.599998,38.599998,306.899994,-7.3,211.100006,,,,993.099976,444.0,756.900024,-312.899994,0.0,986.5,802.299988,434.299988,368.0,,184.200012,1430.5,,108.5,108.5,,,,1.7,,,,,,423.200024,,,423.200024,533.400024,720.900024,,,,,113.099998,,,,113.099998,834.000023,1367.400047,0.0,102.900002,,,0.0,,953.299988,1056.199989,0.0,1056.199989,2423.600037,
03/31/2002,2454.800049,60.900002,60.900002,0.0,339.0,,,407.600006,65.400002,45.099998,304.399994,-7.3,232.300003,,,,1039.800049,441.899994,771.400024,-329.5,0.0,973.099976,790.0,436.0,354.0,,183.099976,1414.999969,,117.5,117.5,,,,2.1,,,,,,384.500006,,,384.500006,504.100006,703.299988,,,,,106.599998,,,,106.599998,809.899986,1313.999992,0.0,120.599998,,,0.0,,1020.200012,1140.800011,0.0,1140.800011,2454.800003,
06/30/2002,2599.600098,52.200001,52.200001,0.0,379.5,,,435.299988,64.400002,44.799999,333.399994,-7.3,242.899994,,,,1109.900024,475.0,829.900024,-354.899994,0.0,1014.700012,826.5,455.299988,371.200012,,188.200012,1489.700012,,116.099998,116.099998,,,,21.299999,,,,,,431.800014,,,431.800014,569.200012,596.299988,,,,,114.199997,,,,114.199997,710.499985,1279.699997,0.0,126.099998,,,0.0,,1193.800049,1319.900047,0.0,1319.900047,2599.600044,
09/30/2002,2723.100098,38.700001,38.700001,0.0,380.299988,,,435.299988,67.699997,44.099998,330.799988,-7.3,278.100006,,,,1132.400024,483.299988,856.099976,-372.799988,0.0,1107.400024,892.799988,453.100006,439.699982,,214.600037,1590.700012,,109.0,109.0,,,,21.700001,,,,,,512.500011,,,512.500011,643.200012,595.099976,,,,,106.0,,,,106.0,701.099976,1344.299988,0.0,133.699997,,,0.0,,1245.099976,1378.799973,0.0,1378.799973,2723.09996,
12/31/2002,2815.5,37.8,37.8,0.0,406.7,406.7,,426.5,60.7,51.8,319.2,-5.2,280.3,,,,1151.3,519.2,924.7,-405.5,0.0,1145.0,935.1,460.0,475.1,,209.9,1664.2,,106.0,106.0,,,,10.7,,,,,,590.8,,,590.8,707.5,491.0,,,,,118.8,,,,118.8,609.8,1317.3,0.0,140.5,,,0.0,1442.6,-84.9,1498.2,0.0,1498.2,2815.5,
03/31/2003,2915.300049,39.599998,39.599998,0.0,427.600006,,,455.200012,65.800003,46.799999,347.799988,-5.2,302.5,,,,1224.900024,534.400024,958.400024,-424.0,0.0,1156.0,942.700012,466.0,476.700012,,213.299988,1690.400024,,129.0,129.0,,,,7.5,,,,,,572.400024,,,572.400024,708.900024,441.399994,,,,,118.0,,,,118.0,559.399994,1268.300018,0.0,153.800003,,,0.0,,1493.199951,1646.999954,0.0,1646.999954,2915.299973,
06/30/2003,3006.0,47.099998,47.099998,0.0,446.700012,446.700012,,460.399994,68.199997,43.599998,353.799988,-5.2,324.700012,,,,1278.900024,555.200012,1002.099976,-446.899994,0.0,1171.900024,953.400024,476.5,476.900024,,218.5,1727.100037,,137.699997,137.699997,,,,6.5,,,,,,564.000015,,,564.000015,708.200012,358.899994,,,,,120.300003,,,,120.300003,479.199997,1187.400009,0.0,164.899994,,,0.0,1654.199951,-0.5,1818.599945,0.0,1818.599945,3005.999954,
09/30/2003,2979.5,45.299999,45.299999,0.0,433.5,,,459.0,70.800003,46.099998,347.299988,-5.2,310.899994,,,,1248.699951,569.299988,1018.599976,-449.299988,0.0,1161.5,954.5,479.200012,475.299988,,207.0,1730.799988,,127.800003,127.800003,,,,8.7,,,,,,597.700009,,,597.700009,734.200012,163.600006,,,,,128.699997,,,,128.699997,292.300003,1026.500015,0.0,179.300003,,,0.0,1762.0,11.699951,1952.999954,0.0,1952.999954,2979.499969,
12/31/2003,3159.100098,65.900002,65.900002,0.0,498.600006,,,467.899994,73.199997,58.799999,341.799988,-5.9,365.200012,,,,1397.599976,604.700012,1080.099976,-475.399994,0.0,1156.800049,965.5,493.399994,472.100006,,191.300049,1761.500061,,137.800003,137.800003,,,,7.3,,,,,,705.399997,,,705.399997,850.5,18.799999,,,,,135.0,,,,135.0,153.799999,1004.299999,0.0,190.100006,,,0.0,1868.099976,96.599976,2154.799957,0.0,2154.799957,3159.099957,
03/31/2004,3231.699951,48.900002,48.900002,0.0,552.900024,,,487.200012,71.699997,57.400002,364.0,-5.9,369.5,,,,1458.5,603.0,1084.699951,-481.700012,0.0,1170.199951,953.700012,489.5,464.200012,,216.499939,1773.199951,,155.600006,155.600006,,,,10.5,,,,,,632.199982,,,632.199982,798.299988,5.4,,,,,140.100006,,,,140.100006,145.500006,943.799994,0.0,209.300003,,,0.0,2004.0,74.600098,2287.900101,0.0,2287.900101,3231.700095,
06/30/2004,3469.600098,62.599998,62.599998,0.0,699.5,,,517.0,77.5,61.0,384.399994,-5.9,395.200012,,,,1674.300049,620.5,1106.900024,-486.399994,0.0,1174.800049,943.099976,488.399994,454.699982,,231.700073,1795.300049,,155.5,155.5,,,,12.0,,,,,,675.5,,,675.5,843.0,3.9,,,,,160.100006,,,,160.100006,164.000006,1007.000006,0.0,233.699997,,,0.0,2156.699951,72.199951,2462.599899,0.0,2462.599899,3469.599905,
09/30/2004,3579.800049,91.599998,91.599998,0.0,693.0,,,544.200012,81.699997,57.0,411.399994,-5.9,431.700012,,,,1760.5,639.599976,1140.400024,-500.799988,0.0,1179.699951,934.299988,489.299988,445.0,,245.399963,1819.299927,,150.0,150.0,,,,12.4,,,,,,743.000024,,,743.000024,905.400024,3.9,,,,,167.600006,,,,167.600006,171.500006,1076.90003,0.0,249.699997,,,0.0,2171.100098,82.099853,2502.899948,0.0,2502.899948,3579.799978,
