Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,890.0,,-575.0,,,315.0,0.0,-171.0,161.0,10.0,144.0,-53.0,52.0,52.0,0.0,0.0,1.0,91.0,-36.0,,55.0,6.0,,,49.0,0.0,49.0,0.0,0.0,49.0,49.0,,104.255,0.47,0.53,0.53,208.51,0.47,0.53,0.53,
03/31/2006,799.0,,-549.0,,,250.0,0.0,-156.0,146.0,10.0,94.0,-54.0,53.0,53.0,0.0,0.0,1.0,40.0,-15.0,,25.0,5.0,,,20.0,0.0,20.0,0.0,0.0,20.0,20.0,,94.306,0.21,0.26,0.26,107.935,0.19,0.23,0.23,
06/30/2006,919.0,,-598.0,,,321.0,0.0,-168.0,151.0,17.0,153.0,-53.0,54.0,54.0,0.0,0.0,-1.0,100.0,-41.0,,59.0,3.0,,,56.0,0.0,56.0,0.0,0.0,56.0,56.0,,96.43,0.59,0.62,0.62,115.033,0.51,0.54,0.54,
09/30/2006,983.0,,-612.0,,,371.0,0.0,-166.0,156.0,10.0,205.0,-61.0,61.0,61.0,0.0,0.0,0.0,144.0,-56.0,,88.0,-7.0,,,95.0,0.0,95.0,0.0,0.0,95.0,95.0,,97.598,0.97,0.9,0.9,113.982,0.85,0.79,0.82,
12/31/2006,939.0,,-592.0,,,347.0,0.0,-173.0,160.0,13.0,174.0,-53.0,53.0,53.0,0.0,0.0,0.0,121.0,-44.0,,77.0,24.0,,,53.0,0.0,53.0,0.0,0.0,53.0,53.0,,108.163,0.49,0.71,0.71,108.163265,0.49,0.71,0.71,
03/31/2007,838.0,,-580.0,,,258.0,0.0,-159.0,147.0,12.0,99.0,-49.0,49.0,49.0,0.0,0.0,0.0,50.0,-18.0,,32.0,2.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,98.253,0.31,0.33,0.33,110.201,0.28,0.3,0.3,
06/30/2007,962.0,,-630.0,,,332.0,0.0,-160.0,147.0,13.0,172.0,-56.0,58.0,58.0,0.0,0.0,-2.0,116.0,-49.0,,67.0,0.0,,,67.0,0.0,67.0,0.0,0.0,67.0,67.0,,99.185,0.68,0.68,0.68,114.968,0.6,0.6,0.6,
09/30/2007,990.0,,-611.0,,,379.0,0.0,-163.0,150.0,13.0,216.0,-44.0,46.0,46.0,0.0,0.0,-2.0,172.0,-61.0,,111.0,-1.0,,,112.0,0.0,112.0,0.0,0.0,112.0,112.0,,101.142,1.1,1.09,1.09,115.089,0.98,0.97,0.97,
12/31/2007,930.0,,-591.0,,,339.0,0.0,-167.0,151.0,16.0,172.0,68.0,43.0,43.0,0.0,0.0,-111.0,240.0,-87.0,,153.0,0.0,,,153.0,0.0,153.0,0.0,0.0,153.0,153.0,,86.1,1.35,1.35,1.35,114.7,1.35,2.71,0.86,
03/31/2008,772.0,,-524.0,,,248.0,0.0,-146.0,131.0,15.0,102.0,-43.0,43.0,43.0,0.0,0.0,0.0,59.0,-21.0,,38.0,0.0,,,38.0,0.0,38.0,0.0,0.0,38.0,38.0,,103.332,0.37,0.37,0.37,110.765,0.34,0.34,0.34,
06/30/2008,831.0,,-545.0,,,286.0,0.0,-143.0,128.0,15.0,143.0,-67.0,51.0,51.0,0.0,,16.0,76.0,-39.0,,37.0,0.0,,,37.0,0.0,37.0,0.0,-239.0,-202.0,-202.0,22.471,86.419,-2.33,-2.33,-2.07,86.419,-2.33,-2.33,-2.07,
09/30/2008,873.0,,-538.0,,,335.0,0.0,-147.0,133.0,14.0,188.0,-71.0,72.0,72.0,0.0,0.0,-1.0,117.0,-43.0,,74.0,0.0,,,74.0,0.0,74.0,0.0,0.0,74.0,74.0,,66.672,1.11,1.11,1.11,77.354,0.98,0.98,0.98,
12/31/2008,791.0,,-423.0,,,368.0,0.0,-255.0,120.0,135.0,113.0,-1178.0,17.0,17.0,0.0,,1161.0,-1065.0,212.0,,-853.0,,,,-853.0,,-853.0,0.0,0.0,-853.0,-853.0,898.0,59.9,-14.25,-14.25,0.74,59.9,-14.25,-14.25,0.74,
03/31/2009,594.0,594.0,-450.0,344.0,14.0,144.0,0.0,-126.0,108.0,4.0,18.0,-51.0,52.0,52.0,0.0,,-1.0,-33.0,14.0,,-19.0,0.0,0.0,0.0,-19.0,0.0,-19.0,0.0,0.0,-19.0,-19.0,0.0,59.986,-0.32,-0.32,-0.32,59.986,-0.32,-0.32,-0.32,
06/30/2009,615.0,615.0,-474.0,364.0,15.0,141.0,0.0,-136.0,101.0,20.0,5.0,-34.0,32.0,32.0,0.0,,2.0,-29.0,12.0,,-17.0,0.0,0.0,0.0,-17.0,0.0,-17.0,0.0,0.0,-17.0,-15.0,2.0,60.124,-0.28,-0.28,-0.249484,60.124,-0.28,-0.28,-0.249484,
09/30/2009,592.0,592.0,-412.0,312.0,13.0,180.0,0.0,-113.0,99.0,1.0,67.0,-63.0,64.0,64.0,0.0,,-1.0,4.0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.65,60.132,0.0,0.0,0.02744,60.728,0.0,0.0,0.02717,
12/31/2009,557.0,557.0,-412.0,311.0,15.0,145.0,0.0,-121.0,100.0,6.0,24.0,-73.0,74.0,74.0,0.0,,-1.0,-49.0,25.0,,-24.0,2.0,2.0,0.0,-26.0,0.0,-26.0,0.0,0.0,-26.0,-12.0,12.0,60.2,-0.43,-0.39,-0.199336,60.2,-0.43,-0.39,-0.199336,
03/31/2010,478.0,478.0,-375.0,279.0,13.0,103.0,0.0,-105.0,86.0,6.0,-2.0,-62.0,63.0,63.0,0.0,,-1.0,-64.0,24.0,,-40.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,0.0,-40.0,-35.0,5.0,60.227,-0.67,-0.67,-0.581135,60.227,-0.67,-0.67,-0.586981,
06/30/2010,557.0,557.0,-386.0,291.0,16.0,171.0,0.0,-112.0,90.0,6.0,59.0,-56.0,56.0,57.0,-1.0,,0.0,3.0,9.0,,12.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,12.0,17.0,5.0,60.49,0.2,0.2,0.281038,67.7,0.18,0.18,0.253855,
09/30/2010,605.0,605.0,-396.0,298.0,14.0,209.0,0.0,-116.0,95.0,7.0,93.0,-55.0,57.0,57.0,0.0,0.0,-2.0,38.0,-15.0,,23.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,23.0,28.0,5.0,60.531,0.37,0.37,0.462573,68.532,0.33,0.33,0.402959,
12/31/2010,597.0,597.0,-422.0,322.0,17.0,175.0,0.0,-128.0,96.0,15.0,47.0,-87.0,87.0,87.0,0.0,,0.0,-40.0,23.0,,-17.0,4.0,4.0,0.0,-21.0,0.0,-21.0,0.0,0.0,-21.0,14.0,31.0,60.6,-0.35,-0.29,0.231023,60.6,-0.35,-0.29,0.221551,
03/31/2011,523.0,523.0,-385.0,286.0,12.0,138.0,0.0,-108.0,95.0,1.0,30.0,-57.0,58.0,58.0,0.0,,-1.0,-27.0,7.0,,-20.0,0.0,0.0,0.0,-20.0,,-20.0,0.0,0.0,-20.0,-19.0,1.0,60.85,-0.34,-0.34,-0.312243,60.85,-0.34,-0.34,-0.323566,
06/30/2011,629.0,629.0,-418.0,315.0,14.0,211.0,0.0,-116.0,100.0,2.0,95.0,-56.0,59.0,60.0,-1.0,,-3.0,39.0,-11.0,,28.0,1.0,1.0,0.0,27.0,0.0,27.0,0.0,0.0,27.0,30.0,2.0,61.363636,0.44,0.45,0.488889,74.052,0.37,0.38,0.407008,
09/30/2011,713.0,713.0,-439.0,329.0,13.0,274.0,0.0,-118.0,103.0,2.0,156.0,-60.0,58.0,58.0,0.0,0.0,2.0,96.0,-31.0,,65.0,0.0,0.0,0.0,65.0,0.0,65.0,0.0,0.0,65.0,66.0,1.0,62.64,1.04,1.04,1.05364,73.334,0.91,0.91,0.923636,
12/31/2011,746.0,746.0,-471.0,360.0,18.0,275.0,0.0,-160.0,109.0,33.0,115.0,-59.0,60.0,60.0,0.0,,-1.0,56.0,-28.0,,28.0,-1.0,-1.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,60.552,32.552,73.4,0.39,0.381471,0.824959,73.4,0.39,0.376376,0.819864,
03/31/2012,656.0,656.0,-443.0,328.0,14.0,213.0,0.0,-126.0,102.0,10.0,87.0,-68.0,69.0,69.0,0.0,,-1.0,19.0,-6.0,,13.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,19.0,6.0,63.131,0.21,0.21,0.300961,76.266,0.17,0.17,0.248672,
06/30/2012,993.0,993.0,-619.0,447.0,49.0,374.0,0.0,-328.0,146.0,133.0,46.0,-110.0,122.0,122.0,0.0,,-12.0,-64.0,12.0,,-52.0,0.0,0.0,0.0,-52.0,,-52.0,,0.0,-52.0,30.0,82.0,83.231,-0.63,-0.63,0.360443,83.231,-0.63,-0.63,0.35521,
09/30/2012,1219.0,1219.0,-714.0,510.0,71.0,505.0,0.0,-283.0,164.0,48.0,222.0,-128.0,128.0,128.0,0.0,,0.0,94.0,-21.0,,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,119.0,46.0,92.539,0.78,0.78,1.285944,105.273,0.7,0.7,1.136959,
12/31/2012,1249.0,1249.0,-754.0,546.0,64.0,495.0,0.0,-259.0,176.0,19.0,236.0,-197.0,197.0,197.0,0.0,0.0,0.0,39.0,2.0,,41.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,41.0,106.0,65.0,92.7,0.44,0.44,1.143474,105.2,0.4,0.4,1.017871,
03/31/2013,1100.0,1100.0,-715.0,513.0,64.0,385.0,0.0,-236.0,160.0,12.0,149.0,-119.0,120.0,120.0,0.0,0.0,-1.0,30.0,-9.0,,21.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,21.0,39.0,18.0,93.31,0.22,0.22,0.417962,106.38,0.19,0.19,0.359205,
06/30/2013,1206.0,1206.0,-735.0,527.0,62.0,471.0,0.0,-221.0,152.0,7.0,250.0,-119.0,119.0,119.0,0.0,0.0,0.0,131.0,-48.0,,83.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.0,83.0,95.0,12.0,93.895,0.89,0.89,1.011768,106.715,0.78,0.78,0.892449,
09/30/2013,1311.0,1311.0,-747.0,528.0,59.0,564.0,0.0,-227.0,167.0,1.0,337.0,-119.0,121.0,121.0,0.0,0.0,-2.0,218.0,-75.0,,143.0,0.0,0.0,0.0,143.0,0.0,143.0,0.0,0.0,143.0,150.0,7.0,93.244,1.53,1.53,1.608683,105.548,1.35,1.35,1.416321,
12/31/2013,1338.0,1338.0,-771.0,548.0,61.0,567.0,0.0,-225.0,163.0,1.0,342.0,-116.0,118.0,118.0,0.0,0.0,-2.0,226.0,-86.0,,140.0,0.0,0.0,0.0,140.0,0.0,140.0,0.0,0.0,140.0,146.65,6.65,106.1,1.31,1.31,1.382187,106.1,1.31,1.31,1.372677,
03/31/2014,1178.0,1178.0,-730.0,513.0,60.0,448.0,0.0,-230.0,168.0,2.0,218.0,-124.0,125.0,125.0,0.0,0.0,-1.0,94.0,-34.0,,60.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,73.0,13.0,95.225,0.63,0.63,0.766605,106.424,0.56,0.56,0.682153,
06/30/2014,1399.0,1399.0,-810.0,581.0,70.0,589.0,0.0,-264.0,187.0,7.0,325.0,-183.0,187.0,188.0,-1.0,0.0,-4.0,142.0,-48.0,,94.0,0.0,0.0,0.0,94.0,0.0,94.0,0.0,0.0,94.0,144.0,50.0,97.002,0.98,0.98,1.484505,105.594,0.9,0.9,1.373512,
09/30/2014,1544.0,1544.0,-856.0,620.0,70.0,688.0,0.0,-266.0,194.0,2.0,422.0,-119.0,124.0,124.0,0.0,0.0,-5.0,303.0,-111.0,,192.0,0.0,0.0,0.0,192.0,0.0,192.0,0.0,0.0,192.0,202.0,10.0,98.485,1.95,1.95,2.051074,104.076,1.84,1.84,1.936084,
12/31/2014,1564.0,1564.0,-857.0,618.0,73.0,707.0,0.0,-281.0,209.0,-1.0,426.0,-115.0,119.0,119.0,0.0,0.0,-4.0,311.0,-117.0,,194.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.0,194.0,198.3,4.3,99.2,1.96,1.96,1.998992,103.1,1.88,1.88,1.921707,
03/31/2015,1315.0,1315.0,-791.0,556.0,69.0,524.0,0.0,-224.0,181.0,-26.0,300.0,-118.0,121.0,121.0,0.0,0.0,-3.0,182.0,-67.0,,115.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,115.0,137.65,22.65,97.007,1.19,1.19,1.41897,99.065,1.16,1.16,1.388638,
06/30/2015,1429.0,1429.0,-811.0,571.0,67.0,618.0,0.0,-243.0,175.0,1.0,375.0,-226.0,232.0,233.0,-1.0,0.0,-6.0,149.0,-63.0,,86.0,0.0,0.0,0.0,86.0,0.0,86.0,0.0,0.0,86.0,164.65,78.65,96.647,0.89,0.89,1.703622,97.747,0.88,0.88,1.684628,
09/30/2015,1550.0,1550.0,-860.0,611.0,66.0,690.0,0.0,-244.0,178.0,0.0,446.0,-106.0,107.0,107.0,0.0,0.0,-1.0,340.0,-125.0,,215.0,0.0,0.0,0.0,215.0,0.0,215.0,0.0,0.0,215.0,219.0,4.0,94.213,2.28,2.28,2.32452,95.191,2.25,2.25,2.292021,
12/31/2015,1523.0,1523.0,-875.0,623.0,66.0,648.0,0.0,-251.0,180.0,5.0,397.0,-105.0,107.0,107.0,0.0,0.0,-2.0,292.0,-123.0,,169.0,0.0,0.0,0.0,169.0,0.0,169.0,0.0,0.0,169.0,177.808,8.808,92.7,1.82,1.82,1.918101,93.6,1.81,1.81,1.904103,
03/31/2016,1310.0,1310.0,-810.0,567.0,67.0,500.0,0.0,-246.0,177.0,2.0,254.0,-107.0,107.0,108.0,-1.0,0.0,0.0,147.0,-55.0,,92.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,92.0,101.0,9.0,90.51,1.01,1.01,1.115899,90.943,1.01,1.01,1.108963,
06/30/2016,1421.0,1421.0,-831.0,589.0,64.0,590.0,0.0,-243.0,177.0,2.0,347.0,-130.0,132.0,132.0,0.0,0.0,-2.0,217.0,-83.0,,134.0,0.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,134.0,157.0,23.0,88.095,1.52,1.52,1.782167,88.473,1.52,1.52,1.779966,
09/30/2016,1508.0,1508.0,-852.0,602.0,61.0,656.0,0.0,-244.0,179.0,4.0,412.0,-109.0,110.0,110.0,0.0,0.0,-1.0,303.0,-116.0,,187.0,0.0,0.0,0.0,187.0,0.0,187.0,0.0,0.0,187.0,200.0,13.0,85.945,2.18,2.18,2.32707,86.445,2.16,2.16,2.310385,
12/31/2016,1523.0,1523.0,-866.0,611.0,63.0,657.0,0.0,-255.0,186.0,6.0,402.0,-160.0,162.0,164.0,-2.0,0.0,-2.0,242.0,-89.0,,153.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,203.0,50.0,84.318,1.814559,1.814559,2.407552,85.239,1.794953,1.794953,2.381539,
03/31/2017,1356.0,1356.0,-842.0,594.0,62.0,514.0,0.0,-257.0,193.0,2.0,257.0,-96.0,94.0,95.0,-1.0,0.0,2.0,161.0,-52.0,,109.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,109.0,115.0,6.0,84.456,1.29,1.29,1.361656,85.377,1.27,1.27,1.340277,
06/30/2017,1597.0,1597.0,-942.0,676.0,64.0,655.0,0.0,-315.0,218.0,33.0,340.0,-111.0,113.0,113.0,0.0,0.0,-2.0,229.0,-88.0,,141.0,0.0,0.0,0.0,141.0,0.0,141.0,0.0,0.0,141.0,181.0,40.0,84.635,1.67,1.67,2.138595,85.408,1.65,1.65,2.11834,
09/30/2017,1766.0,1766.0,-993.0,703.0,63.0,773.0,0.0,-325.0,237.0,25.0,448.0,-126.0,131.0,131.0,0.0,,-5.0,322.0,-123.0,,199.0,0.0,0.0,0.0,199.0,0.0,199.0,0.0,0.0,199.0,248.0,49.0,84.663,2.36,2.36,2.929261,85.592,2.33,2.33,2.902483,
12/31/2017,1922.0,1922.0,-1095.0,775.0,70.0,827.0,0.0,-365.0,255.0,40.0,462.0,-126.0,126.0,126.0,0.0,0.0,0.0,336.0,561.0,,897.0,0.0,0.0,0.0,897.0,0.0,897.0,0.0,0.0,897.0,258.858,-638.142,84.6,10.602837,10.602837,3.059787,85.8,10.45,10.45,3.012448,
03/31/2018,1734.0,1734.0,-1088.0,766.0,71.0,646.0,0.0,-306.0,232.0,3.0,340.0,-108.0,109.0,109.0,0.0,0.0,-1.0,232.0,-49.0,,183.0,0.0,0.0,0.0,183.0,0.0,183.0,0.0,0.0,183.0,204.0,21.0,84.256,2.18,2.18,2.421193,85.238,2.15,2.15,2.396369,
