Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2002,337.306,,-178.711,,158.595,,-110.064,,,,48.531,-3.828,4.034,4.034,,-0.206,44.703,-13.411,31.292,0.0,,,31.292,0.0,31.292,0.0,0.0,31.292,31.292,,44.38482,0.71,0.71,0.71,45.317919,0.69,0.69,0.69,
03/31/2003,291.808,,-158.15,,133.658,,-106.102,,,,27.556,-9.08,3.905,3.905,,5.175,18.476,-5.541,12.935,,,,12.935,,12.935,,,12.935,12.935,,44.393312,0.29,0.29,0.29,45.288823,0.29,0.29,0.29,
06/30/2003,321.363,,-164.952,,156.411,0.0,-116.186,94.008,,22.178,40.225,-3.395,,3.671,,-0.276,36.83,-11.05,25.78,,,,25.78,,25.78,0.0,0.0,25.78,25.78,,44.434612,0.58,0.58,0.58,45.467106,0.57,0.57,0.57,
09/30/2003,320.814,,-168.95,,151.864,0.0,-114.969,92.783,,22.186,36.895,-2.349,,3.102,,-0.753,34.546,-10.364,24.182,,,,24.182,,24.182,0.0,0.0,24.182,24.182,,44.485712,0.54,0.54,0.54,45.568383,0.53,0.53,0.53,
12/31/2003,370.446014,,-194.203003,,176.243011,,-125.292,,,,50.951,-3.892,,3.475,,0.417,47.059,-14.118,32.941002,0.0,,,32.941,0.0,32.941002,0.0,0.0,32.941002,32.941002,,44.582001,0.74,0.74,0.74,45.710999,0.72,0.72,0.72,
03/31/2004,318.709,,-168.433,,150.276,,-120.272,,,,30.004,-3.402,3.466,3.466,,-0.064,26.602,-7.98,18.622,,,,18.622,,18.622,,,18.622,18.622,,44.557443,0.42,0.42,0.42,45.836934,0.41,0.41,0.41,
06/30/2004,344.492,,-176.573,,167.919,0.0,-124.08,101.02,,23.06,43.839,-3.24,,3.272,,-0.032,40.599,-12.181,28.418,,,,28.418,,28.418,0.0,0.0,28.418,28.418,,44.469648,0.64,0.64,0.64,45.750652,0.62,0.62,0.62,
09/30/2004,342.048,,-176.293,,165.755,,-127.798,104.683,,23.115,37.957,-2.774,,2.909,,-0.135,35.183,-10.555,24.628,0.0,,,24.628,0.0,24.628,0.0,0.0,24.628,24.628,,44.320477,0.56,0.56,0.6,45.520086,0.54,0.54,0.58,
12/31/2004,399.205,,-200.748,,198.457,,-143.103,,,,55.354,-3.514,,3.241,,0.273,51.84,-15.551,36.289,0.0,,,36.289,0.0,36.289,0.0,0.0,36.289,36.289,,43.601,0.83,0.83,0.85,44.828,0.81,0.81,0.83,
03/31/2005,337.16,,-174.365,,162.795,,-129.927,106.317,,23.61,32.868,-3.18,,3.516,,-0.336,29.688,-8.907,20.781,0.0,,,20.781,0.0,20.781,0.0,0.0,20.781,20.781,,43.139233,0.48,0.48,0.48,44.388971,0.47,0.47,0.47,
06/30/2005,368.637,,-188.212,,180.425,,-132.042,108.115,,23.927,48.383,-25.345,,3.764,,21.581,23.038,-4.727,18.311,0.0,,,18.311,0.0,18.311,0.0,0.0,18.311,18.311,,42.356672,0.43,0.43,0.74,43.438961,0.42,0.42,0.72,
09/30/2005,365.428,,-186.422,,179.006,,-130.908,108.777,,22.131,48.098,-3.757,,4.006,,-0.249,44.341,-18.723,25.618,0.0,,,25.618,0.0,25.618,0.0,0.0,25.618,25.618,,41.786186,0.61,0.61,0.74,42.89353,0.6,0.6,0.72,
12/31/2005,411.247,,-203.154,,208.093,,-142.49,,,,65.603,-2.486,3.594,3.594,,-1.108,63.117,-18.925,44.192,0.0,,,44.192,0.0,44.192,0.0,0.0,44.192,44.192,,41.549,1.06,1.06,1.06,42.419,1.04,1.04,1.04,
03/31/2006,346.16,,-175.82,,170.34,,-134.925,112.131,,22.794,35.415,-1.538,,4.076,,-2.538,33.877,-10.162,23.715,0.0,,,23.715,0.0,23.715,0.0,0.0,23.715,23.715,,41.050849,0.58,0.58,0.58,41.774068,0.57,0.57,0.57,
06/30/2006,389.157,,-196.722,,192.435,,-140.988,117.576,,23.412,51.447,-1.793,,4.35,,-2.557,49.654,-14.897,34.757,0.0,,,34.757,0.0,34.757,0.0,0.0,34.757,34.757,,40.535389,0.86,0.86,0.86,41.237812,0.84,0.84,0.84,
09/30/2006,397.318,,-203.261,,194.057,,-141.033,117.762,,23.271,53.024,-2.968,,4.409,,-1.441,50.056,-3.016,47.04,0.0,,,47.04,0.0,47.04,0.0,0.0,47.04,47.04,,39.795452,1.18,1.18,0.92,40.455687,1.16,1.16,0.9,
12/31/2006,462.277,,-228.677,,233.6,,-161.606,,,,71.994,-0.734,4.657,4.657,,-3.923,71.26,-19.24,52.02,0.0,,,52.02,0.0,52.02,0.0,0.0,52.02,52.02,,38.8821,1.31,1.31,1.31,39.6753,1.29,1.29,1.29,
03/31/2007,387.764,,-196.285,,191.479,,-145.697,121.436,,24.261,45.782,-4.098,,4.46,,-0.362,41.684,-11.254,30.43,0.0,,,30.43,0.0,30.43,0.0,0.0,30.43,30.43,,38.065483,0.8,0.8,0.8,38.931681,0.78,0.78,0.78,
06/30/2007,430.544,,-215.451,,215.093,,-154.268,128.855,,25.413,60.825,-4.618,,5.002,,-0.384,56.207,-15.176,41.031,0.0,,,41.031,0.0,41.031,0.0,0.0,41.031,41.031,,37.45436,1.1,1.1,1.1,38.409325,1.07,1.07,1.07,
09/30/2007,442.6,,-223.591,,219.009,,-155.044,129.52,,25.524,63.965,-5.573,,5.515,,0.058,58.392,-14.62,43.772,0.0,,,43.772,0.0,43.772,0.0,0.0,43.772,43.772,,36.650215,1.19,1.19,1.16,37.59702,1.16,1.16,1.13,
12/31/2007,532.84,,-262.24,,270.6,,-178.179,149.316,,28.863,92.421,-5.837,,6.026,,-0.189,86.584,-23.31,63.274,0.0,,,63.274,0.0,63.274,0.0,0.0,63.274,63.274,,35.930778,1.76,1.76,1.77,36.873667,1.72,1.72,1.73,
03/31/2008,438.955,,-217.803,,221.152,0.0,-165.261,138.602,,26.659,55.891,-7.524,,5.849,,1.675,48.367,-10.088,38.279,,,,38.279,,38.279,0.0,0.0,38.279,38.279,,35.119322,1.09,1.09,1.09,35.99375,1.06,1.06,1.06,
06/30/2008,515.605,,-256.594,,259.011,0.0,-186.468,157.097,,29.371,72.543,-6.528,,6.028,,0.5,66.015,-17.164,48.851,,,,48.851,,48.851,0.0,0.0,48.851,48.851,,34.471397,1.42,1.42,1.42,35.320765,1.38,1.38,1.38,
09/30/2008,509.097,,-260.417,,248.68,,-174.893,145.612,,29.281,73.787,-7.291,,6.846,,0.445,66.496,-13.772,52.724,0.0,,,52.724,0.0,52.724,0.0,0.0,52.724,52.724,,33.856574,1.56,1.56,1.48,34.727806,1.52,1.52,1.44,
12/31/2008,509.687,,-245.449,,264.238,,-166.019,138.495,,27.524,98.219,-13.028,,6.667,,6.361,85.191,-22.267,62.924,0.0,,,62.924,0.0,62.924,0.0,0.0,62.924,62.924,,33.553946,1.88,1.88,2.04,34.153116,1.84,1.84,2.0,
03/31/2009,374.079,374.079,-186.157,186.157,187.922,0.0,-146.643,114.035,21.57,11.038,41.279,-6.246,,5.241,,1.005,35.033,-1.154,33.879,0.0,0.0,0.0,33.879,0.0,33.879,0.0,0.0,33.879,39.6835,5.8045,33.631219,1.01,1.01,1.17996,33.996251,1.0,1.0,1.170739,
06/30/2009,407.442,407.442,-201.208,201.208,206.234,0.0,-161.356,122.488,22.075,16.793,44.878,-6.891,,6.76,,0.131,37.987,-10.256,27.731,0.0,0.0,0.0,27.731,0.0,27.731,0.0,0.0,27.731,37.2251,9.4941,33.690179,0.82,0.82,1.104924,34.192595,0.81,0.81,1.087665,
09/30/2009,435.65,435.65,-210.457,210.457,225.193,0.0,-161.296,129.686,22.309,9.301,63.897,-6.987,,6.974,,0.013,56.91,-15.365,41.545,0.0,0.0,0.0,41.545,0.0,41.545,0.0,0.0,41.545,45.43085,3.88585,33.728931,1.23,1.23,1.34694,34.413656,1.21,1.21,1.322916,
12/31/2009,511.682,511.682,-241.694,241.694,269.988,0.0,-165.809,138.968,23.731,3.11,104.179,-9.347,,6.142,,3.205,94.832,-25.394,69.438,0.0,0.0,0.0,69.438,0.0,69.438,0.0,0.0,69.438,73.9728,4.5348,33.815082,2.05,2.05,2.187568,34.560581,2.01,2.01,2.141213,
03/31/2010,416.651,416.651,-198.725,198.725,217.926,0.0,-161.244,135.014,22.465,3.765,56.682,-5.508,,5.254,,0.254,51.174,-13.306,37.868,0.0,0.0,0.0,37.868,,37.868,0.0,0.0,37.868,38.1176,0.2496,33.757175,1.12,1.12,1.12917,34.533067,1.1,1.1,1.107228,
06/30/2010,468.549,468.549,-221.924,221.924,246.625,0.0,-171.798,143.602,23.105,5.091,74.827,-5.441,,4.711,,0.73,69.386,-18.039,51.347,0.0,0.0,0.0,51.347,,51.347,0.0,0.0,51.347,54.21955,2.87255,33.536105,1.53,1.53,1.616752,34.395487,1.49,1.49,1.573515,
09/30/2010,490.213,490.213,-234.158,234.158,256.055,0.0,-174.528,145.303,24.992,4.233,81.527,-4.665,,4.792,,-0.127,76.862,-14.781,62.081,0.0,0.0,0.0,62.081,0.0,62.081,0.0,0.0,62.081,58.741921,-3.339079,33.171017,1.87,1.87,1.770881,34.027191,1.82,1.82,1.72187,
12/31/2010,592.765,592.765,-276.175,276.175,316.59,0.0,-197.892,164.807,26.466,6.619,118.698,-8.607,,5.3,,3.307,110.091,-29.239,80.852,0.0,0.0,0.0,80.852,0.0,80.852,0.0,0.0,80.852,82.8002,1.9482,32.657555,2.48,2.48,2.535407,33.604641,2.41,2.41,2.467974,
03/31/2011,498.766,498.766,-237.259,237.259,261.507,0.0,-191.849,161.378,26.351,4.12,69.658,-6.38,,5.711,,0.669,63.278,-16.451,46.827,0.0,0.0,0.0,46.827,0.0,46.827,0.0,0.0,46.827,47.227,0.4,32.290595,1.45,1.45,1.462562,33.291632,1.41,1.41,1.422015,
06/30/2011,561.088,561.088,-264.897,264.897,296.191,0.0,-207.955,172.054,29.605,6.296,88.236,-6.899,,5.692,,1.207,81.337,-21.149,60.188,0.0,0.0,0.0,60.188,0.0,60.188,0.0,0.0,60.188,58.828,-1.36,31.99785,1.88,1.88,1.838499,33.013887,1.82,1.82,1.778805,
09/30/2011,601.114,601.114,-286.697,286.697,314.417,0.0,-221.057,185.832,30.068,5.157,93.36,-6.302,,5.893,,0.409,87.058,-18.862,68.196,0.0,0.0,0.0,68.196,0.0,68.196,0.0,0.0,68.196,66.776,-1.42,31.76027,2.15,2.15,2.102501,32.664482,2.09,2.09,2.046528,
12/31/2011,648.36,648.36,-302.201,302.201,346.159,0.0,-222.63,184.368,30.115,8.147,123.529,-6.025,,5.93,0.0,0.095,117.504,-23.222,94.282,0.0,0.0,0.0,94.282,0.0,94.282,0.0,0.0,94.282,95.417,1.135,31.5424,2.99,2.99,3.025039,32.387459,2.91,2.91,2.945044,
03/31/2012,535.4,535.4,-258.298,258.298,277.102,0.0,-201.815,167.641,28.667,5.507,75.287,-5.979,,5.823,,0.156,69.308,-16.981,52.327,0.0,0.0,0.0,52.327,0.0,52.327,0.0,0.0,52.327,53.762,1.435,31.531915,1.66,1.66,1.705003,32.386924,1.62,1.62,1.664308,
06/30/2012,570.283,570.283,-271.275,271.275,299.008,0.0,-211.143,169.985,27.966,13.192,87.865,-6.139,,5.706,,0.433,81.726,-20.022,61.704,0.0,0.0,0.0,61.704,0.0,61.704,0.0,0.0,61.704,68.644,6.94,31.26766,1.97,1.97,2.195367,32.038928,1.93,1.93,2.146611,
09/30/2012,578.553,578.553,-270.396,270.396,308.157,0.0,-207.25,171.021,27.896,8.333,100.907,-5.302,,5.568,,-0.266,95.605,-23.422,72.183,0.0,0.0,0.0,72.183,0.0,72.183,0.0,0.0,72.183,73.673,1.49,30.846062,2.34,2.34,2.388409,31.599081,2.28,2.28,2.327153,
12/31/2012,657.292,657.292,-300.504,300.504,356.788,0.0,-214.392,175.379,28.001,11.012,142.396,-6.434,,5.667,,0.767,135.962,-31.329,104.633,0.0,0.0,0.0,104.633,0.0,104.633,0.0,0.0,104.633,107.788,3.155,30.532491,3.43,3.43,3.530272,31.271377,3.35,3.35,3.450891,
03/31/2013,524.355,524.355,-245.197,245.197,279.158,0.0,-203.849,166.025,27.7,10.124,75.309,-6.173,,5.4,,0.773,69.136,-16.592,52.544,0.0,0.0,0.0,52.544,0.0,52.544,0.0,0.0,52.544,57.774,5.23,30.299569,1.73,1.73,1.90676,31.101979,1.69,1.69,1.858157,
06/30/2013,578.68,578.68,-269.837,269.837,308.843,0.0,-211.44,173.434,29.003,9.003,97.403,-6.53,,5.543,,0.987,90.873,-21.811,69.062,0.0,0.0,0.0,69.062,0.0,69.062,0.0,0.0,69.062,70.487,1.425,30.119889,2.29,2.29,2.340214,30.849934,2.24,2.24,2.286191,
09/30/2013,591.687,591.687,-273.114,273.114,318.573,0.0,-214.699,173.446,29.046,12.207,103.874,-6.078,,5.557,,0.521,97.796,-23.47,74.326,0.0,0.0,0.0,74.326,0.0,74.326,0.0,0.0,74.326,77.6043,3.2783,29.818218,2.49,2.49,2.60258,30.579954,2.43,2.43,2.537204,
12/31/2013,684.25,684.25,-308.893,308.893,375.357,0.0,-223.42,179.788,30.597,13.035,151.937,-7.033,,6.211,,0.822,144.904,-34.742,110.162,0.0,0.0,0.0,110.162,0.0,110.162,0.0,0.0,110.162,114.152,3.99,29.596949,3.72,3.72,3.856884,30.366603,3.63,3.63,3.761394,
03/31/2014,550.621,550.621,-257.98,257.98,292.641,0.0,-210.274,172.191,29.497,8.586,82.367,-5.983,,5.666,,0.317,76.384,-18.333,58.051,0.0,0.0,0.0,58.051,0.0,58.051,0.0,0.0,58.051,59.281,1.23,29.370232,1.98,1.98,2.018404,30.088245,1.93,1.93,1.97088,
06/30/2014,608.834,608.834,-280.658,280.658,328.176,0.0,-224.416,183.103,32.125,9.188,103.76,-6.362,,5.956,,0.406,97.398,-23.376,74.022,0.0,0.0,0.0,74.022,0.0,74.022,0.0,0.0,74.022,75.877,1.855,29.074695,2.55,2.55,2.609726,29.750815,2.49,2.49,2.552351,
09/30/2014,629.1,629.1,-285.549,285.549,343.551,0.0,-225.099,186.499,30.352,8.248,118.452,-6.616,,5.991,0.0,0.625,111.836,-26.84,84.996,0.0,0.0,0.0,84.996,0.0,84.996,0.0,0.0,84.996,87.096,2.1,28.732152,2.96,2.96,3.031308,29.408614,2.89,2.89,2.961408,
12/31/2014,697.428,697.428,-303.046,303.046,394.382,0.0,-227.19,186.789,31.323,9.078,167.192,-7.806,,6.924,,0.882,159.386,-38.214,121.172,0.0,0.0,0.0,121.172,0.0,121.172,0.0,0.0,121.172,122.272,1.1,28.398579,4.27,4.27,4.305568,29.045269,4.17,4.17,4.207872,
03/31/2015,535.701,535.701,-236.896,236.896,298.805,0.0,-209.934,173.038,28.461,8.435,88.871,-5.908,,6.725,,-0.817,82.963,-19.912,63.051,0.0,0.0,0.0,63.051,0.0,63.051,0.0,0.0,63.051,63.101,0.05,28.11522,2.24,2.24,2.244372,28.762935,2.19,2.19,2.191738,
06/30/2015,582.057,582.057,-259.145,259.145,322.912,0.0,-213.956,174.808,29.794,9.354,108.956,-6.909,,6.942,,-0.033,102.047,-24.49,77.557,0.0,0.0,0.0,77.557,0.0,77.557,0.0,0.0,77.557,78.987,1.43,27.843905,2.79,2.79,2.836779,28.460336,2.73,2.73,2.780245,
09/30/2015,604.154,604.154,-264.625,264.625,339.529,0.0,-215.585,175.546,29.711,10.328,123.944,-7.021,,7.029,,-0.008,116.923,-28.062,88.861,0.0,0.0,0.0,88.861,0.0,88.861,0.0,0.0,88.861,87.706,-1.155,27.547734,3.23,3.23,3.183783,28.113287,3.16,3.16,3.118916,
12/31/2015,673.535,673.535,-282.788,282.788,390.747,0.0,-222.51,177.418,31.11,13.982,168.237,-6.746,,6.755,,-0.009,161.491,-38.14,123.351,0.0,0.0,0.0,123.351,0.0,123.351,0.0,0.0,123.351,127.951,4.6,27.228026,4.53,4.53,4.699239,27.755045,4.44,4.44,4.605736,
03/31/2016,539.674,539.674,-239.767,239.767,299.907,0.0,-207.198,168.921,28.973,9.304,92.709,-6.296,,6.58,,-0.284,86.413,-20.739,65.674,0.0,0.0,0.0,65.674,0.0,65.674,0.0,0.0,65.674,65.724,0.05,26.931293,2.44,2.44,2.440432,27.421019,2.4,2.4,2.401823,
06/30/2016,608.286,608.286,-260.71,260.71,347.576,0.0,-229.359,187.798,30.701,10.86,118.217,-15.045,,6.872,,8.173,103.172,-23.584,79.588,0.0,0.0,0.0,79.588,0.0,79.588,0.0,0.0,79.588,87.550224,7.962224,26.631015,2.99,2.99,3.287529,27.143284,2.93,2.93,3.22334,
09/30/2016,650.598,650.598,-281.104,281.104,369.494,0.0,-228.4,187.68,30.139,10.581,141.094,-7.77,,7.167,,0.603,133.324,-31.992,101.332,0.0,0.0,0.0,101.332,0.0,101.332,0.0,0.0,101.332,103.232,1.9,26.375468,3.84,3.84,3.91394,26.88881,3.77,3.77,3.840661,
12/31/2016,709.699,709.699,-291.089,291.089,418.61,0.0,-229.92,188.223,30.155,11.542,188.69,-7.406,,7.407,,-0.001,181.284,-43.508,137.776,0.0,0.0,0.0,137.776,0.0,137.776,0.0,0.0,137.776,140.766,2.99,26.139024,5.27,5.27,5.385281,26.631269,5.17,5.17,5.282274,
03/31/2017,594.567,594.567,-251.178,251.178,343.389,0.0,-228.333,185.656,31.2,11.477,115.056,-1.208,,7.741,,-6.533,113.848,-21.382,92.466,0.0,0.0,0.0,92.466,0.0,92.466,0.0,0.0,92.466,90.866,-1.6,25.932112,3.57,3.57,3.503995,26.586061,3.48,3.48,3.419818,
06/30/2017,653.656,653.656,-278.044,278.044,375.612,0.0,-242.478,195.624,32.582,14.272,133.134,-6.287,,8.171,,-1.884,126.847,-25.267,101.58,0.0,0.0,0.0,101.58,0.0,101.58,0.0,0.0,101.58,104.68,3.1,25.751374,3.94,3.94,4.065026,26.439529,3.84,3.84,3.957249,
09/30/2017,698.799,698.799,-297.824,297.824,400.975,0.0,-253.337,207.033,32.203,14.101,147.638,-8.011,,8.248,,-0.237,139.627,-34.677,104.95,0.0,0.0,0.0,104.95,0.0,104.95,0.0,0.0,104.95,108.85,3.9,25.613433,4.1,4.1,4.249723,26.303529,3.99,3.99,4.138269,
12/31/2017,778.031,778.031,-322.256,322.256,455.775,0.0,-254.464,206.547,32.324,15.593,201.311,-7.411,,8.625,,-1.214,193.9,-116.924,76.976,0.0,0.0,0.0,76.976,0.0,76.976,0.0,0.0,76.976,152.076,75.1,25.562542,3.01,3.01,5.949174,26.229052,2.93,2.93,5.793237,
03/31/2018,660.821,660.821,-285.888,285.888,374.933,0.0,-251.535,200.674,34.713,16.148,123.398,-5.959,,8.359,,-2.4,117.439,-24.135,93.304,0.0,0.0,0.0,93.304,0.0,93.304,0.0,0.0,93.304,96.704,3.4,25.468323,3.66,3.66,3.797031,26.095647,3.58,3.58,3.71029,
06/30/2018,721.996,721.996,-309.371,309.371,412.625,0.0,-262.63,208.024,35.315,19.291,149.995,-6.393,,8.309,,-1.916,143.602,-32.134,111.468,0.0,0.0,0.0,111.468,0.0,111.468,0.0,0.0,111.468,117.168,5.7,25.299414,4.41,4.41,4.631254,25.867383,4.31,4.31,4.530355,
09/30/2018,734.846,734.846,-315.592,315.592,419.254,0.0,-251.367,202.451,34.838,14.078,167.887,-7.524,,9.003,,-1.479,160.363,-33.71,126.653,0.0,0.0,0.0,126.653,0.0,126.653,0.0,0.0,126.653,128.353,1.7,25.126061,5.04,5.04,5.108361,25.683365,4.93,4.93,4.996191,
