Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,9192.181,1159.96,539.092,620.868,193.429,,68.363,6.223,14.974,47.166,0.0,66.1,,,1261.069,,66.1,1487.852,604.261,,,3517.048,3517.048,,,3583.02,62.665,9.204,53.461,1825.176,434.11,7704.329,,144.559,,144.559,1.04,0.0,,,,1.04,680.773,,,680.773,826.372,1471.239,1471.239,,,,89.091,,,,,89.091,1560.33,2386.702,0.0,1806.543,244.573,1561.97,3679.439,1314.743,6800.725,4.754,6805.479,9192.181,
09/30/2011,8215.054,1117.242,306.27,810.972,171.451,,69.258,5.903,14.117,49.238,0.0,61.462,,,1686.058,,61.462,1419.413,595.112,,,2258.897,2258.897,,,3941.632,60.037,9.204,50.833,1767.283,428.254,6795.641,,142.307,,142.307,1.103,0.0,,,,1.103,515.889,,,515.889,659.299,1471.294,1471.294,,,,56.058,,,,,56.058,1527.352,2186.651,0.0,1810.846,244.583,1566.263,3388.417,824.179,6023.442,4.961,6028.403,8215.054,
12/31/2011,9263.189,318.625,168.49,150.135,369.123,,354.578,71.522,49.514,233.542,0.0,211.153,0.0,,1440.605,,56.189,1253.479,1053.689,1423.062,-369.373,2226.875,2226.875,,,4729.146,876.589,18.119,858.47,1991.795,420.157,8009.71,,386.544,,386.544,30.133,0.0,,,,30.133,460.455,0.0,0.0,460.455,877.132,1875.571,1875.571,,,,96.316,0.0,63.073,63.073,0.0,33.243,1971.887,2849.019,0.0,1815.267,244.583,1570.684,3446.708,912.421,6174.396,239.774,6414.17,9263.189,
03/31/2012,8986.637,330.771,205.291,125.48,332.17,,355.736,60.889,54.549,240.298,0.0,106.753,,,1411.758,,62.707,1125.43,1043.313,,,1759.427,1759.427,,,5058.467,865.864,19.029,846.835,2376.701,404.144,7861.207,,315.333,,315.333,39.257,0.0,,,,39.257,447.577,,,447.577,802.167,1425.187,1425.187,,,,96.378,,,,,96.378,1521.565,2323.732,0.0,1818.515,244.583,1573.932,3937.585,671.579,6427.679,235.226,6662.905,8986.637,
06/30/2012,8603.278,380.407,186.665,193.742,407.285,,340.437,46.435,55.18,238.822,0.0,157.512,,,1550.212,,79.236,1285.641,1013.283,,,1542.199,1542.199,,,4762.155,852.435,18.805,833.63,1964.167,395.341,7317.637,,345.696,,345.696,39.777,0.0,,,,39.777,408.908,,,408.908,794.381,1370.845,1370.845,,,,96.367,,,,,96.367,1467.212,2261.593,0.0,1810.228,244.583,1565.645,3740.334,541.721,6092.283,249.402,6341.685,8603.278,
09/30/2012,8740.184,1162.522,772.144,390.378,315.03,,354.487,47.082,54.213,253.192,0.0,307.442,,,1492.671,,229.572,2139.481,856.213,,,1446.303,1446.303,,,4298.187,862.376,18.805,843.571,1560.329,382.811,6600.703,,412.692,,412.692,445.409,0.0,,,,445.409,444.622,,,444.622,1302.723,911.832,911.832,,,,96.384,,,,,96.384,1008.216,2310.939,0.0,1826.229,244.583,1581.646,3847.008,518.705,6191.942,237.303,6429.245,8740.184,
12/31/2012,9349.118,3502.952,145.96,3356.992,1077.172,,383.492,51.202,61.069,271.221,0.0,645.203,0.0,,1214.615,,638.375,5608.819,857.36,1242.986,-385.626,0.0,,,,2882.939,854.026,24.195,829.831,807.474,6.824,3740.299,,588.58,,588.58,0.0,0.0,,,,,392.559,0.0,0.0,392.559,981.139,1358.695,1358.695,,,,0.0,0.0,,,,0.0,1358.695,2339.834,0.0,1822.111,244.583,1577.528,4240.028,705.129,6767.268,242.016,7009.284,9349.118,
03/31/2013,47349.294,9663.679,6869.163,2794.516,16413.535,,341.123,57.365,37.177,246.581,0.0,1045.251,,,1822.135,,1045.251,27463.588,933.073,,,25.338,,25.338,,18927.295,2826.444,1738.744,1087.7,59.976,14218.74,19885.706,,1400.761,,1400.761,100.0,100.0,,,,,27351.868,,,27351.868,28852.629,7753.948,7753.948,,,,0.0,,,,,0.0,7753.948,36606.577,125.0,5210.22,363.941,4846.279,4324.471,506.87,10166.561,576.156,10742.717,47349.294,
06/30/2013,46179.276,9273.887,6609.786,2664.101,15270.288,,363.019,62.972,39.631,260.416,0.0,1308.094,,,1839.932,,1308.094,26215.288,930.486,,,36.202,,36.202,,18997.3,2782.408,1722.548,1059.86,1047.12,13327.84,19963.988,,1493.305,,1493.305,0.0,0.0,,,,,26754.788,,,26754.788,28248.093,7559.476,7559.476,,,,0.0,,,,,0.0,7559.476,35807.569,125.0,5228.413,364.378,4864.035,4354.244,440.95,10148.607,223.1,10371.707,46179.276,
09/30/2013,45541.073,9878.067,7868.019,2010.048,13702.549,,407.377,96.12,22.629,288.628,0.0,1283.778,,,1791.643,,1283.778,25271.771,936.174,,,45.133,,45.133,,19287.995,2787.078,1747.862,1039.216,1131.35,13577.924,20269.302,,1438.986,,1438.986,50.0,50.0,,,,,26017.267,,,26017.267,27506.253,7350.559,7350.559,,,,228.025,,,,,228.025,7578.584,35084.837,125.0,5280.314,364.567,4915.747,4333.887,487.152,10226.353,229.883,10456.236,45541.073,
12/31/2013,47866.781,10390.34,7524.197,2866.143,16699.542,,364.326,56.334,34.701,273.291,0.0,698.008,,,1809.943,,698.008,28152.216,885.859,1299.636,-413.777,68.348,57.285,11.063,,18760.358,2768.628,1748.099,1020.529,1258.341,12923.446,19714.565,,8309.945,,8309.945,12.0,12.0,0.0,0.0,,,20824.843,0.0,,20824.843,29146.788,8180.865,8180.865,0.0,0.0,,0.0,0.0,,,,0.0,8180.865,37327.653,125.0,5245.572,364.541,4881.031,4318.84,538.05,10227.462,311.666,10539.128,47866.781,
03/31/2014,51130.014,9361.538,7392.044,1969.494,18443.849,,380.899,52.343,38.764,289.792,0.0,1275.955,,,1767.181,,1275.955,29462.241,922.637,,,1.051,,1.051,,20744.085,2766.547,1750.636,1015.911,206.201,16004.156,21667.773,,1450.645,,1450.645,12.0,12.0,,,,,30783.088,,,30783.088,32245.733,8331.266,8331.266,,,,0.0,,,,,0.0,8331.266,40576.999,125.0,5240.27,363.965,4876.305,4389.453,558.06,10312.783,240.232,10553.015,51130.014,
06/30/2014,51407.735,9419.722,7475.242,1944.48,17942.865,,386.425,34.856,37.079,314.49,0.0,1442.57,,,1742.268,,1442.57,29191.582,936.923,,,377.294,251.188,126.106,,20901.936,2750.11,1750.87,999.24,1295.866,15113.692,22216.153,,1660.87,,1660.87,12.0,12.0,,,,,30208.291,,,30208.291,31881.161,8798.056,8798.056,,,,0.0,,,,,0.0,8798.056,40679.217,125.0,5358.638,368.536,4990.102,4430.738,561.305,10475.681,252.837,10728.518,51407.735,
09/30/2014,52727.801,9415.478,7549.063,1866.415,19241.659,,444.86,38.434,39.569,366.857,0.0,1732.892,,,1693.01,,1732.892,30834.889,709.326,,,292.325,283.999,8.326,,20891.261,2754.305,1749.372,1004.933,1508.997,14934.949,21892.912,,1880.127,,1880.127,92.0,92.0,,,,,31331.378,,,31331.378,33303.505,8619.197,8619.197,,,,0.0,,,,,0.0,8619.197,41922.702,125.0,5390.21,368.464,5021.746,4461.634,533.263,10510.107,294.992,10805.099,52727.801,
12/31/2014,52623.908,9330.218,7721.449,1608.769,19612.49,,422.903,37.993,40.951,343.959,0.0,1384.381,,,1712.535,,1384.381,30749.992,726.376,1148.135,-421.759,286.888,281.47,5.418,,20860.652,2720.763,1742.389,978.374,1712.568,14714.786,21873.916,,10516.491,,10516.491,12.0,12.0,,,,,22885.78,0.0,,22885.78,33414.271,8527.929,8527.929,,,,0.0,0.0,,,,0.0,8527.929,41942.2,125.0,5427.007,367.499,5059.508,4428.069,447.082,10427.158,254.55,10681.708,52623.908,
03/31/2015,52322.692,7685.273,6710.843,974.43,20971.087,,444.832,39.184,40.773,364.875,0.0,1262.201,,,1506.968,,1262.201,30363.393,722.149,,,598.402,593.581,4.821,,20638.748,2702.298,1741.137,961.161,1762.711,14666.771,21959.299,,8940.421,,8940.421,411.998,411.998,,,,,23397.578,,,23397.578,32749.997,8558.783,8558.783,,,,0.0,,,,,0.0,8558.783,41308.78,125.0,5439.754,366.721,5073.033,4784.966,427.118,10776.838,237.074,11013.912,52322.692,
06/30/2015,52555.956,6781.932,5887.146,894.786,20545.454,,380.952,37.213,42.932,300.807,0.0,1315.913,,,1529.457,,1315.913,29024.251,723.31,,,599.042,589.419,9.623,,22209.353,2684.571,1739.946,944.625,1681.472,16313.853,23531.705,,7772.082,,7772.082,362.0,362.0,,,,,24944.253,,,24944.253,33078.335,8454.482,8454.482,,,,0.0,,,,,0.0,8454.482,41532.817,125.0,5452.251,366.616,5085.635,4777.697,425.064,10780.012,243.127,11023.139,52555.956,
09/30/2015,50513.738,4755.76,4463.31,292.45,20494.447,,344.765,39.767,38.702,266.296,0.0,1339.568,,,1622.79,,1339.568,26934.54,716.906,,,604.831,604.831,0.0,,22257.461,2667.87,1740.231,927.639,1703.746,16263.055,23579.198,,6945.182,,6945.182,12.0,12.0,,,,,24969.694,,,24969.694,31926.876,7856.749,7856.749,,,,0.0,,,,,0.0,7856.749,39783.625,125.0,5368.79,362.286,5006.504,4580.831,415.855,10490.476,239.637,10730.113,50513.738,
12/31/2015,46331.184,4597.087,4389.732,207.355,18293.09,,288.073,42.556,34.091,211.426,0.0,1185.391,,0.0,1575.368,,1185.391,24363.641,721.875,1260.552,-538.677,603.72,603.72,,,20641.948,2648.362,1736.341,912.021,1757.369,14660.849,21967.543,,7107.081,,7107.081,310.659,310.659,,,,,20730.339,0.0,,20730.339,28148.079,7400.582,7400.582,,,,0.0,0.0,,,,0.0,7400.582,35548.661,125.0,5349.436,362.617,4986.819,4612.982,438.793,10526.211,256.312,10782.523,46331.184,
03/31/2016,43134.365,3682.734,3283.878,398.856,15144.599,,332.116,45.581,29.12,257.415,0.0,1542.246,,,1646.292,,1542.246,20701.695,721.06,,,546.805,546.805,,,21164.805,2622.351,1729.3,893.051,1843.47,15052.692,22432.67,,5124.603,,5124.603,311.885,311.885,,,,,19494.463,,,19494.463,24930.951,7620.461,7620.461,,,,0.0,,,,,0.0,7620.461,32551.412,125.0,5330.776,362.329,4968.447,4366.525,394.004,10216.305,366.648,10582.953,43134.365,
06/30/2016,45041.927,4231.951,3867.807,364.144,16585.503,,330.118,39.477,37.009,253.632,0.0,1511.122,,,1584.954,,1511.122,22658.694,702.727,,,523.872,523.872,,,21156.634,2621.633,1737.749,883.884,1737.337,15212.71,22383.233,,6456.251,,6456.251,397.206,397.206,,,,,20395.312,,,20395.312,27248.769,7169.813,7169.813,,,,0.0,,,,,0.0,7169.813,34418.582,125.0,5272.985,360.405,4912.58,4400.261,413.272,10211.518,411.827,10623.345,45041.927,
09/30/2016,46106.015,4656.506,4305.84,350.666,15597.243,,322.798,42.315,17.526,262.957,0.0,1376.65,,,1513.163,,1376.65,21953.197,715.198,,,556.971,556.971,0.0,,22880.649,2594.329,1729.775,864.554,2105.088,16668.069,24152.818,,7765.74,,7765.74,432.235,432.235,,,,,19967.223,,,19967.223,28165.198,7232.261,7232.261,,,,0.0,,,,,0.0,7232.261,35397.459,125.0,5167.66,359.671,4807.989,4531.329,360.681,10184.67,523.886,10708.556,46106.015,
12/31/2016,45071.307,4965.944,4664.895,301.049,14985.237,,309.935,30.733,35.714,243.488,0.0,1453.812,,128.083,1461.815,,1325.729,21714.928,709.242,1227.368,-518.126,515.318,515.318,,,22131.819,2513.678,1715.714,797.964,2125.098,16031.228,23356.379,,7373.708,,7373.708,525.842,525.842,0.0,0.0,,,19025.856,,,19025.856,26925.406,7380.443,7380.443,0.0,0.0,,,,,,,,7380.443,34305.849,125.0,5172.012,359.425,4812.587,4645.391,310.697,10253.1,512.358,10765.458,45071.307,
03/31/2017,45979.997,5429.243,4966.74,462.503,14606.439,,310.341,28.242,36.02,246.079,0.0,1526.048,,0.0,1360.779,,1526.048,21872.071,718.439,,,498.529,498.529,,,22890.958,2499.103,1715.263,783.84,2122.479,16908.597,24107.926,,6859.832,,6859.832,422.924,422.924,,,,,19439.502,,,19439.502,26722.258,8198.419,8198.419,,,,0.0,,,,,0.0,8198.419,34920.677,125.0,5179.097,359.816,4819.281,4903.424,315.637,10523.158,536.162,11059.32,45979.997,
06/30/2017,48376.102,5917.003,5580.948,336.055,15249.061,,316.701,29.974,40.617,246.11,0.0,1490.789,,0.0,1322.443,,1490.789,22973.554,728.409,,,503.294,503.294,,,24170.845,2488.543,1718.332,770.211,2239.423,18120.436,25402.548,,6785.079,,6785.079,439.14,439.14,,,,,21953.889,,,21953.889,29178.108,8084.886,8084.886,,,,0.0,,,,,0.0,8084.886,37262.994,125.0,5202.611,358.645,4843.966,4938.254,350.442,10616.307,496.801,11113.108,48376.102,
09/30/2017,47666.944,6441.173,5920.676,520.497,15505.065,,306.319,32.333,35.234,238.752,0.0,1420.693,,0.0,1262.648,,1420.693,23673.25,727.685,,,541.275,541.275,0.0,,22724.734,2473.292,1718.459,754.833,2350.98,16637.814,23993.694,,7104.957,,7104.957,417.122,417.122,,,,,20897.074,,,20897.074,28419.153,8092.642,8092.642,,,,0.0,,,,,0.0,8092.642,36511.795,125.0,5088.001,356.19,4731.811,5000.423,363.486,10576.91,578.239,11155.149,47666.944,
