Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2004,5.163,,,-25.565001,,,-20.402,,-6.004,,,,-26.406,-37.095001,4.868,4.868,,0.0,32.227001,-63.501001,-0.099,,,-63.599998,0.0,,,-63.600001,0.0,-63.599998,0.0,0.0,-63.599998,-63.599998,,72.929001,-0.87,-0.87,-0.4,72.929001,-0.87,-0.87,-0.4,
09/30/2004,2.332,,,-17.648001,,,-15.316001,,-4.766,,,,-20.082001,-5.636,4.623,4.623,,0.0,1.013,-25.718001,0.0,,,-25.718,0.258,,,-25.976001,0.0,-25.976,0.0,0.0,-25.976,-25.976,,73.322998,-0.35,-0.35,-0.344,73.322998,-0.35,-0.35,-0.344,
12/31/2004,2.325,,,-21.061,,,-18.736,,-4.573,,,,-23.309,-13.692,,4.23,-0.192,0.0,9.654,-37.001,-0.271,,,-37.272,0.254,,,-37.526,0.0,-37.526,0.0,0.0,-37.526,-37.526,,79.289,-0.47,-0.47,-0.32,79.289,-0.47,-0.47,-0.32,
03/31/2005,2.915,,,-17.764,,,-14.849,,-3.144,,,,-17.993,-2.291,4.317,4.317,,0.0,-2.026,-20.284,0.0,,,-20.284,-0.153,,,-20.131,0.0,-20.131001,0.0,0.0,-20.131001,-20.131001,,83.049004,-0.24,-0.24,-0.24,83.049004,-0.24,-0.24,-0.24,
06/30/2005,2.676,,,-26.556,,,-23.88,,-3.18,,,,-27.059999,1.75,4.13,4.13,,0.0,-5.88,-25.309999,0.156,,,-25.153999,-0.009,,,-25.144999,0.0,-25.145,0.0,0.0,-25.145,-25.145,,83.303001,-0.3,-0.3,-0.3,83.303001,-0.3,-0.3,-0.3,
09/30/2005,1.228,,,-27.356001,,,-26.128001,,-3.009,,,,-29.136999,-1.07,3.81,3.81,,0.0,-2.74,-30.206999,0.0,,,-30.207001,0.003,,,-30.209999,0.0,-30.209999,0.0,0.0,-30.209999,-30.209999,,83.414001,-0.36,-0.36,-0.36,83.414001,-0.36,-0.36,-0.36,
12/31/2005,1.027,,,-23.941999,,,-22.914999,,-3.68,,,,-26.594,-1.511,,3.796,-2.299,0.0,0.014,-28.105,0.395,,,-27.711,-0.155,,,-27.555,0.0,-27.556,0.0,0.0,-27.556,-27.556,,83.519997,-0.33,-0.33,-0.33,83.519997,-0.33,-0.33,-0.33,
03/31/2006,6.465,,,0.0,,,6.465,,-28.834,,,,-22.368999,5.063,3.859,3.859,,0.0,-8.922,-17.306,0.0,,,-17.306,0.0,,,-17.306,0.0,-17.306,0.0,0.0,-17.306,-17.306,,83.626999,-0.21,-0.21,-0.21,83.626999,-0.21,-0.21,-0.21,
06/30/2006,6.855,,,0.0,,,6.855,,-26.035,,,,-19.18,-1.34,,3.891,-2.6,0.0,0.049,-20.52,0.0,,,-20.52,0.0,,,-20.52,0.0,-20.52,0.0,0.0,-20.52,-20.52,,83.786003,-0.24,-0.24,-0.18,83.786003,-0.24,-0.24,-0.18,
09/30/2006,7.268,,,0.0,,,7.268,,-23.025,,,,-15.757,-0.081,4.077,4.077,,0.0,-3.996,-15.838,0.0,,,-15.838,0.0,,,-15.838,0.0,-15.838,0.0,0.0,-15.838,-15.838,,83.851997,-0.19,-0.19,-0.19,83.851997,-0.19,-0.19,-0.19,
12/31/2006,7.056,,,0.0,,,7.056,,-26.834,,,,-19.778,-0.724,0.881999,6.083,-5.201001,0.0,-0.157999,-20.502,0.0,,,-20.502001,0.0,,,-20.502,0.0,-20.502001,0.0,0.0,-20.502001,-20.502001,,83.931,-0.24,-0.24,-0.24,83.931,-0.24,-0.24,-0.24,
03/31/2007,7.422,,,0.0,,,7.422,,-27.705,,,,-20.283001,-1.864,5.93,5.93,,0.0,-4.066,-22.147001,0.0,,,-22.146999,0.0,,,-22.147001,0.0,-22.146999,0.0,0.0,-22.146999,-22.146999,,83.985001,-0.26,-0.26,-0.26,83.985001,-0.26,-0.26,-0.26,
06/30/2007,10.576,,,,,,,,-26.763,,,,-16.187,-2.252,2.252,5.965,-3.713,0.0,0.0,-18.439,0.0,,,-18.439,0.0,,,-18.439,0.0,-18.439,0.0,0.0,-18.439,-18.439,,84.136,-0.22,-0.22,-0.22,84.136,-0.22,-0.22,-0.22,
09/30/2007,6.69,,,0.0,,,6.69,,-28.065,,,,-21.375,-3.119,3.119,6.002,-2.883,0.0,0.0,-24.494,0.0,,,-24.494,0.0,,,-24.494,0.0,-24.494,0.0,0.0,-24.494,-24.494,,84.213,-0.29,-0.29,-0.29,84.213,-0.29,-0.29,-0.29,
12/31/2007,9.752,,,0.0,,,9.752,,-37.187,,,,-27.434999,5.634,-5.635,6.134,-11.769,0.0,0.001,-21.801,0.0,,,-21.801001,0.0,,,-21.801,0.0,-21.801001,0.0,0.0,-21.801001,-21.801001,,84.404999,-0.26,-0.26,-0.26,84.404999,-0.26,-0.26,-0.26,
03/31/2008,1.307,,,0.0,,,1.307,,-37.431999,,,,-36.125,-4.032,6.173,6.173,,0.0,-2.141,-40.157,0.0,,,-40.157001,0.0,,,-40.157,0.0,-40.157001,0.0,0.0,-40.157001,-40.157001,,84.601997,-0.47,-0.47,-0.47,84.601997,-0.47,-0.47,-0.47,
06/30/2008,0.614,,,0.0,,,0.614,,-41.317001,,,,-40.702999,-4.86,6.213,6.213,,0.0,-1.353,-45.562999,0.0,,,-45.563,0.0,,,-45.562999,0.0,-45.563,0.0,0.0,-45.563,-45.563,,84.871002,-0.54,-0.54,-0.54,84.871002,-0.54,-0.54,-0.54,
09/30/2008,1.061,,,0.0,,,1.061,,-40.854,,,,-39.792999,-5.001,6.254,6.254,,0.0,-1.253,-44.793999,0.0,,,-44.793999,0.0,,,-44.793999,0.0,-44.793999,0.0,0.0,-44.793999,-44.793999,,92.385002,-0.48,-0.48,-0.48,92.385002,-0.48,-0.48,-0.48,
12/31/2008,0.937,,,0.0,,,0.937,,-43.605,,,,-42.668,-5.738,5.739,6.298,-0.559,0.0,-0.001,-48.406,0.0,,,-48.406,0.0,,,-48.406,0.0,-48.406,0.0,0.0,-48.406,-48.406,,97.283,-0.5,-0.5,-0.5,97.283,-0.5,-0.5,-0.5,
03/31/2009,0.671,,0.671,,,,,0.0,-34.917,4.821,29.587,0.509,-34.246,-5.79,,6.338,,,-0.548,-40.036,0.0,0.0,0.0,-40.036,0.0,0.0,0.0,-40.036,0.0,-40.036,0.0,0.0,-40.036,-39.70515,0.33085,97.34,-0.41,-0.41,-0.407902,97.34,-0.41,-0.41,-0.407902,
06/30/2009,0.789,,0.789,,,,,0.0,-33.527,4.086,29.035,0.406,-32.738,-7.297,,6.382,,,0.915,-40.035,0.0,0.0,0.0,-40.035,0.0,0.0,0.0,-40.035,0.0,-40.035,0.0,0.0,-40.035,-38.9261,1.1089,97.643,-0.41,-0.41,-0.398657,97.643,-0.41,-0.41,-0.398657,
09/30/2009,0.939,,0.939,,,,,0.0,-32.502,4.841,26.535,1.126,-31.563,-11.794,,6.531,,,5.263,-43.357,0.0,0.0,0.0,-43.357,0.0,0.0,0.0,-43.357,0.0,-43.357,0.0,0.0,-43.357,-39.13655,4.22045,98.03,-0.44,-0.44,-0.39923,98.03,-0.44,-0.44,-0.39923,
12/31/2009,6.866,,6.866,,,,,0.029,-48.118,13.832,34.286,0.0,-41.223,-47.22,,12.875,,,34.345,-88.443,0.0,0.0,0.0,-88.443,0.0,0.0,0.0,-88.443,0.0,-88.443,0.0,0.0,-88.443,-53.80385,34.63915,118.759,-0.74,-0.74,-0.453051,118.759,-0.74,-0.74,-0.453051,
03/31/2010,17.288,,17.288,,,,,0.115,-37.233,5.794,31.439,0.0,-19.83,-15.572,,11.779,,,3.793,-35.402,-0.327,,,-35.729,0.0,0.0,0.0,-35.729,0.0,-35.729,0.0,0.0,-35.729,-33.21155,2.51745,119.727,-0.3,-0.3,-0.277394,119.727,-0.3,-0.3,-0.278973,
06/30/2010,49.847,,49.847,,,,,0.145,-36.368,7.485,28.883,0.0,13.624,-10.249,,10.391,,,-0.142,3.375,-0.331,,,3.044,0.0,0.0,0.0,3.044,0.0,3.044,0.0,0.0,3.044,2.94975,-0.09425,121.63,0.03,0.03,0.024252,128.291,0.02,0.02,0.019265,
09/30/2010,16.872,,16.872,,,,,0.139,-39.067,8.458,30.609,0.0,-22.056,-10.303,,10.515,,,-0.212,-32.359,0.658,,,-31.701,0.0,0.0,0.0,-31.701,0.0,-31.701,0.0,0.0,-31.701,-31.79135,-0.09035,122.189,-0.26,-0.26,-0.260182,122.189,-0.26,-0.26,-0.260739,
12/31/2010,85.87,0.0,85.87,,,,,0.0,-43.558,10.765,32.774,0.019,42.312,-9.77,,10.637,,,-0.867,32.542,0.0,0.0,0.0,32.542,0.0,0.0,0.0,32.542,0.0,32.542,0.0,0.0,32.542,32.555,0.013,122.966,0.264642,0.264642,0.264748,180.204,0.180584,0.180584,0.180656,
03/31/2011,31.973,0.0,31.973,0.0,0.0,,31.973,0.0,-47.798,10.825,36.282,0.691,-15.825,-10.687,,10.759,,,-0.072,-26.512,,0.0,0.0,-26.512,0.0,0.0,0.0,-26.512,0.0,-26.512,0.0,0.0,-26.512,-26.49055,0.02145,123.467,-0.21,-0.21,-0.214556,123.467,-0.21,-0.21,-0.214556,
06/30/2011,16.811,0.0,16.811,0.0,0.0,,16.811,0.0,-57.925,11.858,46.047,0.02,-41.114,-10.756,,10.888,,,-0.132,-51.87,0.0,0.0,0.0,-51.87,0.0,0.0,0.0,-51.87,0.0,-51.87,0.0,0.0,-51.87,-51.87,0.0,125.33,-0.41,-0.41,-0.41,125.33,-0.41,-0.41,-0.41,
09/30/2011,16.782,0.0,16.782,0.0,0.0,,16.782,0.0,-58.886,14.282,44.604,0.0,-42.104,-10.974,,11.019,,,-0.045,-53.078,0.0,0.0,0.0,-53.078,0.0,0.0,0.0,-53.078,0.0,-53.078,0.0,0.0,-53.078,-53.078,0.0,126.26,-0.42,-0.42,-0.42,126.26,-0.42,-0.42,-0.42,
12/31/2011,28.889,2.012,26.877,0.0,0.0,,28.889,0.0,-73.029,21.152,51.877,0.0,-44.14,-10.94,,11.153,,,-0.213,-55.08,0.0,0.0,0.0,-55.08,0.0,0.0,0.0,-55.08,0.0,-55.08,0.0,0.0,-55.08,-55.08,0.0,126.388,-0.44,-0.44,-0.44,126.388,-0.44,-0.44,-0.44,
03/31/2012,36.179,19.279,16.9,-0.011,0.011,,36.168,0.0,-70.356,21.396,48.96,0.0,-34.188,-11.238,,11.29,,,-0.052,-45.426,0.0,0.0,0.0,-45.426,0.0,0.0,0.0,-45.426,0.0,-45.426,0.0,0.0,-45.426,-45.426,0.0,127.203,-0.36,-0.36,-0.36,127.203,-0.36,-0.36,-0.36,
06/30/2012,86.542,29.727,56.815,-0.016,0.016,,86.526,0.0,-71.307,19.719,51.588,0.0,15.219,-11.115,,11.43,,,-0.315,4.104,-0.067,,,4.037,0.0,0.0,0.0,4.037,0.0,4.037,0.0,0.0,4.037,4.037,0.0,129.224,0.03,0.03,0.03,137.969,0.03,0.03,0.03,
09/30/2012,60.492,43.695,16.797,-0.031,0.031,,60.461,0.0,-70.599,20.52,50.079,0.0,-10.138,-11.546,,11.573,,,-0.027,-21.684,-0.026,,,-21.71,0.0,0.0,0.0,-21.71,0.0,-21.71,0.0,0.0,-21.71,-21.71,0.0,130.851,-0.17,-0.17,-0.17,130.851,-0.17,-0.17,-0.17,
12/31/2012,113.845,43.301,70.544,-0.099,0.099,,113.746,0.0,-83.492,23.729,59.763,0.0,30.254,-11.394,,11.765,,,-0.371,18.86,-0.081,,,18.779,0.0,0.0,0.0,18.779,0.0,18.779,0.0,0.0,18.779,18.779,0.0,131.711,0.14,0.14,0.14,139.118,0.14,0.14,0.14,
03/31/2013,71.077,48.289,22.788,-0.15,0.15,,70.927,0.0,-75.024,22.261,52.763,0.0,-4.097,-11.529,,11.728,,,-0.199,-15.626,-0.043,,,-15.669,0.0,0.0,0.0,-15.669,0.0,-15.669,0.0,0.0,-15.669,-15.669,0.0,134.345,-0.12,-0.12,-0.12,134.345,-0.12,-0.12,-0.12,
06/30/2013,101.675,54.099,47.576,-0.157,0.157,,101.518,0.0,-84.199,23.249,60.95,0.0,17.319,-19.819,,10.293,,,9.526,-2.5,-0.071,,,-2.571,0.0,0.0,0.0,-2.571,0.0,-2.571,0.0,0.0,-2.571,3.78015,6.35115,142.284,-0.02,-0.02,0.026568,142.284,-0.02,-0.02,0.024637,
