Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1994,1018.0,19.6,19.6,0.0,214.399994,,,,0.0,,,,,49.900002,,,,,283.899994,138.699997,,,0.0,595.400024,,,,,595.400024,734.100021,,50.0,50.0,,,,35.0,,,,,,128.600006,,,,128.600006,213.600006,562.799988,,,,,85.800003,,,,,,85.800003,648.599991,862.199997,0.0,154.199997,,,0.0,,1.6,155.799997,0.0,155.799997,1017.999994,
12/31/1994,1012.700012,26.799999,26.799999,0.0,205.399994,,,,20.1,,,,,40.700001,,,,,293.0,140.100006,233.100006,-93.0,0.0,579.599976,,,,,579.599976,719.699982,,44.299999,44.299999,,,,39.0,,,,,,119.500004,,,,119.500004,202.800003,563.799988,,,,,80.099998,,,,,,80.099998,643.899986,846.699989,0.0,154.300003,,,0.0,,11.7,166.000003,0.0,166.000003,1012.699992,
03/31/1995,1027.199951,21.1,21.1,0.0,217.399994,,,,20.1,,,,,53.200001,,,,,311.799988,138.600006,,,0.0,576.799988,,,,,576.799988,715.399994,,38.5,38.5,,,,41.400002,,,,,,97.200005,,,,97.200005,177.100006,593.700012,,,,,77.400002,,,,,,77.400002,671.100014,848.20002,0.0,154.5,,,0.0,,24.5,179.0,0.0,179.0,1027.20002,
06/30/1995,1795.800049,45.599998,45.599998,0.0,403.0,,,,51.900002,,,,,68.699997,,,,,569.200012,285.899994,,,0.0,940.700012,,,,,940.700012,1226.600006,,49.799999,49.799999,,,,68.800003,,,,,,196.699986,,,,196.699986,315.299988,935.099976,,,,,148.199997,,,,,,148.199997,1083.299973,1398.59996,0.0,412.600006,,,0.0,,-15.4,397.200006,0.0,397.200006,1795.799967,
09/30/1995,1826.900024,25.0,25.0,0.0,436.399994,,,,54.299999,,,,,75.400002,,,,,591.099976,292.200012,,,0.0,943.599976,,,,,943.599976,1235.799988,,61.599998,61.599998,,,,68.800003,,,,,,181.399986,,,,181.399986,311.799988,959.0,,,,,144.5,,,,,,144.5,1103.5,1415.299988,0.0,412.600006,,,0.0,,-1.0,411.600006,0.0,411.600006,1826.899994,
12/31/1995,1837.199951,16.4,16.4,0.0,425.600006,,,,53.700001,,,,,104.199997,,,,,599.900024,304.799988,437.0,-132.199997,0.0,932.5,,,,,932.5,1237.299988,,106.199997,106.199997,,,,75.400002,,,,,,168.900001,,,,168.900001,350.5,940.099976,,,,,135.0,,,,,,135.0,1075.099976,1425.599976,0.0,412.200012,,,0.0,,-0.6,411.600012,0.0,411.600012,1837.199988,
03/31/1996,1836.199951,15.7,15.7,0.0,447.399994,,,,63.599998,,,,,85.400002,,,,,612.099976,301.899994,,,0.0,922.200012,,,,,922.200012,1224.100006,,109.0,109.0,,,,72.900002,,,,,,169.200005,,,,169.200005,351.100006,938.299988,,,,,129.300003,,,,,,129.300003,1067.599991,1418.699997,0.0,412.200012,,,0.0,,5.3,417.500012,0.0,417.500012,1836.200009,
06/30/1996,1836.400024,24.6,24.6,0.0,470.299988,,,,53.900002,,,,,84.0,,,,,632.799988,297.299988,,,0.0,906.299988,,,,,906.299988,1203.599976,,72.300003,72.300003,,,,1073.0,,,,,,163.199997,,,,163.199997,1308.5,9.5,,,,,115.099998,,,,,,115.099998,124.599998,1433.099998,0.0,412.200012,,,0.0,,-8.9,403.300013,0.0,403.300013,1836.400011,
09/30/1996,1908.400024,28.200001,28.200001,0.0,494.399994,,,,45.799999,,,,,147.300003,,,,,715.700012,289.299988,,,0.0,903.400024,,,,,903.400024,1192.700012,,74.199997,74.199997,,,,731.299988,,,,,,706.000015,,,,706.000015,1511.5,9.8,,,,,130.199997,,,,,,130.199997,139.999997,1651.499997,0.0,412.200012,,,0.0,,-155.300003,256.900009,0.0,256.900009,1908.400006,
12/31/1996,1917.0,29.299999,29.299999,0.0,505.600006,,,,44.299999,,,,,142.300003,,,,,721.5,282.899994,457.600006,-174.699997,0.0,912.599976,,,,,912.599976,1195.49997,,65.699997,65.699997,,,,18.700001,,,,,,168.400005,,,,168.400005,252.800003,1074.599976,,,,,331.5,,,,,,331.5,1406.099976,1658.899979,0.0,412.200012,,,0.0,,-154.100006,258.100006,0.0,258.100006,1916.999985,
03/31/1997,1911.900024,29.5,29.5,0.0,519.200012,,,,43.099998,,,,,140.199997,,,,,732.0,272.0,,,0.0,907.900024,,,,,907.900024,1179.900024,,64.099998,64.099998,,,,131.300003,,,,,,356.899986,,,,356.899986,552.299988,956.299988,,,,,142.800003,,,,,,142.800003,1099.099991,1651.399979,0.0,412.200012,,,0.0,,-151.699997,260.500015,0.0,260.500015,1911.899994,
06/30/1997,1834.0,30.799999,30.799999,0.0,518.099976,,,,40.900002,,,,,83.900002,,,,,673.700012,260.399994,,,0.0,899.900024,,,,,899.900024,1160.300018,,52.599998,52.599998,,,,0.0,,,,,,159.700005,,,,159.700005,212.300003,728.599976,,,,,140.300003,,,,,,140.300003,868.899979,1081.199982,487.799988,414.0,,,0.0,,-149.0,752.799988,0.0,752.799988,1833.999969,
09/30/1997,1802.099976,21.1,21.1,0.0,513.400024,,,,38.599998,,,,,82.099998,,,,,655.200012,253.899994,449.600006,-195.699997,0.0,893.0,,,,,893.0,1146.899994,,42.799999,42.799999,,,,0.0,,,,,,151.000004,,,,151.000004,193.800003,713.5,,,,,141.300003,,,,,,141.300003,854.800003,1048.600006,495.200012,414.0,,,0.0,,-155.699997,753.500015,0.0,753.500015,1802.100021,
12/31/1997,1658.5,23.299999,23.299999,0.0,330.600006,,,,36.0,,,,,137.699997,,,,,527.599976,254.899994,459.799988,-204.899994,0.0,876.0,,,,,876.0,1130.899994,,55.900002,55.900002,,,,0.0,,,,,,140.700005,,,,140.700005,196.600006,689.599976,,,,,142.300003,,,,,,142.300003,831.899979,1028.499985,500.899994,414.0,,,0.0,,-284.899994,630.0,0.0,630.0,1658.499985,
03/31/1998,1634.6,18.7,18.7,0.0,342.2,342.2,,,30.2,,,,,131.8,,,,,522.9,257.8,475.100006,-217.300003,0.0,853.9,838.4,,,,15.5,1111.7,,59.8,59.8,,,,11.6,,,,,,137.2,,,,137.2,208.6,647.5,642.2,5.3,5.3,,142.3,,,,,,142.3,789.8,998.4,507.4,415.6,,,0.0,-286.8,0.0,636.2,0.0,636.2,1634.6,
06/30/1998,1569.300049,15.5,15.5,0.0,356.200012,,,,29.9,,,,,54.900002,,,,,456.5,254.699997,484.5,-229.800003,0.0,858.099976,,,,,858.099976,1112.799973,,51.200001,51.200001,,,,23.199707,,,,,,145.600292,,,,145.600292,220.0,625.5,,,,,79.400002,,,,,,79.400002,704.900002,924.900002,514.299988,415.600006,,,0.0,,-285.5,644.399994,0.0,644.399994,1569.299995,
09/30/1998,1595.099976,11.6,11.6,0.0,372.200012,,,,28.799999,0.0,0.0,28.799999,,57.799999,,,,,470.399994,253.0,489.799988,-236.800003,0.0,871.700012,843.070007,,,,28.630005,1124.700012,,48.799999,48.799999,,,,34.799999,,,,,,131.599998,,,,131.599998,215.199997,612.799988,,,,,116.400002,,,,,,116.400002,729.199989,944.399986,521.0,416.899994,,,0.0,,-287.200012,650.699982,0.0,650.699982,1595.099968,
12/31/1998,1640.900024,22.700001,22.700001,0.0,375.399994,,,,30.700001,0.0,0.0,30.700001,,90.300003,,,,,519.099976,259.100006,507.0,-247.899994,0.0,862.700012,836.200012,,,,26.5,1121.800018,,50.200001,50.200001,,,,72.5,,,,,,128.699993,,,,128.699993,251.399994,575.5,,,,,132.800003,,,,,,132.800003,708.300003,959.699997,526.799988,416.899994,,,0.0,,-262.5,681.199982,0.0,681.199982,1640.899979,
03/31/1999,1638.400024,16.299999,16.299999,0.0,383.600006,,,,30.4,0.0,0.0,30.4,0.0,95.300003,,,,,525.599976,260.5,501.600006,-241.100006,0.0,852.299988,827.400024,,,,24.899963,1112.799988,,43.400002,43.400002,,,,83.300003,,,,,,139.199989,,,,139.199989,265.899994,552.700012,,,,,128.399994,,,,,,128.399994,681.100006,947.0,533.299988,418.200012,,,0.0,,-260.100006,691.399994,0.0,691.399994,1638.399994,
06/30/1999,1627.199951,16.9,16.9,0.0,376.5,,,,28.200001,0.0,0.0,28.200001,0.0,91.400002,,,,,513.0,267.899994,514.400024,-246.5,0.0,846.299988,819.799988,,,,26.5,1114.199982,,47.900002,47.900002,,,,66.800003,,,,,,134.699989,,,,134.699989,249.399994,552.700012,548.900012,3.8,3.8,,118.5,,,,,,118.5,671.200012,920.600006,541.5,418.200012,,,0.0,,-253.100006,706.600006,0.0,706.600006,1627.200012,
09/30/1999,1612.0,19.700001,19.700001,0.0,360.700012,,,,26.4,0.0,0.0,26.4,0.0,94.699997,,,,,501.5,272.200012,522.200012,-250.0,0.0,838.299988,812.599976,,,,25.700012,1110.5,,38.099998,38.099998,,,,77.900002,,,,,,144.5,,,,144.5,260.5,511.100006,506.600006,4.5,4.5,,117.5,,,,,,117.5,628.600006,889.100006,550.0,425.200012,,,0.0,,-252.300003,722.900009,0.0,722.900009,1612.000015,
12/31/1999,1590.199951,40.299999,40.299999,0.0,348.0,,,,29.1,0.0,0.0,29.1,0.0,82.099998,,,,,499.5,273.200012,527.099976,-253.899994,0.0,817.5,803.900024,,,,13.599976,1090.700012,,43.599998,43.599998,,,,95.0,94.4,0.6,0.6,,,107.000008,,,,107.000008,245.600006,482.799988,478.399988,4.4,4.4,,127.599998,,,,,,127.599998,610.399986,855.999992,558.700012,425.200012,,,0.0,,-249.699997,734.200027,0.0,734.200027,1590.20002,
03/31/2000,1599.900024,40.900002,40.900002,0.0,368.200012,,,,26.200001,0.0,0.0,26.200001,0.0,78.400002,,,,,513.700012,271.399994,536.299988,-264.899994,0.0,814.799988,801.599976,,,,13.200012,1086.199982,,45.299999,45.299999,,,,99.0,,,,,,120.400013,,,,120.400013,264.700012,449.700012,445.500012,4.2,4.2,,129.0,,,,,,129.0,578.700012,843.400024,568.900024,428.600006,,,0.0,,-241.0,756.500031,0.0,756.500031,1599.900055,
06/30/2000,1633.300049,59.200001,59.200001,0.0,372.700012,,,,30.6,0.0,0.0,30.6,0.0,66.5,,,,,529.0,272.399994,527.400024,-255.0,0.0,831.900024,813.700012,,,,18.200012,1104.300018,,51.0,51.0,,,,110.0,,,,,,135.399994,,,,135.399994,296.399994,420.0,412.5,7.5,7.5,,127.5,,,,,,127.5,547.5,843.899994,446.0,572.599976,,,0.0,,-229.199997,789.399979,0.0,789.399979,1633.299973,
09/30/2000,1639.800049,15.3,15.3,0.0,378.100006,,,,32.400002,0.0,0.0,32.400002,0.0,58.400002,,,,,484.200012,271.5,525.700012,-254.199997,0.0,884.099976,806.700012,,,,77.399963,1155.599976,,57.099998,57.099998,,,,121.0,,,,,,112.400002,,,,112.400002,290.5,386.700012,379.500012,7.2,7.2,,128.600006,,,,,,128.600006,515.300018,805.800018,0.0,1034.800049,,,0.0,,-200.800003,834.000046,0.0,834.000046,1639.800064,
12/31/2000,1666.900024,48.799999,48.799999,0.0,368.0,,,,31.6,0.0,0.0,31.6,0.0,63.299999,,,,,511.700012,272.799988,527.0,-254.199997,0.0,882.400024,865.700012,865.700012,0.0,,16.700012,1155.200012,,52.799999,52.799999,,,,132.0,131.0,1.0,1.0,,,127.099995,,,,127.099995,311.899994,353.700012,346.500012,7.2,7.2,,123.900002,,,,,,123.900002,477.600014,789.500008,0.0,1055.199951,,,0.0,,-177.800003,877.399948,0.0,877.399948,1666.899956,
03/31/2001,1703.400024,66.800003,66.800003,0.0,388.700012,,,,32.200001,0.0,0.0,32.200001,0.0,69.199997,,,,,556.900024,271.399994,,,0.0,875.099976,860.0,,,,15.099976,1146.499969,,55.5,55.5,,,,132.0,132.0,0.0,0.0,,,149.700012,,,,149.700012,337.200012,320.399994,313.499994,6.9,6.9,,122.099998,,,,,,122.099998,442.499992,779.700005,0.0,1070.400024,,,0.0,,-146.699997,923.700027,0.0,923.700027,1703.400032,
06/30/2001,1763.9,20.5,20.5,0.0,390.8,390.8,,,34.8,0.0,0.0,34.799999,0.0,70.1,,,,,516.2,283.8,,,0.0,963.9,948.9,,,,15.0,1247.7,,57.3,57.3,,,,132.0,132.0,0.0,0.0,,,140.7,,,,140.7,330.0,337.1,330.5,6.6,6.6,,116.5,,,,,,116.5,453.6,783.6,0.0,1073.1,,,0.0,-72.4,-20.4,980.3,0.0,980.3,1763.9,
09/30/2001,1820.300049,55.5,55.5,0.0,389.0,,,,37.400002,0.0,0.0,37.400002,0.0,71.599998,,,,,553.5,296.200012,,,0.0,970.599976,952.299988,,,,18.299988,1266.799988,,61.5,61.5,,,,0.0,0.0,0.0,0.0,,,161.600006,,,,161.600006,223.100006,443.5,437.1,6.4,6.4,,117.199997,,,,,,117.199997,560.699997,783.800003,0.0,1081.800049,,,0.0,,-45.299999,1036.50005,0.0,1036.50005,1820.300053,
12/31/2001,1929.599976,149.199997,149.199997,0.0,365.5,,,,38.700001,0.0,0.0,38.700001,0.0,71.099998,,,,,624.5,309.299988,574.5,-265.200012,0.0,995.799988,968.5,719.299988,249.200012,,27.299988,1305.099976,,60.200001,60.200001,,,,0.0,-1.1,1.1,1.1,,,140.999996,,,,140.999996,201.199997,508.899994,502.799994,6.1,6.1,,134.100006,,,,,,134.100006,643.0,844.199997,0.0,1095.900024,,,0.0,,-10.5,1085.400024,0.0,1085.400024,1929.600021,
03/31/2002,2052.300049,245.0,245.0,0.0,390.399994,,,,40.099998,,,,,70.5,,,,,746.0,309.5,,,0.0,996.799988,968.900024,723.299988,245.600037,,27.899963,1306.299988,,70.0,70.0,,,,0.0,0.0,0.0,0.0,,,162.600006,,,,162.600006,232.600006,511.100006,505.300006,5.8,5.8,,136.5,,,,,,136.5,647.600006,880.200012,0.0,1159.0,,,-4.4,,17.5,1172.1,0.0,1172.1,2052.300013,
06/30/2002,2139.399902,303.600006,303.600006,0.0,392.899994,,,,42.799999,,,,,77.599998,,,,,816.900024,310.899994,,,0.0,1011.599976,981.400024,725.0,256.400024,,30.199952,1322.49997,,74.900002,74.900002,,,,0.0,0.0,0.0,0.0,,,149.499992,,,,149.499992,224.399994,513.299988,507.799988,5.5,5.5,,139.800003,,,,,,139.800003,653.099991,877.499985,0.0,1166.900024,,,-4.4,,99.4,1261.900024,0.0,1261.900024,2139.400009,
09/30/2002,2653.6,98.4,98.4,0.0,418.7,418.7,,,44.0,44.0,,,,76.6,,,,,637.7,355.3,,,0.0,1660.6,1241.0,935.9,305.1,,419.6,2015.9,,90.0,90.0,,,,120.5,120.5,0.0,0.0,,,194.9,,,,194.9,405.4,519.8,513.5,6.3,6.3,,153.2,,,,,,153.2,673.0,1078.4,0.0,1421.0,,,-4.4,213.1,-54.5,1575.2,0.0,1575.2,2653.6,
12/31/2002,2611.800049,56.400002,56.400002,0.0,393.0,,,,44.799999,0.0,0.0,44.799999,0.0,102.5,,,,,596.700012,351.200012,646.799988,-295.600006,0.0,1663.900024,1217.5,910.099976,307.400024,,446.400024,2015.100037,,79.900002,79.900002,,,,0.4,-0.8,1.2,1.2,,,148.500002,,,,148.500002,228.800003,521.5,516.0,5.5,5.5,,249.800003,,,,,,249.800003,771.300003,1000.100006,0.0,1421.300049,,,0.0,,190.399994,1611.700043,0.0,1611.700043,2611.800049,
03/31/2003,3303.399902,50.0,50.0,0.0,440.5,,,,49.099998,0.0,0.0,49.099998,0.0,84.900002,,,,,624.5,370.100006,,,0.0,2308.800049,1832.699951,1255.0,577.699951,,476.100098,2678.900055,,99.099998,99.099998,,,,0.4,0.4,0.0,0.0,,,157.299989,,,,157.299989,256.799988,1008.099976,1002.999976,5.1,5.1,,353.299988,,,,,,353.299988,1361.399963,1618.199951,0.0,1435.900024,,,-43.200001,,292.500004,1685.200027,0.0,1685.200027,3303.399979,
06/30/2003,3349.0,33.900002,33.900002,0.0,444.5,,,,49.400002,0.0,0.0,49.400002,0.0,92.300003,,,,,620.099976,368.200012,,,0.0,2360.699951,1842.800049,1272.199951,570.600098,,517.899902,2728.899963,,82.900002,82.900002,,,,0.4,0.4,0.0,0.0,,,163.800005,,,,163.800005,247.100006,964.700012,959.800012,4.9,4.9,,388.0,,,,,,388.0,1352.700012,1599.800018,0.0,1437.599976,,,-95.599998,426.399994,-19.199989,1749.199982,0.0,1749.199982,3349.0,
09/30/2003,3332.1,30.0,30.0,0.0,446.8,446.8,,,48.5,48.5,0.0,48.5,0.0,59.7,,,,,585.0,367.2,,,0.0,2379.9,1862.6,1283.7,578.9,,517.3,2747.1,,76.5,76.5,,,,521.0,521.0,0.0,0.0,,,165.2,,,,165.2,762.7,386.0,381.4,4.6,4.6,,401.2,,,,,,401.2,787.2,1549.9,0.0,1447.5,,,-159.3,509.5,-15.5,1782.2,0.0,1782.2,3332.1,
12/31/2003,3414.899902,123.0,123.0,0.0,432.5,,,,47.0,0.0,0.0,47.0,0.0,55.400002,,,,,657.900024,361.299988,713.799988,-352.5,0.0,2395.699951,1857.300049,1285.900024,571.400024,,538.399902,2756.999939,,73.0,73.0,,,,523.5,522.2,1.3,1.3,,,161.099976,,,,161.099976,757.599976,360.700012,356.300012,4.4,4.4,,400.700012,,,,,,400.700012,761.400024,1519.0,0.0,1455.800049,,,-159.300003,587.099976,12.300034,1895.900055,0.0,1895.900055,3414.900055,
03/31/2004,3479.300049,169.0,169.0,0.0,451.5,451.5,,,47.599998,,,,,39.700001,,,,,707.799988,356.899994,,,0.0,2414.600098,1846.900024,1286.800049,560.099975,,567.700074,2771.500092,,84.400002,84.400002,,,,525.900024,525.900024,0.0,0.0,,,167.79995,,,,167.79995,778.099976,360.200012,356.200012,4.0,4.0,,411.100006,,,,,,411.100006,771.300018,1549.399994,0.0,1472.599976,,,-232.600006,674.400024,15.49997,1929.899964,0.0,1929.899964,3479.299958,
06/30/2004,3474.899902,182.199997,182.199997,0.0,452.5,452.5,,,47.799999,,,,,38.299999,,,,,720.799988,356.0,,,0.0,2398.099854,1872.900024,1305.900024,567.0,,525.19983,2754.099854,,78.5,78.5,,,,528.599976,528.599976,0.0,0.0,,,185.600036,,,,185.600036,792.700012,359.5,355.8,3.7,3.7,,400.799988,,,,,,400.799988,760.299988,1553.0,0.0,1485.099976,,,-348.100006,772.700012,12.199982,1921.899964,0.0,1921.899964,3474.899964,
09/30/2004,3526.799805,213.7,213.7,0.0,451.0,451.0,,,51.900002,,,,,26.700001,,,,,763.299988,347.899994,,,0.0,2415.600098,1863.800049,1305.400024,558.400025,,551.800049,2763.500092,,80.099998,80.099998,,,,0.3,0.3,0.0,0.0,,,171.999996,,,,171.999996,252.399994,889.799988,886.499988,3.3,3.3,,409.700012,,,,,,409.700012,1299.5,1551.899994,0.0,1492.400024,,,-416.0,865.299988,33.200012,1974.900024,0.0,1974.900024,3526.800018,
12/31/2004,3600.899902,206.800003,186.800003,20.0,441.399994,441.399994,,,61.5,61.5,0.0,0.0,0.0,30.299999,,,,,740.0,360.0,764.200012,-404.200012,0.0,2500.899902,1857.400024,1300.400024,557.0,,643.499878,2860.899902,,85.300003,85.300003,,,,0.1,-1.4,1.5,1.5,,,215.399985,,,,215.399985,300.799988,892.200012,889.300012,2.9,2.9,,408.600006,,,,,,408.600006,1300.800018,1601.600006,0.0,1519.199951,,,-544.200012,950.099976,74.200043,1999.299957,0.0,1999.299957,3600.899963,
03/31/2005,3690.899902,71.699997,71.699997,0.0,489.200012,489.200012,,,54.799999,54.799999,,,,65.0,,,,,680.700012,370.100006,,,0.0,2640.100098,1998.900024,1390.800049,608.099976,,641.200073,3010.200104,,95.199997,95.199997,,,,0.1,0.1,0.0,0.0,,,244.499991,,,,244.499991,339.799988,894.799988,891.799988,3.0,3.0,,452.299988,,,,,,452.299988,1347.099976,1686.899963,0.0,1553.5,,,-663.5,1046.699951,67.300049,2004.0,0.0,2004.0,3690.899963,
