Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2000,-1621,821.0,409.0,425.0,686,,,,686,-3962,,,,,,,2132.0,,,,6754.0,9588.0,,,,-2834.0,,,,-2406.0,,,,,,,,-2216.0,-701.0,-395.0,-3598.0,,,,,-407.0,84.0,-491.0,4492.0,-793.0,,-190.0,12,108.0,
12/31/2000,-1511,907.0,658.0,526.0,744,,,,744,-4346,,,,,,,-4408.0,,,,803.0,7872.0,,,,-7069.0,,,,-4984.0,,,,,,,,-227.0,7978.0,-497.0,2958.0,,,,,-208.0,141.0,-349.0,5380.0,345.0,,2059.0,-82,910.0,
03/31/2001,-2715,1165.0,481.0,361.0,-268,,,,-268,-4454,,,,,,,-2952.0,,,,-1740.0,10191.0,,,,-11931.0,,,,-1489.0,,,,,,,,277.0,4212.0,-416.0,2924.0,,,,,-50.0,225.0,-275.0,1762.0,-8.0,,-1455.0,723,1995.0,
06/30/2001,-7922,-87.0,800.0,427.0,679,,,,679,-9741,,,,,,,-883.0,,,,-1727.0,4780.0,,,,-6507.0,,,,1147.0,,,,,,,,-303.0,9248.0,-417.0,2955.0,,,,,-338.0,107.0,-445.0,6937.0,111.0,,443.0,176,1719.0,
09/30/2001,3892,1164.0,730.0,455.0,266,,,,266,1277,,,,,,,-10318.0,,,,901.0,5855.0,,,,-4954.0,,,,-8263.0,,,,,,,,-2956.0,6251.0,-449.0,8654.0,,,,,-414.0,91.0,-505.0,-1496.0,-44.0,,-175.0,-867,1642.0,
12/31/2001,-4481,1181.0,950.0,537.0,-957,,,,-957,-6192,,,,,,,-3480.0,0.0,0.0,,-171.0,5490.0,,,,-5661.0,,,,-4409.0,,,,,,,,1100.0,9138.0,-442.0,-207.0,,,,,-674.0,61.0,-735.0,10504.0,-43.0,,1177.0,2520,,
03/31/2002,6480,1103.0,1026.0,,-141,,,,-141,4492,,,,,,,-5963.0,0.0,0.0,0.0,1210.0,4260.0,,,,-3050.0,,,,-4257.0,,,,,,,,-2916.0,-2926.0,-445.0,-414.0,,,,,-17.0,114.0,-131.0,-2013.0,-37.0,,-2409.0,422,1029.0,
06/30/2002,3385,1420.0,952.0,,-1390,,,,-1390,2403,,,,,,,-3754.0,0.0,0.0,0.0,3650.0,10425.0,,,,-6775.0,,,,-6310.0,,,,,,,,-1094.0,511.0,-480.0,-2207.0,,,,,-140.0,155.0,-295.0,3358.0,-20.0,,142.0,521,1026.0,
09/30/2002,-15573,1445.0,1094.0,,-1014,,,,-1014,-17098,,,,,,,1080.0,0.0,0.0,0.0,4743.0,6377.0,,,,-1634.0,,,,-2152.0,,,,,,,,-1511.0,15605.0,-477.0,4071.0,,,,,-637.0,143.0,-780.0,12545.0,103.0,,1112.0,938,998.0,
12/31/2002,-8269,1467.0,2156.0,,-157,,,,-157,-11735,,,,,,,-4318.0,0.0,0.0,0.0,4683.0,4683.0,,,,0.0,,,,-10596.0,,,,,,,,1595.0,14595.0,-475.0,4585.0,,,,,-661.0,166.0,-827.0,11160.0,-14.0,,2008.0,908,871.0,
03/31/2003,-7185,1492.0,1250.0,411.0,21,,28.0,,-7,-10359,,,,,,,-11850.0,0.0,,0.0,1422.0,3531.0,,,,-2109.0,,,,-10860.0,,,,,,,,-2412.0,17226.0,-507.0,-655.0,,,,,-607.0,137.0,-744.0,18958.0,37.0,,-1809.0,528,870.0,
06/30/2003,4430,1525.0,1768.0,,-5571,,,,-5571,6708,,,,,,,-1653.0,,,,1737.0,3785.0,,,,-2048.0,,,,-7791.0,,,,,,,,4401.0,-2743.0,-504.0,2032.0,,,,,35.0,213.0,-178.0,-4990.0,684.0,,34.0,1262,870.0,
09/30/2003,4670,1561.0,1344.0,,2047,,,,2047,-282,,,,,,,-27287.0,,,,-5994.0,8966.0,,,,-14960.0,,,,-16835.0,,,,,,,,-4458.0,21995.0,-756.0,2455.0,,,,,-173.0,194.0,-367.0,20552.0,-83.0,,-622.0,639,846.0,
12/31/2003,27942,1624.0,1769.0,,2788,,,,2788,21761,,,,,,,-20851.0,0.0,0.0,0.0,-1787.0,4227.0,,,,-6014.0,,,,-22048.0,,,,,,,,2984.0,-6967.0,-763.0,-474.0,,,,,134.0,400.0,-266.0,-5877.0,13.0,,124.0,284,762.0,
03/31/2004,5375,1767.0,866.0,404.0,569,,87.0,,482,1769,,,,,,,-11858.0,0.0,,0.0,539.0,3196.0,,,,-2657.0,,,,-11492.0,,,,,,,,-905.0,4908.0,-765.0,5127.0,,,,,-284.0,349.0,-633.0,842.0,-12.0,,-1575.0,677,846.0,
06/30/2004,5369,1714.0,1670.0,844.0,2441,,604.0,,1837,-1300,,,,,,,-32366.0,0.0,,0.0,-4395.0,9612.0,,,,-14007.0,,,,-24269.0,,,,,,,,-3702.0,24899.0,-1526.0,6938.0,,,,,-984.0,637.0,-1621.0,20594.0,-123.0,,-2098.0,1307,1652.0,
09/30/2004,8144,1748.0,1257.0,,-9248,,,,-9248,14387,,,,,,,18473.0,0.0,0.0,0.0,6130.0,6130.0,,,,,,,,9417.0,,,,,,,,2926.0,-24719.0,-715.0,-6852.0,,,,,-976.0,357.0,-1333.0,-19932.0,3756.0,,1898.0,-1108,,
12/31/2004,1206,1784.999878,1395.000122,,-5347,,,,-5347,3373,,,,,,,-6778.0,0.0,,0.0,1221.999878,2725.0,,,,-1503.000122,,,,-10533.0,,,,,,,,2533.000122,5226.0,-813.0,34.0,,,,,75.0,354.0,-279.0,6071.0,-141.0,,-346.0,820,1162.0,
03/31/2005,9418,1856.0,1638.0,,-1320,,,,-1320,7244,,,,,,,-11878.0,0.0,0.0,,1482.0,3665.0,,,,-2183.0,,,,-9546.0,,,,,,,,-3814.0,3024.0,-815.0,5824.0,,,,,-294.0,329.0,-623.0,-1695.0,4.0,,564.0,461,1550.0,
06/30/2005,-3246,1910.0,1403.0,,192,,,,192,-6751,,,,,,,3780.0,0.0,0.0,,2812.0,3513.0,,,,-701.0,,,,776.0,,,,,,,,192.0,-39.0,-811.0,-615.0,,,,,-480.0,270.0,-750.0,1850.0,17.0,,495.0,-20,1730.0,
09/30/2005,-28397,1975.0,1641.0,,-73,,,,-73,-31940,,,,,,,15557.0,0.0,0.0,,-2234.0,5460.0,,,,-7694.0,,,,20234.0,,,,,,,,-2443.0,12809.0,-879.0,836.0,,,,,-710.0,260.0,-970.0,13385.0,177.0,,-31.0,1123,2044.0,
12/31/2005,12892,1930.0,1159.0,703.0,1426,,,,1426,7674,,,,,,,-37528.0,,,,-4663.0,13393.0,,,,-18056.0,,,,-31521.0,,,,,,,,-1344.0,26102.0,-870.0,3730.0,,,,,-308.0,508.0,-816.0,25421.0,-1871.0,,1466.0,2020,2445.0,
03/31/2006,16747,2018.0,973.0,,-2900,,,,-2900,16656,,,,,,,-14011.0,0.0,0.0,,-9789.0,18608.0,,,,-28397.0,,,,-1788.0,,,,,,,,-2434.0,-4909.0,-874.0,2311.0,,,,,-109.0,537.0,-646.0,-6216.0,-21.0,,-2173.0,90,2619.0,
06/30/2006,3586,2089.0,734.0,432.0,5887,,483.0,-26.0,5430,-5556,,,,,,,-10348.0,0.0,0.0,0.0,-21249.0,10705.0,,,,-31954.0,,,,14382.0,,,,,,,,-3481.0,7607.0,-1818.0,-8665.0,,,,,-39.0,500.0,-539.0,17988.0,141.0,,845.0,869,2858.0,
09/30/2006,-2091,2194.0,1589.0,,-258,,,,-258,-5616,,,,,,,12085.0,0.0,0.0,,19344.0,20340.0,,,,-996.0,,,,-8140.0,,,,,,,,881.0,-11472.0,-3.0,570.0,,,,,180.0,561.0,-381.0,-12148.0,-71.0,,-1478.0,464,3272.0,
12/31/2006,13794,2181.0,971.0,726.0,2281,,,,2281,7635,,,,,,,-8368.0,0.0,0.0,0.0,9857.0,10972.0,,,,-1115.0,,,,-12949.0,,,,,,,,-5276.0,-2989.0,-946.0,2274.0,,,,,-6.0,393.0,-399.0,-4076.0,-235.0,,2437.0,1661,3084.0,
03/31/2007,8095,2244.0,382.0,715.0,373,,184.0,4.0,185,4381,,,,,,,-9652.0,0.0,0.0,0.0,-2724.0,6789.0,,,,-9513.0,,,,-6411.0,,,,,,,,-517.0,2276.0,-948.0,3532.0,,,,,-1137.0,494.0,-1631.0,914.0,-85.0,,719.0,106,3308.0,
06/30/2007,2213,2279.0,1102.0,,-4637,,,,-4637,3469,,,,,,,-42857.0,0.0,0.0,0.0,-27474.0,6175.0,,,,-33649.0,,,,-12596.0,,,,,,,,-2787.0,40873.0,-937.0,30599.0,,,,,-440.0,618.0,-1058.0,11827.0,-176.0,,229.0,1540,3288.0,
09/30/2007,-6194,2173.0,1269.0,,-4500,,,,-4500,-5136,,,,,,,-4046.0,0.0,0.0,0.0,20171.0,31201.0,,,,-11030.0,,,,-21135.0,,,,,,,,-3082.0,9726.0,-1034.0,2352.0,,,,,-1472.0,604.0,-2076.0,10213.0,-333.0,,-514.0,967,3912.0,
12/31/2007,8226,1361.0,3003.0,4939.0,1500,,,,1500,-2577,,,,,,,-20760.0,0.0,0.0,0.0,-8607.0,12330.0,,,,-20937.0,,,,-13825.0,,,,,,,,1672.0,15091.0,-1036.0,14454.0,,,,,-2297.0,356.0,-2653.0,4104.0,-134.0,,2557.0,1106,3782.0,
03/31/2008,-390,1999.0,368.0,2028.0,1644,,-200.0,56.0,1788,-6429,,,,,,,-18420.0,0.0,0.0,0.0,-9268.0,21679.0,,,,-30947.0,,,,-7525.0,,,,,,,,-1627.0,17199.0,-1024.0,1296.0,,,,,-19.0,332.0,-351.0,13684.0,3262.0,,-1611.0,259,3152.0,
06/30/2008,13131,1753.0,3392.0,,3331,,,,3331,4655,,,,,,,-23593.0,0.0,0.0,0.0,-11396.0,9854.0,,,,-21250.0,,,,-14201.0,,,,,,,,2004.0,10926.0,-1026.0,34108.0,,,,,126.0,295.0,-169.0,-19020.0,-3262.0,,464.0,2126,2411.0,
09/30/2008,-590,1637.0,2901.0,,-9396,,,,-9396,4268,,,,,,,-15547.0,0.0,0.0,0.0,1860.0,24044.0,,,,-22184.0,,,,-16485.0,,,,,,,,-922.0,15388.0,-1128.0,3706.0,,,,,104.0,746.0,-642.0,12706.0,0.0,,-749.0,46,2364.0,
12/31/2008,-16982,-2734.0,8959.0,8444.0,640,,,,640,-15216,,,,,,,39389.0,0.0,0.0,0.0,-1414.0,29546.0,,,,-30960.0,,,,32793.0,,,,,,,,8010.0,-11505.0,-1134.0,-48156.0,,,,,37458.0,37919.0,-461.0,327.0,0.0,,10902.0,123,194.0,
03/31/2009,15835,3045.0,981.0,4558.0,4245,-383.0,2373.0,95.0,2160,3006,7821.0,-16780.0,674.0,-767.0,12058.0,0.0,18515.0,0.0,0.0,0.0,-21070.0,18103.0,0.0,18103.0,0.0,-39173.0,0.0,-39173.0,0.0,43014.0,14083.0,30808.0,-1877.0,-123.0,0.0,-123.0,0.0,-3306.0,-35927.0,-2066.0,-50056.0,-35990.0,0.0,3811.0,-17877.0,470.0,524.0,-54.0,15725.0,0.0,0.0,-1577.0,249,3704.0,
06/30/2009,2014,3172.0,559.0,5086.0,-4494,-3645.0,916.0,40.0,-1805,-2309,6771.0,-1151.0,-390.0,136.0,-7675.0,0.0,5652.0,0.0,0.0,0.0,-22498.0,19252.0,0.0,19252.0,0.0,-41750.0,0.0,-41750.0,0.0,22681.0,-7612.0,2649.0,27644.0,-9.0,0.0,-9.0,0.0,5478.0,-9220.0,-644.0,-33821.0,-16601.0,0.0,65.0,-17285.0,8778.0,8787.0,-9.0,16467.0,0.0,0.0,-1554.0,813,2401.0,
09/30/2009,7401,3235.0,897.0,6111.0,4603,1767.0,1546.0,36.0,1254,-7445,-758.0,4682.0,664.0,-526.0,-11507.0,0.0,50632.0,0.0,0.0,0.0,29256.0,37728.0,0.0,37728.0,0.0,-8472.0,0.0,-8472.0,0.0,16253.0,48090.0,-1515.0,-30322.0,0.0,0.0,0.0,0.0,5123.0,-61432.0,-797.0,-43926.0,-24683.0,0.0,927.0,-20170.0,271.0,288.0,-17.0,-16980.0,0.0,0.0,-3399.0,1772,2810.0,
12/31/2009,3363,2823.0,404.0,5913.0,1913,-1606.0,4618.0,32.0,-1131,-7690,149.0,-795.0,-1241.0,129.0,-5932.0,0.0,-3014.0,0.0,0.0,0.0,10876.0,16766.0,0.0,16766.0,0.0,-5890.0,0.0,-5890.0,0.0,-13894.0,-2321.0,-23394.0,11821.0,-6.0,0.0,-6.0,0.0,10.0,9498.0,-796.0,831.0,8166.0,0.0,3593.0,-10928.0,12255.0,12395.0,-140.0,27261.0,-30053.0,0.0,9847.0,208,2063.0,
03/31/2010,8881,2547.0,713.0,5330.0,1682,326.0,1199.0,-18.0,175,-1391,-3834.0,7650.0,690.0,-142.0,-5755.0,0.0,12695.0,0.0,0.0,0.0,6899.0,11090.0,0.0,11090.0,0.0,-4191.0,0.0,-4191.0,0.0,4425.0,19818.0,-13307.0,-2086.0,0.0,0.0,0.0,0.0,1371.0,-32355.0,-511.0,-12853.0,2240.0,0.0,1415.0,-16508.0,477.0,515.0,-38.0,-19125.0,-343.0,0.0,-10779.0,325,2220.0,
06/30/2010,7973,3062.0,622.0,3989.0,5102,1601.0,1217.0,10.0,2274,-4802,-104.0,2481.0,37.0,86.0,-7302.0,0.0,-975.0,0.0,0.0,0.0,8728.0,15632.0,0.0,15632.0,0.0,-6904.0,0.0,-6904.0,0.0,-11482.0,-11812.0,-19706.0,20036.0,-11.0,0.0,-11.0,0.0,1790.0,-5728.0,-378.0,-15813.0,-1146.0,0.0,750.0,-15417.0,-145.0,425.0,-570.0,10730.0,-122.0,0.0,1270.0,300,1937.0,
09/30/2010,5946,3339.0,167.0,3445.0,3683,2449.0,1599.0,22.0,-387,-4688,4811.0,-5724.0,44.0,-182.0,-3637.0,0.0,13816.0,0.0,0.0,0.0,-14314.0,11752.0,0.0,11752.0,0.0,-26066.0,0.0,-26066.0,0.0,25836.0,19353.0,17349.0,-10866.0,-12.0,0.0,-12.0,0.0,2306.0,-21332.0,-514.0,-19864.0,5528.0,0.0,473.0,-25865.0,182.0,189.0,-7.0,-1111.0,-25.0,0.0,-1570.0,292,2214.0,
12/31/2010,-4028,3414.0,422.0,2989.0,-4425,-3031.0,272.0,324.0,-1990,-6428,11483.0,-13495.0,280.0,-30.0,-4666.0,0.0,-29211.0,0.0,0.0,0.0,1808.0,18113.0,0.0,18113.0,0.0,-16305.0,0.0,-16305.0,0.0,-33718.0,-11490.0,-24088.0,1860.0,-13.0,0.0,-13.0,0.0,2712.0,33282.0,-379.0,10.0,4686.0,0.0,851.0,-5527.0,323.0,344.0,-21.0,33430.0,-102.0,0.0,43.0,270,1936.0,
03/31/2011,17211,3759.0,477.0,2210.0,-647,-1354.0,539.0,206.0,-38,11412,5826.0,8861.0,-156.0,14.0,-3133.0,0.0,1232.0,0.0,0.0,0.0,8181.0,27012.0,0.0,27012.0,0.0,-18831.0,0.0,-18831.0,0.0,-10455.0,2546.0,-12404.0,-597.0,0.0,0.0,0.0,0.0,3506.0,-17509.0,-885.0,-9380.0,-664.0,0.0,5217.0,-13933.0,3135.0,3190.0,-55.0,-10280.0,-99.0,0.0,934.0,144,1807.0,
06/30/2011,11350,3948.0,491.0,1838.0,2629,1054.0,779.0,106.0,690,2444,9202.0,-725.0,42.0,-57.0,-6018.0,0.0,-11495.0,0.0,0.0,0.0,-13426.0,12868.0,0.0,12868.0,0.0,-26294.0,0.0,-26294.0,0.0,-347.0,2997.0,4635.0,-7979.0,0.0,0.0,0.0,0.0,2278.0,7226.0,-788.0,-7050.0,-777.0,0.0,1485.0,-7758.0,-841.0,176.0,-1017.0,15973.0,-68.0,0.0,7081.0,2437,1763.0,
09/30/2011,9228,4055.0,515.0,1811.0,5129,3394.0,512.0,72.0,1151,-2282,1787.0,-11987.0,-163.0,-82.0,8163.0,0.0,-41506.0,0.0,0.0,0.0,-23424.0,15608.0,0.0,15608.0,0.0,-39032.0,0.0,-39032.0,0.0,-22091.0,-31085.0,-1398.0,10392.0,-245.0,0.0,-245.0,0.0,4254.0,26533.0,-923.0,-13774.0,-3106.0,0.0,1077.0,-11745.0,-472.0,219.0,-691.0,41793.0,-91.0,0.0,-5745.0,317,1718.0,
12/31/2011,-24124,4107.0,725.0,2040.0,1191,179.0,1743.0,66.0,-797,-32187,18334.0,-42619.0,-124.0,-237.0,-7541.0,0.0,16725.0,0.0,0.0,0.0,-16886.0,20192.0,0.0,20192.0,0.0,-37078.0,0.0,-37078.0,0.0,33414.0,-10144.0,45437.0,-1879.0,-108.0,0.0,-108.0,0.0,305.0,8525.0,-785.0,-14895.0,-1684.0,0.0,3908.0,-17119.0,-364.0,291.0,-655.0,24642.0,-73.0,0.0,1126.0,1977,1723.0,
03/31/2012,15905,4248.0,649.0,1995.0,-2070,-1663.0,87.0,171.0,-665,11083,43480.0,-31414.0,-113.0,184.0,-1054.0,0.0,-32961.0,0.0,0.0,0.0,-1597.0,16559.0,0.0,16559.0,0.0,-18156.0,0.0,-18156.0,0.0,-32726.0,-3103.0,-29776.0,153.0,-426.0,0.0,-426.0,0.0,1788.0,14616.0,-1451.0,5250.0,1488.0,0.0,8999.0,-5237.0,913.0,977.0,-64.0,10194.0,-290.0,0.0,-2440.0,333,1183.0,
06/30/2012,19476,4622.0,735.0,1800.0,2771,1907.0,481.0,66.0,317,9548,21472.0,-9846.0,153.0,-110.0,-2121.0,0.0,-14758.0,0.0,0.0,0.0,1826.0,22323.0,0.0,22323.0,0.0,-20497.0,0.0,-20497.0,0.0,-14868.0,-11323.0,-492.0,-3053.0,-3649.0,0.0,-3649.0,0.0,1933.0,-4907.0,-1324.0,-691.0,5059.0,0.0,8134.0,-13884.0,-1578.0,459.0,-2037.0,-1334.0,20.0,0.0,-189.0,2517,1427.0,
09/30/2012,14808,4937.0,699.0,1591.0,103,480.0,-366.0,35.0,-46,7478,21175.0,-11997.0,-43.0,7.0,-1664.0,0.0,-38057.0,0.0,0.0,0.0,-371.0,10679.0,0.0,10679.0,0.0,-11050.0,0.0,-11050.0,0.0,-39022.0,-14882.0,-25807.0,1667.0,-244.0,0.0,-244.0,0.0,1580.0,23424.0,-1451.0,648.0,-4066.0,0.0,7866.0,-3152.0,1003.0,1499.0,-496.0,23306.0,-82.0,0.0,175.0,1851,1256.0,
12/31/2012,8351,5090.0,724.0,1831.0,-6126,-4385.0,-1499.0,1200.0,-1442,6832,19313.0,-7562.0,296.0,-165.0,-5050.0,0.0,-54114.0,0.0,0.0,0.0,308.0,15361.0,0.0,15361.0,0.0,-15053.0,0.0,-15053.0,0.0,-57454.0,-21112.0,-36871.0,529.0,-3.0,0.0,-3.0,0.0,3035.0,50637.0,-1231.0,2094.0,5218.0,0.0,2696.0,-5820.0,-563.0,759.0,-1322.0,50596.0,-259.0,0.0,4874.0,3323,1379.0,
03/31/2013,9137,5171.0,834.0,1219.0,-2856,-2695.0,235.0,539.0,-935,4769,13135.0,-12880.0,-288.0,156.0,4646.0,0.0,-26157.0,0.0,0.0,0.0,-17677.0,14888.0,0.0,14605.0,283.0,-32565.0,0.0,-32098.0,-467.0,-12240.0,-6252.0,-8186.0,2198.0,0.0,0.0,0.0,0.0,3760.0,11377.0,-1590.0,4193.0,3507.0,0.0,7820.0,-7134.0,957.0,1340.0,-383.0,7898.0,-81.0,0.0,-5643.0,377,995.0,
06/30/2013,12978,5519.0,809.0,652.0,-2528,-3709.0,1935.0,442.0,-1196,8526,14789.0,521.0,102.0,42.0,-6928.0,0.0,-14819.0,0.0,0.0,0.0,-4539.0,16132.0,0.0,15282.0,850.0,-20671.0,0.0,-20140.0,-531.0,-12164.0,-7670.0,-4861.0,367.0,0.0,0.0,0.0,0.0,1884.0,3563.0,-1746.0,-4760.0,-3710.0,0.0,7892.0,-8942.0,-690.0,765.0,-1455.0,10852.0,-93.0,0.0,1722.0,4506,1035.0,
09/30/2013,21103,5578.0,865.0,75.0,-111,-1037.0,632.0,322.0,-28,14696,11209.0,3444.0,-29.0,-188.0,260.0,0.0,-61779.0,0.0,0.0,0.0,-13791.0,13893.0,0.0,13180.0,713.0,-27684.0,0.0,-26130.0,-1554.0,-49940.0,-12128.0,-33372.0,-4440.0,0.0,0.0,0.0,0.0,1952.0,41665.0,-1886.0,22988.0,-3132.0,0.0,28771.0,-2651.0,239.0,2379.0,-2140.0,20286.0,38.0,0.0,989.0,660,1216.0,
12/31/2013,14423,5610.0,785.0,363.0,-146,-1943.0,2175.0,346.0,-724,7811,4505.0,3576.0,202.0,-42.0,-430.0,0.0,-50737.0,0.0,0.0,0.0,-6341.0,11268.0,,,,-17609.0,,,,-48809.0,-17694.0,-31765.0,650.0,0.0,0.0,0.0,0.0,4413.0,37305.0,-1748.0,1993.0,-55.0,0.0,8744.0,-6696.0,-222.0,1156.0,-1378.0,37306.0,-24.0,0.0,991.0,1589,1075.0,
03/31/2014,2841,5893.0,571.0,325.0,1072,-351.0,408.0,692.0,323,-5020,4190.0,-3293.0,-139.0,221.0,-5999.0,0.0,-18225.0,0.0,0.0,0.0,-3304.0,11095.0,1566.0,8586.0,943.0,-14399.0,-7276.0,-6178.0,-945.0,-16773.0,-10628.0,-8878.0,2733.0,0.0,0.0,0.0,0.0,1852.0,15196.0,-1897.0,2704.0,3808.0,0.0,3110.0,-4214.0,-139.0,886.0,-1025.0,15399.0,-871.0,0.0,-188.0,81,776.0,
06/30/2014,-3239,5726.0,732.0,217.0,436,233.0,-878.0,122.0,959,-10350,-1511.0,-10018.0,142.0,105.0,932.0,0.0,-34520.0,0.0,0.0,0.0,-6290.0,12467.0,1856.0,9657.0,954.0,-18757.0,-13361.0,-4776.0,-620.0,-30054.0,-19359.0,-14789.0,4094.0,-174.0,0.0,-174.0,0.0,1998.0,38663.0,-2020.0,17022.0,4158.0,0.0,15383.0,-2519.0,-463.0,2491.0,-2954.0,24001.0,123.0,0.0,904.0,4010,897.0,
09/30/2014,15062,5729.0,630.0,368.0,-556,-2098.0,1139.0,333.0,70,8891,9567.0,-6276.0,-551.0,-88.0,6239.0,0.0,-42530.0,0.0,0.0,0.0,-12776.0,14064.0,829.0,12841.0,394.0,-26840.0,-12412.0,-13585.0,-843.0,-31243.0,-12818.0,-21614.0,3189.0,0.0,0.0,0.0,0.0,1489.0,24865.0,-2145.0,16306.0,-424.0,0.0,19869.0,-3139.0,-1338.0,1152.0,-2490.0,12048.0,-6.0,,-2603.0,2163,1111.0,
12/31/2014,2865,5709.0,582.0,485.0,1472,-1544.0,1685.0,312.0,1019,-5383,2306.0,-8075.0,,,386.0,0.0,-33105.0,0.0,0.0,0.0,-20861.0,14049.0,917.0,12262.0,870.0,-34910.0,-13963.0,-20268.0,-679.0,-13711.0,-22357.0,3503.0,5143.0,0.0,0.0,0.0,0.0,1467.0,31779.0,-2081.0,-1672.0,493.0,0.0,3792.0,-5957.0,-2406.0,539.0,-2945.0,37685.0,253.0,,1539.0,2554,1122.0,
